date,SO2_mean,NO2_mean,NOX_mean,NO_mean
2017-08-24,1.75,3.438,5.812,2.375
2017-08-25,2.125,2.729,5.125,2.396
2017-08-26,2.025,1.771,3.729,1.958
2017-08-27,1.983,1.354,3.104,1.75
2017-08-28,2.967,3.938,6.896,2.958
2017-08-29,1.717,1.654,3.791,2.136
2017-08-30,1.879,1.62,4.61,2.991
2017-08-31,1.913,1.23,3.438,2.208
2017-09-01,2.0,1.125,3.0,1.875
2017-09-02,2.017,2.083,4.896,2.812
2017-09-03,1.942,0.812,2.875,2.062
2017-09-04,1.6,1.584,4.667,3.084
2017-09-05,1.825,2.041,5.471,3.43
2017-09-06,2.208,2.73,5.938,3.208
2017-09-07,2.742,2.854,5.792,2.938
2017-09-08,2.067,1.729,3.896,2.167
2017-09-09,1.958,1.625,3.812,2.188
2017-09-10,1.925,1.084,2.708,1.625
2017-09-11,2.275,2.667,4.542,1.875
2017-09-12,1.264,2.124,3.38,1.256
2017-09-13,1.504,1.754,2.82,1.066
2017-09-14,1.402,1.625,2.416,0.792
2017-09-15,1.458,0.896,1.312,0.417
2017-09-16,2.1,2.062,3.021,0.958
2017-09-17,1.434,0.375,0.875,0.5
2017-09-18,1.1,0.125,0.75,0.625
2017-09-19,1.467,1.542,2.75,1.208
2017-09-20,1.408,2.0,3.354,1.354
2017-09-21,1.734,1.042,2.354,1.312
2017-09-22,1.95,2.666,4.292,1.625
2017-09-23,1.475,1.354,2.52,1.166
2017-09-24,1.667,1.75,3.125,1.375
2017-09-25,1.733,1.584,2.77,1.188
2017-09-26,1.673,1.843,3.14,1.297
2017-09-27,2.303,3.411,4.95,1.539
2017-09-28,1.267,2.021,3.166,1.146
2017-09-29,1.05,1.98,3.062,1.084
2017-09-30,1.483,1.334,2.312,0.98
2017-10-01,1.758,1.666,2.229,0.562
2017-10-02,2.025,1.75,2.521,0.771
2017-10-03,1.533,1.542,2.584,1.042
2017-10-04,0.967,1.208,2.084,0.875
2017-10-05,1.225,1.954,3.023,1.068
2017-10-06,1.975,3.229,4.73,1.5
2017-10-07,1.342,3.417,4.688,1.271
2017-10-08,1.467,2.625,4.125,1.5
2017-10-09,2.15,4.834,7.146,2.312
2017-10-10,1.313,1.378,2.392,1.013
2017-10-11,1.235,1.703,2.394,0.69
2017-10-12,1.408,0.958,1.292,0.334
2017-10-13,1.733,2.312,3.084,0.771
2017-10-14,2.283,2.104,2.834,0.729
2017-10-15,1.9,1.23,1.875,0.646
2017-10-16,2.383,2.48,3.542,1.062
2017-10-17,2.1,1.896,3.02,1.125
2017-10-18,2.083,1.958,3.208,1.25
2017-10-19,2.425,2.25,3.438,1.188
2017-10-20,1.617,1.312,2.354,1.042
2017-10-21,1.758,3.521,5.0,1.479
2017-10-22,1.725,1.292,2.458,1.166
2017-10-23,1.576,0.764,1.777,1.013
2017-10-24,1.885,3.144,4.78,1.636
2017-10-25,1.958,3.042,4.042,1.0
2017-10-26,2.117,3.188,4.542,1.354
2017-10-27,2.642,5.0,6.667,1.667
2017-10-28,2.55,4.062,5.792,1.729
2017-10-29,2.275,4.875,6.979,2.104
2017-10-30,1.733,0.792,1.75,0.958
2017-10-31,2.3,1.625,2.729,1.104
2017-11-01,2.025,3.75,5.5,1.75
2017-11-02,3.633,3.938,5.646,1.708
2017-11-03,2.625,2.77,4.083,1.312
2017-11-04,2.008,1.125,2.396,1.271
2017-11-05,2.2,2.125,3.375,1.25
2017-11-06,2.154,3.612,5.125,1.514
2017-11-07,2.664,3.46,4.835,1.375
2017-11-08,2.317,4.021,5.354,1.333
2017-11-09,2.062,1.458,2.25,0.792
2017-11-10,2.275,2.812,3.75,0.938
2017-11-11,1.825,1.02,1.729,0.708
2017-11-12,1.733,1.042,1.584,0.542
2017-11-13,1.717,3.396,4.979,1.584
2017-11-14,2.066,4.208,7.292,3.084
2017-11-15,2.042,2.5,4.708,2.208
2017-11-16,1.725,1.666,3.229,1.562
2017-11-17,1.833,2.25,3.916,1.667
2017-11-18,1.858,1.208,2.542,1.334
2017-11-19,1.508,1.042,2.25,1.208
2017-11-20,1.593,2.138,3.7,1.562
2017-11-21,1.65,3.016,4.502,1.486
2017-11-22,2.139,3.166,3.916,0.75
2017-11-23,1.842,1.896,2.604,0.708
2017-11-24,1.925,2.771,5.562,2.792
2017-11-25,1.808,2.062,3.458,1.396
2017-11-26,2.0,2.604,4.25,1.646
2017-11-27,1.692,2.708,4.229,1.521
2017-11-28,2.633,7.812,11.271,3.458
2017-11-29,2.167,1.979,3.334,1.354
2017-11-30,1.925,2.104,4.229,2.125
2017-12-01,1.6,2.292,4.438,2.146
2017-12-02,1.917,2.271,4.5,2.23
2017-12-03,1.85,3.875,5.938,2.062
2017-12-04,2.333,2.479,4.438,1.958
2017-12-05,1.87,2.59,5.19,2.601
2017-12-06,1.725,2.314,4.0,1.685
2017-12-07,2.021,4.625,7.479,2.854
2017-12-08,1.883,2.854,4.312,1.458
2017-12-09,1.75,2.521,4.02,1.5
2017-12-10,2.15,2.208,3.438,1.23
2017-12-11,2.242,2.417,3.896,1.479
2017-12-12,2.1,1.375,2.792,1.417
2017-12-13,1.725,2.938,5.104,2.166
2017-12-14,1.825,3.396,5.229,1.833
2017-12-15,1.717,3.479,5.562,2.084
2017-12-16,2.025,2.542,4.542,2.0
2017-12-17,2.0,1.917,3.396,1.479
2017-12-18,1.933,4.562,7.375,2.812
2017-12-19,2.259,2.208,3.918,1.711
2017-12-20,1.887,2.593,4.18,1.587
2017-12-21,1.963,4.854,7.188,2.334
2017-12-22,2.317,4.584,6.812,2.229
2017-12-23,2.891,5.646,8.458,2.812
2017-12-24,3.258,2.542,4.0,1.458
2017-12-25,2.683,2.5,4.812,2.312
2017-12-26,2.133,1.125,3.312,2.188
2017-12-27,2.025,2.021,4.312,2.292
2017-12-28,1.833,2.292,4.792,2.5
2017-12-29,2.017,4.146,7.125,2.98
2017-12-30,1.95,3.292,5.5,2.208
2017-12-31,2.175,3.146,5.188,2.042
2018-01-01,1.917,1.02,2.208,1.188
2018-01-02,1.7,1.375,2.188,0.812
2018-01-03,1.608,1.688,2.708,1.02
2018-01-04,1.96,1.652,2.587,0.935
2018-01-05,3.567,1.916,2.396,0.479
2018-01-06,2.575,1.438,1.854,0.416
2018-01-07,2.025,1.729,2.354,0.625
2018-01-08,2.05,2.104,2.729,0.625
2018-01-09,2.108,1.5,2.062,0.562
2018-01-10,2.508,2.458,3.875,1.416
2018-01-11,2.267,1.166,1.771,0.604
2018-01-12,2.167,1.708,2.646,0.938
2018-01-13,2.092,1.354,2.188,0.834
2018-01-14,2.142,2.042,3.25,1.208
2018-01-15,2.246,1.801,2.838,1.038
2018-01-16,2.172,1.164,1.842,0.678
2018-01-17,1.889,1.062,1.23,0.167
2018-01-18,1.65,0.75,1.125,0.375
2018-01-19,1.933,2.292,3.25,0.958
2018-01-20,2.4,1.542,2.271,0.73
2018-01-21,2.408,1.479,2.688,1.208
2018-01-22,1.95,3.0,4.75,1.75
2018-01-23,2.8,2.854,4.542,1.688
2018-01-24,2.117,0.958,2.396,1.438
2018-01-25,2.083,2.166,3.708,1.542
2018-01-26,1.983,2.021,3.562,1.542
2018-01-27,1.967,0.875,2.125,1.25
2018-01-28,2.25,2.646,4.688,2.042
2018-01-29,2.139,0.816,2.292,1.476
2018-01-30,2.366,4.204,5.476,1.272
2018-01-31,2.317,1.02,1.354,0.333
2018-02-01,2.083,0.729,1.0,0.27
2018-02-02,2.15,0.75,0.854,0.104
2018-02-03,3.15,2.146,2.771,0.625
2018-02-04,2.358,1.666,2.75,1.083
2018-02-05,2.375,2.916,4.562,1.646
2018-02-06,2.425,3.062,4.396,1.334
2018-02-07,2.167,1.682,2.886,1.204
2018-02-08,1.917,1.125,2.25,1.125
2018-02-09,1.633,2.812,4.604,1.792
2018-02-10,1.858,1.334,2.562,1.23
2018-02-11,2.1,2.562,4.125,1.562
2018-02-12,2.233,2.348,3.698,1.348
2018-02-13,2.261,1.888,3.03,1.144
2018-02-14,2.148,2.646,3.833,1.188
2018-02-15,2.675,2.146,3.584,1.438
2018-02-16,2.533,2.104,3.229,1.125
2018-02-17,2.967,1.666,2.771,1.104
2018-02-18,3.084,1.521,2.729,1.208
2018-02-19,3.183,6.438,8.729,2.292
2018-02-20,4.075,7.646,10.438,2.792
2018-02-21,3.425,3.125,4.834,1.708
2018-02-22,4.459,2.917,4.542,1.625
2018-02-23,3.2,2.979,4.708,1.729
2018-02-24,2.85,1.458,2.833,1.375
2018-02-25,3.342,3.062,4.833,1.771
2018-02-26,2.97,2.229,3.638,1.408
2018-02-27,3.876,3.528,5.246,1.718
2018-02-28,4.768,3.584,4.438,0.854
2018-03-01,4.558,2.875,3.625,0.75
2018-03-02,3.65,1.271,1.521,0.25
2018-03-03,3.967,1.834,2.188,0.354
2018-03-04,3.808,3.021,3.792,0.77
2018-03-05,3.267,1.729,2.584,0.854
2018-03-06,3.15,3.458,4.792,1.333
2018-03-07,2.7,0.938,1.708,0.771
2018-03-08,2.617,1.521,2.708,1.188
2018-03-09,2.717,2.792,4.25,1.458
2018-03-10,3.567,1.625,2.917,1.292
2018-03-11,3.278,1.846,3.082,1.236
2018-03-12,2.461,2.37,3.413,1.044
2018-03-13,2.61,2.625,3.479,0.854
2018-03-14,2.583,1.062,1.438,0.375
2018-03-15,2.692,1.875,2.333,0.458
2018-03-16,2.792,1.604,2.083,0.48
2018-03-17,2.783,1.416,1.938,0.52
2018-03-18,3.033,1.916,2.708,0.792
2018-03-19,2.875,2.646,3.416,0.771
2018-03-20,3.592,4.604,6.666,2.062
2018-03-21,3.242,2.979,3.979,1.0
2018-03-22,2.325,0.584,1.208,0.625
2018-03-23,2.383,1.334,2.312,0.979
2018-03-24,2.667,1.438,2.375,0.938
2018-03-25,3.053,2.818,5.249,2.432
2018-03-26,3.02,2.88,3.812,0.932
2018-03-27,2.975,1.084,1.521,0.438
2018-03-28,2.708,1.562,1.916,0.354
2018-03-29,2.558,1.292,1.604,0.312
2018-03-30,2.934,2.375,3.042,0.666
2018-03-31,2.933,1.27,1.771,0.5
2018-04-01,2.917,2.021,3.02,1.0
2018-04-02,2.792,2.916,4.354,1.438
2018-04-03,2.383,6.042,8.334,2.292
2018-04-04,2.4,1.542,2.958,1.417
2018-04-05,2.208,1.271,2.438,1.166
2018-04-06,2.342,2.854,4.229,1.375
2018-04-07,2.133,2.146,3.417,1.271
2018-04-08,2.633,1.625,2.875,1.25
2018-04-09,2.483,1.52,2.771,1.25
2018-04-10,2.69,2.059,3.206,1.146
2018-04-11,2.545,1.856,2.39,0.534
2018-04-12,2.386,1.375,1.646,0.271
2018-04-13,2.058,0.73,0.896,0.167
2018-04-14,2.008,1.792,2.166,0.375
2018-04-15,1.817,1.771,2.146,0.375
2018-04-16,2.133,1.125,1.583,0.458
2018-04-17,2.475,1.771,2.188,0.416
2018-04-18,3.641,4.334,5.542,1.208
2018-04-19,3.083,2.25,3.042,0.792
2018-04-20,3.975,2.812,3.834,1.02
2018-04-21,3.992,1.479,2.375,0.896
2018-04-22,3.208,2.375,3.667,1.292
2018-04-23,3.067,3.02,4.208,1.188
2018-04-24,2.161,3.872,5.134,1.263
2018-04-25,1.93,4.286,5.254,0.968
2018-04-26,2.57,2.146,2.833,0.688
2018-04-27,3.8,1.666,1.916,0.25
2018-04-28,3.242,2.208,2.666,0.458
2018-04-29,3.958,1.896,2.334,0.438
2018-04-30,4.267,2.062,2.729,0.666
2018-05-01,3.8,2.521,3.646,1.125
2018-05-02,3.425,2.688,3.792,1.104
2018-05-03,2.042,1.104,1.917,0.812
2018-05-04,2.592,1.896,3.062,1.166
2018-05-05,2.1,1.479,2.729,1.25
2018-05-06,1.875,3.708,5.396,1.688
2018-05-07,2.569,2.25,3.5,1.25
2018-05-08,3.667,3.231,4.874,1.644
2018-05-09,2.288,1.69,2.777,1.087
2018-05-10,2.285,1.438,2.146,0.708
2018-05-11,2.225,1.416,2.084,0.667
2018-05-12,3.175,1.896,3.0,1.104
2018-05-13,2.492,1.708,2.688,0.979
2018-05-14,2.85,1.98,3.521,1.542
2018-05-15,3.042,1.958,3.542,1.584
2018-05-16,3.825,1.979,3.583,1.604
2018-05-17,2.733,1.666,3.146,1.479
2018-05-18,1.367,1.396,2.958,1.562
2018-05-19,1.142,1.458,3.334,1.875
2018-05-20,2.192,1.146,3.417,2.27
2018-05-21,3.017,2.084,5.208,3.125
2018-05-22,3.019,2.486,4.32,1.833
2018-05-23,2.717,4.759,7.095,2.336
2018-05-24,2.836,2.25,3.688,1.438
2018-05-25,2.258,1.104,2.062,0.958
2018-05-26,2.083,0.834,1.771,0.938
2018-05-27,2.15,1.166,2.292,1.125
2018-05-28,1.9,3.396,5.042,1.646
2018-05-29,2.625,2.396,3.771,1.375
2018-05-30,2.642,3.062,4.938,1.875
2018-05-31,2.708,3.104,5.02,1.916
2018-06-01,3.167,2.062,3.562,1.5
2018-06-02,2.384,1.104,2.25,1.146
2018-06-03,3.658,2.562,4.292,1.729
2018-06-04,3.517,2.708,4.375,1.667
2018-06-05,3.871,3.74,5.332,1.591
2018-06-06,3.695,2.47,3.676,1.208
2018-06-07,3.199,2.0,2.688,0.688
2018-06-08,2.292,2.542,3.229,0.688
2018-06-09,1.823,0.312,0.666,0.354
2018-06-10,2.042,0.833,1.417,0.583
2018-06-11,1.438,0.75,1.438,0.688
2018-06-12,1.375,2.734,4.494,1.76
2018-06-13,1.417,1.312,3.02,1.708
2018-06-14,1.517,0.395,1.521,1.125
2018-06-15,2.433,1.583,3.375,1.792
2018-06-16,2.167,1.958,4.27,2.312
2018-06-17,1.658,0.77,2.229,1.458
2018-06-18,2.275,2.542,5.062,2.521
2018-06-19,2.398,2.544,4.741,2.196
2018-06-20,1.575,0.883,1.662,0.78
2018-06-21,1.676,3.284,4.842,1.558
2018-06-22,2.05,1.417,2.25,0.834
2018-06-23,2.683,1.416,2.062,0.646
2018-06-24,2.6,0.958,1.521,0.562
2018-06-25,1.971,0.5,1.292,0.792
2018-06-26,2.864,4.354,6.729,2.375
2018-06-27,1.675,2.375,3.938,1.562
2018-06-28,2.292,3.034,4.458,1.425
2018-06-29,2.042,4.896,6.854,1.958
2018-06-30,2.308,2.521,3.834,1.312
2018-07-01,1.992,3.708,5.312,1.604
2018-07-02,2.192,5.25,8.27,3.021
2018-07-03,2.014,4.782,6.75,1.97
2018-07-04,2.408,5.591,7.758,2.168
2018-07-05,1.533,2.188,3.084,0.896
2018-07-06,1.933,2.25,3.084,0.834
2018-07-07,1.433,1.292,1.521,0.229
2018-07-08,2.392,3.146,4.354,1.208
2018-07-09,1.85,6.708,8.875,2.167
2018-07-10,1.733,6.812,8.98,2.166
2018-07-11,2.208,2.958,4.438,1.48
2018-07-12,2.758,3.146,4.666,1.52
2018-07-13,2.383,4.167,6.042,1.875
2018-07-14,3.525,4.917,7.0,2.084
2018-07-15,1.975,3.125,4.542,1.416
2018-07-16,2.667,3.25,4.771,1.521
2018-07-17,3.141,5.051,7.006,1.956
2018-07-18,3.331,8.046,11.264,3.218
2018-07-19,4.09,7.476,9.478,2.002
2018-07-20,2.892,5.312,7.271,1.958
2018-07-21,2.692,2.042,3.188,1.146
2018-07-22,2.525,1.729,3.0,1.271
2018-07-23,3.083,1.688,2.98,1.292
2018-07-24,3.817,3.146,5.084,1.938
2018-07-25,5.575,5.875,8.792,2.916
2018-07-26,3.55,4.0,6.312,2.312
2018-07-27,3.767,3.5,5.604,2.104
2018-07-28,2.858,2.208,4.042,1.834
2018-07-29,2.166,1.562,3.854,2.292
2018-07-30,2.667,2.542,4.938,2.396
2018-07-31,2.803,2.66,4.494,1.834
2018-08-01,3.042,1.182,1.885,0.704
2018-08-02,3.345,1.521,2.354,0.834
2018-08-03,3.117,1.292,1.979,0.688
2018-08-04,2.583,1.562,2.208,0.646
2018-08-05,2.075,1.375,1.979,0.604
2018-08-06,2.45,2.375,3.604,1.229
2018-08-07,2.167,1.062,1.75,0.688
2018-08-08,2.617,2.25,3.229,0.98
2018-08-09,2.108,4.562,6.312,1.75
2018-08-10,1.725,4.458,6.688,2.229
2018-08-11,1.958,1.812,3.104,1.292
2018-08-12,2.042,1.458,2.834,1.375
2018-08-13,1.908,1.708,3.104,1.396
2018-08-14,1.544,2.496,3.734,1.239
2018-08-15,1.561,2.29,3.22,0.93
2018-08-16,1.3,1.521,2.042,0.521
2018-08-17,1.592,0.229,0.354,0.125
2018-08-18,1.942,0.958,1.416,0.458
2018-08-19,1.525,1.334,1.666,0.333
2018-08-20,2.05,1.896,2.75,0.854
2018-08-21,1.716,3.792,5.52,1.729
2018-08-22,1.692,2.562,3.958,1.396
2018-08-23,2.275,2.021,3.312,1.292
2018-08-24,1.767,2.708,4.333,1.625
2018-08-25,1.5,1.458,2.625,1.166
2018-08-26,1.841,0.521,1.604,1.084
2018-08-27,2.133,1.521,2.875,1.354
2018-08-28,1.87,0.903,1.86,0.956
2018-08-29,1.972,0.962,1.473,0.511
2018-08-30,1.334,2.646,3.354,0.708
2018-08-31,1.683,2.708,3.542,0.834
2018-09-01,1.966,0.48,0.625,0.146
2018-09-02,2.433,1.334,2.042,0.708
2018-09-03,1.416,1.479,2.083,0.604
2018-09-04,1.434,0.208,0.916,0.708
2018-09-05,1.883,1.083,2.0,0.916
2018-09-06,1.333,1.0,1.834,0.834
2018-09-07,2.045,1.876,2.848,0.972
2018-09-08,2.233,0.792,1.812,1.021
2018-09-09,1.892,0.896,1.979,1.083
2018-09-10,1.634,2.25,3.583,1.333
2018-09-11,2.051,2.123,3.145,1.022
2018-09-12,2.021,2.106,2.869,0.762
2018-09-13,2.055,1.729,2.25,0.52
2018-09-14,2.617,2.479,3.292,0.812
2018-09-15,3.65,3.062,3.958,0.896
2018-09-16,3.808,3.416,4.334,0.916
2018-09-17,2.483,1.334,2.125,0.792
2018-09-18,2.175,1.458,2.416,0.958
2018-09-19,1.975,1.104,2.021,0.916
2018-09-20,2.008,1.604,2.77,1.166
2018-09-21,2.833,2.23,3.625,1.396
2018-09-22,1.608,0.729,1.75,1.021
2018-09-23,1.725,1.104,2.23,1.125
2018-09-24,1.708,3.979,5.854,1.875
2018-09-25,1.759,1.832,3.068,1.236
2018-09-26,1.59,1.654,2.551,0.896
2018-09-27,1.66,1.708,2.334,0.625
2018-09-28,1.642,1.875,2.896,1.021
2018-09-29,2.175,2.5,3.792,1.292
2018-09-30,1.367,1.875,3.125,1.25
2018-10-01,1.542,1.146,2.271,1.125
2018-10-02,1.75,1.229,2.334,1.104
2018-10-03,1.608,2.084,3.458,1.375
2018-10-04,1.792,1.958,3.562,1.604
2018-10-05,3.25,4.688,6.958,2.27
2018-10-06,1.383,2.542,4.188,1.646
2018-10-07,1.417,0.292,1.5,1.208
2018-10-08,1.684,1.27,2.75,1.479
2018-10-09,1.868,1.565,2.716,1.152
2018-10-10,1.617,1.706,2.585,0.879
2018-10-11,1.672,2.711,3.475,0.764
2018-10-12,1.402,1.771,2.479,0.708
2018-10-13,1.55,1.396,2.083,0.688
2018-10-14,1.45,1.375,2.062,0.688
2018-10-15,1.583,1.854,3.0,1.146
2018-10-16,1.592,1.271,2.438,1.166
2018-10-17,1.283,1.578,2.826,1.248
2018-10-18,1.4,1.875,3.125,1.25
2018-10-19,1.767,2.208,3.584,1.375
2018-10-20,1.542,2.166,3.416,1.25
2018-10-21,1.792,1.792,3.0,1.208
2018-10-22,1.933,3.375,4.896,1.521
2018-10-23,1.838,1.528,2.699,1.171
2018-10-24,1.917,1.726,2.39,0.663
2018-10-25,1.664,1.875,2.458,0.583
2018-10-26,2.083,2.208,2.708,0.5
2018-10-27,1.525,1.458,1.854,0.395
2018-10-28,1.35,1.25,1.604,0.354
2018-10-29,1.2,1.458,2.084,0.625
2018-10-30,1.017,0.812,1.416,0.604
2018-10-31,0.875,1.916,2.625,0.708
2018-11-01,1.608,1.979,2.938,0.958
2018-11-02,1.942,2.916,4.02,1.104
2018-11-03,1.917,1.396,2.416,1.021
2018-11-04,1.925,1.375,2.271,0.896
2018-11-05,2.142,4.312,5.75,1.438
2018-11-06,1.907,2.344,3.546,1.202
2018-11-07,2.237,1.166,2.036,0.87
2018-11-08,2.301,2.062,3.0,0.938
2018-11-09,1.725,0.691,0.904,0.212
2018-11-10,2.033,2.0,3.354,1.354
2018-11-11,1.867,0.917,1.771,0.854
2018-11-12,1.95,1.23,2.396,1.166
2018-11-13,1.817,1.708,3.208,1.5
2018-11-14,1.733,1.625,3.062,1.438
2018-11-15,1.783,2.542,4.354,1.812
2018-11-16,1.942,2.792,4.896,2.104
2018-11-17,1.8,1.292,2.75,1.458
2018-11-18,1.875,1.292,2.834,1.542
2018-11-19,1.817,2.042,3.812,1.771
2018-11-20,1.835,1.446,2.682,1.236
2018-11-21,1.737,1.962,2.56,0.598
2018-11-22,1.661,3.104,3.604,0.5
2018-11-23,1.467,0.979,1.354,0.375
2018-11-24,1.575,1.917,2.458,0.542
2018-11-25,2.1,1.917,2.229,0.312
2018-11-26,2.375,1.688,2.312,0.625
2018-11-27,2.316,1.625,2.104,0.48
2018-11-28,2.325,0.896,1.083,0.188
2018-11-29,1.783,0.834,1.042,0.208
2018-11-30,1.642,1.375,2.042,0.666
2018-12-01,1.817,1.834,2.562,0.729
2018-12-02,1.9,1.771,2.688,0.916
2018-12-03,2.033,2.25,3.292,1.042
2018-12-04,2.098,4.142,5.462,1.32
2018-12-05,1.975,0.652,1.182,0.53
2018-12-06,1.638,1.625,1.979,0.354
2018-12-07,1.625,1.042,1.188,0.146
2018-12-08,1.483,0.812,1.062,0.25
2018-12-09,1.417,1.125,1.562,0.438
2018-12-10,1.4,1.458,2.25,0.792
2018-12-11,1.467,1.896,2.604,0.708
2018-12-12,1.258,2.438,3.0,0.562
2018-12-13,1.683,4.334,5.666,1.333
2018-12-14,1.633,2.312,3.438,1.125
2018-12-15,1.65,2.375,3.646,1.271
2018-12-16,1.817,2.416,3.604,1.188
2018-12-17,2.2,3.375,4.854,1.479
2018-12-18,2.193,1.604,3.06,1.456
2018-12-19,1.88,2.932,5.559,2.627
2018-12-20,1.896,1.583,2.562,0.98
2018-12-21,1.908,3.084,5.292,2.208
2018-12-22,1.992,3.77,6.271,2.5
2018-12-23,1.933,1.771,2.938,1.166
2018-12-24,1.85,0.584,1.125,0.542
2018-12-25,1.875,1.896,3.625,1.729
2018-12-26,2.133,1.666,3.271,1.604
2018-12-27,1.95,1.125,2.354,1.229
2018-12-28,1.425,1.604,3.125,1.521
2018-12-29,1.475,1.458,2.938,1.479
2018-12-30,1.375,1.938,4.083,2.146
2018-12-31,1.625,2.23,4.416,2.188
