date,SO2_mean,NO2_mean,NOX_mean,NO_mean
2012-08-29,3.367,1.938,3.396,1.458
2012-08-30,4.217,2.304,3.848,1.544
2012-08-31,4.85,3.854,5.896,2.042
2012-09-01,2.858,1.792,3.271,1.479
2012-09-02,2.708,1.854,3.375,1.521
2012-09-03,2.683,2.188,3.812,1.625
2012-09-04,2.582,1.898,3.396,1.498
2012-09-05,2.853,1.864,2.626,0.763
2012-09-06,3.49,3.458,4.834,1.375
2012-09-07,2.917,2.458,3.438,0.98
2012-09-08,4.408,3.125,4.208,1.084
2012-09-09,2.55,2.375,3.416,1.042
2012-09-10,2.6,2.896,4.354,1.458
2012-09-11,2.617,3.688,5.333,1.646
2012-09-12,2.858,2.938,4.562,1.625
2012-09-13,4.592,3.125,5.125,2.0
2012-09-14,3.508,4.0,6.084,2.084
2012-09-15,3.641,3.438,5.292,1.854
2012-09-16,2.8,2.062,3.416,1.354
2012-09-17,2.775,1.792,3.042,1.25
2012-09-18,4.389,3.948,5.976,2.028
2012-09-19,2.541,4.035,6.024,1.989
2012-09-20,2.544,2.521,3.584,1.062
2012-09-21,2.225,2.739,4.0,1.261
2012-09-22,2.5,2.125,3.083,0.958
2012-09-23,2.725,1.916,2.729,0.812
2012-09-24,2.983,2.084,3.0,0.917
2012-09-25,1.965,2.416,3.521,1.104
2012-09-26,2.275,2.958,4.562,1.604
2012-09-27,2.192,2.416,4.0,1.584
2012-09-28,1.933,1.0,2.167,1.167
2012-09-29,2.817,2.896,4.625,1.73
2012-09-30,3.167,3.354,5.02,1.666
2012-10-01,2.017,1.438,2.75,1.312
2012-10-02,3.735,3.246,4.986,1.74
2012-10-03,1.539,2.837,3.886,1.049
2012-10-04,2.727,3.229,4.625,1.396
2012-10-05,2.008,2.771,4.25,1.479
2012-10-06,2.175,2.27,3.729,1.458
2012-10-07,1.975,1.666,3.208,1.542
2012-10-08,2.067,2.0,3.334,1.334
2012-10-09,3.05,2.542,3.958,1.417
2012-10-10,1.617,1.792,3.208,1.416
2012-10-11,2.092,2.458,4.084,1.625
2012-10-12,1.825,1.826,3.76,1.934
2012-10-13,1.772,1.812,3.583,1.771
2012-10-14,2.708,1.562,3.146,1.583
2012-10-15,1.883,1.542,3.334,1.792
2012-10-16,1.95,2.072,3.552,1.481
2012-10-17,1.898,2.486,3.022,0.536
2012-10-18,1.864,1.479,2.271,0.792
2012-10-19,1.85,2.312,3.438,1.125
2012-10-20,1.892,2.542,3.479,0.938
2012-10-21,2.0,1.271,2.146,0.875
2012-10-22,2.108,2.312,3.604,1.292
2012-10-23,1.925,2.179,3.362,1.184
2012-10-24,1.558,1.968,3.276,1.308
2012-10-25,3.386,5.167,7.021,1.854
2012-10-26,2.188,3.708,6.042,2.333
2012-10-27,2.117,2.438,4.042,1.604
2012-10-28,1.55,0.958,1.98,1.021
2012-10-29,1.608,2.834,4.854,2.021
2012-10-30,1.52,3.294,5.394,2.101
2012-10-31,1.958,2.025,3.456,1.432
2012-11-01,2.507,3.125,4.5,1.375
2012-11-02,2.608,2.166,3.458,1.292
2012-11-03,2.242,2.229,3.916,1.688
2012-11-04,2.492,0.875,1.542,0.667
2012-11-05,3.383,4.104,5.625,1.521
2012-11-06,2.1,0.896,1.312,0.417
2012-11-07,1.9,3.75,5.354,1.604
2012-11-08,2.583,5.062,7.417,2.354
2012-11-09,2.158,3.0,4.666,1.667
2012-11-10,2.133,1.208,2.396,1.188
2012-11-11,2.508,1.584,2.917,1.334
2012-11-12,1.733,2.458,4.188,1.729
2012-11-13,2.955,4.225,6.632,2.408
2012-11-14,2.398,2.856,4.097,1.24
2012-11-15,1.786,1.708,2.334,0.625
2012-11-16,1.742,3.416,5.333,1.916
2012-11-17,1.867,3.396,4.916,1.521
2012-11-18,1.659,1.062,1.583,0.52
2012-11-19,1.65,4.396,6.938,2.542
2012-11-20,2.308,2.434,3.956,1.522
2012-11-21,1.9,2.875,5.27,2.396
2012-11-22,2.475,4.562,7.084,2.521
2012-11-23,2.258,2.938,4.958,2.021
2012-11-24,1.725,2.208,3.979,1.771
2012-11-25,2.05,2.73,4.854,2.125
2012-11-26,2.152,8.084,12.229,4.146
2012-11-27,2.392,1.874,3.606,1.732
2012-11-28,2.451,4.998,9.067,4.07
2012-11-29,3.048,2.25,3.916,1.666
2012-11-30,2.488,2.856,4.632,1.776
2012-12-01,2.033,2.042,3.312,1.271
2012-12-02,1.841,3.271,4.958,1.688
2012-12-03,2.533,3.479,5.188,1.708
2012-12-04,2.6,2.5,4.292,1.792
2012-12-05,3.25,1.416,2.958,1.542
2012-12-06,2.233,0.98,2.062,1.084
2012-12-07,2.208,1.396,3.312,1.917
2012-12-08,2.642,3.75,6.5,2.75
2012-12-09,2.9,2.229,4.625,2.396
2012-12-10,2.059,3.174,5.935,2.761
2012-12-11,1.969,5.162,8.372,3.21
2012-12-12,1.887,5.312,7.208,1.896
2012-12-13,1.906,4.73,6.48,1.75
2012-12-14,5.383,5.646,7.854,2.208
2012-12-15,4.55,5.542,7.625,2.084
2012-12-16,3.067,3.02,4.354,1.333
2012-12-17,3.408,2.396,3.5,1.104
2012-12-18,2.183,2.562,4.458,1.896
2012-12-19,2.041,1.938,3.562,1.625
2012-12-20,2.083,2.688,4.562,1.875
2012-12-21,2.358,6.708,10.646,3.938
2012-12-22,3.675,4.604,7.02,2.416
2012-12-23,1.892,2.166,3.833,1.666
2012-12-24,1.683,5.125,8.042,2.917
2012-12-25,2.173,4.87,7.326,2.456
2012-12-26,3.339,2.666,4.875,2.208
2012-12-27,2.317,3.5,5.625,2.125
2012-12-28,2.492,6.188,9.167,2.979
2012-12-29,2.492,4.354,6.646,2.292
2012-12-30,2.377,2.27,3.584,1.312
2012-12-31,4.7,1.458,2.916,1.458
2013-01-01,2.742,1.875,3.333,1.458
2013-01-02,2.092,0.667,1.833,1.167
2013-01-03,2.142,1.875,4.146,2.271
2013-01-04,1.892,1.771,4.688,2.916
2013-01-05,1.441,3.708,7.542,3.834
2013-01-06,1.467,4.583,8.5,3.917
2013-01-07,1.742,8.165,17.62,9.413
2013-01-08,2.983,4.348,6.716,2.368
2013-01-09,2.35,2.464,3.978,1.514
2013-01-10,1.808,3.354,6.625,3.271
2013-01-11,2.108,3.062,6.042,2.98
2013-01-12,2.467,4.125,6.812,2.688
2013-01-13,1.642,3.25,5.479,2.229
2013-01-14,1.75,6.292,11.812,5.521
2013-01-15,1.6,4.833,8.041,3.208
2013-01-16,2.017,3.413,5.37,1.956
2013-01-17,1.717,6.542,11.084,4.542
2013-01-18,2.883,7.5,12.73,5.229
2013-01-19,1.875,2.584,3.688,1.104
2013-01-20,1.808,4.958,7.48,2.521
2013-01-21,1.991,4.934,7.217,2.282
2013-01-22,2.22,3.398,5.232,1.834
2013-01-23,2.036,5.55,9.511,3.961
2013-01-24,3.15,10.625,19.48,8.854
2013-01-25,6.192,5.646,8.312,2.667
2013-01-26,3.5,3.208,4.458,1.25
2013-01-27,2.458,3.562,6.334,2.771
2013-01-28,3.458,3.708,8.104,4.396
2013-01-29,2.525,3.896,7.438,3.542
2013-01-30,3.975,8.166,12.542,4.375
2013-01-31,3.467,2.354,4.688,2.333
2013-02-01,2.333,3.0,6.396,3.396
2013-02-02,2.291,4.542,7.375,2.834
2013-02-03,2.375,1.834,4.021,2.188
2013-02-04,2.226,4.311,9.307,4.996
2013-02-05,1.732,3.223,5.156,1.933
2013-02-06,1.913,4.024,6.453,2.428
2013-02-07,2.15,5.188,7.875,2.688
2013-02-08,2.833,7.208,10.75,3.542
2013-02-09,2.942,3.562,4.979,1.416
2013-02-10,2.125,5.208,7.833,2.625
2013-02-11,1.75,3.166,4.5,1.334
2013-02-12,1.931,4.292,6.562,2.271
2013-02-13,1.95,2.896,4.812,1.916
2013-02-14,2.2,3.375,5.688,2.312
2013-02-15,2.258,4.77,8.104,3.334
2013-02-16,1.883,1.542,3.146,1.604
2013-02-17,3.125,1.438,3.084,1.646
2013-02-18,3.726,2.572,4.86,2.288
2013-02-19,1.915,2.367,4.19,1.822
2013-02-20,1.972,3.938,5.625,1.688
2013-02-21,2.059,4.083,6.312,2.229
2013-02-22,1.983,3.521,5.562,2.042
2013-02-23,2.033,2.958,4.646,1.688
2013-02-24,2.283,3.5,6.042,2.542
2013-02-25,3.013,5.5,8.354,2.854
2013-02-26,3.317,6.146,9.062,2.917
2013-02-27,6.3,11.48,15.938,4.458
2013-02-28,3.433,4.062,7.334,3.271
2013-03-01,2.442,3.146,5.792,2.646
2013-03-02,2.317,2.396,4.312,1.917
2013-03-03,2.408,3.5,6.708,3.208
2013-03-04,2.742,2.47,4.244,1.774
2013-03-05,3.264,11.328,16.742,5.414
2013-03-06,2.202,1.5,3.042,1.542
2013-03-07,2.05,2.708,4.938,2.229
2013-03-08,2.067,4.416,8.917,4.5
2013-03-09,3.017,4.458,7.229,2.771
2013-03-10,2.342,3.354,5.25,1.896
2013-03-11,2.133,3.875,5.958,2.083
2013-03-12,3.067,5.396,8.354,2.958
2013-03-13,2.825,4.438,6.75,2.312
2013-03-14,2.177,1.334,2.729,1.396
2013-03-15,2.421,3.208,4.896,1.688
2013-03-16,3.217,2.854,4.188,1.334
2013-03-17,3.367,4.43,6.367,1.938
2013-03-18,3.159,5.343,6.37,1.027
2013-03-19,2.74,2.604,3.75,1.146
2013-03-20,2.892,2.75,3.458,0.708
2013-03-21,2.033,1.042,1.417,0.375
2013-03-22,2.233,2.104,2.938,0.833
2013-03-23,2.25,1.896,2.458,0.562
2013-03-24,3.317,3.23,4.5,1.27
2013-03-25,3.98,5.5,7.084,1.584
2013-03-26,5.4,4.708,6.5,1.792
2013-03-27,5.775,5.5,7.27,1.771
2013-03-28,4.983,2.812,4.042,1.23
2013-03-29,4.475,2.375,3.812,1.438
2013-03-30,2.767,2.5,3.5,1.0
2013-03-31,2.867,1.542,2.938,1.396
2013-04-01,3.108,2.021,3.646,1.625
2013-04-02,2.962,4.784,6.614,1.83
2013-04-03,3.494,6.816,8.37,1.554
2013-04-04,3.478,3.416,4.458,1.042
2013-04-05,3.008,3.896,6.375,2.48
2013-04-06,2.992,4.02,5.062,1.042
2013-04-07,1.95,2.438,3.292,0.854
2013-04-08,1.958,0.948,1.598,0.652
2013-04-09,2.834,2.042,3.02,0.979
2013-04-10,2.7,1.438,2.208,0.771
2013-04-11,2.442,2.125,3.084,0.958
2013-04-12,2.6,1.75,2.854,1.104
2013-04-13,2.567,1.958,3.0,1.042
2013-04-14,3.4,2.562,3.604,1.042
2013-04-15,2.508,1.708,3.042,1.334
2013-04-16,2.755,2.266,3.554,1.288
2013-04-17,2.045,2.555,3.648,1.093
2013-04-18,2.821,2.6,3.577,0.978
2013-04-19,2.142,2.292,3.167,0.875
2013-04-20,2.242,2.584,3.479,0.896
2013-04-21,3.008,2.167,2.98,0.812
2013-04-22,2.916,2.021,2.77,0.75
2013-04-23,3.642,2.146,2.98,0.834
2013-04-24,3.075,3.104,4.146,1.042
2013-04-25,1.967,1.73,2.596,0.866
2013-04-26,2.675,3.584,4.854,1.27
2013-04-27,1.992,1.792,3.02,1.229
2013-04-28,1.775,0.5,1.417,0.916
2013-04-29,1.808,1.02,2.25,1.229
2013-04-30,1.817,3.087,4.261,1.174
2013-05-01,1.892,4.25,5.542,1.292
2013-05-02,1.724,1.0,1.604,0.604
2013-05-03,1.6,1.479,2.208,0.73
2013-05-04,2.05,3.458,4.584,1.125
2013-05-05,3.434,9.062,12.0,2.938
2013-05-06,2.0,4.312,5.77,1.458
2013-05-07,2.025,0.875,1.896,1.021
2013-05-08,2.425,2.021,3.5,1.479
2013-05-09,2.783,2.958,4.354,1.396
2013-05-10,3.242,3.229,5.0,1.771
2013-05-11,1.6,1.438,2.521,1.084
2013-05-12,2.592,3.479,5.271,1.792
2013-05-13,2.592,3.166,4.604,1.438
2013-05-14,3.37,4.809,6.554,1.744
2013-05-15,2.691,3.945,5.22,1.275
2013-05-16,2.463,1.75,2.48,0.729
2013-05-17,3.217,2.438,3.312,0.875
2013-05-18,2.967,2.271,2.875,0.604
2013-05-19,3.683,4.521,6.021,1.5
2013-05-20,2.025,5.5,7.218,1.717
2013-05-21,2.45,3.104,4.166,1.062
2013-05-22,3.125,3.792,5.166,1.375
2013-05-23,2.233,2.042,3.354,1.312
2013-05-24,2.6,2.146,3.542,1.396
2013-05-25,3.267,5.708,7.916,2.208
2013-05-26,2.591,2.416,3.896,1.479
2013-05-27,4.008,3.521,5.25,1.729
2013-05-28,4.319,4.39,6.161,1.771
2013-05-29,2.982,2.924,3.856,0.932
2013-05-30,2.853,2.188,2.646,0.458
2013-05-31,4.458,2.229,3.042,0.812
2013-06-01,3.892,4.188,5.625,1.438
2013-06-02,3.267,3.458,4.375,0.916
2013-06-03,3.625,3.416,4.77,1.354
2013-06-04,2.857,1.188,2.23,1.042
2013-06-05,2.908,3.333,4.958,1.625
2013-06-06,4.583,5.021,7.417,2.396
2013-06-07,6.825,5.458,7.542,2.084
2013-06-08,5.867,3.792,5.833,2.042
2013-06-09,4.35,1.854,3.396,1.542
2013-06-10,7.992,3.334,4.938,1.604
2013-06-11,6.273,5.79,7.837,2.046
2013-06-12,3.662,2.813,3.895,1.082
2013-06-13,3.399,4.884,6.596,1.712
2013-06-14,2.992,5.229,6.979,1.75
2013-06-15,2.858,3.562,4.375,0.812
2013-06-16,3.917,5.542,6.896,1.354
2013-06-17,2.961,6.896,8.896,2.0
2013-06-18,3.032,3.271,4.834,1.562
2013-06-19,3.975,4.188,6.042,1.854
2013-06-20,2.792,1.978,3.5,1.522
2013-06-21,2.717,2.77,4.604,1.833
2013-06-22,2.55,2.25,3.916,1.667
2013-06-23,2.85,1.916,3.312,1.396
2013-06-24,3.133,1.771,2.708,0.938
2013-06-25,3.98,7.799,10.296,2.498
2013-06-26,3.869,5.265,6.623,1.356
2013-06-27,2.744,3.667,4.896,1.229
2013-06-28,2.992,1.833,2.792,0.958
2013-06-29,5.208,3.854,5.521,1.666
2013-06-30,4.175,5.104,7.75,2.646
2013-07-01,4.933,6.479,8.875,2.396
2013-07-02,5.05,5.666,7.396,1.729
2013-07-03,2.35,1.416,2.375,0.958
2013-07-04,2.783,4.146,6.084,1.938
2013-07-05,2.791,4.666,7.0,2.333
2013-07-06,3.183,3.73,5.854,2.125
2013-07-07,3.583,1.584,2.792,1.208
2013-07-08,3.45,2.542,3.833,1.292
2013-07-09,3.022,4.68,6.345,1.666
2013-07-10,2.572,2.975,4.169,1.195
2013-07-11,2.616,3.479,4.542,1.062
2013-07-12,4.108,5.75,7.458,1.708
2013-07-13,3.192,2.646,3.729,1.084
2013-07-14,3.208,2.542,3.812,1.271
2013-07-15,3.308,2.312,3.458,1.146
2013-07-16,3.992,4.292,5.854,1.562
2013-07-17,2.668,1.104,2.27,1.167
2013-07-18,2.478,0.804,1.87,1.065
2013-07-19,3.027,2.729,4.292,1.562
2013-07-20,3.708,4.062,6.292,2.229
2013-07-21,2.817,3.562,5.77,2.208
2013-07-22,2.2,2.77,4.708,1.938
2013-07-23,3.55,3.483,5.337,1.854
2013-07-24,2.05,1.324,2.09,0.766
2013-07-25,1.698,0.792,1.084,0.292
2013-07-26,1.892,0.834,1.271,0.438
2013-07-27,1.8,1.229,2.312,1.083
2013-07-28,1.667,1.334,2.479,1.146
2013-07-29,1.683,2.688,4.5,1.812
2013-07-30,2.042,4.25,6.604,2.354
2013-07-31,1.867,2.938,4.938,2.0
2013-08-01,2.963,4.252,7.027,2.774
2013-08-02,3.017,4.104,7.083,2.98
2013-08-03,2.517,2.104,3.771,1.667
2013-08-04,2.6,1.875,3.416,1.542
2013-08-05,2.208,2.75,4.25,1.5
2013-08-06,2.616,4.754,6.904,2.15
2013-08-07,2.768,3.676,5.186,1.509
2013-08-08,2.443,4.188,5.52,1.334
2013-08-09,1.867,4.125,5.167,1.042
2013-08-10,2.042,2.938,4.104,1.167
2013-08-11,2.125,2.416,3.979,1.562
2013-08-12,1.917,2.334,3.916,1.583
2013-08-13,2.1,2.413,4.108,1.696
2013-08-14,2.083,3.666,5.542,1.875
2013-08-15,3.433,3.542,5.25,1.708
2013-08-16,2.435,3.054,5.002,1.949
2013-08-17,2.367,2.458,3.75,1.292
2013-08-18,1.85,1.666,2.771,1.104
2013-08-19,2.408,1.854,3.208,1.354
2013-08-20,2.364,2.065,3.322,1.256
2013-08-21,2.238,1.696,2.7,1.005
2013-08-22,2.426,2.146,3.042,0.896
2013-08-23,3.45,4.292,5.792,1.5
2013-08-24,2.492,1.875,2.562,0.688
2013-08-25,2.383,1.042,1.542,0.5
2013-08-26,2.417,1.166,2.042,0.875
2013-08-27,2.85,2.104,3.188,1.084
2013-08-28,2.45,1.75,2.938,1.188
2013-08-29,2.083,2.084,3.23,1.146
2013-08-30,1.95,1.416,2.229,0.812
2013-08-31,1.775,1.375,2.062,0.688
2013-09-01,1.742,1.708,2.604,0.896
2013-09-02,1.65,0.938,1.625,0.688
2013-09-03,1.641,2.923,4.31,1.388
2013-09-04,1.565,3.874,5.374,1.5
2013-09-05,2.281,1.521,2.416,0.896
2013-09-06,2.0,1.958,3.292,1.333
2013-09-07,2.25,3.188,5.146,1.958
2013-09-08,2.188,1.416,2.708,1.292
2013-09-09,2.135,1.896,3.542,1.646
2013-09-10,3.462,3.417,5.312,1.896
2013-09-11,2.433,3.062,4.875,1.812
2013-09-12,2.358,2.587,4.196,1.608
2013-09-13,2.792,1.916,3.375,1.458
2013-09-14,2.2,2.5,4.042,1.542
2013-09-15,2.642,3.542,5.146,1.604
2013-09-16,1.625,2.188,3.646,1.458
2013-09-17,2.253,1.377,2.527,1.15
2013-09-18,2.125,1.375,2.375,1.0
2013-09-19,1.911,2.298,3.274,0.976
2013-09-20,2.225,2.146,2.854,0.708
2013-09-21,2.483,2.146,3.208,1.062
2013-09-22,2.067,0.792,1.416,0.625
2013-09-23,1.933,1.604,2.416,0.812
2013-09-24,2.742,3.125,4.312,1.188
2013-09-25,1.25,2.75,3.771,1.02
2013-09-26,1.875,1.312,2.354,1.042
2013-09-27,1.725,2.334,3.625,1.292
2013-09-28,2.308,2.104,3.271,1.166
2013-09-29,2.517,2.25,3.312,1.062
2013-09-30,1.425,2.812,4.5,1.688
2013-10-01,1.482,3.472,5.155,1.683
2013-10-02,2.176,3.228,4.369,1.142
2013-10-03,2.108,1.166,1.979,0.812
2013-10-04,1.825,1.771,2.521,0.75
2013-10-05,2.442,3.188,4.417,1.229
2013-10-06,2.0,2.146,3.166,1.02
2013-10-07,1.433,1.188,2.042,0.854
2013-10-08,2.608,2.542,4.0,1.458
2013-10-09,1.75,4.396,6.396,2.0
2013-10-10,1.917,2.292,3.729,1.438
2013-10-11,1.55,2.52,3.584,1.062
2013-10-12,2.142,0.896,2.062,1.166
2013-10-13,1.208,0.646,1.604,0.958
2013-10-14,2.725,2.25,3.479,1.23
2013-10-15,1.633,0.832,1.956,1.123
2013-10-16,1.06,0.74,1.653,0.913
2013-10-17,1.451,2.062,3.417,1.354
2013-10-18,1.917,2.812,4.042,1.23
2013-10-19,2.475,3.375,4.73,1.354
2013-10-20,1.433,1.396,2.104,0.708
2013-10-21,1.717,3.062,4.354,1.292
2013-10-22,1.633,3.896,5.562,1.666
2013-10-23,1.8,2.728,4.294,1.566
2013-10-24,1.392,1.602,2.415,0.812
2013-10-25,1.092,2.5,3.333,0.834
2013-10-26,1.484,2.25,3.916,1.667
2013-10-27,1.158,1.312,2.312,1.0
2013-10-28,1.383,3.5,5.188,1.688
2013-10-29,2.22,3.996,5.956,1.96
2013-10-30,2.515,1.711,2.658,0.948
2013-10-31,2.578,1.521,2.312,0.792
2013-11-01,2.1,1.812,2.708,0.896
2013-11-02,1.658,1.354,2.021,0.667
2013-11-03,1.567,1.02,1.584,0.562
2013-11-04,1.767,1.312,2.292,0.979
2013-11-05,1.717,1.708,3.084,1.375
2013-11-06,1.725,1.125,2.125,1.0
2013-11-07,2.017,1.166,2.292,1.125
2013-11-08,1.183,0.5,1.334,0.834
2013-11-09,2.034,0.708,1.417,0.708
2013-11-10,1.958,0.334,0.917,0.584
2013-11-11,1.133,0.729,1.666,0.938
2013-11-12,1.358,2.522,4.24,1.718
2013-11-13,1.247,4.182,5.919,1.737
2013-11-14,1.748,4.021,5.479,1.458
2013-11-15,2.35,4.688,5.75,1.062
2013-11-16,2.85,4.125,5.646,1.52
2013-11-17,2.1,3.166,4.375,1.208
2013-11-18,1.9,2.938,3.708,0.77
2013-11-19,1.7,3.584,5.23,1.646
2013-11-20,1.583,2.542,3.938,1.396
2013-11-21,1.192,2.26,3.587,1.326
2013-11-22,1.225,3.104,4.688,1.584
2013-11-23,1.5,2.584,3.896,1.312
2013-11-24,1.875,2.062,3.396,1.334
2013-11-25,1.483,1.708,2.562,0.854
2013-11-26,2.866,0.94,1.854,0.914
2013-11-27,1.847,2.586,3.928,1.342
2013-11-28,1.954,3.562,5.396,1.834
2013-11-29,1.533,3.104,5.229,2.125
2013-11-30,1.65,2.875,4.958,2.084
2013-12-01,1.742,1.333,2.354,1.02
2013-12-02,1.867,2.77,4.52,1.75
2013-12-03,2.008,4.416,6.666,2.25
2013-12-04,2.542,7.646,10.666,3.021
2013-12-05,2.142,3.396,5.25,1.854
2013-12-06,1.908,2.125,3.771,1.646
2013-12-07,2.025,2.104,3.958,1.854
2013-12-08,1.733,2.667,5.146,2.48
2013-12-09,2.225,3.208,5.084,1.875
2013-12-10,1.877,3.574,5.102,1.528
2013-12-11,1.692,1.404,2.347,0.943
2013-12-12,1.619,1.208,1.625,0.416
2013-12-13,1.85,2.396,3.396,1.0
2013-12-14,2.067,2.166,3.5,1.334
2013-12-15,1.65,1.584,2.75,1.167
2013-12-16,1.25,2.542,3.958,1.416
2013-12-17,1.683,3.792,5.334,1.542
2013-12-18,1.8,3.416,4.75,1.334
2013-12-19,2.592,6.666,8.916,2.25
2013-12-20,2.475,3.354,4.875,1.521
2013-12-21,1.642,1.312,2.062,0.75
2013-12-22,1.442,1.917,2.75,0.834
2013-12-23,1.592,4.354,7.666,3.312
2013-12-24,1.812,4.5,7.261,2.761
2013-12-25,1.627,5.334,7.938,2.604
2013-12-26,2.008,4.188,5.458,1.27
2013-12-27,1.742,1.875,3.166,1.292
2013-12-28,1.542,1.562,2.958,1.396
2013-12-29,1.65,2.014,3.568,1.554
2013-12-30,2.317,1.792,2.667,0.875
2013-12-31,2.375,1.833,2.875,1.042
2014-01-01,2.317,1.27,1.666,0.396
2014-01-02,1.842,2.021,3.604,1.584
2014-01-03,1.892,1.896,3.584,1.688
2014-01-04,2.967,3.458,5.688,2.229
2014-01-05,2.842,4.188,6.166,1.98
2014-01-06,2.98,2.344,3.009,0.665
2014-01-07,2.181,0.869,1.509,0.64
2014-01-08,1.535,1.708,2.792,1.084
2014-01-09,1.692,1.875,2.438,0.562
2014-01-10,1.85,3.438,5.166,1.729
2014-01-11,1.633,2.708,3.854,1.146
2014-01-12,1.225,1.062,1.583,0.521
2014-01-13,1.725,3.188,4.708,1.521
2014-01-14,2.292,4.792,7.208,2.416
2014-01-15,3.767,5.604,7.458,1.854
2014-01-16,2.167,2.75,4.25,1.5
2014-01-17,1.842,1.104,1.938,0.833
2014-01-18,1.608,1.396,2.416,1.02
2014-01-19,2.425,3.229,5.062,1.834
2014-01-20,1.717,2.65,4.316,1.666
2014-01-21,1.906,7.772,11.522,3.75
2014-01-22,2.424,4.854,6.208,1.354
2014-01-23,1.942,1.021,1.25,0.229
2014-01-24,1.758,2.979,3.98,1.0
2014-01-25,1.825,2.646,3.25,0.604
2014-01-26,3.0,3.104,3.854,0.75
2014-01-27,2.617,1.979,2.771,0.792
2014-01-28,2.35,2.25,3.5,1.25
2014-01-29,1.992,2.75,4.27,1.52
2014-01-30,2.583,5.708,8.084,2.375
2014-01-31,2.042,0.958,1.812,0.854
2014-02-01,1.583,0.625,1.292,0.667
2014-02-02,1.567,1.167,2.438,1.271
2014-02-03,1.549,1.165,2.262,1.096
2014-02-04,1.813,1.943,2.846,0.903
2014-02-05,2.711,5.042,6.544,1.502
2014-02-06,2.033,4.458,6.166,1.708
2014-02-07,2.325,3.292,4.062,0.77
2014-02-08,2.383,3.021,3.479,0.458
2014-02-09,2.325,1.354,2.312,0.958
2014-02-10,2.217,2.979,4.521,1.542
2014-02-11,2.258,4.188,5.542,1.354
2014-02-12,2.475,4.25,5.729,1.479
2014-02-13,2.408,2.271,3.208,0.938
2014-02-14,1.933,1.438,2.52,1.084
2014-02-15,1.767,1.27,2.229,0.958
2014-02-16,1.695,1.346,2.203,0.856
2014-02-17,2.605,3.5,4.696,1.196
2014-02-18,1.957,1.498,1.562,0.064
2014-02-19,2.223,3.625,4.584,0.958
2014-02-20,2.367,3.083,3.958,0.875
2014-02-21,2.292,3.354,4.062,0.708
2014-02-22,2.075,2.021,2.333,0.312
2014-02-23,2.592,1.98,2.792,0.812
2014-02-24,2.625,2.417,3.416,1.0
2014-02-25,2.0,2.354,3.208,0.854
2014-02-26,2.242,2.438,3.292,0.854
2014-02-27,2.133,1.458,2.146,0.688
2014-02-28,1.95,1.5,2.417,0.916
2014-03-01,1.95,4.229,5.479,1.25
2014-03-02,2.133,1.75,2.875,1.125
2014-03-03,2.829,2.335,3.398,1.062
2014-03-04,1.986,2.618,3.343,0.726
2014-03-05,1.98,2.0,2.542,0.542
2014-03-06,2.767,3.458,4.416,0.958
2014-03-07,1.992,1.25,1.458,0.208
2014-03-08,2.967,3.334,4.0,0.666
2014-03-09,2.166,3.25,4.0,0.75
2014-03-10,1.5,2.396,3.208,0.812
2014-03-11,1.692,0.812,1.562,0.75
2014-03-12,1.758,1.688,2.98,1.292
2014-03-13,1.858,3.625,5.271,1.646
2014-03-14,1.892,3.458,5.084,1.625
2014-03-15,2.067,2.646,3.834,1.188
2014-03-16,2.75,4.312,5.875,1.562
2014-03-17,3.577,5.626,7.597,1.971
2014-03-18,2.967,3.006,4.05,1.044
2014-03-19,3.326,4.958,6.334,1.375
2014-03-20,2.7,5.312,6.479,1.166
2014-03-21,2.942,3.938,5.334,1.396
2014-03-22,2.692,1.812,2.208,0.395
2014-03-23,1.992,1.375,1.75,0.375
2014-03-24,1.617,1.5,2.062,0.562
2014-03-25,1.558,1.396,1.875,0.48
2014-03-26,2.208,3.146,4.146,1.0
2014-03-27,3.433,3.021,3.792,0.77
2014-03-28,4.358,1.938,2.458,0.52
2014-03-29,4.667,1.916,2.48,0.562
2014-03-30,3.858,2.73,3.584,0.854
2014-03-31,3.108,1.896,2.5,0.604
2014-04-01,3.092,2.426,3.657,1.231
2014-04-02,4.338,7.949,9.824,1.875
2014-04-03,3.755,5.146,6.271,1.125
2014-04-04,1.942,2.312,2.896,0.584
2014-04-05,1.85,1.062,1.52,0.458
2014-04-06,2.033,1.646,2.208,0.562
2014-04-07,3.158,2.771,3.666,0.896
2014-04-08,3.258,3.0,4.125,1.125
2014-04-09,3.292,3.167,4.166,1.0
2014-04-10,2.508,1.854,2.771,0.917
2014-04-11,2.133,1.583,2.542,0.958
2014-04-12,2.475,2.771,4.542,1.771
2014-04-13,2.475,1.354,2.375,1.021
2014-04-14,2.958,2.833,4.771,1.938
2014-04-15,2.537,2.386,3.161,0.774
2014-04-16,3.01,2.185,2.784,0.598
2014-04-17,2.807,2.646,3.521,0.875
2014-04-18,2.508,2.5,3.125,0.625
2014-04-19,2.492,1.792,2.146,0.354
2014-04-20,2.74,2.458,3.104,0.646
2014-04-21,3.916,4.562,5.854,1.292
2014-04-22,3.128,4.104,5.271,1.166
2014-04-23,3.275,2.875,4.208,1.334
2014-04-24,3.7,2.542,3.625,1.084
2014-04-25,4.533,2.438,3.625,1.188
2014-04-26,5.225,3.75,5.271,1.521
2014-04-27,5.175,2.73,4.084,1.354
