date,NO2_mean,NOX_mean,NO_mean,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2012-12-10,9.1665,15.457999999999998,6.2915,,188.958,2.208,9.125,198.083
2012-12-11,7.354,12.375,5.0205,,190.045,2.125,8.773,198.818
2012-12-12,18.5415,34.8545,16.3125,,193.913,2.833,10.652,204.565
2012-12-13,23.558,40.68,17.1225,,194.25,2.958,11.75,206.0
2012-12-14,22.4375,38.9795,16.5415,,194.958,3.167,12.042,207.0
2012-12-15,21.961,37.076,15.114999999999998,,193.75,3.217,13.125,206.875
2012-12-16,11.8335,22.3125,10.479,,194.625,3.958,15.0,209.625
2012-12-17,21.104,41.021,19.917,,194.083,4.0,63.75,257.833
2012-12-18,15.292000000000002,32.229,16.9375,,193.167,3.25,22.458,215.625
2012-12-19,13.6085,25.891,12.282499999999999,,194.636,2.783,10.636,205.273
2012-12-20,16.8825,32.962,16.0795,,193.375,2.667,8.083,201.458
2012-12-21,20.625,37.1665,16.5415,,195.333,3.25,12.833,208.167
2012-12-22,17.117,30.646,13.529,,191.25,3.043,10.083,201.333
2012-12-23,8.75,17.6045,8.854,,191.667,3.25,9.542,201.208
2012-12-24,11.2085,20.9375,9.729,,192.5,2.875,7.5,200.0
2012-12-25,12.854,21.271,8.417,,192.75,2.583,6.417,199.167
2012-12-26,15.9585,28.6875,12.729500000000002,,190.696,2.792,9.174,199.87
2012-12-27,21.241,43.481,22.24,,196.375,3.125,12.333,208.708
2012-12-28,18.25,44.4165,26.1665,,193.583,3.792,12.458,206.042
2012-12-29,13.5345,22.1855,8.651499999999999,,191.958,3.304,10.125,202.083
2012-12-30,11.104,18.7085,7.6045,,191.542,3.75,16.667,208.208
2012-12-31,2.2295,3.6875,1.4585,,189.708,2.625,7.292,197.0
2013-01-01,2.979,3.979,1.0,21.708,191.625,2.917,10.25,201.875
2013-01-02,3.047,4.214,1.1665,10.6875,190.042,2.417,10.333,200.375
2013-01-03,7.646,9.6875,2.042,8.3125,192.083,2.833,12.083,204.167
2013-01-04,10.907499999999999,14.0305,3.123,9.125,193.875,3.13,14.292,208.167
2013-01-05,9.5625,12.958,3.3955,7.9375,193.958,3.25,13.875,207.833
2013-01-06,17.8915,32.413,14.5215,8.0835,194.304,3.087,13.87,208.174
2013-01-07,20.375,35.604,15.229,10.3335,196.783,3.167,9.826,206.609
2013-01-08,14.207999999999998,23.354,9.146,7.5415,189.333,2.458,7.958,197.292
2013-01-09,20.5625,39.536,18.973499999999998,6.0625,190.958,3.292,10.083,201.042
2013-01-10,15.7915,26.25,10.4585,4.5835,192.917,2.708,7.083,200.0
2013-01-11,17.461,26.451,8.99,6.0,193.5,2.739,8.458,201.958
2013-01-12,7.854,10.3125,2.458,8.375,191.25,2.75,6.25,197.5
2013-01-13,13.6875,22.7085,9.020499999999998,10.729,191.333,3.542,7.708,199.042
2013-01-14,23.208,40.125,16.917,11.0725,196.381,3.417,10.81,207.19
2013-01-15,22.0415,34.9165,12.875,9.3335,192.542,2.917,7.25,199.792
2013-01-16,20.073999999999998,41.1825,21.1085,11.354,193.375,3.0,15.792,209.167
2013-01-17,23.722,42.6665,18.9445,11.5,194.458,3.375,15.75,210.208
2013-01-18,16.419,26.4465,10.027,12.0625,195.333,3.522,9.792,205.125
2013-01-19,12.125,17.292,5.1665,6.8125,195.625,2.958,6.5,202.125
2013-01-20,21.109,34.6085,13.5,9.25,194.87,2.739,7.565,202.435
2013-01-21,17.1045,25.0625,7.9585,17.0,194.087,3.875,5.87,199.957
2013-01-22,23.792,38.6665,14.875,15.125,196.208,4.458,7.708,203.917
2013-01-23,25.894,45.075500000000005,19.1815,12.396,194.208,3.375,7.083,201.292
2013-01-24,23.167,37.854,14.6875,11.625,192.75,3.125,7.417,200.167
2013-01-25,16.247500000000002,25.261499999999998,9.0145,12.083,189.25,2.696,6.875,196.125
2013-01-26,6.021,7.875,1.854,8.6875,189.25,2.0,4.208,193.458
2013-01-27,18.8125,32.375,13.5625,5.8545,193.458,2.583,6.667,200.125
2013-01-28,15.7915,22.0415,6.25,9.157,189.652,2.083,7.174,196.826
2013-01-29,16.299,28.5345,12.235999999999999,12.097999999999999,191.917,2.583,10.708,202.625
2013-01-30,21.0835,40.153999999999996,19.071,15.3335,195.083,3.917,17.125,212.208
2013-01-31,12.125,17.021,4.896,10.6875,189.375,2.417,6.75,196.125
2013-02-01,20.7155,32.794,12.079,15.146,193.833,3.522,12.417,206.25
2013-02-02,16.542,23.0415,6.5,22.229,193.0,3.625,12.0,205.0
2013-02-03,17.255499999999998,29.166,11.9105,24.6475,188.167,3.304,10.5,198.667
2013-02-04,17.4165,31.833,14.4165,15.582999999999998,191.304,3.083,10.174,201.478
2013-02-05,18.6045,31.271,12.6665,4.625,193.0,2.542,9.042,202.042
2013-02-06,21.817,33.277,11.459999999999999,10.8125,194.875,2.833,11.625,206.5
2013-02-07,21.9375,38.167,16.229,9.854,193.458,2.958,12.208,205.667
2013-02-08,14.68,19.0495,4.3695,3.854,191.417,2.348,8.583,200.0
2013-02-09,10.104,15.9375,5.8335,2.646,191.417,2.417,9.083,200.5
2013-02-10,15.875,27.9375,12.0625,8.3955,191.625,2.833,18.318,211.455
2013-02-11,14.3335,19.125,4.792,8.354,192.261,2.708,15.217,207.478
2013-02-12,20.479,32.6875,12.2085,8.3125,195.682,2.792,13.045,208.727
2013-02-13,23.77,38.144999999999996,14.375,10.9165,194.917,3.125,15.708,210.625
2013-02-14,17.854,27.2705,9.4165,4.208,190.792,2.792,22.333,213.125
2013-02-15,10.4125,14.557,4.145,3.229,187.0,2.522,30.042,217.042
2013-02-16,10.917,15.875,4.9585,3.2705,191.417,2.25,10.0,201.417
2013-02-17,20.8545,32.854,12.0,15.375,194.125,3.125,10.625,204.75
2013-02-18,24.021,37.7915,13.771,17.0835,193.308,3.458,14.077,207.385
2013-02-19,20.0215,30.609,10.5865,14.354,194.174,3.217,13.565,207.739
2013-02-20,22.73,34.3445,11.614,16.604,193.75,3.25,12.917,206.667
2013-02-21,22.5625,33.6455,11.082999999999998,19.7085,195.792,3.5,12.208,208.0
2013-02-22,19.471,28.2125,8.742,14.75,194.083,3.174,11.125,205.208
2013-02-23,12.104,15.167000000000002,3.0625,11.0205,193.625,2.667,10.417,204.042
2013-02-24,19.375,28.1875,8.8125,16.104,194.667,3.25,12.75,207.417
2013-02-25,23.0625,35.354,12.292000000000002,22.9375,194.913,3.458,11.913,206.826
2013-02-26,27.1665,38.7705,11.604,30.25,194.875,4.083,10.375,205.25
2013-02-27,27.3915,48.313,20.922,18.5,190.167,3.542,9.542,199.708
2013-02-28,20.25,41.625,21.375,10.354,189.583,3.583,10.583,200.167
2013-03-01,15.7285,19.939999999999998,4.212,26.3955,191.208,4.13,10.625,201.833
2013-03-02,12.083,14.6875,2.604,4.625,191.333,3.833,9.292,200.625
2013-03-03,15.5,22.2395,6.739,5.2085,192.043,2.739,7.87,199.913
2013-03-04,18.5415,28.146,9.604500000000002,11.4585,191.522,2.667,8.652,200.174
2013-03-05,23.479,44.2915,20.8125,5.0835,188.583,2.875,9.417,198.0
2013-03-06,15.666,27.2825,11.617,6.0625,189.125,2.375,6.333,195.458
2013-03-07,14.979,23.7295,8.75,9.0625,190.917,2.583,6.583,197.5
2013-03-08,12.145,16.3535,4.2085,10.0835,190.625,2.478,7.75,198.375
2013-03-09,9.729,12.521,2.7915,11.0835,191.375,2.458,8.5,199.875
2013-03-10,6.8125,8.958,2.146,8.239,191.545,2.208,5.545,197.091
2013-03-11,19.8955,31.625,11.729,7.625,195.391,2.333,9.087,204.478
2013-03-12,23.75,34.917,11.1665,23.208,194.792,3.125,11.25,206.042
2013-03-13,18.057000000000002,28.2535,10.196499999999999,10.5625,187.583,2.292,10.042,197.625
2013-03-14,17.476499999999998,28.4665,10.989999999999998,3.854,187.542,2.958,10.667,198.208
2013-03-15,14.1325,22.864,8.731499999999999,6.5415,189.0,2.87,9.083,198.083
2013-03-16,7.0625,9.4375,2.375,22.458,190.958,3.042,8.042,199.0
2013-03-17,21.583,29.896,8.3125,24.75,193.458,3.792,10.583,204.042
2013-03-18,19.195500000000003,25.7605,6.5649999999999995,25.896,188.955,3.0,7.409,196.364
2013-03-19,20.354,30.8125,10.4585,24.4165,190.0,3.542,8.25,198.25
2013-03-20,23.237,35.4865,12.249500000000001,12.0415,188.333,3.292,8.292,196.625
2013-03-21,5.229,6.625,1.396,3.25,187.125,2.083,4.5,191.625
2013-03-22,14.663,21.0045,6.3415,7.5,190.0,2.522,6.167,196.167
2013-03-23,9.604,11.625,2.021,9.2085,191.292,2.375,5.958,197.25
2013-03-24,22.0415,31.542,9.5,19.0415,191.208,3.042,7.5,198.708
2013-03-25,16.833,20.021,3.1875,24.435000000000002,189.087,2.708,8.217,197.304
2013-03-26,19.625,27.271,7.646,18.1045,187.25,2.75,9.792,197.042
2013-03-27,22.198999999999998,35.788,13.589,12.0625,187.208,3.333,10.833,198.042
2013-03-28,19.2085,31.625,12.4165,18.0625,190.042,3.5,10.083,200.125
2013-03-29,12.4765,16.5735,4.097,20.3955,187.5,2.652,7.25,194.75
2013-03-30,8.3335,10.0835,1.75,3.521,182.208,2.292,6.25,188.458
2013-03-31,17.6665,25.104,7.4375,7.521,186.542,2.958,7.792,194.333
2013-04-01,16.5825,22.791,6.2085,15.8205,190.826,3.174,7.696,198.522
2013-04-02,20.7915,31.6665,10.875,10.25,189.261,3.125,9.957,199.217
2013-04-03,13.6875,21.9375,8.25,1.771,186.667,2.458,9.875,196.542
2013-04-04,17.093,32.006,14.913,9.375,190.833,2.833,9.792,200.625
2013-04-05,18.1045,28.0625,9.9585,13.771,192.875,2.917,9.208,202.083
2013-04-06,10.598500000000001,14.486999999999998,3.8885,9.792,186.792,2.565,7.958,194.75
2013-04-07,4.4165,5.5,1.0835,3.3125,185.583,2.667,7.25,192.833
2013-04-08,15.375,21.9585,6.583,6.5625,189.292,2.708,8.917,198.208
2013-04-09,17.667,26.667,9.0,14.375,190.652,3.0,10.261,200.913
2013-04-10,12.729,15.3335,2.604,14.458,189.909,3.042,8.636,198.545
2013-04-11,11.756,13.631,1.875,10.5,189.625,3.0,8.75,198.375
2013-04-12,10.667000000000002,14.0835,3.4165,13.039,190.375,2.75,8.583,198.958
2013-04-13,13.496500000000001,17.0825,3.586,11.3335,191.458,2.957,9.458,200.917
2013-04-14,7.479,8.8125,1.3335,19.896,193.667,2.875,9.25,202.917
2013-04-15,11.9165,14.354,2.4375,23.208,188.208,2.625,7.792,196.0
2013-04-16,17.7915,23.396,5.604,16.6665,189.348,2.875,9.652,199.0
2013-04-17,15.022,21.456500000000002,6.435,26.2705,189.739,2.565,9.913,199.652
2013-04-18,17.761,25.788999999999998,8.028,14.75,185.167,2.583,11.0,196.167
2013-04-19,15.9165,19.5835,3.667,22.6375,185.583,2.958,8.958,194.542
2013-04-20,17.203,21.0725,3.8695,13.458,188.25,3.304,8.458,196.708
2013-04-21,9.083,10.9165,1.8335,2.917,188.083,2.75,8.25,196.333
2013-04-22,14.479,22.2295,7.75,9.042,190.542,2.625,10.042,200.583
2013-04-23,19.1455,28.2705,9.125,13.667,191.261,2.958,10.478,201.739
2013-04-24,19.125,28.8125,9.6875,10.917,189.208,2.708,11.625,200.833
2013-04-25,19.7915,33.6895,13.897499999999999,10.591,189.292,2.875,10.417,199.708
2013-04-26,13.6875,20.896,7.2085,20.039,190.458,2.875,7.417,197.875
2013-04-27,7.1450000000000005,8.384,1.2389999999999999,9.771,187.667,2.87,5.292,192.958
2013-04-28,9.542,11.271,1.729,13.375,189.958,2.917,10.667,200.625
2013-04-29,10.792,12.896,2.104,17.354,190.458,2.958,9.917,200.375
2013-04-30,9.896,11.6875,1.7915,21.0,186.565,2.875,12.609,199.174
2013-05-01,15.913499999999999,22.3915,6.4784999999999995,15.021,186.87,3.0,12.696,199.565
2013-05-02,12.752,17.336000000000002,4.584,7.479,189.083,2.833,10.792,199.875
2013-05-03,7.8125,10.354,2.5415,5.979,189.958,2.667,12.917,202.875
2013-05-04,7.067,8.7195,1.652,11.375,188.625,2.957,12.667,201.292
2013-05-05,7.1875,8.333,1.146,15.979,191.042,3.125,13.208,204.25
2013-05-06,8.8125,10.6665,1.854,21.5625,190.125,3.25,13.25,203.375
2013-05-07,16.3955,21.979,5.5835,15.3545,189.391,2.917,13.261,202.652
2013-05-08,18.7085,26.0625,7.3545,7.3125,188.417,2.542,13.652,202.217
2013-05-09,22.166,28.885,6.7195,14.125,192.0,2.958,15.636,207.636
2013-05-10,21.917,29.7085,7.7915,20.042,189.833,3.125,15.625,205.458
2013-05-11,16.9505,24.926000000000002,7.9755,4.6045,186.375,3.174,12.125,198.5
2013-05-12,6.9585,8.5625,1.604,6.75,187.875,2.792,12.875,200.75
2013-05-13,15.125,24.1665,9.0415,7.5835,188.125,2.75,10.375,198.5
2013-05-14,18.854,30.417,11.5625,15.2085,189.217,3.0,13.957,203.174
2013-05-15,16.1455,22.75,6.6045,16.7915,188.5,2.75,11.125,199.625
2013-05-16,18.862000000000002,27.5265,8.665,19.3125,189.167,2.957,12.792,201.958
2013-05-17,15.75,21.5625,5.8125,17.6045,189.292,3.333,13.667,202.958
2013-05-18,9.6495,11.28,1.6305,14.625,188.125,2.522,13.292,201.417
2013-05-19,7.125,9.7705,2.646,8.625,187.083,2.25,11.625,198.708
2013-05-20,15.0625,24.646,9.582999999999998,5.3955,186.125,2.5,12.458,198.583
2013-05-21,16.0,24.7915,8.7915,21.146,189.435,3.333,9.087,198.522
2013-05-22,18.9795,30.4375,11.457999999999998,30.9165,192.542,3.917,8.458,201.0
2013-05-23,18.023500000000002,25.182000000000002,7.1585,30.3695,192.583,3.417,10.333,202.917
2013-05-24,18.875,25.6665,6.7915,17.375,191.083,2.792,8.917,200.0
2013-05-25,13.2165,15.52,2.3035,17.8335,191.042,3.0,7.208,198.25
2013-05-26,7.7085,9.5415,1.8335,16.3125,190.417,2.792,4.75,195.167
2013-05-27,14.0415,20.0625,6.021,12.0835,187.833,2.542,4.708,192.542
2013-05-28,15.3125,24.0835,8.771,9.4585,185.304,2.333,5.391,190.696
2013-05-29,16.646,32.0625,15.4165,6.1875,183.25,2.625,6.75,190.0
2013-05-30,13.869,24.759,10.890500000000001,11.1875,182.261,2.375,8.5,190.565
2013-05-31,17.4375,23.125,5.6875,17.7705,189.292,3.292,8.917,198.208
2013-06-01,14.742,20.214,5.4719999999999995,16.125,190.292,3.348,8.708,199.0
2013-06-02,8.396,10.0,1.604,12.6875,187.5,2.583,6.792,194.292
2013-06-03,15.1525,22.652,7.5,16.771,189.261,3.478,8.913,198.174
2013-06-04,16.4375,24.9375,8.5,19.646,189.652,3.0,8.739,198.391
2013-06-05,15.396,25.9795,10.5835,16.292,188.625,2.5,7.583,196.208
2013-06-06,16.2145,27.32,11.105,15.521,186.083,2.5,6.667,192.75
2013-06-07,14.667000000000002,22.625,7.9585,13.042,185.25,2.75,6.75,192.0
2013-06-08,12.855,17.721,4.866,16.2915,186.042,2.609,6.667,192.708
2013-06-09,9.625,12.6875,3.0625,22.6875,188.583,2.792,6.167,194.75
2013-06-10,17.354,25.5835,8.229,15.917000000000002,185.542,2.417,5.25,190.792
2013-06-11,19.792,27.5835,7.7915,12.8955,186.524,3.083,13.571,200.095
2013-06-12,13.917000000000002,23.5625,9.645499999999998,5.1875,182.167,2.208,13.875,196.042
2013-06-13,11.415,22.5425,11.1275,4.875,180.583,2.0,11.5,192.083
2013-06-14,11.0415,24.8545,13.8125,5.5,181.833,2.292,11.458,193.292
2013-06-15,12.089500000000001,20.759,8.669,12.4165,183.708,2.609,12.417,196.125
2013-06-16,7.1875,9.8125,2.625,5.0415,181.917,1.958,10.125,192.042
2013-06-17,15.065,25.3475,10.282499999999999,16.396,184.348,2.739,14.957,199.304
2013-06-18,10.75,14.25,3.5,25.792,178.565,1.833,9.13,187.696
2013-06-19,8.271,13.479500000000002,5.2085,14.854,176.375,1.5,7.708,184.083
2013-06-20,19.242,25.8535,6.6115,5.333,184.833,2.625,9.5,194.333
2013-06-21,18.75,32.2915,13.5415,8.6875,187.083,3.292,9.458,196.542
2013-06-22,13.689499999999999,20.992,7.3025,6.5835,185.458,2.652,6.708,192.167
2013-06-23,8.854,11.9375,3.0835,16.729,188.625,3.042,7.333,195.958
2013-06-24,16.2255,23.2425,7.017,17.75,188.583,2.958,8.833,197.417
2013-06-25,15.0,17.667,2.667,19.348,187.913,2.75,12.391,200.304
2013-06-26,14.167,15.792,1.625,10.7705,186.208,2.75,13.208,199.417
2013-06-27,12.525,17.1595,4.634,5.354,185.25,2.417,13.0,198.25
2013-06-28,15.4375,23.625,8.1875,9.771,186.708,2.417,10.833,197.542
2013-06-29,10.9055,16.055,5.1495,10.229,186.833,2.478,10.167,197.0
2013-06-30,6.4795,9.229,2.75,9.9795,187.708,2.292,9.792,197.5
2013-07-01,12.347999999999999,21.5,9.152,9.042,186.478,2.261,10.435,196.913
2013-07-02,13.707999999999998,22.4165,8.7085,8.3125,186.957,1.958,7.391,194.348
2013-07-03,11.3335,19.4375,8.104,7.875,185.083,1.792,8.0,193.083
2013-07-04,13.8805,28.125,14.2445,5.875,181.417,2.292,8.333,189.75
2013-07-05,7.4795,16.1045,8.625,10.3125,176.25,1.458,5.917,182.167
2013-07-06,4.0915,8.9465,4.8549999999999995,8.7085,174.667,1.13,5.167,179.833
2013-07-07,5.25,8.0625,2.8125,15.0415,176.083,1.375,6.25,182.333
2013-07-08,15.125,24.6665,9.5415,24.252000000000002,180.826,2.667,10.435,191.261
2013-07-09,17.354,24.5835,7.2295,33.6665,180.87,2.583,16.261,197.13
2013-07-10,17.896,25.1665,7.2705,40.9375,180.833,2.792,15.167,196.0
2013-07-11,15.1175,23.2075,8.0895,42.625,180.417,2.417,14.042,194.458
2013-07-12,16.167,25.2915,9.125,34.5625,180.75,2.667,15.417,196.167
2013-07-13,14.2275,19.4125,5.1850000000000005,32.0625,181.375,2.783,13.75,195.125
2013-07-14,7.6665,10.1875,2.521,19.521,179.958,2.417,11.583,191.542
2013-07-15,11.5415,14.229,2.6875,21.0835,182.0,2.708,12.417,194.417
2013-07-16,12.1875,16.8545,4.6665,13.521,185.304,2.333,8.087,193.391
2013-07-17,14.413,20.935000000000002,6.522,12.771,184.522,2.348,9.391,193.913
2013-07-18,13.5245,19.684,6.1594999999999995,15.582999999999998,181.167,2.042,8.875,190.042
2013-07-19,14.2915,20.1875,5.896,12.083,184.583,2.583,12.333,196.917
2013-07-20,11.4315,15.468,4.0375000000000005,10.417,184.875,2.174,8.125,193.0
2013-07-21,6.75,7.9795,1.229,14.125,185.0,2.125,7.583,192.583
2013-07-22,16.2085,25.354,9.145499999999998,23.625,184.792,2.833,9.917,194.708
2013-07-23,14.4585,25.9375,11.479500000000002,26.4375,183.652,2.708,11.13,194.783
2013-07-24,12.708,16.125,3.417,23.3025,182.917,2.5,12.0,194.917
2013-07-25,12.9185,24.0515,11.133,18.792,182.0,2.458,13.417,195.417
2013-07-26,13.875,28.875,15.0,23.604,179.875,2.5,12.042,191.917
2013-07-27,10.657499999999999,16.155,5.4975,27.25,184.667,2.957,13.792,198.458
2013-07-28,8.0625,9.896,1.8330000000000002,27.958,189.792,3.458,10.708,200.5
2013-07-29,9.021,12.3335,3.3125,24.167,185.625,2.708,9.0,194.625
2013-07-30,17.0835,27.9795,10.896,26.3955,185.565,3.625,9.13,194.696
2013-07-31,16.5,22.104,5.6045,35.5625,189.292,3.75,8.125,197.417
2013-08-01,15.843,22.585,6.742000000000001,33.9165,187.435,3.304,23.696,211.13
2013-08-02,15.6875,24.8955,9.2085,15.167000000000002,185.667,3.083,11.958,197.625
2013-08-03,10.193,16.032,5.8389999999999995,11.375,183.042,2.609,9.875,192.917
2013-08-04,6.8125,9.9375,3.125,13.2295,184.542,2.542,6.792,191.333
2013-08-05,10.667,17.167,6.5,14.875,185.333,2.458,6.792,192.125
2013-08-06,9.5625,20.25,10.6875,11.0205,178.652,1.958,8.304,186.957
2013-08-07,10.271,24.0,13.729,15.896,180.667,2.417,10.708,191.375
2013-08-08,17.573999999999998,25.2915,7.7175,27.8055,185.81,3.25,9.714,195.524
2013-08-09,18.25,26.3545,8.104,44.46,188.292,4.0,13.792,202.083
2013-08-10,13.933,18.52,4.587,47.417,187.542,4.13,12.542,200.083
2013-08-11,8.479,10.4165,1.9375,42.375,188.458,3.667,11.417,199.875
2013-08-12,12.9165,16.25,3.333,35.521,189.792,3.417,10.917,200.708
2013-08-13,10.292,12.146,1.854,43.958,190.739,3.667,7.043,197.783
2013-08-14,7.2295,9.3335,2.104,34.6875,188.75,3.292,3.375,192.125
2013-08-15,6.6015,8.771,2.169,30.208,186.75,2.75,3.375,190.125
2013-08-16,6.458,9.396,2.9375,25.229,186.292,2.625,4.417,190.708
2013-08-17,7.5925,11.675999999999998,4.0835,15.875,187.042,2.739,4.167,191.208
2013-08-18,5.0,7.146,2.146,8.75,185.792,2.208,4.583,190.375
2013-08-19,9.304499999999999,17.522000000000002,8.217500000000001,8.521,184.217,2.348,10.087,194.304
2013-08-20,7.792,15.5625,7.771,6.4375,178.652,1.667,10.957,189.609
2013-08-21,11.396,19.6875,8.2915,7.6665,176.75,1.958,13.292,190.042
2013-08-22,16.1035,25.238500000000002,9.135,16.354,179.917,2.583,12.542,192.458
2013-08-23,12.9585,20.729,7.771,18.333,180.167,2.5,11.667,191.833
2013-08-24,6.6175,9.161000000000001,2.5435,6.4375,181.917,1.652,10.875,192.792
2013-08-25,7.0,9.7915,2.7915,9.125,183.167,2.0,11.125,194.292
2013-08-26,10.229,18.9585,8.7295,10.883,186.625,2.667,15.042,201.667
2013-08-27,13.146,19.25,6.104,9.5625,187.087,2.542,9.826,196.913
2013-08-28,16.1455,24.25,8.104,14.7915,190.417,3.042,10.542,200.958
2013-08-29,14.003499999999999,18.595,4.5915,17.9165,190.292,2.958,10.833,201.125
2013-08-30,9.7915,12.707999999999998,2.9165,17.8125,180.708,2.042,8.583,189.292
2013-08-31,6.538,10.902,4.364,13.7085,176.958,1.957,6.0,182.958
2013-09-01,5.25,6.354,1.104,10.604,180.833,2.167,6.208,187.042
2013-09-02,8.7395,20.065,11.325999999999999,7.771,179.826,2.087,5.783,185.609
2013-09-03,6.729,21.146,14.417000000000002,5.396,175.391,1.667,8.0,183.391
2013-09-04,10.625,22.0,11.375,6.1875,179.417,1.958,7.333,186.75
2013-09-05,14.690999999999999,29.296999999999997,14.606,6.4315,180.667,2.333,7.0,187.667
2013-09-06,13.625,22.5,8.875,14.333,187.958,2.792,7.458,195.417
2013-09-07,10.722999999999999,15.645,4.922,18.5625,184.833,3.043,7.25,192.083
2013-09-08,6.4375,9.4165,2.979,11.0205,183.625,2.5,5.833,189.458
2013-09-09,13.5835,19.5625,5.979,5.5415,186.792,2.625,7.0,193.792
2013-09-10,17.1875,24.667,7.4795,13.2705,189.095,3.25,8.905,198.0
2013-09-11,14.229500000000002,19.9375,5.708,9.2915,187.917,2.583,8.458,196.375
2013-09-12,16.8885,26.5625,9.674,17.2085,189.375,3.292,10.792,200.167
2013-09-13,16.9375,23.854,6.917,24.521,189.458,3.417,9.375,198.833
2013-09-14,11.6705,17.7915,6.1215,12.0,186.75,2.696,7.667,194.417
2013-09-15,4.4375,7.1875,2.75,6.0625,177.75,1.458,5.0,182.75
2013-09-16,4.125,6.729,2.6045,5.0625,178.25,1.25,5.417,183.667
2013-09-17,12.719999999999999,20.008,7.2875,9.854,190.955,2.304,8.636,199.591
2013-09-18,18.0625,26.146,8.0835,12.792,192.5,2.917,11.667,204.167
2013-09-19,19.8935,27.6965,7.8035,14.8335,193.25,3.042,10.833,204.083
2013-09-20,17.229,29.125,11.896,13.896,191.125,2.75,9.042,200.167
2013-09-21,7.083,8.292,1.208,12.354,190.292,2.739,6.208,196.5
2013-09-22,5.375,6.375,1.0,17.479,188.542,3.042,7.542,196.083
2013-09-23,4.458,5.458,1.0,16.4585,187.583,2.542,7.083,194.667
2013-09-24,6.55,7.766500000000001,1.2165,10.9545,186.043,2.167,7.652,193.696
2013-09-25,9.25,12.1875,2.9375,8.729,184.208,2.417,8.125,192.333
2013-09-26,9.440000000000001,15.5435,6.1035,7.875,184.5,2.792,9.917,194.417
2013-09-27,8.604,12.8335,4.229,6.271,187.75,2.833,9.125,196.875
2013-09-28,9.0,10.292,1.292,8.729,192.083,2.826,8.25,200.333
2013-09-29,6.958,8.0,1.042,7.6875,190.125,2.333,6.5,196.625
2013-09-30,9.096,10.975,1.879,11.25,190.125,2.583,9.958,200.083
2013-10-01,11.679,17.2855,5.6065000000000005,10.229,185.455,2.435,9.455,194.909
2013-10-02,11.363,26.5745,15.2115,14.125,184.458,2.542,9.167,193.625
2013-10-03,16.638,30.997999999999998,14.360500000000002,18.7915,188.75,3.083,8.583,197.333
2013-10-04,14.979,21.1665,6.1875,10.75,187.833,2.417,5.167,193.0
2013-10-05,10.464500000000001,13.921,3.4565,3.2705,184.917,2.043,3.208,188.125
2013-10-06,8.5415,11.6875,3.1455,6.7085,184.375,2.292,3.833,188.208
2013-10-07,15.521,29.4585,13.9375,7.7295,184.917,2.208,5.458,190.375
2013-10-08,12.0415,26.3125,14.271,8.8335,184.826,1.833,9.043,193.87
2013-10-09,11.5415,20.708,9.1665,5.7955000000000005,184.136,1.792,10.364,194.5
2013-10-10,14.6415,29.403,14.7615,9.7915,189.542,2.542,15.292,204.833
2013-10-11,10.292,18.3545,8.0625,7.7085,183.333,2.042,11.25,194.583
2013-10-12,6.8105,8.4845,1.674,7.9585,184.042,1.739,9.542,193.583
2013-10-13,8.5415,10.25,1.7085,7.479,190.417,2.292,9.917,200.333
2013-10-14,10.583,13.4375,2.854,9.6875,190.083,2.292,9.875,199.958
2013-10-15,15.9585,24.9585,9.0,6.771,184.348,2.125,6.913,191.261
2013-10-16,11.2915,16.4165,5.125,3.75,183.208,1.875,7.0,190.208
2013-10-17,17.231,32.2365,15.005,4.8545,188.87,2.652,9.826,198.696
2013-10-18,17.8125,26.0,8.1875,8.3955,188.292,2.458,10.792,199.083
2013-10-19,14.723500000000001,21.7855,7.062,10.4585,187.5,2.826,10.333,197.833
2013-10-20,8.5625,11.354,2.7915,1.875,184.917,2.125,6.792,191.708
2013-10-21,17.9585,31.7085,13.75,6.542,185.208,2.667,9.5,194.708
2013-10-22,16.854,23.479,6.625,8.189499999999999,185.217,2.167,13.696,198.913
2013-10-23,15.75,22.7915,7.0415,5.979,185.917,2.167,14.042,199.958
2013-10-24,17.5135,32.2275,14.714,6.6575,186.667,2.458,14.958,201.625
2013-10-25,16.9165,31.771,14.854500000000002,3.896,185.958,2.625,13.042,199.0
2013-10-26,12.683,18.051,5.3675,3.0205,184.75,2.565,13.875,198.625
2013-10-27,8.5,11.979,3.479,7.958,189.667,3.292,12.0,201.667
2013-10-28,17.5625,31.0625,13.5,12.125,190.958,3.25,14.0,204.958
2013-10-29,19.2705,40.729,21.4585,12.021,186.696,2.917,12.348,199.043
2013-10-30,17.417,35.2085,17.7915,9.9585,186.792,2.792,10.958,197.75
2013-10-31,19.188,29.176000000000002,9.986999999999998,20.625,192.5,3.208,12.625,205.125
2013-11-01,20.5435,32.348,11.804499999999999,26.042,194.083,3.917,16.25,210.333
2013-11-02,15.6325,23.4085,7.7764999999999995,26.0205,194.25,3.652,16.708,210.958
2013-11-03,9.4585,13.875,4.4165,26.229,191.792,4.0,15.208,207.0
2013-11-04,13.771,20.5,6.729,19.5415,189.792,4.0,14.208,204.0
2013-11-05,17.7705,30.6875,12.917000000000002,17.021,192.783,3.958,9.304,202.087
2013-11-06,17.833,26.9375,9.104,16.5,191.667,3.0,7.75,199.417
