date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,THC_mean,SPM_mean,PM25_mean,CO_mean
2013-02-02,195.194,24.722,25.571,37.669,12.098,7.197,219.917,,41.472,8.769
2013-02-03,195.843,26.785,21.557,51.864,30.306,5.361,222.628,,50.104,8.986
2013-02-04,191.088,8.268,8.358,10.219,1.86,3.943,199.356,,8.458,2.917
2013-02-05,193.194,7.764,10.533,13.067,2.534,3.136,200.958,,6.958,2.917
2013-02-06,194.208,12.361,15.86,21.334,5.475,2.535,206.569,,9.649,3.75
2013-02-07,192.625,9.986,9.922,12.161,2.239,2.487,202.611,,7.729,3.063
2013-02-08,192.692,12.79,14.326,19.684,5.359,2.329,205.482,,5.576,3.581
2013-02-09,193.014,10.139,11.042,13.685,2.642,2.487,203.153,,5.271,3.278
2013-02-10,193.685,12.096,12.26,15.902,3.642,2.303,205.78,,8.507,3.781
2013-02-11,192.136,9.697,9.135,11.271,2.135,2.158,201.833,,6.361,2.972
2013-02-12,191.559,13.052,13.333,20.622,7.289,2.324,204.611,,7.069,3.958
2013-02-13,190.486,8.458,7.266,9.217,1.951,2.204,198.945,,5.132,2.57
2013-02-14,190.917,13.708,17.362,21.588,4.226,2.085,204.625,,10.792,3.958
2013-02-15,189.695,9.722,9.475,11.231,1.756,2.678,199.417,,9.556,2.614
2013-02-16,193.118,11.647,12.048,13.958,1.91,4.542,204.764,,25.701,4.31
2013-02-17,195.25,15.944,19.341,29.498,10.157,5.521,211.194,,34.215,5.75
2013-02-18,189.875,8.167,6.797,8.118,1.321,2.528,198.042,,13.41,2.921
2013-02-19,189.539,8.253,8.902,11.019,2.117,2.55,197.791,,11.16,2.833
2013-02-20,190.83,12.829,15.43,23.189,7.759,2.972,203.658,,13.493,3.778
2013-02-21,192.167,15.583,15.396,22.404,7.009,3.691,207.75,,15.687,4.097
2013-02-22,192.597,11.167,14.696,19.206,4.51,3.463,203.764,,16.298,4.167
2013-02-23,192.25,11.5,12.676,14.65,1.974,4.366,203.75,,16.57,4.498
2013-02-24,193.355,16.318,22.592,29.071,6.479,5.599,209.673,,18.138,4.861
2013-02-25,197.639,24.722,29.476,44.897,15.422,6.967,222.361,,46.872,7.208
2013-02-26,198.055,19.778,24.745,29.806,5.061,6.158,217.833,,63.743,6.957
2013-02-27,192.941,17.0,25.291,30.701,5.41,3.428,209.94,,37.347,5.431
2013-02-28,189.903,16.105,18.821,29.57,10.748,4.708,206.007,,22.986,4.805
2013-03-01,193.347,14.958,17.431,20.151,2.719,4.311,208.306,,41.903,5.181
2013-03-02,192.486,11.833,12.898,15.448,2.55,4.601,204.32,,23.972,4.958
2013-03-03,190.361,6.472,6.476,7.814,1.337,3.666,196.833,,7.824,2.614
2013-03-04,191.692,12.791,16.863,21.354,4.491,4.211,204.482,,12.43,3.644
2013-03-05,190.639,12.958,13.23,17.086,3.856,3.382,203.597,,17.412,3.958
2013-03-06,191.361,8.625,9.515,11.75,2.235,3.094,199.986,,9.852,2.949
2013-03-07,191.873,12.22,13.044,18.654,5.61,3.785,204.093,,10.935,3.278
2013-03-08,191.0,9.312,12.876,15.455,2.58,5.053,200.312,,15.606,3.569
2013-03-09,191.139,10.084,9.759,11.447,1.688,5.577,201.222,,23.995,4.195
2013-03-10,190.545,8.609,8.661,10.687,2.026,3.671,199.154,,9.768,2.889
2013-03-11,192.333,13.209,19.789,25.679,5.89,5.783,205.542,,16.8,4.392
2013-03-12,191.825,19.65,25.978,36.882,10.903,8.526,211.475,,20.986,5.287
2013-03-13,187.25,14.472,16.27,21.802,5.532,3.261,201.722,,13.782,4.514
2013-03-14,188.097,9.111,8.294,10.12,1.826,2.914,197.208,,6.727,3.537
2013-03-15,191.745,10.954,15.604,18.157,2.553,4.976,202.698,,23.306,4.361
2013-03-16,194.57,15.574,18.259,21.301,3.042,7.022,210.144,,36.773,5.43
2013-03-17,196.484,22.872,27.422,33.511,6.09,9.048,219.357,,46.162,7.306
2013-03-18,193.815,23.62,27.008,34.877,7.869,7.392,217.435,,48.295,5.996
2013-03-19,192.952,11.861,14.259,16.364,2.105,5.809,204.814,,28.884,4.413
2013-03-20,190.623,14.722,15.883,19.367,3.484,3.842,205.345,,18.069,4.71
2013-03-21,190.278,9.292,4.836,5.831,0.994,3.134,199.57,,6.611,2.555
2013-03-22,192.347,10.305,12.698,15.073,2.375,5.086,202.653,,16.0,3.29
2013-03-23,194.169,14.673,20.684,23.614,2.93,7.708,208.842,,30.699,5.278
2013-03-24,194.472,17.181,27.424,33.56,6.136,11.86,211.653,,38.963,5.25
2013-03-25,192.931,23.139,29.786,41.05,11.264,11.66,216.069,,35.676,5.264
2013-03-26,190.625,19.264,27.82,35.74,7.92,3.796,209.889,,28.199,5.556
2013-03-27,188.116,11.972,12.089,14.209,2.121,4.496,200.087,,13.792,3.443
2013-03-28,190.863,18.776,22.509,28.896,6.387,7.825,209.639,,28.954,4.279
2013-03-29,189.792,17.819,20.595,24.244,3.649,6.594,207.611,,28.046,4.195
2013-03-30,185.125,8.792,7.297,8.657,1.36,3.542,193.917,,6.694,3.226
2013-03-31,190.283,11.462,10.493,12.17,1.677,5.472,201.745,,16.956,3.847
2013-04-01,192.069,11.806,13.406,15.475,2.07,4.879,203.875,,14.993,3.403
2013-04-02,192.872,20.945,26.585,32.075,5.49,4.139,213.817,,19.736,5.222
2013-04-03,189.68,10.833,11.941,13.542,1.6,4.083,200.514,,18.937,3.416
2013-04-04,193.687,21.213,28.026,34.825,6.799,8.902,214.9,,28.569,6.422
2013-04-05,193.751,26.871,27.761,36.665,8.904,8.79,220.622,,33.174,6.472
2013-04-06,185.128,10.736,11.913,12.978,1.065,3.873,195.863,,9.965,3.069
2013-04-07,190.172,6.692,5.846,6.53,0.684,4.2,196.864,,5.507,2.472
2013-04-08,191.083,10.845,15.855,18.593,2.738,6.408,201.928,,16.333,3.403
2013-04-09,191.375,13.445,16.541,22.401,5.861,6.59,204.819,,22.618,3.375
2013-04-10,191.125,8.82,10.236,11.748,1.512,5.784,199.945,,16.368,2.847
2013-04-11,191.917,10.889,15.559,18.338,2.779,5.178,202.806,,21.798,3.681
2013-04-12,191.503,12.531,12.866,15.91,3.044,5.063,204.034,,19.174,3.592
2013-04-13,196.297,14.583,18.755,22.209,3.454,6.231,210.88,,20.993,4.389
2013-04-14,193.319,13.5,17.801,20.251,2.45,9.241,206.82,,31.611,4.097
2013-04-15,188.583,13.167,19.866,23.316,3.45,7.822,201.75,,25.111,3.736
2013-04-16,190.812,19.542,28.435,35.378,6.943,12.912,210.354,,29.683,5.451
2013-04-17,188.416,16.334,24.343,31.61,7.268,7.226,204.75,,37.561,4.565
2013-04-18,186.292,14.646,18.547,27.435,8.888,8.491,200.938,,31.062,3.722
2013-04-19,187.979,5.375,4.248,5.061,0.814,4.757,193.354,,14.5,3.014
2013-04-20,189.782,7.566,8.24,9.616,1.376,3.173,197.348,,12.958,3.128
2013-04-21,188.989,6.837,3.924,4.679,0.755,2.5,195.826,,4.945,2.389
2013-04-22,192.441,15.092,15.677,18.722,3.044,5.332,207.533,,19.042,3.875
2013-04-23,192.333,16.819,19.523,22.324,2.801,4.852,209.153,,19.979,4.444
2013-04-24,189.361,18.528,21.686,26.385,4.7,2.231,207.889,,13.32,4.547
2013-04-25,190.972,16.153,21.168,26.615,5.448,6.877,207.125,,19.562,4.702
2013-04-26,190.93,11.125,12.989,14.825,1.835,6.419,202.056,,33.151,4.0
2013-04-27,190.931,15.0,14.527,16.495,1.968,6.851,205.93,,24.076,4.389
2013-04-28,193.359,14.719,14.511,16.226,1.714,7.272,208.078,,25.382,4.904
2013-04-29,193.083,16.757,19.374,21.899,2.525,9.513,209.841,,32.729,5.403
2013-04-30,189.655,13.894,19.795,22.922,3.127,5.4,203.548,,21.153,4.347
2013-05-01,187.375,9.056,7.794,10.21,2.417,3.57,196.431,,9.306,2.68
2013-05-02,187.556,8.292,11.611,14.436,2.825,4.636,195.847,,9.576,2.978
2013-05-03,188.805,10.861,11.666,13.687,2.021,5.601,199.667,,15.438,3.638
2013-05-04,189.292,10.375,11.059,13.48,2.421,6.215,199.667,,19.694,3.889
2013-05-05,190.0,11.083,13.313,15.422,2.11,8.033,201.083,,25.368,4.805
2013-05-06,189.848,12.077,15.639,18.044,2.405,9.081,201.925,,30.014,4.411
2013-05-07,187.39,7.388,5.446,6.913,1.467,4.868,194.778,,12.347,2.153
2013-05-08,188.972,13.733,19.323,24.465,5.142,8.586,202.705,,14.542,3.653
2013-05-09,190.444,24.042,32.909,42.906,9.998,13.684,214.486,,28.104,5.583
2013-05-10,188.361,20.833,26.623,31.312,4.689,6.094,209.194,,30.146,4.885
2013-05-11,187.417,17.625,20.362,27.495,7.133,4.641,205.042,,27.938,4.65
2013-05-12,189.917,18.042,18.56,24.736,6.176,10.651,207.959,,24.625,5.445
2013-05-13,189.965,18.96,25.107,31.453,6.346,12.597,208.925,,30.201,5.306
2013-05-14,191.517,24.194,27.846,32.205,4.359,13.667,215.711,,36.021,6.289
2013-05-15,187.915,15.708,20.216,24.041,3.825,9.815,203.623,,29.045,4.694
2013-05-16,187.754,10.212,8.328,9.926,1.599,5.374,197.966,,25.306,2.903
2013-05-17,188.416,11.042,10.341,12.183,1.842,5.694,199.458,,14.681,2.847
2013-05-18,187.792,12.569,12.311,14.685,2.374,6.263,200.361,,19.625,3.002
2013-05-19,184.25,9.361,7.572,8.873,1.302,3.474,193.611,,9.201,2.162
2013-05-20,186.694,12.069,17.703,21.538,3.836,7.273,198.764,,17.798,3.459
2013-05-21,192.384,18.786,22.63,26.497,3.867,10.147,211.17,,47.688,5.375
2013-05-22,193.572,24.334,25.807,30.107,4.3,12.711,217.906,,48.757,5.233
2013-05-23,191.514,18.304,21.142,24.629,3.486,10.572,209.818,,35.007,4.333
2013-05-24,190.489,15.83,16.909,20.345,3.436,8.557,206.319,,16.694,3.139
2013-05-25,190.18,14.25,12.822,15.085,2.263,7.461,204.431,,22.048,3.389
2013-05-26,188.042,9.834,7.149,8.701,1.552,5.939,197.875,,17.361,2.319
2013-05-27,186.762,8.869,6.215,7.11,0.895,5.408,195.631,,13.465,2.278
2013-05-28,184.708,8.181,5.059,5.883,0.824,4.099,192.889,,8.265,2.25
2013-05-29,184.721,13.33,15.26,18.471,3.211,6.434,198.051,,15.333,3.403
2013-05-30,191.926,17.231,21.88,24.965,3.085,8.483,209.157,,40.122,4.779
2013-05-31,189.82,15.562,14.208,17.155,2.947,6.515,205.382,,22.236,4.042
2013-06-01,189.611,16.694,12.763,15.139,2.375,4.752,206.306,,17.549,3.694
2013-06-02,188.889,14.014,12.549,14.544,1.996,5.467,202.903,,16.174,3.653
2013-06-03,189.792,17.361,17.887,20.842,2.955,8.037,207.153,,25.257,4.482
2013-06-04,189.083,19.0,18.034,21.075,3.041,9.539,208.083,,24.549,3.678
2013-06-05,188.752,16.634,17.567,20.662,3.095,8.436,205.386,,23.181,3.111
2013-06-06,187.139,14.859,12.895,14.794,1.898,6.978,201.999,,23.09,3.25
2013-06-07,187.654,16.15,15.073,17.427,2.353,9.622,203.804,,24.666,3.838
2013-06-08,188.751,13.831,13.901,15.35,1.449,9.458,202.582,,25.438,3.792
2013-06-09,187.667,12.681,9.793,11.024,1.231,7.121,200.347,,26.812,3.361
2013-06-10,185.675,8.863,6.251,7.079,0.828,5.387,194.538,,13.166,2.014
2013-06-11,183.439,9.793,7.377,8.323,0.946,5.318,193.232,,9.194,2.241
2013-06-12,182.667,13.222,11.784,13.497,1.713,7.024,195.889,,10.757,2.441
2013-06-13,182.925,16.202,20.866,25.486,4.62,12.239,199.127,,21.979,3.486
2013-06-14,183.283,16.713,16.661,19.483,2.821,10.608,199.996,,26.847,4.653
2013-06-15,183.2,14.713,15.827,18.949,3.122,5.757,197.912,,19.271,4.114
2013-06-16,183.336,16.925,16.099,20.463,4.364,8.147,200.261,,16.715,4.75
2013-06-17,182.944,16.569,17.38,22.038,4.659,9.452,199.514,,17.771,3.611
2013-06-18,179.944,15.25,18.248,22.098,3.85,10.265,195.194,,21.982,3.097
2013-06-19,178.306,14.861,12.43,16.81,4.381,6.224,193.167,,12.458,2.691
2013-06-20,186.475,15.147,14.154,15.778,1.624,3.096,201.622,,7.35,3.684
2013-06-21,187.674,15.987,14.232,15.967,1.735,3.082,203.661,,10.317,4.041
2013-06-22,189.542,15.097,16.591,19.443,2.853,10.526,204.639,,15.325,4.708
2013-06-23,190.733,15.311,17.152,19.498,2.347,8.116,206.043,,20.842,5.558
2013-06-24,190.121,14.364,14.115,15.981,1.866,7.204,204.485,,25.558,3.819
2013-06-25,190.958,14.514,14.128,16.438,2.31,6.024,205.472,,21.517,4.176
2013-06-26,185.389,12.014,10.457,11.942,1.485,3.099,197.403,,6.442,2.792
2013-06-27,190.122,15.587,18.327,21.679,3.351,6.844,205.71,,14.708,4.027
2013-06-28,190.305,13.389,11.487,12.964,1.477,5.424,203.694,,16.958,3.41
2013-06-29,191.417,13.194,10.311,11.961,1.649,6.14,204.611,,17.979,2.944
2013-06-30,189.54,9.556,5.948,6.828,0.881,5.04,199.095,,9.479,1.875
2013-07-01,187.607,9.825,8.066,9.217,1.151,5.809,197.433,,9.202,1.891
2013-07-02,188.684,13.637,12.681,14.772,2.091,6.107,202.321,,11.809,2.736
2013-07-03,186.969,15.109,13.994,16.541,2.546,5.035,202.078,,9.991,2.597
2013-07-04,185.028,16.958,17.208,21.343,4.136,5.167,201.986,,14.75,3.597
2013-07-05,183.833,18.097,15.932,23.451,7.519,6.857,201.93,,15.687,3.305
2013-07-06,186.111,16.361,12.253,20.512,8.259,6.844,202.472,,17.035,3.232
2013-07-07,182.167,11.972,11.315,14.636,3.321,8.763,194.139,,17.972,3.0
2013-07-08,185.681,16.719,15.448,21.68,6.232,10.27,202.399,,21.493,3.0
2013-07-09,184.264,18.155,17.216,26.905,9.689,10.478,202.419,,23.606,3.437
2013-07-10,184.068,16.206,19.474,25.409,5.935,12.145,200.274,,23.791,3.5
2013-07-11,180.948,15.407,19.038,23.439,4.401,11.665,196.355,,25.049,3.056
2013-07-12,182.262,14.202,17.107,24.113,7.006,10.761,196.464,,22.333,2.847
2013-07-13,182.667,14.167,11.808,17.312,5.504,7.708,196.834,,17.611,2.903
2013-07-14,186.787,12.713,11.242,15.144,3.901,6.532,199.5,,17.188,2.699
2013-07-15,184.554,14.054,12.553,18.346,5.793,5.336,198.608,,14.298,3.125
2013-07-16,196.774,18.158,14.063,21.135,7.072,7.288,214.932,,19.729,3.862
2013-07-17,189.819,16.706,16.743,20.707,3.964,9.142,206.524,,26.736,3.078
2013-07-18,181.865,13.187,12.592,16.449,3.857,8.327,195.053,,22.812,2.347
2013-07-19,189.933,16.561,13.224,15.346,2.122,6.969,206.495,,20.986,3.653
2013-07-20,195.145,19.028,15.079,17.557,2.478,9.627,214.173,,19.979,4.319
2013-07-21,189.026,14.516,12.102,13.524,1.422,10.333,203.542,,26.806,3.208
2013-07-22,190.966,15.296,14.919,18.054,3.135,8.978,206.262,,32.674,3.193
2013-07-23,189.608,15.937,17.052,21.559,4.507,8.914,205.545,,21.538,2.917
2013-07-24,180.064,13.616,15.922,19.556,3.633,9.698,193.681,,17.417,2.5
2013-07-25,192.885,22.255,18.719,24.271,5.552,9.493,215.14,,30.562,3.262
2013-07-26,195.769,17.873,15.748,18.201,2.452,9.037,213.641,,36.542,3.972
2013-07-27,196.075,15.038,13.844,16.013,2.169,7.836,211.113,,34.875,4.722
2013-07-28,194.458,12.954,9.679,11.435,1.756,5.485,207.413,,26.257,3.43
2013-07-29,184.495,14.13,14.853,20.866,6.013,7.016,198.625,,22.368,3.347
2013-07-30,185.538,16.388,16.74,20.378,3.638,6.092,201.926,,29.236,3.584
2013-07-31,187.058,16.456,17.424,21.448,4.025,7.798,203.514,,28.069,3.486
2013-08-01,184.667,15.334,16.933,20.937,4.004,6.561,200.0,,22.278,3.166
2013-08-02,190.848,14.022,10.219,12.017,1.799,4.911,204.87,,25.048,3.664
2013-08-03,189.652,14.609,11.785,14.229,2.444,5.89,204.261,,24.049,3.486
2013-08-04,183.875,13.083,10.789,13.325,2.536,6.603,196.958,,20.906,3.125
2013-08-05,184.542,20.667,12.501,15.714,3.214,6.407,205.208,,18.839,3.417
2013-08-06,188.042,16.417,14.737,17.777,3.04,6.98,204.458,,25.007,3.097
2013-08-07,185.102,16.095,14.932,18.038,3.107,6.564,201.196,,29.43,3.345
2013-08-08,186.292,17.688,18.838,23.357,4.519,7.421,203.979,,33.368,3.931
2013-08-09,187.229,20.042,21.023,25.032,4.009,10.193,207.27,,39.764,4.139
2013-08-10,188.979,15.687,15.961,17.896,1.935,10.233,204.666,,36.812,4.094
2013-08-11,190.552,15.911,13.075,14.654,1.579,9.954,206.464,,40.25,3.792
2013-08-12,190.792,16.73,12.396,13.85,1.454,9.789,207.521,,31.278,3.225
2013-08-13,196.729,22.834,14.273,15.853,1.579,10.91,219.562,,38.812,4.694
2013-08-14,196.583,22.52,12.638,14.028,1.39,10.215,219.104,,43.257,5.48
2013-08-15,194.354,16.625,10.234,11.267,1.033,9.68,210.98,,45.125,4.662
2013-08-16,191.188,14.875,10.588,12.038,1.449,8.434,206.062,,41.0,3.778
2013-08-17,189.938,12.75,8.518,10.21,1.691,7.399,202.688,,29.806,2.945
2013-08-18,187.683,13.343,8.876,10.887,2.011,8.107,201.026,,21.875,2.976
2013-08-19,185.856,13.964,10.89,13.802,2.911,7.807,199.822,,17.271,2.764
2013-08-20,185.396,13.666,12.949,16.091,3.142,8.401,199.062,,16.778,2.889
2013-08-21,183.271,17.084,15.031,19.184,4.154,9.485,200.354,,17.917,3.306
2013-08-22,179.77,12.666,12.948,16.115,3.168,7.719,192.438,,13.833,2.824
2013-08-23,181.292,12.312,11.675,17.296,5.621,6.302,193.604,,13.59,2.45
2013-08-24,181.0,14.104,12.42,16.65,4.23,3.835,195.104,,8.944,3.026
2013-08-25,183.979,12.708,9.656,12.39,2.735,3.649,196.688,,9.937,3.264
2013-08-26,192.345,13.119,8.438,9.955,1.517,4.363,205.464,,11.59,3.127
2013-08-27,195.069,17.842,12.982,15.822,2.84,5.635,212.911,,14.021,3.472
2013-08-28,197.694,16.611,16.085,18.716,2.631,7.036,214.305,,27.278,4.611
2013-08-29,198.181,16.792,18.199,21.312,3.113,8.14,214.972,,34.166,4.681
2013-08-30,192.361,20.056,16.948,23.273,6.325,4.879,212.417,,19.509,3.778
2013-08-31,188.236,15.097,11.631,16.552,4.921,4.164,203.333,,14.048,4.284
2013-09-01,192.486,11.819,5.462,6.304,0.842,2.133,204.306,,8.167,3.521
2013-09-02,190.917,15.209,14.731,19.236,4.505,2.847,206.125,,9.521,4.444
2013-09-03,192.067,14.585,9.712,15.499,5.786,2.432,206.652,,6.806,3.489
2013-09-04,186.955,13.552,9.181,10.662,1.481,1.941,200.508,,3.979,2.597
2013-09-05,191.028,15.222,11.689,15.455,3.766,4.039,206.25,,9.07,3.278
2013-09-06,192.389,14.236,10.339,13.131,2.792,3.681,206.625,,7.972,3.431
2013-09-07,191.514,13.833,10.494,12.162,1.668,3.121,205.347,,10.104,3.292
2013-09-08,190.028,13.042,8.496,9.791,1.295,3.026,203.069,,11.639,3.184
2013-09-09,192.236,13.0,9.319,11.323,2.003,3.924,205.236,,9.174,2.688
2013-09-10,196.847,19.278,15.497,18.908,3.41,6.075,216.125,,19.0,4.0
2013-09-11,198.048,20.413,19.348,22.564,3.215,7.43,218.46,,30.643,4.607
2013-09-12,198.03,19.977,20.102,25.277,5.175,7.02,218.007,,39.042,4.903
2013-09-13,199.278,19.639,17.338,22.673,5.335,7.796,218.917,,48.132,5.181
2013-09-14,193.833,14.125,9.609,11.411,1.803,4.822,207.958,,36.056,3.889
2013-09-15,182.375,10.695,5.3,6.764,1.464,2.778,193.069,,6.667,1.931
2013-09-16,183.486,9.125,5.171,6.091,0.92,5.044,192.611,,6.861,1.55
2013-09-17,190.675,16.828,13.229,16.482,3.253,5.194,207.504,,10.731,2.836
2013-09-18,191.889,18.792,15.022,18.364,3.341,5.69,210.68,,14.539,3.139
2013-09-19,191.372,14.856,12.671,15.324,2.653,4.777,206.228,,14.611,2.855
2013-09-20,193.534,16.502,15.075,18.161,3.086,5.91,210.036,,22.125,3.541
2013-09-21,192.208,16.403,13.274,15.229,1.955,6.756,208.611,,24.667,3.806
2013-09-22,191.528,13.306,7.612,8.68,1.068,5.741,204.833,,27.111,3.542
2013-09-23,190.764,12.931,7.956,9.048,1.092,5.292,203.695,,25.507,3.083
2013-09-24,191.612,15.288,12.035,14.152,2.117,5.608,206.9,,23.042,3.402
2013-09-25,187.639,14.403,13.045,15.913,2.868,7.496,202.042,,21.243,3.471
2013-09-26,186.389,9.056,5.194,6.128,0.934,4.414,195.444,,7.465,1.806
2013-09-27,191.165,14.274,11.791,14.494,2.703,4.395,205.438,,10.111,2.617
2013-09-28,189.121,12.554,8.186,9.611,1.425,4.412,201.675,,12.215,2.472
2013-09-29,187.07,9.208,5.332,5.995,0.663,4.371,196.278,,11.201,2.111
2013-09-30,188.084,13.028,10.867,12.374,1.507,5.317,201.111,,17.042,2.611
2013-10-01,187.014,14.708,12.086,14.717,2.632,5.129,201.722,,18.166,3.333
2013-10-02,185.89,15.049,12.752,16.376,3.624,5.572,200.939,,13.292,2.857
2013-10-03,187.319,11.194,7.91,9.037,1.127,3.676,198.514,,14.528,2.965
2013-10-04,190.028,13.972,11.044,13.385,2.341,3.882,204.0,,15.562,3.153
2013-10-05,187.822,16.106,10.377,12.499,2.122,2.616,203.929,,15.0,3.571
2013-10-06,186.244,14.654,7.154,8.515,1.361,3.189,200.898,,11.194,2.944
2013-10-07,184.555,13.167,8.286,10.406,2.12,3.899,197.722,,11.34,2.597
2013-10-08,184.002,11.365,8.344,10.104,1.76,3.914,195.367,,11.385,2.472
2013-10-09,182.472,11.583,9.023,11.188,2.165,4.42,194.056,,7.977,2.597
2013-10-10,185.658,13.946,10.838,12.793,1.955,4.347,199.603,,13.382,2.765
2013-10-11,185.917,18.0,14.699,19.651,4.953,5.972,203.917,,23.632,3.821
2013-10-12,189.878,12.395,8.396,9.628,1.232,6.158,202.273,,28.111,3.125
2013-10-13,189.083,11.386,7.857,9.432,1.575,5.314,200.469,,12.32,2.551
2013-10-14,189.936,15.511,9.262,11.028,1.766,4.711,205.447,,17.076,3.097
2013-10-15,187.5,16.722,11.994,14.095,2.101,2.842,204.222,,17.708,3.361
2013-10-16,186.472,9.736,5.786,6.702,0.915,2.702,196.208,,6.264,1.861
2013-10-17,188.347,10.68,8.392,10.293,1.901,2.895,199.028,,9.377,2.389
2013-10-18,188.79,17.66,14.192,16.922,2.73,3.338,206.45,,14.861,3.37
2013-10-19,188.458,15.486,12.867,14.919,2.053,2.551,203.944,,13.826,3.527
2013-10-20,186.0,12.375,7.863,8.985,1.123,1.83,198.375,,6.687,2.833
2013-10-21,187.448,17.096,13.503,18.893,5.39,4.14,204.545,,10.375,3.523
2013-10-22,187.476,13.677,9.269,14.212,4.943,3.51,201.153,,8.8,3.125
2013-10-23,187.042,14.194,12.051,14.194,2.143,2.513,201.236,,6.695,2.861
2013-10-24,185.722,11.25,8.694,10.29,1.596,2.004,196.972,,6.91,2.5
2013-10-25,186.014,13.083,11.239,13.661,2.422,1.68,199.097,,4.479,3.014
2013-10-26,189.534,11.163,6.261,7.752,1.491,2.469,200.697,,12.76,3.105
2013-10-27,189.75,11.014,7.385,8.823,1.438,2.813,200.764,,16.183,3.059
2013-10-28,191.292,17.389,13.632,18.52,4.888,3.527,208.681,,17.492,3.847
2013-10-29,191.145,19.11,20.071,27.475,7.404,6.027,210.254,,26.333,4.653
2013-10-30,192.087,21.513,15.734,25.167,9.433,5.062,213.6,,33.108,4.917
2013-10-31,195.431,17.417,15.288,20.599,5.31,3.601,212.847,,31.408,5.82
2013-11-01,195.403,22.222,15.565,20.445,4.88,3.931,217.625,,32.142,5.889
2013-11-02,193.292,20.722,16.24,20.541,4.301,3.991,214.014,,33.992,5.958
2013-11-03,194.135,18.968,14.167,18.056,3.889,3.105,213.103,,33.6,6.889
2013-11-04,192.611,12.561,9.607,11.378,1.771,3.215,205.172,,15.442,4.899
2013-11-05,194.225,18.429,14.027,17.806,3.779,4.127,212.654,,27.183,5.014
2013-11-06,193.513,20.986,19.577,27.732,8.155,4.849,214.5,,31.6,5.664
2013-11-07,193.003,21.309,17.376,23.741,6.366,5.386,214.312,,31.842,4.903
2013-11-08,193.07,19.028,18.079,25.516,7.438,4.377,212.097,,27.328,4.653
2013-11-09,192.07,22.222,14.487,20.208,5.721,3.539,214.292,,22.222,4.736
2013-11-10,190.903,16.222,12.909,16.945,4.036,3.413,207.125,,19.632,4.555
2013-11-11,187.744,9.293,7.686,10.188,2.502,3.044,197.037,,7.094,2.377
2013-11-12,189.792,13.805,11.673,19.976,8.303,3.252,203.597,,10.825,3.254
2013-11-13,190.889,12.832,11.132,16.826,5.694,2.749,203.721,,7.532,3.139
2013-11-14,192.057,18.958,15.582,24.473,8.891,3.696,211.014,,16.16,4.263
2013-11-15,189.377,17.33,17.617,24.315,6.698,3.015,206.707,,14.243,4.722
2013-11-16,191.653,21.833,17.679,27.283,9.604,4.664,213.486,,27.076,6.028
2013-11-17,192.222,15.028,14.958,19.509,4.551,4.89,207.25,,36.472,5.5
2013-11-18,189.097,11.208,12.008,16.424,4.416,4.441,200.305,,11.303,3.125
2013-11-19,189.542,10.736,11.707,15.136,3.43,4.666,200.278,,12.139,2.754
2013-11-20,189.449,12.965,15.939,23.04,7.101,4.524,202.414,,16.654,3.474
2013-11-21,192.774,22.353,18.301,27.368,9.066,3.886,215.127,,17.632,3.903
2013-11-22,193.229,18.375,15.993,25.994,10.002,4.702,211.605,,14.611,4.009
2013-11-23,193.168,18.932,17.606,24.25,6.644,4.601,212.1,,19.715,4.666
2013-11-24,194.097,20.167,15.911,21.69,5.779,4.892,214.264,,35.16,5.944
2013-11-25,192.52,16.855,16.861,21.936,5.075,4.325,209.375,,19.452,5.541
2013-11-26,191.278,8.75,9.362,11.546,2.184,3.971,200.028,,9.493,2.667
2013-11-27,193.097,18.667,19.95,29.332,9.383,3.487,211.764,,18.014,4.525
2013-11-28,192.319,8.986,9.65,12.944,3.294,3.86,201.306,,9.861,3.173
2013-11-29,191.71,15.939,13.747,24.372,10.625,3.785,207.649,,10.653,3.889
2013-11-30,190.789,15.14,17.047,24.125,7.078,4.686,205.929,,14.82,4.416
2013-12-01,190.979,17.961,15.96,24.192,8.231,4.474,208.94,,23.43,4.847
2013-12-02,192.472,19.555,20.843,32.956,12.113,5.498,212.028,,32.493,6.0
2013-12-03,191.583,22.528,20.892,36.085,15.194,4.557,214.111,,18.368,5.236
2013-12-04,192.333,24.583,20.371,40.793,20.423,3.746,216.916,,23.396,6.056
2013-12-05,192.195,23.069,22.968,39.42,16.452,5.018,215.264,,29.853,6.444
2013-12-06,194.931,25.542,23.023,41.428,18.405,6.949,220.472,,49.316,7.197
2013-12-07,191.626,14.16,14.088,18.206,4.118,4.502,205.786,,19.389,4.292
2013-12-08,190.542,14.496,12.482,15.886,3.404,3.879,205.039,,17.958,4.341
2013-12-09,190.742,19.248,21.115,32.053,10.938,3.407,209.99,,22.66,5.375
2013-12-10,191.222,14.75,14.199,18.616,4.417,3.735,205.972,,13.486,4.875
2013-12-11,190.111,16.181,13.825,24.949,11.124,4.473,206.292,,17.713,4.5
2013-12-12,189.57,14.292,12.288,18.729,6.442,3.86,203.861,,11.09,3.555
2013-12-13,190.542,16.611,15.214,27.492,12.278,3.597,207.153,,12.264,4.13
2013-12-14,190.081,9.031,10.231,12.494,2.263,4.108,199.111,,13.424,3.053
