date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean,SO2_mean
2013-03-08,191.75,12.542,11.111,13.792,2.681,13.042,,204.292,4.708
2013-03-09,192.375,14.125,8.764,10.472,1.708,24.458,,206.5,5.458
2013-03-10,191.042,5.542,7.2,9.66,2.46,7.458,,196.583,3.583
2013-03-11,191.783,14.783,22.532,29.259,6.727,14.958,,206.565,5.708
2013-03-12,190.739,16.609,25.388,33.571,8.183,19.25,,207.348,8.304
2013-03-13,187.458,14.083,16.194,25.375,9.181,14.125,,201.542,4.125
2013-03-14,187.458,4.083,7.375,9.403,2.028,5.708,,191.542,3.083
2013-03-15,190.292,11.042,16.389,20.014,3.625,22.208,,201.333,5.292
2013-03-16,193.13,14.043,17.986,20.833,2.847,36.375,,207.174,6.708
2013-03-17,194.042,15.875,22.027,25.726,3.699,47.958,,209.917,8.5
2013-03-18,192.0,18.583,22.796,27.694,4.898,48.708,,210.583,7.542
2013-03-19,192.875,10.062,15.773,17.755,1.982,27.292,,202.938,5.75
2013-03-20,189.833,21.667,17.111,22.069,4.958,15.583,,211.5,4.25
2013-03-21,191.708,17.792,4.722,5.542,0.819,5.917,,209.5,3.125
2013-03-22,193.708,19.792,12.236,14.68,2.444,12.792,,213.5,4.667
2013-03-23,196.417,22.333,19.625,22.347,2.722,28.625,,218.75,7.875
2013-03-24,196.125,25.792,26.326,31.041,4.716,36.083,,221.917,9.75
2013-03-25,191.087,26.696,30.25,37.514,7.264,35.083,,217.783,10.75
2013-03-26,190.875,28.417,29.339,37.491,8.152,27.917,,219.292,4.958
2013-03-27,187.0,21.167,11.722,14.028,2.306,17.222,,208.167,4.5
2013-03-28,189.0,19.792,17.781,21.77,3.989,27.5,,208.792,5.667
2013-03-29,187.625,20.083,17.111,20.181,3.069,20.292,,207.708,5.5
2013-03-30,185.391,20.261,6.458,8.07,1.611,5.042,,205.652,2.917
2013-03-31,190.583,15.417,7.793,9.285,1.491,13.0,,206.0,4.042
2013-04-01,191.708,12.125,15.028,17.491,2.464,14.625,,203.833,4.167
2013-04-02,190.696,17.043,25.472,30.764,5.292,19.708,,207.739,3.5
2013-04-03,188.375,13.292,8.89,10.345,1.454,16.625,,201.667,3.042
2013-04-04,191.875,21.833,27.819,32.028,4.208,28.417,,213.708,7.917
2013-04-05,190.333,20.125,21.417,25.097,3.68,26.458,,210.458,5.875
2013-04-06,183.542,13.917,12.431,14.347,1.917,9.417,,197.458,2.708
2013-04-07,191.696,9.783,5.042,5.597,0.555,2.958,,201.478,3.125
2013-04-08,195.917,14.375,15.104,17.176,2.072,14.792,,210.292,4.913
2013-04-09,195.261,13.652,17.611,21.014,3.403,24.565,,208.913,5.333
2013-04-10,195.667,11.542,9.363,10.655,1.292,15.917,,207.208,4.25
2013-04-11,197.042,11.958,15.445,17.778,2.334,23.542,,209.0,4.708
2013-04-12,196.292,12.792,13.305,15.986,2.681,17.458,,209.083,4.125
2013-04-13,197.292,15.875,19.583,22.417,2.833,24.042,,213.167,6.25
2013-04-14,190.696,13.826,15.208,16.528,1.319,31.5,,204.522,7.042
2013-04-15,188.75,20.5,16.474,19.171,2.697,25.625,,209.25,6.625
2013-04-16,187.917,14.917,19.903,23.236,3.333,25.417,,202.833,7.625
2013-04-17,186.542,18.708,18.05,21.622,3.572,33.25,,205.25,5.25
2013-04-18,184.917,20.0,15.486,19.028,3.542,27.792,,204.917,6.0
2013-04-19,190.826,7.565,3.125,3.389,0.264,15.167,,198.391,4.042
2013-04-20,192.417,8.417,7.861,8.847,0.986,13.292,,200.833,3.292
2013-04-21,191.167,8.125,3.625,3.917,0.292,6.75,,199.292,2.5
2013-04-22,193.417,14.333,15.151,17.498,2.347,18.083,,207.75,4.458
2013-04-23,193.0,13.375,17.847,20.25,2.403,18.0,,206.375,4.292
2013-04-24,187.304,19.913,18.229,22.681,4.452,12.125,,207.217,3.5
2013-04-25,189.208,18.0,19.986,23.903,3.916,18.792,,207.208,6.167
2013-04-26,189.708,12.083,14.25,15.139,0.889,24.917,,201.792,5.0
2013-04-27,190.167,10.333,11.375,12.292,0.916,23.292,,200.5,5.208
2013-04-28,190.75,13.792,12.778,13.458,0.681,23.167,,204.542,5.458
2013-04-29,190.261,12.957,11.259,12.338,1.078,26.958,,203.217,5.458
2013-04-30,187.667,15.417,18.347,21.236,2.889,19.667,,203.083,5.292
2013-05-01,186.708,9.625,5.184,6.1,0.916,8.708,,196.333,3.125
2013-05-02,187.333,7.792,6.389,8.25,1.861,6.875,,195.125,3.0
2013-05-03,187.958,9.0,7.153,8.153,1.0,12.542,,196.958,3.208
2013-05-04,188.826,10.957,6.111,7.111,1.0,16.25,,199.783,3.25
2013-05-05,189.375,11.25,10.125,10.972,0.847,22.417,,200.625,5.25
2013-05-06,188.917,12.875,11.867,13.152,1.284,30.125,,201.792,7.167
2013-05-07,187.083,7.75,2.556,3.014,0.458,11.25,,194.833,3.5
2013-05-08,188.208,14.0,17.349,20.253,2.904,11.708,,202.208,5.391
2013-05-09,189.591,33.136,31.93,36.722,4.792,29.522,,222.727,12.333
2013-05-10,187.458,20.875,22.194,25.986,3.792,29.292,,208.333,5.5
2013-05-11,185.667,22.458,14.07,19.153,5.083,19.583,,208.125,3.417
2013-05-12,188.125,18.25,12.306,14.556,2.25,22.125,,206.375,6.458
2013-05-13,187.708,20.292,14.522,17.093,2.571,27.0,,208.0,7.583
2013-05-14,186.739,24.043,12.778,14.722,1.944,26.5,,210.783,6.292
2013-05-15,186.167,27.833,11.784,13.638,1.854,26.25,,214.0,6.75
2013-05-16,187.875,17.042,3.389,3.792,0.403,28.333,,204.917,4.792
2013-05-17,188.542,14.083,8.18,9.764,1.583,13.75,,202.625,5.208
2013-05-18,187.208,15.792,9.083,10.555,1.472,19.417,,203.0,4.833
2013-05-19,184.348,16.478,4.778,5.542,0.764,9.583,,200.826,3.458
2013-05-20,186.583,28.542,16.312,19.035,2.723,16.917,,215.125,6.292
2013-05-21,190.75,30.917,20.639,22.986,2.347,46.708,,221.667,9.583
2013-05-22,191.0,28.417,21.715,23.601,1.886,47.667,,219.417,10.0
2013-05-23,190.375,20.042,15.472,16.708,1.236,26.583,,210.417,7.75
2013-05-24,189.13,16.652,14.986,16.68,1.694,15.292,,205.783,6.0
2013-05-25,188.25,17.167,11.042,12.444,1.403,22.875,,205.417,5.417
2013-05-26,186.667,18.25,5.972,6.625,0.653,18.583,,204.917,4.625
2013-05-27,186.125,19.833,6.927,8.426,1.499,15.208,,205.958,4.208
2013-05-28,183.75,20.542,5.806,7.486,1.681,9.833,,204.292,3.417
2013-05-29,181.87,35.217,11.371,14.659,3.288,11.208,,217.087,3.542
2013-05-30,190.958,39.917,20.681,23.792,3.111,33.583,,230.875,8.042
2013-05-31,189.042,25.375,13.444,15.75,2.305,18.083,,214.417,5.667
2013-06-01,188.208,22.333,12.375,14.542,2.166,16.609,,210.542,5.083
2013-06-02,187.708,24.083,9.764,10.722,0.958,16.292,,211.792,5.292
2013-06-03,189.739,24.304,11.986,13.755,1.769,22.583,,214.043,5.625
2013-06-04,188.458,22.5,12.708,14.542,1.833,18.458,,210.958,6.375
2013-06-05,187.667,23.208,12.328,14.331,2.002,20.792,,210.875,6.125
2013-06-06,187.304,25.174,11.889,13.611,1.722,18.522,,212.478,5.333
2013-06-07,187.167,21.667,8.389,9.667,1.278,16.375,,208.833,4.667
2013-06-08,188.125,20.792,11.472,12.653,1.181,22.542,,208.917,6.292
2013-06-09,187.292,20.333,7.347,8.014,0.667,21.417,,207.625,4.25
2013-06-10,185.083,21.083,7.928,9.283,1.354,13.292,,206.167,4.417
2013-06-11,183.652,24.783,9.028,10.861,1.833,10.583,,208.435,4.0
2013-06-12,181.792,29.417,10.441,12.515,2.074,11.261,,211.208,3.875
2013-06-13,180.25,37.75,9.584,11.444,1.861,14.917,,218.0,3.833
2013-06-14,181.208,39.458,12.208,14.361,2.153,21.958,,220.667,5.125
2013-06-15,181.583,43.917,12.486,14.889,2.403,14.75,,225.5,3.542
2013-06-16,180.783,43.739,8.222,9.625,1.403,9.667,,224.522,3.583
2013-06-17,182.167,42.167,17.493,21.774,4.281,16.958,,224.333,7.208
2013-06-18,179.583,39.792,15.861,19.5,3.639,18.875,,219.375,6.75
2013-06-19,177.833,41.333,11.857,17.046,5.188,13.875,,219.167,4.542
2013-06-20,185.667,40.917,15.57,18.166,2.597,8.583,,226.583,3.375
2013-06-21,186.739,35.609,13.0,14.917,1.917,11.333,,222.348,4.045
2013-06-22,188.083,31.583,14.139,17.028,2.889,14.792,,219.667,6.375
2013-06-23,189.917,34.75,13.917,15.681,1.764,22.292,,224.667,7.125
2013-06-24,188.5,30.458,11.435,13.079,1.644,21.583,,218.958,6.042
2013-06-25,189.0,30.167,12.778,15.222,2.444,18.625,,219.167,5.125
2013-06-26,183.478,30.043,8.09,9.425,1.336,5.25,,213.522,3.083
2013-06-27,188.833,32.75,13.695,16.389,2.695,11.167,,221.583,5.417
2013-06-28,189.292,32.167,12.556,15.528,2.972,14.958,,221.458,4.667
2013-06-29,189.208,30.417,9.833,12.056,2.222,15.792,,219.625,4.708
2013-06-30,186.458,25.875,5.264,6.139,0.875,9.083,,212.333,4.125
2013-07-01,185.609,25.696,7.691,10.198,2.507,9.792,,211.304,4.25
2013-07-02,184.833,28.083,9.764,12.486,2.722,10.917,,212.917,4.042
2013-07-03,182.542,30.083,12.624,16.04,3.417,9.25,,212.625,3.708
2013-07-04,181.5,38.375,17.472,23.069,5.597,14.583,,219.875,5.0
2013-07-05,179.25,43.875,16.0,23.319,7.319,16.333,,223.125,5.833
2013-07-06,180.087,43.0,12.778,19.819,7.042,13.833,,223.087,5.125
2013-07-07,179.542,40.083,9.375,12.153,2.778,14.333,,219.625,5.583
2013-07-08,182.125,44.167,13.598,18.523,4.924,19.708,,226.292,6.458
2013-07-09,183.167,45.792,18.639,24.472,5.834,23.333,,228.958,8.583
2013-07-10,184.391,44.87,22.474,28.794,6.321,23.522,,229.261,10.292
2013-07-11,184.542,41.333,21.916,26.847,4.931,25.917,,225.875,9.833
2013-07-12,184.375,40.625,18.472,26.097,7.625,21.5,,225.0,8.167
2013-07-13,182.083,41.333,10.861,15.347,4.486,16.292,,223.417,4.5
2013-07-14,185.167,40.417,8.875,12.653,3.778,15.458,,225.583,3.792
2013-07-15,182.739,38.478,7.645,10.959,3.314,8.083,,221.217,2.542
2013-07-16,186.0,39.542,11.111,16.389,5.278,12.0,,225.542,3.667
2013-07-17,182.75,38.917,16.26,19.912,3.652,26.417,,221.667,6.375
2013-07-18,182.458,34.0,11.014,15.0,3.986,18.958,,216.458,4.292
2013-07-19,184.667,31.5,9.708,11.417,1.708,14.25,,216.167,4.0
2013-07-20,190.739,31.087,12.917,15.07,2.153,19.458,,221.826,5.583
2013-07-21,189.0,31.667,11.806,12.833,1.028,27.0,,220.667,6.583
2013-07-22,185.458,35.583,11.794,14.257,2.463,28.917,,221.042,5.333
2013-07-23,185.5,38.167,15.083,18.889,3.805,21.417,,223.667,6.125
2013-07-24,183.792,35.458,16.282,20.53,4.248,18.75,,219.25,6.375
2013-07-25,192.13,34.826,16.55,20.018,3.468,28.125,,226.957,5.875
2013-07-26,195.75,37.375,14.944,17.792,2.847,34.583,,233.125,6.125
2013-07-27,192.5,37.042,10.861,13.042,2.181,33.583,,229.542,5.042
2013-07-28,189.708,32.792,6.347,7.861,1.514,23.958,,222.5,3.417
2013-07-29,186.5,34.917,15.651,23.096,7.446,21.833,,221.417,5.042
2013-07-30,185.565,39.609,14.194,18.139,3.944,27.875,,225.174,3.0
2013-07-31,188.917,43.958,14.828,18.935,4.107,33.125,,232.875,4.708
2013-08-01,184.792,40.292,13.264,17.0,3.736,20.375,,225.083,3.5
2013-08-02,189.042,33.333,6.625,8.319,1.694,21.583,,222.375,2.917
2013-08-03,189.458,32.667,8.986,10.944,1.958,23.625,,222.125,3.75
2013-08-04,188.435,33.739,8.25,10.472,2.222,19.042,,222.174,3.792
2013-08-05,184.458,34.833,9.482,13.158,3.676,16.208,,219.292,3.875
2013-08-06,185.917,39.125,11.194,13.153,1.958,17.167,,225.042,3.792
2013-08-07,189.042,40.75,13.989,17.138,3.149,25.958,,229.792,4.042
2013-08-08,188.208,42.0,15.236,18.222,2.986,31.167,,230.208,4.25
2013-08-09,189.381,45.857,18.597,21.084,2.486,40.913,,235.238,6.217
2013-08-10,191.333,41.875,12.75,13.861,1.111,42.292,,233.208,6.167
2013-08-11,190.125,39.208,8.917,9.694,0.778,38.125,,229.333,5.292
2013-08-12,189.0,35.125,6.829,7.933,1.104,28.625,,224.125,5.333
2013-08-13,192.083,30.917,8.778,9.847,1.069,35.125,,223.0,6.167
2013-08-14,191.826,30.522,7.516,8.524,1.009,40.792,,222.348,5.458
2013-08-15,190.0,30.917,5.833,6.736,0.903,44.75,,220.917,4.458
2013-08-16,186.917,27.542,5.889,7.083,1.195,40.458,,214.458,3.708
2013-08-17,186.208,29.958,5.889,7.583,1.694,28.875,,216.167,3.542
2013-08-18,183.833,26.417,5.472,7.055,1.583,20.792,,210.25,3.708
2013-08-19,182.609,29.261,8.885,12.1,3.216,16.917,,211.87,3.542
2013-08-20,182.458,28.833,10.5,13.736,3.236,14.042,,211.292,4.292
2013-08-21,180.375,32.042,11.492,14.47,2.978,15.625,,212.417,4.458
2013-08-22,179.083,33.667,13.264,17.514,4.25,13.958,,212.75,5.167
2013-08-23,180.364,32.182,11.778,17.931,6.153,12.375,,212.545,4.25
2013-08-24,181.478,28.435,10.208,14.556,4.347,8.333,,209.913,2.583
2013-08-25,184.583,28.0,7.431,9.611,2.18,9.042,,212.583,2.917
2013-08-26,192.375,25.208,11.115,15.376,4.26,12.417,,217.583,4.875
2013-08-27,191.25,22.208,10.958,14.805,3.847,11.0,,213.458,5.167
2013-08-28,194.292,25.0,13.383,15.971,2.587,24.333,,219.292,5.417
2013-08-29,196.261,23.304,14.667,16.986,2.319,32.583,,219.565,5.875
2013-08-30,185.542,26.542,14.931,20.792,5.861,16.208,,212.083,4.417
2013-08-31,183.708,25.667,9.764,13.333,3.569,12.375,,209.375,3.708
2013-09-01,189.792,22.375,4.889,5.569,0.681,6.458,,212.167,3.0
2013-09-02,188.375,28.917,17.836,25.337,7.501,10.5,,217.292,4.792
2013-09-03,184.652,22.174,9.194,13.806,4.611,5.875,,206.826,3.458
2013-09-04,184.667,18.083,9.735,11.442,1.707,3.042,,202.75,4.458
2013-09-05,187.667,16.333,8.597,11.153,2.555,5.167,,204.0,4.583
2013-09-06,189.292,18.125,10.903,13.833,2.93,6.667,,207.417,5.292
2013-09-07,188.917,17.208,9.681,11.681,2.0,9.667,,206.125,4.083
2013-09-08,188.0,18.739,6.472,7.903,1.431,7.708,,206.739,3.5
2013-09-09,189.75,18.042,8.478,10.667,2.188,7.958,,207.792,4.25
2013-09-10,191.381,18.714,11.583,13.819,2.236,14.739,,210.095,5.042
2013-09-11,193.542,20.875,15.382,17.789,2.408,28.625,,214.417,6.625
2013-09-12,194.833,27.5,17.514,20.847,3.334,43.875,,222.333,6.042
2013-09-13,192.958,28.083,14.0,17.472,3.472,49.5,,221.042,5.364
2013-09-14,189.917,22.958,9.903,12.264,2.361,37.083,,212.875,4.0
2013-09-15,180.522,17.522,4.472,5.43,0.958,7.875,,198.043,3.083
2013-09-16,183.75,13.167,4.893,5.342,0.449,5.708,,196.917,6.417
2013-09-17,189.958,17.375,12.417,15.403,2.986,9.333,,207.333,5.917
2013-09-18,189.625,14.875,13.52,16.462,2.943,11.708,,204.5,5.333
2013-09-19,189.167,15.292,12.972,15.597,2.625,13.917,,204.458,5.0
2013-09-20,187.957,20.609,13.555,16.333,2.778,18.917,,208.565,4.792
2013-09-21,188.292,17.375,11.5,13.444,1.944,23.125,,205.667,4.75
2013-09-22,188.708,14.875,7.0,8.083,1.083,26.5,,203.583,4.167
2013-09-23,188.208,14.5,8.58,10.341,1.761,27.917,,202.708,4.25
2013-09-24,188.333,17.875,11.625,13.486,1.861,23.167,,206.208,4.5
2013-09-25,187.261,16.348,9.795,11.82,2.025,20.0,,203.609,4.625
2013-09-26,186.417,9.25,4.833,5.319,0.486,4.708,,195.667,4.917
2013-09-27,190.417,18.667,12.945,15.653,2.708,7.5,,209.083,5.083
2013-09-28,189.625,12.75,9.834,12.222,2.389,12.75,,202.375,4.333
2013-09-29,187.625,10.583,6.097,7.153,1.056,11.208,,198.208,4.042
2013-09-30,187.652,17.043,11.026,13.47,2.444,16.125,,204.696,4.5
2013-10-01,184.917,16.333,7.819,10.125,2.305,14.375,,201.25,3.875
2013-10-02,184.75,15.583,11.802,15.351,3.55,11.75,,200.333,4.208
2013-10-03,186.417,10.75,6.444,7.472,1.028,12.75,,197.167,3.917
2013-10-04,189.083,15.292,11.125,13.986,2.861,11.542,,204.375,4.25
2013-10-05,186.391,15.304,10.569,14.111,3.542,14.042,,201.696,3.292
2013-10-06,184.75,15.583,7.417,9.153,1.736,13.042,,200.333,3.083
2013-10-07,183.208,15.542,8.683,12.59,3.906,10.917,,198.75,3.0
2013-10-08,183.292,16.5,10.778,15.07,4.292,12.458,,199.792,3.208
2013-10-09,180.875,14.333,6.187,8.241,2.054,6.375,,195.208,2.458
2013-10-10,183.545,17.273,9.833,12.222,2.389,11.435,,200.818,2.917
2013-10-11,184.917,22.417,15.097,22.167,7.069,20.458,,207.333,5.083
2013-10-12,188.5,13.375,6.778,7.764,0.986,20.5,,201.875,4.917
2013-10-13,189.0,11.083,5.417,6.458,1.042,9.0,,200.083,4.125
2013-10-14,188.958,11.125,8.906,10.72,1.814,13.125,,200.083,4.083
2013-10-15,186.913,13.87,10.444,12.764,2.319,15.417,,200.783,3.125
2013-10-16,186.542,10.583,4.843,5.67,0.826,3.667,,197.125,3.167
2013-10-17,190.333,10.083,7.861,10.569,2.708,8.833,,200.417,3.042
2013-10-18,190.208,14.833,11.653,14.389,2.736,13.125,,205.042,3.0
2013-10-19,189.208,12.875,13.125,15.625,2.5,11.125,,202.083,3.0
2013-10-20,185.565,13.87,7.778,9.167,1.389,6.583,,199.435,2.208
2013-10-21,185.333,16.25,12.345,17.101,4.756,8.167,,201.583,3.292
2013-10-22,185.417,12.167,9.431,13.695,4.264,7.0,,197.583,3.125
2013-10-23,184.75,12.625,10.207,12.779,2.572,6.75,,197.375,2.625
2013-10-24,184.0,12.542,7.375,9.694,2.319,6.958,,196.542,2.25
2013-10-25,185.261,15.783,11.639,14.972,3.333,4.583,,201.043,2.042
2013-10-26,189.917,10.875,7.291,8.847,1.556,11.042,,200.792,3.042
2013-10-27,190.958,10.042,6.292,7.569,1.278,14.292,,201.0,3.0
2013-10-28,190.917,11.75,12.072,15.346,3.273,14.75,,202.667,3.208
2013-10-29,190.958,19.458,20.083,25.305,5.222,23.042,,210.417,4.875
2013-10-30,190.783,17.0,13.255,17.772,4.517,28.667,,207.783,4.167
2013-10-31,194.542,16.375,12.736,16.18,3.444,29.667,,210.917,3.75
2013-11-01,194.333,14.875,14.722,18.083,3.361,30.25,,209.208,3.375
2013-11-02,191.792,14.5,15.403,18.667,3.264,26.75,,206.292,3.958
2013-11-03,192.667,16.167,12.18,14.389,2.208,26.25,,208.833,2.958
2013-11-04,194.217,13.304,9.115,10.85,1.735,15.583,,207.522,3.25
2013-11-05,193.5,11.625,12.875,15.569,2.695,25.167,,205.125,3.5
2013-11-06,193.542,15.5,17.821,22.772,4.951,25.833,,209.042,3.792
2013-11-07,196.75,17.708,16.528,20.875,4.347,27.25,,214.458,4.87
2013-11-08,192.913,17.565,14.319,17.514,3.195,21.652,,210.478,3.833
2013-11-09,191.5,14.75,14.472,18.43,3.959,16.208,,206.25,3.125
2013-11-10,190.75,20.25,12.528,16.153,3.625,14.667,,211.0,2.917
2013-11-11,188.958,8.917,6.744,9.509,2.765,5.25,,197.875,2.708
2013-11-12,191.417,11.333,11.528,18.055,6.528,8.167,,202.75,2.833
2013-11-13,191.174,10.391,10.19,14.939,4.749,4.375,,201.565,2.333
2013-11-14,191.708,13.292,14.75,21.097,6.347,10.0,,205.0,2.708
2013-11-15,189.417,18.083,16.861,24.792,7.93,10.833,,207.5,2.542
2013-11-16,191.708,15.333,16.542,22.75,6.208,19.958,,207.042,4.083
2013-11-17,192.167,13.333,14.236,18.556,4.319,32.042,,205.5,3.875
2013-11-18,190.478,9.739,11.525,15.933,4.408,8.5,,200.217,3.25
2013-11-19,191.583,15.625,12.43,16.944,4.514,7.833,,207.208,2.75
2013-11-20,191.958,13.667,14.106,19.665,5.559,12.125,,205.625,2.958
2013-11-21,192.417,14.25,16.625,24.056,7.431,14.333,,206.667,3.167
2013-11-22,192.583,15.125,17.625,27.014,9.389,13.125,,207.708,3.667
2013-11-23,190.565,23.913,19.569,27.791,8.222,20.083,,214.478,5.083
2013-11-24,190.167,16.0,13.736,17.514,3.778,27.958,,206.167,4.333
2013-11-25,188.542,13.083,17.357,23.097,5.741,18.792,,201.625,4.042
2013-11-26,188.458,8.292,9.75,13.0,3.25,7.708,,196.75,3.458
2013-11-27,190.042,17.167,17.046,24.504,7.457,12.917,,207.208,3.833
2013-11-28,190.043,7.696,9.43,12.541,3.111,6.875,,197.739,3.667
2013-11-29,191.083,11.375,14.056,22.75,8.695,7.208,,202.458,3.333
2013-11-30,191.25,16.375,17.542,25.611,8.069,13.542,,207.625,4.708
2013-12-01,190.667,14.125,14.334,19.347,5.014,18.333,,204.792,4.292
2013-12-02,192.083,17.833,21.689,30.477,8.788,27.792,,209.917,5.042
2013-12-03,190.565,18.87,25.055,38.792,13.736,19.042,,209.435,5.292
2013-12-04,190.75,24.958,20.461,32.268,11.807,20.583,,215.708,4.417
2013-12-05,192.375,26.5,27.528,46.417,18.889,29.083,,218.875,5.625
2013-12-06,193.708,23.917,23.0,39.403,16.403,45.25,,217.625,6.542
2013-12-07,191.833,26.333,16.042,22.722,6.68,17.833,,218.167,4.417
2013-12-08,190.261,12.957,12.945,15.305,2.361,15.458,,203.217,4.5
2013-12-09,190.5,15.167,19.399,28.223,8.824,19.792,,205.667,4.125
2013-12-10,191.083,11.542,14.528,19.431,4.903,9.875,,202.625,4.167
2013-12-11,190.091,10.682,15.839,25.292,9.454,14.826,,200.773,4.708
2013-12-12,189.292,7.167,13.417,18.431,5.014,8.083,,196.458,3.458
2013-12-13,190.292,11.667,14.972,24.917,9.945,10.875,,201.958,3.5
2013-12-14,190.875,13.542,14.028,19.764,5.736,11.375,,204.417,3.833
2013-12-15,190.792,6.833,8.958,11.278,2.32,13.0,,197.625,4.583
2013-12-16,190.043,8.652,12.197,17.637,5.44,9.0,,198.696,3.565
2013-12-17,189.458,11.208,14.041,20.861,6.819,8.375,,200.667,3.75
2013-12-18,188.167,10.458,14.012,17.555,3.543,6.792,,198.625,3.0
2013-12-19,187.917,12.25,15.264,23.708,8.444,9.667,,200.167,3.708
2013-12-20,189.0,6.208,10.542,15.167,4.625,10.917,,195.208,3.625
2013-12-21,189.652,9.261,12.917,17.139,4.222,8.417,,198.913,3.0
2013-12-22,191.25,7.792,9.236,11.055,1.819,13.833,,199.042,3.125
2013-12-23,191.583,13.292,13.004,16.962,3.958,11.083,,204.875,3.5
2013-12-24,190.875,11.75,10.333,16.306,5.972,10.042,,202.625,3.292
2013-12-25,191.75,11.125,18.99,26.523,7.533,14.333,,202.875,3.958
2013-12-26,191.174,24.0,23.028,43.042,20.014,23.625,,215.174,3.75
2013-12-27,192.682,10.773,15.514,22.75,7.236,21.25,,203.455,4.792
2013-12-28,190.458,7.667,11.986,16.139,4.153,8.542,,198.125,3.375
2013-12-29,190.042,8.5,10.417,12.75,2.333,8.958,,198.542,3.625
2013-12-30,191.375,12.375,14.26,18.424,4.164,17.167,,203.75,4.208
2013-12-31,193.708,14.458,16.583,21.778,5.194,28.375,,208.167,5.708
2014-01-01,191.87,4.043,4.028,4.986,0.958,6.75,,195.913,3.292
2014-01-02,193.458,4.833,5.792,7.055,1.264,11.667,,198.292,3.583
2014-01-03,193.667,8.333,10.361,12.694,2.333,10.292,,202.0,3.542
2014-01-04,193.5,9.542,13.444,17.278,3.833,15.75,,203.042,4.375
2014-01-05,193.708,16.583,16.92,23.56,6.64,22.958,,210.292,5.042
2014-01-06,193.348,15.043,16.847,24.528,7.681,24.0,,208.391,4.375
2014-01-07,190.273,4.818,9.296,11.961,2.665,7.864,,195.091,3.522
2014-01-08,191.792,6.042,11.014,13.875,2.861,12.292,,197.833,3.333
2014-01-09,191.792,7.083,12.083,16.194,4.111,13.042,,198.875,3.708
2014-01-10,192.125,7.292,11.778,14.861,3.083,15.083,,199.417,3.958
2014-01-11,192.458,6.875,9.986,12.167,2.181,14.208,,199.333,4.583
2014-01-12,192.783,6.522,10.129,12.179,2.05,10.792,,199.304,3.458
2014-01-13,191.958,9.792,12.18,15.403,3.222,7.833,,201.75,3.083
2014-01-14,192.333,13.792,19.795,25.24,5.445,14.333,,206.125,4.125
2014-01-15,188.333,7.583,11.597,13.806,2.208,6.917,,195.917,3.042
2014-01-16,192.375,13.125,19.139,23.153,4.014,18.792,,205.5,4.208
2014-01-17,196.217,7.478,9.653,11.861,2.208,24.417,,203.696,4.667
2014-01-18,193.792,9.042,14.041,16.389,2.347,16.458,,202.833,4.417
2014-01-19,195.25,14.167,17.08,22.404,5.324,26.583,,209.417,4.625
2014-01-20,196.417,14.375,17.292,23.834,6.542,27.375,,210.792,4.708
2014-01-21,196.125,11.625,21.382,25.939,4.557,26.792,,207.75,4.708
2014-01-22,191.125,25.625,17.833,25.166,7.333,22.0,,216.75,4.042
2014-01-23,190.333,13.917,8.417,10.07,1.653,8.667,,204.25,2.208
2014-01-24,191.917,17.917,17.5,23.805,6.305,12.542,,209.833,3.333
2014-01-25,192.542,18.208,14.5,17.208,2.708,22.958,,210.75,3.375
2014-01-26,193.5,21.292,20.937,31.317,10.381,24.417,,214.792,2.375
2014-01-27,191.875,15.75,13.833,20.361,6.528,13.333,,207.625,2.625
2014-01-28,191.708,12.375,6.718,8.452,1.734,7.542,,204.083,2.292
2014-01-29,192.522,16.304,17.334,24.486,7.153,10.25,,208.826,2.833
2014-01-30,190.917,16.083,16.889,25.014,8.125,16.0,,207.0,2.375
2014-01-31,191.5,9.458,6.347,7.445,1.097,15.083,,200.958,2.625
2014-02-01,190.833,10.083,8.569,10.444,1.875,10.167,,200.917,2.0
2014-02-02,190.833,10.625,11.779,16.444,4.665,8.75,,201.458,2.167
2014-02-03,189.542,8.542,10.292,12.889,2.597,10.208,,198.083,2.292
2014-02-04,190.5,14.792,15.571,21.983,6.411,11.583,,205.292,2.958
2014-02-05,191.391,13.174,12.431,17.042,4.611,17.25,,204.565,4.042
2014-02-06,189.958,11.458,13.81,17.244,3.433,10.375,,201.417,3.5
2014-02-07,191.333,13.792,16.93,21.097,4.167,17.708,,205.125,3.75
2014-02-08,191.917,15.375,11.722,14.625,2.903,19.208,,207.292,3.375
2014-02-09,191.458,5.917,8.583,11.576,2.993,10.083,,197.375,2.042
2014-02-10,191.625,8.458,13.333,16.111,2.778,18.5,,200.083,3.042
2014-02-11,193.708,16.75,21.12,25.889,4.769,34.208,,210.458,4.708
2014-02-12,193.905,17.762,18.667,25.944,7.278,29.826,,211.667,4.652
2014-02-13,190.333,12.667,11.347,15.167,3.819,7.875,,203.0,4.125
2014-02-14,190.917,13.125,14.361,17.486,3.125,13.375,,204.042,4.958
2014-02-15,191.667,12.0,10.181,11.625,1.444,30.542,,203.667,5.917
2014-02-16,191.25,14.125,16.143,19.177,3.034,17.0,,205.375,5.333
2014-02-17,191.0,16.042,17.903,22.083,4.181,20.292,,207.042,5.0
2014-02-18,189.792,10.75,7.832,9.734,1.902,7.083,,200.542,3.625
