date,NO2_mean,NOX_mean,NO_mean,SPM_mean,PM25_mean,SO2_mean,HUM_max,HUM_mean,HUM_min,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean,CO_mean
2012-07-09,13.0,18.667,5.667,19.62,13.833,1.945,94.0,72.083,50.0,,27.2,22.375,16.6,186.175,14.221,200.396,3.5
2012-07-10,16.266,22.755,6.49,24.0,16.0,9.514,92.0,69.333,48.0,,29.3,24.742,21.0,187.186,15.13,202.315,3.937
2012-07-11,12.578,18.802,6.224,22.412,12.695,2.542,92.0,74.5,54.0,,28.8,24.867,21.1,183.48,10.562,194.042,3.0
2012-07-12,8.323,13.297,4.974,24.896,9.056,1.875,93.0,86.417,82.0,,24.6,23.742,22.7,176.667,8.854,185.52,1.99
2012-07-13,13.26,20.906,7.646,30.547,12.944,1.875,96.0,85.792,69.0,,27.7,24.05,22.1,178.748,12.68,191.428,2.347
2012-07-14,12.76,18.849,6.088,38.891,17.597,2.056,97.0,80.958,59.0,,30.0,25.45,22.6,177.922,15.444,193.366,2.453
2012-07-15,6.401,11.505,5.104,22.844,9.25,1.431,89.0,79.167,59.0,,30.3,25.783,23.6,176.312,8.312,184.625,1.875
2012-07-16,7.255,14.13,6.875,21.875,9.167,1.653,88.0,74.125,58.0,,30.4,26.333,23.4,177.964,7.673,185.638,2.009
2012-07-17,13.078,25.509,12.432,27.479,12.931,3.0,85.0,69.292,50.0,,31.6,27.254,24.0,183.37,14.334,197.704,3.055
2012-07-18,15.106,19.194,4.088,34.894,19.389,2.246,89.0,72.417,54.0,,31.1,26.192,21.8,193.521,17.0,210.521,4.162
2012-07-19,14.355,20.834,6.48,34.734,21.222,2.053,89.0,70.333,44.0,,33.3,25.429,19.0,196.142,23.189,219.33,3.986
2012-07-20,8.089,13.618,5.529,18.854,10.208,0.518,84.0,79.625,74.0,,19.3,18.008,16.5,189.916,12.312,202.229,3.422
2012-07-21,10.516,15.333,4.818,15.12,8.819,0.111,95.0,84.583,76.0,,19.5,17.45,15.0,192.958,11.333,204.292,3.653
2012-07-22,7.0,9.349,2.349,20.271,12.722,0.653,95.0,87.25,78.0,,20.9,18.375,16.4,189.64,10.564,200.204,3.73
2012-07-23,12.078,17.865,5.786,21.58,12.389,0.736,90.0,76.125,56.0,,27.0,22.929,18.6,191.292,15.312,206.604,4.07
2012-07-24,30.422,36.74,6.318,40.87,24.727,3.694,93.0,74.125,47.0,,30.8,25.362,21.3,193.458,28.621,222.079,5.044
2012-07-25,34.943,46.495,11.552,51.841,28.985,5.736,92.0,71.083,42.0,,31.7,27.171,22.9,194.296,23.88,218.174,5.306
2012-07-26,27.785,33.812,6.026,73.6,40.351,4.653,91.0,71.208,46.0,,33.3,28.375,24.0,197.646,24.688,222.334,5.397
2012-07-27,23.088,28.417,5.328,66.594,35.278,5.069,90.0,73.625,54.0,,32.9,27.917,24.5,189.146,17.396,206.542,5.028
2012-07-28,18.745,25.677,6.932,34.896,16.986,3.458,90.0,74.625,56.0,,31.9,27.621,24.3,181.504,12.898,194.402,3.028
2012-07-29,11.359,15.094,3.734,26.615,14.111,3.5,91.0,71.792,52.0,,32.6,27.821,24.6,181.584,9.042,190.625,3.375
2012-07-30,9.046,18.378,9.332,18.068,8.18,2.653,88.0,69.958,49.0,,32.1,27.833,24.6,177.14,7.852,184.991,2.245
2012-07-31,11.029,17.478,6.448,21.788,9.917,2.282,87.0,66.75,45.0,,32.1,27.392,23.6,183.266,11.549,194.814,3.667
2012-08-01,10.802,17.844,7.042,24.052,9.764,1.361,92.0,72.875,52.0,,31.2,27.071,23.4,184.354,11.708,196.062,3.171
2012-08-02,10.925,17.199,6.273,20.151,8.125,2.099,89.0,66.292,43.0,,32.8,28.462,24.5,181.542,9.0,190.542,2.847
2012-08-03,9.907,16.902,6.995,18.094,8.845,1.632,85.0,67.75,47.0,,32.6,27.646,24.2,183.282,11.74,195.022,3.659
2012-08-04,7.828,12.651,4.823,21.712,9.528,0.833,90.0,73.833,57.0,,30.3,26.629,23.1,183.396,11.375,194.77,3.25
2012-08-05,8.161,12.25,4.089,20.5,8.625,2.333,90.0,70.667,46.0,,31.9,28.008,24.1,181.062,12.104,193.166,2.717
2012-08-06,15.194,28.906,13.712,17.181,7.431,2.083,95.0,84.125,67.0,,29.1,25.062,23.1,178.646,12.166,190.812,3.722
2012-08-07,16.547,23.487,6.94,32.684,18.958,1.678,94.0,71.75,49.0,,31.2,26.646,22.2,189.292,28.625,217.917,3.728
2012-08-08,7.212,10.668,3.457,14.423,8.195,0.52,85.0,68.917,49.0,,27.9,23.529,20.4,186.012,9.162,195.175,2.958
2012-08-09,8.816,12.51,3.694,15.088,6.444,0.587,81.0,64.083,43.0,,28.5,23.5,19.7,188.076,9.943,198.019,3.225
2012-08-10,13.906,18.819,4.913,27.589,16.681,2.0,83.0,70.917,50.0,,29.3,24.746,20.1,187.792,11.0,198.792,3.667
2012-08-11,11.333,15.729,4.396,25.911,13.208,1.903,88.0,75.625,58.0,,30.4,26.854,24.8,180.75,7.396,188.146,2.723
2012-08-12,9.719,13.125,3.406,23.531,10.931,1.805,90.0,76.5,56.0,,29.6,26.125,23.3,184.932,10.096,195.027,2.833
2012-08-13,8.281,12.172,3.89,25.448,10.5,1.792,89.0,73.542,53.0,,32.1,27.546,24.3,179.667,7.896,187.562,2.325
2012-08-14,12.739,17.255,4.516,23.662,10.778,1.819,92.0,80.458,68.0,,27.8,25.879,24.1,180.854,9.77,190.625,2.986
2012-08-15,8.016,12.948,4.932,24.635,10.333,1.097,91.0,76.792,57.0,,31.5,26.538,23.0,183.148,9.484,192.633,2.587
2012-08-16,9.495,16.302,6.807,20.115,8.292,1.486,88.0,74.0,55.0,,30.9,27.412,24.7,178.23,9.73,187.958,2.208
2012-08-17,13.416,21.167,7.75,29.781,14.5,2.347,90.0,69.208,48.0,,33.6,28.471,24.6,181.979,13.105,195.084,3.372
2012-08-18,14.359,20.635,6.276,20.198,9.583,2.25,91.0,75.625,60.0,,29.7,26.042,23.7,186.115,14.899,201.014,4.014
2012-08-19,7.318,10.136,2.818,16.396,6.125,1.319,89.0,68.292,45.0,,31.8,27.288,23.7,181.354,7.812,189.167,3.116
2012-08-20,13.488,20.695,7.206,19.596,8.986,1.417,88.0,65.917,41.0,,31.7,27.279,22.2,186.172,13.222,199.394,4.042
2012-08-21,14.278,22.573,8.295,19.416,9.119,2.019,88.0,69.125,48.0,,32.9,27.942,24.2,181.522,11.348,192.87,2.613
2012-08-22,8.744,18.678,9.935,19.325,7.822,1.722,90.0,70.625,50.0,,32.2,27.688,24.8,176.771,7.73,184.5,2.18
2012-08-23,12.034,23.072,11.039,17.791,8.721,3.14,87.0,65.958,40.0,,32.5,28.408,24.9,179.354,10.396,189.75,2.611
2012-08-24,12.479,20.677,8.198,17.818,10.111,2.75,89.0,66.875,38.0,,32.0,27.958,25.0,179.372,8.752,188.124,3.097
2012-08-25,11.234,17.146,5.912,17.76,10.57,2.639,86.0,64.708,39.0,,32.5,28.333,24.8,180.562,12.395,192.958,3.284
2012-08-26,8.656,12.974,4.318,17.448,10.278,2.708,83.0,64.25,44.0,,32.1,28.171,24.8,180.292,9.708,190.0,4.292
2012-08-27,11.818,19.906,8.088,17.99,11.222,2.153,88.0,68.083,44.0,,32.6,28.108,24.9,181.408,9.506,190.913,3.334
2012-08-28,10.458,15.115,4.656,18.547,10.403,3.083,83.0,66.167,43.0,,32.1,27.854,25.1,181.875,7.604,189.48,3.194
2012-08-29,11.427,17.812,6.385,17.745,10.07,1.319,82.0,69.333,53.0,,31.4,27.462,24.6,181.0,7.916,188.917,2.658
2012-08-30,18.336,28.687,10.351,24.705,14.389,2.014,89.0,69.5,43.0,,33.0,28.346,24.6,185.044,15.62,200.664,3.548
2012-08-31,10.13,16.703,6.573,18.573,10.764,2.903,86.0,68.625,49.0,,32.7,27.958,25.4,176.562,7.708,184.271,2.614
2012-09-01,9.083,14.776,5.693,17.058,9.292,0.736,94.0,75.75,57.0,,28.9,25.45,21.9,183.583,13.334,196.916,3.208
2012-09-02,8.016,10.432,2.417,15.359,7.181,0.667,97.0,85.208,67.0,,27.0,23.362,20.9,183.356,9.449,192.805,3.165
2012-09-03,14.276,19.394,5.118,18.562,10.556,2.25,93.0,72.375,50.0,,29.3,25.229,21.6,185.582,11.59,197.173,3.548
2012-09-04,17.73,25.474,7.743,19.87,11.333,1.288,96.0,81.458,61.0,,29.1,24.938,21.6,185.688,15.166,200.854,4.15
2012-09-05,19.668,25.522,5.854,32.047,19.236,1.83,97.0,73.292,46.0,,31.1,26.104,21.1,190.557,19.944,210.5,4.175
2012-09-06,20.635,26.129,5.493,29.469,17.764,1.647,95.0,80.417,54.0,,30.5,24.921,20.6,186.375,16.479,202.854,4.002
2012-09-07,20.813,28.849,8.036,27.63,17.555,1.264,97.0,72.208,49.0,,29.4,25.133,20.3,192.729,22.062,214.792,4.556
2012-09-08,12.677,17.198,4.521,33.042,17.389,1.5,96.0,75.917,50.0,,30.3,25.708,21.8,187.764,14.034,201.799,4.291
2012-09-09,8.099,10.875,2.776,15.438,8.333,2.153,89.0,68.417,45.0,,30.5,26.933,23.7,182.312,8.166,190.479,3.542
2012-09-10,11.838,17.938,6.1,17.175,9.722,3.168,87.0,65.625,40.0,,31.2,27.108,23.8,182.534,11.375,193.91,3.416
2012-09-11,14.818,21.422,6.604,19.625,12.903,3.25,90.0,64.583,37.0,,31.1,26.783,22.8,185.926,13.22,199.146,4.477
2012-09-12,16.229,21.234,5.005,20.542,12.625,1.375,93.0,67.708,44.0,,29.9,25.167,20.3,184.584,15.292,199.875,3.659
2012-09-13,20.599,26.916,6.318,29.12,19.222,2.292,85.0,66.458,40.0,,31.5,26.346,21.3,186.0,16.666,202.667,3.903
2012-09-14,14.0,18.26,4.26,23.995,15.417,2.917,88.0,68.417,48.0,,30.7,26.958,24.0,183.041,8.75,191.792,3.585
2012-09-15,13.484,19.854,6.37,18.562,9.931,1.528,88.0,73.542,57.0,,29.1,26.083,23.0,188.042,19.521,207.562,3.931
2012-09-16,9.323,12.292,2.969,20.182,9.431,1.25,95.0,77.625,54.0,,30.0,25.883,21.9,187.542,10.562,198.104,3.333
2012-09-17,7.37,10.266,2.896,22.813,9.403,0.986,96.0,78.833,61.0,,29.5,25.808,22.7,181.454,9.754,191.208,2.406
2012-09-18,10.11,15.509,5.399,20.324,8.625,1.375,93.0,77.417,64.0,,29.3,25.862,22.8,181.375,11.916,193.292,2.848
2012-09-19,14.019,21.532,7.513,17.959,8.287,1.529,96.0,88.292,74.0,,26.8,24.096,22.5,181.646,9.021,190.666,3.583
2012-09-20,18.127,26.743,8.616,31.597,22.305,2.193,92.0,70.917,50.0,,28.9,25.338,21.9,188.347,14.914,203.261,4.149
2012-09-21,15.927,20.767,4.841,31.892,21.218,0.996,86.0,80.125,64.0,,24.9,21.967,20.3,189.771,14.271,204.042,4.167
2012-09-22,9.714,12.557,2.844,16.886,11.209,0.361,88.0,80.667,68.0,,22.8,20.179,18.5,189.292,10.875,200.166,3.583
2012-09-23,8.062,9.646,1.583,13.443,8.319,0.209,97.0,94.833,87.0,,19.1,17.246,15.2,188.54,8.376,196.916,3.326
2012-09-24,17.177,25.187,8.01,11.301,8.292,0.597,93.0,71.708,48.0,,26.0,20.988,16.7,188.334,11.142,199.475,3.842
2012-09-25,14.151,17.969,3.818,12.318,7.431,0.153,96.0,85.792,76.0,,19.5,17.429,15.2,189.416,10.812,200.23,3.375
2012-09-26,13.682,18.807,5.125,14.536,9.625,0.5,89.0,71.0,53.0,,22.8,18.892,15.5,190.568,11.068,201.636,3.465
2012-09-27,10.787,13.922,3.135,11.253,7.75,0.417,80.0,65.875,53.0,,22.7,18.483,14.7,188.854,7.979,196.833,2.764
2012-09-28,11.286,14.505,3.219,8.885,4.778,0.028,87.0,77.125,72.0,,21.6,18.912,15.6,186.812,8.5,195.312,2.931
2012-09-29,16.422,21.625,5.203,17.464,11.555,1.375,90.0,76.25,59.0,,25.8,22.25,18.5,188.759,14.534,203.292,4.736
2012-09-30,10.5,12.542,2.042,26.047,17.68,1.736,93.0,76.667,55.0,,27.4,23.525,20.0,186.646,10.125,196.77,3.627
2012-10-01,13.687,17.234,3.548,16.156,9.625,1.5,80.0,66.125,49.0,,28.6,24.404,21.8,182.583,8.292,190.875,2.903
2012-10-02,12.505,16.88,4.376,18.578,11.972,0.491,91.0,78.708,65.0,,23.6,20.921,18.6,189.66,10.468,200.128,3.662
2012-10-03,15.0,19.899,4.899,15.026,7.778,0.143,96.0,88.333,79.0,,19.1,17.658,15.8,190.676,12.694,203.37,3.722
2012-10-04,10.17,13.46,3.29,9.682,2.667,0.266,96.0,72.167,51.0,,24.6,19.729,15.2,187.542,9.646,197.188,3.208
2012-10-05,14.542,19.359,4.818,15.323,8.597,0.486,94.0,76.75,47.0,,25.7,20.942,16.7,190.324,13.79,204.114,4.023
2012-10-06,13.534,18.109,4.575,24.906,15.208,1.181,95.0,78.708,55.0,,25.7,21.629,18.8,191.938,13.521,205.458,4.418
2012-10-07,8.708,10.919,2.21,19.01,15.164,0.222,97.0,89.542,69.0,,17.9,15.517,14.1,190.917,10.458,201.375,3.652
2012-10-08,7.786,10.298,2.512,14.849,9.639,0.167,94.0,71.25,46.0,,20.3,16.483,13.2,190.946,8.617,199.562,3.312
2012-10-09,13.131,18.185,5.053,12.588,8.278,0.445,79.0,69.167,55.0,,20.1,15.808,12.9,191.021,9.5,200.521,3.291
2012-10-10,12.804,17.351,4.548,12.005,6.264,0.389,93.0,68.25,47.0,,19.9,16.542,11.8,190.208,10.042,200.25,3.208
2012-10-11,15.548,20.839,5.292,14.073,5.722,0.222,95.0,81.417,60.0,,22.4,17.438,14.1,191.347,14.278,205.625,3.667
2012-10-12,18.032,23.767,5.734,13.146,8.069,0.583,95.0,59.167,33.0,,23.1,18.104,13.4,190.896,14.208,205.104,4.048
2012-10-13,16.698,20.802,4.104,16.64,11.236,0.639,69.0,45.333,30.0,,23.0,17.858,11.5,192.792,13.625,206.417,4.459
2012-10-14,13.776,16.302,2.526,25.375,17.111,0.764,87.0,73.875,54.0,,16.4,14.979,12.8,197.902,15.502,213.405,4.409
2012-10-15,17.824,23.663,5.838,27.535,20.542,0.916,88.0,67.083,44.0,,23.4,18.025,13.5,194.082,15.79,209.871,4.375
2012-10-16,18.622,25.447,6.824,18.264,12.267,1.178,84.0,59.542,36.0,,20.1,15.671,11.3,196.125,13.916,210.042,4.43
2012-10-17,34.979,47.732,12.753,35.562,24.764,1.458,96.0,77.375,45.0,,21.2,15.25,11.4,196.654,26.258,222.911,5.906
2012-10-18,21.561,33.64,12.079,29.665,21.903,0.226,97.0,94.542,89.0,,17.4,14.471,11.1,192.604,17.542,210.146,5.049
2012-10-19,15.49,23.289,7.8,9.434,5.07,0.083,96.0,72.125,44.0,,17.6,13.262,9.6,192.416,13.084,205.5,4.194
2012-10-20,23.309,34.052,10.743,14.693,9.167,1.486,84.0,64.167,34.0,,18.8,15.138,8.9,195.16,16.45,211.61,5.069
2012-10-21,32.25,41.048,8.798,29.932,22.292,1.514,93.0,60.542,29.0,,23.0,16.754,10.4,205.23,24.854,230.084,6.792
2012-10-22,24.423,33.012,8.589,34.337,25.75,2.028,84.0,69.292,53.0,,21.5,17.196,10.7,193.854,13.479,207.333,5.014
2012-10-23,15.036,18.911,3.875,16.648,10.444,0.889,94.0,82.458,69.0,,23.1,17.55,11.1,185.848,7.63,193.478,3.413
2012-10-24,16.774,22.232,5.458,9.341,5.014,0.194,77.0,44.042,27.0,,18.9,14.596,11.3,190.712,10.928,201.642,3.68
2012-10-25,25.5,36.25,10.75,19.469,12.806,0.916,75.0,63.458,51.0,,17.0,13.533,10.7,194.833,20.166,215.0,4.528
2012-10-26,22.048,31.202,9.155,30.15,22.542,1.042,86.0,65.042,39.0,,20.4,15.488,9.7,195.452,19.04,214.492,4.836
2012-10-27,11.964,15.839,3.875,21.323,15.097,0.625,78.0,62.625,42.0,,19.7,15.333,13.1,193.021,9.916,202.938,3.861
2012-10-28,16.024,21.03,5.006,24.266,18.403,0.542,96.0,80.583,61.0,,14.5,12.892,11.5,198.938,15.48,214.416,4.57
2012-10-29,16.182,23.602,7.419,15.714,8.347,0.139,97.0,65.5,33.0,,20.6,15.092,11.6,191.702,9.771,201.474,4.161
2012-10-30,30.273,48.041,17.768,21.141,14.667,1.207,85.0,64.333,41.0,,15.7,11.938,8.5,195.958,21.125,217.084,6.172
2012-10-31,25.799,45.602,19.803,25.099,18.861,1.129,92.0,73.792,43.0,,17.1,11.492,7.2,198.095,27.095,225.189,5.903
2012-11-01,29.291,52.21,22.918,26.238,18.014,1.193,95.0,69.125,46.0,,18.6,12.329,6.3,198.562,26.127,224.69,6.059
2012-11-02,17.47,23.976,6.506,9.938,4.667,0.486,82.0,45.833,27.0,,16.7,12.362,8.7,194.688,14.666,209.354,4.139
2012-11-03,13.19,16.208,3.018,11.51,6.583,0.389,65.0,48.042,30.0,,16.0,10.821,7.8,193.958,11.416,205.375,4.014
2012-11-04,16.345,20.804,4.458,13.823,10.667,0.847,76.0,45.542,25.0,,16.8,11.938,8.0,199.771,15.292,215.062,4.85
2012-11-05,38.173,64.071,25.899,39.588,31.347,1.153,84.0,70.333,57.0,,13.4,10.321,6.1,206.375,36.042,242.416,6.902
2012-11-06,35.072,74.363,39.292,44.156,35.653,0.444,97.0,96.0,91.0,,14.1,11.621,10.2,203.854,42.688,246.542,7.5
2012-11-07,33.518,66.06,32.542,29.24,20.111,0.875,98.0,78.625,49.0,,18.1,13.454,9.6,203.465,35.882,239.348,7.259
2012-11-08,40.744,73.631,32.887,20.542,13.069,2.555,90.0,58.0,29.0,,19.7,13.254,6.6,204.042,31.812,235.854,8.653
2012-11-09,20.441,30.024,9.583,12.219,6.445,0.653,77.0,49.917,35.0,,18.3,13.55,9.8,192.375,14.105,206.479,4.375
2012-11-10,13.369,18.327,4.958,13.906,6.291,0.542,86.0,52.5,33.0,,17.7,12.812,8.4,192.354,10.792,203.146,3.933
2012-11-11,18.22,23.5,5.28,26.193,18.5,0.611,96.0,83.958,68.0,,13.5,10.6,7.4,199.396,21.062,220.458,5.237
2012-11-12,28.31,49.861,21.551,22.73,14.431,0.444,97.0,92.667,76.0,,16.5,12.354,10.0,199.646,27.542,227.188,5.764
2012-11-13,31.817,50.214,18.398,22.873,15.281,1.217,96.0,68.083,47.0,,16.0,12.429,9.0,199.848,21.608,221.456,5.408
2012-11-14,23.237,34.174,10.937,11.498,6.259,1.264,74.0,46.625,26.0,,16.6,11.179,7.0,194.375,14.188,208.562,4.722
2012-11-15,19.882,27.171,7.288,6.308,1.875,0.74,68.0,44.542,27.0,,14.5,9.204,4.8,193.22,12.065,205.286,4.639
2012-11-16,19.6,27.856,8.256,6.844,2.361,1.181,75.0,52.208,32.0,,14.9,10.758,5.0,193.917,9.479,203.396,4.342
2012-11-17,19.797,29.636,9.839,19.203,10.833,0.833,95.0,80.042,53.0,,14.7,10.95,7.4,195.25,13.104,208.354,4.628
2012-11-18,6.948,8.448,1.5,4.849,0.195,0.569,95.0,51.417,32.0,,15.2,10.533,6.6,190.792,5.375,196.166,3.944
2012-11-19,27.294,46.295,19.002,21.75,16.139,0.931,87.0,64.167,50.0,,8.0,5.733,3.2,195.544,19.022,214.565,5.753
2012-11-20,29.318,69.193,39.875,20.026,14.431,0.759,92.0,58.75,31.0,,16.2,8.767,1.4,198.416,26.708,225.125,6.722
2012-11-21,23.5,43.224,19.724,10.156,4.556,0.542,66.0,47.042,28.0,,13.0,8.525,6.1,198.186,20.4,218.585,5.681
2012-11-22,38.614,84.734,46.12,32.812,26.403,1.167,89.0,68.958,47.0,,11.1,7.3,4.0,204.646,42.084,246.729,7.884
2012-11-23,32.162,65.687,33.526,49.057,47.236,0.972,94.0,90.208,81.0,,8.3,6.492,4.1,204.125,41.125,245.25,7.744
2012-11-24,17.286,23.584,6.297,13.01,9.111,0.736,85.0,71.375,55.0,,9.9,7.142,4.0,195.0,12.354,207.354,4.875
2012-11-25,19.125,24.818,5.693,9.953,5.292,0.584,86.0,62.25,35.0,,10.2,5.925,0.8,198.525,15.423,213.948,5.069
2012-11-26,36.466,66.349,29.884,33.401,28.694,0.889,95.0,80.292,61.0,,7.8,5.675,4.4,198.826,29.492,228.318,6.695
2012-11-27,14.605,18.899,4.294,4.052,-0.264,0.513,87.0,44.792,29.0,,12.5,8.175,2.9,190.729,9.896,200.625,3.722
2012-11-28,31.775,61.666,29.891,20.588,17.708,0.805,89.0,69.833,56.0,,5.8,3.8,2.6,199.602,25.778,225.38,6.474
2012-11-29,42.748,111.755,69.007,43.422,39.083,1.122,94.0,72.292,40.0,,13.2,6.708,-0.1,207.25,50.708,257.958,9.235
2012-11-30,26.827,42.425,15.599,29.026,25.375,0.93,94.0,80.917,67.0,,11.0,7.454,5.3,195.416,20.916,216.334,5.75
2012-12-01,20.042,36.401,16.359,18.64,16.292,0.722,91.0,81.333,63.0,,8.3,3.617,0.6,196.332,18.524,214.856,5.611
2012-12-02,10.667,14.031,3.365,8.927,5.708,0.611,92.0,63.542,32.0,,6.8,2.75,-1.7,193.75,8.625,202.375,4.167
2012-12-03,24.792,37.838,13.047,19.234,17.194,0.514,95.0,83.375,68.0,,6.0,3.758,0.6,193.333,17.458,210.792,4.58
2012-12-04,29.875,60.542,30.667,20.0,16.208,0.514,95.0,81.5,49.0,,10.2,6.717,5.0,194.604,28.458,223.062,5.722
2012-12-05,36.094,67.062,30.969,11.109,5.542,1.319,74.0,52.708,26.0,,12.3,7.479,1.0,199.544,23.428,222.973,6.711
2012-12-06,18.5,25.125,6.625,10.177,4.292,1.292,87.0,47.958,22.0,,15.9,9.721,3.9,192.416,10.667,203.084,4.019
2012-12-07,33.906,65.162,31.255,13.245,8.583,1.264,72.0,48.542,27.0,,10.1,5.362,1.8,200.132,27.461,227.593,7.0
2012-12-08,23.552,42.25,18.698,14.969,10.208,1.278,82.0,50.625,23.0,,14.6,5.521,-0.1,198.584,19.625,218.208,5.43
2012-12-09,12.557,15.333,2.776,8.136,3.653,1.917,58.0,37.708,23.0,,9.6,4.296,-0.1,192.271,8.125,200.396,4.43
2012-12-10,28.41,47.671,19.261,6.273,3.181,0.931,75.0,44.542,18.0,,7.8,2.308,-2.5,197.748,15.34,213.089,6.167
2012-12-11,42.189,100.207,58.018,14.649,10.208,1.096,68.0,43.333,19.0,,9.3,3.429,-2.5,204.742,30.582,235.324,8.725
2012-12-12,31.597,49.406,17.809,10.7,5.73,0.944,67.0,45.417,22.0,,8.8,3.8,-0.1,196.27,19.416,215.686,5.792
2012-12-13,34.219,59.698,25.48,12.068,8.861,0.875,74.0,49.083,26.0,,9.3,3.496,-2.0,196.242,22.426,218.669,5.944
2012-12-14,50.313,117.789,67.476,38.77,32.552,2.08,79.0,63.75,40.0,,9.6,3.421,-2.3,206.612,57.296,263.908,9.087
2012-12-15,49.542,118.891,69.349,93.787,94.458,1.292,95.0,80.333,57.0,,5.3,3.992,2.3,208.208,65.458,273.667,11.097
2012-12-16,23.865,51.39,27.526,35.364,32.931,0.528,95.0,57.375,30.0,,15.8,9.062,3.2,198.771,36.542,235.312,7.528
2012-12-17,35.459,59.511,24.052,31.549,27.236,0.807,91.0,76.417,61.0,,5.6,4.421,2.6,197.625,31.25,228.875,6.403
2012-12-18,28.515,65.481,36.966,30.504,25.653,0.805,94.0,72.5,40.0,,13.1,7.808,3.8,200.104,34.188,234.292,7.187
2012-12-19,13.413,18.724,5.31,3.744,-0.986,0.069,64.0,36.875,26.0,,6.2,3.333,0.8,190.968,8.591,199.558,3.325
2012-12-20,29.684,57.212,27.528,11.5,6.889,0.778,65.0,37.542,21.0,,8.0,3.583,-0.1,198.482,20.452,218.934,5.778
2012-12-21,38.151,79.677,41.526,23.838,20.042,1.042,78.0,55.333,39.0,,6.5,3.404,-2.2,203.208,33.604,236.812,7.263
2012-12-22,33.188,63.188,30.0,29.682,26.819,0.736,94.0,79.25,53.0,,7.1,3.262,1.1,199.854,31.334,231.188,6.826
2012-12-23,18.505,25.562,7.057,16.375,11.208,1.181,80.0,53.5,40.0,,6.2,4.092,0.2,197.604,16.23,213.833,6.375
2012-12-24,18.412,23.51,5.099,10.474,6.556,0.75,81.0,48.5,22.0,,5.8,2.062,-1.5,199.604,18.916,218.521,4.903
2012-12-25,45.935,121.214,75.278,24.149,17.986,1.847,83.0,61.5,38.0,,7.0,1.325,-4.0,227.416,56.188,283.604,9.958
2012-12-26,17.96,37.644,19.684,7.74,1.069,0.775,82.0,41.083,26.0,,4.8,1.333,-1.9,201.438,17.854,219.292,4.847
2012-12-27,31.224,65.877,34.653,16.516,11.055,1.129,70.0,47.583,26.0,,4.6,0.512,-3.6,201.944,24.131,226.076,7.306
2012-12-28,48.73,129.585,80.854,53.776,49.542,1.45,93.0,67.542,45.0,,3.8,0.675,-3.4,213.208,50.562,263.771,10.833
2012-12-29,14.578,18.469,3.891,17.104,14.931,0.583,94.0,78.917,56.0,,9.2,4.771,1.0,193.042,11.292,204.334,4.065
2012-12-30,19.443,25.021,5.578,22.339,19.347,0.278,96.0,93.083,80.0,,5.9,4.567,3.6,196.625,15.584,212.208,5.163
2012-12-31,12.302,15.542,3.24,6.479,1.778,0.625,96.0,52.792,38.0,,9.0,6.238,1.7,196.614,12.446,209.06,5.347
2013-01-01,23.604,32.328,8.724,23.531,20.708,1.708,84.0,57.583,35.0,0.0,13.1,6.462,-0.1,211.288,19.511,230.798,6.609
2013-01-02,15.302,19.912,4.609,7.948,6.125,0.903,80.0,49.0,29.0,0.0,11.4,4.783,-0.6,202.521,13.708,216.229,4.3
2013-01-03,19.922,25.813,5.891,15.568,12.861,1.014,67.0,52.667,36.0,0.0,6.3,2.642,-0.6,201.584,14.021,215.604,5.236
2013-01-04,20.203,34.812,14.61,16.328,14.722,1.167,76.0,52.542,33.0,0.0,9.3,3.683,-0.7,205.146,20.833,225.979,5.684
2013-01-05,9.031,10.776,1.745,6.813,4.292,0.417,50.0,42.583,31.0,0.0,5.9,2.667,0.7,197.062,8.438,205.5,3.417
2013-01-06,16.091,24.27,8.18,6.416,4.291,0.556,66.0,42.625,23.0,0.0,8.4,2.404,-2.6,197.941,10.4,208.342,3.639
2013-01-07,31.611,52.015,20.404,15.385,12.431,1.692,66.0,52.75,28.0,0.0,6.8,2.654,-2.8,201.568,19.752,221.32,5.55
2013-01-08,43.078,88.719,45.641,38.339,29.0,1.605,94.0,65.875,34.0,18.0,10.3,4.729,-1.0,202.991,36.22,239.211,6.931
2013-01-09,18.459,25.221,6.763,14.323,8.625,0.535,95.0,75.542,36.0,9.0,7.9,4.133,0.7,193.062,13.042,206.104,4.472
2013-01-10,20.995,36.026,15.031,5.141,3.042,0.375,62.0,35.083,18.0,0.0,4.2,0.85,-1.9,195.854,11.584,207.438,4.849
2013-01-11,34.609,73.49,38.88,14.271,12.083,0.847,75.0,55.208,29.0,0.0,6.5,1.383,-4.2,208.479,31.416,239.896,7.333
2013-01-12,32.542,56.156,23.614,23.974,21.347,1.722,84.0,64.0,40.0,0.0,6.4,1.904,-3.0,214.334,32.875,247.208,7.917
2013-01-13,13.677,17.912,4.234,6.495,4.945,0.889,75.0,39.833,25.0,0.0,6.3,2.492,-0.3,195.448,10.142,205.59,4.112
2013-01-14,22.821,35.609,12.788,9.568,7.236,0.597,55.0,36.25,25.0,0.0,5.5,1.621,-1.1,197.021,13.73,210.75,4.319
2013-01-15,35.143,56.289,21.146,18.338,16.861,1.125,65.0,51.917,47.0,0.0,1.6,-0.171,-2.2,200.166,21.5,221.666,5.306
