date,SO2_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2012-01-11,1.161,9.125,11.177,2.052,8.583,,,,
2012-01-12,2.655,11.979,14.833,2.854,13.5,,,,
2012-01-13,1.952,12.864,14.333,1.468,29.25,,,,
2012-01-14,1.328,6.021,6.479,0.458,9.375,,,,
2012-01-15,2.196,5.778,6.475,0.697,11.833,,,,
2012-01-16,2.695,10.233,11.752,1.519,13.333,,,,
2012-01-17,2.0,7.042,8.0,0.958,14.75,,,,
2012-01-18,1.28,4.667,5.292,0.625,3.833,,,,
2012-01-19,1.851,8.597,10.597,2.0,10.625,,,,
2012-01-20,2.328,4.972,5.542,0.569,22.667,,,,
2012-01-21,2.348,14.601,16.806,2.204,25.25,,,,
2012-01-22,2.042,12.99,17.021,4.031,9.792,,,,
2012-01-23,1.114,10.326,14.004,3.678,6.417,,,,
2012-01-24,1.923,9.698,14.844,5.146,10.542,,,,
2012-01-25,2.095,5.26,6.896,1.636,13.417,,,,
2012-01-26,2.518,3.812,4.281,0.469,10.042,,,,
2012-01-27,1.655,4.208,4.708,0.5,8.75,,,,
2012-01-28,1.263,4.902,5.827,0.925,6.13,,,,
2012-01-29,2.304,10.875,13.531,2.656,14.75,,,,
2012-01-30,2.77,10.977,12.97,1.993,28.042,,,,
2012-01-31,2.637,12.792,15.635,2.844,20.625,,,,
2012-02-01,2.286,8.333,11.458,3.125,14.75,,,,
2012-02-02,2.53,8.427,9.969,1.542,14.375,,,,
2012-02-03,1.274,5.886,6.708,0.823,15.125,,,,
2012-02-04,2.161,10.479,11.636,1.156,16.043,,,,
2012-02-05,1.738,9.656,11.448,1.792,16.0,,,,
2012-02-06,1.284,11.596,14.425,2.828,10.042,,,,
2012-02-07,1.929,7.281,9.802,2.521,12.417,,,,
2012-02-08,1.357,4.386,5.166,0.781,6.333,,,,
2012-02-09,1.125,6.625,7.552,0.927,10.208,,,,
2012-02-10,1.917,5.51,6.177,0.667,13.583,,,,
2012-02-11,2.024,5.334,5.833,0.5,17.833,,,,
2012-02-12,2.214,13.344,16.458,3.115,17.708,,,,
2012-02-13,2.294,8.808,11.072,2.265,14.292,,,,
2012-02-14,2.363,13.615,17.188,3.573,15.042,,,,
2012-02-15,1.577,16.448,26.385,9.937,12.542,,,,
2012-02-16,1.292,4.886,5.729,0.844,7.0,,,,
2012-02-17,1.304,5.677,6.312,0.636,7.583,,,,
2012-02-18,1.202,10.583,13.021,2.438,6.458,,,,
2012-02-19,0.946,7.813,9.198,1.386,10.958,,,,
2012-02-20,1.497,6.905,8.835,1.93,9.708,,,,
2012-02-21,3.298,7.146,8.948,1.802,18.458,,,,
2012-02-22,2.682,8.714,9.836,1.122,20.13,,,,
2012-02-23,2.875,6.604,7.312,0.708,21.542,,,,
2012-02-24,1.774,4.073,4.427,0.354,11.583,,,,
2012-02-25,1.351,6.917,8.49,1.573,10.333,,,,
2012-02-26,2.098,13.394,16.402,3.008,24.0,,,,
2012-02-27,1.344,13.186,18.162,4.977,18.125,,,,
2012-02-28,1.482,10.833,13.521,2.688,17.167,,,,
2012-02-29,,,,,,,,,
2012-03-01,1.417,6.49,7.219,0.729,7.875,,,,
2012-03-02,1.584,4.708,5.302,0.594,17.958,,,,
2012-03-03,1.22,4.208,4.802,0.594,12.917,,,,
2012-03-04,2.065,7.636,9.198,1.562,13.696,,,,
2012-03-05,3.601,8.583,9.677,1.094,32.333,,,,
2012-03-06,3.693,12.394,14.471,2.077,24.25,,,,
2012-03-07,4.095,7.74,9.5,1.76,20.958,,,,
2012-03-08,4.97,8.104,8.938,0.834,36.125,,,,
2012-03-09,6.47,10.615,11.927,1.312,50.0,,,,
2012-03-10,2.399,5.0,5.531,0.531,25.792,,,,
2012-03-11,1.155,7.406,8.49,1.083,11.208,,,,
2012-03-12,2.923,8.962,11.518,2.556,12.917,,,,
2012-03-13,1.406,3.505,3.949,0.444,9.958,,,,
2012-03-14,0.905,4.833,5.708,0.875,10.333,,,,
2012-03-15,2.048,10.354,12.396,2.042,11.208,,,,
2012-03-16,2.786,9.771,11.594,1.823,18.458,,,,
2012-03-17,2.839,5.667,6.385,0.719,31.25,,,,
2012-03-18,1.393,2.948,3.438,0.49,22.542,,,,
2012-03-19,2.488,8.135,10.271,2.136,21.333,,,,
2012-03-20,1.867,9.119,10.327,1.208,21.708,,,,
2012-03-21,0.994,5.792,6.688,0.896,6.875,,,,
2012-03-22,2.964,12.333,14.802,2.469,13.958,,,,
2012-03-23,1.875,8.364,9.771,1.406,16.0,,,,
2012-03-24,3.464,10.771,12.396,1.625,21.708,,,,
2012-03-25,1.75,7.552,8.344,0.792,16.625,,,,
2012-03-26,1.28,7.865,9.167,1.302,13.208,,,,
2012-03-27,3.404,20.886,23.886,3.0,13.1,,,,
2012-03-28,2.238,20.021,25.01,4.99,19.917,,,,
2012-03-29,2.678,11.729,15.781,4.052,23.292,,,,
2012-03-30,1.518,8.354,9.323,0.968,17.208,,,,
2012-03-31,2.185,9.416,10.698,1.281,16.875,,,,
2012-04-01,1.685,4.562,5.166,0.604,12.667,,,,
2012-04-02,2.559,6.812,8.01,1.198,15.042,,,,
2012-04-03,1.566,2.854,3.177,0.323,14.292,,,,
2012-04-04,2.362,4.484,5.194,0.711,15.458,,,,
2012-04-05,3.512,6.75,7.573,0.823,21.292,,,,
2012-04-06,1.72,5.864,6.625,0.76,13.292,,,,
2012-04-07,1.637,4.677,5.364,0.687,11.417,,,,
2012-04-08,2.631,5.375,6.083,0.708,12.875,,,,
2012-04-09,7.101,7.227,8.067,0.84,31.875,,,,
2012-04-10,4.976,10.75,12.438,1.688,39.417,,,,
2012-04-11,1.375,5.888,6.645,0.756,9.042,,,,
2012-04-12,2.631,8.437,9.49,1.052,18.667,,,,
2012-04-13,2.179,11.771,13.052,1.282,20.792,,,,
2012-04-14,1.262,7.562,8.604,1.042,11.958,,,,
2012-04-15,2.036,7.5,8.75,1.25,10.625,,,,
2012-04-16,2.022,10.686,13.314,2.629,10.333,,,,
2012-04-17,2.244,10.594,12.948,2.354,13.5,,,,
2012-04-18,2.904,11.18,13.34,2.16,22.375,,,,
2012-04-19,2.429,10.26,11.99,1.729,19.833,,,,
2012-04-20,1.158,9.646,11.302,1.656,14.083,,,,
2012-04-21,1.611,5.01,6.677,1.667,4.292,,,,
2012-04-22,0.681,4.042,4.771,0.729,1.542,,,,
2012-04-23,1.882,8.449,9.653,1.204,15.091,,,,
2012-04-24,3.773,9.918,11.102,1.184,46.583,,,,
2012-04-25,3.336,6.929,8.061,1.133,44.625,,,,
2012-04-26,1.837,9.969,10.677,0.708,17.875,,,,
2012-04-27,1.208,7.938,8.844,0.906,11.375,,,,
2012-04-28,2.333,9.879,11.237,1.358,13.476,,,,
2012-04-29,1.41,4.864,5.573,0.708,16.5,,,,
2012-04-30,0.785,6.094,7.469,1.375,16.625,,,,
2012-05-01,2.949,10.531,13.198,2.666,9.083,,,,
2012-05-02,0.797,6.685,8.6,1.915,5.292,,,,
2012-05-03,1.667,5.677,6.812,1.136,6.042,,,,
2012-05-04,1.357,3.927,4.614,0.688,5.458,,,,
2012-05-05,1.976,5.219,6.042,0.823,16.667,,,,
2012-05-06,2.048,6.188,6.938,0.75,27.833,,,,
2012-05-07,2.196,8.073,9.136,1.062,34.042,,,,
2012-05-08,2.542,9.0,10.844,1.844,56.417,,,,
2012-05-09,2.532,11.402,13.06,1.658,46.042,,,,
2012-05-10,1.038,6.528,7.593,1.064,29.25,,,,
2012-05-11,0.72,3.916,4.698,0.781,5.458,,,,
2012-05-12,0.845,3.927,4.594,0.666,6.958,,,,
2012-05-13,1.661,6.594,7.375,0.781,13.667,,,,
2012-05-14,1.958,6.458,7.834,1.375,17.292,,,,
2012-05-15,1.899,15.698,18.698,3.0,11.792,,,,
2012-05-16,2.909,8.981,10.258,1.278,25.458,,,,
2012-05-17,2.845,6.469,7.271,0.802,31.708,,,,
2012-05-18,1.661,7.094,7.823,0.729,24.958,,,,
2012-05-19,1.833,8.354,9.406,1.052,17.417,,,,
2012-05-20,3.434,10.646,11.792,1.146,20.083,,,,
2012-05-21,1.0,6.254,7.051,0.796,14.391,,,,
2012-05-22,0.768,5.969,6.781,0.812,11.917,,,,
2012-05-23,2.209,10.293,11.566,1.274,19.625,,,,
2012-05-24,3.811,13.573,15.666,2.094,29.125,,,,
2012-05-25,2.444,10.604,11.51,0.906,28.583,,,,
2012-05-26,2.482,9.468,10.833,1.364,28.417,,,,
2012-05-27,3.018,7.281,8.125,0.844,23.0,,,,
2012-05-28,1.763,5.906,7.063,1.156,18.708,,,,
2012-05-29,1.631,6.115,7.094,0.979,20.167,,,,
2012-05-30,1.51,8.756,9.749,0.994,16.5,,,,
2012-05-31,2.458,9.24,11.0,1.76,19.708,,,,
2012-06-01,2.412,7.847,9.373,1.526,18.167,,,,
2012-06-02,2.214,8.896,10.094,1.198,21.958,,,,
2012-06-03,2.095,7.938,8.917,0.98,21.792,,,,
2012-06-04,1.303,4.771,5.646,0.875,16.042,,,,
2012-06-05,1.119,9.49,10.812,1.323,14.75,,,,
2012-06-06,2.103,7.558,8.947,1.388,10.708,,,,
2012-06-07,2.97,8.097,9.181,1.083,24.958,,,,
2012-06-08,1.512,4.474,5.264,0.79,15.125,,,,
2012-06-09,1.732,6.385,7.875,1.489,8.792,,,,
2012-06-10,1.247,4.769,5.272,0.503,16.667,,,,
2012-06-11,1.887,8.115,9.281,1.167,16.333,,,,
2012-06-12,0.998,8.324,9.865,1.541,10.833,,,,
2012-06-13,1.919,7.669,9.752,2.082,9.25,,,,
2012-06-14,2.065,7.51,9.208,1.698,14.0,,,,
2012-06-15,2.667,8.718,10.333,1.615,15.083,,,,
2012-06-16,0.637,2.333,3.531,1.198,4.667,,,,
2012-06-17,1.821,5.094,6.052,0.958,8.542,,,,
2012-06-18,3.952,11.115,12.677,1.562,18.522,,,,
2012-06-19,0.941,2.698,3.781,1.083,5.333,,,,
2012-06-20,1.456,6.559,8.278,1.719,6.208,,,,
2012-06-21,0.869,5.979,6.646,0.667,5.667,,,,
2012-06-22,1.363,7.25,8.604,1.354,7.542,,,,
2012-06-23,2.577,8.25,9.49,1.24,11.0,,,,
2012-06-24,2.071,7.542,8.614,1.073,18.542,,,,
2012-06-25,1.794,7.404,8.682,1.278,15.818,,,,
2012-06-26,1.78,5.917,7.552,1.635,12.167,,,,
2012-06-27,1.839,7.302,9.007,1.705,12.958,,,,
2012-06-28,1.042,6.302,7.719,1.416,11.5,,,,
2012-06-29,2.738,5.281,7.49,2.208,11.708,,,,
2012-06-30,0.667,3.698,4.844,1.146,11.333,,,,
2012-07-01,1.054,2.656,3.479,0.823,14.125,,,,
2012-07-02,2.81,6.844,8.198,1.354,14.125,,,,
2012-07-03,1.559,5.666,6.916,1.25,13.75,,,,
2012-07-04,2.524,7.031,8.492,1.461,13.625,,,,
2012-07-05,0.857,4.844,6.302,1.458,10.0,,,,
2012-07-06,1.673,3.739,5.916,2.177,16.708,,,,
2012-07-07,1.208,5.021,5.844,0.823,9.458,,,,
2012-07-08,1.012,3.927,4.604,0.677,14.042,,,,
2012-07-09,2.03,5.916,7.229,1.312,14.875,,,,
2012-07-10,1.417,3.528,4.564,1.037,13.208,,,,
2012-07-11,0.797,1.617,2.452,0.834,9.667,,,,
2012-07-12,0.881,1.666,2.625,0.958,12.958,,,,
2012-07-13,1.131,2.906,4.354,1.448,17.708,,,,
2012-07-14,1.458,2.917,3.99,1.073,15.208,,,,
2012-07-15,0.893,1.334,2.333,1.0,10.208,,,,
2012-07-16,1.012,1.25,2.583,1.334,7.667,,,,
2012-07-17,1.298,2.219,3.854,1.635,9.13,,,,
2012-07-18,1.008,1.765,3.635,1.87,8.167,,,,
2012-07-19,1.083,2.01,3.708,1.698,9.875,,,,
2012-07-20,1.488,5.864,8.479,2.614,8.708,,,,
2012-07-21,2.274,5.916,8.802,2.886,15.625,,,,
2012-07-22,1.703,4.573,6.312,1.74,13.5,,,,
2012-07-23,1.345,4.323,5.667,1.344,13.5,,,,
2012-07-24,1.774,4.844,6.125,1.281,12.708,,,,
2012-07-25,2.517,6.371,7.635,1.264,24.609,,,,
2012-07-26,2.655,6.521,7.74,1.219,28.333,,,,
2012-07-27,2.577,6.396,7.656,1.26,25.5,,,,
2012-07-28,3.946,5.427,6.521,1.094,35.917,,,,
2012-07-29,2.905,4.125,5.114,0.99,41.75,,,,
2012-07-30,1.268,2.979,4.625,1.646,12.5,,,,
2012-07-31,2.256,7.021,8.968,1.948,12.833,,,,
2012-08-01,1.304,4.65,7.396,2.746,8.417,,,,
2012-08-02,2.97,6.844,11.948,5.104,8.958,,,,
2012-08-03,2.381,6.875,9.979,3.104,14.292,,,,
2012-08-04,2.268,6.448,8.052,1.604,13.5,,,,
2012-08-05,2.125,5.614,7.312,1.698,9.25,,,,
2012-08-06,2.06,5.01,7.406,2.396,9.625,,,,
2012-08-07,1.673,6.25,7.812,1.562,11.75,,,,
2012-08-08,1.53,6.494,7.422,0.928,13.5,,,,
2012-08-09,2.702,7.802,8.75,0.948,17.625,,,,
2012-08-10,2.226,5.635,6.562,0.927,26.167,,,,
2012-08-11,1.125,4.083,5.792,1.708,8.958,,,,
2012-08-12,1.691,3.594,5.614,2.021,13.042,,,,
2012-08-13,3.292,2.312,3.458,1.146,19.609,,,,
2012-08-14,1.333,2.323,3.479,1.156,11.333,,,,
2012-08-15,0.783,1.433,2.76,1.327,6.0,,,,
2012-08-16,0.924,2.098,3.71,1.613,6.042,,,,
2012-08-17,2.202,3.937,6.052,2.115,10.917,,,,
2012-08-18,1.368,4.767,6.744,1.977,11.667,,,,
2012-08-19,0.84,4.219,6.573,2.354,6.125,,,,
2012-08-20,1.293,4.406,6.698,2.292,7.583,,,,
2012-08-21,1.018,2.666,4.49,1.823,6.375,,,,
2012-08-22,0.916,2.424,4.324,1.9,7.0,,,,
2012-08-23,1.292,3.979,6.646,2.667,7.625,,,,
2012-08-24,1.046,4.364,6.848,2.485,6.636,,,,
2012-08-25,1.726,4.864,6.687,1.823,10.5,,,,
2012-08-26,2.036,4.573,5.937,1.365,11.167,,,,
2012-08-27,1.202,3.542,4.99,1.448,6.75,,,,
2012-08-28,0.625,1.916,2.917,1.0,4.667,,,,
2012-08-29,0.654,1.924,2.997,1.072,6.5,,,,
2012-08-30,0.929,2.26,3.49,1.229,9.417,,,,
2012-08-31,0.905,2.24,3.375,1.136,7.125,,,,
2012-09-01,1.369,4.198,5.729,1.531,6.458,,,,
2012-09-02,1.435,4.667,6.021,1.354,10.333,,,,
2012-09-03,1.629,4.427,5.594,1.167,9.417,,,,
2012-09-04,1.417,5.469,7.688,2.219,9.25,,,,
2012-09-05,1.205,4.581,6.777,2.196,8.5,,,,
2012-09-06,2.75,7.021,9.5,2.479,13.333,,,,
2012-09-07,2.274,5.896,7.636,1.74,14.083,,,,
2012-09-08,0.673,3.219,4.99,1.77,7.375,,,,
2012-09-09,0.893,1.979,2.677,0.698,6.125,,,,
2012-09-10,0.976,2.771,4.062,1.292,5.913,,,,
2012-09-11,1.375,7.01,8.948,1.938,8.708,,,,
2012-09-12,2.053,7.152,8.639,1.487,12.375,,,,
2012-09-13,1.339,4.281,5.666,1.386,14.333,,,,
2012-09-14,0.827,3.26,4.886,1.625,13.708,,,,
2012-09-15,1.458,5.188,6.573,1.385,8.25,,,,
2012-09-16,0.661,2.167,3.198,1.031,5.625,,,,
2012-09-17,0.667,1.073,1.406,0.333,6.333,,,,
2012-09-18,0.624,3.111,4.496,1.384,3.478,,,,
2012-09-19,1.797,5.07,6.352,1.282,18.25,,,,
2012-09-20,1.815,6.01,6.76,0.75,21.417,,,,
2012-09-21,1.827,6.854,7.781,0.927,23.542,,,,
2012-09-22,1.911,6.114,6.99,0.875,24.333,,,,
2012-09-23,1.042,3.792,4.437,0.646,14.667,,,,
2012-09-24,1.119,5.614,6.614,1.0,8.583,,,,
2012-09-25,1.06,5.323,6.25,0.927,9.958,,,,
2012-09-26,1.031,5.75,6.656,0.906,10.583,,,,
2012-09-27,1.173,6.375,7.198,0.823,13.125,,,,
2012-09-28,1.429,6.396,7.25,0.854,12.292,,,,
2012-09-29,2.232,8.084,9.271,1.188,20.5,,,,
2012-09-30,0.643,3.386,4.083,0.698,5.875,,,,
2012-10-01,1.072,6.645,7.763,1.118,5.583,,,,
2012-10-02,1.333,7.219,8.354,1.136,9.292,,,,
2012-10-03,1.147,5.746,6.761,1.015,8.458,,,,
2012-10-04,1.101,5.823,6.865,1.042,7.625,,,,
2012-10-05,2.232,7.698,9.208,1.51,10.333,,,,
2012-10-06,1.601,7.937,9.271,1.334,12.042,,,,
2012-10-07,0.851,3.333,3.948,0.615,10.792,,,,
2012-10-08,1.143,5.437,6.167,0.729,12.917,,,,
2012-10-09,1.101,7.094,8.094,1.0,11.391,,,,
2012-10-10,1.225,6.901,8.345,1.445,13.083,,,,
2012-10-11,0.893,6.636,7.562,0.927,14.375,,,,
2012-10-12,0.917,6.229,7.146,0.917,10.458,,,,
2012-10-13,1.179,5.823,6.656,0.834,9.875,,,,
2012-10-14,1.595,6.99,7.917,0.927,19.5,,,,
2012-10-15,1.524,8.146,9.187,1.042,21.792,,,,
2012-10-16,2.134,9.516,10.662,1.146,24.708,,,,
2012-10-17,0.901,6.788,7.853,1.066,11.292,,,,
2012-10-18,0.72,6.188,6.896,0.708,6.833,,,,
2012-10-19,0.952,5.0,5.75,0.75,7.25,,,,
2012-10-20,1.56,5.781,6.834,1.052,12.375,,,,
2012-10-21,2.036,6.146,6.979,0.833,19.125,,,,
2012-10-22,1.22,4.385,5.511,1.125,16.833,,,,
2012-10-23,0.964,5.51,6.177,0.667,8.125,,,,
2012-10-24,0.961,5.811,6.769,0.958,10.083,,,,
2012-10-25,1.746,8.563,10.043,1.48,11.792,,,,
2012-10-26,1.113,9.177,10.51,1.333,14.792,,,,
2012-10-27,1.393,7.812,9.167,1.354,18.208,,,,
2012-10-28,0.659,3.74,4.354,0.615,8.542,,,,
2012-10-29,1.08,5.922,6.771,0.848,9.348,,,,
2012-10-30,1.435,6.906,8.354,1.448,11.583,,,,
2012-10-31,1.058,5.828,6.871,1.042,14.5,,,,
2012-11-01,1.441,4.886,5.646,0.76,12.417,,,,
2012-11-02,1.184,6.198,6.979,0.781,8.292,,,,
2012-11-03,1.012,4.906,5.604,0.698,14.417,,,,
2012-11-04,0.798,4.208,4.938,0.729,11.75,,,,
2012-11-05,0.631,7.177,8.74,1.562,11.609,,,,
2012-11-06,1.696,7.302,8.615,1.312,16.958,,,,
2012-11-07,1.765,5.582,6.24,0.659,20.792,,,,
2012-11-08,1.518,7.114,7.906,0.792,24.708,,,,
2012-11-09,1.31,8.594,10.229,1.636,24.458,,,,
2012-11-10,0.863,6.094,7.052,0.958,16.0,,,,
2012-11-11,0.619,4.812,5.521,0.708,4.75,,,,
2012-11-12,1.577,6.364,7.375,1.01,19.083,,,,
2012-11-13,1.94,5.969,7.323,1.354,18.833,,,,
2012-11-14,2.258,4.447,4.968,0.52,12.25,,,,
2012-11-15,1.399,5.76,6.563,0.802,7.375,,,,
2012-11-16,1.083,6.25,7.698,1.448,5.292,,,,
2012-11-17,1.179,4.469,4.865,0.396,5.792,,,,
2012-11-18,1.393,4.552,5.104,0.552,15.542,,,,
2012-11-19,1.098,7.289,9.631,2.342,12.458,,,,
2012-11-20,1.673,6.113,6.865,0.752,20.083,,,,
2012-11-21,0.923,9.034,10.626,1.592,12.167,,,,
2012-11-22,0.827,7.719,9.698,1.979,7.292,,,,
2012-11-23,1.113,8.104,9.364,1.26,11.125,,,,
2012-11-24,1.131,5.23,6.052,0.823,10.25,,,,
2012-11-25,1.202,4.302,5.084,0.781,6.833,,,,
2012-11-26,1.322,4.312,4.677,0.364,8.417,,,,
2012-11-27,1.31,5.573,6.427,0.854,9.458,,,,
2012-11-28,1.216,7.486,9.349,1.863,9.0,,,,
2012-11-29,1.381,11.052,14.26,3.208,14.542,,,,
2012-11-30,1.137,10.625,14.74,4.115,15.333,,,,
2012-12-01,1.577,4.719,5.615,0.896,8.0,,,,
2012-12-02,0.988,4.51,5.062,0.552,11.042,,,,
2012-12-03,1.905,9.854,12.198,2.344,12.261,,,,
2012-12-04,1.619,7.5,8.479,0.979,11.667,,,,
2012-12-05,2.056,6.667,7.759,1.092,9.417,,,,
2012-12-06,2.321,4.256,4.916,0.661,8.0,,,,
2012-12-07,2.0,6.031,6.958,0.927,10.625,,,,
2012-12-08,2.321,4.865,5.375,0.51,12.375,,,,
2012-12-09,2.411,3.583,3.896,0.313,10.625,,,,
2012-12-10,1.437,3.394,3.885,0.491,4.917,,,,
2012-12-11,1.917,5.656,6.698,1.042,7.083,,,,
2012-12-12,1.297,7.917,9.689,1.772,5.167,,,,
2012-12-13,1.089,9.802,11.844,2.042,7.875,,,,
2012-12-14,1.97,9.208,13.135,3.927,8.708,,,,
2012-12-15,2.345,13.125,16.708,3.583,14.292,,,,
2012-12-16,1.107,6.052,6.875,0.823,11.5,,,,
2012-12-17,1.595,11.833,14.26,2.427,13.875,,,,
2012-12-18,1.343,8.239,10.667,2.427,9.217,,,,
2012-12-19,1.137,8.348,9.938,1.59,4.625,,,,
2012-12-20,1.69,8.594,10.677,2.084,8.417,,,,
2012-12-21,1.202,10.188,12.469,2.281,13.5,,,,
2012-12-22,1.19,10.198,11.636,1.438,7.25,,,,
2012-12-23,1.78,4.365,5.021,0.656,14.375,,,,
2012-12-24,1.976,4.364,4.75,0.386,9.292,,,,
2012-12-25,1.899,8.302,10.0,1.698,13.625,,,,
2012-12-26,1.637,6.747,9.938,3.191,9.042,,,,
2012-12-27,1.065,9.51,12.032,2.521,6.125,,,,
2012-12-28,1.149,14.656,19.906,5.25,13.625,,,,
2012-12-29,1.506,12.469,15.0,2.531,12.333,,,,
2012-12-30,1.268,9.094,10.166,1.073,7.375,,,,
2012-12-31,1.417,3.052,3.386,0.333,7.875,,,,
2013-01-01,3.016,4.968,5.54,0.572,25.042,,,,
2013-01-02,2.357,4.75,5.431,0.68,19.958,,,,
2013-01-03,1.583,6.319,7.347,1.028,13.458,,,,
2013-01-04,1.684,6.278,7.416,1.139,12.25,,,,
2013-01-05,1.0,4.153,5.028,0.875,6.292,,,,
2013-01-06,0.726,7.181,8.75,1.569,4.208,,,,
2013-01-07,1.321,13.736,16.847,3.111,9.167,,,,
2013-01-08,0.616,15.774,19.751,3.978,8.667,,,,
2013-01-09,1.147,5.891,6.685,0.794,3.652,,,,
2013-01-10,0.833,4.958,5.972,1.014,4.292,,,,
2013-01-11,2.095,6.07,7.236,1.167,14.333,,,,
2013-01-12,2.643,6.292,7.472,1.181,21.5,,,,
2013-01-13,1.982,5.958,6.875,0.917,15.708,,,,
2013-01-14,0.923,12.028,14.528,2.5,10.042,,,,
2013-01-15,0.914,9.88,12.191,2.311,6.083,,,,
2013-01-16,0.994,8.681,10.722,2.042,6.708,,,,
2013-01-17,1.072,9.014,10.917,1.903,8.542,,,,
2013-01-18,3.28,7.778,9.236,1.459,24.0,,,,
2013-01-19,0.937,3.611,4.306,0.694,6.917,,,,
2013-01-20,2.632,9.667,12.028,2.361,12.708,,,,
2013-01-21,2.493,9.611,11.042,1.431,20.833,,,,
2013-01-22,1.629,8.522,9.906,1.384,15.042,,,,
2013-01-23,1.09,11.972,14.389,2.417,15.333,,,,
2013-01-24,2.361,12.04,15.599,3.558,15.542,,,,
2013-01-25,3.215,8.114,11.729,3.615,15.792,,,,
2013-01-26,1.194,6.073,6.802,0.73,14.0,,,,
2013-01-27,0.958,8.958,10.49,1.531,10.25,,,,
2013-01-28,3.896,11.778,21.45,9.673,11.708,,,,
2013-01-29,1.519,12.274,17.483,5.21,16.25,,,,
2013-01-30,0.917,10.573,12.302,1.729,12.125,,,,
2013-01-31,1.43,8.125,9.177,1.052,20.25,,,,
2013-02-01,2.459,13.27,17.027,3.756,17.292,,,,
2013-02-02,1.521,6.479,7.511,1.031,20.833,,,,
2013-02-03,2.563,15.469,21.688,6.219,29.652,,,,
2013-02-04,0.821,5.91,6.992,1.083,4.875,,,,
2013-02-05,0.919,6.718,8.454,1.737,5.375,,,,
2013-02-06,0.556,8.854,14.396,5.542,7.292,,,,
2013-02-07,0.458,5.98,8.302,2.323,6.792,,,,
2013-02-08,0.382,10.688,12.438,1.75,5.333,,,,
2013-02-09,0.653,5.375,7.458,2.083,3.042,,,,
2013-02-10,0.792,5.958,7.167,1.208,8.292,,,,
2013-02-11,0.625,4.188,4.969,0.781,5.375,,,,
2013-02-12,0.794,7.214,8.883,1.669,5.417,,,,
2013-02-13,0.756,9.99,21.729,11.74,4.75,,,,
2013-02-14,0.411,7.135,8.656,1.521,5.375,,,,
2013-02-15,0.78,5.094,5.948,0.854,4.667,,,,
2013-02-16,2.357,4.0,4.51,0.51,22.458,,,,
2013-02-17,2.447,10.021,12.729,2.708,26.167,,,,
2013-02-18,1.177,7.229,11.552,4.323,12.875,,,,
2013-02-19,0.876,7.394,9.088,1.694,10.5,,,,
2013-02-20,1.208,9.333,13.177,3.844,14.625,,,,
2013-02-21,1.203,8.886,12.136,3.25,13.583,,,,
2013-02-22,0.934,7.01,8.51,1.5,11.833,,,,
2013-02-23,1.06,5.438,6.073,0.635,13.333,,,,
2013-02-24,1.345,8.291,9.492,1.201,13.522,,,,
2013-02-25,4.55,13.308,16.742,3.434,42.667,,,,
2013-02-26,4.311,17.925,20.217,2.292,51.0,,,,
2013-02-27,0.754,9.119,10.127,1.008,16.708,,,,
2013-02-28,1.824,14.504,17.333,2.829,26.208,,,,
2013-03-01,1.49,16.163,18.988,2.825,44.083,,,,
2013-03-02,1.14,7.433,8.408,0.975,16.125,,,,
2013-03-03,0.768,5.831,7.019,1.188,5.75,,,,
2013-03-04,3.217,14.55,18.302,3.752,12.167,,,,
2013-03-05,0.921,12.102,15.308,3.206,13.478,,,,
2013-03-06,1.081,5.254,6.125,0.871,11.208,,,,
2013-03-07,1.637,5.875,6.948,1.073,10.083,,,,
2013-03-08,1.286,5.771,6.531,0.76,12.625,,,,
2013-03-09,2.143,6.0,6.896,0.896,18.25,,,,
2013-03-10,1.226,4.26,4.948,0.688,8.0,,,,
2013-03-11,1.774,8.0,9.979,1.979,10.833,,,,
2013-03-12,3.279,9.356,11.513,2.157,16.833,,,,
2013-03-13,1.125,4.062,4.531,0.469,5.417,,,,
2013-03-14,1.184,5.219,5.948,0.729,6.25,,,,
2013-03-15,1.286,6.5,7.25,0.75,16.542,,,,
2013-03-16,3.351,7.99,8.844,0.854,30.833,,,,
2013-03-17,3.832,9.366,10.482,1.116,40.5,,,,
2013-03-18,2.236,6.321,6.998,0.677,21.917,,,,
2013-03-19,3.09,15.234,16.712,1.478,34.25,,,,
2013-03-20,2.006,15.229,16.938,1.708,21.542,,,,
2013-03-21,1.036,3.948,4.365,0.417,4.833,,,,
2013-03-22,0.946,4.604,5.364,0.76,7.708,,,,
2013-03-23,2.875,8.104,8.906,0.802,21.292,,,,
2013-03-24,4.408,9.792,11.083,1.292,35.385,,,,
2013-03-25,5.738,8.469,9.562,1.094,32.5,,,,
2013-03-26,1.057,4.226,4.952,0.726,16.667,,,,
2013-03-27,1.363,8.542,9.969,1.427,15.042,,,,
2013-03-28,2.149,7.719,9.115,1.396,24.542,,,,
2013-03-29,1.089,4.177,4.771,0.594,15.125,,,,
2013-03-30,1.214,4.229,4.864,0.636,4.083,,,,
2013-03-31,1.155,5.375,6.052,0.677,14.792,,,,
2013-04-01,2.244,10.782,12.364,1.584,14.333,,,,
2013-04-02,1.256,11.886,14.406,2.521,16.913,,,,
2013-04-03,1.445,6.995,7.495,0.5,16.083,,,,
2013-04-04,2.946,12.552,14.031,1.479,18.167,,,,
