date,CH4_mean,NMHC_mean,SO2_mean,SPM_mean,THC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean
2013-01-06,197.25,10.042,1.25,9.208,207.292,14.833,37.542,22.708,8.167
2013-01-07,197.5,18.136,1.773,11.804,215.636,28.87,87.304,58.435,9.522
2013-01-08,196.458,17.667,1.958,19.979,214.125,28.625,78.125,49.5,17.542
2013-01-09,193.583,10.375,1.5,16.021,203.958,16.125,35.5,19.375,12.167
2013-01-10,193.75,10.667,1.042,4.438,204.417,20.292,43.167,22.875,4.917
2013-01-11,194.625,10.708,1.208,6.875,205.333,19.917,41.875,21.958,6.75
2013-01-12,193.75,9.667,1.417,9.604,203.417,12.292,22.75,10.458,9.0
2013-01-13,194.333,8.5,1.167,6.125,202.833,15.625,32.542,16.917,5.667
2013-01-14,196.375,16.542,1.167,9.396,212.917,28.667,68.208,39.542,8.708
2013-01-15,196.792,13.375,1.783,12.588,210.167,27.875,67.292,39.417,10.208
2013-01-16,195.458,10.167,1.708,10.167,205.625,20.522,44.304,23.783,8.125
2013-01-17,195.167,10.875,1.792,16.77,206.042,24.083,51.083,27.0,15.042
2013-01-18,194.792,13.667,1.667,18.312,208.458,24.125,48.417,24.292,15.125
2013-01-19,195.833,11.167,1.125,11.396,207.0,14.917,29.75,14.833,9.5
2013-01-20,195.625,12.5,2.125,13.562,208.125,23.25,58.333,35.083,9.542
2013-01-21,195.182,12.455,2.273,26.842,207.636,24.522,49.652,25.13,20.217
2013-01-22,195.083,11.5,1.25,9.625,206.583,20.583,44.083,23.5,7.708
2013-01-23,196.042,12.083,1.167,10.917,208.125,21.0,44.727,23.727,9.417
2013-01-24,197.917,19.292,2.333,18.792,217.208,28.875,79.375,50.5,16.333
2013-01-25,196.625,24.833,1.542,30.834,221.458,32.792,89.875,57.083,20.333
2013-01-26,193.625,10.25,1.292,10.146,203.875,10.083,21.375,11.292,5.708
2013-01-27,196.125,12.542,1.167,7.75,208.667,19.583,43.792,24.208,6.208
2013-01-28,194.542,11.083,2.083,11.312,205.625,20.125,53.792,33.667,8.125
2013-01-29,193.25,10.0,1.125,7.812,203.25,15.667,37.917,22.25,4.625
2013-01-30,194.792,16.792,2.917,19.354,211.583,30.522,84.435,53.913,13.917
2013-01-31,192.625,8.333,1.458,10.896,200.958,7.833,23.208,15.375,6.958
2013-02-01,195.208,14.0,1.583,12.625,209.208,21.083,41.458,20.375,9.917
2013-02-02,194.458,15.625,1.833,24.875,210.083,23.667,46.958,23.292,16.708
2013-02-03,194.667,17.083,2.125,28.458,211.75,24.875,65.625,40.75,20.125
2013-02-04,193.591,7.727,1.05,8.326,201.318,13.909,27.455,13.545,6.174
2013-02-05,196.375,10.458,1.042,5.542,206.833,14.25,32.5,18.25,6.125
2013-02-06,198.167,13.458,1.375,8.062,211.625,26.958,58.125,31.167,8.625
2013-02-07,197.792,9.083,1.0,8.521,206.875,20.208,40.875,20.667,7.833
2013-02-08,198.958,9.333,1.667,12.292,208.292,18.292,34.667,16.375,10.917
2013-02-09,195.25,7.333,1.0,2.688,202.583,12.25,23.458,11.208,2.833
2013-02-10,197.458,16.417,1.333,10.333,213.875,28.667,62.75,34.083,10.083
2013-02-11,198.792,18.958,1.625,9.666,217.75,29.75,80.917,51.167,8.542
2013-02-12,198.583,10.042,1.25,9.792,208.625,20.5,42.542,22.042,9.458
2013-02-13,196.833,8.125,1.0,8.25,204.958,16.043,34.087,18.043,8.042
2013-02-14,199.25,11.5,2.042,14.625,210.75,27.875,58.458,30.583,13.167
2013-02-15,194.75,8.375,1.208,8.021,203.125,11.458,19.542,8.083,6.083
2013-02-16,193.417,6.75,1.417,8.438,200.167,3.375,6.875,3.5,7.792
2013-02-17,197.375,8.458,3.167,24.584,205.833,16.083,29.833,13.75,20.875
2013-02-18,196.417,8.0,2.0,16.125,204.417,10.958,25.833,14.875,14.75
2013-02-19,196.542,8.292,1.833,15.396,204.833,21.542,47.042,25.5,12.917
2013-02-20,196.667,11.167,1.667,13.52,207.833,26.333,52.458,26.125,11.375
2013-02-21,195.875,8.292,1.292,10.125,204.167,21.542,46.333,24.792,8.0
2013-02-22,197.833,9.625,1.333,11.27,207.458,20.583,38.167,17.583,9.333
2013-02-23,197.708,7.542,1.167,8.875,205.25,17.167,28.417,11.25,8.583
2013-02-24,197.75,13.917,1.292,13.812,211.667,24.958,57.042,32.083,12.167
2013-02-25,198.333,11.792,2.417,24.917,210.125,23.542,50.708,27.167,20.833
2013-02-26,200.909,15.636,3.045,52.826,216.545,31.304,58.435,27.13,45.261
2013-02-27,200.458,14.375,2.5,57.354,214.833,31.0,64.87,33.87,45.167
2013-02-28,197.958,11.625,2.292,38.229,209.583,19.917,43.458,23.542,30.208
2013-03-01,196.75,8.833,1.583,16.75,205.583,17.458,33.083,15.625,12.875
2013-03-02,196.0,6.708,1.417,15.438,202.708,10.792,20.25,9.458,12.25
2013-03-03,197.333,7.083,1.083,12.083,204.417,13.125,26.042,12.917,10.083
2013-03-04,198.0,9.417,1.826,16.396,207.417,21.125,45.625,24.5,13.792
2013-03-05,197.909,14.864,1.545,32.174,212.773,30.87,64.696,33.826,26.739
2013-03-06,194.0,8.75,1.208,12.312,202.75,12.5,29.125,16.625,11.625
2013-03-07,194.417,10.417,1.167,11.104,204.833,13.667,33.5,19.833,10.708
2013-03-08,193.875,8.417,1.042,11.312,202.292,8.458,21.542,13.083,10.042
2013-03-09,192.833,8.75,1.333,11.25,201.583,12.125,24.458,12.333,9.333
2013-03-10,193.25,8.5,1.0,7.854,201.75,13.833,32.583,18.75,7.125
2013-03-11,194.542,10.125,1.125,9.916,204.667,19.583,40.875,21.292,8.583
2013-03-12,195.13,10.783,1.043,13.392,205.913,26.652,54.043,27.391,12.696
2013-03-13,193.75,10.5,1.0,16.396,204.25,22.435,44.478,22.043,14.917
2013-03-14,191.208,7.958,1.0,4.5,199.167,12.708,27.375,14.667,4.375
2013-03-15,192.792,8.875,1.0,7.104,201.667,16.125,30.5,14.375,7.542
2013-03-16,194.667,10.25,1.917,19.812,204.917,12.667,21.333,8.667,18.708
2013-03-17,195.333,11.958,1.708,24.938,207.292,23.375,48.042,24.667,24.5
2013-03-18,193.833,12.25,2.304,28.896,206.083,23.208,55.667,32.458,25.667
2013-03-19,192.583,7.417,1.417,8.958,200.0,12.333,25.875,13.542,8.75
2013-03-20,192.25,9.667,1.292,6.688,201.917,22.667,50.625,27.958,5.917
2013-03-21,189.0,6.625,1.0,2.75,195.625,7.917,15.583,7.667,2.792
2013-03-22,192.917,9.458,1.083,8.708,202.375,11.458,23.667,12.208,8.917
2013-03-23,194.75,10.958,1.125,9.812,205.708,16.0,26.583,10.583,10.833
2013-03-24,194.125,19.75,2.0,17.166,213.875,23.125,48.833,25.708,17.458
2013-03-25,190.333,11.292,2.25,26.625,201.625,18.5,37.083,18.583,23.542
2013-03-26,190.25,10.417,2.167,32.0,200.667,23.542,39.583,16.042,33.0
2013-03-27,192.042,10.5,2.667,37.979,202.542,23.87,46.304,22.435,36.75
2013-03-28,192.125,11.0,1.917,30.396,203.125,21.667,40.667,19.0,29.458
2013-03-29,191.375,11.208,2.917,32.708,202.583,19.167,34.417,15.25,30.958
2013-03-30,188.458,10.042,1.583,22.688,198.5,9.917,14.167,4.25,22.25
2013-03-31,188.75,8.208,1.125,9.25,196.958,8.042,15.583,7.542,9.667
2013-04-01,191.875,11.667,0.833,18.25,203.542,19.208,38.542,19.333,17.375
2013-04-02,192.167,14.708,1.0,27.375,206.875,26.958,64.625,37.667,22.5
2013-04-03,186.583,15.083,0.292,13.958,201.667,21.0,44.292,23.292,10.125
2013-04-04,187.833,14.083,0.542,20.354,201.917,22.0,42.542,20.542,19.375
2013-04-05,191.143,12.476,1.273,28.372,203.619,24.818,54.773,29.955,25.174
2013-04-06,188.375,12.292,0.958,28.5,200.667,14.833,32.083,17.25,22.417
2013-04-07,181.167,10.292,0.458,2.938,191.458,10.208,21.667,11.458,3.083
2013-04-08,186.625,9.167,0.042,6.208,195.792,6.458,19.0,12.542,6.167
2013-04-09,188.208,11.625,1.458,16.604,199.833,18.917,43.125,24.208,14.333
2013-04-10,189.958,10.167,0.625,14.958,200.125,15.333,34.542,19.208,11.875
2013-04-11,189.583,8.542,0.5,10.604,198.125,16.957,38.174,21.217,8.917
2013-04-12,190.667,10.75,0.5,10.75,201.417,17.875,38.792,20.917,9.583
2013-04-13,190.75,13.333,0.292,12.584,204.083,16.583,37.292,20.708,11.583
2013-04-14,189.583,13.042,1.25,22.666,202.625,13.583,24.333,10.75,19.375
2013-04-15,187.542,11.5,0.5,10.854,199.042,14.25,29.875,15.625,8.75
2013-04-16,188.917,11.25,0.696,15.292,200.167,18.708,38.708,20.0,11.042
2013-04-17,188.167,17.0,0.875,19.521,205.167,18.958,38.833,19.875,16.5
2013-04-18,187.5,11.625,0.75,13.729,199.125,21.458,51.167,29.708,11.375
2013-04-19,188.417,11.833,0.125,10.271,200.25,17.25,34.125,16.875,10.542
2013-04-20,191.0,8.833,0.167,11.896,199.833,13.708,32.333,18.625,10.5
2013-04-21,190.125,10.875,0.0,5.896,201.0,10.25,16.625,6.375,5.542
2013-04-22,190.875,13.417,0.167,20.604,204.292,21.167,44.708,23.542,19.25
2013-04-23,191.667,13.167,0.792,24.75,204.833,19.833,40.167,20.333,23.75
2013-04-24,188.783,12.435,1.043,26.739,201.217,20.565,45.174,24.609,20.87
2013-04-25,186.958,16.75,0.833,18.625,203.708,17.304,31.739,14.435,15.833
2013-04-26,188.792,15.917,0.5,21.208,204.708,25.958,48.375,22.417,18.167
2013-04-27,187.167,12.208,0.042,10.166,199.375,16.5,30.042,13.542,8.333
2013-04-28,188.583,16.208,0.083,9.52,204.792,6.417,10.333,3.917,9.0
2013-04-29,189.125,15.25,0.333,18.084,204.375,14.75,24.042,9.292,17.292
2013-04-30,187.583,13.125,0.696,23.292,200.708,18.542,38.458,19.917,18.083
2013-05-01,185.458,11.625,0.208,15.334,197.083,19.792,41.708,21.917,9.875
2013-05-02,185.917,10.0,0.0,4.5,195.917,11.208,29.875,18.667,3.125
2013-05-03,186.583,9.417,0.0,2.438,196.0,7.5,17.542,10.042,2.958
2013-05-04,187.0,8.792,0.0,8.166,195.792,6.125,12.167,6.042,7.167
2013-05-05,187.417,12.875,0.167,16.23,200.292,11.458,16.917,5.458,15.333
2013-05-06,186.875,11.542,0.25,17.625,198.417,13.208,24.5,11.292,13.667
2013-05-07,186.375,10.625,0.042,3.167,197.0,9.125,20.833,11.708,1.208
2013-05-08,187.0,10.083,0.0,9.521,197.083,11.792,25.625,13.833,7.833
2013-05-09,185.792,15.417,0.333,15.0,201.208,20.087,40.043,19.957,14.167
2013-05-10,185.273,10.136,0.727,16.228,195.409,16.227,38.818,22.591,13.913
2013-05-11,183.833,11.958,0.25,14.625,195.792,16.25,33.583,17.333,11.667
2013-05-12,183.667,12.167,0.458,13.229,195.833,8.292,15.792,7.5,10.5
2013-05-13,185.708,8.5,0.208,15.208,194.208,17.125,44.667,27.542,14.292
2013-05-14,187.625,14.25,0.522,24.208,201.875,15.083,27.042,11.958,20.917
2013-05-15,188.208,10.292,0.5,27.062,198.5,21.125,47.375,26.25,25.25
2013-05-16,187.042,12.667,0.375,27.229,199.708,17.5,32.542,15.042,23.042
2013-05-17,186.292,13.292,0.5,9.438,199.583,14.667,30.125,15.458,9.125
2013-05-18,186.375,13.625,0.667,14.188,200.0,14.917,30.625,15.708,12.875
2013-05-19,184.667,11.292,0.708,16.771,195.958,8.917,14.042,5.125,13.875
2013-05-20,181.125,11.042,0.75,18.396,192.167,15.458,39.375,23.917,13.833
2013-05-21,182.958,13.542,0.5,20.27,196.5,16.333,33.125,16.792,16.042
2013-05-22,184.542,12.542,0.833,21.875,197.083,18.208,40.833,22.625,19.167
2013-05-23,184.667,12.417,0.292,14.48,197.083,13.522,25.0,11.478,11.833
2013-05-24,185.75,11.917,0.5,14.834,197.667,16.208,33.042,16.833,13.167
2013-05-25,186.208,9.417,0.458,12.271,195.625,12.042,29.208,17.167,9.75
2013-05-26,186.542,10.958,0.958,17.958,197.5,10.708,19.833,9.125,14.458
2013-05-27,185.417,12.583,0.875,23.979,198.0,18.75,38.583,19.833,18.25
2013-05-28,184.273,11.682,1.136,16.108,195.955,14.565,37.87,23.304,12.522
2013-05-29,182.0,9.958,1.25,19.354,191.958,15.667,37.625,21.958,11.333
2013-05-30,183.333,13.083,0.75,20.708,196.417,17.542,41.583,24.042,13.208
2013-05-31,184.875,14.458,0.5,19.416,199.333,16.083,31.083,15.0,15.083
2013-06-01,185.75,12.083,0.375,15.666,197.833,12.375,29.0,16.625,12.542
2013-06-02,182.875,9.667,0.375,11.021,192.542,7.292,15.917,8.625,9.208
2013-06-03,186.5,11.75,0.542,13.375,198.25,13.083,36.042,22.958,11.958
2013-06-04,183.875,12.833,0.417,15.792,196.708,12.208,30.958,18.75,13.25
2013-06-05,188.958,14.542,0.625,25.771,203.5,17.042,40.667,23.625,22.667
2013-06-06,188.833,14.583,0.708,29.456,203.417,15.652,32.87,17.217,25.875
2013-06-07,182.5,14.208,0.583,20.5,196.708,13.708,33.833,20.125,17.792
2013-06-08,185.708,14.292,0.125,14.27,200.0,11.208,26.375,15.167,10.833
2013-06-09,183.875,15.292,0.458,20.854,199.167,7.792,12.792,5.0,16.958
2013-06-10,188.667,15.333,1.083,25.5,204.0,15.5,35.0,19.5,21.875
2013-06-11,185.625,12.75,0.435,24.084,198.375,16.625,44.542,27.917,20.583
2013-06-12,182.826,11.87,0.545,13.954,194.696,13.043,42.522,29.478,11.174
2013-06-13,180.833,13.333,0.125,9.958,194.167,11.0,36.833,25.833,6.667
2013-06-14,181.042,13.792,0.375,11.979,194.833,12.875,40.667,27.792,9.75
2013-06-15,185.25,15.75,0.25,12.542,201.0,11.667,31.125,19.458,9.333
2013-06-16,183.625,13.583,0.292,14.5,197.208,7.792,18.5,10.708,11.208
2013-06-17,184.833,13.583,0.5,12.875,198.417,14.542,38.0,23.458,11.5
2013-06-18,190.542,16.625,0.167,15.271,207.167,16.208,45.625,29.417,13.042
2013-06-19,194.5,17.042,0.0,18.52,211.542,20.292,41.792,21.5,13.083
2013-06-20,193.792,17.792,0.208,14.354,211.583,19.087,41.13,22.043,12.583
2013-06-21,191.083,14.625,0.167,13.584,205.708,16.917,38.292,21.375,11.917
2013-06-22,182.833,14.208,0.042,12.042,197.042,8.292,17.5,9.208,10.167
2013-06-23,189.792,14.375,0.5,10.458,204.167,7.667,15.375,7.708,9.5
2013-06-24,196.625,16.958,0.5,12.604,213.583,14.0,33.333,19.333,11.333
2013-06-25,194.409,16.364,2.35,18.37,210.773,12.6,33.0,20.4,16.826
2013-06-26,195.208,15.5,1.182,18.562,210.708,21.545,48.364,26.818,16.75
2013-06-27,190.083,14.5,0.0,9.771,204.583,13.083,36.292,23.208,9.458
2013-06-28,187.958,11.667,0.042,10.562,199.625,10.208,27.958,17.75,9.292
2013-06-29,189.917,12.208,0.042,8.125,202.125,10.292,32.667,22.375,7.25
2013-06-30,191.375,12.833,0.042,12.75,204.208,7.375,20.083,12.708,10.375
2013-07-01,192.167,14.167,0.083,20.708,206.333,17.208,40.458,23.25,14.792
2013-07-02,194.0,14.833,0.208,13.562,208.833,15.792,42.542,26.75,11.125
2013-07-03,187.625,13.167,0.208,11.916,200.792,13.083,33.667,20.583,9.375
2013-07-04,193.958,17.333,0.083,26.416,211.292,19.435,47.261,27.826,19.5
2013-07-05,203.458,18.333,0.0,26.562,221.792,17.75,55.542,37.792,18.375
2013-07-06,196.542,22.542,0.0,18.084,219.083,17.625,42.5,24.875,12.042
2013-07-07,212.083,22.792,0.0,16.833,234.875,9.625,16.167,6.542,12.0
2013-07-08,205.417,18.833,0.083,14.938,224.25,18.375,46.375,28.0,9.75
2013-07-09,198.583,24.917,0.13,17.52,223.5,13.875,39.167,25.292,10.917
2013-07-10,202.381,21.19,0.545,18.476,223.571,13.913,38.043,24.13,14.391
2013-07-11,193.625,17.75,0.833,14.875,211.375,18.5,36.917,18.417,13.042
2013-07-12,194.375,16.042,1.042,11.438,210.417,25.083,57.75,32.667,10.875
2013-07-13,197.417,17.0,1.042,15.458,214.417,14.125,27.625,13.5,13.458
2013-07-14,196.667,18.375,0.833,8.333,215.042,9.458,15.75,6.292,9.125
2013-07-15,192.625,14.458,0.833,7.416,207.083,10.667,25.542,14.875,7.917
2013-07-16,190.625,16.25,0.958,12.833,206.875,13.208,31.833,18.625,13.208
2013-07-17,193.667,13.708,0.917,13.521,207.375,14.0,46.167,32.167,12.5
2013-07-18,187.875,15.583,0.875,4.479,203.458,14.174,32.174,18.0,5.125
2013-07-19,188.667,16.833,0.917,4.833,205.5,8.625,20.875,12.25,6.458
2013-07-20,194.125,14.125,1.083,10.708,208.25,14.125,39.958,25.833,12.125
2013-07-21,194.333,14.375,1.292,13.542,208.708,6.625,17.958,11.333,13.417
2013-07-22,189.167,14.875,1.125,14.125,204.042,13.583,48.5,34.917,13.375
2013-07-23,184.75,16.292,1.043,13.104,201.042,15.417,41.083,25.667,13.708
2013-07-24,187.435,14.435,1.0,11.304,201.87,12.955,45.045,32.091,11.261
2013-07-25,184.833,16.417,0.958,6.542,201.25,15.25,55.25,40.0,8.083
2013-07-26,191.583,19.583,0.792,5.896,211.167,17.174,44.348,27.174,6.458
2013-07-27,203.833,19.333,0.917,7.812,223.167,15.458,36.292,20.833,7.375
2013-07-28,198.792,17.875,1.0,10.916,216.667,9.5,20.625,11.125,9.208
2013-07-29,196.125,17.542,1.042,19.75,213.667,16.333,43.792,27.458,18.667
2013-07-30,200.042,21.208,1.0,22.084,221.25,15.417,36.667,21.25,18.792
2013-07-31,188.167,15.625,1.0,13.75,203.792,15.583,53.208,37.625,13.333
2013-08-01,184.0,13.583,1.0,7.73,197.583,8.87,41.826,32.957,8.5
2013-08-02,187.0,15.917,1.292,12.438,202.917,12.458,47.167,34.708,11.208
2013-08-03,190.125,19.292,1.083,10.958,209.417,9.167,26.417,17.25,10.875
2013-08-04,201.375,17.833,1.208,12.667,219.208,6.125,16.583,10.458,13.25
2013-08-05,192.625,20.667,1.125,21.271,213.292,12.75,32.083,19.333,18.292
2013-08-06,204.792,25.958,1.043,19.23,230.75,15.417,45.0,29.583,15.208
2013-08-07,204.591,30.091,1.045,21.321,234.682,13.0,32.652,19.652,24.826
2013-08-08,217.125,30.25,1.583,41.857,247.375,14.292,29.542,15.25,34.042
2013-08-09,227.125,26.875,1.958,49.938,254.0,18.292,43.792,25.5,37.75
2013-08-10,220.375,36.333,1.167,46.938,256.708,12.667,30.708,18.042,37.708
2013-08-11,225.5,27.583,1.25,44.854,253.083,9.667,21.042,11.375,36.417
2013-08-12,209.542,26.167,1.208,36.833,235.708,10.958,25.125,14.167,30.917
2013-08-13,218.375,26.875,1.083,28.333,245.25,8.25,17.958,9.708,23.208
2013-08-14,217.083,22.042,1.458,33.208,239.125,7.25,15.417,8.167,26.875
2013-08-15,208.208,23.125,1.958,33.667,231.333,7.609,14.087,6.478,26.958
2013-08-16,204.792,22.833,1.833,42.688,227.625,8.208,14.792,6.583,34.167
2013-08-17,210.833,22.542,1.792,41.25,233.375,8.958,17.542,8.583,31.583
2013-08-18,207.083,21.125,1.667,35.312,228.208,9.5,16.417,6.917,25.917
2013-08-19,207.565,22.304,1.87,30.935,229.87,15.783,35.043,19.261,23.652
2013-08-20,204.958,21.75,1.261,20.812,226.708,14.75,40.333,25.583,15.083
2013-08-21,204.917,22.625,1.167,20.146,227.542,10.208,23.417,13.208,14.542
2013-08-22,212.208,23.083,1.167,19.73,235.292,14.792,40.833,26.042,15.333
2013-08-23,222.0,20.458,1.25,14.896,242.458,14.417,43.042,28.625,11.542
2013-08-24,213.875,23.083,1.0,17.166,236.958,12.0,26.292,14.292,14.042
2013-08-25,208.667,19.917,1.0,14.958,228.583,9.375,20.292,10.917,11.625
2013-08-26,207.125,24.958,1.0,9.292,232.083,10.0,21.625,11.625,7.458
2013-08-27,198.583,19.125,1.0,9.542,217.708,15.292,35.042,19.75,6.708
2013-08-28,203.042,19.333,0.958,9.188,222.375,11.875,31.042,19.167,5.5
2013-08-29,210.625,20.417,1.125,12.5,231.042,14.348,37.435,23.087,10.917
2013-08-30,204.125,23.042,1.0,20.188,227.167,17.667,38.0,20.333,13.708
2013-08-31,199.958,18.792,1.0,15.562,218.75,12.417,26.458,14.042,10.292
2013-09-01,200.667,22.167,0.917,13.084,222.833,9.5,20.083,10.583,9.958
2013-09-02,197.542,18.292,0.958,9.312,215.833,14.875,30.708,15.833,6.708
2013-09-03,200.958,20.667,1.261,15.729,221.625,17.667,47.375,29.708,11.792
2013-09-04,188.833,15.75,1.917,15.354,204.583,10.083,35.792,25.708,7.417
2013-09-05,189.619,16.952,1.043,9.748,206.571,14.478,28.696,14.217,6.227
2013-09-06,193.583,18.167,1.125,8.979,211.75,13.25,27.5,14.25,9.708
2013-09-07,199.667,17.375,1.0,12.125,217.042,14.625,35.25,20.625,10.917
2013-09-08,195.875,16.125,0.917,6.083,212.0,9.667,19.167,9.5,7.25
2013-09-09,194.833,21.375,1.167,9.666,216.208,11.792,28.542,16.75,10.542
2013-09-10,195.958,17.042,1.75,13.542,213.0,17.542,51.375,33.833,13.167
2013-09-11,200.208,17.167,2.208,15.0,217.375,16.375,52.0,35.625,13.375
2013-09-12,201.958,19.0,1.792,17.166,220.958,16.565,47.783,31.217,15.125
2013-09-13,197.375,17.125,1.625,19.875,214.5,13.458,39.333,25.875,17.042
2013-09-14,194.708,18.5,1.458,25.104,213.208,15.083,35.5,20.417,21.583
2013-09-15,187.75,15.833,1.167,15.562,203.583,9.167,21.875,12.708,13.208
2013-09-16,183.167,12.917,1.0,10.604,196.083,6.292,14.833,8.542,7.208
2013-09-17,192.292,15.333,0.87,10.042,207.625,14.708,33.583,18.875,7.167
2013-09-18,197.25,19.5,1.125,15.562,216.75,16.958,49.167,32.208,12.958
2013-09-19,196.875,17.042,1.292,16.23,213.917,12.875,34.208,21.333,14.5
2013-09-20,203.0,18.318,1.696,23.587,221.318,16.652,43.478,26.826,16.7
2013-09-21,198.15,20.95,1.476,25.604,219.1,15.833,37.25,21.417,22.3
2013-09-22,200.417,15.792,1.042,22.062,216.208,7.833,14.958,7.125,17.875
2013-09-23,195.167,13.333,1.125,10.042,208.5,7.958,19.167,11.208,8.208
2013-09-24,193.167,16.167,1.125,14.625,209.333,14.667,49.917,35.25,12.125
2013-09-25,187.5,18.167,1.042,21.5,205.667,18.208,50.125,31.917,17.417
2013-09-26,189.833,12.875,1.0,7.542,202.708,11.522,21.043,9.522,5.875
2013-09-27,195.083,14.042,1.042,9.938,209.125,11.792,26.5,14.708,7.667
2013-09-28,196.958,14.458,1.25,13.562,211.417,13.625,34.625,21.0,12.042
2013-09-29,194.542,14.292,1.083,16.271,208.833,9.583,22.625,13.042,15.542
2013-09-30,192.917,17.417,1.0,12.292,210.333,11.667,36.375,24.708,11.083
2013-10-01,190.083,20.875,1.0,14.188,210.958,13.125,37.75,24.625,13.625
2013-10-02,188.826,16.304,1.0,17.923,205.13,14.292,36.625,22.333,14.042
2013-10-03,190.542,12.708,1.042,12.08,203.25,15.391,32.913,17.522,10.826
2013-10-04,194.25,12.708,1.042,13.958,206.958,16.125,38.708,22.583,12.542
2013-10-05,196.333,14.667,1.083,18.792,211.0,15.542,42.042,26.5,17.125
2013-10-06,195.083,15.083,1.0,24.25,210.167,10.458,19.917,9.458,21.375
2013-10-07,191.625,16.25,1.0,9.979,207.875,14.208,35.042,20.833,12.75
2013-10-08,189.25,17.083,1.0,15.625,206.333,16.292,42.333,26.042,14.167
2013-10-09,188.917,15.958,1.333,18.27,204.875,15.667,38.375,22.708,15.042
2013-10-10,190.083,15.333,1.417,11.0,205.417,15.391,33.478,18.087,10.333
2013-10-11,189.292,16.458,1.167,11.438,205.75,17.125,43.208,26.083,10.333
2013-10-12,190.625,13.75,1.0,12.625,204.375,13.958,33.25,19.292,10.833
2013-10-13,193.083,10.417,1.0,10.129,203.5,6.583,11.875,5.292,7.625
2013-10-14,196.542,14.75,1.292,18.666,211.292,14.125,30.708,16.583,16.25
2013-10-15,196.5,21.5,1.304,35.688,218.0,17.167,44.458,27.292,29.708
2013-10-16,190.583,10.333,1.0,2.729,200.917,8.75,19.417,10.667,3.292
2013-10-17,193.625,15.125,1.0,8.188,208.75,15.583,47.625,32.042,7.042
2013-10-18,196.25,15.917,1.043,15.5,212.167,14.435,49.87,35.435,14.739
2013-10-19,197.458,16.5,1.083,20.104,213.958,15.417,35.75,20.333,18.167
2013-10-20,195.792,13.083,1.0,16.854,208.875,10.208,22.083,11.875,16.0
2013-10-21,188.435,11.304,1.0,4.542,199.739,15.208,34.208,19.0,6.042
2013-10-22,191.292,11.042,0.958,6.77,202.333,19.375,42.0,22.625,7.042
2013-10-23,194.292,12.667,1.042,10.062,206.958,19.458,46.875,27.417,9.958
2013-10-24,194.083,14.417,1.0,11.229,208.5,19.217,59.696,40.478,9.708
2013-10-25,191.417,15.458,1.0,7.062,206.875,23.583,68.917,45.333,7.375
2013-10-26,192.25,8.917,1.0,11.458,201.167,11.583,21.042,9.458,7.875
2013-10-27,192.875,8.75,0.917,4.833,201.625,6.75,13.917,7.167,2.167
2013-10-28,195.5,13.542,1.0,10.646,209.042,14.667,47.458,32.792,7.708
2013-10-29,197.542,15.292,1.217,18.146,212.833,16.792,59.667,42.875,13.417
2013-10-30,196.458,13.667,1.042,23.625,210.125,18.958,41.042,22.083,20.083
2013-10-31,198.333,17.708,1.208,23.396,216.042,22.083,51.75,29.667,19.667
2013-11-01,196.833,15.083,1.167,17.958,211.917,25.833,67.792,41.958,15.0
2013-11-02,199.458,13.833,1.167,17.042,213.292,17.958,50.458,32.5,14.125
2013-11-03,199.625,16.75,1.25,47.188,216.375,13.417,25.292,11.875,39.667
2013-11-04,198.542,15.542,1.208,36.0,214.083,17.208,33.458,16.25,28.042
2013-11-05,197.417,13.417,1.208,23.604,210.833,19.375,52.583,33.208,19.833
2013-11-06,199.0,15.955,1.455,26.686,214.955,17.955,61.682,43.727,24.318
2013-11-07,196.375,16.375,1.333,25.625,212.75,18.391,67.565,49.174,23.375
2013-11-08,192.542,8.958,1.0,9.438,201.5,15.375,34.0,18.625,8.958
2013-11-09,196.417,10.583,1.167,12.166,207.0,17.625,52.875,35.25,11.667
2013-11-10,192.875,11.542,1.25,11.166,204.417,10.958,19.667,8.708,10.167
2013-11-11,191.708,8.208,1.0,7.216,199.917,11.542,26.792,15.25,6.0
2013-11-12,193.417,7.958,1.0,4.146,201.375,12.375,36.667,24.292,3.208
2013-11-13,194.042,9.083,0.875,6.458,203.125,18.75,54.375,35.625,6.583
2013-11-14,198.125,13.583,1.5,13.166,211.708,18.043,62.391,44.348,11.217
2013-11-15,195.708,15.708,1.625,17.348,211.417,23.083,68.375,45.292,15.417
2013-11-16,195.375,15.042,1.75,25.208,210.417,21.792,52.167,30.375,20.667
2013-11-17,197.417,13.708,1.5,33.333,211.125,15.042,39.417,24.375,28.167
2013-11-18,195.292,12.875,1.667,25.783,208.167,16.292,46.792,30.5,18.917
2013-11-19,191.208,9.792,1.292,5.583,201.0,19.0,62.125,43.125,4.583
2013-11-20,193.087,9.522,1.522,6.591,202.609,20.333,55.792,35.458,3.833
2013-11-21,194.083,12.292,1.083,5.042,206.375,19.478,73.957,54.478,2.875
2013-11-22,194.042,18.167,1.542,8.458,212.208,21.792,84.583,62.792,4.5
2013-11-23,193.875,14.833,1.333,12.083,208.708,18.25,50.75,32.5,8.625
2013-11-24,195.167,12.708,1.208,17.208,207.875,12.708,30.958,18.25,11.833
2013-11-25,196.375,26.333,2.625,30.875,222.708,22.458,106.292,83.833,19.333
