date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean,CH4_mean,NMHC_mean,THC_mean
2012-10-29,10.024,14.607,4.583,11.375,4.073,,4.12,186.6,5.6,192.2
2012-10-30,12.553,20.0,7.446,14.083,4.438,,4.333,187.458,14.833,202.292
2012-10-31,9.619,14.327,4.708,9.75,3.448,,4.236,186.292,16.0,202.292
2012-11-01,9.482,13.809,4.327,10.417,4.364,,4.069,186.375,5.5,191.875
2012-11-02,11.107,16.53,5.423,7.417,4.281,,4.028,187.042,7.042,194.083
2012-11-03,7.482,10.226,2.744,15.583,3.76,,3.306,186.917,4.167,191.083
2012-11-04,12.363,17.75,5.387,17.625,3.364,,4.611,189.5,12.25,201.75
2012-11-05,23.472,40.86,17.389,14.625,3.218,,7.066,191.048,32.429,223.476
2012-11-06,11.484,17.109,5.625,19.083,4.08,,4.736,189.833,10.708,200.542
2012-11-07,8.31,12.042,3.732,20.917,4.792,,4.375,190.042,8.25,198.292
2012-11-08,15.131,22.875,7.744,26.958,4.625,,5.278,188.542,19.083,207.625
2012-11-09,12.405,17.637,5.232,25.792,4.76,,4.361,188.625,7.125,195.75
2012-11-10,14.202,23.19,8.988,23.417,3.344,,5.333,190.875,13.708,204.583
2012-11-11,10.065,15.69,5.625,4.917,2.344,,3.972,186.5,14.833,201.333
2012-11-12,8.268,12.869,4.601,16.958,4.344,,3.778,188.81,11.238,200.048
2012-11-13,12.607,19.399,6.792,17.542,4.208,,4.597,188.583,11.833,200.417
2012-11-14,7.934,10.684,2.75,11.208,5.062,,3.708,188.958,5.417,194.375
2012-11-15,11.107,15.798,4.691,5.833,4.469,,4.264,190.875,8.0,198.875
2012-11-16,18.048,32.768,14.72,9.625,4.125,,6.208,193.391,21.261,214.652
2012-11-17,17.232,29.369,12.137,8.875,3.469,,5.444,190.667,17.208,207.875
2012-11-18,9.678,14.452,4.774,14.625,4.594,,4.333,190.042,6.292,196.333
2012-11-19,13.61,24.018,10.408,12.708,4.167,,4.575,190.19,12.667,202.857
2012-11-20,10.726,16.524,5.797,18.167,5.917,,4.319,189.375,6.792,196.167
2012-11-21,16.524,26.792,10.268,12.292,3.938,,5.389,192.318,21.409,213.727
2012-11-22,22.756,40.69,17.934,17.542,4.948,,6.389,193.208,23.458,216.667
2012-11-23,18.762,30.345,11.583,18.292,4.656,,5.236,189.087,14.0,203.087
2012-11-24,11.369,17.815,6.446,5.958,2.896,,4.375,190.167,11.333,201.5
2012-11-25,16.405,26.685,10.28,10.083,3.094,,5.25,193.083,16.208,209.292
2012-11-26,16.167,24.78,8.613,10.5,3.617,,5.217,191.048,13.143,204.19
2012-11-27,12.488,18.655,6.166,10.13,4.48,,4.472,191.833,10.667,202.5
2012-11-28,20.651,37.214,16.564,15.625,4.666,,6.069,192.913,20.87,213.783
2012-11-29,28.649,65.619,36.97,27.958,4.958,,8.069,196.542,37.625,234.167
2012-11-30,18.631,38.863,20.232,18.542,4.646,,5.722,194.083,17.958,212.042
2012-12-01,11.137,15.452,4.315,9.667,4.5,,4.139,191.792,6.417,198.208
2012-12-02,14.857,23.584,8.726,8.0,2.646,,4.931,194.375,13.292,207.667
2012-12-03,17.643,31.317,13.674,14.333,3.035,,5.51,190.714,15.81,206.524
2012-12-04,10.181,14.897,4.716,12.458,4.135,,3.806,189.833,5.875,195.708
2012-12-05,20.847,37.257,16.41,15.542,4.802,,5.945,191.417,16.667,208.083
2012-12-06,7.786,10.911,3.125,9.333,4.838,,4.208,190.292,4.875,195.167
2012-12-07,19.216,30.869,11.652,12.923,5.311,,5.764,191.208,15.708,206.917
2012-12-08,9.827,13.673,3.845,,4.969,,4.361,191.083,7.125,198.208
2012-12-09,4.863,6.655,1.792,,4.5,,3.75,189.917,3.875,193.792
2012-12-10,7.708,11.179,3.47,4.25,3.854,,3.452,190.714,5.429,196.143
2012-12-11,16.256,25.22,8.964,7.292,4.688,,4.894,191.917,8.167,200.083
2012-12-12,21.333,38.095,16.762,11.958,5.01,,6.0,193.375,16.458,209.833
2012-12-13,22.952,43.262,20.31,12.042,4.698,,6.278,195.458,23.0,218.458
2012-12-14,30.607,61.595,30.988,19.333,5.177,,7.945,196.875,31.583,228.458
2012-12-15,28.066,55.589,27.524,23.375,4.646,,7.264,196.417,25.542,221.958
2012-12-16,11.458,15.786,4.327,10.417,4.427,,4.542,191.917,9.542,201.458
2012-12-17,23.214,41.077,17.863,17.25,3.844,,7.457,193.364,19.591,212.955
2012-12-18,17.162,29.805,12.644,17.292,4.586,,6.083,193.087,12.739,205.826
2012-12-19,16.305,30.905,14.6,3.167,3.518,,5.028,191.375,10.333,201.708
2012-12-20,17.774,33.5,15.726,8.542,3.948,,5.819,192.875,17.292,210.167
2012-12-21,22.798,40.673,17.875,9.75,3.729,,6.208,192.917,23.292,216.208
2012-12-22,14.167,20.845,6.678,5.917,3.032,,4.32,188.958,10.708,199.667
2012-12-23,10.084,16.048,5.964,13.167,3.948,,4.986,191.958,8.667,200.625
2012-12-24,8.125,12.006,3.881,7.792,4.042,,3.51,190.591,6.455,197.045
2012-12-25,14.125,21.667,7.542,13.708,4.229,,5.02,191.167,10.292,201.458
2012-12-26,9.014,13.025,4.01,5.417,4.0,,4.014,190.917,4.583,195.5
2012-12-27,24.401,45.679,21.278,14.75,5.188,,7.249,194.478,16.87,211.348
2012-12-28,26.238,41.5,15.262,10.458,3.083,,6.847,193.25,24.208,217.458
2012-12-29,18.28,29.054,10.774,9.375,3.385,,6.056,191.917,15.917,207.833
2012-12-30,16.048,25.143,9.095,10.667,2.948,,6.139,192.917,15.292,208.208
2012-12-31,4.786,6.381,1.595,4.583,3.656,,3.523,190.864,2.364,193.227
2013-01-01,5.042,6.917,1.875,25.111,5.865,,4.125,189.292,6.667,195.958
2013-01-02,6.703,9.315,2.613,17.305,5.719,,3.875,188.083,4.583,192.667
2013-01-03,16.839,25.744,8.905,19.472,4.886,,5.764,193.417,9.375,202.792
2013-01-04,13.777,22.33,8.552,19.028,4.136,,5.319,193.292,11.25,204.542
2013-01-05,7.488,11.327,3.839,7.305,2.5,,3.472,190.042,5.042,195.083
2013-01-06,18.531,34.183,15.652,9.222,3.185,,5.731,190.75,10.3,201.05
2013-01-07,21.964,45.184,23.22,11.944,3.062,,6.347,186.875,10.042,196.917
2013-01-08,27.262,57.191,29.929,15.986,3.167,,6.681,188.792,6.792,195.583
2013-01-09,8.422,13.399,4.976,4.555,3.448,,4.444,181.292,0.667,181.958
2013-01-10,9.678,15.851,6.173,4.292,3.427,,4.014,182.375,1.667,184.042
2013-01-11,16.56,26.44,9.881,17.917,4.583,,5.597,184.875,3.583,188.458
2013-01-12,11.809,18.703,6.893,27.055,5.49,,5.917,185.917,2.833,188.75
2013-01-13,8.47,12.393,3.923,23.028,6.031,,4.937,,,
2013-01-14,19.673,38.541,18.869,11.681,3.865,,6.843,,,
2013-01-15,17.696,37.845,20.149,10.417,3.968,,6.083,,,
2013-01-16,19.738,37.53,17.792,8.625,4.427,,5.917,,,
2013-01-17,18.25,32.982,14.732,11.194,4.573,,5.972,,,
2013-01-18,9.917,14.714,4.798,27.75,6.25,,5.958,,,
2013-01-19,7.768,11.184,3.416,10.306,3.646,,4.278,,,
2013-01-20,19.918,32.753,12.834,18.611,4.375,,5.311,194.0,10.091,204.091
2013-01-21,15.63,28.38,12.75,20.889,4.51,,5.903,193.304,4.435,197.739
2013-01-22,13.232,21.643,8.411,15.097,4.584,,5.069,194.125,2.375,196.5
2013-01-23,22.155,35.131,12.976,18.361,4.51,,6.597,196.5,8.292,204.792
2013-01-24,28.708,52.685,23.976,26.708,6.365,,7.097,196.5,16.125,212.625
2013-01-25,33.982,67.923,33.941,34.792,6.062,,7.514,198.125,18.958,217.083
2013-01-26,9.619,12.672,3.054,13.639,3.812,,4.125,191.542,2.833,194.375
2013-01-27,15.381,25.381,10.0,10.275,3.261,,4.886,192.35,10.95,203.3
2013-01-28,22.512,41.559,19.048,17.708,5.25,,5.708,192.833,12.875,205.708
2013-01-29,26.381,46.429,20.048,25.25,5.177,,7.25,194.696,15.913,210.609
2013-01-30,29.405,59.482,30.077,30.014,4.74,,7.972,195.458,18.958,214.417
2013-01-31,14.964,22.476,7.512,19.958,6.01,,5.889,191.458,7.875,199.333
2013-02-01,29.845,53.22,23.375,21.334,5.625,,6.458,195.292,12.292,207.583
2013-02-02,29.935,47.786,17.851,34.055,7.344,,7.042,193.0,10.417,203.417
2013-02-03,26.019,55.019,29.0,40.792,6.51,,7.986,194.048,11.714,205.762
2013-02-04,7.744,11.881,4.137,7.597,3.729,,3.736,189.5,0.542,190.042
2013-02-05,7.339,10.905,3.565,5.181,3.406,,3.611,191.5,0.125,191.625
2013-02-06,14.411,22.762,8.351,7.667,2.594,,4.708,193.25,6.625,199.875
2013-02-07,9.298,14.184,4.887,5.056,2.25,,4.25,191.545,8.227,199.773
2013-02-08,15.78,24.905,9.125,4.972,1.938,,4.181,189.75,4.0,193.75
2013-02-09,11.095,15.78,4.684,5.195,2.886,,4.111,191.125,1.542,192.667
2013-02-10,9.839,14.47,4.631,7.056,2.535,,3.518,190.905,2.476,193.381
2013-02-11,7.101,11.053,3.952,4.945,2.271,,3.028,190.292,0.292,190.583
2013-02-12,10.339,16.155,5.815,4.514,2.76,,3.458,190.542,1.5,192.042
2013-02-13,10.881,17.274,6.393,4.347,2.762,,3.486,190.875,4.208,195.083
2013-02-14,18.179,26.905,8.726,7.333,2.043,,4.5,190.708,11.0,201.708
2013-02-15,7.042,9.667,2.625,7.445,2.948,,3.181,188.75,0.833,189.583
2013-02-16,8.512,11.197,2.684,21.958,5.073,,4.291,192.5,1.125,193.625
2013-02-17,19.924,36.09,16.165,28.097,6.066,,6.394,195.238,5.952,201.19
2013-02-18,9.132,17.04,7.908,12.5,2.604,,3.792,189.667,1.875,191.542
2013-02-19,6.798,10.934,4.137,9.069,2.416,,3.181,189.042,0.542,189.583
2013-02-20,12.827,22.441,9.613,10.486,2.938,,4.069,190.375,3.542,193.917
2013-02-21,16.393,26.97,10.577,14.306,4.229,,5.069,192.583,6.542,199.125
2013-02-22,12.393,19.012,6.619,13.736,3.073,,4.292,192.292,2.708,195.0
2013-02-23,13.107,19.321,6.214,14.153,3.584,,4.403,192.833,1.792,194.625
2013-02-24,19.512,30.089,10.577,14.667,4.583,,5.365,191.545,6.273,197.818
2013-02-25,28.238,44.988,16.75,45.101,7.49,,7.736,199.478,16.174,215.652
2013-02-26,23.815,33.297,9.482,69.319,7.253,,7.68,200.083,14.333,214.417
2013-02-27,24.512,32.994,8.482,32.882,3.604,,6.014,193.708,18.292,212.0
2013-02-28,16.53,26.833,10.304,23.278,5.854,,5.486,192.917,12.333,205.25
2013-03-01,17.405,23.303,5.899,34.111,5.24,,6.111,194.304,15.13,209.435
2013-03-02,13.423,18.476,5.054,16.181,4.312,,5.083,192.458,5.583,198.042
2013-03-03,5.482,10.213,4.731,6.236,3.594,,3.192,191.85,2.0,193.85
2013-03-04,18.125,28.756,10.631,11.0,4.417,,4.389,197.458,13.833,211.292
2013-03-05,20.178,32.53,12.351,17.611,4.344,,4.791,195.208,13.417,208.625
2013-03-06,6.423,9.798,3.375,9.236,3.948,,3.403,195.0,2.167,197.167
2013-03-07,12.375,20.857,8.482,10.556,4.177,,4.292,197.208,6.625,203.833
2013-03-08,10.381,15.179,4.798,13.542,5.0,,4.139,195.292,3.375,198.667
2013-03-09,8.06,11.309,3.25,20.972,5.688,,4.181,194.75,2.917,197.667
2013-03-10,5.869,8.256,2.387,8.611,3.973,,3.379,195.435,2.043,197.478
2013-03-11,15.042,22.428,7.387,13.972,5.073,,4.764,197.958,8.083,206.042
2013-03-12,23.758,38.133,14.375,19.75,7.44,,5.792,199.261,15.0,214.261
2013-03-13,23.692,46.242,22.55,17.486,4.708,,5.5,193.545,14.091,207.636
2013-03-14,7.475,10.842,3.367,7.167,3.958,,3.25,194.375,5.375,199.75
2013-03-15,12.694,18.6,5.906,19.75,4.208,,4.0,196.708,7.542,204.25
2013-03-16,9.383,12.508,3.125,35.805,7.396,,4.0,198.792,9.375,208.167
2013-03-17,24.856,35.445,10.588,45.333,8.375,,5.913,197.095,9.762,206.857
2013-03-18,29.174,47.104,17.93,45.097,8.416,,5.625,197.565,16.783,214.348
2013-03-19,13.558,20.792,7.233,28.069,5.792,,4.625,195.458,10.708,206.167
2013-03-20,16.917,25.783,8.867,13.986,5.0,,4.667,192.75,10.0,202.75
2013-03-21,4.425,6.608,2.183,5.542,3.833,,2.125,191.154,3.308,194.462
2013-03-22,9.225,13.358,4.133,11.847,4.854,,3.042,,,
2013-03-23,10.85,14.675,3.825,28.25,7.042,,3.708,,,
2013-03-24,23.275,32.908,9.633,33.93,9.73,,5.522,201.0,27.667,228.667
2013-03-25,24.233,36.108,11.875,28.169,11.083,,4.708,195.5,11.409,206.909
2013-03-26,32.417,53.608,21.192,30.153,7.25,,4.375,191.792,11.0,202.792
2013-03-27,18.408,27.058,8.65,15.101,6.562,,3.417,190.583,6.792,197.375
2013-03-28,24.058,35.3,11.242,29.25,7.292,,4.667,194.583,16.167,210.75
2013-03-29,37.633,51.517,13.883,29.695,11.875,,3.833,192.25,8.292,200.542
2013-03-30,10.833,14.075,3.242,7.0,4.271,,2.583,187.125,3.833,190.958
2013-03-31,11.444,18.148,6.704,14.111,6.5,,4.261,194.619,3.667,198.286
2013-04-01,14.946,21.345,6.399,13.625,5.094,,4.875,193.0,14.19,207.19
2013-04-02,35.22,54.994,19.774,22.333,6.422,,6.097,193.208,20.375,213.583
2013-04-03,12.464,16.042,3.577,14.625,6.031,,4.569,188.167,8.792,196.958
2013-04-04,30.149,46.655,16.506,23.833,9.51,,6.167,192.542,14.583,207.125
2013-04-05,35.339,50.762,15.422,32.167,11.167,,6.278,193.5,17.542,211.042
2013-04-06,13.577,21.304,7.726,11.5,4.479,,3.875,185.357,18.571,203.929
2013-04-07,3.72,5.071,1.351,2.583,3.875,,3.458,,,
2013-04-08,11.735,16.034,4.299,13.583,6.23,,4.641,190.692,10.231,200.923
2013-04-09,10.573,17.098,6.525,21.25,5.438,,4.146,191.304,11.087,202.391
2013-04-10,5.929,9.411,3.482,13.583,5.666,,3.583,190.417,5.417,195.833
2013-04-11,9.589,13.857,4.268,18.958,5.75,,4.597,191.5,8.292,199.792
2013-04-12,6.935,9.571,2.637,13.042,7.042,,4.056,190.292,5.083,195.375
2013-04-13,13.107,17.845,4.738,17.792,6.594,,4.528,192.0,8.478,200.478
2013-04-14,17.875,23.732,5.857,24.708,7.344,,4.625,191.875,10.833,202.708
2013-04-15,12.708,17.887,5.179,19.333,7.052,,3.817,190.238,9.0,199.238
2013-04-16,28.601,39.631,11.03,25.25,9.948,,4.347,190.667,12.583,203.25
2013-04-17,38.429,59.316,20.887,46.875,12.052,,4.383,188.917,12.625,201.542
2013-04-18,15.631,25.78,10.149,33.25,8.406,,3.986,188.375,12.542,200.917
2013-04-19,4.631,6.476,1.845,14.125,4.969,,3.0,189.75,3.958,193.708
2013-04-20,9.488,13.274,3.786,9.292,4.042,,3.694,191.542,11.708,203.25
2013-04-21,5.274,7.178,1.905,2.583,3.521,,2.833,189.375,3.792,193.167
2013-04-22,14.517,20.635,6.118,14.917,5.675,,4.19,191.762,10.286,202.048
2013-04-23,24.39,33.033,8.643,17.0,5.904,,5.042,192.739,13.87,206.609
2013-04-24,26.159,37.628,11.469,13.875,3.909,,5.194,187.75,14.042,201.792
2013-04-25,17.321,24.923,7.601,17.875,6.438,,5.542,190.375,15.042,205.417
2013-04-26,5.238,7.167,1.928,23.75,6.104,,4.181,185.818,6.273,192.091
2013-04-27,10.28,13.202,2.923,18.917,7.531,,4.486,183.167,7.417,190.583
2013-04-28,11.137,14.089,2.952,17.792,7.094,,4.5,184.458,8.333,192.792
2013-04-29,20.274,26.316,6.042,23.042,7.917,,4.567,191.955,11.045,203.0
2013-04-30,25.417,33.208,7.792,18.333,6.615,,4.569,188.348,11.087,199.435
2013-05-01,10.393,15.054,4.661,5.917,4.594,,3.208,187.667,7.292,194.958
2013-05-02,11.012,15.351,4.339,2.917,5.25,,3.736,187.917,7.458,195.375
2013-05-03,12.107,15.994,3.887,7.25,6.292,,4.417,188.708,7.917,196.625
2013-05-04,12.113,16.036,3.923,18.125,6.844,,4.222,190.583,9.208,199.792
2013-05-05,11.244,14.095,2.851,18.167,7.365,,3.666,189.958,8.375,198.333
2013-05-06,9.03,11.512,2.482,24.167,7.5,,4.022,190.636,8.727,199.364
2013-05-07,4.96,6.774,1.814,9.708,5.385,,3.0,187.522,5.435,192.957
2013-05-08,17.705,24.149,6.444,6.833,7.627,,3.403,188.708,8.042,196.75
2013-05-09,29.881,41.286,11.405,21.333,12.942,,4.653,191.5,16.375,207.875
2013-05-10,35.286,48.655,13.369,31.125,8.529,,5.389,190.478,18.13,208.609
2013-05-11,23.208,34.756,11.548,26.417,7.386,,5.319,188.042,14.333,202.375
2013-05-12,18.964,25.488,6.524,24.375,9.979,,4.708,191.167,13.417,204.583
2013-05-13,19.923,26.72,6.798,24.375,9.632,,3.884,194.5,14.625,209.125
2013-05-14,20.512,26.196,5.685,30.167,9.002,,3.667,,,
2013-05-15,20.935,27.56,6.625,26.542,9.886,,3.389,,,
2013-05-16,11.256,14.833,3.577,22.0,7.188,,2.722,,,
2013-05-17,12.054,15.47,3.417,11.167,6.584,,3.153,,,
2013-05-18,18.137,23.625,5.488,17.875,7.99,,3.083,,,
2013-05-19,14.583,18.184,3.601,11.583,5.594,,2.528,,,
2013-05-20,16.21,22.259,6.05,21.708,9.021,,4.239,,,
2013-05-21,17.269,21.443,4.174,48.625,10.937,,5.139,,,
2013-05-22,24.304,30.881,6.578,40.25,12.396,,4.57,,,
2013-05-23,21.649,27.548,5.899,27.208,11.636,,3.972,,,
2013-05-24,18.22,23.625,5.405,12.583,9.0,,3.722,,,
2013-05-25,16.851,20.869,4.018,20.0,8.365,,3.195,190.667,11.733,202.4
2013-05-26,14.262,17.524,3.262,17.042,7.24,,2.889,190.917,8.875,199.792
2013-05-27,6.53,9.298,2.768,7.75,5.114,,3.222,191.091,17.773,208.864
2013-05-28,5.208,8.012,2.804,4.304,4.125,,2.833,188.087,13.043,201.13
2013-05-29,12.113,18.208,6.095,14.458,5.531,,3.382,186.0,9.182,195.182
2013-05-30,14.089,17.893,3.804,39.125,7.427,,5.125,195.5,16.25,211.75
2013-05-31,17.396,24.318,6.922,24.0,8.137,,5.069,195.333,15.292,210.625
2013-06-01,15.286,20.173,4.887,14.208,6.104,,4.319,191.0,14.19,205.19
2013-06-02,14.548,18.458,3.911,13.542,6.938,,4.056,189.708,10.292,200.0
2013-06-03,19.12,24.402,5.282,22.333,8.124,,3.819,189.958,11.917,201.875
2013-06-04,17.532,23.625,6.093,22.833,7.252,,3.5,190.0,12.826,202.826
2013-06-05,20.285,26.438,6.153,20.375,8.798,,2.846,187.292,10.375,197.667
2013-06-06,22.75,31.893,9.143,21.0,9.562,,3.375,187.875,14.5,202.375
2013-06-07,18.155,23.976,5.821,21.583,9.708,,3.305,189.25,11.25,200.5
2013-06-08,13.565,17.256,3.691,19.375,8.625,,3.458,187.476,11.0,198.476
2013-06-09,9.798,12.625,2.827,18.833,6.594,,3.069,186.958,9.333,196.292
2013-06-10,5.881,8.798,2.917,8.958,4.885,,2.893,184.136,17.227,201.364
2013-06-11,7.75,11.083,3.333,6.708,4.823,,2.93,182.917,12.625,195.542
2013-06-12,14.774,20.083,5.309,9.708,6.656,,3.272,181.292,12.458,193.75
2013-06-13,20.577,30.815,10.238,22.417,11.636,,4.058,181.708,12.625,194.333
2013-06-14,16.923,24.357,7.435,19.708,8.5,,4.069,180.792,9.792,190.583
2013-06-15,21.571,28.994,7.423,22.125,8.24,,3.75,180.208,8.708,188.917
2013-06-16,15.851,27.934,12.083,15.583,8.0,,3.597,179.833,9.708,189.542
2013-06-17,13.578,20.202,6.624,17.833,6.754,,3.009,183.048,11.095,194.143
2013-06-18,12.809,18.161,5.351,20.583,6.614,,3.103,179.625,11.292,190.917
2013-06-19,18.107,29.077,10.97,16.917,6.552,,3.222,180.083,13.292,193.375
2013-06-20,14.173,18.839,4.667,7.542,3.323,,4.653,187.208,15.417,202.625
2013-06-21,13.25,17.768,4.518,8.083,3.479,,4.056,187.833,19.458,207.292
2013-06-22,12.631,16.53,3.899,13.542,8.125,,3.625,187.208,9.208,196.417
2013-06-23,18.548,24.375,5.827,18.0,7.969,,3.847,190.458,11.417,201.875
2013-06-24,15.03,20.417,5.387,25.042,6.128,,4.474,188.429,11.095,199.524
2013-06-25,17.042,23.585,6.543,19.826,5.89,,4.194,191.292,13.75,205.042
2013-06-26,16.074,20.956,4.883,7.958,3.396,,3.903,184.957,11.087,196.043
2013-06-27,15.224,19.839,4.615,14.75,6.76,,3.986,187.417,9.0,196.417
2013-06-28,16.673,21.893,5.22,17.0,5.302,,4.163,190.333,17.208,207.542
2013-06-29,11.589,15.083,3.494,16.042,4.614,,3.125,188.458,8.667,197.125
2013-06-30,8.679,11.875,3.196,8.917,4.021,,2.722,187.826,9.826,197.652
2013-07-01,7.815,13.167,5.351,8.125,4.021,,3.014,186.429,10.286,196.714
2013-07-02,15.492,22.437,6.945,11.542,5.458,,2.891,185.292,8.583,193.875
2013-07-03,15.399,22.387,6.988,7.958,4.479,,3.458,183.625,12.0,195.625
2013-07-04,18.339,27.292,8.952,11.167,3.521,,4.25,182.714,20.375,200.333
2013-07-05,20.811,36.79,15.979,20.125,5.438,,3.75,181.0,15.286,196.524
2013-07-06,13.196,29.119,15.923,16.333,6.854,,3.666,177.0,11.542,188.542
2013-07-07,10.024,15.696,5.673,15.875,5.406,,3.354,179.625,7.75,187.375
2013-07-08,13.899,22.774,8.875,23.583,7.219,,3.514,177.818,9.636,187.455
2013-07-09,13.993,26.826,12.833,23.417,8.292,,3.625,180.875,10.625,191.5
2013-07-10,14.526,21.642,7.117,27.583,7.812,,3.889,181.333,17.111,198.444
2013-07-11,12.583,17.976,5.393,27.625,7.542,,3.708,178.958,11.292,190.25
2013-07-12,12.589,18.232,5.643,24.542,7.198,,3.569,178.708,10.5,189.208
2013-07-13,12.881,23.619,10.738,20.708,8.104,,3.5,177.917,8.417,186.333
2013-07-14,12.578,19.649,7.071,18.333,6.812,,3.306,179.625,7.417,187.042
2013-07-15,14.518,22.083,7.565,11.0,6.562,,3.708,176.682,7.318,184.0
2013-07-16,13.48,22.509,9.029,12.792,5.476,,4.931,186.0,14.783,200.783
2013-07-17,14.73,19.855,5.125,27.708,7.278,,4.278,179.083,10.125,189.208
2013-07-18,8.988,13.339,4.351,21.375,6.823,,3.278,176.042,10.083,186.125
2013-07-19,14.119,17.976,3.857,22.333,7.896,,4.625,182.5,11.917,194.417
2013-07-20,13.875,17.488,3.613,19.125,7.562,,4.069,183.417,11.208,194.625
2013-07-21,14.173,17.357,3.184,29.375,7.927,,4.056,182.625,9.833,192.458
2013-07-22,13.066,18.012,4.946,31.917,7.677,,3.917,199.714,12.0,211.714
2013-07-23,15.423,21.75,6.327,21.304,7.521,,3.485,177.818,13.0,190.818
2013-07-24,11.369,16.47,5.101,16.833,5.615,,3.653,179.087,9.522,188.609
2013-07-25,11.679,15.982,4.304,30.542,5.469,,4.403,190.125,11.5,201.625
2013-07-26,12.97,16.625,3.655,36.375,6.437,,4.833,191.167,9.5,200.667
2013-07-27,9.143,11.548,2.405,39.667,5.167,,4.639,186.583,9.042,195.625
2013-07-28,11.244,14.399,3.155,27.125,5.854,,4.125,184.042,6.0,190.042
2013-07-29,12.367,18.55,6.183,24.458,5.104,,4.431,188.619,8.476,197.095
2013-07-30,11.199,15.354,4.155,31.2,4.896,,4.173,182.348,7.652,190.0
2013-07-31,9.976,14.292,4.316,19.857,4.771,,4.014,180.833,8.042,188.875
2013-08-01,11.613,15.131,3.518,23.417,5.49,,3.986,181.042,7.708,188.75
2013-08-02,12.809,16.595,3.786,28.792,5.906,,4.82,187.955,4.955,192.909
2013-08-03,12.083,16.262,4.179,23.0,7.188,,4.334,187.958,5.75,193.708
2013-08-04,11.149,15.048,3.899,18.667,6.302,,3.319,180.542,3.583,184.125
2013-08-05,11.066,16.589,5.524,14.208,3.948,,4.097,185.091,15.682,200.773
2013-08-06,13.601,17.53,3.929,25.083,6.116,,3.958,186.043,7.696,193.739
2013-08-07,18.161,23.363,5.202,33.261,7.011,,4.339,185.0,6.792,191.792
2013-08-08,20.678,27.565,6.887,39.25,8.042,,4.625,185.083,7.042,192.125
2013-08-09,15.351,20.315,4.964,45.458,7.323,,4.889,189.417,12.167,201.583
2013-08-10,13.131,15.81,2.679,44.458,7.823,,4.584,188.5,9.042,197.542
2013-08-11,16.292,19.631,3.339,47.833,9.469,,4.791,189.833,7.708,197.542
2013-08-12,17.947,22.385,4.438,42.0,9.782,,5.678,192.95,14.55,207.5
2013-08-13,15.88,19.834,3.954,39.167,10.198,,6.069,196.958,14.667,211.625
2013-08-14,10.673,13.554,2.881,39.958,6.719,,5.556,198.375,14.208,212.583
2013-08-15,10.053,12.512,2.458,44.125,6.667,,4.986,193.375,8.667,202.042
2013-08-16,9.946,13.208,3.262,35.25,5.51,,4.972,192.043,10.13,202.174
2013-08-17,8.059,10.941,2.881,25.583,4.219,,3.931,190.783,7.696,198.478
2013-08-18,7.119,10.107,2.988,19.542,4.292,,3.542,187.708,6.292,194.0
2013-08-19,11.429,16.393,4.964,16.583,5.625,,3.762,182.905,8.381,191.286
2013-08-20,11.917,18.059,6.143,13.958,5.469,,3.417,181.0,7.208,188.208
2013-08-21,17.435,25.393,7.958,16.583,8.417,,3.792,179.0,9.417,188.417
2013-08-22,15.03,22.512,7.482,13.042,7.531,,3.514,176.208,5.125,181.333
2013-08-23,8.812,14.243,5.431,10.333,5.095,,3.174,177.045,4.682,181.727
2013-08-24,11.268,17.553,6.286,5.917,4.625,,3.597,,,
2013-08-25,8.756,13.917,5.161,8.75,3.927,,3.875,,,
2013-08-26,10.205,15.192,4.987,10.667,4.498,,4.983,192.462,14.077,206.538
2013-08-27,11.991,16.633,4.642,14.25,5.978,,4.917,195.227,6.909,202.136
2013-08-28,12.529,16.781,4.252,23.391,6.283,,5.278,200.167,9.5,209.667
2013-08-29,13.065,17.065,4.0,32.458,5.312,,5.347,199.375,13.5,212.875
2013-08-30,15.69,23.298,7.607,20.583,4.208,,4.528,196.542,10.125,206.667
2013-08-31,10.94,18.369,7.429,13.958,4.042,,3.889,188.333,5.333,193.667
2013-09-01,8.44,11.19,2.75,10.625,3.177,,4.222,194.417,4.708,199.125
2013-09-02,15.429,24.417,8.988,9.875,3.356,,5.144,187.952,10.905,198.857
2013-09-03,10.034,17.38,7.346,8.958,2.855,,3.659,185.87,8.435,194.304
2013-09-04,10.048,13.286,3.238,9.542,2.562,,3.664,184.458,5.667,190.125
2013-09-05,11.083,15.554,4.47,11.75,4.562,,4.21,188.167,7.958,196.125
2013-09-06,10.524,15.476,4.952,7.208,3.76,,3.722,190.542,9.542,200.083
2013-09-07,10.03,13.679,3.649,10.542,3.219,,3.583,188.958,8.292,197.25
2013-09-08,7.809,10.595,2.786,12.083,3.229,,3.542,189.917,4.375,194.292
2013-09-09,9.411,13.923,4.512,8.583,3.562,,3.933,192.409,10.045,202.455
2013-09-10,14.447,20.768,6.322,18.667,5.125,,4.458,196.417,10.0,206.417
2013-09-11,14.021,19.314,5.293,29.917,5.166,,4.875,199.333,12.667,212.0
2013-09-12,13.786,19.447,5.661,43.708,6.532,,4.861,194.458,11.25,205.708
2013-09-13,13.304,19.518,6.214,45.792,5.417,,4.445,191.917,13.083,205.0
2013-09-14,10.298,14.303,4.006,38.75,4.062,,4.347,192.208,12.042,204.25
