date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2012-03-25,192.5,65.0,50.542,34.0,0.083,5.203,5.849,0.646,16.25,0.0,1.15,14.4,10.046,5.1,192.583,2.708
2012-03-26,196.458,77.0,48.458,32.0,0.25,10.359,11.568,1.208,13.729,0.0,0.9,12.6,7.567,2.0,196.708,2.625
2012-03-27,197.0,86.0,70.708,46.0,2.864,17.138,18.522,1.384,17.144,6.0,0.717,11.4,8.104,3.1,199.864,3.208
2012-03-28,196.217,83.0,75.292,66.0,7.0,27.32,36.005,8.685,19.542,0.0,2.348,16.5,13.142,9.5,203.217,4.696
2012-03-29,193.708,84.0,69.208,51.0,6.667,18.693,28.073,9.38,24.834,0.0,3.06,17.0,13.233,9.3,200.375,4.542
2012-03-30,192.958,69.0,47.5,28.0,0.667,4.953,5.641,0.688,12.958,0.0,1.075,16.9,10.846,7.0,193.625,2.417
2012-03-31,194.25,64.0,52.792,37.0,2.625,9.875,11.964,2.088,12.938,0.0,1.617,15.2,10.775,7.1,196.875,3.583
2012-04-01,191.792,85.0,57.417,29.0,1.167,7.386,8.323,0.937,11.375,0.0,0.825,14.4,8.171,1.9,192.958,2.875
2012-04-02,191.875,84.0,54.292,14.0,2.083,16.38,20.693,4.312,15.979,0.0,2.4,16.7,10.529,1.4,193.958,3.375
2012-04-03,184.25,87.0,69.25,47.0,0.708,12.466,15.372,2.906,18.484,28.0,2.233,17.2,12.808,6.3,184.958,3.167
2012-04-04,187.583,69.0,50.833,24.0,0.875,14.584,19.672,5.089,19.996,0.0,3.825,14.2,9.812,5.0,188.458,4.25
2012-04-05,186.0,79.0,56.833,44.0,1.478,14.723,18.723,4.0,26.604,1.0,5.365,16.8,12.525,7.1,187.478,4.391
2012-04-06,193.458,83.0,52.875,28.0,1.375,12.054,16.447,4.394,14.375,1.0,1.044,13.3,9.754,5.6,194.833,3.417
2012-04-07,195.083,77.0,52.958,38.0,0.5,8.229,9.818,1.589,13.104,0.0,1.167,11.5,7.221,4.2,195.583,2.667
2012-04-08,198.833,77.0,51.5,26.0,1.75,14.234,16.276,2.042,19.0,0.0,3.367,15.1,8.55,0.9,200.583,4.208
2012-04-09,198.875,82.0,59.792,32.0,4.0,22.573,28.458,5.885,29.747,0.0,4.609,21.3,13.95,5.3,202.875,5.0
2012-04-10,195.458,87.0,65.333,42.0,5.208,23.667,29.135,5.469,44.869,0.0,5.033,20.7,15.412,8.7,200.667,4.458
2012-04-11,188.333,91.0,85.375,79.0,4.292,21.471,26.473,5.002,16.229,46.0,2.025,16.3,14.85,13.0,192.625,3.333
2012-04-12,191.435,89.0,59.125,31.0,2.261,18.802,23.238,4.435,22.646,0.0,2.85,20.7,15.904,10.5,193.696,4.652
2012-04-13,194.625,83.0,67.667,35.0,5.042,14.612,16.52,1.908,24.021,3.0,1.056,18.7,13.883,10.9,199.667,3.458
2012-04-14,192.458,88.0,62.083,26.0,0.958,6.167,7.13,0.964,14.354,6.0,1.067,19.4,12.512,8.5,193.417,2.792
2012-04-15,195.625,79.0,56.917,24.0,3.0,14.792,17.193,2.401,15.271,0.0,3.583,19.5,12.733,5.1,198.625,3.667
2012-04-16,195.5,87.0,73.083,55.0,5.667,23.592,29.786,6.195,16.938,0.0,2.95,16.8,13.121,9.8,201.167,4.0
2012-04-17,193.667,88.0,65.792,41.0,4.375,13.844,19.318,5.474,19.521,0.0,2.058,21.5,14.079,7.8,198.042,3.583
2012-04-18,194.708,77.0,54.167,31.0,1.708,15.948,19.953,4.005,23.0,0.0,3.217,23.3,14.842,7.2,196.417,3.708
2012-04-19,192.818,78.0,61.958,39.0,2.045,16.728,20.413,3.685,21.333,1.0,3.774,22.1,16.142,9.1,194.864,3.174
2012-04-20,190.75,88.0,80.042,63.0,6.333,15.22,17.224,2.005,17.666,9.0,0.851,19.0,15.679,13.1,197.083,2.833
2012-04-21,188.583,85.0,65.875,44.0,2.667,12.104,14.214,2.109,11.438,0.0,2.375,24.6,18.246,12.4,191.25,2.875
2012-04-22,187.625,89.0,81.75,71.0,1.833,6.312,6.604,0.292,4.938,29.0,0.783,18.2,16.017,14.6,189.458,2.083
2012-04-23,188.091,86.0,65.917,43.0,3.136,16.229,22.26,6.031,19.875,1.0,3.275,22.4,18.042,14.2,191.227,4.292
2012-04-24,192.792,84.0,60.167,35.0,9.458,27.453,33.537,6.084,50.678,0.0,5.575,26.1,18.671,11.4,202.25,6.833
2012-04-25,190.208,81.0,64.083,41.0,6.208,21.115,24.852,3.736,53.292,3.0,4.333,25.1,19.296,13.9,196.417,4.545
2012-04-26,186.043,89.0,76.083,56.0,3.609,15.963,18.201,2.238,24.416,9.0,1.73,19.8,16.667,14.3,189.652,3.391
2012-04-27,190.875,52.0,35.75,24.0,2.417,9.78,12.155,2.375,10.392,0.0,1.859,21.9,17.358,11.9,193.292,2.792
2012-04-28,195.583,68.0,43.917,24.0,5.458,21.417,26.719,5.302,17.688,0.0,4.667,25.2,17.946,9.4,201.042,3.917
2012-04-29,194.875,81.0,61.542,35.0,5.25,12.255,13.281,1.026,22.188,0.0,3.258,26.7,20.4,13.7,200.125,3.375
2012-04-30,192.292,82.0,71.583,46.0,3.458,7.302,7.766,0.464,20.042,1.0,1.175,24.2,19.475,17.0,195.75,2.458
2012-05-01,187.625,76.0,64.667,49.0,3.75,9.479,10.703,1.224,10.854,0.0,1.05,25.4,20.962,17.6,191.375,2.333
2012-05-02,185.125,87.0,82.292,71.0,2.083,3.73,3.894,0.164,3.354,24.0,0.417,21.1,18.7,16.4,187.208,1.917
2012-05-03,185.174,87.0,69.417,47.0,1.87,5.788,7.217,1.429,6.771,0.0,1.235,24.5,19.125,16.5,187.043,3.217
2012-05-04,187.25,74.0,59.333,43.0,1.083,5.417,6.741,1.324,5.875,0.0,0.563,23.6,17.804,14.2,188.333,2.583
2012-05-05,191.542,83.0,60.25,36.0,3.0,9.745,11.563,1.818,17.438,0.0,2.875,24.9,18.088,9.8,194.542,4.333
2012-05-06,194.917,83.0,57.792,32.0,3.583,10.912,12.005,1.094,28.625,1.0,2.592,23.5,18.179,14.5,198.5,4.542
2012-05-07,195.708,73.0,60.542,47.0,4.333,19.724,23.948,4.224,27.979,0.0,3.425,23.1,17.888,11.9,200.042,4.417
2012-05-08,196.708,84.0,61.417,35.0,6.375,20.474,23.359,2.885,52.646,0.0,3.692,25.9,19.733,13.3,203.083,5.25
2012-05-09,197.625,85.0,69.708,48.0,8.208,20.557,23.495,2.938,58.438,2.0,2.892,24.7,19.779,15.9,205.833,5.042
2012-05-10,191.913,80.0,54.792,33.0,1.0,6.554,7.038,0.484,24.116,0.0,0.965,23.6,17.512,12.6,192.913,2.478
2012-05-11,187.25,60.0,51.458,41.0,1.917,4.371,5.625,1.254,4.084,0.0,0.811,18.6,14.471,11.2,189.167,2.136
2012-05-12,188.5,66.0,49.458,30.0,2.417,3.062,3.364,0.302,5.75,0.0,0.358,20.0,14.275,10.6,190.917,2.0
2012-05-13,192.208,79.0,53.583,29.0,6.375,12.901,15.042,2.141,15.708,0.0,2.017,19.3,14.125,7.1,198.583,4.542
2012-05-14,191.75,80.0,60.0,31.0,6.083,17.193,21.375,4.182,25.312,1.0,3.267,23.9,18.242,11.1,197.833,3.625
2012-05-15,187.625,89.0,85.542,80.0,7.167,16.719,20.266,3.547,11.834,11.0,1.475,18.7,16.921,14.9,194.792,3.625
2012-05-16,190.826,90.0,61.25,26.0,10.0,22.863,29.292,6.43,27.479,0.0,3.795,23.9,19.571,15.4,200.826,5.167
2012-05-17,191.609,80.0,51.375,22.0,7.913,22.669,27.052,4.383,38.229,0.0,5.329,25.6,20.275,14.6,199.522,4.304
2012-05-18,191.875,65.0,43.167,23.0,1.083,10.195,12.313,2.118,24.312,0.0,0.857,25.6,19.342,14.1,192.958,3.25
2012-05-19,195.75,71.0,42.167,18.0,2.917,16.724,19.333,2.609,20.312,0.0,2.367,25.6,18.704,10.5,198.667,4.375
2012-05-20,194.333,67.0,54.458,37.0,2.25,13.536,14.667,1.13,24.584,0.0,2.858,23.8,19.654,15.7,196.583,4.292
2012-05-21,191.333,66.0,50.417,29.0,1.292,6.417,6.662,0.245,18.521,0.0,0.683,27.2,21.458,16.8,192.625,2.417
2012-05-22,192.333,72.0,54.125,37.0,4.042,17.651,19.802,2.151,24.271,0.0,2.475,25.4,21.133,16.1,196.375,3.667
2012-05-23,195.0,82.0,57.667,41.0,6.792,24.474,29.057,4.583,32.271,0.0,4.292,24.4,19.6,13.4,201.792,4.833
2012-05-24,194.957,78.0,56.458,35.0,5.913,27.625,33.386,5.761,35.479,0.0,4.739,26.3,19.588,13.2,200.87,5.696
2012-05-25,195.409,86.0,74.583,67.0,6.636,30.139,38.312,8.173,45.066,1.0,3.669,20.5,17.596,14.7,202.045,6.375
2012-05-26,191.792,90.0,67.417,41.0,1.375,17.885,21.005,3.12,30.77,0.0,3.242,24.3,18.862,12.8,193.167,5.542
2012-05-27,193.083,80.0,57.417,29.0,0.458,15.984,17.656,1.672,34.979,0.0,4.292,27.7,21.325,13.9,193.542,4.75
2012-05-28,191.375,81.0,57.917,37.0,0.208,14.948,18.484,3.537,34.875,0.0,4.2,27.7,22.375,17.0,191.583,4.542
2012-05-29,192.417,82.0,69.667,51.0,0.25,12.25,14.812,2.563,39.375,21.0,2.286,24.5,19.621,14.6,192.667,4.042
2012-05-30,190.208,81.0,59.708,42.0,0.042,5.172,5.526,0.354,13.375,0.0,0.675,24.4,18.871,13.4,190.25,2.0
2012-05-31,190.696,75.0,63.042,50.0,0.348,14.364,17.418,3.054,22.104,0.0,2.895,25.9,20.658,14.8,191.043,3.522
2012-06-01,191.958,84.0,61.833,39.0,1.083,18.453,23.309,4.856,30.229,0.0,4.001,27.0,22.412,17.2,193.042,4.5
2012-06-02,191.75,73.0,59.083,45.0,1.083,12.906,14.542,1.636,28.562,0.0,2.333,26.1,22.021,16.9,192.833,4.167
2012-06-03,191.0,73.0,61.833,46.0,0.667,9.792,10.589,0.797,25.584,0.0,1.392,27.0,22.075,18.6,191.667,3.208
2012-06-04,191.208,80.0,61.083,45.0,0.25,15.651,19.802,4.151,20.188,0.0,2.792,26.1,21.912,16.0,191.458,2.958
2012-06-05,192.25,77.0,70.417,62.0,3.5,21.385,27.021,5.636,17.562,0.0,2.225,21.7,20.275,18.4,195.75,3.25
2012-06-06,186.667,69.0,57.667,47.0,0.667,14.057,17.995,3.938,16.438,0.0,3.758,27.0,23.108,19.0,187.333,3.792
2012-06-07,191.435,79.0,52.167,25.0,1.783,21.489,26.299,4.81,26.396,0.0,3.713,29.6,23.379,17.4,193.217,3.696
2012-06-08,188.583,89.0,76.292,60.0,1.583,17.512,21.04,3.528,21.896,26.0,2.406,25.1,21.55,19.2,190.167,3.0
2012-06-09,185.5,88.0,78.042,65.0,0.167,11.724,16.031,4.308,12.812,2.0,2.808,25.6,21.533,18.4,185.667,3.417
2012-06-10,188.333,79.0,62.083,46.0,0.0,6.245,7.036,0.792,17.708,0.0,1.933,25.9,21.883,17.5,188.333,2.958
2012-06-11,188.083,78.0,62.458,44.0,1.583,11.88,13.927,2.047,14.667,0.0,1.8,27.4,22.396,17.0,189.667,2.583
2012-06-12,186.625,80.0,71.75,68.0,0.458,7.115,7.625,0.51,12.542,3.0,0.725,23.1,21.083,18.8,187.083,1.875
2012-06-13,189.667,79.0,60.375,43.0,2.25,17.083,21.453,4.37,12.333,0.0,3.367,26.7,22.725,17.4,191.917,2.833
2012-06-14,192.043,79.0,59.458,41.0,2.826,19.082,23.223,4.141,17.938,0.0,3.809,29.2,24.517,19.3,194.87,3.826
2012-06-15,189.75,87.0,69.333,49.0,2.917,17.006,21.502,4.496,20.5,4.0,2.88,27.7,22.808,19.3,192.667,3.333
2012-06-16,182.042,90.0,87.292,80.0,1.5,9.234,17.422,8.187,9.125,54.0,2.441,25.8,22.3,18.6,183.542,2.625
2012-06-17,184.375,91.0,73.5,55.0,2.417,11.682,15.687,4.005,13.062,2.0,3.741,28.0,24.45,21.1,186.792,4.583
2012-06-18,190.792,82.0,71.542,61.0,4.833,18.932,22.844,3.912,26.562,0.0,5.35,28.2,24.596,21.0,195.625,5.167
2012-06-19,183.917,91.0,85.583,71.0,3.417,11.208,15.604,4.396,14.292,103.0,1.333,25.0,22.933,20.3,187.333,2.833
2012-06-20,182.708,84.0,68.875,53.0,1.917,13.818,19.896,6.078,14.021,0.0,3.392,27.4,23.562,20.9,184.625,3.375
2012-06-21,188.609,91.0,83.833,69.0,2.348,9.332,10.152,0.821,9.479,56.0,0.626,22.6,20.046,18.5,190.957,2.739
2012-06-22,187.208,90.0,64.0,39.0,0.125,4.276,4.834,0.559,7.792,21.0,0.678,28.4,22.721,18.2,187.333,2.042
2012-06-23,191.708,74.0,61.833,49.0,1.375,11.87,13.76,1.891,14.271,0.0,2.558,26.3,22.288,17.5,193.083,4.75
2012-06-24,194.792,84.0,67.667,55.0,2.75,10.838,12.073,1.234,20.396,2.0,2.033,27.7,22.871,19.1,197.542,4.375
2012-06-25,192.083,83.0,70.75,56.0,1.583,10.802,12.896,2.094,18.472,4.0,1.833,28.6,23.371,19.2,193.667,3.083
2012-06-26,190.652,73.0,60.458,48.0,0.522,9.651,11.349,1.698,15.12,0.0,1.643,29.4,24.6,19.0,191.174,2.667
2012-06-27,191.917,66.0,52.375,42.0,1.0,15.932,19.401,3.469,15.354,0.0,3.808,27.5,23.25,19.2,192.917,2.917
2012-06-28,189.957,69.0,60.0,49.0,0.739,7.304,7.973,0.668,13.396,0.0,1.061,29.8,24.558,20.3,190.696,2.13
2012-06-29,186.667,78.0,60.708,43.0,2.583,15.234,22.163,6.929,15.604,0.0,3.822,29.7,25.488,19.8,189.25,3.125
2012-06-30,185.625,88.0,82.625,68.0,3.042,15.823,19.901,4.078,16.834,17.0,2.45,25.2,23.667,22.2,188.667,3.0
2012-07-01,184.708,89.0,84.083,74.0,3.792,12.625,16.276,3.651,17.52,20.0,2.65,28.6,24.992,22.4,188.5,4.542
2012-07-02,188.333,85.0,68.167,49.0,3.917,14.385,18.536,4.151,19.5,1.0,3.608,30.1,26.225,22.4,192.25,4.5
2012-07-03,194.375,89.0,84.75,77.0,7.083,19.458,23.234,3.776,16.625,26.0,2.183,25.7,23.446,20.6,201.458,4.625
2012-07-04,192.917,89.0,77.125,58.0,5.667,17.26,22.922,5.661,17.062,1.0,3.2,28.4,24.625,21.7,198.583,5.0
2012-07-05,188.957,88.0,86.125,83.0,6.957,20.054,30.88,10.826,14.0,7.0,2.991,24.3,23.142,21.9,195.913,4.348
2012-07-06,190.708,89.0,83.333,69.0,7.75,20.642,32.816,12.174,20.416,29.0,4.05,29.1,24.938,21.9,198.458,4.042
2012-07-07,184.583,91.0,72.125,50.0,1.958,7.5,9.662,2.162,11.792,87.0,1.25,29.0,24.367,20.7,186.542,2.667
2012-07-08,191.875,83.0,65.708,50.0,1.5,3.912,4.432,0.521,13.771,0.0,0.95,28.4,23.829,19.3,193.375,2.375
2012-07-09,192.25,83.0,63.792,36.0,2.167,12.354,15.568,3.214,17.062,0.0,2.325,31.1,25.104,18.7,194.417,3.417
2012-07-10,193.0,82.0,65.417,47.0,2.292,13.969,18.224,4.255,20.375,0.0,2.816,31.5,26.504,22.1,195.292,3.292
2012-07-11,181.208,85.0,70.792,50.0,1.917,10.01,15.094,5.083,12.73,2.0,2.025,28.9,26.133,24.1,183.125,2.583
2012-07-12,177.261,86.0,77.708,66.0,2.739,12.065,20.185,8.12,15.229,9.0,3.739,30.5,27.117,24.0,180.0,1.957
2012-07-13,188.208,88.0,79.958,62.0,1.042,18.458,27.114,8.656,20.979,12.0,3.35,30.6,26.558,23.6,189.25,3.25
2012-07-14,186.917,86.0,79.042,68.0,0.5,16.39,22.76,6.37,19.271,1.0,4.683,29.5,26.258,23.2,187.417,3.708
2012-07-15,183.417,86.0,76.083,64.0,0.042,7.276,12.615,5.338,14.98,0.0,2.275,31.7,28.029,25.2,183.458,2.125
2012-07-16,178.375,80.0,67.333,54.0,0.25,4.854,9.885,5.031,8.041,0.0,1.783,32.4,28.604,25.4,178.625,1.792
2012-07-17,179.708,77.0,60.958,40.0,0.042,8.078,15.052,6.974,10.646,0.0,2.142,34.7,29.971,25.8,179.75,1.958
2012-07-18,183.875,81.0,65.167,48.0,1.792,7.74,16.589,8.849,11.812,0.0,1.975,33.5,29.054,25.1,185.667,1.958
2012-07-19,183.391,79.0,66.375,50.0,1.522,12.853,21.755,8.902,15.375,0.0,2.983,33.3,29.292,26.3,184.913,3.174
2012-07-20,183.75,89.0,79.0,65.0,1.833,15.337,26.576,11.239,13.708,11.0,2.321,30.7,27.229,24.9,185.583,2.625
2012-07-21,196.458,86.0,76.25,55.0,2.125,10.552,14.458,3.906,15.458,8.0,1.633,31.9,27.075,23.5,198.583,3.083
2012-07-22,193.583,85.0,68.875,52.0,0.792,8.089,9.578,1.49,15.834,0.0,1.908,31.8,27.904,23.7,194.375,3.25
2012-07-23,191.042,78.0,67.917,53.0,0.875,14.385,18.427,4.042,19.27,0.0,2.833,30.8,27.858,24.7,191.917,3.292
2012-07-24,198.667,83.0,68.708,51.0,1.958,15.464,20.464,5.0,24.333,0.0,3.025,33.3,28.896,24.9,200.625,3.75
2012-07-25,203.708,83.0,66.917,43.0,3.667,19.187,24.339,5.151,31.729,0.0,3.825,33.6,29.567,25.2,207.375,5.625
2012-07-26,205.652,82.0,61.708,39.0,5.87,21.147,26.218,5.071,38.958,1.0,4.643,34.5,30.279,25.2,211.522,6.087
2012-07-27,203.227,82.0,64.542,49.0,4.682,20.691,25.529,4.838,39.804,0.0,4.512,35.0,30.288,25.8,207.909,5.087
2012-07-28,194.208,79.0,63.833,47.0,2.625,15.495,17.979,2.485,48.583,0.0,4.575,34.5,29.942,25.2,196.833,4.333
2012-07-29,188.583,81.0,64.208,44.0,1.125,9.755,11.307,1.552,40.542,0.0,4.8,35.7,30.6,26.1,189.708,3.0
2012-07-30,176.958,75.0,61.833,43.0,0.375,10.286,17.193,6.906,18.666,0.0,2.967,35.2,30.342,27.3,177.333,2.167
2012-07-31,185.333,78.0,54.75,29.0,3.5,13.12,17.927,4.807,14.104,0.0,2.6,36.4,30.975,25.5,188.833,2.417
2012-08-01,178.958,65.0,55.667,40.0,3.042,7.661,10.354,2.693,10.666,0.0,2.025,36.6,30.708,27.0,182.0,2.208
2012-08-02,180.522,73.0,60.375,46.0,1.043,11.044,18.788,7.745,11.916,0.0,2.817,34.3,29.838,25.8,181.565,2.957
2012-08-03,186.917,78.0,55.458,37.0,4.208,15.997,21.644,5.646,15.938,0.0,3.455,36.1,30.862,25.8,191.125,3.792
2012-08-04,180.375,63.0,51.5,35.0,0.333,4.88,5.527,0.638,9.125,0.0,0.825,37.7,31.488,26.9,180.708,2.083
2012-08-05,176.875,73.0,58.667,42.0,0.083,4.979,6.488,1.543,9.042,0.0,1.367,36.1,30.588,25.6,176.958,2.435
2012-08-06,180.167,81.0,63.125,42.0,0.75,13.349,19.068,5.719,12.271,0.0,2.658,35.4,30.233,26.6,180.917,4.083
2012-08-07,184.958,80.0,62.792,46.0,1.583,8.833,12.62,3.761,13.917,0.0,1.1,33.1,29.258,25.6,186.542,2.565
2012-08-08,186.458,71.0,53.5,33.0,0.292,8.62,10.349,1.729,13.062,0.0,1.583,33.8,28.212,22.8,186.75,3.5
2012-08-09,186.783,77.0,56.0,39.0,0.174,12.614,14.723,2.109,14.521,0.0,2.391,34.0,27.979,21.2,186.957,3.739
2012-08-10,187.875,73.0,60.292,37.0,1.083,15.304,18.401,3.097,24.875,0.0,2.624,34.9,29.158,24.1,188.958,4.125
2012-08-11,184.042,86.0,74.583,63.0,0.583,11.886,15.74,3.854,20.958,10.0,1.992,31.2,28.388,25.1,184.625,3.667
2012-08-12,187.25,83.0,69.667,51.0,1.292,10.161,13.51,3.349,18.333,0.0,2.6,33.3,28.892,25.4,188.542,3.75
2012-08-13,182.583,77.0,67.333,48.0,0.292,8.911,12.766,3.854,23.146,0.0,3.467,34.0,29.433,26.6,182.875,3.5
2012-08-14,184.042,88.0,78.083,64.0,0.333,9.51,14.19,4.68,14.854,58.0,2.017,30.8,27.346,24.4,184.375,2.696
2012-08-15,177.75,79.0,70.375,55.0,0.0,4.13,9.307,5.177,7.333,0.0,1.775,32.6,28.75,26.1,177.75,1.792
2012-08-16,179.913,79.0,66.25,50.0,0.174,6.734,12.62,5.886,9.458,0.0,2.276,33.8,29.796,25.9,180.087,2.174
2012-08-17,183.167,82.0,63.0,46.0,0.417,12.561,20.239,7.678,15.104,0.0,3.117,34.7,30.3,25.2,183.583,4.208
2012-08-18,184.583,79.0,68.458,48.0,0.458,9.797,12.583,2.786,17.042,0.0,1.842,34.7,28.525,24.2,185.042,2.25
2012-08-19,184.417,83.0,63.167,43.0,0.0,7.245,9.531,2.286,8.916,0.0,1.925,33.8,28.525,23.3,184.417,2.333
2012-08-20,186.792,81.0,57.917,34.0,1.042,10.62,16.26,5.641,9.75,0.0,2.417,34.2,29.329,23.9,187.833,2.417
2012-08-21,184.75,76.0,61.75,46.0,0.917,11.073,18.734,7.662,10.604,0.0,2.417,33.8,29.796,26.1,185.667,2.208
2012-08-22,176.583,76.0,61.75,44.0,0.042,7.974,18.557,10.583,8.5,0.0,2.942,33.5,29.562,26.3,176.625,2.0
2012-08-23,185.217,78.0,62.083,44.0,0.696,9.239,18.255,9.016,10.021,0.0,2.052,34.7,29.588,24.6,185.913,2.261
2012-08-24,187.5,80.0,61.25,46.0,2.75,12.146,19.01,6.863,11.125,0.0,2.467,33.6,29.608,24.9,190.25,2.708
2012-08-25,188.25,81.0,60.833,37.0,4.958,12.698,16.714,4.016,14.354,0.0,2.875,35.2,29.933,24.2,193.208,3.375
2012-08-26,184.125,72.0,59.083,36.0,0.542,7.677,9.51,1.833,12.77,0.0,2.458,35.4,29.575,24.9,184.667,2.208
2012-08-27,185.783,74.0,58.417,38.0,1.0,10.146,15.677,5.531,11.087,0.0,1.833,33.6,29.433,25.4,186.783,2.417
2012-08-28,185.042,73.0,58.375,43.0,3.708,9.651,16.808,7.156,9.104,0.0,2.5,32.9,29.175,24.9,188.75,2.174
2012-08-29,176.042,77.0,72.25,65.0,0.375,8.484,15.531,7.047,11.729,0.0,1.733,31.0,28.496,25.9,176.417,2.167
2012-08-30,178.609,84.0,69.083,45.0,1.696,11.565,18.506,6.94,15.896,0.0,2.235,32.9,29.212,26.3,180.304,2.348
2012-08-31,177.583,80.0,64.583,48.0,2.542,9.091,16.651,7.56,13.084,0.0,1.834,34.5,29.9,25.4,180.125,2.125
2012-09-01,184.625,84.0,70.042,51.0,4.667,9.974,12.974,3.0,16.562,0.0,1.525,31.2,27.571,24.6,189.292,2.708
2012-09-02,186.625,83.0,68.375,46.0,2.667,5.281,6.307,1.026,11.042,1.0,1.258,33.6,27.433,24.0,189.292,2.125
2012-09-03,188.375,80.0,65.5,48.0,3.75,11.177,14.276,3.099,13.0,0.0,2.017,31.9,26.992,23.5,192.125,2.458
2012-09-04,191.5,82.0,66.125,45.0,6.0,16.995,22.266,5.271,24.271,0.0,3.267,31.9,27.742,23.1,197.5,3.792
2012-09-05,190.625,83.0,68.0,42.0,5.542,14.911,22.536,7.625,20.0,0.0,3.109,33.6,28.362,24.9,196.167,2.75
2012-09-06,188.826,77.0,66.417,54.0,5.739,16.092,23.739,7.647,20.708,0.0,3.609,31.7,27.367,24.0,194.565,3.522
2012-09-07,184.875,84.0,64.0,34.0,1.833,14.149,17.907,3.758,19.542,0.0,3.357,33.4,28.371,22.6,186.708,3.708
2012-09-08,179.958,72.0,64.5,52.0,0.208,8.948,13.5,4.552,11.729,0.0,2.858,32.1,28.188,25.8,180.167,2.458
2012-09-09,180.583,74.0,64.292,53.0,0.125,7.37,10.406,3.036,8.584,0.0,2.842,31.2,28.129,25.1,180.708,2.583
2012-09-10,181.375,87.0,74.333,59.0,0.708,10.672,17.781,7.109,8.167,4.0,1.817,29.0,26.608,23.3,182.083,2.25
2012-09-11,186.083,89.0,72.333,53.0,0.708,6.375,8.177,1.802,6.438,10.0,0.617,30.1,25.496,22.6,186.792,2.042
2012-09-12,190.042,82.0,61.542,37.0,1.25,13.885,17.078,3.193,12.875,0.0,2.192,33.1,26.671,21.1,191.292,4.042
2012-09-13,188.348,78.0,65.875,50.0,1.826,15.022,19.201,4.18,21.938,0.0,2.904,32.4,27.712,22.4,190.174,3.043
2012-09-14,182.792,75.0,63.25,51.0,1.417,11.94,19.201,7.261,17.792,0.0,2.763,32.8,28.133,25.6,184.208,2.583
2012-09-15,186.5,82.0,63.333,45.0,1.333,10.234,14.083,3.849,9.75,3.0,1.842,32.2,27.717,23.8,187.833,2.458
2012-09-16,184.958,80.0,62.083,42.0,0.625,5.073,5.792,0.719,9.854,0.0,1.25,34.0,28.433,23.3,185.583,1.75
2012-09-17,180.083,85.0,68.333,55.0,0.042,5.542,8.938,3.396,9.98,6.0,1.883,30.2,27.667,25.3,180.125,1.875
2012-09-18,180.583,89.0,85.458,77.0,3.833,12.349,17.578,5.229,6.542,30.0,1.258,27.0,25.238,23.8,184.417,2.5
2012-09-19,187.833,85.0,61.25,40.0,1.458,15.302,21.51,6.208,22.02,0.0,2.978,30.2,25.967,22.1,189.292,3.875
2012-09-20,195.478,81.0,59.792,38.0,3.087,18.891,23.935,5.044,23.958,0.0,1.523,26.6,23.675,20.5,198.565,3.652
2012-09-21,193.043,80.0,62.917,46.0,2.043,13.282,16.161,2.879,24.104,0.0,1.505,28.2,23.546,19.2,195.087,3.375
2012-09-22,191.958,80.0,63.75,45.0,1.833,9.417,10.307,0.891,22.688,1.0,1.675,28.4,23.879,19.6,193.792,3.917
2012-09-23,189.583,85.0,71.542,52.0,1.208,5.302,5.625,0.323,15.938,6.0,0.967,26.1,21.279,17.2,190.792,2.833
2012-09-24,190.5,86.0,65.25,47.0,2.167,11.114,15.182,4.068,8.229,0.0,0.858,27.0,21.692,16.8,192.667,2.708
2012-09-25,193.75,84.0,57.958,34.0,2.167,7.995,11.094,3.099,9.188,0.0,0.542,30.8,23.554,18.4,195.917,2.125
2012-09-26,193.727,74.0,54.0,30.0,2.182,6.574,8.204,1.631,9.544,0.0,0.558,29.4,23.071,17.7,195.909,2.083
2012-09-27,191.565,76.0,59.083,41.0,1.391,8.788,10.163,1.375,10.354,0.0,0.852,29.6,23.171,16.8,192.957,2.087
2012-09-28,195.125,82.0,60.25,36.0,3.125,16.461,19.29,2.827,14.854,0.0,1.285,30.0,22.408,17.2,198.25,2.833
2012-09-29,193.042,87.0,72.708,52.0,3.042,15.698,18.13,2.432,26.75,2.0,2.567,26.9,22.567,19.6,196.083,4.167
2012-09-30,185.25,89.0,86.083,82.0,1.0,5.802,6.526,0.724,12.75,73.0,0.758,21.6,19.508,16.8,186.25,2.625
2012-10-01,188.833,91.0,75.5,57.0,0.667,8.667,11.432,2.766,5.896,2.0,0.417,22.8,19.746,16.7,189.5,2.208
2012-10-02,191.5,86.0,63.083,42.0,1.125,10.308,14.65,4.342,8.521,0.0,0.842,28.6,21.371,15.5,192.625,2.208
2012-10-03,188.125,79.0,59.5,33.0,1.208,8.924,11.413,2.49,6.912,0.0,0.442,27.5,22.033,17.4,189.333,2.25
2012-10-04,186.957,76.0,61.083,40.0,0.913,12.058,17.442,5.384,9.833,0.0,0.635,27.3,22.462,18.4,187.87,2.739
2012-10-05,192.708,84.0,58.875,32.0,2.5,9.446,11.46,2.013,12.5,0.0,0.521,27.0,20.617,14.7,195.208,2.0
