date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean,PM25_mean,TEMP_max,TEMP_mean,TEMP_min
2012-10-24,27.84,59.534,31.694,1.13,18.0,5.625,16.667,17.1,13.017,9.9
2012-10-25,33.75,59.812,26.062,1.625,21.666,5.917,18.708,18.9,15.025,13.0
2012-10-26,35.125,64.604,29.479,1.958,25.438,6.75,23.167,18.6,15.536,13.3
2012-10-27,24.48,46.021,21.542,2.417,29.938,6.625,25.0,19.6,17.517,14.9
2012-10-28,10.146,12.125,1.979,2.292,23.584,3.708,20.417,20.1,18.246,15.3
2012-10-29,30.354,58.375,28.021,1.75,24.104,7.042,19.833,19.2,15.738,13.9
2012-10-30,27.688,55.542,27.854,2.0,26.666,6.125,20.583,18.8,14.979,11.8
2012-10-31,18.006,31.233,13.226,1.417,21.208,4.348,19.833,16.2,13.325,11.4
2012-11-01,15.604,21.958,6.354,1.333,12.479,3.333,12.75,13.3,11.9,9.4
2012-11-02,31.042,61.125,30.083,1.375,15.604,6.045,16.667,14.4,11.262,9.6
2012-11-03,26.188,46.812,20.625,0.958,17.5,6.5,17.583,15.2,11.821,8.9
2012-11-04,16.834,25.771,8.938,1.083,21.208,4.708,17.333,15.3,13.146,8.9
2012-11-05,17.109,32.196,15.086,0.913,31.178,5.087,19.739,16.4,14.408,13.3
2012-11-06,9.625,12.916,3.292,1.792,26.354,4.458,22.083,15.5,13.808,11.4
2012-11-07,13.666,18.75,5.084,1.292,29.416,3.917,25.542,14.7,13.612,12.6
2012-11-08,15.375,22.312,6.938,2.542,35.062,5.542,30.75,15.8,13.846,12.6
2012-11-09,31.646,56.25,24.604,3.5,44.938,7.625,38.375,17.1,14.562,12.7
2012-11-10,23.375,41.375,18.0,0.958,27.021,5.292,24.875,13.6,12.429,11.5
2012-11-11,9.333,12.396,3.062,0.625,19.583,3.583,13.667,19.2,14.683,12.0
2012-11-12,7.792,10.855,3.062,1.958,25.815,2.833,19.208,14.3,12.642,11.2
2012-11-13,10.022,14.634,4.612,3.167,25.438,3.625,18.875,13.4,12.061,8.9
2012-11-14,14.875,21.824,6.948,1.542,15.708,3.375,14.917,,,
2012-11-15,20.771,37.875,17.104,1.25,12.0,5.583,11.792,,,
2012-11-16,25.438,61.875,36.438,2.375,18.104,7.0,15.5,,,
2012-11-17,20.73,31.48,10.75,1.458,22.438,4.5,17.708,,,
2012-11-18,15.25,21.562,6.312,1.375,12.479,4.667,11.917,,,
2012-11-19,16.854,43.166,26.312,1.625,25.625,5.583,20.583,,,
2012-11-20,21.146,31.854,10.708,2.0,17.188,4.625,14.875,,,
2012-11-21,34.271,79.979,45.708,1.667,25.021,7.583,21.75,,,
2012-11-22,33.406,67.479,34.074,2.304,19.021,6.875,17.833,,,
2012-11-23,21.25,30.75,9.5,4.875,38.938,5.75,32.75,,,
2012-11-24,18.688,27.979,9.292,2.083,23.708,5.25,22.0,,,
2012-11-25,20.333,36.396,16.062,1.625,22.396,6.042,21.375,,,
2012-11-26,21.604,38.75,17.146,1.625,20.104,4.625,17.042,,,
2012-11-27,18.729,33.062,14.334,1.208,9.812,3.708,10.125,,,
2012-11-28,18.836,41.212,22.377,2.0,14.334,4.739,13.542,,,
2012-11-29,31.75,78.521,46.771,1.25,25.416,8.917,20.542,,,
2012-11-30,33.021,95.75,62.73,1.0,29.958,9.833,19.417,,,
2012-12-01,20.958,34.271,13.312,2.75,17.084,5.292,16.25,,,
2012-12-02,20.5,38.312,17.812,1.292,12.271,6.25,12.417,,,
2012-12-03,22.0,48.812,26.812,1.5,18.875,6.292,18.125,,,
2012-12-04,14.896,23.0,8.104,1.833,16.125,3.417,15.625,,,
2012-12-05,18.64,36.136,17.496,1.609,14.146,4.625,13.833,,,
2012-12-06,15.146,25.208,10.062,2.292,10.604,3.875,12.583,,,
2012-12-07,20.778,44.64,23.862,1.25,20.074,5.5,16.667,,,
2012-12-08,10.542,14.979,4.438,3.833,21.375,3.708,19.375,,,
2012-12-09,7.75,10.334,2.584,2.208,11.417,3.292,13.042,,,
2012-12-10,15.0,24.48,9.479,1.083,7.417,3.292,8.875,,,
2012-12-11,16.188,25.916,9.729,1.625,7.826,3.75,10.261,,,
2012-12-12,19.126,30.916,11.791,1.833,11.062,4.217,11.708,,,
2012-12-13,32.98,78.812,45.834,1.417,11.986,7.458,13.25,,,
2012-12-14,30.916,64.375,33.458,3.083,20.042,6.25,16.0,,,
2012-12-15,24.916,45.792,20.875,0.208,35.416,6.542,20.75,,,
2012-12-16,21.792,34.25,12.458,1.667,17.229,6.167,13.708,,,
2012-12-17,23.252,48.696,25.445,1.522,22.834,5.708,19.542,,,
2012-12-18,18.688,27.834,9.145,2.125,21.75,3.875,17.792,,,
2012-12-19,15.042,21.771,6.73,1.25,9.562,2.875,11.083,,,
2012-12-20,32.375,77.062,44.688,1.458,14.854,6.792,15.083,,,
2012-12-21,28.271,56.104,27.834,1.417,15.208,5.417,10.792,9.5,8.5,6.4
2012-12-22,21.542,33.688,12.145,1.333,17.354,4.833,13.042,10.2,8.9,5.5
2012-12-23,11.104,14.334,3.229,2.75,18.75,3.792,18.5,6.7,3.842,1.0
2012-12-24,11.042,16.646,5.604,1.792,9.542,3.167,10.125,2.4,0.608,-0.9
2012-12-25,17.125,27.562,10.438,2.042,22.792,4.25,21.542,6.7,4.604,2.5
2012-12-26,21.936,40.86,18.924,1.917,10.084,4.522,9.708,5.3,3.721,2.4
2012-12-27,31.292,74.458,43.167,1.583,11.729,6.542,13.917,6.8,4.067,0.4
2012-12-28,24.896,46.416,21.521,1.042,12.667,4.833,8.792,9.3,7.25,5.2
2012-12-29,18.729,33.98,15.25,1.083,8.916,5.0,6.458,11.7,9.512,8.1
2012-12-30,13.896,18.916,5.02,1.25,12.208,4.375,9.792,8.8,5.662,1.6
2012-12-31,6.604,9.188,2.584,1.25,8.312,2.875,8.833,2.0,1.183,-0.2
2013-01-01,7.021,8.25,1.229,4.833,38.542,3.417,28.458,10.5,9.233,8.4
2013-01-02,13.875,19.792,5.917,4.542,26.0,4.167,20.958,11.2,8.508,5.4
2013-01-03,29.708,54.646,24.938,1.167,22.75,7.208,20.292,11.7,7.721,4.7
2013-01-04,24.021,44.938,20.916,2.958,30.625,6.25,26.083,11.2,8.646,6.5
2013-01-05,13.729,20.938,7.208,0.833,8.458,4.167,10.375,7.9,5.992,5.1
2013-01-06,22.812,44.916,22.104,1.708,12.277,5.75,18.125,8.4,6.096,4.5
2013-01-07,28.917,66.438,37.52,4.75,20.979,6.125,20.542,10.9,7.417,4.4
2013-01-08,29.998,69.131,39.133,3.417,32.375,6.13,25.875,7.5,6.925,6.4
2013-01-09,14.562,22.77,8.208,1.696,15.084,2.792,12.75,7.2,4.417,2.2
2013-01-10,16.145,26.312,10.166,2.333,12.125,3.833,12.542,3.3,2.262,0.9
2013-01-11,20.771,33.084,12.312,3.792,27.896,5.875,28.042,5.7,3.879,1.9
2013-01-12,20.834,30.521,9.688,4.625,40.229,6.25,38.542,6.7,5.175,2.9
2013-01-13,15.062,22.021,6.958,3.583,30.48,4.583,29.25,6.5,5.083,3.9
2013-01-14,26.5,60.167,33.667,1.292,13.082,5.833,13.5,6.8,4.742,2.5
2013-01-15,19.854,32.271,12.417,1.458,11.042,3.625,10.542,6.3,4.854,3.2
2013-01-16,31.112,69.926,38.815,1.478,19.562,6.75,19.917,7.6,4.408,1.1
2013-01-17,32.875,64.146,31.271,3.5,48.146,7.583,43.25,7.4,5.35,3.6
2013-01-18,16.77,23.688,6.917,5.833,44.583,5.208,44.917,6.4,5.371,2.9
2013-01-19,14.854,23.084,8.229,1.625,17.125,4.75,15.25,6.5,3.654,1.0
2013-01-20,17.792,35.334,17.542,2.042,37.958,5.167,30.5,10.6,6.754,2.5
2013-01-21,11.792,17.208,5.416,1.875,21.73,3.792,22.083,5.9,2.962,1.4
2013-01-22,28.358,62.644,34.286,1.0,21.604,8.13,20.783,4.1,2.458,0.7
2013-01-23,33.146,68.604,35.458,0.958,29.0,8.0,26.667,7.6,3.362,0.7
2013-01-24,23.729,57.229,33.5,1.0,21.23,6.167,18.708,11.8,8.346,2.9
2013-01-25,17.625,40.771,23.146,1.417,20.166,4.25,15.167,14.7,12.967,11.1
2013-01-26,11.584,16.812,5.23,1.5,23.479,3.75,21.333,11.3,7.483,3.3
2013-01-27,31.098,68.09,36.992,1.583,13.395,5.792,14.792,6.6,3.308,0.7
2013-01-28,29.854,71.542,41.688,1.125,27.208,6.917,22.375,12.0,7.583,2.2
2013-01-29,39.44,91.877,52.438,1.826,41.451,8.333,35.625,11.7,8.167,4.3
2013-01-30,20.625,37.438,16.812,1.583,39.458,5.375,30.125,14.0,11.867,8.4
2013-01-31,26.125,48.166,22.042,2.042,30.834,6.958,27.208,12.2,9.592,7.1
2013-02-01,40.792,92.0,51.208,3.542,39.312,7.583,31.667,17.4,11.704,6.4
2013-02-02,27.062,44.896,17.834,1.625,47.542,5.833,33.042,18.7,14.55,11.2
2013-02-03,22.119,37.22,15.102,1.417,53.562,5.708,37.833,13.7,11.708,8.9
2013-02-04,14.77,24.334,9.562,1.5,10.729,2.917,10.167,8.1,3.958,1.6
2013-02-05,20.835,38.77,17.935,1.417,11.042,4.609,11.208,4.3,2.938,2.1
2013-02-06,23.938,54.312,30.375,0.417,7.646,4.792,9.792,3.4,1.767,0.6
2013-02-07,20.98,45.896,24.917,0.542,12.396,4.875,11.583,3.0,2.029,1.0
2013-02-08,23.021,50.834,27.812,0.542,7.812,5.167,7.083,6.5,3.408,0.5
2013-02-09,22.02,37.792,15.771,0.5,11.5,5.75,9.458,6.8,4.279,2.3
2013-02-10,25.24,57.022,31.782,1.0,12.102,5.609,11.625,4.4,3.346,1.0
2013-02-11,16.75,29.521,12.771,0.875,8.0,4.083,8.125,4.3,2.204,0.7
2013-02-12,24.292,53.354,29.062,1.292,9.896,4.833,8.417,5.0,3.05,0.9
2013-02-13,23.792,48.812,25.021,0.75,5.584,4.292,6.75,6.0,3.375,0.5
2013-02-14,22.312,48.875,26.562,0.708,11.312,4.667,9.792,4.8,2.575,0.3
2013-02-15,13.834,23.875,10.042,1.042,13.125,3.25,9.958,6.3,5.508,4.4
2013-02-16,18.23,26.5,8.271,2.25,27.5,5.083,20.667,9.1,5.912,3.3
2013-02-17,33.667,74.98,41.312,2.875,32.479,6.333,26.125,10.3,6.188,2.6
2013-02-18,21.271,40.979,19.708,0.875,14.208,4.292,11.875,4.5,3.408,2.7
2013-02-19,19.612,37.522,17.91,1.25,13.625,4.13,12.542,6.5,3.871,2.2
2013-02-20,21.562,38.521,16.958,1.208,15.062,4.542,12.917,7.9,4.471,1.7
2013-02-21,29.666,66.208,36.542,1.583,21.229,6.542,20.25,9.0,4.992,2.4
2013-02-22,32.792,59.604,26.812,1.625,23.334,6.667,23.708,9.2,5.788,3.0
2013-02-23,25.896,37.854,11.958,1.917,19.75,5.417,20.75,10.2,6.112,3.0
2013-02-24,35.833,71.146,35.312,2.391,37.356,7.739,35.708,11.3,6.746,3.6
2013-02-25,47.312,85.396,38.083,4.292,72.875,9.5,62.522,12.7,8.533,5.4
2013-02-26,38.688,65.146,26.458,2.667,73.396,6.958,57.833,10.1,7.854,6.4
2013-02-27,31.083,58.771,27.688,0.833,39.416,6.042,24.375,11.1,9.979,8.7
2013-02-28,36.635,70.779,34.144,2.0,67.448,8.25,50.583,13.4,10.708,8.2
2013-03-01,32.229,66.812,34.583,2.292,57.604,7.667,42.917,12.3,10.133,8.8
2013-03-02,11.854,16.812,4.958,1.167,23.354,3.583,14.958,10.2,7.962,5.8
2013-03-03,19.292,35.208,15.917,1.458,9.786,3.667,9.583,9.6,6.525,3.8
2013-03-04,28.96,56.998,28.038,2.75,16.452,4.583,13.875,10.5,7.625,4.0
2013-03-05,19.42,32.748,13.327,2.583,26.938,4.087,24.25,9.6,7.642,5.3
2013-03-06,18.666,33.104,14.438,1.333,12.98,4.125,13.875,5.5,4.188,1.5
2013-03-07,18.084,29.916,11.834,1.583,12.917,3.667,12.083,6.8,4.079,1.3
2013-03-08,21.792,40.312,18.521,2.042,20.896,5.375,20.875,7.4,3.908,0.3
2013-03-09,16.562,22.958,6.396,3.75,39.812,4.917,38.875,8.5,5.967,2.6
2013-03-10,18.03,30.174,12.145,1.435,13.854,3.875,12.833,6.9,3.796,1.0
2013-03-11,23.417,47.688,24.27,1.292,14.833,5.458,16.417,12.4,6.783,1.4
2013-03-12,34.5,67.458,32.958,3.875,18.5,5.167,16.167,14.6,10.808,5.4
2013-03-13,18.25,28.5,10.25,1.958,15.062,3.583,9.875,14.5,8.833,5.3
2013-03-14,17.583,28.166,10.584,1.125,19.375,3.75,16.625,5.5,4.683,3.2
2013-03-15,20.25,35.417,15.167,2.875,31.729,4.5,24.154,11.6,8.204,3.0
2013-03-16,8.77,10.083,1.312,3.292,38.354,3.667,41.143,16.2,12.433,9.8
2013-03-17,32.875,55.75,22.875,2.792,36.77,5.75,30.542,16.3,13.379,8.6
2013-03-18,10.666,14.334,3.666,2.333,37.862,3.667,29.565,19.1,15.667,12.0
2013-03-19,38.256,62.736,24.481,3.667,70.396,7.304,42.625,16.5,12.946,10.6
2013-03-20,19.604,27.833,8.229,1.583,22.354,3.542,16.958,11.4,9.017,5.4
2013-03-21,10.854,15.75,4.896,1.083,13.0,3.0,12.542,8.5,6.362,3.3
2013-03-22,18.938,35.729,16.792,1.375,17.896,4.167,18.542,12.0,7.625,3.0
2013-03-23,20.729,26.062,5.334,3.583,40.542,5.0,36.958,16.3,12.454,7.7
2013-03-24,30.9,47.31,16.41,3.609,46.084,6.375,45.625,16.2,12.759,9.6
2013-03-25,12.146,19.604,7.458,0.792,24.042,3.417,17.792,17.8,14.581,12.5
2013-03-26,15.146,23.312,8.166,0.125,34.479,3.083,20.458,18.3,15.546,12.0
2013-03-27,21.062,32.896,11.834,0.333,19.546,3.958,10.292,16.7,13.0,10.3
2013-03-28,35.75,68.646,32.896,2.333,30.812,5.875,26.542,20.3,14.817,9.7
2013-03-29,33.52,56.938,23.416,1.708,32.604,5.125,21.875,16.8,14.375,13.3
2013-03-30,10.208,13.125,2.916,0.0,26.354,3.333,15.375,17.4,12.254,10.4
2013-03-31,26.625,45.416,18.792,1.125,29.75,5.542,20.462,15.6,11.029,7.5
2013-04-01,34.834,56.438,21.604,2.208,24.458,5.75,23.167,14.4,11.038,6.6
2013-04-02,30.979,59.938,28.958,1.667,37.771,5.833,30.125,13.7,11.483,8.6
2013-04-03,15.954,22.529,6.574,0.833,20.458,4.13,16.417,14.2,11.25,8.3
2013-04-04,44.812,76.396,31.583,3.625,36.229,8.167,30.417,15.2,11.7,7.8
2013-04-05,43.792,75.292,31.5,3.375,32.958,7.333,27.625,17.6,14.242,9.6
2013-04-06,19.48,26.604,7.125,0.333,16.334,3.458,7.417,15.0,13.162,8.4
2013-04-07,7.062,8.625,1.562,0.083,12.979,3.417,10.208,8.7,6.871,4.6
2013-04-08,12.118,15.902,3.784,0.87,16.772,2.917,13.292,15.9,10.925,7.2
2013-04-09,10.104,12.438,2.334,2.208,25.792,3.0,20.083,14.5,11.75,9.4
2013-04-10,8.416,10.979,2.562,0.542,15.625,2.667,14.25,10.2,8.492,7.7
2013-04-11,10.895,14.562,3.666,2.625,24.229,3.333,20.0,11.3,8.921,5.6
2013-04-12,14.844,18.271,3.426,3.217,24.628,3.625,21.042,12.9,10.258,7.9
2013-04-13,22.375,34.646,12.27,3.5,27.646,4.833,25.083,17.6,12.883,7.2
2013-04-14,4.938,5.458,0.521,3.208,38.0,2.833,29.542,21.3,16.733,14.2
2013-04-15,19.229,26.021,6.792,1.583,19.396,3.458,12.958,19.4,14.171,10.8
2013-04-16,17.646,24.542,6.896,2.125,37.5,3.375,28.0,23.6,20.238,16.6
2013-04-17,26.582,42.885,16.302,2.125,39.042,4.652,28.5,20.6,16.054,13.0
2013-04-18,19.104,29.896,10.792,0.625,31.916,4.208,24.125,16.8,14.267,11.5
2013-04-19,18.896,29.625,10.729,1.083,17.792,4.25,19.667,13.3,10.767,7.8
2013-04-20,24.584,38.584,14.0,0.958,18.292,5.167,19.333,10.1,7.575,6.2
2013-04-21,10.771,13.958,3.188,0.75,8.084,3.417,8.208,12.0,9.083,6.7
2013-04-22,29.714,54.248,24.534,1.739,22.729,5.833,22.917,14.8,10.721,6.1
2013-04-23,32.062,55.021,22.958,1.917,23.229,5.583,20.625,14.7,12.833,10.4
2013-04-24,15.042,23.042,8.0,0.0,19.5,3.958,11.583,15.8,14.308,13.1
2013-04-25,20.0,35.021,15.02,1.625,36.312,5.125,27.458,19.4,15.296,11.0
2013-04-26,10.75,13.395,2.646,1.5,26.958,3.542,23.667,15.2,13.483,11.6
2013-04-27,14.188,18.479,4.292,1.417,20.333,3.708,18.417,18.3,14.671,11.8
2013-04-28,21.5,25.396,3.896,3.208,28.625,5.208,26.792,21.1,15.962,11.2
2013-04-29,26.416,38.292,11.875,4.042,36.0,4.292,31.667,24.7,19.579,13.9
2013-04-30,26.27,44.354,18.083,1.542,22.428,5.217,18.667,19.2,13.4,10.0
2013-05-01,18.076,29.693,11.617,0.833,15.292,4.0,10.833,13.2,11.558,8.0
2013-05-02,20.916,35.646,14.729,1.208,9.998,4.625,9.417,15.5,11.375,7.1
2013-05-03,19.083,24.896,5.812,1.0,24.604,4.25,22.0,18.0,13.65,9.8
2013-05-04,16.917,21.083,4.167,1.0,29.125,4.375,27.083,18.6,14.492,11.4
2013-05-05,15.188,17.875,2.688,0.958,29.958,4.25,29.375,21.1,16.425,11.3
2013-05-06,10.75,12.354,1.604,0.875,23.438,3.25,23.417,23.0,19.046,15.6
2013-05-07,25.158,38.976,13.818,1.708,22.125,4.792,19.917,19.2,15.292,11.3
2013-05-08,34.066,57.339,23.272,2.13,13.792,4.917,14.167,22.0,16.358,10.5
2013-05-09,25.104,36.625,11.521,2.833,40.333,5.333,35.667,23.9,19.492,14.6
2013-05-10,17.166,29.792,12.625,0.958,27.334,3.792,20.583,21.1,17.146,13.9
2013-05-11,14.605,19.854,5.25,0.958,25.938,4.0,20.458,21.5,17.538,14.2
2013-05-12,14.916,17.812,2.896,3.042,50.916,5.083,45.167,25.5,19.55,13.8
2013-05-13,40.688,60.896,20.208,4.625,65.521,7.792,56.958,25.4,20.033,15.9
2013-05-14,25.562,43.146,17.583,3.708,30.938,4.458,28.458,25.2,19.721,15.3
2013-05-15,28.356,46.5,18.142,2.708,37.125,5.13,30.0,24.0,20.0,15.9
2013-05-16,25.104,37.52,12.416,2.333,36.416,5.042,29.833,20.0,17.346,14.2
2013-05-17,29.292,44.208,14.916,1.292,23.792,5.125,22.083,20.8,17.217,14.3
2013-05-18,24.542,35.708,11.166,1.5,26.792,4.625,20.333,22.5,19.246,14.7
2013-05-19,9.834,14.312,4.48,0.042,17.688,3.625,10.208,20.7,18.367,16.4
2013-05-20,13.812,19.958,6.146,0.5,22.021,3.583,14.792,23.5,19.329,16.5
2013-05-21,18.59,23.978,5.388,1.609,56.125,4.708,41.87,23.7,19.596,16.7
2013-05-22,24.062,35.666,11.605,2.625,62.458,5.625,48.542,25.4,19.95,16.1
2013-05-23,29.812,41.062,11.25,2.542,51.708,5.542,41.5,24.8,20.15,16.3
2013-05-24,39.688,57.396,17.708,3.958,66.229,7.792,57.833,28.2,22.142,16.6
2013-05-25,28.604,39.729,11.125,2.958,45.229,5.583,39.458,24.8,21.671,17.6
2013-05-26,15.854,20.833,4.979,1.417,27.916,3.583,19.958,25.7,22.158,19.7
2013-05-27,21.979,32.27,10.292,0.875,18.125,3.542,11.542,23.5,21.658,20.4
2013-05-28,20.396,40.271,19.875,0.0,13.958,4.333,5.917,21.5,20.496,19.1
2013-05-29,18.699,28.246,9.546,0.792,54.542,5.913,38.458,22.5,20.496,19.2
2013-05-30,21.375,28.792,7.416,1.833,45.562,4.667,29.375,21.0,18.867,15.6
2013-05-31,37.396,62.666,25.271,2.75,39.688,7.375,26.583,21.4,18.571,15.0
2013-06-01,29.792,51.625,21.833,1.917,36.562,7.375,26.708,20.2,18.138,16.5
2013-06-02,18.23,23.688,5.458,0.042,8.542,4.458,4.417,17.0,16.163,15.7
2013-06-03,28.542,46.625,18.084,1.708,24.75,5.875,18.25,23.9,20.017,15.9
2013-06-04,31.23,52.625,21.396,3.208,24.146,5.125,19.333,26.4,22.321,17.9
2013-06-05,26.646,43.396,16.75,2.542,22.792,4.792,18.625,23.9,21.608,19.8
2013-06-06,26.606,45.38,18.774,3.333,28.74,4.417,19.25,24.0,21.05,18.4
2013-06-07,16.962,25.686,8.724,1.455,22.396,3.417,15.083,24.6,20.696,17.3
2013-06-08,22.542,33.458,10.917,2.75,38.083,5.083,26.375,22.5,20.704,17.7
2013-06-09,10.666,13.792,3.125,1.208,21.125,3.208,12.083,20.2,18.742,17.8
2013-06-10,18.27,28.125,9.854,1.625,15.25,3.417,11.708,22.7,21.158,18.8
2013-06-11,20.146,30.688,10.542,1.333,11.688,3.792,8.292,24.7,22.483,20.4
2013-06-12,22.044,40.522,18.478,2.833,19.52,4.217,13.958,28.9,24.625,22.3
2013-06-13,17.792,31.521,13.73,1.5,30.625,3.625,19.0,26.3,23.188,22.0
2013-06-14,17.916,30.354,12.438,0.833,35.958,3.833,23.833,26.0,23.088,20.7
2013-06-15,21.104,35.875,14.771,1.958,34.208,4.375,20.0,24.1,22.492,21.2
2013-06-16,12.104,17.125,5.021,1.458,29.0,3.042,19.25,26.7,23.054,20.4
2013-06-17,10.774,17.426,6.652,0.391,17.076,2.083,10.042,26.7,24.004,19.9
2013-06-18,6.938,13.834,6.896,0.0,17.104,1.708,10.542,28.3,26.254,23.3
2013-06-19,7.167,17.062,9.896,0.0,13.0,2.417,7.042,27.4,24.954,23.0
2013-06-20,21.521,44.646,23.125,0.333,15.5,4.917,6.833,24.0,21.675,19.9
2013-06-21,23.375,38.771,15.396,0.042,16.375,3.875,4.0,19.6,18.729,17.8
2013-06-22,28.5,44.229,15.729,1.458,18.5,5.125,10.167,24.6,20.404,16.9
2013-06-23,14.23,18.312,4.083,0.75,25.396,3.625,13.0,22.2,19.817,17.7
2013-06-24,22.771,36.979,14.208,1.167,27.416,5.0,16.667,24.9,20.488,17.7
2013-06-25,30.584,57.438,26.854,2.25,34.125,6.167,24.391,23.8,21.442,19.5
2013-06-26,23.279,40.148,16.869,0.792,16.792,4.435,7.333,21.3,20.862,20.0
2013-06-27,21.458,35.396,13.938,1.375,23.77,4.792,12.417,24.6,21.804,19.5
2013-06-28,27.812,48.416,20.604,2.208,25.792,5.208,15.333,24.9,22.783,21.2
2013-06-29,26.083,40.646,14.562,1.375,16.375,5.042,11.25,24.2,22.825,21.1
2013-06-30,17.896,24.062,6.166,1.083,12.77,4.042,6.917,24.2,22.267,20.8
2013-07-01,27.146,58.48,31.334,1.208,21.125,5.167,8.875,22.9,22.1,21.4
2013-07-02,15.416,40.938,25.52,0.583,20.02,3.5,13.208,29.3,26.138,22.2
2013-07-03,11.854,24.625,12.771,0.042,20.896,3.375,10.708,28.2,25.6,22.7
2013-07-04,9.046,20.754,11.708,0.261,29.188,3.792,14.167,26.7,25.304,24.1
2013-07-05,3.312,5.98,2.667,0.0,19.104,1.167,10.167,29.9,27.367,25.7
2013-07-06,8.042,14.48,6.438,0.0,13.146,2.792,7.167,27.3,25.0,23.1
2013-07-07,6.958,14.396,7.438,0.208,17.299,3.083,7.083,29.1,26.271,24.7
2013-07-08,5.771,11.25,5.479,0.542,11.908,1.958,9.333,32.0,28.258,25.8
2013-07-09,11.5,22.042,10.542,1.417,19.729,2.958,12.5,30.5,27.583,25.0
2013-07-10,9.804,17.804,8.0,0.304,13.04,2.304,9.417,32.0,27.717,24.7
2013-07-11,11.23,22.354,11.125,0.708,15.854,2.583,10.583,32.1,27.308,23.6
2013-07-12,20.833,36.521,15.688,1.917,32.979,4.0,18.292,30.4,27.162,23.7
2013-07-13,11.208,21.604,10.396,2.458,28.166,3.5,14.375,30.7,27.025,25.0
2013-07-14,4.166,6.75,2.583,1.583,21.25,1.542,10.542,29.5,27.25,25.4
2013-07-15,7.666,13.98,6.312,0.75,15.542,2.417,11.0,29.6,26.917,24.0
2013-07-16,11.36,21.976,10.616,0.739,16.125,3.25,10.167,31.6,26.708,22.7
2013-07-17,7.538,20.784,13.246,0.667,14.71,2.208,9.708,30.9,27.538,24.7
2013-07-18,9.325,20.416,11.092,0.375,15.229,1.958,9.5,29.8,27.283,25.1
2013-07-19,13.688,20.625,6.938,0.958,22.292,2.667,11.792,29.1,26.388,24.0
2013-07-20,10.167,18.542,8.375,0.667,15.708,2.5,10.708,30.7,26.917,23.8
2013-07-21,6.458,10.354,3.896,0.542,22.98,2.042,12.958,29.9,27.258,24.8
2013-07-22,8.875,17.396,8.52,0.167,22.688,2.333,13.5,31.4,27.425,24.2
2013-07-23,7.604,15.146,7.542,0.167,16.688,2.0,12.417,31.5,27.588,24.7
2013-07-24,4.837,7.996,3.158,0.0,20.0,1.565,11.917,31.9,28.467,26.1
2013-07-25,6.854,8.375,1.521,0.75,63.104,3.0,36.25,31.9,28.879,27.2
2013-07-26,10.062,14.083,4.021,0.875,67.458,3.375,32.625,29.1,27.375,26.1
2013-07-27,6.979,8.792,1.812,1.0,64.125,2.583,31.417,30.0,28.029,26.2
2013-07-28,8.041,12.625,4.583,0.292,32.916,2.458,15.375,29.8,28.017,26.9
2013-07-29,6.188,8.521,2.333,0.583,49.542,2.208,23.0,30.2,28.35,27.2
2013-07-30,7.702,11.517,3.815,0.348,57.062,2.542,24.783,30.9,28.425,25.5
2013-07-31,5.666,9.083,3.416,0.0,27.646,1.917,14.792,31.8,28.862,26.7
2013-08-01,7.729,11.833,4.104,0.25,34.771,2.0,14.542,31.5,28.671,26.3
2013-08-02,8.25,13.979,5.729,0.667,24.02,1.875,9.667,30.9,27.921,26.6
2013-08-03,6.854,12.896,6.042,0.083,20.021,1.792,7.625,30.2,27.775,25.6
2013-08-04,6.812,11.042,4.229,0.042,14.229,2.458,7.542,27.8,26.492,24.0
2013-08-05,14.811,25.695,10.884,0.083,37.25,3.565,20.25,30.8,27.262,23.2
2013-08-06,10.834,15.666,4.834,0.625,32.0,2.875,18.458,32.5,28.688,26.0
2013-08-07,9.286,15.206,5.921,0.417,51.208,2.652,21.417,32.4,29.071,26.1
2013-08-08,10.708,15.667,4.958,0.75,41.875,2.583,18.833,32.8,29.471,27.0
2013-08-09,11.417,18.25,6.834,0.833,44.354,2.75,19.25,34.1,29.529,26.2
2013-08-10,13.896,20.729,6.833,1.083,43.104,3.5,25.458,34.0,29.254,25.8
2013-08-11,7.688,9.729,2.042,1.75,68.646,3.25,33.5,33.4,29.583,26.6
2013-08-12,10.922,15.49,4.568,1.0,64.38,3.25,30.042,32.9,28.996,26.4
2013-08-13,8.312,11.583,3.271,1.167,40.042,2.542,20.958,32.4,28.542,25.6
2013-08-14,7.625,11.084,3.458,0.792,27.938,2.083,13.75,31.3,28.262,26.0
2013-08-15,8.042,10.896,2.854,1.667,23.666,2.292,15.125,31.4,27.925,25.1
2013-08-16,17.521,25.021,7.5,2.417,62.834,3.875,35.083,30.8,28.046,26.1
2013-08-17,19.479,27.812,8.333,2.5,60.812,4.75,34.792,31.4,28.196,25.3
2013-08-18,13.688,21.271,7.583,2.5,35.917,3.75,18.625,31.7,28.933,25.6
2013-08-19,16.646,35.146,18.5,2.208,25.854,4.083,15.125,32.0,29.129,27.1
2013-08-20,18.271,37.375,19.104,2.167,23.5,4.167,13.958,32.3,29.2,26.1
2013-08-21,20.12,41.617,21.496,2.042,22.208,4.652,11.708,32.4,29.558,27.3
2013-08-22,22.708,52.334,29.625,1.917,31.812,4.708,14.5,30.9,28.246,25.7
