date,NO2_mean,NOX_mean,NO_mean,SO2_mean,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,PM25_mean,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2012-07-25,28.275,45.748,17.473,4.847,188.663,5.91,84.0,65.375,49.0,22.253,26.583,0.0,32.6,29.658,26.0,210.917
2012-07-26,24.669,36.759,12.089,4.776,186.18,5.351,76.0,62.208,45.0,17.685,26.417,0.0,34.5,30.412,27.4,203.865
2012-07-27,24.361,37.588,13.227,4.736,185.044,4.354,72.0,59.708,43.0,16.785,24.625,0.0,35.2,30.604,27.6,201.829
2012-07-28,20.787,32.231,11.444,5.264,182.323,4.385,71.0,59.125,43.0,16.396,33.083,0.0,34.8,30.821,27.9,198.719
2012-07-29,12.968,19.417,6.449,4.472,182.219,3.979,71.0,59.292,40.0,15.188,43.083,0.0,36.0,31.083,28.2,197.406
2012-07-30,14.26,32.252,17.992,3.291,178.544,3.521,71.0,59.083,35.0,13.22,17.042,0.0,34.8,30.825,28.7,191.765
2012-07-31,9.686,17.534,7.848,1.069,180.187,3.066,69.0,46.458,26.0,20.073,12.25,0.0,36.3,31.592,27.8,200.26
2012-08-01,6.953,13.639,6.686,0.764,179.698,2.82,63.0,54.917,41.0,20.353,11.083,0.0,34.7,30.796,28.2,200.052
2012-08-02,14.102,25.951,11.848,2.267,179.719,2.697,70.0,56.875,38.0,17.577,10.458,0.0,35.9,30.696,27.7,197.295
2012-08-03,10.44,20.055,9.616,1.506,182.175,3.792,72.0,46.833,29.0,25.125,13.292,0.0,37.2,31.946,27.9,207.3
2012-08-04,6.181,10.954,4.773,1.125,180.083,2.823,62.0,52.083,40.0,18.469,10.167,0.0,34.8,30.9,28.2,198.552
2012-08-05,6.663,11.975,5.312,1.82,177.802,2.594,71.0,58.875,45.0,15.469,7.0,0.0,32.6,30.167,28.1,193.271
2012-08-06,16.86,29.249,12.389,2.014,179.946,3.425,82.0,61.042,39.0,19.29,10.625,2.0,35.3,30.425,27.9,199.235
2012-08-07,13.8,28.841,15.04,1.406,179.891,3.718,83.0,58.333,39.0,16.81,14.5,0.0,34.4,29.988,26.7,196.7
2012-08-08,11.986,19.541,7.554,0.917,184.723,3.772,68.0,47.5,23.0,13.936,14.042,0.0,35.3,28.904,25.1,198.66
2012-08-09,21.912,31.216,9.304,1.978,186.979,4.146,68.0,50.042,32.0,20.521,15.708,0.0,33.9,28.6,23.4,207.5
2012-08-10,18.585,28.72,10.134,1.711,185.474,4.219,75.0,58.833,46.0,18.298,22.958,0.0,33.5,29.55,25.7,203.771
2012-08-11,15.056,29.556,14.5,2.25,182.656,3.344,78.0,65.458,55.0,14.125,14.125,0.0,31.5,29.346,26.9,196.782
2012-08-12,10.44,16.824,6.384,1.833,183.396,3.417,77.0,64.25,43.0,14.74,12.375,0.0,33.8,29.475,26.3,198.135
2012-08-13,9.04,17.798,8.759,3.542,180.571,2.99,90.0,72.917,61.0,11.106,19.708,18.0,31.9,29.262,26.6,191.678
2012-08-14,11.018,21.828,10.81,2.945,180.917,4.102,90.0,77.75,66.0,11.26,10.417,20.0,29.5,27.938,25.2,192.177
2012-08-15,8.399,21.336,12.937,1.736,183.527,3.662,80.0,67.333,57.0,16.85,7.792,0.0,31.3,29.146,27.7,200.376
2012-08-16,8.887,25.689,16.803,2.277,178.904,2.815,76.0,61.167,41.0,12.692,5.417,0.0,33.9,29.971,27.6,191.596
2012-08-17,16.0,31.245,15.245,3.361,178.265,4.0,77.0,60.833,36.0,15.111,13.708,0.0,36.5,30.862,26.7,193.376
2012-08-18,15.964,23.94,7.976,1.178,183.823,4.094,89.0,70.417,49.0,22.594,17.458,60.0,33.2,27.7,23.8,206.416
2012-08-19,10.25,17.693,7.443,1.375,181.364,3.49,82.0,63.25,38.0,16.458,6.167,0.0,34.8,28.579,24.3,197.823
2012-08-20,12.844,24.192,11.348,1.213,182.648,3.583,70.0,55.708,32.0,17.58,10.458,0.0,34.8,29.467,25.7,200.228
2012-08-21,13.862,28.733,14.872,2.153,181.298,3.4,71.0,57.583,38.0,16.899,10.708,0.0,34.4,30.008,26.7,198.197
2012-08-22,12.793,28.685,15.892,2.208,180.521,3.574,71.0,59.75,41.0,19.114,10.25,0.0,34.3,30.075,27.4,199.636
2012-08-23,11.588,26.107,14.519,1.928,179.703,3.254,73.0,58.667,34.0,17.708,9.792,0.0,35.4,30.179,27.3,197.412
2012-08-24,15.875,31.778,15.903,2.292,182.855,4.058,75.0,62.417,43.0,20.109,11.0,11.0,32.8,29.075,26.6,202.964
2012-08-25,13.963,25.176,11.213,1.611,182.864,3.521,73.0,57.458,33.0,20.708,10.208,0.0,36.0,29.85,25.5,203.573
2012-08-26,7.435,12.866,5.431,1.57,180.864,2.604,66.0,53.625,36.0,16.156,8.25,0.0,34.8,30.179,26.4,197.021
2012-08-27,11.898,22.745,10.847,1.306,182.484,3.584,66.0,56.042,37.0,21.086,10.5,0.0,34.4,29.892,26.8,203.569
2012-08-28,12.37,25.552,13.183,1.458,183.24,3.259,67.0,55.917,37.0,20.812,9.583,0.0,33.8,29.796,26.7,204.052
2012-08-29,13.168,31.766,18.598,1.575,181.8,3.54,68.0,60.875,52.0,17.736,7.333,0.0,32.1,29.271,27.9,199.536
2012-08-30,11.991,30.099,18.108,1.841,177.337,3.752,88.0,64.417,53.0,17.803,9.792,7.0,33.0,29.817,26.9,195.14
2012-08-31,14.859,33.203,18.344,1.5,180.124,3.508,66.0,56.25,42.0,18.955,8.417,0.0,33.9,29.879,27.8,199.079
2012-09-01,13.995,24.505,10.509,1.056,181.281,3.927,88.0,67.083,46.0,18.312,10.625,7.0,32.5,27.871,24.3,199.594
2012-09-02,7.653,12.833,5.18,1.0,183.198,3.25,75.0,59.458,46.0,15.604,10.083,0.0,31.1,27.754,24.8,198.802
2012-09-03,14.522,24.484,9.963,0.986,183.366,3.24,86.0,63.75,40.0,17.303,9.958,4.0,33.0,27.512,24.3,200.668
2012-09-04,23.514,40.375,16.861,2.514,187.256,4.34,82.0,66.792,46.0,24.343,14.25,0.0,31.6,28.033,24.7,211.598
2012-09-05,17.43,38.208,20.778,2.278,183.758,3.848,77.0,64.375,46.0,22.279,14.0,3.0,32.3,28.429,25.7,206.037
2012-09-06,20.474,37.697,17.224,2.615,185.419,5.0,82.0,67.75,55.0,23.128,18.708,0.0,30.4,27.529,25.2,208.547
2012-09-07,18.839,32.486,13.647,2.0,184.856,4.196,79.0,58.75,35.0,22.583,17.167,0.0,34.4,28.804,24.0,207.44
2012-09-08,17.861,31.343,13.481,2.319,188.104,4.198,72.0,61.625,46.0,21.573,13.958,0.0,31.4,28.196,26.2,209.677
2012-09-09,10.393,16.93,6.537,1.611,185.958,3.344,73.0,62.333,42.0,16.562,7.5,0.0,32.4,28.362,25.4,202.521
2012-09-10,16.192,33.491,17.298,1.498,187.368,3.951,85.0,71.25,50.0,20.934,10.625,7.0,30.8,26.812,24.8,208.302
2012-09-11,11.637,23.955,12.318,0.82,184.787,4.397,90.0,66.167,45.0,19.3,12.333,6.0,31.3,26.512,23.9,204.086
2012-09-12,19.638,30.553,10.915,1.667,187.402,4.477,73.0,54.667,36.0,18.935,12.167,0.0,32.4,27.625,22.6,206.336
2012-09-13,19.713,33.737,14.024,2.909,185.829,4.136,71.0,61.083,45.0,19.945,18.417,0.0,32.1,28.25,24.3,205.774
2012-09-14,21.177,37.677,16.5,1.611,186.213,4.886,89.0,69.417,45.0,28.898,22.583,27.0,32.3,26.992,23.9,215.112
2012-09-15,16.74,25.964,9.224,0.847,184.979,4.396,83.0,64.708,41.0,23.229,14.833,3.0,32.1,27.183,24.5,208.208
2012-09-16,6.427,10.458,4.031,0.653,182.854,3.062,77.0,60.083,43.0,15.49,6.958,0.0,32.7,28.846,25.1,198.344
2012-09-17,7.734,15.229,7.495,0.944,183.2,2.667,76.0,55.833,34.0,15.795,5.125,0.0,35.1,29.908,26.1,198.995
2012-09-18,17.364,32.183,14.82,0.806,188.672,4.671,90.0,84.125,71.0,35.913,11.792,25.0,27.3,25.604,24.9,224.585
2012-09-19,22.466,39.332,16.866,2.5,189.645,4.696,82.0,58.167,35.0,19.992,19.542,0.0,30.8,26.833,24.2,209.636
2012-09-20,24.623,36.888,12.265,1.464,190.142,4.802,71.0,50.542,32.0,18.472,23.75,0.0,28.5,25.254,22.4,208.614
2012-09-21,19.667,29.58,9.913,1.292,189.506,4.434,72.0,58.208,44.0,17.734,21.583,0.0,28.4,24.596,22.1,207.24
2012-09-22,14.583,20.104,5.521,1.583,189.083,4.396,71.0,55.542,36.0,16.323,19.083,0.0,28.8,25.05,21.5,205.406
2012-09-23,9.073,12.599,3.526,0.583,188.021,3.938,87.0,69.583,53.0,12.948,15.833,15.0,24.5,21.254,18.5,200.969
2012-09-24,15.599,24.911,9.312,0.458,186.716,4.448,77.0,57.917,33.0,17.376,14.375,0.0,28.6,23.296,19.4,204.092
2012-09-25,15.158,24.949,9.791,0.486,187.621,3.985,71.0,53.167,28.0,19.37,12.75,0.0,29.9,24.138,20.1,206.992
2012-09-26,12.694,19.689,6.995,0.641,187.458,3.606,69.0,50.958,29.0,16.604,12.875,0.0,29.8,24.292,20.2,204.062
2012-09-27,13.433,21.272,7.839,0.681,186.843,3.684,69.0,51.042,28.0,17.337,13.583,0.0,30.3,24.338,19.7,204.18
2012-09-28,24.089,35.438,11.349,1.792,188.672,4.35,70.0,56.625,40.0,21.908,15.25,0.0,28.7,23.762,19.1,210.58
2012-09-29,25.292,35.51,10.219,2.514,191.677,5.76,85.0,69.125,51.0,24.271,27.625,4.0,26.4,23.121,20.8,215.948
2012-09-30,10.495,14.708,4.214,0.833,185.614,3.75,86.0,79.708,71.0,14.771,15.583,58.0,23.0,20.983,18.5,200.386
2012-10-01,13.267,22.078,8.811,0.389,186.402,4.146,84.0,66.292,55.0,17.686,10.667,0.0,25.3,21.404,19.4,204.089
2012-10-02,15.137,24.017,8.88,0.639,188.323,4.11,71.0,54.125,37.0,16.334,10.333,0.0,27.4,22.788,18.5,204.656
2012-10-03,13.119,20.132,7.013,0.542,186.98,3.916,70.0,55.583,31.0,17.354,11.417,0.0,28.7,23.604,20.0,204.334
2012-10-04,12.62,20.746,8.125,0.347,185.727,3.749,70.0,59.042,43.0,12.391,11.875,0.0,26.4,22.829,19.9,198.119
2012-10-05,14.108,22.634,8.526,0.651,186.566,3.626,70.0,49.958,29.0,16.442,11.458,0.0,27.8,22.217,18.2,203.008
2012-10-06,14.703,21.167,6.464,0.903,188.469,4.094,80.0,60.833,40.0,18.24,15.917,2.0,26.1,21.442,18.1,206.708
2012-10-07,7.573,10.625,3.052,0.778,187.312,3.24,81.0,56.292,43.0,10.844,10.75,0.0,25.5,20.754,17.4,198.156
2012-10-08,10.807,15.364,4.557,0.806,188.841,3.531,71.0,50.5,32.0,14.672,8.833,0.0,26.3,20.917,15.6,203.513
2012-10-09,12.059,19.214,7.155,0.675,186.672,3.456,65.0,50.042,31.0,14.888,12.667,0.0,26.5,21.983,18.8,201.56
2012-10-10,23.183,37.368,14.184,1.333,189.247,4.123,74.0,57.083,33.0,20.718,14.583,0.0,26.7,21.95,16.8,209.965
2012-10-11,17.383,26.19,8.806,0.966,188.873,4.437,80.0,58.792,40.0,20.532,23.333,0.0,25.4,21.642,18.9,209.405
2012-10-12,13.584,21.423,7.839,0.486,187.857,3.5,67.0,49.208,33.0,13.624,12.292,0.0,22.8,18.875,15.3,201.482
2012-10-13,17.616,27.097,9.481,0.903,191.594,4.323,67.0,51.667,30.0,19.656,13.958,0.0,24.9,18.671,13.3,211.25
2012-10-14,15.662,19.995,4.333,1.139,192.833,4.812,73.0,53.958,33.0,19.396,23.667,0.0,23.1,19.483,16.2,212.229
2012-10-15,18.137,29.021,10.884,0.958,191.013,4.984,75.0,55.417,28.0,19.97,28.708,0.0,26.5,20.108,14.3,210.982
2012-10-16,17.653,25.093,7.441,1.097,191.255,4.567,63.0,50.125,30.0,23.299,25.208,0.0,27.2,21.396,16.5,214.554
2012-10-17,17.616,24.583,6.967,0.858,189.315,4.417,92.0,76.708,56.0,22.796,16.25,48.0,20.4,19.383,18.5,212.111
2012-10-18,15.635,24.666,9.031,0.625,187.438,4.143,78.0,65.583,49.0,19.396,14.208,3.0,18.8,17.95,16.7,206.833
2012-10-19,14.768,23.912,9.144,0.556,188.216,3.864,70.0,46.625,29.0,14.796,14.0,1.0,21.5,17.608,13.4,203.012
2012-10-20,24.269,37.778,13.509,1.403,193.583,5.354,76.0,56.208,33.0,23.552,17.75,0.0,22.4,17.433,11.9,217.136
2012-10-21,22.898,29.644,6.745,3.486,195.031,6.208,78.0,60.833,44.0,23.052,28.25,0.0,23.5,18.738,13.7,218.083
2012-10-22,23.704,36.505,12.801,1.792,191.801,4.636,81.0,58.917,32.0,20.958,24.125,0.0,24.7,20.596,14.0,212.759
2012-10-23,21.6,36.559,14.959,0.967,188.834,4.444,87.0,72.417,61.0,16.989,12.375,20.0,22.2,16.679,13.2,205.823
2012-10-24,20.145,33.034,12.889,0.625,190.558,4.828,73.0,49.917,29.0,18.457,17.458,0.0,19.7,14.883,10.7,209.015
2012-10-25,30.05,49.201,19.151,1.374,193.926,5.357,72.0,52.542,32.0,28.384,19.167,0.0,20.9,15.988,11.7,222.31
2012-10-26,29.482,47.671,18.19,1.542,194.24,5.792,77.0,58.042,38.0,27.313,22.917,0.0,22.9,17.2,11.7,221.552
2012-10-27,22.06,31.264,9.204,1.5,192.094,5.125,79.0,56.583,32.0,21.906,21.083,0.0,25.2,18.996,13.1,214.0
2012-10-28,13.065,17.532,4.468,0.625,191.348,4.292,90.0,78.833,61.0,18.131,11.083,19.0,21.0,18.15,15.8,209.479
2012-10-29,15.406,24.24,8.835,0.478,190.071,4.522,79.0,58.5,37.0,15.652,14.75,0.0,21.0,16.45,12.1,205.723
2012-10-30,21.857,41.542,19.685,1.514,192.375,5.097,76.0,62.042,48.0,23.667,16.458,0.0,18.7,14.579,10.5,216.042
2012-10-31,23.097,36.051,12.954,0.958,191.281,4.737,84.0,54.083,33.0,23.021,15.5,0.0,20.2,15.504,12.4,214.302
2012-11-01,21.414,36.779,15.365,1.177,193.15,4.806,84.0,51.417,30.0,19.417,18.208,2.0,18.0,14.196,11.1,212.567
2012-11-02,12.857,23.12,10.263,0.528,190.384,3.802,61.0,51.667,41.0,9.915,15.375,0.0,15.5,12.675,10.2,200.3
2012-11-03,11.329,17.06,5.731,0.375,191.0,3.698,63.0,46.667,29.0,10.333,17.25,0.0,16.8,13.133,10.4,201.333
2012-11-04,15.06,20.667,5.607,0.583,194.302,4.312,69.0,56.042,40.0,17.604,16.583,0.0,17.0,13.171,8.4,211.906
2012-11-05,24.739,36.032,11.293,0.973,193.963,5.078,74.0,61.875,53.0,26.152,19.833,0.0,18.2,15.721,12.7,220.115
2012-11-06,28.964,56.604,27.64,1.861,195.672,6.039,91.0,59.917,34.0,26.46,21.542,6.0,20.2,16.404,13.4,222.133
2012-11-07,26.516,44.572,18.056,1.764,195.624,6.124,64.0,43.625,30.0,18.888,23.542,0.0,19.6,15.288,11.3,214.513
2012-11-08,27.705,43.279,15.574,1.176,194.032,5.942,65.0,49.75,33.0,23.125,30.625,0.0,19.2,15.429,11.9,217.156
2012-11-09,19.595,31.773,12.178,0.653,192.744,5.031,67.0,55.417,43.0,20.317,28.292,0.0,18.9,14.558,12.3,213.061
2012-11-10,19.204,30.375,11.171,0.625,192.375,4.583,72.0,56.75,43.0,18.271,19.333,0.0,17.0,13.5,10.2,210.646
2012-11-11,13.907,18.097,4.19,0.542,190.896,3.594,90.0,80.25,63.0,15.937,6.583,25.0,15.6,14.238,11.6,206.834
2012-11-12,25.478,44.893,19.416,2.008,192.816,5.62,81.0,47.792,28.0,19.915,22.417,0.0,18.0,14.917,10.9,212.731
2012-11-13,27.685,51.935,24.25,2.292,194.188,5.726,77.0,57.125,44.0,27.427,22.125,9.0,17.1,12.762,10.2,221.614
2012-11-14,16.801,31.234,14.432,2.166,190.296,4.237,62.0,47.708,32.0,10.624,14.75,0.0,13.6,10.592,7.3,200.92
2012-11-15,18.036,31.659,13.622,0.744,192.792,4.959,79.0,62.667,50.0,15.255,11.667,0.0,11.0,8.75,6.5,208.046
2012-11-16,31.263,67.023,35.76,2.444,198.78,5.854,85.0,62.583,39.0,31.761,12.609,0.0,15.5,11.546,7.2,230.542
2012-11-17,26.032,42.829,16.796,1.097,194.51,6.031,92.0,80.667,67.0,27.854,13.292,46.0,13.4,11.958,10.2,222.364
2012-11-18,11.671,17.125,5.454,1.181,190.906,4.521,80.0,62.542,39.0,11.125,14.167,0.0,15.5,11.812,8.6,202.032
2012-11-19,27.703,54.228,26.525,2.611,195.104,5.812,83.0,64.208,38.0,23.395,18.125,0.0,15.3,11.283,6.2,218.498
2012-11-20,23.398,41.779,18.381,1.676,192.505,5.486,66.0,53.75,39.0,19.204,25.625,0.0,15.8,12.708,11.2,211.709
2012-11-21,18.515,30.084,11.569,1.125,192.522,4.496,73.0,55.625,39.0,19.22,15.375,0.0,14.5,11.4,9.2,211.742
2012-11-22,34.931,77.167,42.235,2.262,198.549,7.21,73.0,62.292,56.0,42.95,22.75,0.0,14.7,11.883,10.0,241.5
2012-11-23,19.19,30.125,10.935,1.681,192.072,5.375,91.0,75.625,61.0,21.68,19.542,11.0,13.4,11.675,9.8,213.751
2012-11-24,13.287,20.972,7.685,0.833,191.156,3.896,69.0,54.0,46.0,12.979,10.25,0.0,11.9,10.033,6.7,204.136
2012-11-25,19.389,27.662,8.273,0.736,196.771,5.136,76.0,51.5,24.0,21.938,11.167,0.0,14.3,9.392,4.0,218.708
2012-11-26,22.59,40.356,17.766,0.75,191.723,5.209,92.0,75.792,45.0,22.632,14.125,24.0,14.7,11.121,8.9,214.355
2012-11-27,15.704,29.115,13.411,0.428,191.584,4.077,72.0,55.958,42.0,12.073,13.167,0.0,11.3,8.379,5.4,203.656
2012-11-28,28.619,65.907,37.288,1.319,199.753,6.677,80.0,66.333,43.0,35.027,17.667,0.0,11.6,7.729,3.2,234.78
2012-11-29,39.041,112.153,73.112,2.872,207.906,10.079,82.0,72.0,55.0,60.138,31.292,0.0,14.1,9.975,5.6,268.045
2012-11-30,19.115,40.135,21.02,1.082,194.507,5.528,84.0,65.917,47.0,23.596,22.167,0.0,14.7,10.533,7.4,218.103
2012-12-01,14.824,23.889,9.065,0.917,192.135,4.083,72.0,61.792,48.0,12.938,10.667,0.0,10.5,7.858,5.3,205.073
2012-12-02,11.685,16.588,4.903,0.264,192.708,3.708,80.0,62.0,44.0,12.104,9.625,1.0,8.6,6.483,4.5,204.812
2012-12-03,27.0,56.824,29.824,0.875,197.307,6.463,83.0,63.708,39.0,33.878,18.333,0.0,13.4,8.125,2.3,231.184
2012-12-04,18.534,34.951,16.416,1.167,193.35,4.868,91.0,51.792,29.0,16.524,17.625,7.0,12.0,8.888,4.9,209.874
2012-12-05,28.824,58.56,29.736,1.781,196.565,5.596,64.0,48.083,36.0,22.704,16.417,0.0,9.9,6.892,2.9,219.27
2012-12-06,15.013,29.232,14.219,1.919,192.492,4.57,65.0,40.458,26.0,11.968,13.042,0.0,13.2,7.608,2.4,204.459
2012-12-07,30.386,55.974,25.588,2.514,196.959,5.219,57.0,45.375,33.0,22.974,14.875,0.0,9.0,5.517,1.2,219.932
2012-12-08,20.62,34.403,13.782,2.792,194.306,5.052,76.0,43.375,21.0,17.37,17.958,1.0,10.3,6.433,3.0,211.677
2012-12-09,11.199,18.213,7.014,2.292,191.614,3.708,58.0,41.708,23.0,8.354,11.708,0.0,6.8,4.1,1.8,199.969
2012-12-10,16.463,33.055,16.592,1.083,193.068,4.394,63.0,47.958,32.0,11.025,9.875,0.0,8.4,4.346,1.8,204.094
2012-12-11,23.296,42.599,19.303,1.043,196.255,5.368,71.0,53.125,33.0,20.216,12.625,0.0,9.6,4.933,1.2,216.471
2012-12-12,23.533,42.708,19.175,0.931,197.468,5.473,73.0,59.208,41.0,24.651,13.208,0.0,9.0,5.071,2.0,222.118
2012-12-13,31.512,61.85,30.338,1.813,199.177,6.397,76.0,57.833,40.0,27.792,14.958,0.0,10.8,6.088,2.4,226.969
2012-12-14,37.014,72.751,35.736,2.031,200.716,7.219,81.0,61.75,40.0,40.472,22.625,3.0,12.3,7.262,1.7,241.188
2012-12-15,31.903,58.125,26.222,1.333,197.885,6.844,93.0,80.958,66.0,36.187,18.542,19.0,15.3,11.617,8.1,234.073
2012-12-16,16.074,24.523,8.449,1.486,194.448,5.584,84.0,61.042,41.0,17.636,13.292,0.0,13.5,11.167,8.1,212.084
2012-12-17,32.626,65.896,33.27,2.316,198.244,8.011,83.0,70.125,46.0,30.583,23.917,3.0,13.1,8.954,5.4,228.827
2012-12-18,19.362,48.207,28.844,1.741,194.342,6.634,83.0,69.5,58.0,22.533,20.167,0.0,11.0,7.842,5.2,216.874
2012-12-19,15.872,27.338,11.466,0.903,192.064,4.194,68.0,57.208,43.0,14.966,10.125,0.0,7.8,4.7,2.6,207.03
2012-12-20,30.422,65.202,34.779,1.769,199.054,6.548,78.0,57.083,38.0,28.146,13.783,0.0,9.9,5.325,0.6,227.2
2012-12-21,32.482,55.307,22.825,1.195,198.18,5.719,85.0,64.25,48.0,30.642,17.208,13.0,8.6,6.117,3.3,228.822
2012-12-22,20.38,42.116,21.736,1.25,192.9,5.323,90.0,77.583,61.0,20.804,11.542,19.0,11.9,8.229,5.3,213.704
2012-12-23,14.227,23.139,8.912,1.986,195.396,5.136,76.0,55.792,41.0,17.156,18.208,0.0,10.2,5.95,1.7,212.552
2012-12-24,17.782,30.023,12.241,1.306,195.96,4.646,58.0,47.0,36.0,16.095,12.333,0.0,6.4,3.008,0.0,212.055
2012-12-25,28.778,57.914,29.135,2.214,198.48,6.562,59.0,52.708,44.0,25.114,19.042,0.0,6.7,3.992,0.0,223.594
2012-12-26,14.148,26.103,11.955,1.347,194.072,4.389,63.0,52.792,41.0,13.803,14.583,0.0,6.8,3.825,1.1,207.875
2012-12-27,29.837,64.348,34.511,1.96,199.182,5.727,73.0,59.208,42.0,25.172,12.958,0.0,6.0,2.633,-0.5,224.354
2012-12-28,28.186,55.265,27.078,0.889,197.37,6.106,89.0,73.625,64.0,26.176,15.917,5.0,6.9,4.212,0.8,223.546
2012-12-29,26.296,50.375,24.079,1.361,200.156,6.76,91.0,72.875,48.0,28.323,11.125,2.0,13.3,9.312,6.0,228.479
2012-12-30,18.972,31.769,12.796,1.375,198.114,5.917,92.0,83.5,71.0,22.438,8.583,35.0,10.4,9.4,7.4,220.552
2012-12-31,9.055,14.551,5.495,1.625,191.81,3.594,67.0,44.917,31.0,7.003,9.208,0.0,7.1,4.4,1.8,198.814
2013-01-01,16.323,21.974,5.651,2.98,200.949,5.564,68.0,49.0,30.0,14.876,30.5,0.0,14.0,11.008,7.1,215.825
2013-01-02,13.088,18.703,5.615,2.418,195.552,4.524,70.0,50.75,32.0,9.416,16.229,0.0,12.8,9.462,5.8,204.969
2013-01-03,20.359,30.594,10.234,1.812,201.021,4.967,78.0,61.5,47.0,17.386,13.542,0.0,11.6,7.558,3.2,218.406
2013-01-04,14.958,25.792,10.834,1.48,198.698,5.479,72.0,60.75,52.0,16.76,15.0,0.0,10.4,7.029,5.1,215.458
2013-01-05,15.323,24.635,9.312,0.312,197.917,3.979,65.0,48.958,31.0,13.698,6.812,0.0,9.0,5.625,2.9,211.614
2013-01-06,22.248,43.571,21.323,0.5,200.052,4.972,70.0,56.042,35.0,19.025,8.979,0.0,10.2,5.579,2.2,219.077
2013-01-07,33.563,71.102,37.539,1.503,203.312,6.275,76.0,54.292,33.0,33.65,15.479,0.0,12.0,6.758,1.3,236.962
2013-01-08,35.342,74.084,38.742,0.873,201.188,6.197,90.0,78.167,55.0,38.943,16.68,28.0,9.5,8.271,7.1,240.132
2013-01-09,14.415,29.387,14.972,0.424,193.944,4.236,80.0,63.083,51.0,11.506,4.481,1.0,11.1,7.504,3.2,205.45
2013-01-10,20.481,40.22,19.738,0.146,197.532,4.02,63.0,50.333,36.0,11.625,5.396,0.0,7.9,4.496,2.1,209.156
2013-01-11,25.385,43.823,18.438,1.146,202.703,5.44,64.0,49.917,30.0,20.75,16.896,0.0,10.7,5.812,2.0,223.452
2013-01-12,20.213,32.167,11.953,2.292,200.548,5.614,72.0,55.708,43.0,16.743,23.271,0.0,9.2,5.667,1.3,217.291
2013-01-13,13.375,19.979,6.604,1.062,197.341,4.167,63.0,53.458,38.0,11.765,14.062,0.0,8.8,5.462,3.0,209.106
2013-01-14,25.374,47.527,22.154,0.513,199.354,4.971,73.0,54.333,33.0,19.908,10.25,0.0,9.1,4.662,1.2,219.262
2013-01-15,26.24,54.364,28.125,0.854,198.742,4.938,68.0,53.5,33.0,21.427,10.792,0.0,11.2,6.3,2.2,220.169
2013-01-16,29.615,58.429,28.814,0.804,199.23,5.162,65.0,52.292,39.0,24.105,9.958,0.0,10.1,7.0,3.0,223.336
2013-01-17,24.403,47.203,22.8,0.646,199.179,5.272,68.0,56.958,44.0,22.507,10.334,0.0,10.2,6.55,3.6,221.685
2013-01-18,22.135,40.703,18.568,2.666,200.208,5.875,72.0,59.542,40.0,18.281,25.77,0.0,10.2,5.829,2.9,218.49
2013-01-19,10.646,17.052,6.406,0.312,196.263,3.396,74.0,54.75,40.0,8.219,6.458,0.0,6.6,3.604,1.8,204.482
2013-01-20,35.17,70.296,35.126,1.562,202.299,6.302,80.0,60.792,40.0,29.886,19.627,1.0,8.4,5.054,-0.1,232.184
2013-01-21,30.577,63.753,33.176,1.97,201.643,6.979,81.0,61.25,42.0,22.439,26.292,0.0,10.5,6.883,4.3,224.082
2013-01-22,22.349,40.167,17.818,0.958,202.264,5.239,72.0,55.381,31.0,17.176,17.25,0.0,8.2,4.557,1.7,219.44
2013-01-23,30.812,62.05,31.238,1.098,203.743,6.288,71.0,57.333,42.0,25.736,19.416,0.0,9.6,5.362,1.5,229.479
2013-01-24,38.094,84.323,46.229,2.416,207.822,7.83,76.0,57.458,31.0,39.13,24.333,0.0,12.3,6.229,0.8,246.952
2013-01-25,44.422,92.948,48.526,4.833,208.308,10.063,88.0,62.625,42.0,44.692,34.02,4.0,14.1,9.396,3.6,253.0
2013-01-26,14.364,22.932,8.568,1.625,195.427,4.917,89.0,63.042,42.0,14.302,17.625,1.0,11.4,7.733,3.2,209.729
2013-01-27,23.472,46.474,23.002,0.958,196.398,4.39,64.0,45.167,34.0,17.075,12.312,0.0,8.1,4.562,2.4,213.473
2013-01-28,38.934,84.641,45.707,4.144,202.816,6.21,73.0,61.458,47.0,32.235,20.544,0.0,10.7,6.192,0.3,235.051
2013-01-29,40.269,82.566,42.298,2.292,202.91,6.665,77.0,57.708,36.0,35.032,28.357,0.0,12.3,8.1,4.7,237.943
2013-01-30,46.682,117.884,71.201,1.935,209.974,8.546,90.0,78.458,59.0,59.121,29.0,11.0,11.7,8.5,5.4,269.095
2013-01-31,30.129,62.128,31.999,2.084,199.296,6.327,85.0,52.417,31.0,21.599,25.5,0.0,13.4,11.61,9.6,220.896
2013-02-01,36.979,71.693,34.714,2.125,206.254,7.031,73.0,61.125,38.0,36.26,21.604,0.0,,,,242.514
2013-02-02,32.557,52.833,20.276,2.27,210.125,7.573,88.0,74.875,63.0,38.427,30.646,0.0,,,,248.552
2013-02-03,32.925,83.774,50.849,1.833,205.208,8.854,89.0,79.292,67.0,42.662,34.542,1.0,,,,247.869
2013-02-04,12.267,26.502,14.236,0.062,193.444,3.11,68.0,55.333,38.0,8.828,2.292,0.0,,,,202.272
2013-02-05,12.29,25.001,12.711,0.188,195.22,3.216,64.0,54.0,36.0,7.514,5.726,0.0,,,,202.734
