date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean,CO_mean,HUM_max,HUM_mean,HUM_min,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min
2013-04-17,192.729,5.98,11.0,13.958,2.958,8.375,0.979,8.375,198.708,2.5,90.0,80.333,67.0,2.0,6.6,4.062,2.3
2013-04-18,190.83,4.244,6.944,8.569,1.625,6.75,1.292,10.542,195.074,2.042,85.0,69.583,51.0,3.0,7.9,4.75,2.5
2013-04-19,190.776,5.47,8.733,10.542,1.809,5.584,1.458,9.167,196.246,2.435,91.0,75.292,59.0,10.0,5.5,3.354,1.0
2013-04-20,193.416,6.354,10.542,12.639,2.097,6.125,0.52,6.042,199.771,2.375,77.0,55.417,37.0,1.0,10.0,5.654,2.5
2013-04-21,192.5,4.875,6.375,8.042,1.666,6.417,0.666,6.375,197.375,2.083,67.0,49.875,33.0,0.0,10.4,6.917,3.3
2013-04-22,191.396,5.125,8.538,10.838,2.301,10.708,0.834,11.333,196.521,2.375,76.0,48.125,33.0,0.0,12.5,8.471,5.3
2013-04-23,195.617,11.786,16.0,19.514,3.514,25.438,1.271,30.136,207.403,3.542,61.0,46.875,26.0,0.0,15.3,10.362,5.0
2013-04-24,191.27,9.229,13.903,17.181,3.278,16.312,1.292,20.833,200.5,2.917,87.0,59.667,41.0,5.0,11.9,9.433,7.4
2013-04-25,190.144,7.019,7.587,9.06,1.472,4.696,0.438,5.125,197.163,2.542,84.0,63.208,51.0,0.0,10.6,8.708,7.0
2013-04-26,195.02,10.166,14.951,18.91,3.96,14.979,0.71,15.875,205.188,3.391,85.0,71.042,48.0,3.0,11.9,8.312,5.7
2013-04-27,191.542,7.5,7.333,8.861,1.528,7.584,0.458,8.792,199.042,2.625,88.0,80.917,72.0,6.0,8.0,6.85,5.8
2013-04-28,191.062,3.646,2.444,3.07,0.625,3.208,0.375,7.458,194.708,2.0,87.0,79.792,70.0,11.0,6.7,5.321,4.2
2013-04-29,191.021,3.917,4.444,5.75,1.305,4.396,0.625,8.667,194.938,1.875,87.0,79.167,70.0,4.0,7.0,5.496,5.0
2013-04-30,193.354,6.834,13.278,18.458,5.18,3.771,0.604,3.375,200.188,2.208,88.0,79.708,71.0,4.0,6.1,4.838,4.1
2013-05-01,192.75,5.854,9.278,13.278,4.0,1.896,0.375,2.125,198.604,2.083,85.0,75.583,61.0,2.0,7.7,5.367,3.3
2013-05-02,188.908,4.318,4.75,6.361,1.611,0.125,0.688,3.875,193.226,2.0,83.0,68.833,59.0,2.0,6.3,4.55,3.0
2013-05-03,188.354,3.48,6.347,7.681,1.335,3.562,0.896,5.25,191.834,2.087,87.0,83.125,79.0,17.0,5.7,4.458,2.4
2013-05-04,189.188,4.771,7.833,9.695,1.861,2.375,0.708,4.542,193.958,2.042,87.0,83.25,75.0,2.0,8.2,5.812,4.5
2013-05-05,192.25,6.27,10.319,12.347,2.028,4.188,1.25,5.083,198.52,2.208,89.0,75.917,58.0,6.0,11.3,7.512,4.7
2013-05-06,191.188,5.375,7.715,9.264,1.549,1.938,0.666,3.75,196.562,2.042,92.0,79.333,58.0,17.0,7.5,5.779,3.6
2013-05-07,189.822,3.981,4.811,6.332,1.521,1.75,0.542,2.708,193.804,2.0,67.0,57.083,43.0,0.0,8.1,5.058,2.7
2013-05-08,189.352,6.002,5.833,7.333,1.5,3.022,0.854,1.792,195.354,2.083,76.0,57.25,38.0,0.0,11.2,7.383,3.7
2013-05-09,188.916,8.775,10.065,12.892,2.827,7.583,1.208,5.75,197.692,2.208,78.0,61.0,38.0,0.0,16.7,11.0,5.9
2013-05-10,187.958,7.021,8.081,10.447,2.366,6.604,1.098,7.417,194.98,2.0,84.0,58.125,41.0,0.0,17.0,12.292,7.5
2013-05-11,185.0,5.375,5.486,6.819,1.333,4.062,0.042,1.5,190.375,2.0,85.0,77.0,66.0,19.0,10.5,9.371,7.9
2013-05-12,186.958,6.438,7.07,8.403,1.333,5.812,0.521,4.667,193.396,2.167,85.0,76.208,64.0,1.0,13.5,10.358,8.2
2013-05-13,187.375,6.584,6.708,8.722,2.048,5.48,0.375,4.25,193.958,2.042,87.0,75.708,69.0,0.0,9.9,8.275,5.9
2013-05-14,190.021,8.25,10.792,14.986,4.194,8.042,0.584,8.208,198.27,2.458,87.0,76.792,65.0,0.0,12.6,10.075,7.5
2013-05-15,189.042,7.917,10.059,12.689,2.63,4.25,0.292,3.292,196.958,2.25,90.0,78.583,62.0,8.0,12.3,9.267,7.5
2013-05-16,189.174,7.59,7.5,9.611,2.111,6.104,0.542,6.333,196.766,2.083,90.0,82.208,70.0,0.0,11.8,9.212,7.1
2013-05-17,187.438,6.792,6.566,8.489,1.923,7.026,0.584,8.125,194.23,2.043,87.0,67.167,30.0,0.0,20.2,11.758,6.2
2013-05-18,188.25,7.667,8.222,10.875,2.653,9.0,0.625,11.042,195.917,2.125,89.0,68.167,24.0,0.0,20.3,12.408,8.4
2013-05-19,186.479,5.396,5.195,6.722,1.528,7.334,0.333,8.792,191.875,2.0,84.0,66.375,49.0,0.0,17.8,12.354,9.1
2013-05-20,186.875,6.625,10.447,14.327,3.88,7.188,0.562,5.458,193.5,2.167,88.0,76.0,64.0,1.0,13.6,12.233,9.7
2013-05-21,187.481,5.896,7.791,10.639,2.847,8.104,0.333,8.75,193.378,1.917,86.0,68.917,38.0,2.0,19.5,14.292,11.0
2013-05-22,189.938,9.458,13.834,18.153,4.32,15.27,1.062,18.542,199.396,2.708,87.0,78.542,56.0,4.0,16.7,12.638,10.2
2013-05-23,188.517,4.608,6.06,7.913,1.853,5.167,0.5,6.292,193.126,1.875,90.0,85.875,78.0,2.0,10.7,9.583,8.0
2013-05-24,190.712,5.566,6.578,9.35,2.772,3.375,0.608,2.864,196.278,1.783,85.0,72.292,56.0,0.0,12.8,9.675,7.3
2013-05-25,191.25,7.604,11.319,15.556,4.236,5.958,0.854,7.042,198.854,2.25,81.0,66.292,53.0,0.0,17.0,12.908,9.6
2013-05-26,189.812,5.104,5.667,7.361,1.694,7.375,0.104,7.542,194.916,2.0,81.0,62.667,48.0,0.0,21.6,15.779,9.8
2013-05-27,191.282,11.68,16.514,21.014,4.5,14.152,2.208,14.833,202.962,2.708,72.0,56.083,40.0,0.0,25.1,18.671,12.4
2013-05-28,190.084,8.729,8.097,10.125,2.028,17.896,1.027,23.5,198.812,2.208,76.0,60.625,43.0,0.0,25.7,19.654,15.2
2013-05-29,186.667,4.73,4.806,7.028,2.222,8.375,0.021,8.708,191.396,1.375,81.0,76.75,72.0,0.0,16.5,14.8,13.7
2013-05-30,188.761,7.653,9.25,13.556,4.306,8.584,0.354,8.708,196.414,2.0,86.0,68.375,39.0,2.0,23.7,16.688,12.7
2013-05-31,191.75,10.292,11.941,14.866,2.925,20.229,1.104,23.542,202.042,3.0,79.0,55.292,34.0,0.0,26.9,19.729,12.7
2013-06-01,192.542,10.042,10.555,13.875,3.319,14.25,0.938,14.375,202.583,2.5,79.0,56.417,29.0,0.0,27.4,19.529,14.3
2013-06-02,188.625,6.062,4.514,6.111,1.597,10.042,0.229,10.208,194.688,1.708,86.0,69.208,51.0,0.0,21.0,15.979,12.4
2013-06-03,188.938,4.979,3.863,5.585,1.722,7.354,0.125,9.792,193.916,1.5,88.0,74.208,61.0,2.0,14.5,12.738,10.9
2013-06-04,187.437,4.36,2.972,4.847,1.875,4.292,0.271,3.333,191.797,1.25,81.0,72.958,55.0,0.0,16.6,12.546,10.0
2013-06-05,188.01,5.688,4.569,6.625,2.056,4.609,0.396,4.583,193.698,1.333,83.0,76.042,64.0,0.0,15.6,12.875,10.9
2013-06-06,187.062,6.946,5.686,8.263,2.577,5.542,0.208,5.25,194.008,1.5,86.0,75.25,59.0,0.0,18.3,14.538,12.3
2013-06-07,191.167,12.312,12.11,16.267,4.156,12.0,0.413,12.333,203.479,2.304,88.0,62.917,35.0,0.0,25.6,17.633,11.6
2013-06-08,187.958,9.625,8.5,10.764,2.264,11.938,0.688,14.292,197.584,2.167,74.0,59.458,41.0,0.0,26.3,19.05,12.9
2013-06-09,188.417,6.312,4.486,5.472,0.986,11.834,0.375,13.667,194.729,2.042,88.0,71.792,47.0,0.0,22.5,16.621,14.0
2013-06-10,188.938,8.458,8.486,10.625,2.139,13.688,0.646,17.792,197.396,2.25,83.0,69.667,44.0,0.0,24.3,17.883,13.9
2013-06-11,184.812,7.625,7.73,12.712,4.983,8.084,0.737,8.25,192.438,1.417,83.0,67.958,52.0,0.0,25.2,19.129,14.6
2013-06-12,185.104,5.334,4.558,7.261,2.703,4.458,0.084,2.333,190.438,1.292,81.0,67.083,51.0,0.0,22.7,17.996,13.8
2013-06-13,184.158,6.198,5.014,8.028,3.014,4.146,0.271,4.333,190.356,1.208,82.0,68.792,57.0,0.0,25.1,20.317,14.2
2013-06-14,186.292,14.208,13.282,21.782,8.5,8.479,0.375,9.5,200.5,2.261,90.0,80.667,75.0,4.0,22.1,20.129,18.1
2013-06-15,185.084,10.48,8.708,10.889,2.18,6.438,0.042,8.417,195.562,1.708,92.0,83.167,61.0,28.0,24.4,19.617,17.5
2013-06-16,187.312,12.146,8.847,11.792,2.944,10.75,0.334,15.0,199.458,2.208,91.0,79.667,61.0,0.0,25.5,19.262,16.3
2013-06-17,183.875,8.396,7.55,10.344,2.793,4.938,0.188,4.667,192.27,1.708,88.0,77.167,62.0,12.0,23.1,18.271,14.7
2013-06-18,183.673,8.486,9.903,15.667,5.764,6.646,0.333,5.875,192.158,1.75,87.0,77.417,65.0,3.0,22.8,17.967,14.9
2013-06-19,189.229,10.208,9.903,14.028,4.125,13.416,0.916,18.5,199.438,2.458,88.0,80.583,61.0,0.0,22.8,18.038,15.8
2013-06-20,185.514,5.244,3.552,5.347,1.794,3.646,0.042,3.583,190.759,1.208,91.0,82.875,70.0,2.0,17.9,15.667,14.3
2013-06-21,188.086,7.095,9.102,14.044,4.942,5.688,0.456,5.409,195.182,1.696,87.0,79.0,67.0,0.0,16.7,14.904,13.8
2013-06-22,190.146,8.166,7.917,11.861,3.944,6.729,0.042,5.5,198.312,1.708,92.0,83.458,73.0,2.0,16.6,14.646,13.4
2013-06-23,196.5,9.521,7.486,10.68,3.194,7.708,0.292,6.5,206.02,1.75,86.0,66.833,47.0,0.0,24.3,18.467,12.2
2013-06-24,193.886,8.114,7.625,10.695,3.069,9.584,0.792,11.083,202.0,1.958,83.0,71.375,52.0,0.0,25.7,19.546,15.3
2013-06-25,193.0,9.646,9.236,12.458,3.222,13.792,0.759,17.208,202.646,2.0,84.0,71.625,57.0,0.0,24.1,19.917,16.0
2013-06-26,195.062,10.0,7.625,10.556,2.931,11.208,0.896,13.25,205.062,1.917,90.0,76.917,64.0,0.0,22.4,18.254,15.0
2013-06-27,197.334,8.458,10.403,17.75,7.347,4.456,1.021,4.083,205.792,1.875,90.0,85.833,79.0,13.0,16.8,14.933,13.7
2013-06-28,192.878,6.451,6.108,10.178,4.071,9.584,0.25,9.542,199.33,1.261,85.0,73.75,61.0,1.0,18.4,15.088,12.5
2013-06-29,194.042,6.792,6.695,10.167,3.472,10.958,0.646,12.5,200.834,1.333,79.0,67.583,48.0,0.0,21.7,15.958,11.7
2013-06-30,193.416,6.271,5.153,7.125,1.972,10.938,0.333,12.708,199.688,1.375,84.0,68.958,53.0,0.0,22.8,18.233,12.2
2013-07-01,193.917,9.167,8.929,12.347,3.418,11.688,1.042,12.458,203.083,1.75,84.0,69.167,54.0,0.0,26.3,21.233,15.8
2013-07-02,187.962,8.072,7.375,10.111,2.736,12.729,0.52,16.667,196.034,1.833,84.0,68.833,51.0,0.0,28.4,21.904,16.7
2013-07-03,183.279,4.122,4.861,6.625,1.764,9.456,0.5,13.708,187.4,1.0,86.0,80.333,74.0,3.0,20.1,18.679,17.9
2013-07-04,183.625,6.0,5.642,8.178,2.536,6.0,0.514,7.174,189.625,1.417,87.0,77.25,69.0,5.0,23.4,20.821,17.6
2013-07-05,185.081,7.848,8.734,12.283,3.549,7.938,0.326,8.917,192.928,1.87,88.0,78.875,72.0,1.0,23.9,21.862,19.3
2013-07-06,187.375,10.166,10.292,14.014,3.722,10.416,0.688,14.042,197.542,1.958,88.0,75.375,60.0,0.0,26.8,22.85,19.1
2013-07-07,191.812,9.312,6.806,8.611,1.805,17.708,0.583,27.208,201.125,2.333,85.0,73.583,54.0,0.0,29.5,23.517,20.5
2013-07-08,196.104,10.729,9.347,12.222,2.875,14.604,0.521,21.042,206.833,2.292,90.0,73.167,45.0,0.0,31.7,23.654,19.2
2013-07-09,184.854,12.312,12.195,18.042,5.847,11.312,0.788,17.583,197.166,2.292,87.0,73.333,61.0,1.0,28.6,25.546,22.1
2013-07-10,185.604,10.666,9.819,12.208,2.389,9.25,0.292,13.875,196.27,2.042,91.0,79.5,54.0,15.0,26.0,22.708,20.6
2013-07-11,202.625,16.312,14.404,18.952,4.548,10.729,0.52,15.083,218.938,2.625,84.0,71.958,49.0,0.0,27.1,22.254,19.3
2013-07-12,196.704,13.622,12.466,17.114,4.648,13.896,1.062,18.917,210.326,2.435,85.0,73.208,50.0,0.0,27.2,21.454,17.7
2013-07-13,194.98,10.48,8.639,10.361,1.722,9.542,0.584,13.042,205.458,1.917,82.0,67.542,44.0,0.0,26.5,22.3,19.1
2013-07-14,190.188,7.938,5.597,6.986,1.389,12.812,0.625,14.917,198.125,1.917,85.0,70.542,52.0,0.0,26.5,22.083,18.2
2013-07-15,190.104,6.979,4.094,5.252,1.159,12.333,0.584,14.5,197.084,1.667,86.0,72.25,58.0,0.0,25.5,22.479,19.5
2013-07-16,189.694,8.338,6.372,8.586,2.214,9.396,0.584,12.25,198.032,1.708,87.0,74.625,64.0,0.0,25.7,22.125,19.8
2013-07-17,187.458,6.708,5.458,7.889,2.431,5.938,0.375,6.292,194.167,1.167,81.0,71.875,64.0,0.0,23.3,20.233,17.7
2013-07-18,187.125,5.73,5.521,8.433,2.912,5.188,0.375,4.25,192.854,1.208,76.0,62.292,44.0,0.0,24.2,20.242,17.4
2013-07-19,188.854,9.216,7.673,10.49,2.817,7.854,0.581,9.864,198.07,1.435,79.0,66.917,47.0,0.0,26.0,20.804,17.5
2013-07-20,195.75,11.5,9.708,13.361,3.653,13.771,0.771,16.542,207.25,1.792,82.0,68.333,39.0,0.0,27.7,21.475,16.8
2013-07-21,187.438,8.5,6.222,8.458,2.236,8.792,0.188,9.208,195.938,1.292,79.0,63.417,41.0,0.0,28.4,22.371,17.0
2013-07-22,181.688,6.688,6.667,10.278,3.611,4.392,0.229,4.0,188.375,1.125,80.0,71.5,58.0,0.0,24.7,21.508,18.6
2013-07-23,183.312,9.042,7.389,10.986,3.597,6.958,0.696,8.5,192.354,1.208,84.0,66.417,42.0,0.0,29.5,23.429,18.0
2013-07-24,179.416,6.166,4.597,7.639,3.042,5.438,0.334,5.208,185.584,1.0,84.0,73.5,60.0,0.0,25.6,22.196,19.0
2013-07-25,181.979,4.125,4.07,6.333,2.264,4.542,0.042,3.583,186.104,1.0,83.0,75.917,69.0,6.0,20.0,18.446,17.2
2013-07-26,181.022,5.465,4.245,7.05,2.806,3.479,0.188,3.292,186.487,1.0,79.0,71.875,62.0,0.0,25.3,21.717,19.1
2013-07-27,180.688,5.5,4.778,7.417,2.639,3.75,0.229,3.875,186.188,1.0,87.0,74.958,62.0,14.0,23.5,21.112,19.1
2013-07-28,183.25,6.562,6.208,9.847,3.639,4.083,0.458,3.667,189.812,1.208,89.0,77.042,71.0,6.0,23.2,21.754,20.7
2013-07-29,186.89,8.628,10.248,16.637,6.389,4.812,0.458,4.5,195.518,1.375,89.0,79.792,67.0,15.0,25.8,22.696,20.6
2013-07-30,190.829,10.158,8.125,12.139,4.014,9.146,0.417,17.625,200.988,1.833,79.0,69.5,54.0,0.0,28.9,25.15,22.2
2013-07-31,187.125,11.0,8.139,14.222,6.083,6.271,0.27,12.833,198.125,1.583,83.0,69.708,55.0,0.0,27.5,24.871,22.6
2013-08-01,187.958,11.146,7.951,14.813,6.862,6.792,0.354,10.25,199.104,1.333,85.0,75.917,61.0,0.0,26.9,22.596,20.3
2013-08-02,187.892,9.926,6.405,10.924,4.52,7.354,0.942,9.875,197.818,1.174,84.0,72.917,59.0,0.0,25.7,20.938,17.9
2013-08-03,184.479,8.229,4.847,7.167,2.32,5.542,0.0,8.0,192.708,1.167,82.0,70.833,60.0,0.0,22.8,20.538,18.3
2013-08-04,187.0,7.458,3.958,5.75,1.792,5.625,0.125,7.125,194.458,1.042,79.0,66.875,52.0,0.0,25.8,21.792,18.8
2013-08-05,183.07,7.778,5.347,8.055,2.708,9.978,0.229,14.042,190.792,1.125,84.0,70.167,63.0,0.0,25.7,22.946,19.3
2013-08-06,185.958,7.354,7.292,10.75,3.459,6.75,0.125,9.0,193.312,1.583,82.0,72.292,60.0,0.0,29.2,25.938,22.8
2013-08-07,186.896,7.938,7.75,11.361,3.611,16.047,0.208,28.083,194.833,1.833,85.0,75.833,57.0,1.0,29.6,25.158,22.5
2013-08-08,191.083,11.166,10.903,15.25,4.347,24.688,0.666,35.875,202.25,2.667,86.0,71.083,58.0,0.0,28.9,25.679,22.5
2013-08-09,186.75,8.837,8.65,11.405,2.754,11.021,0.25,12.5,195.587,2.087,89.0,82.667,76.0,27.0,23.9,22.858,21.9
2013-08-10,188.146,11.562,8.305,11.625,3.32,10.375,0.084,15.583,199.708,2.25,87.0,81.708,74.0,0.0,25.4,23.425,22.1
2013-08-11,187.5,9.125,4.472,5.556,1.083,7.729,0.062,11.083,196.625,1.792,84.0,77.792,65.0,0.0,27.6,24.138,21.9
2013-08-12,199.438,15.145,10.409,16.05,5.641,14.48,0.312,21.542,214.584,2.75,88.0,78.833,59.0,8.0,28.7,24.058,22.2
2013-08-13,186.786,10.434,5.375,6.903,1.528,5.458,0.084,6.333,197.22,1.542,86.0,74.667,65.0,0.0,25.2,23.358,21.6
2013-08-14,189.146,11.021,5.528,7.319,1.792,13.125,0.042,19.292,200.166,2.0,83.0,77.583,70.0,0.0,26.6,24.238,22.6
2013-08-15,189.604,10.396,4.753,6.114,1.361,20.396,0.104,36.208,200.0,2.0,85.0,77.625,65.0,0.0,28.6,25.212,23.3
2013-08-16,185.576,10.445,7.076,9.244,2.168,20.979,0.104,32.591,196.02,1.826,84.0,72.083,52.0,0.0,30.7,26.388,23.7
2013-08-17,183.854,9.396,7.847,9.556,1.708,21.02,0.0,39.667,193.25,2.125,88.0,81.583,77.0,7.0,25.9,24.85,23.3
2013-08-18,184.875,9.646,7.806,10.444,2.639,15.916,0.062,24.125,194.52,2.042,90.0,77.583,54.0,16.0,29.9,25.683,23.2
2013-08-19,196.562,14.771,13.417,17.972,4.556,16.25,0.208,30.5,211.334,2.792,90.0,76.542,48.0,24.0,31.1,25.492,22.4
2013-08-20,195.417,12.458,10.083,12.806,2.722,11.218,0.421,10.958,207.875,2.75,83.0,73.625,51.0,4.0,27.8,23.542,20.4
2013-08-21,197.125,13.584,10.181,13.653,3.472,5.354,0.208,4.875,210.708,2.375,87.0,74.583,61.0,12.0,25.1,22.154,19.0
2013-08-22,199.938,12.438,9.306,14.153,4.847,4.958,0.271,7.208,212.375,2.292,85.0,72.958,57.0,0.0,26.3,22.962,19.9
2013-08-23,202.592,11.302,9.347,13.718,4.371,8.854,0.438,10.417,213.894,2.087,80.0,71.917,60.0,0.0,26.6,23.4,20.8
2013-08-24,194.125,10.916,11.695,14.611,2.917,7.604,0.166,10.917,205.042,3.0,88.0,79.917,69.0,12.0,24.2,21.504,19.8
2013-08-25,197.625,11.5,7.75,10.208,2.458,5.958,0.229,7.042,209.125,2.708,90.0,78.458,58.0,22.0,25.1,21.317,18.6
2013-08-26,186.958,7.292,4.701,5.968,1.268,4.458,0.104,4.208,194.25,2.042,82.0,70.333,61.0,0.0,23.0,20.829,18.9
2013-08-27,193.174,11.413,12.372,16.811,4.438,6.708,0.496,7.435,204.586,2.174,90.0,77.348,63.0,32.0,24.9,19.826,16.9
2013-08-28,191.396,8.5,6.542,8.194,1.653,4.812,0.274,5.083,199.896,2.083,91.0,62.5,45.0,9.0,23.2,19.842,16.4
2013-08-29,196.5,11.354,10.245,15.144,4.899,4.958,0.854,5.958,207.854,2.208,85.0,63.042,53.0,3.0,23.6,20.017,16.1
2013-08-30,193.039,9.448,9.578,13.214,3.636,4.02,0.634,4.375,202.486,2.227,91.0,86.458,79.0,22.0,21.9,18.862,16.1
2013-08-31,192.604,7.73,8.639,12.736,4.097,4.375,0.938,5.958,200.333,2.042,89.0,84.0,75.0,4.0,22.1,18.583,16.4
2013-09-01,190.979,7.042,5.847,8.542,2.695,2.334,0.48,3.042,198.021,1.792,90.0,79.5,68.0,4.0,23.4,19.283,15.9
2013-09-02,187.292,6.604,7.542,10.833,3.292,4.604,0.896,4.625,193.896,1.875,84.0,80.5,76.0,0.0,21.3,19.879,19.1
2013-09-03,192.188,10.812,12.361,18.306,5.945,3.438,0.459,3.708,203.0,2.292,90.0,84.333,78.0,3.0,22.2,20.433,18.8
2013-09-04,193.178,11.15,13.028,18.75,5.722,5.0,0.229,6.75,204.328,2.292,92.0,89.667,82.0,48.0,24.1,21.238,19.3
2013-09-05,186.108,7.56,5.083,6.486,1.403,4.062,0.084,4.292,193.668,1.667,89.0,62.708,43.0,5.0,25.0,22.021,16.8
2013-09-06,189.438,7.274,7.477,9.405,1.928,4.084,0.208,3.667,196.712,1.826,90.0,74.875,59.0,11.0,20.4,17.942,16.1
2013-09-07,202.084,11.615,12.599,18.499,5.9,5.334,0.441,9.118,213.698,2.471,87.0,80.294,73.0,0.0,20.9,18.153,15.6
2013-09-08,200.188,11.312,7.264,11.486,4.222,6.02,0.354,7.333,211.5,2.167,90.0,74.208,57.0,0.0,23.5,19.858,17.2
2013-09-09,194.25,21.334,8.861,12.384,3.523,5.75,0.458,5.833,215.583,2.0,83.0,70.208,54.0,0.0,23.7,19.842,16.1
2013-09-10,201.622,12.074,11.195,15.667,4.472,9.188,0.625,9.25,213.696,2.375,79.0,68.75,50.0,0.0,25.1,20.408,16.1
2013-09-11,196.166,9.416,9.903,13.458,3.555,11.104,0.521,13.792,205.583,2.125,80.0,73.292,65.0,0.0,24.2,21.088,17.6
2013-09-12,195.834,13.875,13.1,16.082,2.981,12.167,0.438,15.667,209.708,2.75,84.0,73.042,54.0,0.0,25.8,21.492,18.6
2013-09-13,200.902,11.917,11.271,15.827,4.556,11.021,0.369,11.739,212.699,2.261,81.0,59.458,36.0,0.0,27.4,20.983,15.1
2013-09-14,191.812,10.789,11.236,15.805,4.569,11.084,0.0,16.333,202.602,2.792,89.0,79.458,66.0,11.0,27.1,22.971,19.2
2013-09-15,189.208,8.896,8.903,11.778,2.875,10.042,0.0,13.792,198.104,2.083,90.0,82.208,75.0,26.0,23.2,21.7,20.7
2013-09-16,188.396,8.271,9.889,11.25,1.361,6.375,0.0,7.292,196.666,1.875,92.0,84.5,61.0,37.0,20.3,17.704,16.2
2013-09-17,189.229,5.896,6.542,8.681,2.139,5.583,0.146,6.833,195.125,1.542,63.0,48.625,30.0,0.0,23.9,19.379,15.5
2013-09-18,191.646,14.812,6.528,8.514,1.986,3.916,0.104,3.375,206.458,1.625,72.0,52.292,34.0,0.0,21.5,17.654,14.0
2013-09-19,197.292,8.458,9.306,12.264,2.958,3.739,0.125,3.208,205.75,1.667,63.0,49.167,35.0,0.0,20.9,17.579,13.9
2013-09-20,192.188,8.396,11.336,14.9,3.563,10.166,0.688,14.75,200.583,2.217,71.0,64.25,56.0,0.0,23.1,19.288,14.4
2013-09-21,193.025,10.622,10.583,14.805,4.222,12.021,0.312,18.875,203.646,2.5,82.0,64.042,50.0,0.0,23.2,19.538,16.8
2013-09-22,191.5,5.916,5.111,6.861,1.75,2.75,0.084,1.75,197.416,1.417,74.0,58.083,46.0,0.0,19.6,16.608,13.0
2013-09-23,195.562,7.292,6.414,10.21,3.795,5.084,0.438,5.208,202.854,1.458,77.0,70.75,62.0,0.0,19.7,15.838,10.6
2013-09-24,188.81,7.232,9.903,13.208,3.306,7.25,0.229,8.542,196.042,1.542,84.0,73.042,64.0,5.0,20.3,18.321,15.3
2013-09-25,188.042,8.271,9.917,12.403,2.486,4.125,0.146,3.875,196.312,1.917,90.0,84.708,69.0,34.0,15.5,14.225,12.0
2013-09-26,193.938,9.584,11.711,17.129,5.417,4.312,0.354,3.417,203.521,2.125,81.0,59.083,36.0,0.0,17.0,12.779,9.6
2013-09-27,199.184,17.875,14.889,25.962,11.073,5.708,0.454,3.875,217.286,2.609,80.0,57.75,33.0,0.0,18.1,12.929,6.9
2013-09-28,196.834,9.062,11.014,16.181,5.166,6.479,0.729,5.458,205.896,2.0,76.0,63.292,47.0,0.0,20.8,15.392,9.6
2013-09-29,188.916,5.042,6.111,7.847,1.736,6.771,0.708,8.0,193.958,1.375,79.0,69.708,53.0,0.0,21.8,18.279,14.9
2013-09-30,191.489,9.165,13.653,19.111,5.458,6.666,0.416,8.75,200.654,1.875,90.0,86.542,80.0,12.0,18.0,16.808,15.2
2013-10-01,196.292,10.875,15.917,25.028,9.111,6.146,0.564,5.542,207.166,2.292,89.0,87.667,84.0,4.0,17.7,16.504,14.9
2013-10-02,192.03,8.82,10.889,16.611,5.722,6.696,0.834,5.458,200.85,1.917,88.0,74.125,58.0,0.0,24.1,19.45,15.8
2013-10-03,190.938,6.729,6.014,7.236,1.222,5.166,0.146,5.792,197.666,1.625,87.0,51.208,35.0,0.0,18.2,16.004,12.5
2013-10-04,193.059,11.914,14.362,21.078,6.716,7.5,0.354,7.25,204.973,2.696,71.0,53.75,32.0,0.0,18.8,13.692,8.7
2013-10-05,194.479,9.562,11.584,15.181,3.597,9.208,0.625,8.208,204.042,2.333,77.0,66.75,50.0,0.0,21.4,16.508,10.5
2013-10-06,197.646,14.52,13.639,17.694,4.056,14.604,0.688,16.542,212.166,2.917,85.0,74.208,61.0,0.0,20.5,16.196,12.8
2013-10-07,191.77,6.479,7.144,9.426,2.281,15.312,0.416,16.083,198.25,2.083,83.0,76.208,64.0,0.0,19.7,17.304,13.2
2013-10-08,191.631,7.69,11.042,12.944,1.903,13.0,0.416,13.583,199.322,2.333,85.0,65.292,48.0,0.0,20.3,16.95,13.0
2013-10-09,204.125,19.354,21.986,38.375,16.389,13.562,1.104,12.458,223.479,3.667,85.0,76.625,59.0,2.0,14.6,12.683,10.3
2013-10-10,199.625,16.312,16.653,26.522,9.869,11.833,0.854,11.625,215.938,2.917,88.0,69.917,49.0,0.0,20.7,14.888,8.3
2013-10-11,190.818,8.476,13.473,17.735,4.262,8.688,0.582,9.455,199.296,2.522,91.0,85.583,75.0,20.0,19.0,16.871,13.4
2013-10-12,187.77,3.98,4.416,5.431,1.014,8.084,0.333,9.583,191.75,2.125,84.0,58.667,40.0,1.0,20.4,16.167,11.0
2013-10-13,189.25,3.292,2.792,3.625,0.833,2.792,0.542,4.458,192.542,1.958,79.0,64.792,51.0,8.0,14.2,11.804,10.5
2013-10-14,193.688,6.375,8.361,13.028,4.667,4.562,0.584,6.125,200.062,2.042,76.0,61.875,46.0,0.0,16.6,13.679,9.8
2013-10-15,189.542,4.875,6.083,7.708,1.625,5.479,0.458,7.083,194.417,1.708,81.0,65.167,54.0,1.0,15.5,12.196,8.9
2013-10-16,190.812,3.0,6.334,8.722,2.389,1.283,0.042,1.917,193.812,1.583,88.0,70.292,48.0,37.0,8.2,6.817,4.5
2013-10-17,194.042,4.896,10.222,13.375,3.153,7.021,0.75,7.542,198.938,2.042,90.0,64.875,37.0,15.0,11.9,8.038,5.3
2013-10-18,196.589,12.12,17.008,27.15,10.143,12.5,0.875,12.75,208.708,3.13,79.0,58.042,42.0,0.0,14.6,10.088,6.8
