date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,SO2_mean
2013-04-14,196.174,85.0,68.0,54.0,10.652,10.698,13.302,2.604,33.917,19.2,13.496,6.0,206.826,6.042
2013-04-15,192.286,75.0,49.458,28.0,4.571,10.036,13.207,3.172,30.583,22.3,17.071,13.5,196.857,7.446
2013-04-16,192.87,90.0,62.458,42.0,11.783,16.875,22.344,5.469,30.667,21.9,16.25,8.8,204.652,8.458
2013-04-17,197.435,95.0,81.958,61.0,15.913,17.056,22.396,5.34,64.75,21.2,17.096,13.5,213.348,6.829
2013-04-18,194.87,91.0,69.583,51.0,22.348,20.228,28.837,8.609,33.917,23.9,17.779,10.5,217.217,8.249
2013-04-19,192.957,60.0,42.25,27.0,0.87,5.177,6.302,1.125,20.625,15.8,13.004,9.1,193.826,5.82
2013-04-20,193.0,90.0,50.292,31.0,5.391,16.844,19.594,2.75,22.667,14.5,11.133,8.1,198.391,7.292
2013-04-21,191.261,95.0,63.917,41.0,2.304,6.573,7.646,1.073,9.958,15.5,10.9,8.2,193.565,3.861
2013-04-22,192.13,53.0,42.375,27.0,2.0,9.474,11.292,1.818,13.667,16.5,11.588,7.2,194.13,5.441
2013-04-23,194.227,75.0,57.833,31.0,17.273,20.505,28.145,7.64,27.042,18.5,12.679,5.0,211.5,6.917
2013-04-24,189.696,98.0,90.667,74.0,3.435,7.927,8.854,0.927,26.208,16.9,15.175,13.6,193.13,3.222
2013-04-25,190.13,83.0,57.458,27.0,4.478,10.524,12.326,1.803,23.75,22.7,17.383,12.6,194.609,6.741
2013-04-26,198.652,95.0,66.833,39.0,7.522,11.614,15.344,3.729,30.542,19.9,13.988,9.9,206.174,6.347
2013-04-27,192.0,77.0,52.0,33.0,2.826,6.625,7.802,1.177,18.583,18.9,13.975,9.2,194.826,5.389
2013-04-28,191.87,70.0,48.625,27.0,5.304,8.344,9.781,1.438,16.875,21.4,15.4,10.6,197.174,6.111
2013-04-29,193.174,89.0,61.083,39.0,13.826,13.957,18.291,4.334,29.125,23.0,16.625,10.5,207.0,7.861
2013-04-30,193.783,95.0,73.083,40.0,7.435,13.859,17.076,3.218,34.792,16.7,15.762,14.3,201.217,5.708
2013-05-01,190.0,64.0,52.0,43.0,0.87,6.021,7.667,1.646,15.333,17.0,13.733,10.2,190.87,4.569
2013-05-02,189.0,64.0,51.292,39.0,0.087,4.88,6.817,1.938,6.292,17.1,12.65,9.2,189.087,3.975
2013-05-03,189.174,67.0,44.958,33.0,3.261,6.667,8.406,1.74,8.042,20.2,14.321,7.6,192.435,4.972
2013-05-04,190.826,65.0,50.125,30.0,6.957,9.312,11.76,2.448,14.583,21.9,15.471,9.5,197.783,6.861
2013-05-05,193.696,89.0,57.375,32.0,5.261,6.875,8.146,1.271,31.708,22.8,16.579,10.5,198.957,6.556
2013-05-06,194.217,91.0,58.917,32.0,9.87,10.084,12.839,2.755,38.042,24.9,17.454,9.5,204.087,8.347
2013-05-07,189.238,62.0,44.75,27.0,1.905,5.222,6.61,1.388,10.727,21.3,15.946,12.0,191.143,5.256
2013-05-08,188.13,75.0,45.208,29.0,4.652,12.021,14.51,2.49,5.792,23.6,15.904,9.9,192.783,6.319
2013-05-09,197.043,89.0,58.542,20.0,15.522,20.29,26.7,6.41,24.375,27.2,17.662,8.1,212.565,8.361
2013-05-10,197.739,97.0,79.833,47.0,19.13,27.448,38.708,11.26,45.75,22.1,16.908,11.4,216.87,9.653
2013-05-11,191.783,99.0,97.333,88.0,13.087,23.24,28.719,5.479,22.167,17.8,16.533,15.0,204.87,4.458
2013-05-12,190.522,89.0,62.042,30.0,4.739,7.886,9.448,1.562,25.208,27.3,20.067,13.9,195.261,6.972
2013-05-13,190.304,94.0,78.875,54.0,12.696,10.072,13.652,3.579,26.667,25.5,19.833,15.0,203.0,6.693
2013-05-14,192.286,96.0,79.167,54.0,13.381,15.464,20.334,4.87,37.045,27.6,20.608,16.0,205.667,9.111
2013-05-15,187.087,90.0,74.583,55.0,6.522,5.677,7.104,1.427,23.792,24.6,20.85,18.5,193.609,6.403
2013-05-16,188.435,94.0,65.375,47.0,6.609,9.077,11.073,1.996,32.125,23.8,19.375,15.8,195.043,7.212
2013-05-17,188.043,85.0,58.083,26.0,4.826,9.708,12.031,2.323,22.333,25.6,19.696,15.5,192.87,8.361
2013-05-18,188.348,86.0,68.75,50.0,6.13,5.604,6.875,1.271,21.208,23.9,19.592,15.2,194.478,6.194
2013-05-19,186.304,99.0,81.833,51.0,5.13,4.031,5.031,1.0,11.375,22.4,17.404,14.9,191.435,3.847
2013-05-20,188.0,99.0,79.167,56.0,13.348,14.604,18.206,3.602,11.458,27.3,20.996,15.5,201.348,6.082
2013-05-21,193.913,88.0,62.167,44.0,12.217,12.208,14.26,2.052,40.125,28.1,23.196,18.7,206.13,8.597
2013-05-22,201.783,90.0,66.125,47.0,22.261,19.782,25.442,5.66,51.042,28.7,22.496,14.8,224.043,11.319
2013-05-23,192.522,78.0,48.625,25.0,12.13,13.066,15.532,2.466,26.208,29.7,23.0,17.7,204.652,9.964
2013-05-24,196.957,91.0,62.5,36.0,12.565,15.963,21.101,5.138,28.75,27.5,20.888,14.1,209.522,9.945
2013-05-25,197.0,95.0,76.125,51.0,9.609,6.823,8.323,1.5,35.833,25.7,20.838,16.9,206.609,6.93
2013-05-26,193.391,91.0,72.375,51.0,7.261,4.944,5.923,0.979,29.25,26.7,21.275,16.5,200.652,6.708
2013-05-27,191.739,92.0,73.833,57.0,5.0,4.123,5.603,1.48,20.208,23.8,21.158,18.2,196.739,5.209
2013-05-28,185.609,90.0,76.708,63.0,4.174,3.354,4.542,1.188,17.375,22.7,20.846,19.4,189.783,3.819
2013-05-29,184.522,99.0,94.25,86.0,4.652,4.01,4.906,0.896,14.667,21.0,19.817,18.8,189.174,2.569
2013-05-30,188.043,97.0,87.75,71.0,11.043,14.962,18.748,3.786,20.292,24.9,22.162,18.9,199.087,5.093
2013-05-31,195.609,95.0,71.5,38.0,10.435,11.896,15.167,3.271,28.208,26.1,21.104,15.7,206.043,6.917
2013-06-01,199.652,94.0,76.0,49.0,9.087,6.26,7.562,1.302,32.917,23.9,20.696,18.5,208.739,6.333
2013-06-02,194.609,89.0,69.417,55.0,8.565,6.864,8.219,1.354,28.542,24.6,21.546,18.4,203.174,8.097
2013-06-03,192.696,90.0,76.042,54.0,5.565,5.0,6.267,1.267,23.833,26.4,21.475,18.8,198.261,5.751
2013-06-04,195.957,95.0,75.917,51.0,11.696,11.229,14.562,3.334,35.375,28.1,21.967,16.7,207.652,7.917
2013-06-05,194.087,89.0,74.625,57.0,12.348,10.0,12.614,2.615,25.625,26.7,21.838,17.1,206.435,6.681
2013-06-06,196.19,95.0,78.0,61.0,10.571,9.889,12.436,2.547,23.478,24.1,21.3,18.5,206.762,6.048
2013-06-07,209.043,93.0,75.5,41.0,13.913,11.833,15.458,3.625,25.792,28.5,21.717,17.7,222.957,8.083
2013-06-08,194.522,92.0,66.917,36.0,17.609,9.958,12.333,2.375,25.875,29.3,23.104,18.8,212.13,7.653
2013-06-09,207.522,88.0,68.333,47.0,14.652,10.614,13.323,2.708,26.708,25.5,22.246,17.9,222.174,7.5
2013-06-10,193.739,80.0,69.417,60.0,4.652,3.932,5.269,1.338,13.792,25.1,21.954,19.4,198.391,5.534
2013-06-11,194.391,94.0,80.333,65.0,14.217,11.469,14.062,2.594,23.0,25.1,22.117,19.8,208.609,6.014
2013-06-12,189.696,95.0,80.625,65.0,15.087,13.312,18.26,4.948,25.5,28.5,24.671,21.3,204.783,7.18
2013-06-13,189.304,92.0,72.833,42.0,9.087,9.864,13.765,3.9,18.208,34.1,26.85,22.5,198.391,8.978
2013-06-14,191.174,87.0,74.917,53.0,9.348,10.948,15.823,4.875,22.917,31.3,26.712,23.9,200.522,10.292
2013-06-15,189.739,99.0,85.125,67.0,8.348,7.863,10.358,2.496,19.667,29.4,25.092,23.1,198.087,6.733
2013-06-16,192.783,95.0,74.208,52.0,7.652,7.26,9.906,2.646,14.292,31.6,26.279,22.7,200.435,7.167
2013-06-17,195.591,94.0,76.083,52.0,9.591,8.506,11.211,2.706,21.909,31.6,26.2,21.5,205.182,7.177
2013-06-18,196.435,96.0,74.083,49.0,9.522,6.812,9.188,2.375,,31.7,27.179,23.4,205.957,7.069
2013-06-19,192.13,99.0,86.5,74.0,14.478,11.979,16.75,4.771,,27.6,24.625,19.9,206.609,5.542
2013-06-20,189.091,99.0,95.75,87.0,11.545,13.466,15.941,2.474,10.25,22.4,20.612,19.8,200.636,3.395
2013-06-21,194.696,97.0,93.708,88.0,15.652,20.416,25.302,4.886,15.208,22.5,20.688,19.7,210.348,3.319
2013-06-22,190.13,94.0,74.083,58.0,11.826,9.916,12.333,2.417,11.958,27.7,23.242,19.2,201.957,4.236
2013-06-23,196.217,90.0,76.25,55.0,10.261,6.896,8.708,1.812,25.458,26.9,23.858,19.9,206.478,5.333
2013-06-24,204.0,97.0,83.292,66.0,12.652,7.282,10.613,3.332,25.542,26.5,23.079,20.8,216.652,4.344
2013-06-25,217.478,96.0,80.542,59.0,12.13,7.615,10.812,3.198,29.792,27.0,23.175,19.8,229.609,4.847
2013-06-26,193.174,99.0,96.333,88.0,14.87,15.364,18.635,3.271,14.083,22.2,20.654,20.0,208.043,3.583
2013-06-27,199.826,97.0,79.208,58.0,13.13,11.024,13.81,2.786,13.375,28.7,23.479,20.4,212.957,4.533
2013-06-28,200.783,89.0,78.708,63.0,8.783,5.594,7.052,1.458,19.458,26.1,22.471,20.7,209.565,4.875
2013-06-29,205.826,97.0,78.417,53.0,9.13,6.469,8.771,2.302,18.5,28.2,23.658,20.1,214.957,4.972
2013-06-30,205.652,96.0,78.25,60.0,6.348,3.438,4.594,1.156,18.5,26.9,23.429,20.1,212.0,4.361
2013-07-01,197.783,92.0,73.917,50.0,5.174,4.428,5.914,1.487,13.875,27.9,23.742,20.4,202.957,4.521
2013-07-02,203.391,94.0,74.375,48.0,8.174,6.208,8.427,2.219,17.708,27.3,23.433,19.4,211.565,5.611
2013-07-03,190.652,99.0,87.958,75.0,4.652,6.614,8.844,2.229,19.417,25.8,23.629,21.6,195.304,3.389
2013-07-04,189.043,99.0,94.0,83.0,6.913,7.656,9.846,2.19,20.625,26.5,24.204,22.8,195.957,2.617
2013-07-05,189.318,99.0,84.75,66.0,8.591,7.322,10.949,3.627,34.652,32.0,27.342,24.2,197.909,4.111
2013-07-06,185.957,95.0,79.167,61.0,9.739,5.136,7.927,2.792,32.833,33.9,28.708,25.2,195.696,5.403
2013-07-07,189.043,95.0,75.5,57.0,13.87,6.042,9.438,3.396,30.583,34.5,29.483,24.7,202.913,7.222
2013-07-08,195.238,90.0,70.167,53.0,26.571,10.794,16.438,5.645,36.583,35.9,30.667,25.4,221.81,6.621
2013-07-09,198.304,91.0,67.167,48.0,21.826,13.448,20.062,6.614,49.208,36.0,30.812,25.5,220.13,5.917
2013-07-10,188.478,85.0,63.083,46.0,19.957,13.166,16.948,3.781,51.25,36.0,31.171,25.9,208.435,7.292
2013-07-11,190.087,84.0,64.083,47.0,17.87,13.061,16.902,3.841,49.583,36.3,31.379,26.1,207.957,7.822
2013-07-12,181.043,87.0,64.917,48.0,15.913,11.688,14.844,3.156,54.167,36.3,31.625,26.5,196.957,7.972
2013-07-13,187.261,88.0,79.625,66.0,22.0,13.188,17.375,4.187,40.0,32.7,28.279,25.9,209.261,6.153
2013-07-14,181.522,99.0,83.583,64.0,11.739,7.73,10.802,3.073,29.375,32.1,26.892,24.8,193.261,4.222
2013-07-15,178.955,93.0,72.0,61.0,11.909,6.121,8.092,1.97,19.542,31.0,27.829,24.6,190.864,4.042
2013-07-16,193.217,89.0,75.0,60.0,12.217,9.141,11.999,2.858,22.667,29.9,26.596,24.4,205.435,5.432
2013-07-17,186.957,89.0,77.625,65.0,8.696,5.23,6.729,1.5,25.833,31.1,27.254,24.5,195.652,3.75
2013-07-18,182.318,87.0,66.542,48.0,10.136,7.396,10.079,2.683,26.333,33.2,28.729,26.3,192.455,3.977
2013-07-19,186.522,84.0,61.708,40.0,8.478,7.809,9.968,2.158,12.458,31.6,27.454,23.4,195.0,4.694
2013-07-20,211.13,95.0,78.667,62.0,11.913,7.615,10.094,2.479,29.583,30.5,26.2,22.2,223.043,4.917
2013-07-21,191.087,91.0,78.083,63.0,9.348,4.396,5.521,1.125,33.417,30.9,27.033,23.7,200.435,4.167
2013-07-22,190.238,89.0,72.875,56.0,12.143,7.698,9.528,1.83,40.25,33.6,29.0,25.2,202.381,5.476
2013-07-23,177.739,78.0,62.458,48.0,10.261,8.427,11.136,2.708,23.75,35.0,30.683,27.0,188.0,5.042
2013-07-24,196.565,99.0,90.5,79.0,12.391,16.125,21.677,5.552,31.083,27.5,25.246,23.6,208.957,4.472
2013-07-25,199.864,97.0,84.458,69.0,23.5,12.634,18.481,5.846,66.75,31.7,27.617,23.9,223.364,4.508
2013-07-26,193.435,93.0,80.083,65.0,19.957,13.524,17.9,4.375,57.833,32.4,28.096,24.7,213.391,5.292
2013-07-27,195.957,88.0,72.083,51.0,20.174,13.062,16.344,3.281,54.833,33.9,28.342,24.3,216.13,6.528
2013-07-28,200.0,84.0,68.542,49.0,12.609,8.334,10.281,1.948,65.208,35.1,29.092,25.2,212.609,6.666
2013-07-29,196.304,99.0,94.042,79.0,16.696,13.896,16.856,2.96,58.167,26.9,25.354,24.5,213.0,3.494
2013-07-30,208.652,100.0,79.458,59.0,22.043,15.114,20.312,5.198,67.75,34.8,28.708,24.7,230.696,5.236
2013-07-31,201.913,92.0,74.208,63.0,17.13,16.666,21.084,4.416,60.708,32.1,28.275,24.2,219.043,7.111
2013-08-01,211.565,96.0,80.0,64.0,19.043,16.264,23.465,7.201,50.458,31.2,27.908,25.6,230.609,5.784
2013-08-02,191.957,86.0,66.625,51.0,10.87,9.188,11.578,2.39,34.125,34.1,28.979,24.7,202.826,5.014
2013-08-03,197.522,90.0,65.708,49.0,9.348,7.51,9.885,2.375,15.417,33.6,28.229,22.7,206.87,4.889
2013-08-04,209.13,93.0,73.833,51.0,13.391,6.146,8.083,1.938,28.625,34.1,27.779,22.8,222.522,4.986
2013-08-05,186.522,95.0,85.292,67.0,8.957,6.817,9.0,2.183,38.5,31.8,27.896,25.4,195.478,3.961
2013-08-06,184.174,100.0,88.292,69.0,14.261,14.188,17.24,3.052,24.333,30.8,27.108,24.2,198.435,5.125
2013-08-07,193.565,91.0,71.375,54.0,18.13,13.729,17.448,3.719,50.167,34.4,29.712,25.0,211.696,5.375
2013-08-08,213.545,94.0,75.625,59.0,18.727,13.696,17.328,3.632,66.174,34.5,30.025,25.2,232.273,6.223
2013-08-09,214.696,92.0,72.667,53.0,22.739,16.417,21.5,5.084,80.667,36.4,31.138,26.7,237.435,7.653
2013-08-10,199.391,83.0,68.75,54.0,17.478,13.386,15.896,2.51,95.792,37.0,31.767,27.5,216.87,7.889
2013-08-11,203.478,88.0,65.958,47.0,16.957,6.927,8.396,1.469,74.333,37.2,31.512,26.4,220.435,6.805
2013-08-12,217.826,88.0,62.917,40.0,16.043,9.784,12.421,2.636,46.333,36.6,30.346,25.4,233.87,7.412
2013-08-13,214.739,91.0,67.458,44.0,13.522,8.972,11.625,2.653,51.875,35.6,29.204,22.4,228.261,6.597
2013-08-14,205.391,96.0,75.042,47.0,12.391,5.139,6.847,1.708,74.875,33.6,29.062,25.3,217.783,5.292
2013-08-15,210.136,97.0,80.333,60.0,11.545,4.244,5.61,1.366,82.0,33.6,28.967,25.2,221.682,4.272
2013-08-16,201.391,96.0,78.917,47.0,10.13,4.056,5.389,1.333,62.292,34.0,28.908,25.2,211.522,4.111
2013-08-17,200.652,96.0,76.833,54.0,9.391,4.056,5.403,1.347,36.167,33.6,28.621,24.8,210.043,4.014
2013-08-18,197.348,92.0,77.083,60.0,11.0,4.125,5.43,1.306,36.958,33.6,29.092,24.8,208.348,3.708
2013-08-19,198.565,95.0,80.208,54.0,11.261,5.899,9.344,3.444,30.5,35.7,29.596,26.4,209.826,3.264
2013-08-20,191.0,95.0,77.792,55.0,11.435,6.903,11.07,4.167,22.333,34.7,29.788,25.7,202.435,3.875
2013-08-21,191.696,95.0,77.333,57.0,22.783,8.636,12.542,3.906,23.625,35.4,30.758,27.0,214.478,3.944
2013-08-22,187.87,93.0,73.125,52.0,18.174,13.402,18.084,4.683,38.25,36.8,31.654,27.2,206.043,5.808
2013-08-23,180.727,94.0,71.609,55.0,17.0,12.378,16.154,3.776,31.217,35.5,31.335,27.0,197.727,6.153
2013-08-24,180.174,93.0,73.667,60.0,11.435,7.958,10.667,2.708,13.708,30.8,28.417,26.1,191.609,4.486
2013-08-25,186.087,99.0,88.583,74.0,17.783,8.406,10.927,2.521,19.333,27.2,24.575,23.0,203.87,3.903
2013-08-26,201.087,98.0,84.625,72.0,24.826,14.8,21.315,6.515,26.792,26.4,22.954,20.3,225.913,4.428
2013-08-27,202.696,99.0,70.458,48.0,17.435,11.0,15.344,4.344,19.375,31.8,25.871,19.4,220.13,4.583
2013-08-28,201.522,91.0,65.958,47.0,12.826,13.386,17.448,4.062,20.917,32.4,26.667,20.6,214.348,6.75
2013-08-29,217.13,92.0,76.167,57.0,23.0,14.462,19.966,5.504,39.542,31.2,26.654,21.0,240.13,4.859
2013-08-30,202.522,96.0,81.833,64.0,22.478,14.333,17.781,3.448,51.25,33.0,28.346,24.8,225.0,5.014
2013-08-31,186.478,99.0,81.583,64.0,14.783,7.74,10.771,3.031,31.75,33.4,28.917,24.8,201.261,3.347
2013-09-01,196.609,99.0,85.667,72.0,15.87,9.302,11.25,1.948,24.542,29.1,26.562,24.6,212.478,3.847
2013-09-02,190.043,98.0,95.292,92.0,14.217,9.69,13.546,3.856,21.125,27.5,25.738,23.9,204.261,2.891
2013-09-03,192.217,98.0,88.167,76.0,8.217,5.678,9.688,4.01,14.458,29.4,26.325,23.8,200.435,2.486
2013-09-04,185.391,100.0,90.25,74.0,9.783,8.677,10.75,2.073,14.833,29.3,24.804,21.2,195.174,2.403
2013-09-05,188.0,99.0,80.083,61.0,12.174,15.248,19.594,4.346,10.458,31.0,24.929,21.8,200.174,4.713
2013-09-06,198.273,96.0,73.583,52.0,16.545,13.87,18.867,4.997,12.864,31.2,25.771,20.4,214.818,5.167
2013-09-07,197.087,99.0,79.417,65.0,22.217,13.771,18.875,5.104,32.5,28.5,25.796,22.9,219.304,4.819
2013-09-08,189.478,99.0,86.417,71.0,8.826,5.208,7.438,2.229,14.333,26.3,24.833,24.0,198.304,2.861
2013-09-09,199.261,94.0,74.583,51.0,13.478,10.298,13.29,2.992,15.0,29.9,24.954,20.0,212.739,4.304
2013-09-10,198.261,93.0,79.042,61.0,17.826,13.042,18.386,5.344,24.583,27.0,24.538,22.8,216.087,4.778
2013-09-11,204.565,96.0,81.0,67.0,14.13,10.188,13.156,2.969,22.542,30.0,25.662,22.5,218.696,4.708
2013-09-12,205.043,96.0,81.417,60.0,17.87,14.191,18.346,4.154,52.125,31.7,26.9,22.5,222.913,5.754
2013-09-13,207.609,97.0,81.208,61.0,16.913,11.719,16.938,5.219,71.375,31.3,27.412,23.7,224.522,6.167
2013-09-14,197.609,98.0,79.5,61.0,13.304,5.958,7.365,1.406,38.333,31.0,27.317,23.7,210.913,3.93
2013-09-15,178.652,95.0,84.542,75.0,7.957,3.312,4.427,1.114,23.125,29.9,26.8,23.3,186.609,2.472
2013-09-16,182.652,99.0,75.792,54.0,4.565,2.7,3.561,0.861,12.917,26.0,23.825,20.4,187.217,3.773
2013-09-17,193.773,94.0,62.667,39.0,13.591,13.496,18.022,4.526,16.174,28.2,22.321,18.4,207.364,7.482
2013-09-18,197.652,93.0,73.167,48.0,23.739,16.833,24.229,7.396,26.917,29.6,23.279,18.8,221.391,8.514
2013-09-19,212.174,97.0,75.083,44.0,31.87,16.787,22.815,6.028,33.375,28.5,22.933,18.7,244.043,8.177
2013-09-20,204.696,94.0,74.833,53.0,24.0,16.247,20.854,4.607,33.042,29.0,22.904,17.7,228.696,6.625
2013-09-21,194.913,95.0,76.417,57.0,22.348,12.406,16.792,4.385,28.042,29.3,24.075,19.5,217.261,5.986
2013-09-22,192.478,95.0,77.5,52.0,16.087,7.458,9.938,2.479,35.0,29.9,24.996,19.8,208.565,6.611
2013-09-23,196.217,91.0,75.792,62.0,12.826,7.225,9.225,2.0,34.458,28.5,24.375,20.9,209.043,6.264
2013-09-24,197.609,95.0,74.167,59.0,20.957,15.91,21.364,5.454,34.958,29.3,25.146,20.4,218.565,6.468
2013-09-25,192.565,85.0,66.958,48.0,18.304,17.469,23.927,6.458,28.042,31.3,26.583,22.9,210.87,8.25
2013-09-26,187.652,75.0,54.917,42.0,6.957,6.796,9.086,2.29,9.25,26.7,23.308,18.3,194.609,5.97
2013-09-27,194.522,86.0,54.667,31.0,8.87,11.969,15.344,3.375,12.375,24.2,19.883,16.5,203.391,6.014
2013-09-28,193.174,87.0,67.333,44.0,18.0,10.802,13.198,2.396,16.375,26.0,20.817,16.2,211.174,4.653
2013-09-29,191.609,87.0,68.167,48.0,11.739,5.49,6.844,1.354,14.625,26.7,21.871,16.7,203.348,4.111
2013-09-30,196.609,87.0,67.5,48.0,23.348,12.735,16.725,3.991,19.167,27.9,23.392,19.7,219.957,6.432
2013-10-01,191.0,85.0,68.75,53.0,28.0,19.146,25.479,6.333,22.708,28.5,24.833,21.5,219.0,7.653
2013-10-02,186.435,79.0,64.25,49.0,12.435,11.042,14.26,3.219,20.125,31.0,26.221,23.6,198.87,6.639
2013-10-03,187.391,73.0,58.75,45.0,10.609,9.096,12.073,2.976,17.792,28.8,24.333,20.2,198.0,6.786
2013-10-04,195.043,89.0,63.0,48.0,14.174,14.729,18.823,4.094,27.0,25.3,21.221,18.6,209.217,6.5
2013-10-05,192.13,91.0,76.75,64.0,26.304,20.344,28.24,7.896,32.333,25.3,22.912,19.4,218.435,8.361
2013-10-06,189.652,96.0,83.792,67.0,30.87,9.99,12.75,2.76,29.5,28.4,24.021,20.9,220.522,6.097
2013-10-07,193.762,95.0,85.5,69.0,16.857,10.332,14.76,4.427,20.136,26.9,23.096,19.7,210.619,3.58
2013-10-08,186.13,95.0,80.833,64.0,12.652,7.656,12.594,4.938,21.417,27.2,24.3,20.4,198.783,3.195
2013-10-09,182.261,99.0,87.375,75.0,7.348,5.886,7.49,1.604,21.125,26.7,24.433,23.0,189.609,3.056
2013-10-10,187.913,94.0,79.292,55.0,17.261,13.944,19.447,5.503,18.708,29.3,24.9,21.0,205.174,5.581
2013-10-11,182.043,96.0,76.542,57.0,8.261,4.708,6.386,1.677,21.75,30.0,26.029,23.3,190.304,4.139
2013-10-12,187.609,90.0,57.75,39.0,9.13,4.771,6.208,1.438,24.167,26.7,23.058,18.6,196.739,4.972
2013-10-13,189.217,65.0,48.875,31.0,9.391,6.583,8.282,1.698,15.083,26.0,20.829,16.7,198.609,5.195
2013-10-14,194.217,88.0,69.125,55.0,16.348,11.747,15.81,4.062,26.708,24.5,19.596,13.5,210.565,5.236
2013-10-15,191.696,98.0,88.5,73.0,32.957,23.413,39.5,16.087,30.792,20.1,18.679,17.6,224.652,3.618
2013-10-16,188.652,97.0,69.0,54.0,3.696,4.75,6.486,1.735,8.208,23.4,18.733,14.9,192.348,2.778
2013-10-17,190.304,62.0,48.417,27.0,5.391,11.466,14.799,3.333,9.0,21.3,16.917,13.9,195.696,4.917
2013-10-18,194.739,93.0,65.458,53.0,25.478,28.49,41.229,12.74,25.625,19.8,17.004,15.2,220.217,6.07
2013-10-19,192.348,95.0,85.292,69.0,24.478,20.573,27.552,6.979,26.083,20.1,17.304,15.2,216.826,3.542
2013-10-20,191.217,100.0,96.75,93.0,11.043,16.51,21.062,4.552,10.958,17.3,16.283,15.3,202.261,2.431
2013-10-21,192.739,99.0,82.917,64.0,14.522,19.281,30.371,11.09,12.458,24.6,19.583,15.0,207.261,4.708
2013-10-22,199.348,96.0,88.125,79.0,16.696,19.333,29.771,10.437,19.875,20.7,18.808,16.7,216.043,4.5
2013-10-23,196.261,99.0,92.125,82.0,22.435,21.802,32.489,10.687,26.083,19.8,18.058,16.9,218.696,3.417
2013-10-24,189.391,97.0,81.292,65.0,17.522,13.702,21.496,7.794,19.652,22.8,19.746,16.5,206.913,2.506
2013-10-25,184.783,97.0,82.875,74.0,7.565,7.375,9.146,1.771,7.833,23.5,20.604,17.0,192.348,2.93
2013-10-26,191.391,95.0,68.375,47.0,5.87,5.24,6.364,1.125,10.167,20.0,16.8,14.5,197.261,3.194
2013-10-27,190.826,68.0,52.042,37.0,2.783,6.104,7.458,1.354,13.125,19.9,16.208,13.3,193.609,4.597
2013-10-28,197.261,92.0,66.125,50.0,16.957,24.755,34.768,10.014,23.0,20.2,15.25,12.2,214.217,6.202
2013-10-29,196.391,90.0,83.875,79.0,32.0,29.656,45.635,15.979,31.667,17.1,15.821,14.4,228.391,4.125
2013-10-30,191.522,94.0,69.458,41.0,11.652,18.271,26.771,8.5,26.042,23.0,17.992,15.2,203.174,6.847
2013-10-31,196.391,83.0,63.583,45.0,12.522,18.869,23.866,4.997,30.333,21.9,17.046,11.0,208.913,6.319
2013-11-01,196.609,88.0,60.708,35.0,17.043,20.583,26.542,5.958,27.0,21.4,16.4,10.8,213.652,6.014
2013-11-02,205.043,93.0,76.833,59.0,24.826,28.688,40.104,11.417,49.458,20.0,15.492,9.9,229.87,6.792
2013-11-03,199.043,99.0,84.083,69.0,20.739,17.177,21.052,3.875,53.417,19.7,17.0,13.8,219.783,5.555
2013-11-04,195.043,99.0,68.208,47.0,6.304,7.252,8.851,1.598,24.5,21.8,17.329,15.1,201.348,4.708
2013-11-05,196.391,88.0,55.5,35.0,9.87,15.801,19.814,4.012,24.958,20.3,15.754,10.6,206.261,5.378
2013-11-06,198.826,95.0,72.333,53.0,22.304,23.604,40.604,17.0,33.0,19.6,15.104,8.9,221.13,5.597
2013-11-07,194.381,97.0,79.667,49.0,18.381,25.104,34.79,9.686,33.909,18.1,16.233,14.0,212.762,4.727
2013-11-08,195.609,83.0,58.042,40.0,13.13,18.208,26.396,8.188,25.5,21.0,16.692,13.1,208.739,6.32
2013-11-09,199.174,90.0,64.708,44.0,23.0,22.76,32.177,9.417,25.625,17.4,14.288,11.6,222.174,5.25
2013-11-10,202.87,97.0,90.208,78.0,23.957,19.313,28.99,9.677,29.625,16.4,14.212,11.7,226.826,2.736
2013-11-11,193.652,74.0,60.875,48.0,3.217,7.009,9.382,2.373,5.583,16.1,13.3,9.0,196.87,3.366
2013-11-12,190.261,74.0,63.273,55.0,3.739,10.588,14.051,3.463,3.182,11.1,9.546,8.5,194.0,3.403
2013-11-13,193.13,73.0,55.208,40.0,2.913,10.681,13.478,2.797,4.042,13.5,10.375,8.0,196.043,3.681
2013-11-14,199.174,86.0,66.708,39.0,19.043,25.026,40.754,15.729,19.542,14.6,9.038,4.3,218.217,4.312
2013-11-15,199.304,99.0,89.625,76.0,27.478,29.146,50.812,21.667,25.458,13.6,11.15,9.1,226.783,3.0
2013-11-16,199.652,97.0,75.375,49.0,19.565,21.229,36.74,15.51,20.75,16.2,11.15,4.8,219.217,5.986
2013-11-17,204.304,95.0,78.458,57.0,23.348,21.469,31.062,9.594,41.667,16.0,11.154,5.0,227.652,6.556
2013-11-18,198.217,95.0,55.5,31.0,8.609,12.687,17.054,4.368,23.792,15.8,12.546,9.4,206.826,4.035
2013-11-19,192.957,73.0,51.833,38.0,3.783,7.917,10.219,2.302,7.542,13.4,10.483,5.9,196.739,3.514
