date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,PM25_mean
2011-09-19,90.0,74.167,51.0,8.062,14.208,6.146,14.0,10.188,31.3,25.358,20.7,
2011-09-20,92.0,89.958,88.0,18.559,34.26,15.701,27.0,5.98,21.8,21.142,20.5,
2011-09-21,92.0,84.625,71.0,10.833,20.271,9.438,72.0,4.562,24.1,22.717,21.2,
2011-09-22,88.0,72.833,57.0,13.146,26.562,13.417,4.0,5.166,22.7,19.883,16.2,
2011-09-23,87.0,62.625,31.0,11.682,19.809,8.127,0.0,9.98,25.5,18.479,13.9,
2011-09-24,90.0,63.667,32.0,13.479,21.938,8.458,0.0,10.542,25.7,18.45,12.5,
2011-09-25,80.0,67.417,56.0,8.188,10.958,2.77,0.0,13.042,24.6,20.529,16.0,
2011-09-26,84.0,73.417,60.0,23.333,40.166,16.834,0.0,17.318,23.4,19.9,17.4,
2011-09-27,89.0,65.417,33.0,17.396,29.458,12.062,0.0,17.896,28.4,21.133,15.6,
2011-09-28,86.0,63.708,30.0,19.604,29.146,9.542,0.0,22.229,29.0,21.375,16.5,
2011-09-29,85.0,63.208,35.0,19.02,27.396,8.375,0.0,24.834,28.0,22.354,15.9,
2011-09-30,88.0,76.458,64.0,17.292,25.416,8.125,3.0,19.875,26.3,22.142,19.5,
2011-10-01,75.0,57.542,34.0,9.23,17.73,8.5,0.0,12.042,23.7,18.912,15.1,
2011-10-02,81.0,63.5,43.0,10.062,15.889,5.827,0.0,9.792,20.7,16.604,13.2,
2011-10-03,72.0,54.542,39.0,13.416,26.479,13.062,0.0,8.52,22.0,16.558,12.5,
2011-10-04,87.0,59.167,26.0,17.124,28.742,11.619,0.0,13.042,25.0,16.646,9.3,
2011-10-05,91.0,83.458,71.0,26.688,46.333,19.646,16.0,17.27,20.4,17.829,15.9,
2011-10-06,92.0,72.625,41.0,18.167,32.688,14.521,7.0,10.75,24.7,19.279,16.6,
2011-10-07,78.0,57.25,28.0,19.042,30.625,11.583,0.0,29.604,24.8,18.7,14.2,
2011-10-08,89.0,63.042,26.0,18.646,27.0,8.354,0.0,34.438,25.2,17.312,11.7,
2011-10-09,87.0,61.25,25.0,11.854,14.938,3.084,0.0,38.854,26.1,18.121,12.1,
2011-10-10,81.0,64.833,41.0,16.584,21.146,4.562,0.0,44.25,26.4,19.392,14.0,
2011-10-11,89.0,77.375,58.0,25.552,40.352,14.799,0.0,56.688,22.7,18.317,14.7,
2011-10-12,91.0,65.625,29.0,22.021,37.979,15.958,0.0,50.354,27.1,19.425,15.1,
2011-10-13,86.0,75.708,63.0,33.292,57.146,23.854,0.0,48.5,20.1,17.262,15.1,
2011-10-14,92.0,85.875,78.0,27.604,50.084,22.479,71.0,41.084,20.7,18.475,15.4,
2011-10-15,92.0,87.25,78.0,17.916,23.979,6.062,27.0,13.167,23.5,21.471,19.5,
2011-10-16,92.0,62.292,31.0,14.812,19.438,4.625,3.0,24.583,24.9,20.246,15.9,
2011-10-17,84.0,62.333,36.0,21.854,43.625,21.77,0.0,28.176,22.6,17.896,14.3,
2011-10-18,83.0,58.167,34.0,16.792,28.25,11.458,0.0,16.896,24.1,17.542,12.7,
2011-10-19,86.0,63.375,36.0,21.441,35.551,14.11,0.0,17.696,25.7,17.046,10.3,
2011-10-20,82.0,61.375,33.0,18.916,33.655,14.738,0.0,19.062,28.0,19.846,13.5,
2011-10-21,89.0,69.125,47.0,18.875,32.667,13.792,2.0,16.312,26.3,20.329,16.3,
2011-10-22,92.0,86.75,66.0,15.562,23.354,7.792,53.0,9.792,25.5,20.792,18.8,
2011-10-23,92.0,79.542,61.0,12.48,20.062,7.584,1.0,7.979,24.0,19.862,16.8,
2011-10-24,92.0,73.458,45.0,23.5,45.375,21.875,0.0,11.792,24.5,19.3,15.0,
2011-10-25,84.0,69.25,57.0,19.042,42.229,23.188,0.0,16.77,20.6,17.55,12.9,
2011-10-26,77.0,58.792,34.0,16.229,31.5,15.271,0.0,11.23,18.8,13.425,9.7,
2011-10-27,88.0,64.083,30.0,21.75,41.438,19.688,0.0,16.27,22.6,13.692,7.2,
2011-10-28,84.0,64.375,39.0,24.312,36.375,12.062,0.0,21.584,24.8,16.812,12.1,
2011-10-29,85.0,66.917,39.0,23.706,34.808,11.102,0.0,27.354,23.7,17.312,11.6,
2011-10-30,92.0,80.167,65.0,17.48,22.938,5.458,25.0,23.584,18.8,16.254,14.5,
2011-10-31,92.0,76.5,48.0,18.438,30.875,12.438,2.0,12.75,22.2,16.9,13.6,
2011-11-01,92.0,71.625,42.0,19.846,42.574,22.728,0.0,15.75,26.2,17.275,11.4,
2011-11-02,83.0,69.083,45.0,21.938,33.583,11.646,0.0,19.896,23.1,17.612,13.2,
2011-11-03,86.0,76.583,61.0,19.73,27.333,7.604,0.0,27.646,21.8,18.025,15.3,
2011-11-04,92.0,73.292,42.0,22.042,44.208,22.166,0.0,28.938,25.9,19.008,14.3,
2011-11-05,92.0,87.333,82.0,28.271,43.125,14.854,5.0,45.042,20.0,18.154,16.0,
2011-11-06,92.0,89.5,82.0,15.855,25.334,9.479,2.0,22.625,21.6,19.217,18.1,
2011-11-07,85.0,73.083,62.0,12.519,25.5,12.98,0.0,9.125,18.3,16.517,12.1,
2011-11-08,83.0,63.792,32.0,17.416,34.667,17.25,0.0,13.271,20.2,14.238,10.7,
2011-11-09,84.0,69.167,51.0,17.82,34.704,16.884,0.0,13.604,16.5,12.321,9.3,
2011-11-10,82.0,68.292,54.0,21.166,40.562,19.396,0.0,14.416,16.2,12.95,9.6,
2011-11-11,92.0,89.583,80.0,25.833,52.312,26.479,11.0,13.292,16.0,14.158,12.6,
2011-11-12,93.0,82.417,54.0,19.646,47.062,27.417,0.0,17.146,21.4,15.417,12.3,
2011-11-13,91.0,75.958,54.0,12.979,23.354,10.375,0.0,22.354,20.9,15.871,12.9,
2011-11-14,91.0,69.333,44.0,19.667,43.042,23.375,0.0,37.68,19.6,14.462,10.6,
2011-11-15,75.0,61.333,40.0,16.89,34.502,17.614,0.0,19.526,17.8,12.996,10.5,
2011-11-16,87.0,66.5,34.0,20.204,41.025,20.82,0.0,13.688,16.8,10.9,7.4,
2011-11-17,84.0,61.083,23.0,22.812,49.625,26.812,0.0,22.021,19.1,11.475,7.1,
2011-11-18,83.0,68.333,57.0,34.771,69.562,34.792,0.0,25.48,14.5,12.008,8.5,
2011-11-19,93.0,91.75,82.0,29.896,65.688,35.792,78.0,17.312,17.7,15.471,13.0,
2011-11-20,93.0,73.5,50.0,10.708,22.042,11.333,2.0,12.0,18.2,14.346,8.3,
2011-11-21,76.0,60.458,40.0,18.646,41.5,22.854,0.0,6.812,13.0,8.521,5.5,
2011-11-22,81.0,64.625,34.0,23.312,42.146,18.833,0.0,11.292,15.5,8.692,4.7,
2011-11-23,89.0,80.042,66.0,22.292,42.98,20.688,4.0,19.479,12.4,9.554,5.5,
2011-11-24,65.0,45.708,30.0,16.417,34.25,17.834,0.0,10.73,12.4,9.604,5.6,
2011-11-25,82.0,57.125,36.0,18.286,39.714,21.428,0.0,6.021,14.6,8.2,5.0,
2011-11-26,89.0,70.792,37.0,20.5,43.938,23.438,0.0,9.77,15.9,7.85,3.2,
2011-11-27,88.0,76.75,52.0,18.062,29.896,11.834,0.0,17.646,14.9,8.846,4.1,
2011-11-28,89.0,84.5,74.0,26.521,88.104,61.584,0.0,38.083,13.5,10.554,8.0,
2011-11-29,90.0,81.167,67.0,36.99,107.228,70.237,0.0,42.916,16.7,12.875,10.1,
2011-11-30,93.0,78.0,56.0,24.0,78.334,54.334,0.0,29.75,20.4,14.221,10.2,
2011-12-01,66.0,60.208,50.0,10.416,21.979,11.562,0.0,3.667,13.8,10.925,9.1,
2011-12-02,89.0,75.792,64.0,18.604,31.521,12.916,1.0,7.416,12.9,9.75,7.4,
2011-12-03,90.0,77.042,66.0,15.166,27.438,12.271,3.0,5.834,16.8,14.029,12.0,
2011-12-04,75.0,64.083,46.0,8.937,16.105,7.168,0.0,4.958,14.8,10.908,8.2,
2011-12-05,83.0,67.542,37.0,21.75,55.729,33.979,0.0,8.252,15.3,9.212,6.0,
2011-12-06,85.0,69.542,42.0,28.042,57.729,29.688,0.0,12.958,11.6,7.317,4.2,
2011-12-07,86.0,68.667,42.0,29.875,72.062,42.188,0.0,20.604,16.1,9.896,5.0,
2011-12-08,90.0,81.833,72.0,33.916,68.688,34.771,7.0,20.958,10.1,9.471,8.3,
2011-12-09,87.0,68.25,47.0,14.5,29.521,15.02,0.0,4.708,9.5,5.612,0.7,
2011-12-10,90.0,68.875,47.0,20.416,41.98,21.562,0.0,9.042,9.6,4.788,-0.1,
2011-12-11,79.0,60.292,41.0,14.605,27.042,12.438,0.0,10.854,10.4,6.012,2.9,
2011-12-12,87.0,67.833,44.0,27.438,76.312,48.875,0.0,22.27,12.4,6.912,1.7,
2011-12-13,89.0,70.792,41.0,25.997,73.25,47.253,0.0,17.027,14.7,7.742,4.2,
2011-12-14,86.0,66.083,33.0,30.864,77.758,46.895,0.0,18.333,15.8,8.258,3.3,
2011-12-15,88.0,66.75,40.0,25.23,74.229,49.0,0.0,25.125,14.4,8.308,3.8,
2011-12-16,71.0,57.0,44.0,18.375,37.312,18.938,0.0,9.73,9.3,4.925,1.2,
2011-12-17,71.0,58.708,35.0,19.165,33.726,14.56,0.0,5.875,10.0,3.938,0.1,
2011-12-18,64.0,51.75,35.0,12.375,20.688,8.312,0.0,9.02,10.4,5.767,1.9,
2011-12-19,68.0,53.208,36.0,21.5,44.646,23.146,0.0,11.188,10.7,6.267,3.0,
2011-12-20,82.0,62.708,53.0,22.714,47.453,24.739,0.0,4.875,8.4,5.346,2.4,
2011-12-21,86.0,64.5,39.0,29.875,63.688,33.812,0.0,20.479,12.1,6.558,2.0,
2011-12-22,77.0,59.958,34.0,24.43,66.42,41.99,0.0,26.5,10.8,6.675,4.1,
2011-12-23,78.0,62.167,43.0,11.833,22.167,10.333,0.0,3.416,9.0,3.804,0.5,
2011-12-24,82.0,61.958,37.0,21.5,43.98,22.479,0.0,9.062,8.2,3.112,-0.6,
2011-12-25,68.0,50.458,28.0,9.358,16.822,7.464,0.0,4.75,8.3,3.062,0.4,
2011-12-26,73.0,60.333,45.0,17.021,33.938,16.916,0.0,6.062,5.7,2.217,-0.1,
2011-12-27,82.0,65.667,41.0,21.203,38.03,16.827,0.0,5.771,8.6,2.95,-1.2,
2011-12-28,84.0,70.0,52.0,31.854,69.0,37.146,0.0,10.354,7.4,3.562,0.3,
2011-12-29,89.0,69.75,40.0,21.104,49.792,28.688,0.0,17.812,11.5,4.696,-1.0,
2011-12-30,69.0,60.75,39.0,10.52,18.792,8.271,0.0,5.979,9.0,4.354,1.7,
2011-12-31,78.0,61.375,30.0,15.152,22.744,7.592,0.0,8.27,10.8,3.933,0.5,
2012-01-01,76.0,59.167,37.0,12.604,17.666,5.062,0.0,,8.1,2.733,-1.7,12.542
2012-01-02,83.0,69.0,46.0,14.271,25.479,11.208,0.0,,11.0,5.204,1.8,19.542
2012-01-03,70.0,48.917,31.0,7.352,11.91,4.558,0.0,,5.0,2.183,-0.1,7.167
2012-01-04,76.0,63.583,42.0,10.23,17.229,7.0,0.0,,5.9,1.217,-0.8,4.333
2012-01-05,84.0,65.667,38.0,24.958,37.125,12.166,0.0,,6.5,1.662,-1.1,13.25
2012-01-06,87.0,70.042,45.0,19.5,36.73,17.229,0.0,,8.8,2.45,-2.8,16.125
2012-01-07,87.0,70.125,44.0,29.666,60.479,30.812,0.0,,10.5,4.204,0.0,22.375
2012-01-08,87.0,71.958,43.0,28.326,63.092,34.767,0.0,,11.1,4.033,-0.1,22.292
2012-01-09,89.0,64.208,33.0,22.875,54.125,31.25,0.0,,9.8,3.888,-0.1,15.75
2012-01-10,69.0,57.625,43.0,22.104,42.73,20.625,0.0,,7.3,3.188,1.0,7.583
2012-01-11,77.0,60.625,33.0,27.44,48.806,21.366,0.0,,9.1,2.912,-0.1,11.458
2012-01-12,84.0,67.125,36.0,32.504,61.327,28.822,0.0,,10.3,3.383,-1.9,21.833
2012-01-13,89.0,73.542,56.0,30.333,52.917,22.583,0.0,,8.5,4.217,-1.1,37.417
2012-01-14,90.0,84.458,67.0,14.938,23.27,8.333,30.0,,6.9,5.167,3.5,10.292
2012-01-15,80.0,63.417,47.0,14.312,28.23,13.916,0.0,,7.8,4.342,2.9,12.458
2012-01-16,83.0,61.292,38.0,35.521,60.188,24.666,0.0,,8.7,4.112,-0.1,16.375
2012-01-17,71.0,59.0,43.0,19.292,36.5,17.208,0.0,,8.4,4.342,0.9,15.333
2012-01-18,71.0,58.625,41.0,12.645,24.542,11.896,0.0,,5.9,1.729,-0.1,5.25
2012-01-19,79.0,59.375,38.0,25.625,50.5,24.875,0.0,,9.3,3.858,-1.6,15.208
2012-01-20,70.0,54.875,40.0,10.812,16.938,6.125,0.0,,8.7,5.608,2.2,22.417
2012-01-21,90.0,72.625,47.0,33.261,64.823,31.562,8.0,,8.5,3.967,-1.0,23.75
2012-01-22,92.0,85.458,69.0,25.378,57.016,31.638,13.0,,9.8,6.804,5.1,10.958
2012-01-23,90.0,72.208,50.0,23.854,45.146,21.292,0.0,,8.9,5.788,3.0,6.083
2012-01-24,92.0,68.25,42.0,27.812,53.667,25.854,0.0,,10.8,5.867,0.0,14.917
2012-01-25,62.0,40.667,22.0,15.084,28.583,13.5,0.0,,7.9,4.892,0.2,16.0
2012-01-26,78.0,44.833,22.0,12.334,22.438,10.104,0.0,,6.5,1.842,-1.4,4.5
2012-01-27,78.0,57.958,39.0,14.25,21.125,6.875,0.0,,4.8,1.3,-2.3,8.042
2012-01-28,81.0,63.833,49.0,19.625,37.229,17.604,0.0,,5.0,1.658,-1.5,8.348
2012-01-29,80.0,61.542,41.0,32.292,67.146,34.854,0.0,,8.7,4.429,-0.2,18.917
2012-01-30,83.0,67.792,52.0,26.418,47.858,21.44,0.0,,10.1,5.862,2.8,26.958
2012-01-31,90.0,62.25,21.0,30.125,60.916,30.792,0.0,,14.3,5.388,-0.4,25.042
2012-02-01,88.0,68.917,45.0,34.896,71.792,36.896,1.0,,12.3,6.679,-0.4,27.958
2012-02-02,92.0,76.875,56.0,21.396,36.812,15.417,5.0,,18.2,11.492,8.4,20.417
2012-02-03,72.0,52.625,32.0,8.688,13.375,4.688,1.0,,12.7,8.242,5.1,17.625
2012-02-04,92.0,84.667,59.0,29.25,59.479,30.23,14.0,,9.6,6.642,4.6,17.208
2012-02-05,75.0,56.583,41.0,14.801,27.342,12.542,0.0,,8.1,5.983,4.6,13.75
2012-02-06,92.0,85.125,65.0,24.188,46.125,21.938,14.0,,8.1,4.812,2.3,7.458
2012-02-07,91.0,68.792,47.0,23.25,51.208,27.958,0.0,,9.3,5.317,2.1,13.955
2012-02-08,70.0,56.375,33.0,10.188,21.108,10.92,0.0,,3.0,1.05,-0.1,6.417
2012-02-09,79.0,57.25,33.0,15.438,26.292,10.855,0.0,,6.8,1.875,-1.6,11.667
2012-02-10,85.0,61.042,34.0,18.334,27.75,9.416,0.0,,9.1,2.962,-2.6,19.208
2012-02-11,74.0,56.375,37.0,11.562,19.188,7.625,0.0,,8.2,3.858,-0.1,22.708
2012-02-12,91.0,67.167,38.0,24.062,39.479,15.416,12.0,,7.6,2.854,-1.4,18.667
2012-02-13,91.0,72.333,46.0,20.417,38.208,17.792,5.0,,8.3,4.025,1.1,13.958
2012-02-14,88.0,66.958,34.0,25.896,49.354,23.458,0.0,,12.7,5.354,0.1,16.167
2012-02-15,88.0,81.458,70.0,24.875,47.02,22.146,10.0,,6.1,4.458,3.0,10.25
2012-02-16,79.0,66.25,46.0,10.479,20.25,9.771,0.0,,4.9,1.567,-0.9,8.958
2012-02-17,86.0,66.375,47.0,16.812,25.847,9.036,0.0,,4.0,0.875,-2.9,10.458
2012-02-18,93.0,89.167,62.0,27.27,46.042,18.771,54.0,,5.3,3.708,1.7,7.333
2012-02-19,87.0,74.625,58.0,17.69,34.362,16.672,0.0,,4.4,2.596,-0.4,12.583
2012-02-20,85.0,64.417,48.0,23.416,47.5,24.083,1.0,,8.1,2.788,-1.0,12.042
2012-02-21,77.0,60.583,39.0,20.292,39.688,19.396,0.0,,7.8,2.675,-1.1,14.263
2012-02-22,77.0,55.833,35.0,33.375,54.333,20.958,0.0,,8.1,3.858,-0.1,26.583
2012-02-23,82.0,62.667,42.0,14.438,24.208,9.77,0.0,,7.4,3.883,0.3,17.458
2012-02-24,85.0,61.25,48.0,10.584,16.938,6.354,0.0,,6.2,2.562,-0.1,10.292
2012-02-25,73.0,55.708,34.0,16.958,33.73,16.771,0.0,,7.1,2.512,-1.2,8.913
2012-02-26,89.0,63.0,31.0,22.382,34.344,11.962,4.0,,9.4,4.421,-1.1,21.958
2012-02-27,92.0,78.167,55.0,22.292,36.125,13.834,5.0,,12.7,7.054,3.8,18.083
2012-02-28,82.0,58.292,27.0,28.771,49.688,20.916,0.0,,16.1,8.675,3.9,23.25
2012-02-29,,,,,,,,,,,,
2012-03-01,92.0,73.667,52.0,33.729,64.354,30.625,26.0,,11.6,7.996,3.7,18.125
2012-03-02,70.0,60.667,45.0,9.584,17.062,7.479,0.0,,6.7,4.188,1.5,21.208
2012-03-03,75.0,57.083,33.0,11.416,18.312,6.896,0.0,,9.1,3.329,0.3,11.792
2012-03-04,84.0,60.5,30.0,24.042,41.062,17.02,0.0,,10.4,4.067,-2.2,13.826
2012-03-05,77.0,58.208,29.0,24.916,38.021,13.104,0.0,,13.4,6.758,2.6,33.792
2012-03-06,85.0,59.708,25.0,29.746,47.642,17.896,0.0,,15.6,7.896,0.5,34.375
2012-03-07,87.0,60.292,26.0,31.668,46.199,14.532,0.0,,19.3,11.242,2.8,32.375
2012-03-08,82.0,51.958,25.0,36.125,55.438,19.312,0.0,,19.9,14.35,9.3,38.583
2012-03-09,69.0,44.042,21.0,29.521,39.979,10.458,0.0,,22.9,15.467,8.7,57.375
2012-03-10,86.0,68.875,60.0,17.334,23.27,5.938,4.0,,17.3,8.279,0.6,34.25
2012-03-11,74.0,46.042,20.0,17.521,31.917,14.396,1.0,,12.6,5.146,0.3,11.261
2012-03-12,78.0,51.042,22.0,26.584,38.292,11.708,0.0,,18.2,7.871,-1.9,15.792
2012-03-13,90.0,68.0,40.0,26.938,44.166,17.229,18.0,,19.9,11.55,6.2,18.958
2012-03-14,85.0,53.458,33.0,10.938,19.042,8.104,1.0,,8.9,5.038,0.1,11.667
2012-03-15,87.0,56.792,30.0,31.208,49.542,18.334,0.0,,14.5,5.775,-2.0,15.667
2012-03-16,85.0,56.667,31.0,28.31,46.809,18.498,0.0,,15.7,8.679,1.1,27.417
2012-03-17,85.0,52.0,16.0,17.542,23.458,5.916,0.0,,19.2,11.083,2.9,40.167
2012-03-18,92.0,70.167,41.0,18.104,23.479,5.375,33.0,,21.4,16.271,12.0,31.292
2012-03-19,91.0,65.958,38.0,27.383,42.902,15.519,0.0,,22.7,16.117,11.8,28.75
2012-03-20,91.0,73.875,54.0,29.5,40.896,11.395,4.0,,15.2,11.971,7.4,31.917
2012-03-21,72.0,50.042,26.0,12.105,22.438,10.334,0.0,,12.8,6.679,1.5,8.875
2012-03-22,82.0,50.333,15.0,25.416,35.812,10.396,0.0,,18.1,9.242,-0.3,12.625
2012-03-23,70.0,53.917,35.0,17.208,27.854,10.645,0.0,,14.7,10.217,4.3,22.083
2012-03-24,72.0,54.708,37.0,13.521,18.354,4.834,0.0,,19.4,11.146,3.3,21.333
2012-03-25,62.0,50.167,35.0,10.606,18.973,8.367,0.0,,13.8,9.625,4.5,18.5
2012-03-26,77.0,50.208,28.0,20.521,34.438,13.917,0.0,,12.0,6.55,1.5,16.208
2012-03-27,80.0,55.708,33.0,31.208,47.5,16.292,0.0,,15.1,9.054,3.3,17.739
2012-03-28,87.0,79.125,70.0,27.708,43.021,15.312,2.0,,17.0,13.05,10.4,15.292
2012-03-29,91.0,68.75,48.0,20.625,44.834,24.208,0.0,,17.9,13.088,9.3,22.083
2012-03-30,65.0,44.875,23.0,13.27,20.646,7.375,0.0,,17.7,11.221,6.4,18.375
2012-03-31,63.0,53.917,41.0,12.604,16.062,3.458,0.0,,17.3,11.008,7.5,16.333
2012-04-01,86.0,62.458,38.0,10.479,15.73,5.25,0.0,,12.9,6.783,2.0,13.625
2012-04-02,87.0,50.417,11.0,21.542,34.271,12.73,0.0,,18.5,9.646,1.4,20.696
2012-04-03,92.0,69.958,48.0,25.972,49.568,23.597,39.0,,14.0,10.267,6.9,19.292
2012-04-04,74.0,49.125,21.0,17.5,26.604,9.104,1.0,,14.8,9.117,4.6,16.75
2012-04-05,88.0,58.792,34.0,20.729,30.5,9.771,4.0,,16.7,11.296,6.7,26.667
2012-04-06,91.0,71.25,42.0,15.854,26.084,10.229,3.0,,11.6,6.938,3.8,15.458
2012-04-07,82.0,53.375,28.0,11.166,19.416,8.25,0.0,,11.3,6.25,2.3,14.875
2012-04-08,80.0,53.417,21.0,13.704,18.072,4.368,0.0,,15.7,8.046,-0.2,19.333
2012-04-09,83.0,60.292,28.0,23.896,32.188,8.292,0.0,,21.4,12.875,4.8,33.667
2012-04-10,88.0,57.292,32.0,21.438,33.084,11.645,0.0,,22.0,15.604,8.6,40.833
2012-04-11,92.0,86.667,60.0,29.396,50.271,20.875,32.0,,15.0,13.892,12.3,26.708
2012-04-12,91.0,53.958,26.0,19.0,27.396,8.396,0.0,,21.7,16.188,10.9,22.792
2012-04-13,90.0,65.833,39.0,23.042,36.562,13.521,3.0,,19.1,14.442,11.2,27.542
2012-04-14,91.0,70.792,37.0,10.938,18.188,7.25,7.0,,17.8,12.0,8.7,15.208
2012-04-15,88.0,60.0,25.0,12.271,16.334,4.062,0.0,,19.7,12.608,5.5,14.375
2012-04-16,87.0,71.542,48.0,17.166,24.02,6.854,0.0,,20.0,14.121,10.3,16.458
2012-04-17,90.0,63.792,33.0,17.582,30.35,12.769,0.0,,22.4,14.117,8.2,19.208
2012-04-18,86.0,49.667,18.0,19.938,28.834,8.896,0.0,,24.6,14.621,6.2,21.5
2012-04-19,89.0,55.667,21.0,18.625,27.77,9.146,6.0,,24.7,16.375,8.7,21.609
2012-04-20,91.0,88.792,86.0,21.208,32.73,11.521,10.0,,15.8,14.488,12.7,16.043
2012-04-21,91.0,72.917,49.0,11.521,18.0,6.479,0.0,,22.5,16.521,11.9,10.583
2012-04-22,90.0,80.708,71.0,4.708,5.958,1.25,10.0,,16.4,14.329,13.1,4.333
2012-04-23,91.0,67.833,40.0,19.958,30.584,10.625,2.0,,24.3,18.088,13.9,15.348
2012-04-24,87.0,61.542,31.0,25.812,36.312,10.5,0.0,,25.8,18.246,11.2,46.167
2012-04-25,84.0,58.75,30.0,20.354,29.542,9.188,0.0,,26.5,19.896,13.6,54.125
2012-04-26,87.0,77.708,64.0,13.327,18.35,5.022,3.0,,19.5,16.604,13.0,23.958
2012-04-27,67.0,37.542,16.0,12.916,20.958,8.041,0.0,,25.1,17.346,11.9,10.708
2012-04-28,78.0,45.542,8.0,20.396,26.938,6.542,0.0,,30.8,18.762,8.4,15.208
2012-04-29,85.0,58.875,23.0,14.416,17.792,3.375,0.0,,28.3,20.458,13.4,21.042
2012-04-30,90.0,74.5,48.0,11.812,16.354,4.542,4.0,,22.6,19.071,16.7,20.542
2012-05-01,85.0,68.792,54.0,3.896,5.438,1.542,0.0,,22.9,20.071,17.6,9.435
2012-05-02,89.0,84.125,74.0,13.008,18.504,5.496,18.0,,19.2,18.417,17.7,4.667
2012-05-03,89.0,74.417,53.0,8.062,12.854,4.792,1.0,,23.7,18.796,15.6,6.708
2012-05-04,80.0,66.208,56.0,4.875,8.5,3.625,0.0,,18.4,16.479,14.9,6.042
2012-05-05,83.0,61.208,34.0,9.635,13.665,4.03,1.0,,25.8,18.358,12.2,19.083
2012-05-06,88.0,63.792,35.0,9.729,12.562,2.834,1.0,,22.9,17.1,13.3,30.333
2012-05-07,69.0,56.25,33.0,18.666,25.396,6.729,0.0,,24.6,18.117,11.8,29.083
2012-05-08,86.0,52.542,23.0,21.375,29.75,8.375,0.0,,26.4,19.779,13.0,45.208
2012-05-09,84.0,68.375,42.0,24.084,34.875,10.792,2.0,,25.2,18.783,14.3,51.875
2012-05-10,87.0,57.917,34.0,12.208,19.417,7.208,0.0,,22.4,16.471,12.1,26.875
2012-05-11,68.0,57.292,45.0,8.591,19.193,10.602,0.0,,17.0,13.354,11.1,7.083
2012-05-12,76.0,56.75,35.0,7.52,15.375,7.854,0.0,,18.3,12.921,9.8,7.542
2012-05-13,80.0,51.75,26.0,11.771,16.5,4.729,0.0,,22.3,15.042,6.8,14.833
2012-05-14,70.0,49.458,20.0,18.919,28.61,9.69,0.0,,26.2,18.842,10.5,20.542
2012-05-15,91.0,85.083,73.0,22.117,32.943,10.826,10.0,,17.7,16.938,15.7,10.542
2012-05-16,91.0,58.5,25.0,20.875,32.375,11.5,0.0,,25.7,19.642,14.2,24.625
2012-05-17,82.0,52.375,16.0,21.438,29.208,7.77,4.0,,27.9,20.25,13.9,42.5
2012-05-18,87.0,53.958,27.0,13.958,21.792,7.834,0.0,,24.0,18.071,13.2,28.375
2012-05-19,82.0,46.0,20.0,15.562,19.896,4.333,0.0,,27.1,19.021,10.3,21.792
2012-05-20,68.0,56.083,40.0,6.812,8.02,1.208,0.0,,23.8,19.688,15.3,22.792
2012-05-21,75.0,57.958,34.0,13.48,20.271,6.792,0.0,,25.1,19.954,16.8,22.542
2012-05-22,87.0,69.792,42.0,18.938,32.125,13.188,0.0,,24.1,18.879,15.3,24.917
2012-05-23,91.0,56.542,25.0,17.315,30.934,13.62,0.0,,26.9,19.012,13.2,21.5
2012-05-24,72.0,46.292,27.0,25.438,35.542,10.105,0.0,,26.5,20.108,12.2,28.13
2012-05-25,86.0,70.083,58.0,33.665,50.012,16.346,2.0,,20.8,17.921,14.2,38.625
2012-05-26,90.0,55.875,22.0,17.146,27.604,10.458,0.0,,27.9,20.212,12.8,30.208
2012-05-27,81.0,51.417,16.0,12.125,15.271,3.146,0.0,,30.3,22.083,14.9,30.208
2012-05-28,77.0,53.458,25.0,15.208,20.875,5.666,0.0,,29.6,22.662,17.0,34.348
2012-05-29,90.0,71.708,45.0,16.964,23.238,6.274,8.0,,25.3,18.908,13.7,40.167
2012-05-30,90.0,67.75,46.0,15.792,23.146,7.354,0.0,,23.7,17.85,12.7,17.25
2012-05-31,79.0,56.625,34.0,16.416,25.5,9.084,0.0,,27.1,21.225,14.6,22.625
2012-06-01,84.0,56.958,33.0,16.081,22.008,5.926,0.0,,29.0,22.833,17.9,27.708
2012-06-02,76.0,62.208,45.0,14.938,22.521,7.583,0.0,,27.0,21.242,16.7,25.583
2012-06-03,73.0,58.5,41.0,6.542,8.542,2.0,0.0,,26.3,21.846,18.2,19.25
2012-06-04,82.0,59.292,33.0,17.292,23.438,6.146,0.0,,28.2,21.562,15.3,19.826
2012-06-05,79.0,67.542,58.0,12.583,15.708,3.125,0.0,,22.4,20.271,18.1,17.0
2012-06-06,72.0,51.417,27.0,12.521,19.292,6.771,0.0,,30.7,23.704,18.9,14.25
2012-06-07,78.0,50.792,18.0,18.125,24.0,5.875,0.0,,30.3,23.821,17.7,27.042
2012-06-08,91.0,72.375,41.0,18.396,26.021,7.625,31.0,,27.9,21.858,18.5,26.417
2012-06-09,91.0,88.833,85.0,17.396,26.688,9.292,15.0,,21.5,19.4,18.2,8.333
2012-06-10,87.0,69.25,48.0,7.224,11.404,4.18,0.0,,26.2,20.725,17.6,17.583
2012-06-11,88.0,67.958,48.0,9.827,14.996,5.168,0.0,,27.2,21.821,16.0,18.083
