date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,CO_mean
2011-12-02,,,15.958,20.604,4.646,1.958,17.125,,4.083
2011-12-03,,,7.375,10.416,3.042,0.792,15.792,,3.75
2011-12-04,,,11.292,14.916,3.625,2.0,13.584,,3.667
2011-12-05,,,22.166,32.688,10.52,3.083,16.792,,4.708
2011-12-06,,,28.146,42.438,14.292,2.417,24.48,,5.333
2011-12-07,,,32.542,57.042,24.5,3.375,43.188,,8.125
2011-12-08,195.778,25.778,30.326,57.848,27.522,2.429,43.173,221.556,6.826
2011-12-09,197.167,25.417,22.084,38.708,16.625,2.042,18.125,222.583,5.958
2011-12-10,193.292,14.917,16.396,26.5,10.104,2.292,13.188,208.208,5.208
2011-12-11,195.708,21.083,21.167,31.938,10.77,2.083,18.458,216.792,6.583
2011-12-12,197.042,24.917,25.062,43.166,18.104,2.542,19.292,221.958,7.583
2011-12-13,199.458,30.458,28.229,43.146,14.917,2.5,18.938,229.917,6.167
2011-12-14,200.958,32.542,30.312,57.938,27.625,2.417,24.938,233.5,6.375
2011-12-15,197.727,32.682,26.239,51.957,25.718,2.0,28.71,230.409,7.391
2011-12-16,195.833,20.0,18.438,31.042,12.604,2.087,13.896,215.833,5.125
2011-12-17,199.667,24.417,25.104,34.812,9.708,2.708,14.646,224.083,5.042
2011-12-18,199.042,21.125,22.292,31.562,9.271,2.042,15.5,220.167,6.042
2011-12-19,201.708,30.125,30.229,50.542,20.312,2.792,23.458,231.833,6.125
2011-12-20,198.333,25.958,26.292,37.167,10.875,2.25,13.646,224.292,4.792
2011-12-21,202.435,33.696,37.068,59.182,22.114,3.955,27.304,236.13,6.174
2011-12-22,205.875,44.542,37.104,89.729,52.625,3.875,45.188,250.417,8.583
2011-12-23,195.375,15.833,15.188,20.666,5.479,2.125,13.916,211.208,3.958
2011-12-24,196.292,15.958,17.48,27.416,9.938,3.292,12.396,212.25,4.833
2011-12-25,198.292,15.833,15.355,20.604,5.25,2.458,12.583,214.125,4.792
2011-12-26,198.25,19.125,21.125,30.812,9.688,2.5,9.958,217.375,4.875
2011-12-27,199.5,22.042,24.75,34.084,9.334,2.125,11.834,221.542,5.333
2011-12-28,195.652,17.783,19.273,22.932,3.659,2.609,12.75,213.435,3.409
2011-12-29,198.708,21.833,29.208,40.792,11.584,3.542,25.458,220.542,5.167
2011-12-30,196.125,12.958,10.75,13.646,2.896,2.083,11.271,209.083,2.792
2011-12-31,199.917,17.0,15.562,19.48,3.916,2.625,16.708,216.917,3.417
2012-01-01,198.792,14.875,9.73,13.73,4.0,1.75,10.271,213.667,
2012-01-02,194.875,8.875,3.292,5.083,1.792,2.875,26.312,203.75,
2012-01-03,196.917,10.792,6.584,8.834,2.25,2.375,8.834,207.708,
2012-01-04,197.708,13.542,10.438,13.27,2.834,2.0,5.979,211.25,
2012-01-05,202.417,22.208,22.688,30.979,8.292,2.667,13.688,224.625,
2012-01-06,201.125,20.042,18.479,23.5,5.021,2.125,13.562,221.167,
2012-01-07,201.833,25.125,25.875,43.084,17.208,3.5,17.812,226.958,
2012-01-08,203.042,34.458,33.98,50.666,16.688,3.208,26.688,237.5,
2012-01-09,206.583,37.25,32.334,59.729,27.396,2.708,25.0,243.833,
2012-01-10,199.773,26.545,23.159,33.454,10.295,2.81,13.788,226.318,
2012-01-11,199.292,26.792,27.438,40.084,12.646,3.087,11.75,226.083,
2012-01-12,200.083,24.458,26.666,34.896,8.23,2.667,21.833,224.542,
2012-01-13,202.417,31.208,31.896,42.625,10.729,4.958,34.688,233.625,
2012-01-14,195.917,19.292,16.37,18.62,2.25,1.625,18.542,215.208,
2012-01-15,195.417,16.0,13.708,16.98,3.271,2.667,12.167,211.417,
2012-01-16,200.042,31.583,28.625,46.625,18.0,3.333,15.834,231.625,
2012-01-17,199.913,28.522,26.253,47.13,20.876,3.136,19.196,228.435,
2012-01-18,195.542,19.875,18.708,26.708,8.0,2.083,7.271,215.417,
2012-01-19,198.583,21.75,24.979,35.146,10.166,2.167,9.958,220.333,
2012-01-20,197.917,17.25,13.812,17.312,3.5,2.261,10.812,215.167,
2012-01-21,194.583,14.208,14.958,21.354,6.396,3.625,10.895,208.792,
2012-01-22,200.333,31.583,33.854,52.729,18.875,2.708,36.083,231.917,
2012-01-23,192.833,15.667,15.584,19.458,3.875,3.0,9.25,208.5,
2012-01-24,190.957,15.261,14.239,19.718,5.478,1.957,12.666,206.217,
2012-01-25,190.875,12.458,10.562,16.666,6.104,2.182,18.583,203.333,
2012-01-26,190.208,10.125,8.5,12.667,4.166,1.542,9.396,200.333,
2012-01-27,194.708,12.625,9.792,13.542,3.75,1.708,7.167,207.333,
2012-01-28,195.958,16.917,16.292,21.146,4.854,1.583,9.75,212.875,
2012-01-29,196.917,20.958,23.0,31.77,8.771,1.875,9.062,217.875,
2012-01-30,196.417,19.0,19.625,27.688,8.062,2.083,10.438,215.417,
2012-01-31,199.087,27.609,28.174,39.587,11.413,3.739,19.478,226.696,
2012-02-01,196.708,26.958,29.854,50.334,20.479,3.667,27.334,223.667,
2012-02-02,183.833,11.708,8.166,12.062,3.896,0.542,19.958,195.542,
2012-02-03,191.333,15.542,10.5,13.02,2.52,3.208,11.875,206.875,
2012-02-04,190.833,19.5,18.375,24.75,6.375,1.833,17.188,210.333,
2012-02-05,191.625,21.333,19.833,23.666,3.834,3.333,17.938,212.958,
2012-02-06,189.25,16.667,16.292,20.208,3.916,1.292,13.812,205.917,
2012-02-07,192.435,20.391,17.476,26.749,9.274,1.783,23.326,212.826,
2012-02-08,194.0,17.167,13.542,18.354,4.812,1.75,12.042,211.167,
2012-02-09,196.375,18.208,16.875,20.584,3.708,2.125,12.396,214.583,
2012-02-10,197.375,19.125,16.812,20.77,3.958,2.292,14.354,216.5,
2012-02-11,198.958,17.792,15.292,19.521,4.229,2.792,16.77,216.75,
2012-02-12,202.375,25.625,29.708,41.25,11.542,4.458,25.375,228.0,
2012-02-13,195.958,20.167,17.812,22.375,4.562,1.792,20.084,216.125,
2012-02-14,203.25,35.958,35.334,58.938,23.604,4.917,21.584,239.208,
2012-02-15,199.304,31.174,31.956,45.63,13.674,2.435,29.41,230.478,
2012-02-16,194.375,13.042,9.916,12.312,2.396,2.875,10.104,207.417,
2012-02-17,196.125,12.333,8.188,10.334,2.146,2.625,8.375,208.458,
2012-02-18,201.542,28.083,30.646,57.604,26.958,3.125,27.0,229.625,
2012-02-19,196.292,22.833,21.0,27.208,6.208,2.542,15.812,219.125,
2012-02-20,195.042,16.333,15.521,20.938,5.416,3.625,12.938,211.375,
2012-02-21,194.455,15.455,15.404,20.412,5.008,2.913,11.334,209.909,
2012-02-22,194.875,18.625,19.688,27.625,7.938,4.083,15.917,213.5,
2012-02-23,193.5,14.542,14.084,17.084,3.0,4.042,19.479,208.042,
2012-02-24,194.25,12.708,9.042,12.125,3.084,2.625,13.605,206.958,
2012-02-25,193.583,11.167,11.438,15.98,4.542,2.417,8.396,204.75,
2012-02-26,195.083,14.958,16.145,22.0,5.854,3.542,11.666,210.042,
2012-02-27,198.75,26.917,29.66,40.974,11.313,3.542,29.646,225.667,
2012-02-28,197.417,23.667,21.771,37.917,16.146,4.375,30.854,221.083,
2012-02-29,,,,,,,,,
2012-03-01,191.913,11.652,8.214,12.072,3.858,2.87,20.392,203.565,
2012-03-02,192.208,11.625,8.521,10.896,2.375,4.522,18.646,203.833,
2012-03-03,195.375,12.708,11.562,13.916,2.354,4.417,13.416,208.083,
2012-03-04,194.042,15.417,16.145,20.729,4.584,5.958,16.5,209.458,
2012-03-05,193.708,14.958,16.062,22.25,6.188,4.25,21.021,208.667,
2012-03-06,194.455,20.182,23.587,30.63,7.044,5.652,25.827,214.636,
2012-03-07,193.75,17.667,18.916,24.125,5.208,6.667,38.292,211.417,
2012-03-08,185.667,8.292,7.729,10.75,3.021,6.083,44.375,193.958,
2012-03-09,188.708,12.875,14.479,17.584,3.104,7.458,47.625,201.583,
2012-03-10,189.5,13.5,9.771,11.438,1.666,5.292,41.792,203.0,
2012-03-11,190.333,13.5,10.5,13.354,2.854,4.75,14.583,203.833,
2012-03-12,191.042,13.708,16.042,21.396,5.354,4.87,16.042,204.75,
2012-03-13,183.667,6.667,4.084,6.521,2.438,3.417,25.938,190.333,
2012-03-14,190.087,13.0,10.608,12.456,1.848,5.045,15.958,203.087,
2012-03-15,193.292,14.458,15.854,21.146,5.292,5.958,18.479,207.75,
2012-03-16,193.625,20.125,20.834,26.542,5.708,5.417,25.229,213.75,
2012-03-17,192.5,11.458,11.042,13.521,2.479,6.083,30.833,203.958,
2012-03-18,184.333,6.625,5.021,7.479,2.458,2.957,51.792,190.958,
2012-03-19,185.875,13.125,15.542,21.375,5.833,4.375,34.333,199.0,
2012-03-20,186.917,11.167,12.375,15.042,2.666,6.217,34.229,198.083,
2012-03-21,188.783,13.13,11.409,13.985,2.576,5.435,14.174,201.913,
2012-03-22,189.333,14.333,14.958,18.688,3.729,5.0,16.145,203.667,
2012-03-23,192.583,18.792,15.542,19.25,3.708,5.417,24.438,211.375,
2012-03-24,192.208,14.042,14.812,16.875,2.062,6.75,29.062,206.25,
2012-03-25,191.792,15.667,15.875,18.98,3.104,4.875,28.854,207.458,
2012-03-26,192.25,14.458,14.292,17.062,2.771,4.417,14.688,206.708,
2012-03-27,196.087,23.565,24.956,30.935,5.978,3.696,26.354,219.652,
2012-03-28,201.792,32.875,31.854,48.396,16.542,6.083,46.625,234.667,
2012-03-29,190.667,21.375,16.354,23.104,6.75,5.292,30.125,212.042,
2012-03-30,191.667,13.792,13.5,16.042,2.542,5.792,26.271,205.458,
2012-03-31,194.75,15.042,14.104,16.792,2.688,3.958,26.938,209.792,
2012-04-01,195.917,20.667,8.042,10.542,2.5,3.75,18.125,216.583,
2012-04-02,197.958,22.458,11.312,14.729,3.416,3.583,16.854,220.417,
2012-04-03,189.75,16.833,5.812,8.854,3.042,2.75,29.25,206.583,
2012-04-04,190.792,16.583,5.834,9.438,3.604,3.0,18.334,207.375,
2012-04-05,191.857,18.381,8.892,11.652,2.761,4.682,34.348,210.238,
2012-04-06,196.083,24.292,15.438,18.604,3.167,3.958,24.896,220.375,
2012-04-07,196.875,22.333,11.604,14.146,2.542,3.417,16.812,219.208,
2012-04-08,197.833,18.708,7.729,9.584,1.854,3.708,15.98,216.542,
2012-04-09,195.0,18.917,11.083,14.604,3.521,4.125,34.312,213.917,
2012-04-10,201.3,33.0,16.941,20.462,3.521,4.522,43.021,234.3,
2012-04-11,,,11.562,14.75,3.188,2.708,35.5,,
2012-04-12,,,16.508,21.5,4.991,3.958,37.479,,
2012-04-13,,,22.062,26.646,4.584,5.125,40.396,,
2012-04-14,,,13.25,14.875,1.625,2.583,22.708,,
2012-04-15,,,12.062,13.52,1.458,3.917,26.042,,
2012-04-16,,,21.146,26.333,5.188,5.458,32.5,,
2012-04-17,,,23.333,30.125,6.792,3.5,32.062,,
2012-04-18,187.308,16.538,17.538,20.462,2.924,4.391,30.375,203.846,
2012-04-19,188.5,15.083,13.916,15.666,1.75,4.292,21.625,203.583,
2012-04-20,189.208,17.5,14.458,16.084,1.625,4.125,20.479,206.708,
2012-04-21,188.5,12.917,11.521,13.104,1.584,4.167,21.896,201.417,
2012-04-22,194.292,19.75,19.542,21.438,1.896,3.292,27.646,214.042,
2012-04-23,193.083,26.292,25.666,34.292,8.625,1.0,19.75,219.375,
2012-04-24,187.792,19.417,14.604,18.312,3.708,2.583,30.834,207.208,
2012-04-25,187.667,17.125,14.396,17.292,2.896,4.542,39.416,204.792,
2012-04-26,182.261,8.652,4.8,6.071,1.271,1.957,34.208,190.913,
2012-04-27,185.333,17.25,15.739,18.88,3.14,1.0,18.271,202.583,
2012-04-28,187.5,15.958,14.855,18.084,3.229,3.417,29.417,203.458,
2012-04-29,189.042,12.708,11.708,13.938,2.229,3.5,38.375,201.75,
2012-04-30,184.792,13.958,11.521,13.812,2.292,2.875,21.312,198.75,
2012-05-01,186.042,16.542,10.792,13.271,2.479,2.667,31.084,202.583,
2012-05-02,181.609,13.739,9.348,10.5,1.152,1.652,22.218,195.348,
2012-05-03,181.417,16.167,9.625,11.458,1.833,1.0,13.333,197.583,
2012-05-04,183.25,20.125,13.125,15.938,2.812,1.875,23.646,203.375,
2012-05-05,182.583,13.417,9.875,13.438,3.562,2.667,22.521,196.0,
2012-05-06,183.542,14.0,9.77,11.375,1.604,2.5,35.979,197.542,
2012-05-07,186.458,15.417,15.0,17.75,2.75,5.083,32.875,201.875,
2012-05-08,186.292,16.125,17.5,19.792,2.292,4.75,44.834,202.417,
2012-05-09,192.625,27.75,26.021,31.146,5.125,5.0,71.875,220.375,
2012-05-10,189.318,20.727,19.608,22.696,3.087,4.609,39.543,210.045,
2012-05-11,188.917,14.167,12.084,16.23,4.146,3.167,18.208,203.083,
2012-05-12,189.583,14.875,11.666,13.604,1.938,2.917,16.938,204.458,
2012-05-13,189.458,12.833,9.625,11.188,1.562,3.875,19.792,202.292,
2012-05-14,187.792,11.125,8.104,11.021,2.916,2.667,21.584,198.917,
2012-05-15,183.417,10.542,9.104,12.25,3.146,2.208,17.958,193.958,
2012-05-16,188.083,19.5,13.958,17.375,3.416,3.417,31.542,207.583,
2012-05-17,187.304,17.217,12.261,15.282,3.022,3.87,39.562,204.522,
2012-05-18,188.25,15.917,11.521,13.042,1.521,4.083,34.784,204.167,
2012-05-19,189.917,12.542,12.167,14.479,2.312,5.833,37.23,202.458,
2012-05-20,190.333,13.583,9.875,11.125,1.25,4.208,31.104,203.917,
2012-05-21,191.625,17.208,13.646,16.229,2.584,3.667,32.334,208.833,
2012-05-22,188.208,13.958,11.75,13.625,1.875,2.417,20.375,202.167,
2012-05-23,186.375,12.167,10.0,12.188,2.188,2.333,18.062,198.542,
2012-05-24,185.217,9.87,10.448,13.106,2.658,2.261,31.929,195.087,
2012-05-25,185.208,12.458,13.333,15.916,2.584,3.292,39.062,197.667,
2012-05-26,188.833,15.208,13.625,15.584,1.958,5.958,34.958,204.042,
2012-05-27,185.917,10.375,8.23,10.229,2.0,3.75,29.292,196.292,
2012-05-28,184.458,8.542,7.77,10.854,3.084,4.583,27.834,193.0,
2012-05-29,184.333,8.625,6.875,9.729,2.854,2.667,28.062,192.958,
2012-05-30,189.087,25.609,13.13,15.767,2.636,3.913,25.739,214.696,
2012-05-31,191.5,24.917,12.73,15.334,2.604,4.5,29.625,216.417,
2012-06-01,189.75,21.0,15.625,19.438,3.812,2.667,33.125,210.75,
2012-06-02,196.667,26.708,19.104,21.854,2.75,4.375,47.48,223.375,
2012-06-03,192.25,18.75,10.688,11.729,1.042,4.833,36.333,211.0,
2012-06-04,190.542,16.708,13.625,17.625,4.0,4.208,28.125,207.25,
2012-06-05,184.0,12.083,11.25,14.98,3.729,3.625,20.354,196.083,
2012-06-06,187.739,18.217,12.493,14.524,2.03,2.13,16.63,205.957,
2012-06-07,187.5,14.083,10.0,12.771,2.771,2.958,18.896,201.583,
2012-06-08,184.875,12.042,10.667,14.812,4.146,2.708,31.771,196.917,
2012-06-09,185.667,13.75,8.604,10.625,2.021,1.875,15.416,199.417,
2012-06-10,186.625,13.792,7.458,9.646,2.188,2.417,15.562,200.417,
2012-06-11,192.667,20.667,13.646,16.375,2.73,4.458,23.0,213.333,
2012-06-12,193.458,21.75,21.244,25.211,3.966,3.458,23.958,215.208,
2012-06-13,189.958,15.333,8.292,10.771,2.479,1.958,16.188,205.292,
2012-06-14,193.478,20.087,13.129,17.059,3.929,3.696,21.083,213.565,
2012-06-15,194.083,20.5,14.666,19.229,4.562,4.958,26.146,214.583,
2012-06-16,188.542,14.958,9.125,13.334,4.208,1.458,17.958,203.5,
2012-06-17,185.917,19.542,9.979,13.875,3.896,1.583,26.312,205.458,
2012-06-18,194.167,21.667,14.208,19.521,5.312,2.542,26.23,215.833,
2012-06-19,187.25,21.583,9.021,12.188,3.167,2.75,35.334,208.833,
2012-06-20,176.958,11.417,2.458,5.73,3.27,1.083,42.438,188.375,
2012-06-21,185.783,18.13,12.696,18.326,5.631,2.87,28.938,203.913,
2012-06-22,188.75,23.792,14.458,18.854,4.396,1.833,21.854,212.542,
2012-06-23,194.75,17.458,12.479,16.771,4.292,2.625,27.042,212.208,
2012-06-24,191.167,17.583,10.438,14.188,3.75,2.958,27.084,208.75,
2012-06-25,189.583,18.542,11.354,14.792,3.438,3.167,18.042,208.125,
2012-06-26,191.292,20.625,10.5,12.75,2.25,4.417,23.188,211.917,
2012-06-27,191.348,21.435,14.918,18.528,3.61,5.174,27.562,212.783,
2012-06-28,191.708,27.75,17.834,24.875,7.042,4.417,23.722,219.458,
2012-06-29,191.417,23.792,13.73,17.062,3.333,4.333,20.062,215.208,
2012-06-30,189.833,19.208,14.042,18.562,4.52,4.458,24.708,209.042,
2012-07-01,189.25,18.708,15.167,19.229,4.062,5.958,27.812,207.958,
2012-07-02,190.625,24.75,15.98,20.604,4.625,2.792,24.334,215.375,
2012-07-03,185.333,18.542,11.896,15.625,3.729,3.333,28.666,203.875,
2012-07-04,187.292,19.292,10.73,13.23,2.5,2.583,27.25,206.583,
2012-07-05,186.864,19.818,14.154,18.146,3.991,1.87,42.326,206.682,
2012-07-06,192.833,23.833,18.979,23.208,4.229,4.333,62.292,216.667,
2012-07-07,185.958,20.5,12.417,16.438,4.021,2.087,29.25,206.458,
2012-07-08,188.417,17.917,9.042,11.229,2.188,2.917,25.292,206.333,
2012-07-09,187.292,20.708,14.542,21.042,6.5,4.5,29.792,208.0,
2012-07-10,180.542,13.125,9.646,15.0,5.354,3.917,31.188,193.667,
2012-07-11,179.458,12.917,7.77,13.166,5.396,3.458,27.834,192.375,
2012-07-12,174.714,9.333,2.742,5.674,2.933,2.1,33.021,184.048,
2012-07-13,176.542,7.875,5.562,9.625,4.062,2.583,40.167,184.417,
2012-07-14,175.458,7.542,4.375,7.854,3.479,2.458,47.812,183.0,
2012-07-15,175.542,7.542,4.646,9.562,4.916,2.125,32.354,183.083,
2012-07-16,177.208,7.5,3.542,8.542,5.0,2.0,32.52,184.708,
2012-07-17,177.583,8.333,5.083,10.375,5.292,2.458,31.5,185.917,
2012-07-18,182.333,17.583,10.958,23.396,12.438,3.208,37.375,199.917,
2012-07-19,185.696,16.957,11.217,16.326,5.108,3.13,42.354,202.652,
2012-07-20,190.042,20.333,11.292,14.542,3.25,4.583,32.167,210.375,
2012-07-21,192.458,17.042,15.146,19.854,4.708,2.958,27.458,209.5,
2012-07-22,193.458,16.708,13.146,16.688,3.542,4.292,35.416,210.167,
2012-07-23,196.375,31.583,17.562,25.854,8.292,4.167,35.854,227.958,
2012-07-24,190.5,20.458,16.167,25.854,9.688,3.25,39.146,210.958,
2012-07-25,186.917,13.708,12.312,17.562,5.25,3.333,54.562,200.625,
2012-07-26,186.591,15.227,12.568,16.318,3.75,4.045,64.501,201.818,
2012-07-27,183.833,14.25,10.875,15.604,4.729,4.304,53.312,198.083,
2012-07-28,176.917,9.333,7.625,13.062,5.438,3.458,33.042,186.25,
2012-07-29,177.042,9.208,5.916,10.354,4.438,3.167,31.166,186.25,
2012-07-30,175.958,8.125,4.98,11.042,6.062,3.25,25.416,184.083,
2012-07-31,180.333,14.708,6.625,12.333,5.708,3.25,27.812,195.042,
2012-08-01,183.708,15.5,8.292,17.062,8.771,3.208,33.584,199.208,
2012-08-02,178.136,11.091,7.614,17.068,9.454,2.696,29.0,189.227,
2012-08-03,181.208,19.208,7.771,15.042,7.271,3.917,24.688,200.417,
2012-08-04,180.125,17.625,7.833,14.229,6.396,2.958,25.146,197.75,
2012-08-05,175.583,12.833,5.083,16.666,11.584,2.0,28.354,188.417,
2012-08-06,174.583,17.167,8.438,17.958,9.521,3.583,27.083,191.75,
2012-08-07,181.583,22.208,14.083,23.625,9.542,3.208,42.208,203.792,
2012-08-08,184.0,18.0,10.521,13.333,2.812,4.667,26.854,202.0,
2012-08-09,187.348,19.391,15.63,19.63,4.0,5.522,27.62,206.739,
2012-08-10,181.583,11.167,10.104,15.208,5.104,4.292,34.542,192.75,
2012-08-11,174.375,7.917,6.875,12.98,6.104,3.25,32.875,182.292,
2012-08-12,174.0,8.708,6.02,11.938,5.916,3.125,26.542,182.708,
2012-08-13,173.375,8.708,5.0,9.771,4.77,2.292,32.562,182.083,
2012-08-14,174.0,8.708,5.521,11.0,5.48,2.0,30.75,182.708,
2012-08-15,171.75,8.458,6.479,14.458,7.98,2.292,28.542,180.208,
2012-08-16,172.636,9.455,5.661,11.952,6.292,2.261,28.896,182.091,
2012-08-17,178.25,19.583,12.5,19.021,6.521,4.0,33.875,197.833,
2012-08-18,176.208,16.375,6.875,13.875,7.0,3.417,22.312,192.583,
2012-08-19,178.667,12.5,6.5,12.188,5.688,3.208,23.334,191.167,
2012-08-20,181.0,16.333,9.792,16.875,7.084,3.917,26.271,197.333,
2012-08-21,176.625,9.625,7.0,13.958,6.958,3.542,24.916,186.25,
2012-08-22,173.667,9.208,6.188,13.438,7.25,3.667,24.875,182.875,
2012-08-23,175.348,10.087,6.326,14.456,8.13,3.652,22.565,185.435,
2012-08-24,178.042,11.583,7.438,15.25,7.812,3.5,22.479,189.625,
2012-08-25,180.417,13.208,7.021,13.646,6.625,3.542,27.834,193.625,
2012-08-26,180.042,12.625,5.854,13.729,7.875,1.792,18.188,192.667,
2012-08-27,179.625,11.5,5.604,13.395,7.792,2.417,20.854,191.125,
2012-08-28,179.667,8.583,5.479,11.146,5.667,4.208,22.521,188.25,
2012-08-29,178.167,8.417,4.77,11.271,6.5,2.083,23.083,186.583,
2012-08-30,173.609,10.0,6.978,13.674,6.696,1.696,29.167,183.609,
2012-08-31,173.958,9.833,6.583,12.146,5.562,1.833,24.396,183.792,
2012-09-01,182.333,17.0,10.562,17.208,6.646,2.333,25.25,199.333,
2012-09-02,182.833,15.583,9.292,11.98,2.688,2.167,21.979,198.417,
2012-09-03,182.583,17.75,11.916,17.688,5.771,2.5,24.208,200.333,
2012-09-04,178.75,13.792,8.521,13.98,5.458,2.0,23.792,192.542,
2012-09-05,185.25,22.667,17.271,21.958,4.688,3.75,37.354,207.917,
2012-09-06,178.095,15.143,11.136,16.978,5.841,2.455,31.296,193.238,
2012-09-07,182.913,28.696,18.05,24.133,6.084,2.143,37.25,211.609,
2012-09-08,178.0,13.75,9.812,15.25,5.438,,32.875,191.75,
2012-09-09,176.042,11.25,5.646,11.292,5.646,,25.938,187.292,
2012-09-10,174.167,9.208,6.916,13.5,6.584,6.0,28.312,183.375,
2012-09-11,175.292,11.0,8.125,14.167,6.042,6.125,30.792,186.292,
2012-09-12,179.708,20.333,14.48,18.77,4.292,4.417,28.458,200.042,
2012-09-13,180.565,18.783,14.196,19.152,4.956,3.913,38.521,199.348,
2012-09-14,176.625,12.125,8.666,12.771,4.104,4.087,29.25,188.75,
2012-09-15,178.125,16.292,8.062,13.375,5.312,2.5,23.479,194.417,
2012-09-16,179.625,16.708,8.375,13.938,5.562,2.292,25.479,196.333,
2012-09-17,174.458,7.875,3.083,6.666,3.584,2.0,32.75,182.333,
2012-09-18,173.583,8.042,4.084,9.25,5.167,2.458,30.25,181.625,
2012-09-19,172.208,7.917,4.73,9.875,5.146,2.125,24.666,180.125,
2012-09-20,177.0,10.273,9.0,13.022,4.021,2.87,43.108,187.273,
2012-09-21,184.0,19.042,14.312,18.896,4.584,3.417,42.125,203.042,
2012-09-22,184.25,17.667,12.875,16.146,3.27,3.417,31.75,201.917,
2012-09-23,181.958,12.417,9.292,11.688,2.396,2.125,21.438,194.375,
2012-09-24,183.0,16.542,12.375,16.938,4.562,3.208,20.084,199.542,
2012-09-25,183.625,16.833,16.792,21.729,4.938,2.417,19.396,200.458,
2012-09-26,186.87,17.826,13.815,17.746,3.93,2.739,22.125,204.696,
2012-09-27,185.958,14.333,11.396,13.938,2.542,2.667,19.188,200.292,
2012-09-28,182.833,13.542,8.562,11.396,2.834,2.083,14.958,196.375,
2012-09-29,181.833,12.708,10.584,14.584,4.0,2.292,23.958,194.542,
2012-09-30,177.792,9.708,4.542,6.208,1.666,2.292,31.25,187.5,
2012-10-01,175.958,7.417,5.5,9.416,3.916,2.458,22.0,183.375,
2012-10-02,183.792,18.458,11.542,15.104,3.562,3.125,29.146,202.25,
2012-10-03,184.792,17.708,14.354,18.562,4.208,2.208,19.875,202.5,
2012-10-04,183.261,12.217,7.892,10.391,2.5,2.818,19.413,195.478,
2012-10-05,191.375,22.042,19.375,24.458,5.084,4.583,30.0,213.417,
2012-10-06,192.0,19.125,17.062,23.104,6.042,5.0,42.042,211.125,
2012-10-07,191.0,16.292,12.084,14.438,2.354,3.625,26.166,207.292,
2012-10-08,194.458,16.292,11.812,13.854,2.042,3.708,24.896,210.75,
2012-10-09,191.667,13.708,11.125,14.355,3.23,3.125,19.521,205.375,
2012-10-10,191.792,15.083,13.854,17.688,3.834,3.167,19.562,206.875,
2012-10-11,190.545,18.318,15.685,19.242,3.557,2.87,20.946,208.864,
2012-10-12,193.292,23.375,18.792,22.146,3.354,4.292,20.916,216.667,
2012-10-13,192.958,17.5,16.125,19.625,3.5,4.333,21.916,210.458,
2012-10-14,196.25,19.5,15.188,18.0,2.812,3.75,30.042,215.75,
2012-10-15,194.958,21.542,19.042,22.834,3.792,4.375,32.333,216.5,
2012-10-16,195.043,17.043,14.218,17.028,2.81,4.391,26.237,212.087,
2012-10-17,197.667,28.167,27.896,34.584,6.688,4.375,32.708,225.833,
2012-10-18,195.667,31.0,24.292,35.458,11.166,3.125,23.179,226.667,
2012-10-19,192.958,17.792,13.584,17.396,3.812,2.917,14.188,210.75,
2012-10-20,193.958,14.917,12.625,19.25,6.625,4.208,15.854,208.875,
2012-10-21,194.875,19.083,13.958,16.458,2.5,4.375,22.666,213.958,
2012-10-22,195.667,18.583,18.834,24.708,5.875,4.25,33.875,214.25,
2012-10-23,186.167,10.208,5.77,8.521,2.75,2.333,15.834,196.375,
2012-10-24,195.5,20.375,14.312,16.812,2.5,3.5,13.166,215.875,
2012-10-25,198.304,32.217,26.414,35.826,9.413,3.826,20.562,230.522,
2012-10-26,196.625,23.542,19.646,24.396,4.75,3.583,25.25,220.167,
2012-10-27,198.333,17.917,15.604,18.688,3.084,3.625,24.562,216.25,
2012-10-28,200.25,21.917,18.5,23.167,4.667,2.542,20.292,222.167,
2012-10-29,195.333,17.042,12.042,16.084,4.042,2.458,11.979,212.375,
2012-10-30,199.417,32.917,26.604,38.604,12.0,3.708,20.562,232.333,
2012-10-31,199.583,27.417,25.667,35.854,10.188,3.5,23.833,227.0,
2012-11-01,197.348,19.87,14.978,26.978,12.0,3.435,23.37,217.217,
2012-11-02,196.667,18.25,15.208,19.542,4.334,3.5,12.479,214.917,
2012-11-03,199.167,20.25,15.166,17.792,2.625,3.083,15.979,219.417,
2012-11-04,199.625,17.708,13.75,16.062,2.312,3.125,14.084,217.333,
2012-11-05,207.583,35.875,35.208,50.646,15.438,4.083,31.708,243.458,
2012-11-06,208.333,39.0,30.375,59.834,29.458,2.083,34.771,247.333,
2012-11-07,198.125,25.25,20.146,27.542,7.396,2.75,22.521,223.375,
2012-11-08,196.455,24.591,21.326,29.109,7.783,2.87,17.289,221.045,
2012-11-09,193.25,26.75,21.77,29.688,7.917,2.917,15.292,220.0,
2012-11-10,190.0,15.333,11.375,15.021,3.646,3.167,15.125,205.333,
2012-11-11,197.0,23.625,17.708,22.666,4.958,2.5,17.834,220.625,
2012-11-12,189.333,15.958,13.625,20.146,6.521,2.0,17.312,205.292,
2012-11-13,190.5,18.458,13.458,25.25,11.792,3.042,22.021,208.958,
2012-11-14,188.087,11.652,11.204,16.614,5.409,3.773,15.966,199.739,
