date,PM25_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2012-05-17,,4.083,5.125,1.042,0.0,21.364
2012-05-18,,4.833,6.042,1.208,0.125,8.042
2012-05-19,,4.333,5.583,1.25,0.417,8.208
2012-05-20,,3.0,3.917,0.917,0.125,8.792
2012-05-21,,3.773,4.773,1.0,0.13,8.417
2012-05-22,,3.75,4.833,1.083,0.042,8.125
2012-05-23,,5.958,7.292,1.333,0.208,9.0
2012-05-24,,5.333,6.75,1.417,0.167,8.792
2012-05-25,,5.208,6.375,1.167,0.25,8.625
2012-05-26,,4.167,5.333,1.167,0.167,8.792
2012-05-27,,1.958,3.0,1.042,0.167,9.583
2012-05-28,,2.273,3.182,0.909,0.0,7.958
2012-05-29,,6.042,7.5,1.458,0.0,9.417
2012-05-30,,6.417,8.417,2.0,0.042,8.583
2012-05-31,,8.333,10.625,2.292,0.083,8.625
2012-06-01,,6.292,9.292,3.0,0.292,8.917
2012-06-02,,1.917,2.958,1.042,0.0,8.5
2012-06-03,,1.583,2.625,1.042,0.0,9.75
2012-06-04,,2.955,4.136,1.182,0.0,8.042
2012-06-05,,5.417,6.958,1.542,0.083,9.375
2012-06-06,,4.292,5.667,1.375,0.083,9.75
2012-06-07,,3.667,4.792,1.125,0.0,8.667
2012-06-08,,3.125,4.333,1.208,0.083,8.833
2012-06-09,,3.25,4.292,1.042,0.0,10.125
2012-06-10,,2.333,3.375,1.042,0.0,9.958
2012-06-11,,2.545,3.727,1.182,0.043,9.458
2012-06-12,,1.875,3.208,1.333,0.0,10.042
2012-06-13,,2.542,3.625,1.083,0.042,7.917
2012-06-14,,2.208,3.083,0.875,0.0,10.667
2012-06-15,,3.5,4.875,1.375,0.042,18.083
2012-06-16,,4.208,5.583,1.375,0.125,31.542
2012-06-17,,5.792,7.167,1.375,0.0,27.958
2012-06-18,,3.955,5.682,1.727,0.087,24.13
2012-06-19,,2.542,3.708,1.167,0.0,8.292
2012-06-20,,3.917,5.083,1.167,0.0,8.292
2012-06-21,,3.292,4.625,1.333,0.042,8.167
2012-06-22,,3.0,4.292,1.292,0.167,10.042
2012-06-23,,3.833,5.208,1.375,0.042,14.167
2012-06-24,,2.292,3.5,1.208,0.042,22.208
2012-06-25,,4.909,6.182,1.273,0.609,31.783
2012-06-26,,6.625,10.0,3.375,0.417,33.958
2012-06-27,,7.875,10.458,2.583,0.375,41.833
2012-06-28,,8.333,10.708,2.375,0.542,40.375
2012-06-29,,6.208,8.167,1.958,0.208,42.75
2012-06-30,,3.375,4.917,1.542,0.208,34.833
2012-07-01,,2.0,3.167,1.167,0.125,31.75
2012-07-02,,5.0,6.955,1.955,0.043,29.292
2012-07-03,,3.625,5.583,1.958,0.0,34.208
2012-07-04,,3.708,5.083,1.375,0.083,31.458
2012-07-05,,5.5,8.0,2.5,0.042,33.667
2012-07-06,,4.5,5.625,1.125,0.0,35.5
2012-07-07,,3.5,4.542,1.042,0.0,34.0
2012-07-08,,2.583,3.5,0.917,0.0,33.667
2012-07-09,,3.455,5.0,1.545,0.0,32.333
2012-07-10,,4.917,6.375,1.458,0.083,32.167
2012-07-11,,4.792,7.0,2.208,0.167,37.542
2012-07-12,,8.167,11.208,3.042,0.0,30.083
2012-07-13,,4.083,5.833,1.75,0.083,30.0
2012-07-14,,2.917,4.25,1.333,0.167,32.208
2012-07-15,,2.083,3.125,1.042,0.042,32.708
2012-07-16,,3.955,5.591,1.636,0.13,32.208
2012-07-17,,4.542,6.375,1.833,0.167,35.75
2012-07-18,,5.042,8.25,3.208,0.292,22.478
2012-07-19,,1.667,2.875,1.208,0.0,8.208
2012-07-20,,1.875,3.0,1.125,0.083,8.125
2012-07-21,,2.542,3.75,1.208,0.042,7.958
2012-07-22,,1.958,2.958,1.0,0.083,8.792
2012-07-23,,2.364,3.773,1.409,0.0,9.0
2012-07-24,,3.167,4.667,1.5,0.0,8.75
2012-07-25,,3.5,4.833,1.333,0.0,9.083
2012-07-26,,4.5,6.417,1.917,0.333,8.792
2012-07-27,,6.458,8.208,1.75,0.25,9.5
2012-07-28,,6.417,9.0,2.583,0.417,9.25
2012-07-29,,1.833,2.75,0.917,0.167,9.208
2012-07-30,,3.727,4.909,1.182,0.0,8.833
2012-07-31,,6.792,8.958,2.167,0.167,9.458
2012-08-01,,9.542,11.708,2.167,0.167,8.875
2012-08-02,,3.125,5.208,2.083,0.0,8.208
2012-08-03,,2.917,4.458,1.542,0.0,8.75
2012-08-04,,3.167,4.375,1.208,0.042,8.708
2012-08-05,,4.833,6.167,1.333,0.0,9.833
2012-08-06,,3.682,6.318,2.636,0.0,9.208
2012-08-07,,4.208,5.5,1.292,0.0,7.958
2012-08-08,,3.833,5.333,1.5,0.0,8.833
2012-08-09,,3.958,5.375,1.417,0.042,9.208
2012-08-10,,6.958,11.917,4.958,0.0,9.458
2012-08-11,,4.292,6.667,2.375,0.0,8.667
2012-08-12,,3.583,5.542,1.958,0.042,8.125
2012-08-13,,6.227,8.455,2.227,0.043,9.292
2012-08-14,,5.958,8.542,2.583,0.042,9.75
2012-08-15,,4.042,5.458,1.417,0.042,10.375
2012-08-16,,6.042,7.875,1.833,0.333,8.417
2012-08-17,,4.75,6.0,1.25,0.208,8.087
2012-08-18,,3.667,5.042,1.375,0.083,10.208
2012-08-19,,2.917,4.083,1.167,0.083,9.917
2012-08-20,,3.727,5.455,1.727,0.348,9.333
2012-08-21,,3.375,4.625,1.25,0.167,9.625
2012-08-22,,4.042,6.375,2.333,0.042,10.208
2012-08-23,,3.958,5.625,1.667,0.292,9.667
2012-08-24,,6.042,7.708,1.667,0.0,9.25
2012-08-25,,3.833,5.917,2.083,0.042,8.083
2012-08-26,,2.5,3.75,1.25,0.167,9.5
2012-08-27,,4.955,6.773,1.818,0.043,10.583
2012-08-28,,4.75,8.958,4.208,0.25,9.958
2012-08-29,,4.875,6.583,1.708,0.0,8.625
2012-08-30,,8.333,10.917,2.583,0.125,11.167
2012-08-31,,7.583,11.25,3.667,0.125,9.125
2012-09-01,,3.25,4.417,1.167,0.042,10.625
2012-09-02,,2.792,4.0,1.208,0.0,13.75
2012-09-03,,2.818,4.455,1.636,0.043,17.833
2012-09-04,,2.875,4.25,1.375,0.042,23.583
2012-09-05,,2.458,3.75,1.292,0.0,24.625
2012-09-06,,3.667,5.292,1.625,0.0,28.583
2012-09-07,,7.375,9.458,2.083,0.083,30.042
2012-09-08,,5.792,8.0,2.208,0.208,35.417
2012-09-09,,7.125,8.75,1.625,0.0,30.667
2012-09-10,,11.455,22.227,10.773,0.0,34.792
2012-09-11,,5.917,9.167,3.25,0.0,36.917
2012-09-12,,4.792,7.25,2.458,0.0,32.333
2012-09-13,,4.25,5.917,1.667,0.083,34.958
2012-09-14,,6.083,10.083,4.0,0.125,32.917
2012-09-15,,6.333,10.417,4.083,0.083,37.333
2012-09-16,,4.167,6.333,2.167,0.25,36.958
2012-09-17,,3.955,5.273,1.318,0.087,26.958
2012-09-18,,5.375,7.458,2.083,0.0,23.0
2012-09-19,,7.625,18.5,10.875,0.042,10.0
2012-09-20,,4.542,13.292,8.75,0.042,8.5
2012-09-21,,7.833,10.625,2.792,0.167,9.792
2012-09-22,,5.792,10.167,4.375,0.458,8.875
2012-09-23,,5.667,7.5,1.833,0.25,9.042
2012-09-24,,8.0,10.182,2.182,0.087,9.083
2012-09-25,,5.75,7.292,1.542,0.0,7.792
2012-09-26,,8.708,10.292,1.583,0.042,8.958
2012-09-27,,6.458,9.0,2.542,0.0,9.458
2012-09-28,,10.583,12.792,2.208,0.125,10.833
2012-09-29,,8.708,10.833,2.125,0.0,18.667
2012-09-30,,5.083,6.25,1.167,0.0,31.958
2012-10-01,,6.0,7.682,1.682,0.0,29.667
2012-10-02,,7.25,11.917,4.667,0.125,28.125
2012-10-03,,6.792,9.042,2.25,0.083,33.542
2012-10-04,,8.5,11.5,3.0,0.083,31.375
2012-10-05,,8.333,14.708,6.375,0.292,31.458
2012-10-06,,10.625,17.792,7.167,0.083,37.667
2012-10-07,,4.583,10.083,5.5,0.042,32.917
2012-10-08,,9.5,14.364,4.864,0.304,31.167
2012-10-09,,10.042,15.917,5.875,0.375,31.333
2012-10-10,,8.292,12.792,4.5,0.333,29.583
2012-10-11,,8.833,11.208,2.375,0.083,30.417
2012-10-12,,11.292,17.125,5.833,0.0,30.417
2012-10-13,,10.833,19.583,8.75,0.042,30.833
2012-10-14,,6.625,9.75,3.125,0.0,25.958
2012-10-15,,6.136,7.864,1.727,0.087,32.292
2012-10-16,,9.875,12.0,2.125,0.125,27.417
2012-10-17,,13.333,18.042,4.708,0.292,36.375
2012-10-18,,6.0,8.333,2.333,0.042,20.783
2012-10-19,,8.458,11.458,3.0,0.208,9.167
2012-10-20,,9.042,10.792,1.75,0.167,9.333
2012-10-21,,5.958,7.083,1.125,0.042,7.25
2012-10-22,,9.273,11.227,1.955,0.304,8.208
2012-10-23,,11.792,15.75,3.958,0.292,9.25
2012-10-24,,4.167,5.75,1.583,0.0,8.917
2012-10-25,,10.792,15.708,4.917,0.792,8.792
2012-10-26,,11.667,20.542,8.875,0.125,8.75
2012-10-27,,10.833,17.625,6.792,0.292,8.292
2012-10-28,,8.0,14.375,6.375,0.125,8.917
2012-10-29,,13.818,24.318,10.5,0.0,7.917
2012-10-30,,11.75,22.583,10.833,0.042,10.042
2012-10-31,,6.625,9.208,2.583,0.042,7.958
2012-11-01,,7.333,9.583,2.25,0.167,8.25
2012-11-02,,6.167,7.875,1.708,0.042,8.208
2012-11-03,,4.375,5.75,1.375,0.0,8.542
2012-11-04,,1.417,2.417,1.0,0.0,8.5
2012-11-05,,10.182,13.227,3.045,0.522,9.458
2012-11-06,,14.0,18.625,4.625,0.25,8.958
2012-11-07,,8.875,10.333,1.458,0.042,14.833
2012-11-08,,13.792,22.625,8.833,0.292,25.583
2012-11-09,,8.917,13.958,5.042,0.5,29.5
2012-11-10,,4.75,6.333,1.583,0.292,26.458
2012-11-11,,5.125,6.542,1.417,0.25,25.625
2012-11-12,,14.045,17.182,3.136,0.0,28.875
2012-11-13,,22.458,40.75,18.292,0.708,38.542
2012-11-14,,19.708,27.833,8.125,0.042,27.0
2012-11-15,,9.458,12.667,3.208,0.125,24.083
2012-11-16,,18.792,37.875,19.083,0.458,30.833
2012-11-17,,19.5,39.75,20.25,0.208,35.375
2012-11-18,,4.667,6.167,1.5,0.083,26.625
2012-11-19,,15.682,29.0,13.318,0.652,18.348
2012-11-20,,17.125,25.417,8.292,0.375,9.125
2012-11-21,,8.0,10.333,2.333,0.375,8.542
2012-11-22,,16.958,29.833,12.875,1.083,9.417
2012-11-23,,12.583,24.667,12.083,0.375,7.917
2012-11-24,,8.833,11.958,3.125,0.5,9.292
2012-11-25,,17.542,31.75,14.208,0.958,9.75
2012-11-26,,22.409,34.455,12.045,0.043,21.583
2012-11-27,,13.5,23.125,9.625,0.333,32.083
2012-11-28,,16.042,24.667,8.625,1.458,29.625
2012-11-29,,10.625,14.375,3.75,0.458,32.083
2012-11-30,,25.375,54.083,28.708,1.25,36.042
2012-12-01,,7.792,10.458,2.667,0.5,25.708
2012-12-02,,7.417,9.458,2.042,0.375,27.0
2012-12-03,,24.909,48.0,23.091,1.913,30.458
2012-12-04,,27.833,51.333,23.5,0.125,35.542
2012-12-05,,10.333,12.875,2.542,1.458,34.333
2012-12-06,,23.0,34.5,11.5,0.958,33.333
2012-12-07,,14.292,19.042,4.75,1.167,27.833
2012-12-08,,26.5,41.917,15.417,1.208,34.417
2012-12-09,,4.5,6.333,1.833,1.0,28.042
2012-12-10,,9.227,11.455,2.227,0.652,27.083
2012-12-11,,25.083,46.792,21.708,1.042,29.833
2012-12-12,,29.833,56.708,26.875,2.375,34.792
2012-12-13,,39.333,87.25,47.917,1.417,45.417
2012-12-14,,32.708,82.625,49.917,0.792,56.333
2012-12-15,,35.625,72.833,37.208,1.833,61.583
2012-12-16,,31.583,52.292,20.708,0.5,52.75
2012-12-17,,41.545,96.318,54.773,0.826,50.333
2012-12-18,,25.417,38.75,13.333,0.583,35.435
2012-12-19,,32.583,70.042,37.458,1.0,34.917
2012-12-20,,31.875,69.75,37.875,1.333,38.5
2012-12-21,,28.0,59.167,31.167,1.667,33.0
2012-12-22,,37.958,89.208,51.25,1.958,47.625
2012-12-23,,13.917,22.958,9.042,1.167,31.25
2012-12-24,,28.333,51.708,23.375,1.043,32.083
2012-12-25,,38.0,81.333,43.333,0.292,46.583
2012-12-26,,7.25,9.875,2.625,1.167,30.417
2012-12-27,,8.625,11.583,2.958,0.917,26.625
2012-12-28,,19.417,37.917,18.5,2.0,32.125
2012-12-29,,22.75,33.042,10.292,0.625,32.542
2012-12-30,,34.042,58.75,24.708,0.292,42.083
2012-12-31,,9.833,23.958,14.125,2.609,39.75
2013-01-01,,13.083,18.708,5.625,0.667,32.25
2013-01-02,,8.0,10.083,2.083,1.042,31.917
2013-01-03,,7.875,9.958,2.083,0.667,29.5
2013-01-04,,9.625,13.125,3.5,0.375,24.125
2013-01-05,,14.667,22.75,8.083,0.333,25.458
2013-01-06,,12.727,26.136,13.409,0.261,27.522
2013-01-07,,21.333,43.375,22.042,1.75,30.417
2013-01-08,,19.125,48.375,29.25,1.208,38.083
2013-01-09,,5.458,7.083,1.625,0.833,27.542
2013-01-10,,12.208,19.25,7.042,0.792,27.25
2013-01-11,,18.125,34.333,16.208,1.25,28.792
2013-01-12,,11.417,14.75,3.333,1.042,29.583
2013-01-13,,7.182,9.591,2.409,0.609,27.833
2013-01-14,,14.208,25.5,11.292,0.625,28.333
2013-01-15,,26.417,59.917,33.5,1.125,35.583
2013-01-16,,18.25,40.958,22.708,0.583,30.792
2013-01-17,,16.792,26.792,10.0,0.542,30.25
2013-01-18,,23.042,41.25,18.208,0.667,32.125
2013-01-19,,10.625,14.708,4.083,0.458,30.833
2013-01-20,,21.545,37.273,15.727,2.348,17.217
2013-01-21,,19.583,35.625,16.042,1.333,7.25
2013-01-22,,18.708,31.083,12.375,1.042,7.458
2013-01-23,,14.083,19.083,5.0,0.542,7.5
2013-01-24,,27.458,58.417,30.958,1.542,7.458
2013-01-25,,16.542,23.958,7.417,2.125,6.958
2013-01-26,,5.875,7.375,1.5,0.917,7.292
2013-01-27,,13.5,19.864,6.364,0.652,8.833
2013-01-28,,23.375,42.625,19.25,0.792,23.667
2013-01-29,,7.792,9.792,2.0,1.333,32.667
2013-01-30,,26.167,37.417,11.25,1.417,37.875
2013-01-31,,13.125,16.25,3.125,0.958,35.583
2013-02-01,,7.708,10.958,3.25,0.75,29.583
2013-02-02,,14.167,18.5,4.333,1.458,37.042
2013-02-03,,9.545,12.636,3.091,1.174,35.292
2013-02-04,,7.125,9.083,1.958,0.333,28.875
2013-02-05,,7.458,10.667,3.208,0.208,28.696
2013-02-06,,15.25,23.542,8.292,1.083,31.625
2013-02-07,,19.917,34.792,14.875,1.125,33.0
2013-02-08,,19.958,32.667,12.708,0.417,31.792
2013-02-09,,11.333,14.5,3.167,0.0,28.792
2013-02-10,,14.5,21.091,6.591,0.565,32.125
2013-02-11,,24.792,42.0,17.208,0.542,34.917
2013-02-12,,27.583,49.042,21.458,1.25,35.333
2013-02-13,,13.75,23.25,9.5,0.458,30.25
2013-02-14,,10.25,14.833,4.583,1.458,29.333
2013-02-15,,19.25,26.042,6.792,1.0,32.875
2013-02-16,,9.5,12.667,3.167,0.25,31.375
2013-02-17,,2.409,3.773,1.364,0.174,30.333
2013-02-18,,2.042,3.458,1.417,0.042,26.5
2013-02-19,,2.375,4.0,1.625,0.0,17.087
2013-02-20,,8.625,12.875,4.25,0.5,7.0
2013-02-21,,14.583,21.167,6.583,0.667,7.958
2013-02-22,,4.792,6.25,1.458,0.292,6.958
2013-02-23,,7.042,9.333,2.292,1.125,7.25
2013-02-24,,15.273,18.818,3.545,1.043,8.583
2013-02-25,,23.042,33.875,10.833,0.75,27.125
2013-02-26,,23.083,29.833,6.75,0.917,35.542
2013-02-27,,23.708,31.042,7.333,1.167,48.792
2013-02-28,,12.167,15.458,3.292,0.625,41.0
2013-03-01,,4.625,6.458,1.833,0.333,27.958
2013-03-02,,2.792,3.917,1.125,0.292,28.792
2013-03-03,,8.409,10.818,2.409,0.87,27.0
2013-03-04,,11.5,14.958,3.458,0.792,33.826
2013-03-05,,8.417,10.417,2.0,0.583,38.292
2013-03-06,,3.25,4.417,1.167,0.042,30.208
2013-03-07,,5.625,7.083,1.458,0.333,29.667
2013-03-08,,6.125,7.5,1.375,0.125,27.708
2013-03-09,,7.792,9.833,2.042,0.875,31.417
2013-03-10,,11.864,19.682,7.818,0.696,32.667
2013-03-11,,6.5,8.542,2.042,0.708,29.208
2013-03-12,,8.125,11.042,2.917,0.625,28.208
2013-03-13,,7.583,9.292,1.708,0.125,31.208
2013-03-14,,5.667,8.25,2.583,0.208,27.792
2013-03-15,,4.125,5.458,1.333,0.083,29.167
2013-03-16,,11.833,14.083,2.25,0.458,39.792
2013-03-17,,12.591,15.045,2.455,0.522,23.391
2013-03-18,,19.545,24.091,4.545,0.75,7.917
2013-03-19,,,,,0.0,17.647
2013-03-20,,5.636,6.909,1.273,0.0,19.043
2013-03-21,,3.917,5.167,1.25,0.0,7.667
2013-03-22,,2.667,3.792,1.125,0.0,7.375
2013-03-23,,2.625,3.458,0.833,0.042,7.833
2013-03-24,,19.364,24.227,4.864,0.783,12.292
2013-03-25,,20.792,27.083,6.292,0.958,49.5
2013-03-26,,22.625,32.125,9.5,0.833,66.042
2013-03-27,,13.167,16.625,3.458,0.25,50.542
2013-03-28,,8.708,10.667,1.958,0.083,45.833
2013-03-29,,4.292,5.208,0.917,0.0,42.792
2013-03-30,,3.875,4.5,0.625,0.042,28.417
2013-03-31,,4.773,6.091,1.318,0.174,30.917
2013-04-01,,8.455,10.136,1.682,0.435,29.125
2013-04-02,,10.917,12.833,1.917,0.792,32.792
2013-04-03,,12.292,14.625,2.333,0.875,43.083
2013-04-04,,5.167,6.375,1.208,0.0,38.25
2013-04-05,,5.167,6.458,1.292,0.208,25.958
2013-04-06,,6.833,8.0,1.167,0.0,35.458
2013-04-07,,6.458,7.458,1.0,0.042,27.375
2013-04-08,,4.727,5.773,1.045,0.043,26.0
2013-04-09,,3.792,4.708,0.917,0.292,31.667
2013-04-10,,6.792,8.042,1.25,0.042,30.292
2013-04-11,,9.083,10.875,1.792,0.458,30.125
2013-04-12,,8.708,10.458,1.75,0.208,28.917
2013-04-13,,9.708,11.292,1.583,0.292,26.583
2013-04-14,,5.75,7.042,1.292,0.833,35.833
2013-04-15,,6.045,7.182,1.136,0.087,38.0
2013-04-16,,6.25,7.583,1.333,0.125,39.208
2013-04-17,,4.875,6.083,1.208,0.0,28.792
2013-04-18,,5.5,6.625,1.125,0.0,27.417
2013-04-19,,10.708,12.5,1.792,0.083,28.783
2013-04-20,,9.208,11.375,2.167,0.042,26.625
2013-04-21,,8.25,10.583,2.333,0.042,29.542
2013-04-22,,4.0,4.955,0.955,0.0,26.667
2013-04-23,,12.708,14.917,2.208,0.375,38.125
2013-04-24,,13.792,17.0,3.208,0.875,45.167
2013-04-25,,3.833,4.792,0.958,0.0,30.542
2013-04-26,,10.708,12.375,1.667,0.708,38.0
2013-04-27,,4.625,5.583,0.958,0.0,28.667
2013-04-28,,1.083,1.958,0.875,0.042,26.125
2013-04-29,,1.5,2.5,1.0,0.043,25.667
2013-04-30,,7.125,8.958,1.833,0.167,26.292
2013-05-01,,4.583,6.25,1.667,0.083,25.208
2013-05-02,,2.5,3.625,1.125,0.042,24.0
2013-05-03,,2.0,2.917,0.917,0.042,23.958
2013-05-04,,1.792,2.792,1.0,0.0,27.083
2013-05-05,,2.75,3.833,1.083,0.042,25.958
2013-05-06,,7.136,8.955,1.818,0.043,27.417
2013-05-07,,3.0,4.333,1.333,0.042,24.75
2013-05-08,,4.292,5.375,1.083,0.042,26.5
2013-05-09,,6.792,8.333,1.542,0.458,27.917
2013-05-10,,4.75,5.917,1.167,0.167,24.875
2013-05-11,,2.792,3.708,0.917,0.042,28.25
2013-05-12,,2.25,3.25,1.0,0.042,25.583
2013-05-13,,3.318,4.318,1.0,0.0,29.167
2013-05-14,,6.292,7.792,1.5,0.25,29.792
2013-05-15,,5.458,6.625,1.167,0.0,27.125
2013-05-16,,4.292,5.458,1.167,0.0,26.25
2013-05-17,,6.083,7.958,1.875,0.0,18.652
2013-05-18,,6.333,8.083,1.75,0.167,7.167
2013-05-19,,2.5,3.417,0.917,0.0,8.083
2013-05-20,,5.636,6.864,1.227,0.0,8.583
2013-05-21,,6.875,8.542,1.667,0.125,8.958
2013-05-22,,7.417,9.417,2.0,0.167,7.625
2013-05-23,,2.958,3.958,1.0,0.042,8.583
2013-05-24,,2.583,3.75,1.167,0.0,8.417
2013-05-25,,2.792,3.708,0.917,0.0,8.208
2013-05-26,,2.0,3.042,1.042,0.083,8.458
2013-05-27,,7.727,9.318,1.591,0.13,8.125
2013-05-28,,4.542,5.792,1.25,0.167,10.292
2013-05-29,,3.75,4.75,1.0,0.042,17.75
2013-05-30,,5.125,6.625,1.5,0.0,29.75
2013-05-31,,6.208,8.708,2.5,0.042,44.708
2013-06-01,,2.375,3.25,0.875,0.0,32.333
2013-06-02,,2.5,3.458,0.958,0.0,38.875
2013-06-03,,2.227,3.273,1.045,0.0,28.75
2013-06-04,,2.583,3.958,1.375,0.125,29.292
2013-06-05,,3.042,4.333,1.292,0.0,31.708
2013-06-06,,4.583,6.375,1.792,0.125,34.792
2013-06-07,,3.875,5.667,1.792,0.042,30.0
2013-06-08,,3.25,4.417,1.167,0.042,37.667
2013-06-09,,3.667,6.083,2.417,0.167,36.875
2013-06-10,,3.773,6.273,2.5,0.13,28.875
2013-06-11,,2.625,3.958,1.333,0.0,33.208
2013-06-12,,2.083,3.208,1.125,0.0,33.417
2013-06-13,,2.625,4.042,1.417,0.0,30.875
2013-06-14,,3.417,5.0,1.583,0.042,34.458
2013-06-15,,9.875,14.625,4.75,0.042,30.583
2013-06-16,,4.0,5.25,1.25,0.0,33.125
2013-06-17,,3.0,4.591,1.591,0.0,32.208
2013-06-18,,4.583,6.542,1.958,0.042,18.217
2013-06-19,,6.75,9.125,2.375,0.0,8.417
2013-06-20,,3.458,5.5,2.042,0.0,7.5
2013-06-21,,2.917,4.5,1.583,0.0,8.0
2013-06-22,,4.417,6.292,1.875,0.0,9.042
2013-06-23,,4.75,6.5,1.75,0.0,7.708
2013-06-24,,4.636,7.727,3.091,0.13,8.167
2013-06-25,,2.333,3.667,1.333,0.0,7.583
2013-06-26,,3.542,5.125,1.583,0.083,7.292
2013-06-27,,2.25,3.792,1.542,0.0,8.167
2013-06-28,,2.25,3.708,1.458,0.0,8.042
2013-06-29,,3.0,4.667,1.667,0.0,8.708
2013-06-30,,3.5,5.458,1.958,0.0,13.917
2013-07-01,,4.227,6.318,2.091,0.0,29.083
2013-07-02,,3.042,4.5,1.458,0.0,40.75
2013-07-03,,2.0,3.333,1.333,0.0,46.125
2013-07-04,,2.833,4.25,1.417,0.0,38.875
2013-07-05,,6.208,8.542,2.333,0.083,43.958
2013-07-06,,5.625,10.333,4.708,0.0,48.708
2013-07-07,,4.083,6.833,2.75,0.0,49.167
2013-07-08,,5.818,8.455,2.636,0.0,56.5
2013-07-09,,7.042,9.125,2.083,0.208,50.667
2013-07-10,,6.042,8.167,2.125,0.167,44.125
2013-07-11,,7.042,9.125,2.083,0.167,43.917
2013-07-12,,5.667,7.583,1.917,0.042,45.292
2013-07-13,,2.75,3.708,0.958,0.0,35.0
2013-07-14,,2.958,3.958,1.0,0.0,36.583
2013-07-15,,2.682,3.955,1.273,0.043,36.083
2013-07-16,,2.833,4.083,1.25,0.0,33.042
2013-07-17,,2.667,3.75,1.083,0.0,32.667
2013-07-18,,2.5,3.542,1.042,0.0,20.565
2013-07-19,,2.75,3.792,1.042,0.083,8.333
2013-07-20,,4.5,7.542,3.042,0.083,8.208
2013-07-21,,1.875,2.958,1.083,0.0,7.625
2013-07-22,,2.909,4.455,1.545,0.0,8.375
2013-07-23,,2.667,4.375,1.708,0.042,8.0
2013-07-24,,2.292,4.083,1.792,0.0,8.083
2013-07-25,,2.417,3.917,1.5,0.0,7.875
2013-07-26,,4.0,5.833,1.833,0.0,8.167
2013-07-27,,2.5,4.25,1.75,0.0,8.583
2013-07-28,,2.125,3.875,1.75,0.125,7.75
2013-07-29,,4.273,6.636,2.364,0.0,7.5
2013-07-30,,5.417,8.375,2.958,0.0,9.042
2013-07-31,,2.917,5.042,2.125,0.042,7.917
2013-08-01,,3.083,5.917,2.833,0.0,8.957
2013-08-02,,2.75,4.542,1.792,0.042,7.25
2013-08-03,,4.0,6.292,2.292,0.25,8.208
2013-08-04,,2.375,3.583,1.208,0.0,7.125
2013-08-05,,2.864,4.0,1.136,0.0,7.667
2013-08-06,,3.917,5.583,1.667,0.0,8.667
2013-08-07,,3.875,5.917,2.042,0.0,8.5
2013-08-08,,4.042,6.083,2.042,0.042,7.958
2013-08-09,,5.292,6.667,1.375,0.0,7.042
2013-08-10,,4.125,5.667,1.542,0.0,8.125
2013-08-11,,1.708,2.875,1.167,0.0,8.583
2013-08-12,,2.545,4.045,1.5,0.043,7.875
2013-08-13,,2.875,4.333,1.458,0.0,8.625
2013-08-14,,2.583,4.042,1.458,0.0,7.75
2013-08-15,,2.25,3.583,1.333,0.042,8.042
2013-08-16,,3.625,5.083,1.458,0.042,8.375
2013-08-17,,6.208,8.292,2.083,0.0,8.333
2013-08-18,,6.458,8.333,1.875,0.0,7.458
2013-08-19,,8.409,10.5,2.091,0.174,8.13
2013-08-20,,10.5,15.0,4.5,0.167,8.667
2013-08-21,,6.208,9.083,2.875,0.042,7.125
2013-08-22,,4.542,5.875,1.333,0.0,8.25
2013-08-23,,4.792,6.208,1.417,0.042,7.667
2013-08-24,,5.458,7.0,1.542,0.042,8.125
2013-08-25,,2.5,3.542,1.042,0.0,7.417
2013-08-26,,2.864,4.136,1.273,0.0,8.542
2013-08-27,,3.875,5.125,1.25,0.125,7.958
2013-08-28,,3.75,4.917,1.167,0.0,8.5
2013-08-29,,7.375,10.083,2.708,0.125,8.958
2013-08-30,,4.5,5.958,1.458,0.0,7.958
2013-08-31,,3.625,4.917,1.292,0.0,10.833
2013-09-01,,2.125,3.125,1.0,0.0,20.542
2013-09-02,,4.727,5.864,1.136,0.0,33.333
2013-09-03,,9.625,13.5,3.875,0.0,35.565
2013-09-04,,7.958,12.417,4.458,0.042,36.875
2013-09-05,,5.042,8.292,3.25,0.042,30.75
2013-09-06,,2.667,3.875,1.208,0.042,33.375
2013-09-07,,6.833,8.542,1.708,0.042,30.292
2013-09-08,,4.333,6.833,2.5,0.083,34.0
2013-09-09,,5.773,7.545,1.773,0.043,30.667
2013-09-10,,4.792,8.333,3.542,0.417,32.417
2013-09-11,,4.708,6.542,1.833,0.0,36.125
2013-09-12,,7.708,11.292,3.583,0.167,31.5
2013-09-13,,7.0,10.042,3.042,0.208,36.583
2013-09-14,,10.458,19.792,9.333,0.125,44.375
2013-09-15,,7.292,15.708,8.417,0.0,38.583
2013-09-16,,5.682,8.045,2.364,0.043,36.375
2013-09-17,,2.667,3.75,1.083,0.0,34.125
2013-09-18,,4.625,6.75,2.125,0.125,19.087
2013-09-19,,7.167,10.125,2.958,0.042,8.792
2013-09-20,,9.292,13.625,4.333,0.083,7.792
2013-09-21,,7.292,11.708,4.417,0.083,7.125
2013-09-22,,2.625,3.583,0.958,0.167,8.125
2013-09-23,,4.864,8.091,3.227,0.0,7.792
2013-09-24,,11.542,18.792,7.25,0.167,7.875
2013-09-25,,9.708,14.417,4.708,0.042,7.583
2013-09-26,,6.875,9.667,2.792,0.125,6.75
