date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2012-03-10,3.292,12.854,13.062,0.208,37.958,,94.0,57.792,36.0,,,0.208,24.1,12.675,5.3,
2012-03-11,2.73,17.208,19.73,2.52,10.75,197.0,59.0,38.0,26.0,18.8,,0.125,13.4,8.15,3.8,215.8
2012-03-12,3.674,30.067,38.981,8.914,18.688,193.0,71.0,53.458,37.0,15.773,,0.045,14.1,9.733,3.8,208.773
2012-03-13,2.602,10.614,11.709,1.095,31.833,186.583,97.0,75.208,53.0,10.875,,0.0,18.7,14.846,11.1,197.458
2012-03-14,3.084,15.784,18.284,2.5,10.521,190.667,97.0,66.542,42.0,11.708,,0.0,12.6,7.604,5.0,202.375
2012-03-15,3.292,19.708,24.458,4.75,15.854,193.0,86.0,56.583,40.0,12.292,,0.0,12.9,8.517,3.8,205.292
2012-03-16,4.812,32.562,45.084,12.52,27.542,197.375,83.0,52.042,32.0,20.042,,0.125,17.1,11.746,5.1,217.417
2012-03-17,4.0,12.625,13.416,0.792,30.854,193.0,81.0,51.583,32.0,10.625,,0.0,15.9,12.058,7.5,203.625
2012-03-18,2.72,12.526,13.759,1.233,54.98,186.273,97.0,78.25,66.0,8.045,,0.0,17.7,15.425,11.9,194.318
2012-03-19,3.52,16.916,26.958,10.042,32.896,187.667,94.0,69.167,40.0,11.667,,0.125,25.6,18.862,15.5,199.333
2012-03-20,3.756,20.867,23.254,2.386,35.292,189.792,95.0,71.0,52.0,10.292,,0.0,18.4,15.775,13.6,200.083
2012-03-21,2.968,19.257,23.062,3.806,9.67,191.217,95.0,40.5,21.0,10.609,,0.867,15.8,11.967,8.3,201.826
2012-03-22,3.708,32.271,38.854,6.584,16.375,192.792,79.0,56.833,40.0,13.292,,1.85,16.9,12.617,6.6,206.083
2012-03-23,3.688,20.02,27.312,7.292,24.229,191.667,87.0,65.958,43.0,12.542,,0.792,16.9,12.567,10.1,204.208
2012-03-24,3.136,9.57,10.166,0.596,23.458,190.591,86.0,74.542,68.0,9.227,,0.727,11.6,9.492,8.0,199.818
2012-03-25,3.146,21.792,28.396,6.604,28.416,190.542,97.0,90.75,77.0,11.042,,0.417,10.1,8.671,6.3,201.583
2012-03-26,2.896,17.688,22.042,4.354,10.271,192.792,86.0,46.208,24.0,11.042,,0.625,12.9,9.092,4.7,203.833
2012-03-27,4.12,34.559,46.938,12.38,30.0,193.917,97.0,87.375,63.0,17.458,,0.333,9.2,7.571,5.4,211.375
2012-03-28,5.667,31.896,43.792,11.896,48.0,195.833,97.0,78.043,50.0,19.042,,2.375,20.1,14.304,8.8,214.875
2012-03-29,4.958,31.0,52.938,21.938,41.666,207.783,91.0,72.042,56.0,19.304,,2.208,19.9,15.412,11.5,227.087
2012-03-30,3.01,15.672,18.104,2.432,20.083,190.727,83.0,70.417,62.0,10.636,,0.182,11.0,8.167,6.5,201.364
2012-03-31,3.166,12.042,13.062,1.02,22.146,192.083,95.0,88.792,78.0,9.958,,0.0,7.6,6.775,6.1,202.042
2012-04-01,3.055,10.034,10.759,0.726,12.604,191.273,53.0,39.167,29.0,8.818,,1.182,14.1,10.017,5.8,200.091
2012-04-02,3.229,21.042,25.334,4.292,10.854,193.75,83.0,50.75,29.0,10.833,,1.625,14.6,10.492,5.3,204.583
2012-04-03,3.5,14.718,16.17,1.452,25.083,187.958,97.0,76.833,49.0,8.333,,2.375,16.1,13.733,10.8,196.292
2012-04-04,3.309,23.48,29.104,5.625,8.292,189.5,49.0,33.875,22.0,10.458,,1.042,15.2,11.788,8.9,199.958
2012-04-05,3.75,20.521,22.146,1.625,21.354,195.458,68.0,45.0,33.0,10.083,,2.458,19.4,14.571,9.8,205.542
2012-04-06,3.292,17.792,21.48,3.688,12.688,188.167,94.0,54.042,22.0,8.958,,1.125,16.2,10.55,7.0,197.125
2012-04-07,3.114,16.062,19.13,3.068,8.896,190.5,75.0,43.125,22.0,9.273,,1.091,13.4,8.996,4.9,199.773
2012-04-08,3.208,9.438,10.208,0.77,11.0,191.417,73.0,48.042,29.0,8.208,,1.375,12.6,9.379,4.7,199.625
2012-04-09,4.042,28.271,34.667,6.396,23.084,193.333,78.0,55.167,36.0,12.5,,2.833,21.4,15.542,8.9,205.833
2012-04-10,3.667,22.876,26.646,3.771,38.792,191.875,88.0,56.667,43.0,12.292,,1.375,18.7,15.508,12.3,204.167
2012-04-11,3.514,23.587,25.456,1.87,36.456,186.682,97.0,86.417,59.0,16.091,,1.261,16.5,14.654,13.1,202.773
2012-04-12,3.812,24.73,31.979,7.25,21.334,189.958,92.0,59.917,25.0,12.917,,1.625,22.1,16.862,11.3,202.875
2012-04-13,4.098,29.276,33.44,4.164,29.375,189.545,94.0,66.208,32.0,15.227,,1.864,21.7,16.596,12.0,204.773
2012-04-14,3.188,16.666,18.916,2.25,15.062,189.667,97.0,92.0,80.0,9.375,,0.083,11.9,9.342,7.7,199.042
2012-04-15,2.938,10.125,11.104,0.979,17.146,191.583,91.0,63.708,39.0,8.083,,0.417,16.2,11.354,7.6,199.667
2012-04-16,3.208,19.688,22.521,2.834,19.011,192.542,85.0,66.625,42.0,10.458,,2.042,16.4,12.658,7.4,203.0
2012-04-17,4.188,30.068,40.132,10.064,21.688,197.458,92.0,73.167,53.0,16.792,,1.667,18.7,14.667,11.3,214.25
2012-04-18,3.12,20.479,27.646,7.166,21.604,190.5,93.0,65.458,37.0,13.542,,0.875,20.4,14.742,10.3,204.042
2012-04-19,2.69,13.299,16.153,2.854,11.979,185.818,84.0,69.083,48.0,7.045,,0.636,18.2,14.233,11.7,192.864
2012-04-20,2.75,16.125,19.062,2.938,10.5,187.083,84.0,69.625,53.0,7.958,,1.667,16.2,13.15,11.1,195.042
2012-04-21,2.562,11.458,13.312,1.854,8.75,187.292,81.0,69.458,58.0,6.5,,0.75,14.7,11.938,10.2,193.792
2012-04-22,3.375,14.916,16.396,1.479,18.958,189.792,97.0,83.833,66.0,11.417,,0.333,13.4,11.217,9.3,201.208
2012-04-23,6.208,41.666,82.521,40.854,30.334,195.542,96.0,93.167,83.0,31.042,,0.583,15.5,13.7,11.0,226.583
2012-04-24,3.862,20.108,27.652,7.544,33.012,186.652,94.0,70.708,36.0,15.087,,0.391,24.3,17.833,13.7,201.739
2012-04-25,4.348,20.554,24.996,4.441,30.688,189.818,89.0,67.5,45.0,13.227,,1.364,22.3,17.833,14.0,203.045
2012-04-26,3.688,15.0,16.105,1.104,29.438,184.188,95.0,82.167,57.0,13.188,,1.792,20.9,17.6,15.9,197.375
2012-04-27,3.938,29.084,37.625,8.542,16.646,,95.0,92.333,89.0,,,0.333,18.0,16.371,15.1,
2012-04-28,3.416,14.208,17.021,2.812,21.104,,91.0,72.375,47.0,,,0.292,22.7,17.575,14.7,
2012-04-29,4.188,19.312,21.042,1.729,33.208,,89.0,70.958,48.0,,,1.958,24.3,19.079,13.5,
2012-04-30,3.188,11.271,12.375,1.104,14.771,,86.0,73.667,56.0,,,1.917,22.8,19.888,17.6,
2012-05-01,2.874,11.935,13.478,1.544,23.02,186.286,93.0,77.375,61.0,9.857,,0.955,21.9,19.688,17.6,196.143
2012-05-02,2.826,6.812,7.25,0.438,18.916,182.682,95.0,85.667,63.0,6.227,,0.75,20.7,18.342,16.5,188.909
2012-05-03,3.333,15.646,18.979,3.334,10.875,184.667,94.0,92.292,90.0,11.625,,0.792,19.4,17.888,16.7,196.292
2012-05-04,3.916,22.479,32.625,10.146,16.583,194.417,92.0,84.417,60.0,17.417,,2.417,21.1,18.071,16.4,211.833
2012-05-05,3.083,13.542,14.5,0.958,9.834,183.833,80.0,51.458,28.0,9.583,,2.292,24.9,20.862,16.4,193.417
2012-05-06,3.375,15.771,17.229,1.458,26.438,186.792,87.0,69.917,48.0,11.042,,2.208,22.8,19.083,14.9,197.833
2012-05-07,4.521,17.654,19.991,2.337,20.57,188.25,91.0,63.042,37.0,10.583,,2.864,21.9,18.154,13.5,198.833
2012-05-08,4.057,23.978,26.322,2.345,31.562,189.818,84.0,65.875,41.0,13.5,,2.542,24.2,19.783,15.6,203.318
2012-05-09,5.329,31.625,36.334,4.708,62.917,194.458,96.0,81.125,66.0,18.875,,2.417,21.4,18.662,15.2,213.333
2012-05-10,3.85,23.288,26.518,3.23,26.702,187.895,91.0,74.429,43.0,13.526,,0.1,22.4,16.246,14.0,201.421
2012-05-11,2.584,14.979,17.666,2.688,5.604,184.875,51.0,37.25,25.0,8.208,,0.0,21.9,17.5,13.5,193.083
2012-05-12,2.5,10.792,12.52,1.729,4.542,185.042,51.0,36.917,25.0,7.0,,0.0,20.9,16.671,13.1,192.042
2012-05-13,2.666,10.089,10.69,0.602,11.396,186.333,83.0,46.125,27.0,8.833,,1.636,21.2,16.758,11.7,195.167
2012-05-14,3.544,23.188,29.958,6.77,20.854,189.0,90.0,66.333,44.0,11.364,,3.0,23.4,19.354,14.9,200.364
2012-05-15,3.146,19.782,22.266,2.484,13.562,182.875,94.0,89.167,74.0,11.833,,1.833,19.2,18.062,17.1,194.708
2012-05-16,3.692,23.562,33.938,10.375,22.125,187.125,92.0,57.292,15.0,13.042,,2.417,27.0,21.558,16.4,200.167
2012-05-17,4.75,27.25,37.0,9.75,37.438,188.125,91.0,68.5,41.0,14.667,,4.0,24.6,20.842,17.8,202.792
2012-05-18,3.667,19.938,21.271,1.334,25.417,186.458,93.0,59.5,29.0,9.542,,1.417,23.6,18.546,15.2,196.0
2012-05-19,3.792,26.646,30.302,3.656,26.375,189.792,83.0,58.792,46.0,11.208,,3.591,21.9,18.862,13.8,201.0
2012-05-20,3.971,16.167,17.062,0.896,23.375,190.409,81.0,63.042,32.0,10.864,,4.375,24.3,20.933,18.4,201.273
2012-05-21,3.458,18.5,23.188,4.688,21.479,190.917,83.0,67.25,44.0,10.792,,1.792,23.4,19.988,15.9,201.708
2012-05-22,2.75,16.898,21.489,4.591,11.292,185.625,97.0,88.417,77.0,9.917,,0.042,15.7,14.167,13.1,195.542
2012-05-23,2.848,13.344,15.394,2.049,8.932,185.478,93.0,69.208,42.0,11.739,,0.609,23.1,18.029,12.9,197.217
2012-05-24,3.334,24.0,26.542,2.542,26.25,187.375,91.0,71.833,39.0,11.667,,3.542,25.2,20.796,17.1,199.042
2012-05-25,3.708,27.1,28.93,1.83,32.958,185.167,90.0,76.5,65.0,14.083,,3.409,21.0,19.796,18.3,199.25
2012-05-26,3.479,17.062,18.416,1.354,26.479,188.273,87.0,56.292,32.0,10.5,,1.583,25.0,20.883,16.6,198.773
2012-05-27,2.916,10.104,10.5,0.396,22.167,185.875,85.0,59.292,32.0,5.083,,1.833,25.7,22.088,19.1,190.958
2012-05-28,2.666,13.562,14.979,1.416,17.0,185.083,89.0,72.625,42.0,5.167,,5.375,24.3,21.021,17.6,190.25
2012-05-29,2.896,17.204,20.71,3.506,22.875,186.75,95.0,74.458,58.0,8.5,,1.5,23.5,20.488,16.5,195.25
2012-05-30,2.8,13.771,16.375,2.604,14.708,187.833,95.0,67.667,41.0,7.458,,0.333,24.6,19.817,16.4,195.292
2012-05-31,3.208,13.941,15.706,1.764,19.625,190.292,88.0,70.75,45.0,8.75,,1.591,23.7,19.704,16.4,199.042
2012-06-01,4.01,25.375,30.458,5.084,23.521,194.909,87.0,70.792,41.0,14.182,,1.458,25.4,21.258,18.6,209.091
2012-06-02,4.375,18.354,21.104,2.75,32.792,192.75,92.0,68.458,47.0,14.875,,2.0,25.2,21.208,17.8,207.625
2012-06-03,3.0,7.312,7.834,0.521,24.229,187.042,97.0,72.083,46.0,7.458,,0.917,24.1,20.008,16.6,194.5
2012-06-04,2.916,15.479,17.729,2.25,19.71,186.208,91.0,68.625,37.0,9.917,,1.958,25.9,21.146,16.4,196.125
2012-06-05,2.5,15.628,17.161,1.534,12.396,183.875,85.0,77.417,69.0,7.292,,3.167,22.5,20.971,19.9,191.167
2012-06-06,2.261,16.485,19.997,3.512,8.92,182.5,96.0,76.667,53.0,8.182,,0.0,21.0,18.475,16.7,190.682
2012-06-07,2.914,16.312,19.0,2.688,12.584,186.136,87.0,66.625,41.0,13.636,,2.208,23.9,20.542,16.4,199.773
2012-06-08,3.062,21.521,26.479,4.958,27.521,186.917,94.0,74.75,47.0,11.333,,2.542,25.7,22.192,19.3,198.25
2012-06-09,2.521,10.562,11.396,0.833,8.146,182.833,95.0,93.292,90.0,8.292,,0.125,20.3,18.683,17.7,191.125
2012-06-10,2.875,8.25,8.834,0.583,6.562,184.5,91.0,67.792,41.0,8.583,,0.75,26.7,21.554,17.9,193.083
2012-06-11,2.729,12.521,13.417,0.896,8.354,185.917,93.0,71.75,47.0,8.792,,0.917,23.0,19.471,17.0,194.708
2012-06-12,2.48,19.218,25.522,6.304,12.938,187.542,93.0,84.667,73.0,8.583,,0.182,17.6,16.425,15.4,196.125
2012-06-13,2.282,11.062,14.562,3.5,8.854,184.364,93.0,70.375,50.0,7.227,,0.0,20.6,17.188,14.9,191.591
2012-06-14,2.438,11.958,16.27,4.312,13.48,187.458,77.0,63.0,44.0,8.167,,0.417,22.9,18.546,15.5,195.625
2012-06-15,2.688,13.396,17.188,3.792,16.812,190.542,85.0,67.0,49.0,10.0,,0.667,24.3,19.896,15.3,200.542
2012-06-16,3.375,20.916,25.625,4.708,15.688,194.5,94.0,90.458,84.0,17.167,,1.167,21.0,19.65,18.2,211.667
2012-06-17,4.104,23.583,27.729,4.146,19.146,194.792,93.0,78.583,60.0,17.542,,2.208,26.3,22.588,19.6,212.333
2012-06-18,4.02,18.269,23.804,5.536,15.938,197.042,83.0,62.458,45.0,16.167,,1.409,26.8,24.017,21.6,213.208
2012-06-19,2.948,13.94,18.644,4.704,30.604,189.909,93.0,83.875,59.0,12.682,,0.833,27.2,23.333,21.8,202.591
2012-06-20,1.978,9.418,11.676,2.259,28.418,177.174,88.0,72.522,59.0,9.565,,1.174,26.9,24.767,21.2,186.739
2012-06-21,3.23,22.312,26.292,3.979,18.854,188.565,85.0,73.083,56.0,13.739,,3.955,24.9,22.225,20.6,202.304
2012-06-22,3.062,19.188,23.584,4.396,12.188,185.75,94.0,81.917,63.0,11.375,,1.208,21.8,20.275,17.3,197.125
2012-06-23,3.02,14.73,16.479,1.75,13.938,194.583,80.0,68.042,48.0,16.583,,2.875,24.3,21.625,19.7,211.167
2012-06-24,2.834,9.92,11.343,1.423,14.792,194.708,83.0,68.208,55.0,11.75,,1.542,26.1,22.242,19.4,206.458
2012-06-25,1.991,9.792,13.0,3.208,8.458,184.364,77.0,69.0,58.0,6.591,,0.333,19.4,18.112,16.3,190.955
2012-06-26,2.208,11.656,15.13,3.474,12.166,186.792,86.0,59.25,37.0,7.375,,0.458,23.6,19.142,15.0,194.167
2012-06-27,2.69,12.646,14.812,2.167,15.458,191.167,87.0,64.833,40.0,10.917,,2.0,25.1,20.138,15.4,202.083
2012-06-28,3.646,18.52,28.333,9.812,13.167,195.083,92.0,71.042,48.0,21.625,,2.75,25.4,21.854,17.7,216.708
2012-06-29,2.458,12.646,17.417,4.77,8.062,188.792,86.0,68.417,47.0,10.5,,1.625,27.3,22.942,20.0,199.292
2012-06-30,2.146,8.992,12.726,3.733,8.27,185.667,89.0,68.542,46.0,8.25,,1.292,27.8,22.817,19.2,193.917
2012-07-01,3.524,12.73,14.208,1.479,17.021,188.682,95.0,76.25,56.0,10.773,,2.292,24.8,21.433,19.5,199.455
2012-07-02,2.75,15.625,20.834,5.208,8.818,183.292,93.0,77.583,54.0,10.0,,1.333,26.3,22.096,19.1,193.292
2012-07-03,3.5,21.884,27.057,5.173,19.104,190.042,94.0,80.625,56.0,17.75,,4.364,26.9,22.679,20.7,207.792
2012-07-04,3.261,16.382,18.756,2.374,14.2,186.682,92.0,72.833,49.0,11.955,,1.318,28.5,24.258,20.7,198.636
2012-07-05,4.084,29.812,32.958,3.146,34.48,192.458,91.0,76.083,60.0,16.125,,3.708,28.0,25.496,23.3,208.583
2012-07-06,5.104,33.025,37.378,4.354,41.375,194.875,96.0,80.917,57.0,19.083,,2.667,28.3,24.892,22.7,213.958
2012-07-07,3.288,15.458,20.062,4.604,21.834,189.364,95.0,90.833,76.0,13.818,,0.542,25.0,22.671,20.4,203.182
2012-07-08,2.75,8.458,9.583,1.125,9.354,187.5,95.0,77.708,51.0,10.792,,0.542,26.2,22.042,19.8,198.292
2012-07-09,3.021,15.98,21.438,5.458,16.625,189.792,90.0,70.167,47.0,14.708,,1.727,28.5,24.125,19.1,204.5
2012-07-10,2.75,15.408,19.549,4.14,18.646,189.458,93.0,71.25,47.0,16.875,,8.083,29.9,25.679,22.8,206.333
2012-07-11,2.136,11.708,16.854,5.146,18.125,184.5,95.0,81.0,60.0,9.458,,3.083,27.8,25.4,23.0,193.958
2012-07-12,1.479,7.202,10.23,3.028,22.23,177.042,95.0,90.083,85.0,9.0,,2.083,25.4,24.871,24.3,186.042
2012-07-13,1.913,12.542,17.896,5.354,26.75,176.636,97.0,87.5,72.0,8.864,,2.25,27.5,25.1,23.8,185.5
2012-07-14,1.75,11.021,14.958,3.938,34.021,174.708,96.0,84.042,66.0,13.583,,2.458,29.2,26.038,24.2,188.292
2012-07-15,1.542,6.083,10.75,4.666,18.938,174.333,91.0,82.083,66.0,7.292,,1.818,29.0,26.471,25.1,181.625
2012-07-16,1.438,7.104,13.75,6.646,18.625,175.583,92.0,79.25,68.0,6.917,,2.375,28.7,26.733,24.9,182.5
2012-07-17,1.916,11.125,20.842,9.716,20.604,177.826,87.0,76.083,60.0,9.261,,3.375,29.9,27.304,25.7,187.087
2012-07-18,3.731,19.276,22.66,3.383,33.532,191.208,96.0,75.75,57.0,14.208,,3.542,31.1,27.312,24.2,205.417
2012-07-19,3.685,17.354,25.98,8.625,27.208,193.682,95.0,71.375,47.0,16.182,,2.333,33.5,27.104,21.5,209.864
2012-07-20,2.754,12.267,15.404,3.136,15.422,184.273,94.0,82.792,74.0,8.545,,1.273,21.6,20.1,18.2,192.818
2012-07-21,2.896,15.479,22.104,6.625,13.334,187.5,97.0,84.208,70.0,9.958,,0.136,21.6,19.258,17.0,197.458
2012-07-22,3.625,11.584,13.312,1.729,20.834,189.458,97.0,85.708,72.0,10.75,,0.875,22.8,20.438,18.4,200.208
2012-07-23,3.208,14.688,20.5,5.812,17.104,188.875,90.0,75.333,52.0,10.917,,0.375,28.1,24.6,20.7,199.792
2012-07-24,4.042,35.109,44.304,9.196,32.604,193.708,92.0,75.125,54.0,19.417,,4.125,29.9,26.604,23.4,213.125
2012-07-25,4.206,32.25,42.375,10.125,43.667,191.318,97.0,76.958,47.0,16.455,,5.75,31.8,27.888,24.8,207.773
2012-07-26,4.416,31.062,36.834,5.77,65.458,194.875,96.0,74.958,43.0,18.542,,5.25,35.1,29.012,25.3,213.417
2012-07-27,3.792,24.812,30.104,5.292,55.02,188.083,93.0,77.792,57.0,14.625,,6.091,32.2,28.571,26.0,202.708
2012-07-28,2.167,18.896,25.583,6.688,26.75,179.125,94.0,79.0,59.0,9.292,,4.167,31.5,28.212,25.7,188.417
2012-07-29,2.5,11.271,15.062,3.792,22.896,182.833,93.0,77.375,62.0,8.583,,3.625,30.9,28.396,26.2,191.417
2012-07-30,1.708,8.85,18.752,9.902,13.534,175.417,94.0,77.042,58.0,7.542,,3.375,31.1,28.304,26.2,182.958
2012-07-31,2.417,8.082,11.623,3.541,17.854,183.364,88.0,69.25,47.0,11.5,,1.708,33.1,28.692,25.5,194.864
2012-08-01,2.598,9.92,14.928,5.009,21.392,182.636,92.0,77.708,56.0,11.227,,1.278,31.8,28.396,26.3,193.864
2012-08-02,2.274,10.646,15.77,5.123,15.771,180.292,93.0,71.458,46.0,9.292,,2.318,33.3,29.446,26.4,189.583
2012-08-03,2.604,9.666,15.875,6.208,14.75,184.292,91.0,71.917,51.0,11.667,,1.667,32.4,29.025,26.6,195.958
2012-08-04,1.938,8.062,13.646,5.583,17.208,181.708,92.0,78.75,54.0,9.125,,1.0,32.6,28.196,25.4,190.833
2012-08-05,1.666,8.208,12.208,4.0,18.312,179.375,96.0,75.625,52.0,12.583,,4.625,32.6,29.138,26.0,191.958
2012-08-06,2.625,15.208,27.417,12.208,15.75,178.955,97.0,87.292,73.0,13.318,,3.333,29.1,26.812,24.9,192.273
2012-08-07,2.938,18.426,26.426,8.0,28.708,189.375,95.0,73.042,44.0,21.458,,2.083,32.4,28.112,24.8,210.833
2012-08-08,2.348,9.796,12.087,2.291,12.416,185.208,86.0,67.625,46.0,7.5,,0.136,29.7,25.604,22.7,192.708
2012-08-09,2.292,10.062,13.166,3.104,9.229,186.583,79.0,64.333,46.0,7.792,,0.417,29.8,25.492,22.1,194.375
2012-08-10,2.792,13.146,15.771,2.625,21.312,186.375,90.0,75.708,60.0,9.792,,2.458,29.5,26.358,22.8,196.167
2012-08-11,1.854,9.75,12.625,2.875,20.584,179.125,95.0,83.167,66.0,7.0,,2.083,30.2,27.779,26.5,186.125
2012-08-12,2.0,9.25,12.021,2.771,16.792,182.955,95.0,79.292,57.0,9.0,,2.75,30.2,27.567,25.5,191.955
2012-08-13,1.604,6.699,8.97,2.271,19.146,178.417,95.0,80.542,63.0,6.0,,1.917,31.7,28.404,26.0,184.417
2012-08-14,2.039,10.196,13.826,3.63,18.77,180.417,97.0,85.333,70.0,7.875,,2.591,28.8,27.321,26.3,188.292
2012-08-15,1.683,8.198,12.146,3.948,20.292,181.571,96.0,81.391,66.0,8.238,,1.571,30.7,27.833,25.2,189.81
2012-08-16,1.362,7.042,12.77,5.73,17.375,177.333,91.0,79.5,59.0,7.083,,1.458,31.1,28.267,26.5,184.417
2012-08-17,2.875,14.71,22.654,7.944,26.0,180.5,91.0,72.667,49.0,11.333,,3.0,34.1,29.658,26.4,191.833
2012-08-18,3.354,14.0,18.958,4.958,14.833,184.864,95.0,77.667,59.0,9.682,,1.958,30.2,27.7,25.6,194.545
2012-08-19,2.146,5.125,7.166,2.042,13.958,180.417,91.0,73.75,48.0,5.75,,0.417,32.6,28.346,25.8,186.167
2012-08-20,3.544,13.917,23.375,9.458,16.359,184.958,93.0,70.958,43.0,12.458,,2.091,32.7,28.612,24.3,197.417
2012-08-21,2.188,11.334,17.742,6.408,14.875,181.708,93.0,76.833,58.0,7.25,,2.167,31.5,28.629,26.7,188.958
2012-08-22,1.494,7.146,15.605,8.458,15.0,176.458,95.0,78.708,58.0,4.833,,2.458,31.0,28.562,26.6,181.292
2012-08-23,1.625,9.708,18.546,8.838,12.875,181.583,91.0,72.042,44.0,6.583,,5.542,32.7,29.292,26.9,188.167
2012-08-24,2.084,10.208,17.084,6.875,13.125,181.0,94.0,71.417,40.0,7.682,,2.708,33.2,29.275,26.7,188.682
2012-08-25,2.292,10.458,14.958,4.5,13.021,179.958,91.0,69.875,44.0,8.292,,3.042,33.8,29.488,26.4,188.25
2012-08-26,3.206,9.354,14.604,5.25,14.062,181.25,89.0,69.75,46.0,9.042,,3.091,33.0,29.55,26.5,190.292
2012-08-27,2.458,10.312,15.708,5.396,13.448,182.375,91.0,72.708,46.0,7.333,,2.875,33.1,29.412,27.0,189.708
2012-08-28,2.354,9.801,12.984,3.184,13.854,183.333,88.0,71.75,48.0,6.792,,3.833,32.7,29.154,27.0,190.125
2012-08-29,1.848,10.321,15.446,5.125,12.272,182.652,89.0,78.042,62.0,6.478,,0.905,31.0,28.542,26.9,189.13
2012-08-30,2.48,18.812,26.854,8.041,19.562,189.182,94.0,78.542,54.0,15.182,,1.625,33.3,29.396,26.9,204.364
2012-08-31,1.688,9.729,15.104,5.375,13.875,179.0,93.0,76.958,59.0,6.125,,2.208,31.9,28.888,27.2,185.125
2012-09-01,2.142,9.5,12.875,3.375,11.479,182.292,97.0,82.417,63.0,8.042,,0.818,30.1,27.258,24.3,190.333
2012-09-02,2.104,9.104,9.916,0.812,10.188,183.292,97.0,85.167,63.0,7.417,,0.708,28.7,25.471,23.4,190.708
2012-09-03,2.354,14.458,18.25,3.792,14.312,185.333,94.0,72.875,48.0,9.208,,2.583,30.5,26.771,23.9,194.542
2012-09-04,2.958,19.004,26.07,7.066,14.104,185.583,97.0,80.25,57.0,12.167,,1.917,30.2,26.85,24.2,197.75
2012-09-05,3.114,21.375,25.334,3.958,25.312,187.682,91.0,72.792,46.0,16.091,,1.792,32.5,27.883,24.0,203.773
2012-09-06,2.708,21.896,26.125,4.229,24.583,184.375,97.0,81.875,57.0,11.25,,1.875,30.2,26.604,23.1,195.625
2012-09-07,3.502,21.375,30.604,9.229,22.854,191.583,94.0,69.958,46.0,17.292,,1.682,32.1,27.233,23.2,208.875
2012-09-08,2.875,12.5,14.416,1.916,23.542,187.208,95.0,74.708,49.0,12.125,,1.792,31.5,27.796,24.8,199.333
2012-09-09,2.375,7.833,9.834,2.0,11.125,181.417,90.0,70.875,47.0,5.292,,1.708,32.4,28.488,26.0,186.708
2012-09-10,2.375,12.266,19.68,7.414,13.583,183.042,91.0,70.917,43.0,6.458,,3.917,32.4,28.438,25.9,189.5
2012-09-11,3.021,16.197,20.254,4.057,16.104,186.455,94.0,68.708,44.0,10.955,,3.625,32.7,28.421,25.3,197.409
2012-09-12,2.652,19.932,24.274,4.342,14.242,186.455,97.0,66.875,41.0,13.864,,1.348,31.5,27.171,22.6,200.318
2012-09-13,3.144,23.146,29.666,6.52,23.375,189.583,90.0,69.583,51.0,15.25,,2.5,31.7,27.962,24.9,204.833
2012-09-14,2.354,12.792,14.979,2.188,17.875,183.125,92.0,74.542,49.0,8.0,,3.25,31.5,28.254,26.3,191.125
2012-09-15,2.25,12.146,15.292,3.146,13.396,186.333,90.0,77.5,62.0,12.708,,2.917,30.2,27.804,25.8,199.042
2012-09-16,2.396,8.708,10.482,1.774,13.583,185.75,96.0,81.0,60.0,8.542,,1.5,31.1,27.762,24.8,194.292
2012-09-17,1.792,7.25,10.771,3.521,19.02,182.273,97.0,79.375,58.0,8.682,,0.792,30.1,27.388,25.1,190.955
2012-09-18,2.188,8.843,13.072,4.229,14.917,183.583,91.0,79.083,61.0,9.208,,1.833,30.0,27.454,24.6,192.792
2012-09-19,2.718,12.25,16.834,4.583,10.166,181.25,97.0,88.875,69.0,7.667,,1.955,28.2,26.0,24.5,188.917
2012-09-20,3.062,17.854,24.021,6.167,26.688,192.435,87.0,71.0,50.0,10.522,,2.125,29.4,26.967,24.3,202.957
2012-09-21,3.5,20.875,24.75,3.875,28.021,187.958,85.0,76.375,61.0,11.667,,0.875,27.4,24.662,22.9,199.625
2012-09-22,2.708,12.22,13.82,1.6,14.5,186.542,95.0,78.292,65.0,10.042,,0.083,25.2,22.792,21.0,196.583
2012-09-23,2.604,10.208,10.584,0.375,10.646,185.955,97.0,93.833,77.0,8.409,,0.0,21.6,19.85,17.8,194.364
2012-09-24,2.771,17.084,23.896,6.812,8.922,187.875,96.0,67.875,46.0,11.167,,0.292,27.2,22.962,19.3,199.042
2012-09-25,2.478,20.038,26.648,6.61,9.521,187.25,96.0,80.417,68.0,10.375,,0.0,21.8,19.862,17.8,197.625
2012-09-26,2.693,17.458,23.646,6.188,12.771,189.917,83.0,66.0,48.0,10.917,,0.0,25.2,21.304,18.2,200.833
2012-09-27,2.37,15.134,19.406,4.272,10.536,187.696,74.0,61.708,49.0,8.696,,0.6,23.8,20.704,17.6,196.391
2012-09-28,2.292,13.768,17.334,3.565,7.354,185.208,90.0,74.542,67.0,8.417,,0.0,24.0,21.371,18.1,193.625
2012-09-29,3.375,15.895,19.5,3.604,13.646,188.364,92.0,77.25,63.0,15.273,,1.625,27.5,24.054,21.1,203.636
