date,PM25_mean,SO2_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean
2012-03-25,14.083,1.125,10.75,10.653,14.958,4.319
2012-03-26,10.708,0.958,10.658,12.695,18.542,5.791
2012-03-27,13.042,1.29,13.208,11.505,15.108,3.729
2012-03-28,18.958,1.569,17.283,20.736,31.556,10.959
2012-03-29,14.375,1.208,13.35,8.764,12.542,3.764
2012-03-30,12.042,0.625,9.325,10.875,15.722,4.945
2012-03-31,10.875,0.792,9.442,11.779,16.225,4.403
2012-04-01,11.958,0.028,7.75,9.75,14.278,4.611
2012-04-02,14.75,0.159,12.725,10.207,15.549,5.201
2012-04-03,15.667,0.181,15.3,10.43,13.639,3.292
2012-04-04,13.625,0.069,9.783,6.445,9.584,3.194
2012-04-05,20.667,0.153,17.85,10.569,14.833,4.153
2012-04-06,14.75,0.083,11.967,10.875,15.764,4.917
2012-04-07,12.583,0.083,8.592,12.555,19.334,6.778
2012-04-08,16.042,0.069,14.233,9.833,13.486,3.625
2012-04-09,21.917,0.555,21.267,11.834,16.139,4.347
2012-04-10,26.545,0.101,29.067,12.957,17.305,4.419
2012-04-11,22.833,0.694,25.967,20.094,26.659,6.735
2012-04-12,11.083,0.208,8.142,7.847,11.555,3.653
2012-04-13,15.739,0.419,12.297,11.946,16.574,4.685
2012-04-14,15.0,0.141,12.983,14.014,20.069,6.07
2012-04-15,15.125,0.0,12.85,8.431,11.042,2.597
2012-04-16,14.556,0.194,11.1,7.837,11.207,3.414
2012-04-17,8.875,0.236,13.135,13.43,18.764,5.236
2012-04-18,8.542,0.584,8.588,10.75,14.847,4.111
2012-04-19,11.75,0.097,7.442,6.514,8.778,2.319
2012-04-20,7.833,0.028,5.758,7.708,10.5,2.82
2012-04-21,10.708,0.125,8.358,9.903,13.5,3.708
2012-04-22,12.917,0.0,12.167,3.708,4.889,1.222
2012-04-23,16.208,0.847,17.708,19.305,26.861,7.611
2012-04-24,19.667,0.611,18.692,15.375,20.597,5.208
2012-04-25,13.5,0.406,12.87,11.048,16.248,5.243
2012-04-26,16.417,0.0,15.533,7.0,9.028,2.028
2012-04-27,12.917,0.181,9.608,10.014,14.226,4.313
2012-04-28,14.833,0.738,12.675,16.708,21.597,5.0
2012-04-29,19.583,0.806,18.95,18.569,23.445,4.847
2012-04-30,22.958,0.843,21.892,12.329,14.902,2.558
2012-05-01,16.708,0.866,15.591,13.5,16.431,2.931
2012-05-02,14.917,0.667,16.683,10.494,13.606,3.125
2012-05-03,10.042,0.111,12.508,2.861,3.819,1.055
2012-05-04,4.333,0.0,3.467,3.153,4.611,1.403
2012-05-05,9.833,0.208,7.542,7.556,10.306,2.875
2012-05-06,12.917,0.111,11.6,7.097,8.778,1.736
2012-05-07,15.75,0.208,13.775,10.042,13.0,2.945
2012-05-08,17.833,0.43,17.791,10.833,13.611,2.805
2012-05-09,18.375,0.431,19.017,9.524,11.529,1.977
2012-05-10,16.708,0.944,15.408,10.903,13.542,2.667
2012-05-11,12.565,0.397,11.7,7.899,11.422,3.452
2012-05-12,8.292,0.014,5.442,4.0,7.319,3.306
2012-05-13,14.458,0.222,8.808,8.056,11.0,2.972
2012-05-14,13.609,0.694,9.111,10.477,13.812,3.364
2012-05-15,18.348,1.222,15.348,18.625,27.514,8.847
2012-05-16,11.13,0.75,10.25,14.959,21.514,6.611
2012-05-17,16.25,0.417,12.542,11.792,15.556,3.722
2012-05-18,21.708,1.681,17.083,13.361,17.236,3.819
2012-05-19,15.542,0.639,10.808,8.361,11.972,3.667
2012-05-20,15.417,0.389,10.333,8.514,10.722,2.32
2012-05-21,19.167,0.66,16.378,10.625,14.917,4.222
2012-05-22,15.708,0.079,11.667,5.139,7.292,2.125
2012-05-23,18.609,0.241,13.183,8.032,11.164,3.217
2012-05-24,20.0,0.917,13.883,13.028,18.764,5.75
2012-05-25,22.875,1.067,18.442,11.269,14.339,3.196
2012-05-26,21.5,0.873,17.358,9.583,12.875,3.305
2012-05-27,22.167,0.278,17.15,7.361,9.653,2.194
2012-05-28,11.417,0.089,7.553,4.846,7.534,2.676
2012-05-29,11.667,0.208,7.467,7.111,9.667,2.472
2012-05-30,14.625,0.819,12.044,10.847,15.292,4.458
2012-05-31,14.333,0.528,8.883,10.75,15.403,4.722
2012-06-01,14.75,0.5,10.117,9.208,12.93,3.764
2012-06-02,17.292,0.153,13.983,5.708,7.584,1.903
2012-06-03,14.75,0.0,10.158,3.403,4.819,1.403
2012-06-04,17.875,0.764,13.867,8.722,12.028,3.319
2012-06-05,24.333,1.055,20.95,11.847,15.806,3.986
2012-06-06,22.87,1.014,22.812,17.554,23.987,6.49
2012-06-07,20.042,1.625,17.45,13.389,18.084,4.791
2012-06-08,19.333,0.626,17.416,9.95,12.965,3.029
2012-06-09,9.042,0.0,5.975,4.583,6.639,2.125
2012-06-10,8.792,0.0,4.067,4.403,5.861,1.514
2012-06-11,13.458,0.721,8.185,9.936,15.626,5.781
2012-06-12,15.696,0.236,10.594,4.065,7.338,3.241
2012-06-13,16.217,0.097,14.495,4.103,7.044,2.914
2012-06-14,12.417,0.069,7.517,5.333,8.444,3.125
2012-06-15,11.167,0.042,7.517,5.417,8.125,2.694
2012-06-16,11.5,0.0,8.458,4.125,6.931,2.889
2012-06-17,10.542,0.236,5.633,6.917,10.125,3.25
2012-06-18,15.542,0.764,10.083,13.625,18.681,5.153
2012-06-19,14.583,0.069,11.409,5.403,7.472,2.125
2012-06-20,9.625,0.069,3.683,2.691,4.173,1.51
2012-06-21,8.913,0.101,5.267,4.667,7.139,2.444
2012-06-22,11.583,1.104,5.517,11.954,18.735,6.85
2012-06-23,11.583,1.137,5.192,10.083,16.375,6.444
2012-06-24,11.792,1.167,6.192,6.458,10.458,4.028
2012-06-25,11.708,0.484,6.633,6.107,10.526,4.505
2012-06-26,18.375,1.944,13.558,13.403,19.514,6.236
2012-06-27,20.333,2.722,19.942,16.181,22.444,6.333
2012-06-28,23.25,2.32,19.167,15.639,21.042,5.403
2012-06-29,21.5,1.069,19.384,13.972,18.278,4.375
2012-06-30,12.708,0.708,8.75,9.0,14.181,5.194
2012-07-01,10.083,0.042,6.717,2.972,4.403,1.555
2012-07-02,8.042,0.069,4.333,4.542,7.347,2.903
2012-07-03,9.375,0.347,6.25,8.194,12.042,3.847
2012-07-04,12.696,2.014,9.183,14.064,21.477,7.397
2012-07-05,18.375,1.792,21.203,13.324,17.967,4.81
2012-07-06,20.85,1.827,26.245,15.222,19.516,4.326
2012-07-07,13.833,0.112,12.208,6.347,8.695,2.431
2012-07-08,12.542,0.5,8.3,5.917,8.417,2.458
2012-07-09,16.667,1.131,12.933,11.92,16.901,5.067
2012-07-10,14.273,0.764,12.46,7.056,9.639,2.653
2012-07-11,15.792,0.736,11.966,8.972,12.986,3.944
2012-07-12,11.25,0.222,9.4,6.653,9.389,2.75
2012-07-13,8.375,0.708,6.667,5.778,10.917,5.222
2012-07-14,7.917,0.736,4.025,6.389,10.972,4.528
2012-07-15,12.0,0.528,8.367,6.514,9.25,2.833
2012-07-16,10.0,0.195,6.35,7.833,11.431,3.611
2012-07-17,14.292,0.903,12.167,10.042,16.764,6.847
2012-07-18,18.545,0.797,12.55,9.278,15.637,6.444
2012-07-19,17.417,0.5,11.442,6.43,9.25,2.736
2012-07-20,11.583,0.139,7.758,3.659,6.163,2.503
2012-07-21,11.5,0.014,5.625,3.236,5.861,2.653
2012-07-22,8.958,0.014,4.442,2.722,4.791,2.07
2012-07-23,16.458,0.101,11.683,4.455,7.28,2.98
2012-07-24,16.833,0.583,19.729,11.278,15.417,4.111
2012-07-25,20.625,1.542,31.167,14.875,22.764,7.93
2012-07-26,12.875,1.083,11.244,10.014,15.806,5.806
2012-07-27,29.25,0.875,38.792,8.208,12.0,3.806
2012-07-28,34.0,0.75,43.942,7.514,10.056,2.542
2012-07-29,24.167,0.833,28.075,7.986,10.847,2.972
2012-07-30,28.542,1.459,34.008,8.986,13.292,4.333
2012-07-31,30.208,1.649,39.11,9.611,13.486,4.042
2012-08-01,26.87,2.174,36.85,12.648,17.961,5.453
2012-08-02,17.083,1.736,20.958,10.083,14.292,4.236
2012-08-03,13.458,0.139,9.708,4.421,7.834,3.443
2012-08-04,11.167,0.014,7.267,3.792,6.361,2.5
2012-08-05,16.208,1.236,18.016,10.667,16.0,5.472
2012-08-06,15.0,0.471,11.4,10.869,16.611,5.77
2012-08-07,10.958,0.194,5.689,5.569,8.667,2.986
2012-08-08,14.417,1.056,10.217,9.014,13.111,4.069
2012-08-09,12.833,0.264,11.258,4.889,7.389,2.556
2012-08-10,11.375,0.597,7.783,8.667,14.07,5.431
2012-08-11,16.5,1.153,11.333,9.111,15.903,6.875
2012-08-12,22.833,0.653,23.483,7.375,10.264,2.958
2012-08-13,19.625,0.597,16.325,11.722,16.222,4.444
2012-08-14,17.391,1.058,11.15,7.444,11.292,3.903
2012-08-15,20.333,0.417,15.442,7.513,10.551,3.063
2012-08-16,13.333,0.667,13.958,8.292,11.972,3.556
2012-08-17,12.917,0.895,9.908,6.974,9.123,2.205
2012-08-18,15.042,0.991,10.817,9.028,13.875,4.847
2012-08-19,16.0,0.875,16.05,7.472,10.611,3.222
2012-08-20,17.875,1.153,19.525,9.049,12.94,4.045
2012-08-21,20.542,1.68,19.442,10.694,16.028,5.389
2012-08-22,18.958,1.278,22.867,9.25,13.25,4.056
2012-08-23,16.727,1.347,14.438,9.924,17.303,7.327
2012-08-24,15.417,0.403,16.775,8.042,12.722,4.694
2012-08-25,15.6,0.306,18.833,6.111,10.625,4.542
2012-08-26,18.75,0.857,23.427,7.167,10.764,3.653
2012-08-27,17.708,1.0,18.775,10.028,16.875,6.833
2012-08-28,17.667,0.514,19.342,6.472,10.625,4.208
2012-08-29,21.5,0.453,30.525,6.887,9.546,2.742
2012-08-30,16.917,0.778,19.783,9.167,13.25,4.097
2012-08-31,16.667,1.356,16.5,10.548,15.227,4.751
2012-09-01,14.542,0.342,17.992,5.542,8.778,3.181
2012-09-02,12.083,0.03,10.908,3.472,6.139,2.708
2012-09-03,11.083,0.072,14.104,4.05,7.147,3.057
2012-09-04,11.417,0.195,12.125,4.347,7.292,2.972
2012-09-05,11.542,0.181,11.533,5.125,7.708,2.736
2012-09-06,14.042,0.319,9.4,9.194,13.292,4.167
2012-09-07,14.083,0.569,8.208,11.319,17.222,5.931
2012-09-08,13.042,0.819,9.642,9.291,13.861,4.583
2012-09-09,10.542,0.111,10.042,7.944,11.708,3.847
2012-09-10,12.5,0.819,10.883,20.195,30.5,10.264
2012-09-11,12.792,0.528,13.767,12.875,20.0,7.278
2012-09-12,12.364,0.783,6.783,9.998,16.979,6.967
2012-09-13,13.458,1.055,9.942,9.0,14.292,5.319
2012-09-14,15.583,1.037,12.458,10.06,16.123,6.063
2012-09-15,21.25,1.169,23.475,11.166,15.93,4.847
2012-09-16,20.958,0.958,21.025,8.389,11.847,3.556
2012-09-17,17.042,0.195,18.616,7.035,10.789,3.88
2012-09-18,16.708,0.965,14.03,10.583,17.639,6.944
2012-09-19,13.625,0.722,11.6,11.819,18.917,7.181
2012-09-20,15.958,0.75,11.65,12.347,18.153,5.778
2012-09-21,15.375,0.597,8.4,13.25,22.625,9.417
2012-09-22,13.458,0.555,9.058,13.166,19.542,6.403
2012-09-23,11.875,0.111,9.708,7.375,10.417,3.153
2012-09-24,12.5,0.318,8.787,8.625,13.798,5.17
2012-09-25,12.625,0.357,7.521,11.941,18.902,6.958
2012-09-26,11.083,0.201,7.017,8.846,15.721,6.897
2012-09-27,12.167,0.06,7.846,4.9,7.892,2.914
2012-09-28,11.667,0.139,6.633,4.743,6.917,2.214
2012-09-29,10.167,0.028,6.267,4.306,6.014,1.708
2012-09-30,17.875,0.444,12.983,14.18,20.333,6.167
2012-10-01,11.708,0.279,8.45,9.467,15.149,5.753
2012-10-02,12.958,0.958,6.083,11.764,20.417,8.667
2012-10-03,13.0,0.07,6.958,7.014,10.32,3.305
2012-10-04,15.158,0.5,6.992,9.556,15.694,6.153
2012-10-05,15.5,0.75,9.417,13.945,22.458,8.597
2012-10-06,16.75,0.68,11.083,15.0,23.417,8.472
2012-10-07,11.958,0.375,5.275,8.5,13.972,5.542
2012-10-08,10.292,1.014,5.725,13.153,22.917,9.833
2012-10-09,11.75,0.778,7.775,13.445,21.639,8.319
2012-10-10,9.826,0.421,7.375,10.851,18.485,7.746
2012-10-11,12.25,0.264,8.175,9.945,14.903,4.958
2012-10-12,10.542,0.389,5.608,9.806,15.336,5.503
2012-10-13,8.958,0.167,5.43,12.097,21.375,9.25
2012-10-14,14.875,0.5,10.325,7.097,10.889,3.917
2012-10-15,17.042,0.813,11.375,12.99,20.721,7.759
2012-10-16,15.25,0.667,9.35,15.667,25.278,9.625
2012-10-17,17.952,0.486,11.252,14.708,21.931,7.319
2012-10-18,12.833,0.389,8.267,11.417,17.236,5.972
2012-10-19,14.292,0.639,7.05,10.736,17.333,6.625
2012-10-20,17.833,0.681,9.208,10.417,16.681,6.333
2012-10-21,18.375,0.833,12.858,7.708,11.042,3.333
2012-10-22,11.708,0.709,8.475,10.847,20.167,9.375
2012-10-23,15.625,0.514,12.525,9.07,13.125,4.028
2012-10-24,16.087,0.936,11.15,14.675,23.051,8.571
2012-10-25,15.417,0.653,12.167,16.944,29.139,12.347
2012-10-26,19.208,0.764,12.825,16.678,30.057,13.45
2012-10-27,12.958,0.615,8.743,11.278,22.722,11.444
2012-10-28,12.625,0.028,11.283,2.597,3.514,0.944
2012-10-29,12.792,0.6,5.184,10.539,15.873,5.404
2012-10-30,10.333,0.764,5.667,13.625,24.111,10.403
2012-10-31,10.167,0.445,5.875,11.556,20.555,9.111
2012-11-01,11.333,0.5,5.583,12.833,25.5,12.75
2012-11-02,10.0,0.666,4.667,8.278,14.32,6.028
2012-11-03,13.792,0.68,9.1,9.75,13.917,4.208
2012-11-04,9.625,0.5,5.166,6.625,10.639,4.014
2012-11-05,14.083,1.0,5.984,14.5,25.028,10.5
2012-11-06,13.458,0.403,9.9,5.153,7.347,2.194
2012-11-07,12.87,0.476,8.025,17.395,25.921,8.611
2012-11-08,13.875,0.625,8.517,20.472,36.333,15.764
2012-11-09,10.583,0.722,4.417,13.968,21.408,7.482
2012-11-10,9.333,0.18,5.367,11.708,21.291,9.583
2012-11-11,9.667,0.208,5.133,7.931,13.972,6.014
2012-11-12,14.375,0.495,9.644,10.748,16.754,6.048
2012-11-13,20.917,0.986,14.358,17.972,27.833,9.847
2012-11-14,15.087,0.812,11.755,15.25,25.625,10.417
2012-11-15,10.125,0.403,7.625,17.778,33.236,15.445
2012-11-16,10.5,1.208,5.8,16.653,28.833,12.292
2012-11-17,9.458,0.139,6.65,17.514,27.056,9.5
2012-11-18,10.0,0.43,5.109,6.57,9.75,3.167
2012-11-19,15.375,0.639,10.241,17.403,29.208,11.959
2012-11-20,12.958,0.695,9.0,9.917,15.5,5.569
2012-11-21,12.739,1.172,8.496,10.788,17.691,6.929
2012-11-22,16.0,1.32,10.2,22.486,46.028,23.611
2012-11-23,11.5,0.379,9.3,12.539,21.269,8.828
2012-11-24,11.833,0.236,8.158,9.945,15.486,5.639
2012-11-25,12.458,0.458,7.958,12.639,19.944,7.361
2012-11-26,13.875,0.947,9.25,23.757,42.083,18.284
2012-11-27,15.042,1.667,8.408,8.609,13.071,4.606
2012-11-28,12.583,1.0,8.422,13.389,27.639,14.361
2012-11-29,23.792,1.972,18.6,10.347,16.028,5.667
2012-11-30,13.292,1.264,9.309,14.611,23.972,9.403
2012-12-01,12.458,0.944,6.825,13.0,21.958,8.944
2012-12-02,10.458,0.75,6.159,15.778,23.542,7.792
2012-12-03,14.333,0.972,7.433,19.139,39.278,20.097
2012-12-04,15.458,1.444,11.175,8.764,13.292,4.472
2012-12-05,23.783,1.881,17.3,7.41,11.709,4.358
2012-12-06,13.208,0.931,7.686,5.423,8.116,2.806
2012-12-07,12.958,1.0,7.067,6.246,10.335,4.06
2012-12-08,13.833,1.417,9.609,14.819,22.389,7.681
2012-12-09,15.625,1.75,10.75,10.861,16.014,5.333
2012-12-10,12.625,1.334,8.567,15.474,26.538,11.149
2012-12-11,11.792,0.653,5.867,20.347,32.486,12.084
2012-12-12,13.417,0.976,8.313,23.514,41.639,18.167
2012-12-13,15.958,1.208,9.642,23.417,40.82,17.653
2012-12-14,36.75,3.861,28.508,29.042,48.625,19.778
2012-12-15,28.208,1.764,21.334,19.139,33.945,14.847
2012-12-16,13.083,1.333,8.183,11.292,15.736,4.486
2012-12-17,25.917,1.819,19.5,16.083,24.681,8.667
2012-12-18,11.75,1.042,8.258,12.514,18.889,6.375
2012-12-19,12.348,1.065,7.008,17.083,26.222,9.18
2012-12-20,12.591,1.375,8.883,18.87,29.02,10.149
2012-12-21,13.0,1.5,8.908,20.141,32.628,12.428
2012-12-22,14.625,1.347,10.133,24.347,45.25,20.792
2012-12-23,9.917,0.82,5.65,14.841,19.95,5.11
2012-12-24,10.625,0.4,5.525,22.661,39.013,16.551
2012-12-25,10.391,0.986,7.479,24.764,49.75,25.083
2012-12-26,8.875,2.028,11.142,10.625,16.472,5.944
2012-12-27,2.917,1.167,5.625,12.014,19.208,7.222
2012-12-28,10.042,1.445,9.742,25.139,40.486,15.417
2012-12-29,7.458,0.917,9.733,23.014,42.431,19.458
2012-12-30,4.458,0.778,7.408,15.167,24.889,9.75
2012-12-31,13.625,2.042,15.283,6.083,8.153,2.0
2013-01-01,8.875,1.268,10.875,7.34,9.491,2.136
2013-01-02,6.417,0.694,6.758,5.5,7.917,2.375
2013-01-03,5.667,1.111,7.775,9.972,14.264,4.222
2013-01-04,6.583,0.958,6.267,8.694,12.681,4.111
2013-01-05,4.833,0.944,4.5,19.402,32.493,13.174
2013-01-06,5.625,1.458,6.717,21.08,31.218,10.111
2013-01-07,9.125,1.347,10.783,24.833,48.583,23.764
2013-01-08,22.13,2.578,20.955,19.625,33.764,14.153
2013-01-09,9.167,1.314,9.809,13.334,21.583,8.292
2013-01-10,6.167,1.014,5.592,11.625,17.861,6.25
2013-01-11,5.25,0.972,7.175,14.681,22.25,7.5
2013-01-12,8.125,1.389,7.625,14.583,20.75,6.25
2013-01-13,5.375,0.903,6.058,16.653,29.236,12.681
2013-01-14,6.292,1.792,7.075,19.361,32.153,12.792
2013-01-15,9.391,1.931,8.017,23.217,40.135,16.99
2013-01-16,9.292,2.153,9.317,23.486,37.458,13.972
2013-01-17,10.458,1.181,8.509,33.722,74.056,40.333
2013-01-18,6.917,1.167,7.408,25.292,45.014,19.805
2013-01-19,5.417,0.653,6.242,16.725,27.942,11.173
2013-01-20,7.708,1.264,9.083,22.58,39.873,17.362
2013-01-21,13.167,2.667,13.742,24.403,41.431,17.125
2013-01-22,9.957,1.905,8.65,19.792,32.792,13.041
2013-01-23,9.667,1.575,8.058,23.153,41.125,18.083
2013-01-24,17.75,2.653,17.925,30.75,61.555,30.847
2013-01-25,50.917,4.931,52.25,22.778,35.889,13.222
2013-01-26,12.125,1.111,12.842,11.875,17.681,5.819
2013-01-27,6.75,1.666,7.333,16.472,26.764,10.278
2013-01-28,12.625,2.028,12.692,12.639,18.292,5.667
2013-01-29,7.875,2.02,8.225,12.947,19.424,6.634
2013-01-30,13.0,1.792,16.092,21.319,31.722,10.528
2013-01-31,16.667,2.236,14.558,11.458,16.292,4.889
2013-02-01,8.333,1.236,9.442,15.139,22.625,7.625
2013-02-02,8.417,1.028,8.459,22.58,37.241,14.732
2013-02-03,11.958,1.417,11.675,9.426,14.563,5.095
2013-02-04,6.083,0.662,6.967,11.236,18.653,7.389
2013-02-05,5.478,0.85,5.775,12.167,19.847,7.708
2013-02-06,6.667,1.539,6.375,11.542,17.555,6.167
2013-02-07,7.875,1.792,6.183,18.347,28.222,9.972
2013-02-08,7.917,1.125,6.3,19.917,39.042,19.208
2013-02-09,6.542,0.917,7.308,13.208,19.181,5.972
2013-02-10,7.125,1.778,8.558,22.903,38.847,15.972
2013-02-11,7.458,0.653,6.892,20.486,33.111,12.736
2013-02-12,7.375,1.074,6.892,23.053,41.855,18.817
2013-02-13,7.333,1.333,6.033,17.347,30.486,13.236
2013-02-14,8.542,1.681,6.808,16.403,23.944,7.625
2013-02-15,6.333,0.806,7.183,11.819,16.667,4.847
2013-02-16,2.125,0.542,5.742,5.262,8.137,2.845
2013-02-17,21.042,2.069,18.125,10.427,15.73,5.388
2013-02-18,22.708,2.306,19.883,12.542,18.25,5.722
2013-02-19,7.478,0.885,7.296,20.32,33.194,12.819
2013-02-20,6.167,1.302,7.6,17.014,29.528,12.528
2013-02-21,8.542,1.361,7.192,21.208,36.305,15.125
2013-02-22,5.125,0.708,5.842,21.917,33.875,12.07
2013-02-23,4.625,0.903,6.883,16.833,23.722,6.945
2013-02-24,14.375,1.597,12.175,21.042,33.653,12.625
2013-02-25,20.75,2.125,20.883,16.194,21.889,5.681
2013-02-26,16.583,1.672,16.375,28.02,38.895,10.862
2013-02-27,36.167,2.625,37.358,35.861,52.667,16.958
2013-02-28,18.25,1.833,17.933,16.472,22.264,5.847
2013-03-01,9.75,1.0,9.067,18.208,26.764,8.694
2013-03-02,8.208,0.556,8.238,11.288,15.67,4.437
2013-03-03,13.875,1.055,13.283,17.183,24.703,7.492
2013-03-04,10.375,1.097,11.633,10.375,14.944,4.597
2013-03-05,9.652,1.223,12.425,21.153,31.653,10.431
2013-03-06,7.75,0.72,7.992,8.181,13.167,4.945
2013-03-07,9.167,1.222,8.492,9.153,13.583,4.375
2013-03-08,11.75,0.75,11.425,9.347,13.597,4.305
2013-03-09,14.167,0.875,14.392,12.708,17.125,4.681
2013-03-10,8.75,1.25,8.792,22.236,35.834,13.847
2013-03-11,9.417,1.792,8.183,23.236,39.82,16.653
2013-03-12,8.792,1.562,7.508,17.832,27.443,9.637
2013-03-13,3.542,0.875,5.7,9.722,14.139,4.541
2013-03-14,4.333,0.57,6.708,9.222,14.667,5.542
2013-03-15,10.25,1.403,11.85,18.403,28.111,9.736
2013-03-16,16.0,0.917,16.2,14.74,18.711,3.928
2013-03-17,23.875,1.819,21.242,25.035,35.28,10.302
2013-03-18,23.833,1.917,29.65,21.653,32.153,10.597
2013-03-19,8.208,0.979,8.717,12.194,17.931,5.694
2013-03-20,4.864,1.159,6.554,8.32,11.569,3.306
2013-03-21,3.75,0.317,6.002,7.344,12.354,5.049
2013-03-22,7.833,1.361,7.282,14.826,24.161,9.379
2013-03-23,6.042,0.944,7.383,17.039,23.401,6.41
2013-03-24,27.375,2.417,28.425,20.37,29.069,8.787
2013-03-25,47.5,1.847,53.825,17.792,21.681,3.944
2013-03-26,55.957,2.413,57.93,22.716,28.725,6.068
2013-03-27,45.125,1.611,46.1,24.667,30.722,6.042
2013-03-28,34.292,2.18,34.717,20.528,27.375,6.958
2013-03-29,37.25,1.583,40.65,13.445,16.361,2.945
2013-03-30,9.375,0.667,9.575,6.441,8.296,1.87
2013-03-31,9.167,1.014,10.492,8.854,13.235,4.523
2013-04-01,15.042,1.354,15.442,12.692,18.167,5.405
2013-04-02,18.917,1.417,15.992,16.861,22.486,5.653
2013-04-03,24.217,1.479,23.983,18.528,24.889,6.403
2013-04-04,15.542,1.625,15.684,14.486,18.986,4.542
2013-04-05,13.667,1.472,11.634,15.458,21.181,5.667
2013-04-06,13.5,0.556,16.177,8.649,10.895,2.26
2013-04-07,5.792,0.389,8.358,5.917,7.722,1.806
2013-04-08,3.958,0.875,6.75,4.778,7.597,2.806
2013-04-09,15.667,1.208,14.85,8.708,11.833,3.069
2013-04-10,13.043,0.873,13.556,6.692,10.149,3.471
2013-04-11,11.625,0.667,9.558,10.833,15.444,4.653
2013-04-12,9.208,0.875,9.4,7.222,10.542,3.347
2013-04-13,9.708,0.861,11.592,7.097,10.403,3.431
2013-04-14,15.5,0.847,21.1,5.467,6.686,1.218
2013-04-15,18.444,0.619,24.125,7.268,10.631,3.39
2013-04-16,11.556,0.708,13.708,9.945,14.042,4.167
2013-04-17,5.087,0.333,7.708,10.736,15.944,5.208
2013-04-18,9.458,0.681,8.15,9.68,13.042,3.403
2013-04-19,12.5,1.764,11.608,10.736,15.681,5.014
2013-04-20,10.375,0.459,10.117,9.445,13.486,4.111
2013-04-21,8.292,0.514,7.767,9.639,12.681,3.194
2013-04-22,16.417,1.194,13.85,11.444,15.083,3.722
2013-04-23,28.417,1.236,27.417,13.68,17.319,3.667
2013-04-24,20.125,1.668,23.258,18.539,23.759,5.25
2013-04-25,17.792,0.514,17.733,10.875,14.57,3.75
2013-04-26,18.417,0.625,18.033,13.278,16.417,3.25
2013-04-27,8.417,0.333,8.242,7.82,11.083,3.389
2013-04-28,7.958,0.542,7.533,6.73,9.014,2.355
2013-04-29,5.167,0.281,6.0,4.695,7.556,2.874
2013-04-30,5.708,0.306,7.767,5.514,8.139,2.681
2013-05-01,4.391,0.362,5.15,7.431,10.153,2.792
2013-05-02,4.292,0.403,4.225,6.82,10.986,4.153
2013-05-03,10.125,0.528,11.167,8.042,10.625,2.667
2013-05-04,12.75,1.25,14.875,9.181,12.097,2.944
2013-05-05,22.208,0.764,22.317,11.708,14.5,2.736
2013-05-06,16.125,0.708,21.25,13.139,16.014,3.0
2013-05-07,2.458,0.167,4.3,4.361,8.528,4.111
2013-05-08,7.042,0.67,5.7,7.467,11.326,3.944
2013-05-09,11.917,1.389,10.788,11.25,15.945,4.792
2013-05-10,12.542,0.736,9.95,7.403,9.875,2.569
2013-05-11,3.833,0.153,5.1,4.389,5.986,1.583
2013-05-12,6.875,0.472,7.217,6.092,7.898,1.848
2013-05-13,6.875,0.153,7.325,5.461,7.828,2.495
2013-05-14,15.083,1.208,14.525,10.653,15.347,4.764
2013-05-15,5.682,0.13,5.951,7.139,10.056,2.917
2013-05-16,7.083,0.806,6.558,11.889,17.042,5.056
2013-05-17,10.75,0.806,8.408,9.708,13.75,3.958
2013-05-18,10.792,1.667,7.55,11.931,16.25,4.347
2013-05-19,11.417,0.944,9.458,8.819,11.431,2.722
2013-05-20,8.667,0.625,9.95,11.014,15.666,4.611
2013-05-21,15.708,1.07,15.525,13.0,16.764,3.889
2013-05-22,19.5,0.813,16.933,10.994,14.885,4.032
2013-05-23,13.583,1.0,12.625,10.181,13.889,3.778
2013-05-24,5.5,0.847,5.808,8.0,11.0,3.0
2013-05-25,7.958,0.486,6.808,10.208,14.139,3.903
2013-05-26,10.375,0.667,9.525,9.127,11.804,2.68
2013-05-27,19.458,2.738,20.008,16.649,21.871,5.293
2013-05-28,22.208,2.958,23.267,17.417,21.875,4.556
2013-05-29,18.174,1.725,20.835,14.694,18.361,3.722
2013-05-30,13.5,1.111,16.696,11.403,14.278,2.875
2013-05-31,26.25,1.472,27.867,13.278,17.25,4.014
2013-06-01,11.542,0.75,10.542,7.5,10.278,2.889
2013-06-02,9.458,0.528,8.0,5.028,6.139,1.069
2013-06-03,13.292,1.583,13.275,9.5,12.278,2.82
2013-06-04,10.542,1.139,11.083,6.986,9.764,2.778
2013-06-05,12.125,1.313,12.25,8.681,11.565,3.0
2013-06-06,15.708,2.125,12.775,13.861,18.125,4.375
2013-06-07,12.917,0.958,13.408,9.458,12.583,3.167
2013-06-08,11.833,1.931,11.583,13.389,18.667,5.403
2013-06-09,12.833,1.153,11.317,10.604,14.111,3.661
2013-06-10,14.417,2.237,13.342,12.765,17.017,4.324
2013-06-11,6.792,0.32,6.867,4.82,7.194,2.43
2013-06-12,5.348,0.0,5.05,3.153,5.361,2.25
2013-06-13,6.667,0.681,6.967,6.611,10.514,3.931
2013-06-14,12.625,1.805,11.842,11.056,16.319,5.417
2013-06-15,11.917,1.639,13.392,16.083,24.292,8.278
2013-06-16,13.167,1.917,12.242,15.556,21.375,6.042
2013-06-17,10.208,0.847,11.933,9.278,11.694,2.389
