date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean
2018-02-11,4.986,5.708,0.722,0.783,9.75
2018-02-12,3.931,4.556,0.625,1.497,9.042
2018-02-13,5.069,5.708,0.639,1.565,16.0
2018-02-14,4.0,4.625,0.625,1.083,11.833
2018-02-15,8.292,9.458,1.167,1.178,8.167
2018-02-16,5.764,6.722,0.958,0.738,15.292
2018-02-17,4.528,5.208,0.68,1.327,14.25
2018-02-18,8.222,9.903,1.68,1.537,13.583
2018-02-19,9.387,10.572,1.186,0.721,9.458
2018-02-20,6.911,9.089,2.178,0.616,8.0
2018-02-21,3.947,4.537,0.589,0.904,17.542
2018-02-22,6.278,6.903,0.625,1.103,27.87
2018-02-23,3.319,3.861,0.542,0.935,16.0
2018-02-24,7.709,8.792,1.083,1.387,13.583
2018-02-25,11.486,14.306,2.819,2.464,17.667
2018-02-26,5.458,6.056,0.597,1.411,18.458
2018-02-27,10.208,11.43,1.222,1.53,10.125
2018-02-28,10.861,12.056,1.195,0.714,12.542
2018-03-01,5.252,5.938,0.686,1.126,15.833
2018-03-02,5.569,6.208,0.639,1.286,21.958
2018-03-03,7.806,8.625,0.819,0.74,15.75
2018-03-04,5.375,6.347,0.972,0.433,6.667
2018-03-05,5.637,6.398,0.761,1.178,17.818
2018-03-06,12.458,14.542,2.083,1.0,14.25
2018-03-07,4.792,5.528,0.736,0.703,13.625
2018-03-08,3.93,4.625,0.694,0.94,6.0
2018-03-09,6.125,7.25,1.125,1.06,4.208
2018-03-10,6.972,8.32,1.347,0.708,5.417
2018-03-11,3.847,4.641,0.795,0.459,1.833
2018-03-12,7.264,8.764,1.5,0.833,11.667
2018-03-13,4.403,5.653,1.25,0.889,4.167
2018-03-14,6.139,8.778,2.639,1.158,8.0
2018-03-15,5.958,7.583,1.625,1.292,6.583
2018-03-16,4.056,5.167,1.111,0.464,5.333
2018-03-17,4.778,6.014,1.236,0.643,6.583
2018-03-18,5.278,6.639,1.361,1.042,8.208
2018-03-19,7.893,8.645,0.752,0.691,8.391
2018-03-20,4.055,4.541,0.486,1.215,6.792
2018-03-21,4.238,4.435,0.197,0.638,6.792
2018-03-22,5.195,5.57,0.375,0.446,22.625
2018-03-23,3.111,3.209,0.097,0.57,12.125
2018-03-24,5.278,5.569,0.292,0.834,7.792
2018-03-25,7.764,9.347,1.583,1.577,9.292
2018-03-26,6.694,7.361,0.666,1.446,14.458
2018-03-27,6.444,7.195,0.75,1.78,12.708
2018-03-28,9.125,10.917,1.792,1.613,12.5
2018-03-29,5.875,6.222,0.347,1.137,8.292
2018-03-30,9.472,10.181,0.709,0.772,15.583
2018-03-31,4.526,4.832,0.306,0.723,11.042
2018-04-01,6.611,8.972,2.361,0.765,11.125
2018-04-02,6.639,8.097,1.458,1.081,16.375
2018-04-03,7.645,10.063,2.418,1.678,25.792
2018-04-04,9.57,11.737,2.168,2.103,24.0
2018-04-05,3.958,4.305,0.347,1.184,3.833
2018-04-06,3.514,3.75,0.236,0.595,10.0
2018-04-07,2.264,2.431,0.167,0.28,19.833
2018-04-08,3.458,3.736,0.278,0.661,8.458
2018-04-09,9.156,12.085,2.929,1.702,9.208
2018-04-10,6.514,8.181,1.666,1.47,18.958
2018-04-11,3.347,3.875,0.528,0.897,13.292
2018-04-12,8.167,10.236,2.069,1.029,13.5
2018-04-13,6.306,6.93,0.625,1.291,11.292
2018-04-14,4.364,4.786,0.421,0.808,10.417
2018-04-15,3.069,3.57,0.5,0.375,5.0
2018-04-16,3.778,4.042,0.264,0.744,17.125
2018-04-17,9.236,10.444,1.208,0.905,22.875
2018-04-18,5.32,5.75,0.431,0.934,18.217
2018-04-19,5.804,7.426,1.623,1.143,16.875
2018-04-20,9.889,12.347,2.459,2.399,19.333
2018-04-21,9.375,11.972,2.597,2.242,25.75
2018-04-22,6.097,7.611,1.514,1.447,23.75
2018-04-23,4.18,5.222,1.042,0.758,15.875
2018-04-24,2.009,2.066,0.057,0.342,8.208
2018-04-25,2.389,2.584,0.194,0.381,2.375
2018-04-26,4.25,4.597,0.347,0.774,6.542
2018-04-27,8.403,9.903,1.5,1.125,10.5
2018-04-28,5.236,6.07,0.833,1.434,24.667
2018-04-29,5.635,6.389,0.754,1.452,18.833
2018-04-30,4.708,5.195,0.486,1.262,18.042
2018-05-01,4.819,6.819,2.0,1.62,25.375
2018-05-02,2.736,2.805,0.069,0.518,12.917
2018-05-03,5.014,6.18,1.167,0.448,7.292
2018-05-04,4.323,4.908,0.585,0.74,10.042
2018-05-05,5.847,6.528,0.681,1.214,8.667
2018-05-06,4.368,5.387,1.019,1.244,11.261
2018-05-07,8.915,9.717,0.802,0.431,7.375
2018-05-08,5.556,5.583,0.028,0.53,5.136
2018-05-09,2.525,2.668,0.143,0.452,6.833
2018-05-10,3.75,4.125,0.375,0.44,7.042
2018-05-11,6.028,8.375,2.347,0.903,8.667
2018-05-12,5.375,7.528,2.153,1.005,11.958
2018-05-13,6.417,6.778,0.361,0.161,5.167
2018-05-14,6.193,6.864,0.672,0.468,12.875
2018-05-15,7.764,8.931,1.166,1.494,14.667
2018-05-16,6.903,7.611,0.709,1.417,18.708
2018-05-17,6.028,7.875,1.847,1.252,31.25
2018-05-18,4.792,6.847,2.056,1.22,36.667
2018-05-19,2.132,2.232,0.1,0.101,5.333
2018-05-20,3.625,4.097,0.472,0.625,3.375
2018-05-21,8.195,10.181,1.986,1.358,5.958
2018-05-22,4.693,5.91,1.217,0.887,6.783
2018-05-23,8.055,10.292,2.236,0.56,6.625
2018-05-24,7.718,9.354,1.636,1.011,7.667
2018-05-25,7.486,11.653,4.166,1.107,11.5
2018-05-26,10.625,13.278,2.653,1.244,18.708
2018-05-27,6.653,7.653,1.0,1.463,17.708
2018-05-28,5.833,6.417,0.583,0.661,9.5
2018-05-29,3.87,4.558,0.688,0.452,9.125
2018-05-30,8.167,8.959,0.792,0.256,7.5
2018-05-31,10.472,14.25,3.778,0.405,10.583
2018-06-01,4.389,4.958,0.569,0.706,10.75
2018-06-02,5.028,6.5,1.472,0.933,9.708
2018-06-03,5.856,6.736,0.879,0.962,8.917
2018-06-04,7.431,9.945,2.514,0.899,9.958
2018-06-05,3.542,4.111,0.569,0.589,7.5
2018-06-06,9.028,9.396,0.368,0.269,4.917
2018-06-07,5.281,5.705,0.423,0.571,9.25
2018-06-08,3.403,3.958,0.556,0.256,10.542
2018-06-09,5.806,6.736,0.931,0.572,21.708
2018-06-10,4.847,5.167,0.319,0.244,12.042
2018-06-11,3.819,4.014,0.194,0.262,4.75
2018-06-12,3.014,3.458,0.445,0.517,5.75
2018-06-13,2.667,2.972,0.305,0.508,3.917
2018-06-14,5.139,5.695,0.556,0.631,4.958
2018-06-15,5.889,7.319,1.431,0.542,10.25
2018-06-16,3.25,3.459,0.208,0.501,4.083
2018-06-17,4.042,5.139,1.097,0.494,8.292
2018-06-18,5.783,7.136,1.353,0.542,6.417
2018-06-19,3.162,3.67,0.507,0.21,6.583
2018-06-20,6.778,7.569,0.792,0.15,3.0
2018-06-21,9.722,13.57,3.847,0.333,11.957
2018-06-22,4.986,6.772,1.786,0.819,22.083
2018-06-23,6.367,8.732,2.365,0.135,12.917
2018-06-24,4.292,4.986,0.694,0.542,12.833
2018-06-25,5.389,6.597,1.208,0.792,22.208
2018-06-26,4.861,6.653,1.792,0.606,18.167
2018-06-27,2.125,3.431,1.306,0.603,11.208
2018-06-28,2.611,4.042,1.431,0.839,10.0
2018-06-29,2.403,3.806,1.403,0.339,4.958
2018-06-30,2.181,3.083,0.903,0.161,3.875
2018-07-01,1.18,1.722,0.542,0.161,11.042
2018-07-02,1.24,1.771,0.531,0.238,7.833
2018-07-03,0.583,0.681,0.097,0.22,7.708
2018-07-04,2.569,3.264,0.695,0.312,3.958
2018-07-05,3.529,4.87,1.34,0.262,4.542
2018-07-06,2.653,3.278,0.625,0.132,6.435
2018-07-07,2.972,3.583,0.611,0.19,7.458
2018-07-08,2.861,4.083,1.222,0.238,8.792
2018-07-09,2.056,2.75,0.695,0.25,7.917
2018-07-10,2.625,4.014,1.389,0.276,8.542
2018-07-11,4.125,6.597,2.472,0.836,16.875
2018-07-12,6.585,7.509,0.924,1.224,21.75
2018-07-13,5.875,10.292,4.417,1.174,21.833
2018-07-14,5.82,6.944,1.125,0.952,23.625
2018-07-15,5.125,7.986,2.861,0.815,26.083
2018-07-16,5.792,9.709,3.917,0.928,31.667
2018-07-17,5.694,7.556,1.861,0.78,26.458
2018-07-18,6.611,8.611,2.0,1.167,28.542
2018-07-19,5.847,7.333,1.486,1.226,33.333
2018-07-20,3.208,4.611,1.403,0.484,8.565
2018-07-21,2.333,5.334,3.0,0.476,2.792
2018-07-22,3.974,8.396,4.422,0.286,3.125
2018-07-23,5.514,9.222,3.708,0.689,12.708
2018-07-24,7.694,8.584,0.889,1.495,16.458
2018-07-25,5.708,7.153,1.445,1.095,16.958
2018-07-26,4.736,6.194,1.458,0.512,18.0
2018-07-27,3.903,4.639,0.736,0.639,10.542
2018-07-28,3.694,4.417,0.722,0.399,13.458
2018-07-29,2.333,3.278,0.944,0.238,7.542
2018-07-30,4.173,5.366,1.193,0.715,5.083
2018-07-31,4.208,8.083,3.875,0.893,9.208
2018-08-01,3.199,4.705,1.505,0.524,11.833
2018-08-02,4.125,7.917,3.792,0.479,12.458
2018-08-03,7.069,9.222,2.153,1.045,18.667
2018-08-04,6.625,8.556,1.931,1.393,18.625
2018-08-05,7.972,12.805,4.833,1.14,22.042
2018-08-06,6.0,9.597,3.597,0.817,19.167
2018-08-07,3.181,3.5,0.319,0.905,7.545
2018-08-08,3.472,3.958,0.486,0.928,6.333
2018-08-09,4.68,5.139,0.458,0.792,7.958
2018-08-10,6.139,7.681,1.542,1.232,14.0
2018-08-11,3.701,6.012,2.311,0.357,15.25
2018-08-12,2.805,3.944,1.139,0.4,6.708
2018-08-13,2.153,4.028,1.875,0.506,6.458
2018-08-14,2.139,3.847,1.708,0.5,5.708
2018-08-15,1.778,2.333,0.556,0.265,4.833
2018-08-16,2.82,4.375,1.556,0.31,5.583
2018-08-17,2.07,2.389,0.319,0.5,5.083
2018-08-18,2.875,3.319,0.444,0.97,6.583
2018-08-19,4.222,5.167,0.944,1.196,8.167
2018-08-20,3.5,4.584,1.083,0.75,8.292
2018-08-21,1.044,1.521,0.477,0.423,9.652
2018-08-22,1.284,1.874,0.59,0.431,7.542
2018-08-23,0.847,2.0,1.153,0.217,8.75
2018-08-24,3.083,4.106,1.023,0.482,7.917
2018-08-25,1.916,2.708,0.792,0.282,8.542
2018-08-26,2.764,5.069,2.305,0.49,7.458
2018-08-27,4.806,8.833,4.028,0.847,9.375
2018-08-28,5.083,8.625,3.542,0.68,16.739
2018-08-29,3.694,6.32,2.625,0.518,15.333
2018-08-30,3.222,5.75,2.528,0.423,9.958
2018-08-31,3.859,7.402,3.543,0.607,12.167
2018-09-01,4.945,8.167,3.222,0.306,8.5
2018-09-02,4.472,6.847,2.375,0.536,4.667
2018-09-03,3.736,5.639,1.903,0.452,5.25
2018-09-04,1.074,2.152,1.078,0.087,8.304
2018-09-05,3.528,7.653,4.125,0.574,13.0
2018-09-06,3.667,5.306,1.639,0.768,13.435
2018-09-07,2.278,4.083,1.805,0.268,3.625
2018-09-08,2.861,3.194,0.333,0.327,4.375
2018-09-09,3.056,3.889,0.833,0.411,2.375
2018-09-10,3.191,4.697,1.506,0.411,3.125
2018-09-11,3.959,4.347,0.389,0.556,4.042
2018-09-12,4.792,6.125,1.333,0.405,3.583
2018-09-13,9.792,12.708,2.917,0.601,6.958
2018-09-14,9.639,10.611,0.972,0.672,10.792
2018-09-15,4.014,5.306,1.292,0.411,6.583
2018-09-16,3.042,5.667,2.625,0.333,9.792
2018-09-17,3.708,4.764,1.056,0.756,11.083
2018-09-18,4.097,4.917,0.82,0.708,13.958
2018-09-19,5.333,6.194,0.861,0.816,13.042
2018-09-20,11.572,14.485,2.913,0.461,9.957
2018-09-21,5.0,6.097,1.097,0.768,12.0
2018-09-22,4.361,6.056,1.694,0.561,5.667
2018-09-23,3.597,4.361,0.764,0.595,7.125
2018-09-24,6.653,8.458,1.806,1.197,20.417
2018-09-25,3.625,3.875,0.25,0.679,10.667
2018-09-26,4.681,4.944,0.264,0.565,6.125
2018-09-27,3.389,3.708,0.319,0.542,2.5
2018-09-28,3.722,4.111,0.389,0.649,5.208
2018-09-29,5.528,6.264,0.736,0.268,2.708
2018-09-30,2.92,4.172,1.251,0.173,6.417
2018-10-01,4.792,5.861,1.069,0.588,6.375
2018-10-02,6.389,8.43,2.042,0.634,9.75
2018-10-03,6.597,9.444,2.847,0.678,12.043
2018-10-04,8.375,9.139,0.764,0.294,11.458
2018-10-05,5.5,7.681,2.18,0.126,7.917
2018-10-06,2.139,2.625,0.486,0.274,9.458
2018-10-07,4.875,7.361,2.486,0.321,6.208
2018-10-08,4.68,5.167,0.486,0.25,6.042
2018-10-09,4.264,5.083,0.819,0.274,10.333
2018-10-10,6.818,8.003,1.184,0.399,13.458
2018-10-11,4.903,5.069,0.167,0.468,12.917
2018-10-12,3.458,3.75,0.292,0.633,2.708
2018-10-13,4.764,5.306,0.541,0.44,3.083
2018-10-14,7.361,9.194,1.833,0.798,7.542
2018-10-15,7.389,9.242,1.852,0.633,10.261
2018-10-16,10.222,14.139,3.917,0.583,12.958
2018-10-17,4.418,4.673,0.255,0.59,10.083
2018-10-18,5.028,5.639,0.611,0.548,5.708
2018-10-19,5.472,5.986,0.514,0.732,10.458
2018-10-20,2.588,2.883,0.294,0.547,1.875
2018-10-21,3.083,3.792,0.708,0.479,3.125
2018-10-22,6.903,8.528,1.625,0.883,8.833
2018-10-23,6.792,8.07,1.278,0.399,7.167
2018-10-24,4.167,4.569,0.403,0.597,8.875
2018-10-25,4.736,5.097,0.361,0.737,10.708
2018-10-26,4.083,5.028,0.944,0.607,7.75
2018-10-27,3.417,3.82,0.403,0.536,5.792
2018-10-28,3.847,5.18,1.333,0.589,4.958
2018-10-29,6.472,8.903,2.43,0.916,8.083
2018-10-30,6.949,8.458,1.508,0.922,6.583
2018-10-31,4.333,4.681,0.347,1.065,4.542
2018-11-01,4.958,5.43,0.472,0.902,3.375
2018-11-02,4.042,4.403,0.361,0.702,0.875
2018-11-03,6.195,8.486,2.292,0.434,4.375
2018-11-04,5.458,6.334,0.875,0.66,7.25
2018-11-05,7.722,9.431,1.708,0.589,7.043
2018-11-06,4.792,5.181,0.389,1.197,8.917
2018-11-07,4.722,5.194,0.472,0.78,7.875
2018-11-08,5.181,7.056,1.875,0.831,9.917
2018-11-09,4.77,5.18,0.409,0.655,7.625
2018-11-10,4.708,4.875,0.166,1.174,10.625
2018-11-11,5.819,6.625,0.806,1.119,17.75
2018-11-12,7.694,9.097,1.403,0.851,15.958
2018-11-13,4.514,4.792,0.278,0.544,5.458
2018-11-14,3.028,3.278,0.25,0.455,2.375
2018-11-15,4.278,4.708,0.43,0.583,0.083
2018-11-16,7.847,10.056,2.208,0.583,2.458
2018-11-17,4.944,5.944,1.0,0.833,6.208
2018-11-18,5.736,6.194,0.458,0.494,7.292
2018-11-19,5.574,6.234,0.659,0.649,6.583
2018-11-20,5.514,6.382,0.868,0.879,6.087
2018-11-21,9.986,11.889,1.903,0.876,13.875
2018-11-22,4.528,5.055,0.528,0.845,6.833
2018-11-23,2.847,3.222,0.375,0.758,3.625
2018-11-24,5.389,6.445,1.056,0.923,3.708
2018-11-25,5.125,6.555,1.43,0.869,4.167
2018-11-26,8.75,10.958,2.209,0.851,17.792
2018-11-27,9.389,12.75,3.361,0.947,17.167
2018-11-28,9.861,12.25,2.389,1.048,19.0
2018-11-29,4.897,5.486,0.59,0.732,12.167
2018-11-30,7.236,9.903,2.667,0.857,12.375
2018-12-01,6.236,7.319,1.083,1.022,16.5
2018-12-02,6.431,7.208,0.778,0.857,15.5
2018-12-03,7.07,7.75,0.681,0.639,12.792
2018-12-04,7.903,10.555,2.653,0.37,5.583
2018-12-05,5.097,5.667,0.57,0.542,3.565
2018-12-06,8.375,11.417,3.042,0.488,5.792
2018-12-07,3.944,4.569,0.625,0.857,6.667
2018-12-08,3.0,3.569,0.569,0.673,5.0
2018-12-09,2.609,3.239,0.629,0.875,2.875
2018-12-10,4.958,5.708,0.75,1.088,0.708
2018-12-11,8.597,9.792,1.194,0.8,4.417
2018-12-12,4.111,4.82,0.708,0.601,2.542
2018-12-13,5.972,7.167,1.194,1.098,9.042
2018-12-14,4.5,5.208,0.708,0.97,4.542
2018-12-15,4.43,5.222,0.792,0.679,4.458
2018-12-16,6.125,8.389,2.264,0.684,8.125
2018-12-17,4.625,5.389,0.764,0.732,4.6
2018-12-18,6.625,8.667,2.042,1.077,
2018-12-19,5.63,7.65,2.02,0.901,5.909
2018-12-20,12.903,17.653,4.75,0.915,12.917
2018-12-21,13.611,16.208,2.597,1.211,15.333
2018-12-22,9.986,12.056,2.069,0.363,10.667
2018-12-23,6.153,7.014,0.861,1.021,9.042
2018-12-24,3.736,4.375,0.639,0.744,4.125
2018-12-25,8.347,11.403,3.056,0.911,5.75
2018-12-26,7.667,9.236,1.57,1.179,9.292
2018-12-27,3.889,4.542,0.653,0.905,7.875
2018-12-28,2.82,3.528,0.708,0.512,3.625
2018-12-29,3.731,5.013,1.283,0.601,1.458
2018-12-30,2.056,2.556,0.5,0.431,2.792
2018-12-31,1.0,1.431,0.431,0.321,2.042
