date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,SO2_mean
2012-02-05,5.091,29.619,45.0,15.381,15.524,,1.217
2012-02-06,4.15,27.292,45.208,17.917,10.875,,0.083
2012-02-07,6.75,39.208,88.583,49.375,25.208,,0.333
2012-02-08,4.0,20.083,37.125,17.042,6.083,,0.042
2012-02-09,4.292,24.375,43.125,18.75,6.875,,0.042
2012-02-10,5.833,27.5,40.125,12.625,17.375,,0.75
2012-02-11,6.25,26.708,49.542,22.833,15.875,,0.75
2012-02-12,6.955,43.391,85.13,41.739,22.304,,1.043
2012-02-13,5.167,21.104,35.566,14.462,15.333,,0.261
2012-02-14,8.292,44.521,92.458,47.938,18.083,,1.0
2012-02-15,6.875,34.229,65.084,30.854,24.208,,0.5
2012-02-16,4.333,12.917,20.688,7.77,9.375,,0.0
2012-02-17,5.042,18.25,23.646,5.396,4.875,,0.542
2012-02-18,8.292,39.916,81.23,41.312,20.708,,0.417
2012-02-19,5.261,22.86,42.444,19.584,9.792,,0.083
2012-02-20,4.667,20.492,34.014,13.521,8.174,,0.565
2012-02-21,6.208,26.688,45.438,18.75,12.875,,0.833
2012-02-22,7.833,36.75,77.958,41.208,17.667,,1.042
2012-02-23,5.833,21.458,33.75,12.292,15.875,,0.875
2012-02-24,5.083,15.445,21.74,6.296,8.5,,0.25
2012-02-25,4.391,20.634,30.729,10.096,5.783,,0.0
2012-02-26,4.833,32.708,55.875,23.167,12.667,,0.917
2012-02-27,8.042,37.585,79.55,41.964,29.25,,0.739
2012-02-28,7.0,34.667,84.104,49.438,24.333,,1.25
2012-02-29,,,,,,,
2012-03-01,4.042,23.854,43.542,19.688,14.542,,0.458
2012-03-02,3.458,10.896,15.208,4.312,14.833,,0.5
2012-03-03,3.875,14.604,17.834,3.229,10.583,,0.417
2012-03-04,3.652,22.525,33.835,11.31,9.545,,0.708
2012-03-05,5.167,28.73,52.958,24.23,22.0,,0.625
2012-03-06,6.208,34.789,65.68,30.891,26.875,,1.261
2012-03-07,5.125,26.854,47.479,20.625,34.25,,2.0
2012-03-08,4.292,24.708,36.708,12.0,31.25,,1.542
2012-03-09,5.083,27.271,32.334,5.062,31.833,,1.875
2012-03-10,3.792,12.312,15.708,3.396,26.292,,0.458
2012-03-11,3.783,18.945,25.522,6.578,11.174,,0.417
2012-03-12,4.375,20.33,29.542,9.212,12.542,,0.409
2012-03-13,3.292,7.729,8.438,0.708,18.167,,0.292
2012-03-14,4.375,16.224,22.196,5.973,9.167,,0.0
2012-03-15,5.542,25.566,37.492,11.926,15.583,,0.292
2012-03-16,6.5,26.688,48.542,21.854,20.167,,0.417
2012-03-17,5.375,12.521,14.5,1.979,26.0,,0.875
2012-03-18,3.652,7.797,8.83,1.032,30.609,,0.417
2012-03-19,6.0,25.032,44.685,19.653,21.417,,0.304
2012-03-20,4.583,14.98,19.104,4.125,23.0,,0.125
2012-03-21,3.667,18.375,25.188,6.812,6.417,,0.083
2012-03-22,4.25,21.875,29.812,7.938,10.792,,0.25
2012-03-23,5.708,25.521,35.479,9.958,17.625,,0.5
2012-03-24,4.5,16.312,19.584,3.271,18.25,,0.75
2012-03-25,4.571,24.476,34.906,10.43,20.13,,0.304
2012-03-26,4.25,21.208,28.729,7.52,7.667,,0.667
2012-03-27,6.333,28.75,44.792,16.042,11.917,,0.208
2012-03-28,6.125,29.979,46.375,16.396,20.542,,0.75
2012-03-29,6.75,28.334,50.229,21.896,24.417,,0.833
2012-03-30,5.208,20.834,30.875,10.042,12.708,,0.0
2012-03-31,5.25,15.188,19.833,4.646,9.917,,0.0
2012-04-01,3.833,8.75,11.875,3.125,9.458,,0.25
2012-04-02,4.25,18.02,29.958,11.938,8.75,,0.667
2012-04-03,3.652,15.674,28.609,12.935,16.565,,0.391
2012-04-04,3.583,18.916,28.292,9.375,6.375,,0.0
2012-04-05,4.75,19.23,26.104,6.875,19.917,,1.167
2012-04-06,4.875,21.084,31.354,10.271,19.75,,0.583
2012-04-07,4.292,20.271,31.208,10.938,12.125,,0.042
2012-04-08,3.458,9.771,12.416,2.646,12.25,,0.417
2012-04-09,5.875,24.052,36.818,12.766,23.458,,0.435
2012-04-10,5.091,25.944,43.014,17.07,28.652,,0.708
2012-04-11,3.417,19.792,23.417,3.625,24.375,,0.167
2012-04-12,4.417,21.166,33.834,12.667,20.958,,0.25
2012-04-13,5.0,25.02,37.23,12.208,25.833,,0.792
2012-04-14,3.167,15.812,21.584,5.771,13.0,,0.0
2012-04-15,3.625,12.938,16.125,3.188,17.75,,0.417
2012-04-16,5.182,25.796,41.932,16.136,22.217,,1.045
2012-04-17,6.792,28.854,46.416,17.562,30.458,,0.583
2012-04-18,5.167,24.438,41.25,16.812,21.625,,0.75
2012-04-19,4.458,21.146,32.312,11.166,12.875,,0.458
2012-04-20,4.583,22.667,33.125,10.458,11.917,,0.667
2012-04-21,4.625,19.125,30.188,11.062,15.583,,0.542
2012-04-22,5.0,16.292,21.334,5.042,22.5,,0.083
2012-04-23,6.458,28.938,50.52,21.584,8.792,,0.0
2012-04-24,5.409,21.218,35.13,13.913,19.722,,0.391
2012-04-25,6.333,23.729,37.271,13.542,33.458,,1.333
2012-04-26,3.333,12.334,13.729,1.396,26.333,,0.042
2012-04-27,4.833,25.229,38.938,13.708,10.542,,0.0
2012-04-28,5.042,19.98,28.958,8.979,16.417,,1.125
2012-04-29,5.167,13.083,16.875,3.792,25.875,,1.0
2012-04-30,3.708,13.896,16.354,2.458,18.125,,1.042
2012-05-01,4.458,19.074,25.706,6.633,19.565,,1.174
2012-05-02,4.042,19.584,28.167,8.584,14.958,,0.083
2012-05-03,3.25,14.292,20.812,6.521,5.542,,0.0
2012-05-04,5.125,18.333,26.834,8.5,10.792,,0.0
2012-05-05,3.458,11.75,17.104,5.354,14.042,,0.0
2012-05-06,3.5,13.104,16.521,3.416,22.667,,0.042
2012-05-07,3.364,17.326,24.624,7.298,20.435,,0.208
2012-05-08,4.625,21.208,30.292,9.084,32.833,,0.75
2012-05-09,6.125,27.542,40.833,13.292,45.167,,0.667
2012-05-10,4.042,21.948,32.629,10.682,27.208,,0.0
2012-05-11,3.292,17.104,30.021,12.916,8.917,,0.0
2012-05-12,2.917,12.98,20.5,7.52,8.792,,0.0
2012-05-13,2.833,11.562,14.5,2.938,12.0,,0.542
2012-05-14,3.208,15.774,26.077,10.302,18.542,,0.174
2012-05-15,2.458,15.667,19.646,3.979,10.917,,0.0
2012-05-16,4.304,18.13,31.774,13.644,20.565,,0.417
2012-05-17,5.25,19.146,29.979,10.833,35.167,,0.417
2012-05-18,4.458,15.25,20.708,5.458,27.375,,0.0
2012-05-19,4.333,15.584,21.542,5.958,26.958,,0.75
2012-05-20,4.458,11.146,13.416,2.27,23.542,,0.5
2012-05-21,5.174,21.93,33.896,11.966,19.957,,0.083
2012-05-22,2.792,12.476,18.45,5.974,8.375,,0.0
2012-05-23,3.125,11.875,16.5,4.625,5.417,,0.125
2012-05-24,4.083,17.021,24.896,7.875,24.792,,0.167
2012-05-25,4.417,22.875,28.271,5.396,30.417,,0.458
2012-05-26,4.167,16.166,24.25,8.084,24.542,,0.167
2012-05-27,3.208,8.416,10.542,2.125,20.833,,0.0
2012-05-28,3.292,15.916,23.875,7.958,18.208,,0.208
2012-05-29,3.87,13.348,21.522,8.174,20.409,,0.0
2012-05-30,4.625,21.104,29.458,8.354,16.583,,1.292
2012-05-31,4.625,22.375,30.521,8.146,20.292,,2.0
2012-06-01,5.542,27.667,41.084,13.416,26.542,,0.375
2012-06-02,5.542,19.0,27.854,8.854,30.542,,1.208
2012-06-03,4.333,13.02,16.688,3.666,26.208,,0.75
2012-06-04,4.292,15.27,27.396,12.125,20.833,,0.458
2012-06-05,2.522,12.754,15.48,2.726,14.087,,1.0
2012-06-06,3.542,19.384,28.173,8.789,12.542,,0.0
2012-06-07,3.167,16.75,23.646,6.896,14.75,,1.875
2012-06-08,3.5,15.542,26.896,11.355,26.25,,0.458
2012-06-09,2.958,13.605,17.792,4.188,13.458,,0.083
2012-06-10,3.042,8.271,10.562,2.292,11.125,,0.708
2012-06-11,3.826,21.566,29.022,7.456,13.87,,1.391
2012-06-12,3.667,20.271,30.646,10.375,14.25,,0.625
2012-06-13,3.625,15.938,25.854,9.916,10.417,,0.0
2012-06-14,3.5,18.604,29.208,10.604,11.583,,0.708
2012-06-15,3.917,19.354,30.875,11.52,15.458,,1.292
2012-06-16,3.625,17.854,24.146,6.292,11.667,,1.0
2012-06-17,5.125,16.188,21.375,5.188,13.667,,0.375
2012-06-18,4.304,19.242,30.286,11.042,18.13,,1.125
2012-06-19,4.333,19.834,33.354,13.52,26.333,,1.375
2012-06-20,2.458,7.665,11.114,3.448,15.667,,0.0
2012-06-21,3.625,16.062,24.812,8.75,20.792,,0.625
2012-06-22,4.708,26.292,37.823,11.531,16.25,,1.25
2012-06-23,4.708,20.396,29.854,9.458,20.083,,2.667
2012-06-24,3.917,12.146,15.104,2.958,21.542,,1.417
2012-06-25,3.348,16.915,28.856,11.942,11.238,,0.125
2012-06-26,3.231,17.896,28.712,10.815,13.292,,0.739
2012-06-27,3.667,21.625,31.188,9.562,19.75,,1.208
2012-06-28,6.667,24.02,38.75,14.73,22.792,,2.917
2012-06-29,5.5,18.625,31.73,13.104,12.833,,0.417
2012-06-30,5.5,17.479,29.354,11.875,16.708,,0.667
2012-07-01,5.917,14.521,18.083,3.562,14.875,,1.25
2012-07-02,6.158,20.292,29.375,9.084,15.833,,0.875
2012-07-03,,21.37,30.908,9.538,24.435,,2.667
2012-07-04,,12.438,17.938,5.5,20.792,,0.167
2012-07-05,,21.642,28.451,6.81,32.667,,0.087
2012-07-06,,23.27,29.812,6.542,36.833,,0.833
2012-07-07,,16.396,24.271,7.875,17.75,,0.042
2012-07-08,,12.0,15.125,3.125,14.625,,0.875
2012-07-09,3.364,16.384,29.116,12.732,20.091,,1.333
2012-07-10,3.333,12.75,17.646,4.896,22.708,,1.458
2012-07-11,2.917,8.59,13.12,4.529,20.5,,0.348
2012-07-12,2.0,4.438,6.958,2.52,13.25,,0.0
2012-07-13,2.292,9.146,12.938,3.792,19.208,,0.0
2012-07-14,2.292,7.292,10.062,2.77,23.75,,0.0
2012-07-15,1.625,3.375,5.584,2.208,13.125,,0.0
2012-07-16,1.333,3.334,5.834,2.5,10.333,,0.0
2012-07-17,1.875,10.375,15.479,5.104,17.75,,0.0
2012-07-18,4.217,19.087,31.782,12.696,28.136,,1.652
2012-07-19,5.625,22.27,39.438,17.166,35.5,,2.333
2012-07-20,4.292,19.047,30.981,11.934,26.625,,0.625
2012-07-21,5.5,12.375,15.625,3.25,19.583,,0.0
2012-07-22,6.0,13.75,15.667,1.917,31.333,,2.375
2012-07-23,6.091,21.65,31.162,9.512,27.826,,1.208
2012-07-24,5.667,22.938,40.042,17.104,34.375,,0.25
2012-07-25,4.375,20.185,32.38,12.195,39.292,,0.174
2012-07-26,4.75,22.708,34.125,11.416,42.708,,1.0
2012-07-27,4.25,19.688,28.875,9.188,42.35,,0.292
2012-07-28,3.333,15.104,24.229,9.125,29.792,,0.292
2012-07-29,1.958,7.812,9.875,2.062,24.625,,0.0
2012-07-30,1.455,6.326,10.13,3.804,15.478,,0.0
2012-07-31,3.208,12.0,18.854,6.854,20.583,,1.583
2012-08-01,3.792,11.917,24.521,12.604,19.958,,0.75
2012-08-02,2.792,8.812,15.458,6.646,13.375,,0.045
2012-08-03,4.167,16.938,30.938,14.0,18.333,,1.652
2012-08-04,5.875,17.042,38.23,21.188,20.583,,0.667
2012-08-05,4.0,7.521,20.334,12.812,16.292,,0.375
2012-08-06,4.478,15.296,34.4,19.104,15.955,,1.458
2012-08-07,4.625,16.43,33.082,16.653,25.917,,0.174
2012-08-08,4.125,17.875,28.188,10.312,17.75,,0.292
2012-08-09,4.167,19.229,30.688,11.458,16.167,,0.333
2012-08-10,4.292,17.52,26.875,9.354,26.583,,3.667
2012-08-11,2.958,9.854,17.312,7.458,24.083,,0.042
2012-08-12,3.042,6.542,9.021,2.479,19.583,,0.625
2012-08-13,2.261,5.348,7.877,2.528,15.409,,0.167
2012-08-14,2.958,7.334,9.416,2.083,15.0,,0.0
2012-08-15,3.458,8.782,14.854,6.072,16.667,,0.304
2012-08-16,2.333,5.625,8.166,2.542,12.083,,0.0
2012-08-17,4.792,16.5,28.062,11.562,25.375,,1.083
2012-08-18,3.792,14.021,22.604,8.583,17.042,,0.333
2012-08-19,2.042,6.188,8.666,2.479,10.583,,0.75
2012-08-20,3.333,13.188,24.416,11.229,17.167,,0.708
2012-08-21,3.045,12.0,21.826,9.827,15.435,,0.083
2012-08-22,2.333,7.034,14.874,7.84,13.292,,0.0
2012-08-23,2.667,9.646,21.854,12.208,13.625,,0.458
2012-08-24,3.208,12.167,23.521,11.354,16.375,,0.708
2012-08-25,3.417,11.438,19.916,8.479,19.125,,0.917
2012-08-26,3.542,8.062,12.104,4.042,18.083,,0.958
2012-08-27,3.125,10.792,20.48,9.688,15.125,,0.375
2012-08-28,2.913,9.365,16.884,7.519,15.304,,1.375
2012-08-29,3.5,12.166,22.52,10.354,15.667,,0.333
2012-08-30,4.417,16.798,29.355,12.557,21.0,,0.174
2012-08-31,2.833,9.416,15.73,6.312,14.75,,0.25
2012-09-01,5.208,16.125,31.438,15.312,16.417,,0.125
2012-09-02,4.25,10.52,13.25,2.729,11.958,,0.0
2012-09-03,4.208,15.666,25.896,10.229,13.458,,0.458
2012-09-04,4.417,14.402,26.775,12.374,14.875,,0.0
2012-09-05,5.091,20.224,34.494,14.271,25.435,,0.5
2012-09-06,5.25,20.584,33.458,12.875,24.625,,0.125
2012-09-07,5.917,21.292,37.52,16.23,26.125,,1.042
2012-09-08,4.958,15.438,23.666,8.229,23.708,,0.458
2012-09-09,2.375,5.938,7.104,1.166,12.917,,1.958
2012-09-10,2.818,10.089,20.43,10.342,17.696,,2.708
2012-09-11,3.542,14.63,27.4,12.769,24.708,,2.87
2012-09-12,4.417,22.354,30.646,8.292,17.458,,0.708
2012-09-13,4.208,18.75,28.021,9.271,28.5,,0.583
2012-09-14,3.5,16.208,23.688,7.479,21.167,,0.417
2012-09-15,3.958,17.25,29.0,11.75,14.458,,1.0
2012-09-16,4.0,10.958,15.938,4.979,12.833,,0.083
2012-09-17,2.125,5.792,7.875,2.084,11.542,,0.0
2012-09-18,2.333,9.062,12.729,3.667,13.583,,0.458
2012-09-19,2.136,9.055,11.249,2.194,8.522,,0.0
2012-09-20,3.833,16.708,32.625,15.916,22.917,,0.458
2012-09-21,4.75,19.25,28.584,9.333,24.667,,0.375
2012-09-22,4.833,13.855,18.479,4.625,16.542,,0.0
2012-09-23,3.833,11.438,13.312,1.875,11.708,,0.0
2012-09-24,5.667,24.062,38.666,14.604,12.958,,1.083
2012-09-25,4.174,18.786,28.524,9.737,11.2,,0.0
2012-09-26,4.75,20.271,33.354,13.083,11.167,,0.0
2012-09-27,3.292,13.562,21.25,7.688,8.583,,0.0
2012-09-28,3.208,10.604,15.334,4.729,5.083,,0.0
2012-09-29,3.958,14.812,25.562,10.75,13.083,,0.333
2012-09-30,3.583,10.062,13.792,3.729,22.292,,0.125
2012-10-01,2.375,9.666,11.25,1.584,11.667,,0.0
2012-10-02,4.458,18.812,28.583,9.771,17.0,,0.458
2012-10-03,3.957,15.708,24.436,8.728,8.565,,0.0
2012-10-04,3.895,15.916,21.186,5.27,7.125,,0.565
2012-10-05,5.208,28.396,40.666,12.271,18.083,,1.167
2012-10-06,5.792,22.917,35.48,12.562,23.792,,2.125
2012-10-07,5.5,14.77,21.708,6.938,15.792,,0.0
2012-10-08,5.208,14.333,21.334,7.0,12.458,,0.042
2012-10-09,4.045,18.038,29.818,11.78,7.087,,0.0
2012-10-10,3.875,17.648,27.986,10.338,5.75,,0.0
2012-10-11,2.5,17.292,25.542,8.25,10.75,,0.0
2012-10-12,3.542,19.854,32.646,12.792,12.458,,0.042
2012-10-13,4.667,19.833,33.666,13.834,14.875,,0.0
2012-10-14,5.625,16.396,21.02,4.625,24.0,,0.042
2012-10-15,5.375,24.0,37.938,13.938,30.5,,0.917
2012-10-16,5.143,26.152,40.152,14.0,22.565,,0.913
2012-10-17,7.75,28.875,48.334,19.458,27.083,,0.625
2012-10-18,8.708,24.875,48.084,23.208,18.25,,0.0
2012-10-19,7.542,19.48,34.125,14.646,10.375,,0.083
2012-10-20,6.833,22.958,41.375,18.416,14.042,,0.917
2012-10-21,8.0,21.042,30.708,9.666,20.042,,0.667
2012-10-22,6.381,20.97,39.408,18.438,24.652,,0.625
2012-10-23,4.083,12.654,17.234,4.581,10.667,,0.0
2012-10-24,5.292,21.667,38.666,17.0,6.917,,0.0
2012-10-25,7.208,29.042,56.938,27.896,15.25,,0.583
2012-10-26,7.417,26.854,47.438,20.584,15.917,,0.458
2012-10-27,6.792,20.604,30.833,10.23,17.208,,0.292
2012-10-28,6.75,15.917,22.604,6.688,6.667,,0.083
2012-10-29,5.952,15.695,29.998,14.303,2.696,,0.0
2012-10-30,7.875,30.646,66.396,35.75,10.125,,0.417
2012-10-31,8.042,26.484,62.12,35.636,14.292,,0.391
2012-11-01,7.083,21.334,47.75,26.416,15.042,,0.333
2012-11-02,6.583,21.75,39.5,17.75,9.625,,0.0
2012-11-03,5.25,17.875,27.229,9.354,12.958,,0.042
2012-11-04,,22.229,33.562,11.333,15.542,,0.542
2012-11-05,10.286,32.451,59.188,26.737,34.609,,0.542
2012-11-06,8.167,28.554,55.112,26.558,26.042,,0.0
2012-11-07,8.125,27.458,60.396,32.938,13.333,,0.125
2012-11-08,9.0,33.666,68.708,35.042,14.625,,1.167
2012-11-09,7.292,22.916,46.75,23.834,14.917,,0.125
2012-11-10,6.792,18.875,31.916,13.042,9.75,,0.083
2012-11-11,7.167,18.333,27.646,9.312,11.917,,0.0
2012-11-12,7.708,22.146,40.208,18.062,10.25,,0.0
2012-11-13,7.958,25.334,58.375,33.042,18.708,,0.208
2012-11-14,6.957,27.174,51.0,23.826,10.261,,0.435
2012-11-15,7.208,29.125,64.792,35.666,7.583,,0.125
2012-11-16,5.875,25.25,45.125,19.875,3.667,,0.583
2012-11-17,5.25,17.146,21.167,4.021,6.292,,0.0
2012-11-18,6.417,12.604,19.229,6.625,4.0,,0.083
2012-11-19,7.87,26.824,60.246,33.422,19.478,,0.542
2012-11-20,8.583,27.98,73.938,45.958,18.958,,0.583
2012-11-21,6.333,24.198,51.519,27.322,6.458,,0.304
2012-11-22,10.292,37.938,110.604,72.666,30.792,,1.792
2012-11-23,10.708,31.042,84.562,53.52,42.875,,0.458
2012-11-24,6.833,26.146,44.062,17.916,10.917,,0.542
2012-11-25,9.042,24.562,43.875,19.312,13.208,,1.0
2012-11-26,10.083,33.521,78.646,45.125,38.375,,0.333
2012-11-27,7.174,21.652,55.022,33.37,8.391,,0.217
2012-11-28,8.958,33.229,85.188,51.958,19.25,,0.708
2012-11-29,10.0,35.979,100.23,64.25,28.292,,1.0
2012-11-30,7.292,28.208,56.458,28.25,28.333,,0.5
2012-12-01,8.375,22.844,54.406,31.562,23.292,,0.75
2012-12-02,6.417,14.396,19.916,5.521,7.292,,0.542
2012-12-03,6.542,19.734,32.836,13.102,16.083,,0.043
2012-12-04,6.783,27.718,60.976,33.258,10.739,,0.042
2012-12-05,7.333,34.75,83.166,48.417,10.5,,1.333
2012-12-06,5.208,23.125,36.98,13.854,8.208,,0.458
2012-12-07,8.375,34.812,82.771,47.958,12.542,,1.375
2012-12-08,7.0,23.746,53.925,30.18,13.833,,0.917
2012-12-09,7.5,15.125,18.25,3.125,9.833,,1.0
2012-12-10,7.682,29.479,59.913,30.434,6.696,,0.417
2012-12-11,9.917,40.104,118.875,78.771,12.792,,1.542
2012-12-12,8.167,35.335,81.785,46.449,11.875,,1.174
2012-12-13,8.792,33.5,80.188,46.688,12.727,,1.0
2012-12-14,10.625,38.812,111.73,72.916,24.833,,1.333
2012-12-15,13.542,43.812,117.375,73.562,69.125,,0.958
2012-12-16,8.208,18.896,38.729,19.833,20.042,,0.333
2012-12-17,7.833,28.354,46.729,18.375,19.833,,0.0
2012-12-18,7.591,23.114,57.318,34.205,16.238,,0.182
2012-12-19,5.75,17.042,28.48,11.438,4.25,,0.125
2012-12-20,7.917,28.354,57.062,28.708,8.917,,0.583
2012-12-21,9.708,39.146,91.542,52.396,20.833,,1.542
2012-12-22,11.292,32.25,81.604,49.354,29.958,,0.542
2012-12-23,9.542,21.938,36.396,14.458,15.333,,1.125
2012-12-24,8.333,21.75,36.25,14.5,10.542,,0.583
2012-12-25,10.583,34.989,89.854,54.864,17.083,,0.783
2012-12-26,7.682,23.926,58.02,34.094,9.913,,0.583
2012-12-27,6.708,26.77,59.396,32.625,11.125,,0.75
2012-12-28,9.667,39.542,110.0,70.458,35.375,,0.792
2012-12-29,6.417,20.916,35.125,14.208,14.25,,0.125
2012-12-30,6.875,22.521,33.688,11.166,15.542,,0.0
2012-12-31,6.958,18.916,26.979,8.062,8.292,,0.583
2013-01-01,6.958,17.0,23.916,6.916,19.0,,1.417
2013-01-02,6.417,14.333,21.208,6.875,9.5,,1.0
2013-01-03,7.625,20.229,31.812,11.583,14.125,,1.125
2013-01-04,7.667,15.958,32.416,16.458,12.333,,1.0
2013-01-05,5.9,10.146,14.208,4.062,5.375,,1.0
2013-01-06,7.308,17.771,34.958,17.188,5.739,,1.0
2013-01-07,9.583,31.701,73.268,41.567,14.208,,1.348
2013-01-08,8.043,32.694,78.788,46.094,24.0,,1.292
2013-01-09,4.833,19.688,35.396,15.708,11.25,,1.0
2013-01-10,6.458,21.812,52.666,30.854,5.5,,1.042
2013-01-11,7.312,34.0,85.688,51.688,14.25,,1.542
2013-01-12,,23.688,38.312,14.625,15.792,,1.042
2013-01-13,,15.062,24.333,9.27,8.0,,1.0
2013-01-14,4.444,18.464,34.516,16.051,5.409,,1.0
2013-01-15,5.5,29.852,54.916,25.065,14.833,,1.0
2013-01-16,6.75,33.604,80.688,47.084,14.125,,1.125
2013-01-17,5.292,26.542,51.042,24.5,10.542,,1.0
2013-01-18,7.0,33.084,63.292,30.208,18.708,,1.917
2013-01-19,4.167,13.667,21.042,7.375,10.167,,1.125
2013-01-20,7.583,38.0,90.833,52.833,15.25,,1.917
2013-01-21,7.13,32.506,74.521,42.014,22.818,,1.75
2013-01-22,7.208,25.386,50.854,25.468,22.417,,1.391
2013-01-23,6.875,30.396,60.688,30.292,12.625,,1.25
2013-01-24,7.583,32.708,64.042,31.334,22.167,,1.0
2013-01-25,11.417,46.73,120.5,73.771,42.875,,2.542
2013-01-26,4.167,8.167,10.979,2.812,10.375,,1.083
2013-01-27,6.25,24.25,42.166,17.916,9.625,,1.208
2013-01-28,6.136,28.48,55.794,27.313,16.636,,1.739
2013-01-29,4.958,24.062,41.25,17.188,10.75,,1.333
2013-01-30,5.625,27.146,55.708,28.562,21.417,,0.833
2013-01-31,5.458,23.792,48.896,25.104,11.75,,0.917
2013-02-01,7.958,35.688,74.5,38.812,23.708,,1.542
2013-02-02,8.0,27.25,45.979,18.729,31.292,,1.167
2013-02-03,8.792,23.979,60.208,36.229,41.0,,1.0
2013-02-04,6.625,20.834,32.688,11.855,14.208,,0.667
2013-02-05,4.087,13.652,24.87,11.218,6.13,,0.783
2013-02-06,3.375,15.396,28.5,13.104,5.417,,0.958
2013-02-07,3.292,19.021,30.334,11.312,7.5,,1.458
2013-02-08,2.083,11.646,17.188,5.542,6.208,,0.792
2013-02-09,2.958,11.292,17.166,5.875,7.125,,0.667
2013-02-10,5.13,26.598,50.696,24.098,14.043,,1.0
2013-02-11,4.208,13.146,20.416,7.271,9.25,,1.0
2013-02-12,4.5,21.146,34.792,13.646,9.083,,1.0
2013-02-13,7.792,38.323,87.086,48.764,15.708,,1.609
2013-02-14,3.458,17.334,28.062,10.729,7.583,,0.917
2013-02-15,3.333,13.979,33.229,19.25,0.625,,0.25
2013-02-16,4.083,19.938,46.688,26.75,11.833,,1.167
2013-02-17,5.727,21.938,37.438,15.5,23.333,,1.708
2013-02-18,,15.978,29.087,13.109,9.826,,1.0
2013-02-19,,16.23,27.292,11.062,8.0,,1.0
2013-02-20,,32.604,56.021,23.417,21.292,,1.217
2013-02-21,,20.666,38.084,17.416,13.583,,1.083
2013-02-22,,17.792,29.625,11.834,8.083,,1.0
2013-02-23,,16.104,21.854,5.75,11.917,,1.458
2013-02-24,,28.396,42.917,14.521,17.0,,2.042
2013-02-25,,33.829,57.058,23.229,32.565,,1.958
2013-02-26,,36.444,60.158,23.714,38.958,,1.957
2013-02-27,,30.779,51.396,20.616,42.458,,1.208
2013-02-28,,22.364,36.662,14.299,23.333,,1.13
2013-03-01,,25.296,39.071,13.775,30.5,,1.0
2013-03-02,,12.75,17.458,4.708,13.583,,0.958
2013-03-03,,15.583,26.184,10.6,7.87,,0.913
2013-03-04,,25.312,38.25,12.938,15.5,,2.167
2013-03-05,,26.396,41.896,15.5,20.208,,1.0
2013-03-06,,14.438,22.979,8.542,8.333,,1.0
2013-03-07,,23.708,38.854,15.146,12.833,,1.0
2013-03-08,,23.0,40.875,17.875,13.875,,1.208
2013-03-09,,15.542,20.312,4.771,11.083,,1.542
2013-03-10,4.625,15.913,25.218,9.304,8.652,,1.0
2013-03-11,4.5,24.375,45.146,20.77,7.333,,1.167
2013-03-12,5.5,28.729,56.4,27.671,28.417,,2.417
2013-03-13,5.042,23.125,40.208,17.084,33.875,,1.042
2013-03-14,3.167,14.395,22.84,8.445,4.0,,0.87
2013-03-15,2.708,15.371,21.992,6.621,4.917,,0.909
2013-03-16,4.292,14.166,18.5,4.334,20.292,,1.458
2013-03-17,5.238,24.666,37.504,12.838,30.174,,1.696
2013-03-18,5.208,22.938,39.042,16.104,25.792,,1.0
2013-03-19,3.958,16.646,21.708,5.062,15.25,,1.5
2013-03-20,4.875,22.958,33.958,11.0,10.458,,0.875
2013-03-21,4.042,14.333,24.667,10.333,5.708,,0.458
2013-03-22,3.125,12.458,20.146,7.688,6.458,,1.0
2013-03-23,4.125,14.188,19.334,5.146,11.25,,1.0
2013-03-24,4.182,22.339,37.591,15.252,17.286,,1.292
2013-03-25,5.25,29.842,43.633,13.792,27.417,,1.478
2013-03-26,4.875,25.5,42.979,17.48,23.667,,1.125
2013-03-27,6.792,29.896,47.479,17.584,33.625,,1.0
2013-03-28,4.958,22.875,43.375,20.5,23.083,,1.0
2013-03-29,4.833,21.188,32.396,11.208,23.833,,1.0
2013-03-30,4.042,4.604,5.667,1.062,10.958,,0.042
2013-03-31,4.458,13.52,21.708,8.188,11.0,,0.583
2013-04-01,5.417,24.688,37.834,13.146,12.708,,1.0
2013-04-02,5.083,25.606,36.453,10.846,10.375,,0.043
2013-04-03,3.696,14.358,20.07,5.712,4.565,,0.0
2013-04-04,5.208,23.396,45.521,22.125,11.542,,0.375
2013-04-05,5.042,19.854,28.646,8.792,21.625,,0.25
2013-04-06,5.417,18.5,28.104,9.604,18.458,,0.0
2013-04-07,3.75,8.146,9.542,1.396,9.25,,0.0
2013-04-08,4.0,18.027,24.196,6.168,8.417,,0.087
2013-04-09,4.261,21.74,39.774,18.034,16.045,,0.625
2013-04-10,4.833,21.75,28.312,6.562,18.167,,0.583
2013-04-11,5.375,25.75,35.834,10.084,14.042,,0.208
2013-04-12,4.458,19.521,31.354,11.834,16.792,,0.625
2013-04-13,3.958,15.771,21.312,5.542,5.583,,0.083
2013-04-14,3.708,10.042,11.666,1.625,12.875,,0.25
2013-04-15,5.0,19.798,26.373,6.576,22.957,,0.917
2013-04-16,4.667,22.513,33.173,10.66,14.458,,0.478
2013-04-17,4.167,12.625,14.312,1.688,26.583,,0.0
2013-04-18,2.0,13.166,21.52,8.354,14.875,,0.042
