date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean
2014-09-17,8.312,11.083,2.77,3.708,13.688,2.458
2014-09-18,5.604,6.646,1.042,3.964,12.479,2.083
2014-09-19,14.043,19.63,5.587,4.065,12.615,3.25
2014-09-20,10.006,15.116,5.11,3.729,14.208,3.25
2014-09-21,7.765,11.482,3.716,4.02,14.938,3.087
2014-09-22,7.562,9.688,2.125,3.604,14.25,2.208
2014-09-23,8.271,11.02,2.75,4.333,17.583,2.667
2014-09-24,11.479,13.688,2.208,2.875,19.729,2.667
2014-09-25,10.375,18.125,7.75,2.562,9.396,2.5
2014-09-26,8.938,11.292,2.354,3.178,12.938,2.458
2014-09-27,5.973,7.496,1.524,3.52,14.875,2.125
2014-09-28,5.334,6.765,1.432,3.416,15.625,2.217
2014-09-29,9.837,12.752,2.915,3.648,24.733,3.125
2014-09-30,8.854,11.584,2.729,3.104,27.167,3.292
2014-10-01,9.18,11.538,2.358,2.924,19.99,3.042
2014-10-02,14.396,16.875,2.479,3.292,24.334,3.5
2014-10-03,12.458,16.979,4.521,3.146,19.604,3.0
2014-10-04,5.895,7.316,1.421,3.146,17.312,3.0
2014-10-05,6.188,7.426,1.238,2.75,10.854,2.696
2014-10-06,6.917,8.167,1.25,2.5,8.062,2.167
2014-10-07,9.333,13.708,4.375,3.0,11.02,2.5
2014-10-08,11.827,15.234,3.408,2.913,15.581,2.708
2014-10-09,13.292,14.542,1.25,2.708,13.479,2.625
2014-10-10,10.875,12.021,1.146,2.583,16.812,2.292
2014-10-11,11.468,12.419,0.952,3.208,21.812,3.125
2014-10-12,4.678,4.916,0.238,2.979,22.167,2.391
2014-10-13,4.688,4.938,0.25,2.062,8.292,2.042
2014-10-14,7.27,8.208,0.938,2.695,8.41,2.083
2014-10-15,10.854,12.625,1.77,3.375,10.354,2.375
2014-10-16,20.875,24.458,3.583,4.562,16.562,3.583
2014-10-17,18.53,21.76,3.23,4.018,18.578,3.583
2014-10-18,17.486,20.128,2.642,3.792,18.0,3.75
2014-10-19,8.302,9.006,0.704,3.334,17.188,3.13
2014-10-20,15.688,17.0,1.312,2.666,19.02,3.208
2014-10-21,21.312,25.604,4.292,3.354,17.354,3.958
2014-10-22,10.834,11.881,1.048,2.54,10.75,2.87
2014-10-23,8.771,9.77,1.0,2.854,10.75,2.375
2014-10-24,32.0,41.062,9.062,4.732,18.312,4.917
2014-10-25,16.627,18.459,1.832,3.479,25.334,3.917
2014-10-26,16.46,17.984,1.524,4.02,20.53,3.957
2014-10-27,13.666,15.916,2.25,3.008,21.644,3.333
2014-10-28,13.833,18.438,4.604,3.208,14.812,3.417
2014-10-29,19.208,26.438,7.229,3.368,17.062,3.958
2014-10-30,16.208,18.75,2.542,3.312,18.146,3.333
2014-10-31,14.646,16.23,1.584,3.062,21.646,3.208
2014-11-01,15.589,17.598,2.01,2.166,9.104,3.25
2014-11-02,15.163,18.37,3.208,3.188,15.544,3.826
2014-11-03,7.312,8.166,0.854,2.922,12.04,2.583
2014-11-04,20.875,32.042,11.166,3.029,13.896,3.625
2014-11-05,17.277,20.324,3.047,2.714,13.27,3.083
2014-11-06,15.375,18.084,2.708,2.666,10.062,2.583
2014-11-07,11.625,12.438,0.812,3.196,22.0,2.917
2014-11-08,21.794,26.234,4.44,3.084,20.396,4.458
2014-11-09,20.496,22.36,1.864,2.271,21.24,4.435
2014-11-10,9.375,10.292,0.916,2.854,13.98,2.625
2014-11-11,19.146,21.75,2.604,2.875,18.042,3.542
2014-11-12,24.312,31.812,7.5,3.979,28.5,4.708
2014-11-13,10.23,12.208,1.979,3.208,12.27,2.625
2014-11-14,17.896,22.47,4.574,3.174,12.441,3.25
2014-11-15,20.642,27.64,6.998,3.292,16.021,4.458
2014-11-16,24.492,31.03,6.538,3.229,17.724,5.174
2014-11-17,27.75,36.792,9.042,3.644,22.229,5.083
2014-11-18,18.248,19.88,1.632,2.934,14.979,3.727
2014-11-19,25.621,36.199,10.578,2.746,17.784,4.667
2014-11-20,28.688,45.5,16.812,2.771,18.666,5.833
2014-11-21,31.666,48.854,17.188,2.749,16.26,5.75
2014-11-22,32.64,43.196,10.557,3.771,21.5,5.792
2014-11-23,19.989,27.282,7.294,3.021,20.606,4.783
2014-11-24,22.458,25.542,3.083,3.146,21.071,4.583
2014-11-25,21.416,24.77,3.354,2.0,15.434,3.667
2014-11-26,20.375,22.979,2.604,2.104,12.833,3.292
2014-11-27,22.188,38.229,16.042,2.812,14.646,3.708
2014-11-28,21.562,26.084,4.52,2.614,14.938,3.458
2014-11-29,23.572,30.844,7.272,2.188,15.688,4.167
2014-11-30,19.412,24.317,4.905,2.542,13.18,4.304
2014-12-01,20.521,31.334,10.812,3.166,13.5,4.625
2014-12-02,11.646,14.5,2.854,5.47,11.021,3.208
2014-12-03,20.438,24.792,4.354,5.042,10.562,3.542
2014-12-04,25.0,28.583,3.584,2.436,12.708,4.458
2014-12-05,17.792,22.458,4.666,3.391,8.5,4.042
2014-12-06,14.222,17.405,3.183,3.708,9.834,3.667
2014-12-07,13.27,15.464,2.194,3.042,7.358,3.826
2014-12-08,29.542,48.188,18.646,3.0,15.562,5.417
2014-12-09,23.312,51.521,28.208,3.042,15.479,4.875
2014-12-10,31.411,48.74,17.329,2.761,15.986,4.417
2014-12-11,33.792,54.146,20.354,2.01,16.666,5.542
2014-12-12,23.271,29.75,6.479,2.946,17.083,4.583
2014-12-13,14.18,17.504,3.324,4.084,10.917,4.167
2014-12-14,10.796,12.97,2.173,4.046,7.0,3.217
2014-12-15,30.584,44.312,13.73,2.854,13.708,5.25
2014-12-16,25.542,37.708,12.166,1.76,17.0,4.667
2014-12-17,12.212,16.148,3.936,4.248,9.833,3.333
2014-12-18,17.146,21.834,4.688,2.928,5.875,3.458
2014-12-19,34.375,53.562,19.188,2.178,11.296,5.167
2014-12-20,27.924,38.072,10.148,1.5,14.75,4.75
2014-12-21,17.805,22.029,4.224,2.978,16.646,4.478
2014-12-22,19.062,25.25,6.188,3.03,9.458,3.625
2014-12-23,25.062,33.125,8.062,2.869,16.396,4.667
2014-12-24,36.25,65.52,29.271,2.959,27.125,6.417
2014-12-25,22.455,26.478,4.023,2.5,16.0,4.136
2014-12-26,19.391,24.674,5.282,2.402,6.379,3.208
2014-12-27,23.336,36.446,13.11,3.581,8.0,4.208
2014-12-28,19.732,22.926,3.194,3.458,15.229,4.087
2014-12-29,26.396,35.625,9.229,4.521,18.75,5.167
2014-12-30,31.208,40.708,9.5,6.52,39.75,7.042
2014-12-31,22.062,26.479,4.417,6.146,27.625,5.375
2015-01-01,7.562,9.229,1.666,3.229,12.666,4.583
2015-01-02,14.008,17.654,3.646,3.521,18.062,5.583
2015-01-03,21.354,28.417,7.062,4.625,29.833,6.875
2015-01-04,22.562,36.125,13.562,4.848,32.84,7.0
2015-01-05,30.646,43.0,12.354,5.166,44.458,6.875
2015-01-06,36.63,57.104,20.474,6.167,26.979,6.458
2015-01-07,17.854,22.958,5.104,3.979,13.584,4.292
2015-01-08,23.108,41.413,18.304,4.456,16.864,5.522
2015-01-09,8.919,11.763,2.843,3.52,10.229,3.667
2015-01-10,11.208,14.229,3.02,3.479,12.854,4.583
2015-01-11,20.25,27.666,7.416,4.166,23.646,5.708
2015-01-12,6.73,8.666,1.938,2.75,7.042,3.167
2015-01-13,18.326,29.072,10.748,3.104,10.438,4.458
2015-01-14,14.812,30.042,15.229,4.25,12.812,5.042
2015-01-15,15.396,21.25,5.854,4.066,12.504,4.292
2015-01-16,19.68,43.686,24.006,3.458,13.708,6.5
2015-01-17,10.167,13.938,3.77,2.708,11.375,4.125
2015-01-18,13.688,17.23,3.542,3.354,8.702,3.958
2015-01-19,6.666,11.021,4.354,7.646,8.708,3.417
2015-01-20,8.187,13.095,4.909,3.841,9.579,3.391
2015-01-21,14.609,21.913,7.305,3.312,4.54,4.304
2015-01-22,9.958,12.938,2.979,2.958,9.021,3.042
2015-01-23,16.936,24.348,7.413,4.416,15.292,4.583
2015-01-24,4.188,5.875,1.688,7.584,13.708,3.583
2015-01-25,16.167,25.833,9.667,4.413,12.962,4.833
2015-01-26,22.104,45.083,22.98,4.36,19.572,5.75
2015-01-27,23.305,32.366,9.06,6.021,26.792,6.208
2015-01-28,30.058,60.696,30.638,6.0,35.513,7.667
2015-01-29,33.058,38.521,5.462,2.667,17.5,4.708
2015-01-30,7.962,8.354,0.392,2.646,6.104,3.125
2015-01-31,12.146,12.875,0.729,4.146,12.5,3.75
2015-02-01,21.666,26.25,4.583,4.938,25.25,4.875
2015-02-02,10.034,11.296,1.261,3.0,8.041,3.25
2015-02-03,21.812,37.0,15.188,3.416,9.562,4.667
2015-02-04,31.27,48.375,17.104,4.854,18.938,5.458
2015-02-05,36.282,58.174,21.892,5.848,25.952,6.591
2015-02-06,21.944,38.198,16.255,4.831,19.284,5.458
2015-02-07,5.271,5.729,0.458,2.938,5.979,3.083
2015-02-08,21.416,28.062,6.646,4.188,11.98,4.333
2015-02-09,17.708,20.625,2.916,4.896,18.271,4.0
2015-02-10,14.326,17.522,3.196,3.621,9.044,3.636
2015-02-11,18.042,25.688,7.646,3.826,10.875,4.417
2015-02-12,17.854,20.666,2.812,3.761,15.784,3.542
2015-02-13,16.958,20.0,3.042,2.917,15.062,3.833
2015-02-14,12.708,15.125,2.417,3.896,14.895,4.042
2015-02-15,10.304,11.513,1.208,3.625,9.125,3.458
2015-02-16,11.938,14.72,2.783,3.685,9.872,3.667
2015-02-17,11.754,15.084,3.33,3.708,11.479,3.708
2015-02-18,30.854,44.479,13.625,4.708,13.979,5.5
2015-02-19,36.152,58.348,22.196,5.217,20.282,6.304
2015-02-20,21.354,23.542,2.188,3.229,15.958,4.125
2015-02-21,7.188,8.062,0.875,3.125,13.375,3.208
2015-02-22,22.625,27.712,5.088,3.437,14.792,3.917
2015-02-23,35.468,50.297,14.829,6.438,20.542,4.875
2015-02-24,6.233,6.89,0.658,3.271,14.166,2.5
2015-02-25,11.438,13.584,2.146,3.875,9.084,2.458
2015-02-26,22.625,30.48,7.854,5.0,23.633,3.667
2015-02-27,24.062,28.354,4.292,5.771,38.438,4.0
2015-02-28,19.583,21.271,1.688,5.875,44.166,4.125
2015-03-01,12.642,14.473,1.832,3.729,14.354,2.542
2015-03-02,31.812,44.0,12.188,5.688,21.708,3.708
2015-03-03,39.084,57.479,18.396,7.0,27.542,4.708
2015-03-04,32.565,37.456,4.892,7.674,27.574,3.478
2015-03-05,21.958,25.354,3.396,7.104,30.542,3.167
2015-03-06,13.438,14.979,1.542,4.771,18.896,2.458
2015-03-07,15.754,18.521,2.767,3.932,19.062,2.333
2015-03-08,20.476,34.076,13.6,4.396,25.666,3.0
2015-03-09,11.521,13.458,1.938,2.834,16.062,2.417
2015-03-10,7.354,8.375,1.021,2.875,10.375,2.0
2015-03-11,8.125,9.084,0.958,2.848,9.195,2.083
2015-03-12,11.916,14.104,2.188,3.042,7.833,2.292
2015-03-13,11.146,12.229,1.083,3.271,10.062,2.167
2015-03-14,11.034,12.055,1.022,2.438,11.25,2.333
2015-03-15,10.36,11.314,0.954,3.604,18.792,2.333
2015-03-16,29.396,37.521,8.125,4.583,15.02,3.25
2015-03-17,38.604,53.625,15.02,8.562,22.062,3.667
2015-03-18,36.174,49.348,13.174,6.065,20.514,4.944
2015-03-19,15.521,19.188,3.667,3.75,19.23,3.75
2015-03-20,5.104,5.5,0.396,3.933,21.833,3.25
2015-03-21,4.454,5.12,0.666,3.583,6.104,2.125
2015-03-22,25.942,33.856,7.915,6.0,11.688,4.417
2015-03-23,22.648,33.693,11.046,5.555,18.97,4.5
2015-03-24,5.83,6.532,0.703,3.826,11.592,2.609
2015-03-25,8.208,9.334,1.125,3.5,6.532,2.783
2015-03-26,14.958,18.958,4.0,4.104,7.0,3.292
2015-03-27,10.75,11.875,1.125,4.458,12.812,3.125
2015-03-28,23.464,27.764,4.299,5.04,21.458,4.25
2015-03-29,30.854,36.804,5.95,6.875,29.146,5.208
2015-03-30,35.479,44.146,8.666,8.0,34.667,5.833
2015-03-31,21.438,23.98,2.542,7.042,37.021,4.542
2015-04-01,22.114,25.198,3.084,5.292,26.52,3.833
2015-04-02,11.916,13.208,1.292,5.875,12.375,3.583
2015-04-03,22.592,28.756,6.164,4.196,17.628,4.167
2015-04-04,12.801,14.807,2.006,4.77,7.062,3.542
2015-04-05,12.521,13.854,1.334,3.416,6.625,3.435
2015-04-06,15.854,18.084,2.23,3.48,8.292,3.708
2015-04-07,6.666,7.542,0.875,3.062,10.104,3.0
2015-04-08,7.691,8.622,0.932,3.084,10.479,3.125
2015-04-09,12.896,14.708,1.812,4.084,13.666,3.083
2015-04-10,17.458,19.542,2.083,3.5,15.458,3.75
2015-04-11,14.646,18.4,3.752,4.362,16.458,3.667
2015-04-12,8.688,9.708,1.02,4.25,12.938,2.957
2015-04-13,8.354,9.208,0.854,2.886,6.998,2.5
2015-04-14,20.521,24.542,4.021,3.334,7.938,3.583
2015-04-15,20.095,22.582,2.487,5.608,17.223,4.435
2015-04-16,36.792,41.688,4.896,9.625,37.542,5.417
2015-04-17,20.058,22.854,2.796,5.691,30.544,3.958
2015-04-18,18.559,21.307,2.748,4.73,27.396,3.708
2015-04-19,14.542,15.98,1.438,3.375,27.792,3.583
2015-04-20,20.312,26.167,5.854,1.854,21.604,4.083
2015-04-21,8.625,9.666,1.042,2.32,7.666,2.917
2015-04-22,24.624,30.309,5.685,4.447,18.854,3.667
2015-04-23,25.649,27.69,2.042,6.342,24.718,3.909
2015-04-24,28.865,35.913,7.048,6.328,24.784,4.167
2015-04-25,11.686,12.744,1.058,5.146,29.625,3.458
2015-04-26,13.521,14.792,1.271,5.896,32.396,3.667
2015-04-27,24.854,27.875,3.02,7.568,40.979,4.458
2015-04-28,22.584,26.188,3.604,6.854,35.688,4.125
2015-04-29,11.624,12.626,1.002,4.771,18.188,2.5
2015-04-30,12.896,14.46,1.564,4.689,14.358,2.375
2015-05-01,17.082,18.699,1.617,5.331,19.272,2.875
2015-05-02,15.782,17.678,1.896,6.625,21.792,3.583
2015-05-03,8.312,9.188,0.875,4.042,15.083,2.292
2015-05-04,8.292,9.708,1.417,3.0,10.833,2.292
2015-05-05,6.292,7.125,0.834,4.5,18.27,2.5
2015-05-06,8.796,9.816,1.02,4.416,21.438,3.125
2015-05-07,15.645,17.208,1.562,5.208,17.354,3.042
2015-05-08,19.606,21.538,1.93,6.124,21.826,3.542
2015-05-09,22.815,25.286,2.47,5.5,23.125,4.25
2015-05-10,5.25,5.812,0.562,4.917,21.938,2.708
2015-05-11,12.146,13.792,1.646,4.438,15.375,2.875
2015-05-12,14.104,15.812,1.708,3.146,15.438,3.083
2015-05-13,19.366,21.383,2.017,6.938,30.104,3.667
2015-05-14,29.557,33.718,4.161,6.57,31.628,4.522
2015-05-15,20.944,24.316,3.372,4.704,29.557,3.583
2015-05-16,12.88,13.924,1.044,3.458,28.708,3.25
2015-05-17,10.479,11.375,0.896,5.666,23.958,3.208
2015-05-18,17.5,19.438,1.938,4.833,22.104,3.375
2015-05-19,18.708,24.188,5.48,4.042,18.604,3.958
2015-05-20,16.128,18.845,2.717,4.68,24.428,3.708
2015-05-21,11.771,13.021,1.25,5.042,15.395,2.792
2015-05-22,20.343,24.313,3.97,5.891,16.528,3.542
2015-05-23,23.564,26.908,3.343,6.396,20.916,4.333
2015-05-24,8.5,9.208,0.708,6.417,18.875,2.875
2015-05-25,14.208,15.292,1.083,6.042,21.98,3.042
2015-05-26,24.0,27.188,3.188,7.98,24.292,4.0
2015-05-27,30.252,33.528,3.276,9.458,27.146,4.083
2015-05-28,15.5,16.521,1.021,6.125,33.667,3.542
2015-05-29,8.375,8.979,0.604,4.521,21.104,2.25
2015-05-30,19.352,21.248,1.896,10.688,29.896,3.875
2015-05-31,6.896,7.562,0.667,6.396,26.854,2.5
2015-06-01,15.108,16.688,1.579,6.022,19.928,2.792
2015-06-02,14.416,16.188,1.771,5.292,24.646,2.792
2015-06-03,17.802,19.94,2.136,3.188,18.562,2.917
2015-06-04,10.5,11.896,1.396,4.167,10.542,2.25
2015-06-05,16.12,18.286,2.166,2.938,10.271,2.833
2015-06-06,8.414,9.314,0.9,2.938,6.084,2.25
2015-06-07,7.604,8.292,0.688,3.146,13.084,2.208
2015-06-08,7.688,8.23,0.542,2.348,10.424,2.0
2015-06-09,24.812,32.875,8.062,3.312,13.104,3.5
2015-06-10,22.225,24.842,2.617,5.125,17.464,3.292
2015-06-11,19.562,21.646,2.083,4.188,18.0,3.167
2015-06-12,18.938,22.73,3.792,3.718,30.342,3.917
2015-06-13,19.059,20.66,1.6,6.416,46.625,4.417
2015-06-14,13.146,14.042,0.896,5.542,18.875,3.25
2015-06-15,19.674,21.718,2.043,5.717,26.72,3.375
2015-06-16,30.574,33.921,3.346,5.792,38.836,4.591
2015-06-17,19.258,20.896,1.638,5.312,31.166,3.375
2015-06-18,7.792,8.25,0.458,3.271,10.52,2.0
2015-06-19,10.125,10.917,0.792,3.292,10.458,2.458
2015-06-20,15.736,16.87,1.134,4.938,19.292,3.333
2015-06-21,9.104,9.666,0.562,3.27,14.792,2.667
2015-06-22,15.208,16.792,1.584,3.934,21.394,3.0
2015-06-23,15.5,16.812,1.312,4.25,28.292,3.125
2015-06-24,16.311,17.56,1.25,4.333,26.667,3.042
2015-06-25,7.8,8.447,0.648,3.248,24.234,2.167
2015-06-26,10.042,10.792,0.75,2.282,10.731,2.375
2015-06-27,15.105,17.521,2.416,3.771,13.458,2.958
2015-06-28,4.25,4.792,0.542,3.375,10.02,2.0
2015-06-29,8.391,9.218,0.826,4.174,9.131,2.292
2015-06-30,12.625,13.771,1.146,3.25,14.604,2.333
2015-07-01,18.144,20.54,2.396,3.146,18.229,3.042
2015-07-02,20.354,23.708,3.354,5.188,24.73,3.833
2015-07-03,19.25,20.771,1.521,4.875,25.282,3.625
2015-07-04,22.044,23.902,1.858,4.812,31.02,4.167
2015-07-05,7.584,8.02,0.438,3.23,23.625,3.333
2015-07-06,12.312,13.416,1.104,3.065,17.16,3.167
2015-07-07,13.834,16.125,2.292,2.562,14.0,3.333
2015-07-08,12.36,14.233,1.873,2.521,19.792,3.042
2015-07-09,15.834,18.75,2.916,3.146,16.208,3.125
2015-07-10,16.042,18.375,2.334,3.417,25.812,3.167
2015-07-11,14.366,16.396,2.03,4.396,24.584,2.875
2015-07-12,13.395,18.146,4.75,5.271,21.604,2.875
2015-07-13,10.718,16.565,5.848,3.456,18.644,2.042
2015-07-14,11.979,17.646,5.666,4.708,19.146,2.0
2015-07-15,7.34,9.252,1.913,2.771,21.584,1.333
2015-07-16,6.333,7.479,1.146,1.826,16.538,1.375
2015-07-17,18.375,24.062,5.688,1.604,15.542,2.708
2015-07-18,18.76,25.146,6.386,3.062,19.25,2.625
2015-07-19,12.5,19.292,6.792,3.334,25.52,2.583
2015-07-20,10.0,13.271,3.271,3.688,15.104,2.125
2015-07-21,12.416,18.479,6.062,3.392,15.376,2.042
2015-07-22,15.724,21.958,6.234,1.902,14.35,2.435
2015-07-23,18.646,26.875,8.229,2.854,15.666,2.958
2015-07-24,18.979,33.708,14.729,4.848,16.067,3.417
2015-07-25,12.254,21.472,9.218,4.938,18.02,2.75
2015-07-26,8.958,11.792,2.834,4.479,16.542,2.042
2015-07-27,16.375,20.48,4.104,3.458,24.646,2.375
2015-07-28,21.109,25.304,4.196,4.438,29.36,3.833
2015-07-29,20.252,22.882,2.63,3.271,36.562,3.667
2015-07-30,20.625,23.208,2.584,3.416,47.312,4.25
2015-07-31,16.98,18.166,1.188,3.792,52.708,3.833
2015-08-01,18.352,19.74,1.388,6.375,54.646,4.0
2015-08-02,13.729,14.667,0.938,8.896,55.854,3.583
2015-08-03,17.146,19.604,2.458,7.087,44.86,3.375
2015-08-04,21.396,23.666,2.27,6.688,54.875,3.917
2015-08-05,9.461,10.456,0.994,4.5,33.854,2.333
2015-08-06,12.292,14.562,2.27,3.25,17.062,1.875
2015-08-07,18.208,22.104,3.896,4.5,20.48,2.875
2015-08-08,16.811,17.978,1.166,4.646,24.458,2.826
2015-08-09,13.729,14.646,0.916,7.584,28.646,2.833
2015-08-10,11.718,12.652,0.934,3.714,31.524,2.625
2015-08-11,11.021,12.521,1.5,3.834,27.792,2.667
2015-08-12,14.104,15.396,1.292,4.521,37.188,3.333
2015-08-13,9.354,10.625,1.271,2.104,20.271,2.458
2015-08-14,7.062,7.875,0.812,2.52,14.02,2.333
2015-08-15,9.411,10.162,0.75,4.834,21.625,2.833
2015-08-16,8.667,9.125,0.458,4.438,25.0,3.0
2015-08-17,15.292,19.084,3.792,2.952,13.842,2.708
2015-08-18,14.5,15.979,1.479,3.375,13.917,2.667
2015-08-19,20.608,23.577,2.968,3.282,16.392,3.273
2015-08-20,24.354,33.125,8.77,3.084,19.812,3.958
2015-08-21,16.938,22.688,5.75,3.5,21.292,2.833
2015-08-22,11.504,16.011,4.508,4.125,18.562,2.375
2015-08-23,5.98,6.458,0.479,4.271,13.104,2.0
2015-08-24,8.666,9.438,0.771,3.833,13.458,2.208
2015-08-25,6.521,7.188,0.666,2.667,10.0,2.0
2015-08-26,17.315,19.824,2.509,4.183,13.708,2.583
2015-08-27,14.083,14.916,0.834,4.312,17.708,2.542
2015-08-28,18.396,19.896,1.5,5.152,20.136,3.167
2015-08-29,13.284,14.08,0.796,4.375,27.021,3.542
2015-08-30,10.042,11.354,1.312,2.646,13.208,2.833
2015-08-31,16.208,17.73,1.52,1.978,15.36,3.208
2015-09-01,17.521,20.792,3.271,1.667,16.042,3.25
2015-09-02,17.847,21.396,3.549,2.5,14.062,3.333
2015-09-03,22.438,25.396,2.958,2.188,20.792,3.875
2015-09-04,19.625,26.375,6.75,3.146,23.292,4.0
2015-09-05,11.832,12.712,0.881,3.896,17.084,3.167
2015-09-06,12.229,12.875,0.646,2.917,23.834,3.542
2015-09-07,11.145,11.944,0.799,2.415,8.0,2.833
2015-09-08,17.221,18.635,1.414,2.317,10.668,3.167
2015-09-09,20.516,23.62,3.105,3.084,8.667,3.042
2015-09-10,15.188,18.166,2.98,2.916,11.792,2.5
2015-09-11,15.25,19.0,3.75,4.396,15.354,3.083
2015-09-12,17.94,20.529,2.59,5.334,19.688,3.708
2015-09-13,11.271,12.062,0.792,5.0,16.355,3.125
2015-09-14,7.146,7.938,0.792,3.786,8.617,2.083
2015-09-15,10.666,11.625,0.958,4.0,14.771,2.583
2015-09-16,9.942,10.576,0.634,3.5,16.938,2.417
2015-09-17,14.25,15.334,1.083,2.98,14.646,3.0
2015-09-18,9.456,10.392,0.934,3.434,11.718,2.125
2015-09-19,11.082,13.584,2.502,3.562,11.834,2.375
2015-09-20,6.562,7.084,0.521,3.375,12.125,2.083
2015-09-21,8.916,9.771,0.854,2.958,12.875,2.292
2015-09-22,12.334,12.958,0.625,3.979,15.834,2.542
2015-09-23,8.714,9.051,0.337,3.688,22.417,2.542
2015-09-24,7.195,7.534,0.339,2.535,14.267,2.625
2015-09-25,11.229,12.375,1.146,2.254,6.854,2.833
2015-09-26,8.694,9.594,0.9,2.812,10.688,2.292
2015-09-27,4.375,4.792,0.416,2.729,13.416,2.042
2015-09-28,6.833,7.916,1.084,3.739,15.016,2.208
2015-09-29,8.042,9.396,1.354,3.854,13.0,2.208
2015-09-30,10.935,13.326,2.391,4.408,10.841,2.682
2015-10-01,17.333,19.292,1.958,3.417,15.542,3.5
2015-10-02,9.848,10.696,0.847,3.174,15.834,3.261
2015-10-03,16.206,19.595,3.39,5.438,17.354,3.917
2015-10-04,10.896,12.229,1.334,4.604,18.333,3.667
2015-10-05,7.27,8.188,0.917,3.666,9.146,2.208
2015-10-06,8.958,10.0,1.042,3.562,11.646,2.333
2015-10-07,9.638,15.068,5.43,3.666,9.604,2.542
2015-10-08,11.27,15.812,4.542,3.917,17.104,2.75
2015-10-09,28.75,33.188,4.438,5.848,36.458,5.042
2015-10-10,21.114,23.581,2.466,4.521,44.48,5.25
2015-10-11,11.334,12.27,0.938,4.52,26.521,3.708
2015-10-12,11.229,12.5,1.271,4.646,14.542,3.458
2015-10-13,9.938,11.396,1.458,4.459,10.623,2.958
2015-10-14,16.184,20.303,4.119,3.782,13.136,3.273
2015-10-15,16.152,19.37,3.218,3.718,15.382,3.522
2015-10-16,10.188,11.354,1.167,3.625,16.646,2.958
2015-10-17,9.907,10.788,0.881,3.396,16.938,3.042
2015-10-18,8.708,9.375,0.667,3.75,16.792,2.958
2015-10-19,15.667,18.146,2.479,4.0,17.022,3.083
2015-10-20,13.238,14.434,1.195,4.407,27.55,3.583
2015-10-21,13.454,14.771,1.317,4.208,39.375,3.917
2015-10-22,13.104,14.458,1.354,3.938,28.042,3.625
2015-10-23,23.542,28.021,4.479,4.826,16.209,4.667
2015-10-24,20.46,22.701,2.241,6.062,35.688,4.958
2015-10-25,2.542,2.938,0.396,3.896,14.688,2.208
2015-10-26,14.812,18.167,3.354,4.104,13.75,3.417
2015-10-27,21.5,26.562,5.062,4.416,16.938,3.542
2015-10-28,11.508,13.03,1.522,3.688,16.854,2.917
2015-10-29,17.729,23.438,5.708,4.812,15.625,3.708
2015-10-30,20.348,28.63,8.282,5.13,25.65,4.174
2015-10-31,4.63,5.65,1.021,3.875,12.688,2.417
2015-11-01,8.188,9.188,1.0,3.646,12.396,3.042
2015-11-02,24.0,30.834,6.833,3.087,18.888,4.75
2015-11-03,16.396,32.146,15.75,3.229,12.854,5.042
2015-11-04,15.631,21.338,5.706,3.104,13.312,3.375
2015-11-05,18.98,21.52,2.542,3.913,16.462,3.792
2015-11-06,21.771,24.27,2.5,3.979,17.75,3.833
2015-11-07,17.572,19.564,1.992,3.73,22.333,3.292
2015-11-08,11.896,12.48,0.584,2.666,12.208,3.0
2015-11-09,31.834,57.688,25.854,3.292,22.146,5.833
2015-11-10,10.458,11.833,1.375,3.021,5.542,2.833
2015-11-11,11.908,16.891,4.982,3.021,5.812,3.167
2015-11-12,15.666,19.688,4.02,3.208,8.042,3.292
2015-11-13,13.956,16.804,2.848,2.848,14.11,3.043
2015-11-14,9.162,10.03,0.867,2.146,6.042,2.167
2015-11-15,13.5,15.208,1.708,2.584,6.75,3.0
2015-11-16,29.729,42.688,12.958,4.02,10.542,4.667
2015-11-17,34.562,44.625,10.062,3.574,19.605,5.125
2015-11-18,27.096,35.25,8.154,2.688,12.0,4.238
2015-11-19,10.0,10.875,0.875,2.584,5.896,2.333
2015-11-20,24.792,33.708,8.917,3.761,14.619,4.375
2015-11-21,16.034,28.693,12.66,3.292,15.708,4.5
2015-11-22,13.042,14.083,1.042,3.354,20.208,4.375
2015-11-23,14.792,16.75,1.958,2.958,22.021,3.833
2015-11-24,13.538,24.555,11.017,2.76,14.354,3.875
2015-11-25,13.162,15.772,2.61,2.262,7.112,3.217
2015-11-26,22.166,34.479,12.312,3.104,12.77,4.75
2015-11-27,9.652,12.522,2.87,5.739,6.485,3.783
2015-11-28,14.801,20.686,5.885,3.458,10.666,4.125
2015-11-29,17.417,23.625,6.208,3.312,16.146,5.292
2015-11-30,28.438,51.167,22.73,4.021,23.812,6.667
2015-12-01,18.625,39.208,20.584,2.771,18.104,5.5
2015-12-02,19.802,26.476,6.674,2.98,15.5,4.0
2015-12-03,16.771,21.104,4.334,3.083,14.688,4.333
2015-12-04,9.354,12.396,3.042,5.826,12.13,4.417
2015-12-05,13.986,16.529,2.542,4.593,10.834,4.167
2015-12-06,13.0,17.396,4.396,3.271,13.417,4.125
2015-12-07,14.438,21.812,7.375,2.958,8.708,3.5
2015-12-08,19.562,36.458,16.896,3.271,9.084,4.75
2015-12-09,23.772,38.886,15.114,3.458,10.146,4.542
2015-12-10,21.542,25.146,3.604,3.25,13.292,3.333
