date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min
2013-01-09,26.604,63.917,37.312,0.375,5.625,,99.0,66.042,40.0,11.2,6.7,1.6
2013-01-10,32.042,82.252,50.211,0.0,8.382,,91.0,62.542,38.0,4.8,2.221,-0.5
2013-01-11,25.102,54.658,29.555,0.333,14.646,,96.0,80.375,56.0,6.9,3.938,1.5
2013-01-12,15.833,27.708,11.875,0.458,20.604,,88.0,70.5,39.0,8.9,5.179,1.9
2013-01-13,19.704,38.0,18.296,0.435,9.52,,87.0,58.25,36.0,6.7,3.725,0.1
2013-01-14,34.812,87.812,53.0,0.292,11.438,,67.0,50.708,34.0,7.9,3.042,-1.1
2013-01-15,34.146,86.292,52.146,0.375,19.167,,77.0,59.75,53.0,7.7,4.542,2.5
2013-01-16,34.854,92.416,57.562,0.125,9.75,,87.0,61.5,33.0,10.0,5.046,0.8
2013-01-17,31.146,88.166,57.021,0.375,13.646,,88.0,62.5,34.0,10.1,5.308,2.3
2013-01-18,26.498,54.75,28.252,0.958,19.375,,90.0,58.583,37.0,8.4,4.35,0.1
2013-01-19,10.916,18.542,7.625,0.0,4.375,,88.0,51.667,37.0,4.8,2.692,0.0
2013-01-20,30.447,69.405,38.958,0.5,14.875,,97.0,62.542,41.0,8.5,3.379,-1.3
2013-01-21,32.333,86.084,53.75,0.875,29.833,,99.0,81.583,56.0,7.7,4.462,2.0
2013-01-22,30.417,86.75,56.334,0.292,15.938,,91.0,63.167,39.0,7.4,3.662,0.3
2013-01-23,35.48,96.062,60.583,0.458,14.375,,73.0,54.792,31.0,10.8,4.671,-0.6
2013-01-24,41.004,125.825,84.821,1.667,26.649,,73.0,56.667,33.0,12.0,5.671,0.4
2013-01-25,37.968,84.1,46.132,4.0,46.812,,90.0,56.833,43.0,12.7,8.05,3.3
2013-01-26,12.875,22.416,9.542,0.208,22.792,,99.0,67.875,38.0,11.3,6.821,1.5
2013-01-27,30.63,80.358,49.728,0.182,9.167,,73.0,46.917,29.0,8.4,3.654,-0.1
2013-01-28,34.834,99.354,64.52,1.917,24.458,,82.0,64.75,43.0,11.1,6.004,0.0
2013-01-29,38.854,106.771,67.916,0.833,20.021,,84.0,50.083,23.0,12.6,7.658,3.4
2013-01-30,40.543,138.676,98.132,1.458,38.292,,99.0,84.625,55.0,7.0,5.112,3.2
2013-01-31,27.166,66.916,39.75,0.167,23.0,,99.0,54.875,30.0,12.0,8.829,4.3
2013-02-01,35.73,76.865,41.135,2.25,31.354,,72.0,50.958,25.0,14.7,7.662,1.7
2013-02-02,25.25,47.562,22.312,0.667,34.812,,99.0,91.042,68.0,13.0,8.996,6.5
2013-02-03,34.788,96.398,61.61,1.13,42.042,,99.0,88.208,72.0,14.1,11.196,7.3
2013-02-04,24.021,59.438,35.417,0.333,6.812,,83.0,62.958,35.0,10.1,6.154,1.0
2013-02-05,25.388,62.022,36.634,0.0,6.345,,64.0,46.625,33.0,4.3,1.2,-0.9
2013-02-06,31.271,79.292,48.02,0.0,5.604,,57.0,44.208,33.0,4.7,1.671,-1.7
2013-02-07,34.375,85.75,51.375,0.333,8.0,,73.0,39.958,23.0,8.6,4.258,0.0
2013-02-08,31.961,76.18,44.22,0.0,14.166,,99.0,96.875,84.0,3.2,1.992,0.9
2013-02-09,13.125,21.229,8.104,0.0,1.604,,88.0,61.625,42.0,10.1,5.575,1.4
2013-02-10,20.774,46.602,25.828,0.348,11.128,,65.0,46.667,29.0,9.3,4.729,2.1
2013-02-11,18.604,38.354,19.75,0.042,6.042,,57.0,42.0,26.0,9.0,3.538,0.0
2013-02-12,26.834,61.708,34.875,0.5,8.938,,70.0,52.5,35.0,9.8,4.121,-0.4
2013-02-13,29.917,78.562,48.646,0.042,9.104,,81.0,55.167,34.0,9.6,5.121,0.5
2013-02-14,38.688,112.271,73.583,0.0,17.25,,99.0,90.5,55.0,3.8,2.304,0.8
2013-02-15,23.572,59.444,35.872,0.0,8.188,,99.0,76.875,47.0,9.3,5.517,2.7
2013-02-16,9.812,15.25,5.438,1.083,15.958,,75.0,46.167,25.0,10.5,6.558,3.9
2013-02-17,30.974,68.884,37.911,1.682,34.458,,66.0,53.625,36.0,11.4,5.738,1.0
2013-02-18,18.604,40.562,21.958,0.083,11.979,,50.0,41.875,30.0,7.9,4.367,2.3
2013-02-19,22.12,49.99,27.87,0.0,8.534,,60.0,43.5,30.0,8.7,4.533,1.5
2013-02-20,22.625,27.625,5.0,1.042,19.5,,62.0,48.458,32.0,10.1,4.729,0.5
2013-02-21,19.875,29.167,9.292,0.125,14.875,,63.0,45.542,28.0,8.8,4.433,1.4
2013-02-22,16.764,27.715,10.952,0.0,8.621,,52.0,42.458,32.0,8.8,4.4,0.6
2013-02-23,16.163,23.322,7.158,0.25,11.562,,64.0,44.458,27.0,10.5,4.958,-0.3
2013-02-24,35.66,77.046,41.386,1.261,19.334,,64.0,45.833,23.0,11.5,5.754,0.1
2013-02-25,36.75,76.25,39.5,3.042,52.75,,61.0,50.5,34.0,13.0,8.162,4.2
2013-02-26,47.812,104.375,56.562,2.042,58.875,,71.0,56.125,34.0,15.1,9.925,2.7
2013-02-27,43.062,83.666,40.604,0.208,46.938,,99.0,95.0,61.0,13.0,10.938,8.5
2013-02-28,31.666,65.062,33.396,0.458,23.604,,99.0,68.875,38.0,17.9,13.238,9.9
2013-03-01,31.25,59.875,28.625,0.917,47.708,,99.0,73.125,56.0,14.8,11.667,9.8
2013-03-02,14.248,22.146,7.898,0.25,22.125,,99.0,77.583,55.0,15.2,10.492,8.1
2013-03-03,25.566,55.544,29.978,0.0,9.812,,76.0,49.417,25.0,12.6,8.442,3.7
2013-03-04,39.75,93.458,53.708,1.125,23.688,,94.0,56.958,42.0,11.2,7.312,2.6
2013-03-05,28.671,71.307,42.636,0.045,22.47,,99.0,86.083,51.0,11.5,8.367,4.8
2013-03-06,18.834,39.979,21.146,0.0,12.084,,76.0,45.917,29.0,7.2,4.033,1.6
2013-03-07,29.334,69.188,39.854,0.25,10.416,,83.0,60.167,36.0,7.2,3.325,-0.3
2013-03-08,22.164,44.137,21.973,0.0,10.164,,86.0,62.417,38.0,7.9,4.612,1.1
2013-03-09,15.394,23.842,8.448,0.417,17.5,,91.0,55.833,33.0,10.3,6.092,2.1
2013-03-10,20.256,44.882,24.626,0.045,5.458,,80.0,61.958,52.0,5.1,2.746,0.2
2013-03-11,35.5,82.896,47.396,0.292,11.667,,78.0,51.375,33.0,9.7,4.804,-0.9
2013-03-12,41.02,86.0,44.979,3.083,28.479,,62.0,45.708,27.0,16.7,9.75,2.5
2013-03-13,41.458,110.292,68.834,0.625,58.75,,99.0,88.0,53.0,14.1,10.012,7.7
2013-03-14,16.938,34.52,17.584,0.0,2.958,,72.0,52.167,40.0,10.3,7.508,4.2
2013-03-15,24.666,45.062,20.396,0.125,15.646,,61.0,43.792,29.0,11.6,7.017,3.0
2013-03-16,21.15,29.334,8.184,1.417,40.438,,71.0,58.708,42.0,16.1,9.117,2.4
2013-03-17,35.452,58.748,23.296,2.739,64.479,,79.0,59.458,36.0,19.3,12.058,4.5
2013-03-18,53.833,117.27,63.438,1.208,91.48,,99.0,84.833,64.0,13.5,11.55,8.9
2013-03-19,27.146,53.042,25.896,0.792,27.666,,79.0,56.708,33.0,16.1,11.338,6.1
2013-03-20,35.264,79.961,44.696,0.348,25.792,,99.0,89.208,68.0,11.7,10.017,8.1
2013-03-21,15.5,26.688,11.188,0.042,5.643,,82.0,61.625,46.0,9.0,6.617,4.1
2013-03-22,19.084,35.188,16.104,0.042,8.938,,75.0,50.458,33.0,11.6,7.454,3.1
2013-03-23,23.1,31.605,8.506,1.5,23.521,,66.0,46.5,21.0,17.0,10.346,3.3
2013-03-24,37.192,65.062,27.87,2.913,44.688,,73.0,45.792,18.0,20.4,13.212,4.9
2013-03-25,43.938,79.021,35.083,2.167,37.792,,61.0,50.667,39.0,19.5,15.133,8.9
2013-03-26,41.271,99.521,58.25,0.375,44.958,,99.0,93.917,64.0,13.7,12.788,11.3
2013-03-27,29.084,68.312,39.229,0.333,27.979,,99.0,74.25,32.0,18.9,15.262,11.2
2013-03-28,36.125,76.334,40.208,1.542,37.771,,84.0,53.292,22.0,21.7,15.096,8.6
2013-03-29,26.542,43.02,16.479,1.167,33.854,,97.0,62.292,38.0,20.8,15.604,10.4
2013-03-30,7.252,10.142,2.888,0.0,14.292,,99.0,86.667,64.0,18.2,15.429,12.0
2013-03-31,18.514,33.464,14.951,0.0,17.73,,80.0,46.167,26.0,18.3,13.788,11.1
2013-04-01,28.826,49.392,20.565,1.174,22.729,,77.0,51.917,19.0,18.2,12.854,6.5
2013-04-02,36.48,71.5,35.021,1.458,39.084,,99.0,78.917,60.0,19.3,14.888,11.9
2013-04-03,24.438,44.584,20.146,0.375,14.229,,99.0,76.083,49.0,17.7,13.412,10.9
2013-04-04,36.708,68.896,32.188,1.708,27.354,,80.0,55.0,29.0,24.0,16.575,9.9
2013-04-05,32.487,62.416,29.929,2.0,33.616,,81.0,62.833,40.0,24.2,18.217,11.6
2013-04-06,11.958,16.188,4.23,0.083,18.354,,99.0,84.625,54.0,19.7,16.688,14.6
2013-04-07,12.146,18.146,6.0,0.0,8.208,,99.0,75.042,46.0,18.3,12.683,7.8
2013-04-08,23.434,45.913,22.478,0.174,10.0,,70.0,45.083,31.0,16.9,12.021,7.3
2013-04-09,31.154,63.114,31.96,1.304,24.738,,78.0,55.042,35.0,20.7,13.7,7.5
2013-04-10,26.708,50.979,24.271,0.833,18.708,,86.0,51.0,30.0,14.9,11.804,6.9
2013-04-11,26.166,49.688,23.521,0.958,17.188,,82.0,61.375,36.0,12.9,8.896,5.4
2013-04-12,27.042,54.542,27.5,0.542,20.854,,84.0,59.25,35.0,13.5,8.904,3.8
2013-04-13,26.584,46.771,20.188,0.833,18.979,,79.0,53.042,29.0,17.3,11.296,4.2
2013-04-14,15.062,18.834,3.771,1.417,30.25,,81.0,63.583,43.0,20.2,14.988,7.8
2013-04-15,26.087,48.717,22.63,1.087,26.042,,83.0,46.417,21.0,22.3,17.404,13.1
2013-04-16,33.86,63.812,29.951,1.957,29.146,,73.0,49.917,27.0,24.9,18.254,11.7
2013-04-17,32.708,51.5,18.792,1.708,46.958,,75.0,66.333,57.0,22.7,19.567,16.3
2013-04-18,34.792,70.688,35.896,1.375,26.646,,83.0,61.375,42.0,25.8,19.704,13.1
2013-04-19,18.306,33.132,14.826,0.042,17.958,,54.0,36.5,23.0,17.5,13.608,8.8
2013-04-20,25.734,43.634,17.9,0.5,25.55,,99.0,52.458,29.0,15.7,11.392,7.6
2013-04-21,10.938,17.042,6.104,0.0,8.229,,99.0,68.875,39.0,15.1,10.517,7.4
2013-04-22,25.848,52.326,26.478,0.174,14.084,,63.0,40.25,23.0,17.0,11.533,5.4
2013-04-23,32.396,62.854,30.458,2.625,24.792,,68.0,49.542,30.0,18.7,13.5,6.3
2013-04-24,20.375,28.334,7.958,0.083,25.334,,99.0,97.0,82.0,16.8,14.875,12.7
2013-04-25,31.096,60.231,29.134,0.909,24.396,,83.0,52.667,17.0,24.3,18.317,11.8
2013-04-26,29.615,60.344,30.729,0.833,27.354,,92.0,66.167,35.0,19.8,14.933,9.4
2013-04-27,24.688,40.688,16.0,0.083,15.583,,99.0,60.583,33.0,18.1,13.162,8.1
2013-04-28,14.417,19.792,5.375,0.708,17.75,,71.0,46.583,23.0,21.4,15.162,8.6
2013-04-29,18.282,26.239,7.956,2.13,24.708,,83.0,54.125,23.0,25.1,17.608,9.8
2013-04-30,29.25,54.146,24.896,1.042,30.625,,99.0,77.458,54.0,18.6,16.633,13.6
2013-05-01,20.208,38.646,18.438,0.125,15.479,,63.0,51.125,39.0,17.3,13.779,10.3
2013-05-02,16.604,33.021,16.416,0.0,4.292,,69.0,47.625,33.0,17.1,12.767,8.2
2013-05-03,17.075,30.184,13.108,0.042,7.029,,73.0,43.833,21.0,20.1,14.304,7.3
2013-05-04,15.729,23.708,7.979,0.917,13.834,,69.0,47.25,28.0,21.7,15.604,8.6
2013-05-05,15.625,20.396,4.77,1.042,24.23,,79.0,51.458,27.0,23.9,17.7,10.5
2013-05-06,16.892,23.142,6.251,1.391,32.146,,77.0,52.375,25.0,26.3,18.704,12.0
2013-05-07,18.1,36.12,18.02,0.0,10.416,,56.0,36.875,20.0,21.6,16.762,11.3
2013-05-08,25.646,53.146,27.5,0.667,8.25,,62.0,40.5,22.0,23.7,16.283,9.1
2013-05-09,42.958,81.916,38.958,2.208,21.688,,69.0,40.708,17.0,29.4,20.867,11.4
2013-05-10,40.706,72.992,32.286,3.0,41.159,,99.0,66.125,35.0,25.3,19.029,15.1
2013-05-11,28.584,57.875,29.292,0.25,20.77,,99.0,97.333,84.0,18.7,17.467,15.5
2013-05-12,14.25,20.479,6.229,0.5,20.5,,92.0,60.458,24.0,28.8,20.825,12.9
2013-05-13,26.086,43.283,17.196,1.957,25.812,,90.0,68.958,46.0,27.4,21.938,16.1
2013-05-14,33.044,58.77,25.726,2.13,43.021,,92.0,67.5,28.0,32.1,23.442,17.1
2013-05-15,14.25,20.604,6.354,0.833,26.229,,90.0,62.792,31.0,27.9,22.9,20.0
2013-05-16,23.042,42.292,19.25,0.667,31.75,,86.0,59.208,39.0,24.9,20.608,17.0
2013-05-17,22.471,41.562,19.092,0.875,20.658,,81.0,54.25,23.0,27.8,20.771,14.5
2013-05-18,12.884,16.067,3.184,1.167,24.986,,84.0,63.316,40.0,25.8,21.371,18.3
2013-05-19,7.238,8.621,1.384,0.375,12.2,,99.0,76.375,47.0,23.1,18.446,15.6
2013-05-20,26.218,54.718,28.5,0.783,10.562,,99.0,71.042,45.0,28.9,22.65,15.7
2013-05-21,31.708,59.292,27.584,1.292,33.02,,79.0,53.333,25.0,29.8,24.279,19.8
2013-05-22,34.896,61.375,26.48,2.458,46.854,,71.0,50.833,28.0,31.8,24.925,17.7
2013-05-23,31.021,53.125,22.104,1.292,23.521,,58.0,39.75,20.0,30.2,24.262,19.0
2013-05-24,29.666,52.771,23.104,1.583,23.792,,74.0,46.667,20.0,29.7,23.104,15.9
2013-05-25,17.104,21.938,4.834,1.083,30.188,,81.0,61.583,31.0,28.7,23.2,19.8
2013-05-26,10.5,12.438,1.938,1.125,27.188,,85.0,61.833,42.0,28.1,23.129,18.5
2013-05-27,11.696,17.609,5.913,0.739,22.646,,83.0,65.125,50.0,26.6,23.017,20.5
2013-05-28,8.814,10.112,1.298,0.364,15.758,,90.0,68.042,48.0,25.0,22.0,19.3
2013-05-29,14.938,19.084,4.146,0.0,11.729,,99.0,89.667,75.0,22.5,20.433,18.3
2013-05-30,21.854,47.5,25.646,0.792,28.438,,99.0,88.042,75.0,24.9,22.325,19.2
2013-05-31,30.608,55.684,25.075,1.667,30.688,,84.0,64.583,35.0,29.0,22.825,16.7
2013-06-01,29.104,48.958,19.854,2.75,35.25,,82.0,68.0,51.0,24.0,22.471,20.7
2013-06-02,15.208,19.271,4.062,2.042,30.5,,74.0,60.542,45.0,27.8,23.242,20.2
2013-06-03,24.043,45.108,21.066,1.783,29.375,,80.0,65.292,44.0,28.5,23.75,20.7
2013-06-04,22.73,38.666,15.938,1.708,30.229,,86.0,62.167,38.0,30.6,24.404,19.4
2013-06-05,23.938,40.604,16.667,1.625,27.375,,82.0,62.25,46.0,29.2,24.238,19.3
2013-06-06,28.042,49.375,21.334,2.333,30.375,,84.0,68.833,51.0,26.2,23.275,20.4
2013-06-07,30.166,53.542,23.375,1.833,35.562,,99.0,73.667,41.0,29.7,22.692,19.2
2013-06-08,20.292,35.729,15.438,0.542,26.625,,94.0,58.375,25.0,29.8,24.308,18.9
2013-06-09,14.458,19.625,5.167,1.125,26.479,,79.0,58.75,29.0,28.7,23.979,19.7
2013-06-10,21.05,34.21,13.16,1.227,21.778,,75.0,66.375,54.0,26.0,23.346,21.8
2013-06-11,27.958,50.208,22.25,1.167,34.792,,93.0,75.208,57.0,26.4,23.592,20.7
2013-06-12,26.98,57.23,30.25,0.667,26.312,,91.0,70.25,52.0,31.1,27.554,22.8
2013-06-13,27.958,44.854,16.896,1.292,29.938,,91.0,71.583,40.0,35.9,28.783,25.1
2013-06-14,25.12,50.127,25.008,1.583,26.669,,87.0,70.125,50.0,33.5,28.779,24.9
2013-06-15,20.312,43.271,22.958,1.5,27.98,,99.0,83.292,65.0,29.8,26.417,24.3
2013-06-16,11.854,18.542,6.688,0.875,14.062,,99.0,71.917,48.0,32.9,27.712,23.1
2013-06-17,24.152,43.804,19.652,1.043,26.688,,92.0,69.917,42.0,33.5,27.858,23.2
2013-06-18,22.208,39.438,17.229,1.0,40.084,,85.0,64.0,36.0,33.1,28.996,25.5
2013-06-19,24.27,53.208,28.938,0.917,36.938,,99.0,92.875,78.0,28.0,24.992,21.1
2013-06-20,35.604,67.188,31.583,0.417,18.417,,99.0,97.375,92.0,23.0,21.438,20.2
2013-06-21,34.333,72.396,38.062,0.625,24.625,,99.0,95.292,90.0,22.9,21.508,20.3
2013-06-22,20.375,40.792,20.416,0.792,15.895,,99.0,76.792,61.0,27.1,23.375,18.8
2013-06-23,15.23,23.27,8.042,1.167,23.896,,87.0,68.792,49.0,29.3,25.312,20.6
2013-06-24,25.326,46.326,21.0,1.435,32.584,,99.0,77.792,60.0,28.3,24.938,22.8
2013-06-25,24.41,38.972,14.562,2.391,32.2,,86.0,72.417,55.0,29.1,25.388,22.5
2013-06-26,27.438,52.48,25.042,0.667,23.75,,99.0,96.542,80.0,23.4,21.362,20.6
2013-06-27,23.084,46.521,23.438,1.0,17.167,,98.0,78.708,56.0,29.3,24.362,21.5
2013-06-28,22.588,38.758,16.17,1.391,17.204,,88.0,75.042,55.0,26.9,23.838,21.6
2013-06-29,20.854,40.854,20.0,2.292,24.979,,87.0,68.958,48.0,29.4,25.471,22.5
2013-06-30,6.98,8.792,1.812,0.708,15.75,,88.0,70.583,48.0,28.4,25.062,22.2
2013-07-01,19.044,36.87,17.826,1.435,16.396,,85.0,65.5,45.0,29.8,25.592,21.8
2013-07-02,16.5,29.438,12.938,1.708,15.958,,84.0,67.292,50.0,28.4,24.925,21.7
2013-07-03,17.104,42.938,25.833,0.708,21.521,,99.0,91.875,74.0,24.3,22.833,21.2
2013-07-04,14.667,24.125,9.458,0.125,22.354,,99.0,96.875,85.0,27.3,24.954,23.6
2013-07-05,9.521,13.646,4.125,0.667,37.0,,99.0,84.5,60.0,34.2,28.612,24.5
2013-07-06,6.188,8.854,2.667,0.5,33.917,,99.0,82.708,68.0,32.5,29.35,25.8
2013-07-07,12.062,21.792,9.729,0.833,32.604,,99.0,76.167,52.0,35.8,30.288,25.3
2013-07-08,17.108,48.696,31.587,1.696,27.188,,92.0,63.917,41.0,37.5,32.038,25.8
2013-07-09,20.446,51.388,30.943,1.87,37.664,,83.0,59.208,40.0,38.3,32.737,26.6
2013-07-10,24.27,53.188,28.916,1.875,45.229,,83.0,58.583,42.0,37.0,32.825,27.3
2013-07-11,24.854,54.208,29.354,1.75,43.625,,81.0,57.375,38.0,37.8,33.288,28.1
2013-07-12,27.75,59.208,31.458,3.083,49.854,,74.0,57.417,42.0,37.4,32.775,27.4
2013-07-13,19.792,42.562,22.771,1.75,54.375,,99.0,74.5,59.0,33.7,30.033,26.1
2013-07-14,8.041,15.896,7.854,1.167,19.166,,97.0,78.542,57.0,33.4,28.908,24.6
2013-07-15,12.085,22.998,10.913,0.478,14.084,,99.0,69.5,49.0,32.7,29.129,25.0
2013-07-16,22.333,41.729,19.396,1.125,19.583,,85.0,67.75,51.0,32.9,28.45,24.4
2013-07-17,16.958,25.896,8.938,1.542,29.979,,87.0,73.667,58.0,33.0,28.633,25.4
2013-07-18,21.208,42.729,21.521,0.708,21.438,,99.0,72.375,44.0,33.6,28.979,25.4
2013-07-19,24.271,51.916,27.646,1.083,11.25,,82.0,62.875,43.0,33.0,27.996,24.2
2013-07-20,22.542,38.771,16.229,1.5,28.458,,87.0,70.375,49.0,32.8,27.871,23.8
2013-07-21,10.896,13.833,2.938,1.625,35.27,,88.0,74.083,52.0,33.7,29.096,25.9
2013-07-22,20.934,41.12,20.186,0.818,36.208,,86.0,67.292,48.0,35.3,30.821,27.0
2013-07-23,18.979,51.646,32.667,0.458,21.104,,79.0,61.458,44.0,35.8,31.7,28.0
2013-07-24,25.229,49.05,23.821,0.667,31.129,,99.0,89.625,67.0,29.9,27.15,24.6
2013-07-25,27.006,43.396,16.39,0.727,59.696,,99.0,89.292,63.0,32.9,27.662,23.0
2013-07-26,29.026,53.356,24.33,1.0,66.438,,99.0,86.625,63.0,33.1,27.833,23.5
2013-07-27,23.625,42.688,19.062,0.958,53.812,,99.0,73.417,51.0,33.9,29.138,23.8
2013-07-28,13.584,19.167,5.584,1.125,47.167,,90.0,69.208,42.0,34.9,29.388,24.7
2013-07-29,21.317,28.726,7.409,0.217,55.75,,99.0,97.042,82.0,27.0,25.296,24.6
2013-07-30,27.75,58.958,31.208,0.833,62.5,,99.0,77.667,48.0,36.1,29.967,25.1
2013-07-31,28.0,56.938,28.938,0.792,55.042,,96.0,71.208,56.0,34.7,30.233,25.0
2013-08-01,25.542,53.334,27.792,0.667,41.312,,99.0,79.542,55.0,34.5,29.525,25.4
2013-08-02,23.365,51.024,27.658,0.792,26.916,,90.0,65.083,44.0,35.2,30.058,25.5
2013-08-03,16.521,35.625,19.104,0.917,12.396,,87.0,64.625,48.0,33.7,29.179,24.8
2013-08-04,13.271,20.625,7.354,1.083,27.188,,95.0,73.0,53.0,34.3,29.354,24.6
2013-08-05,16.095,28.422,12.327,0.696,40.625,,99.0,91.5,73.0,31.7,28.262,25.5
2013-08-06,22.312,42.334,20.02,0.542,26.562,,99.0,87.583,66.0,33.0,28.258,25.2
2013-08-07,23.708,52.084,28.375,1.667,40.333,,99.0,72.167,49.0,36.7,30.938,24.7
2013-08-08,26.208,55.896,29.688,1.875,64.438,,93.0,71.625,51.0,36.6,31.808,26.8
2013-08-09,30.252,56.241,25.988,1.364,56.954,,91.0,66.333,45.0,37.7,32.808,27.2
2013-08-10,24.562,40.042,15.479,1.708,80.354,,81.0,65.958,49.0,38.9,33.467,29.0
2013-08-11,13.25,18.375,5.125,1.208,68.5,,87.0,67.708,48.0,38.6,32.908,28.8
2013-08-12,20.826,36.913,16.087,1.261,45.062,,87.0,62.667,42.0,38.0,31.967,27.8
2013-08-13,18.062,33.458,15.396,1.0,43.938,,90.0,61.833,34.0,36.9,31.221,25.8
2013-08-14,15.021,20.458,5.438,2.25,49.708,,83.0,64.583,41.0,36.5,31.233,26.4
2013-08-15,12.145,16.562,4.416,1.708,60.458,,93.0,73.417,51.0,35.8,31.208,27.2
2013-08-16,12.979,18.312,5.334,0.958,55.042,,97.0,74.208,45.0,35.7,31.175,27.7
2013-08-17,10.0,14.042,4.042,0.625,33.562,,95.0,73.792,51.0,34.8,30.629,27.1
2013-08-18,8.23,11.521,3.292,0.667,28.104,,92.0,73.833,53.0,35.3,30.779,27.0
2013-08-19,16.678,31.229,14.552,0.955,29.23,,92.0,77.0,55.0,36.0,31.196,27.8
2013-08-20,16.334,29.542,13.208,0.917,22.188,,91.0,74.833,51.0,36.0,31.338,27.8
2013-08-21,20.334,40.854,20.521,0.875,23.604,,95.0,73.458,50.0,37.0,32.758,28.3
2013-08-22,23.708,50.271,26.562,1.417,34.771,,92.0,67.875,41.0,38.5,33.358,28.4
2013-08-23,27.102,55.41,28.307,1.522,40.614,,99.0,74.542,56.0,36.5,31.975,27.2
2013-08-24,17.479,36.188,18.708,0.833,16.458,,99.0,81.5,67.0,30.4,28.646,25.7
2013-08-25,13.062,22.958,9.896,0.25,16.708,,99.0,92.5,78.0,27.6,24.862,22.9
2013-08-26,27.63,56.478,28.848,1.174,24.958,,99.0,89.833,72.0,28.0,23.946,21.5
2013-08-27,24.958,55.542,30.583,0.708,19.416,,99.0,70.417,42.0,32.4,26.767,20.8
2013-08-28,29.208,56.875,27.666,0.75,16.771,,84.0,62.542,43.0,32.5,27.629,21.9
2013-08-29,22.0,37.792,15.792,1.292,30.396,,93.0,72.833,45.0,33.9,28.15,22.3
2013-08-30,32.542,51.52,18.979,1.583,55.688,,97.0,85.167,68.0,33.3,29.221,26.5
2013-08-31,12.812,22.604,9.792,0.792,34.208,,99.0,85.333,61.0,34.7,29.817,25.7
2013-09-01,14.875,23.542,8.666,0.75,18.104,,99.0,94.75,75.0,29.9,26.8,25.1
2013-09-02,20.608,49.782,29.174,0.304,21.062,,99.0,98.583,93.0,28.3,26.067,24.9
2013-09-03,13.958,44.542,30.584,0.333,13.229,,99.0,90.5,67.0,30.6,27.175,24.6
2013-09-04,18.375,33.771,15.396,0.083,11.646,,99.0,95.625,72.0,30.3,24.588,21.5
2013-09-05,26.412,53.2,26.788,0.875,7.679,,99.0,82.708,63.0,30.7,25.262,21.7
2013-09-06,27.375,60.334,32.958,0.917,13.062,,92.0,75.125,50.0,32.4,26.454,22.0
2013-09-07,21.188,45.583,24.396,0.875,20.833,,99.0,85.833,70.0,29.1,26.046,23.4
2013-09-08,14.688,22.584,7.896,0.5,13.25,,99.0,93.458,81.0,27.5,24.946,23.2
2013-09-09,22.731,51.166,28.435,0.909,13.191,,99.0,74.792,44.0,30.8,26.146,21.1
2013-09-10,31.438,55.25,23.812,2.333,26.479,,99.0,80.208,61.0,29.8,26.062,22.6
2013-09-11,31.771,51.896,20.125,2.292,34.188,,97.0,79.042,59.0,31.6,27.642,23.8
2013-09-12,28.77,50.166,21.396,1.292,41.084,,99.0,77.458,55.0,33.8,29.208,24.9
2013-09-13,32.708,52.5,19.792,2.042,61.834,,99.0,80.458,56.0,34.2,29.617,25.5
2013-09-14,21.73,37.646,15.917,2.583,36.875,,95.0,82.583,61.0,33.2,29.346,27.1
2013-09-15,7.708,11.646,3.938,0.625,22.062,,99.0,92.292,73.0,31.5,27.554,24.3
2013-09-16,8.544,14.674,6.13,0.087,8.542,,99.0,76.875,49.0,27.3,23.783,20.0
2013-09-17,28.542,54.771,26.229,0.667,14.625,,85.0,58.542,30.0,30.3,23.638,16.7
2013-09-18,35.708,63.104,27.396,3.042,28.584,,96.0,71.208,43.0,30.8,24.921,18.9
2013-09-19,37.329,55.596,18.266,2.9,33.766,,95.0,68.292,47.0,30.1,25.217,20.3
2013-09-20,39.375,64.188,24.812,2.5,31.646,,87.0,69.25,40.0,30.6,25.021,20.1
2013-09-21,25.0,41.354,16.355,1.5,26.708,,94.0,74.25,47.0,31.6,25.758,20.4
2013-09-22,14.838,19.45,4.612,1.792,29.513,,93.0,71.292,37.0,31.8,26.667,21.7
2013-09-23,24.956,36.674,11.718,0.478,34.583,,99.0,82.0,63.0,29.3,25.471,21.9
2013-09-24,30.25,57.229,26.98,0.417,31.52,,96.0,73.167,50.0,31.3,26.833,22.4
2013-09-25,30.416,60.666,30.25,0.708,26.48,,93.0,69.75,50.0,32.3,27.45,23.1
2013-09-26,16.792,35.938,19.146,0.0,6.73,,75.0,55.833,42.0,26.2,23.638,18.7
2013-09-27,26.604,53.729,27.125,0.333,13.167,,75.0,55.25,36.0,25.4,21.171,16.5
2013-09-28,25.416,39.896,14.479,0.125,15.604,,89.0,66.708,38.0,27.9,22.5,17.3
2013-09-29,16.354,23.396,7.042,0.208,15.145,,87.0,69.917,52.0,27.9,23.054,17.9
2013-09-30,32.654,65.372,32.718,0.5,22.542,,88.0,65.958,47.0,28.7,24.796,20.9
2013-10-01,33.083,66.021,32.938,1.375,25.5,,83.0,68.0,47.0,31.1,26.3,22.0
2013-10-02,25.417,50.604,25.188,0.417,24.48,,88.0,71.917,51.0,31.8,26.496,23.3
