date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CO_mean
2012-05-31,23.277,28.731,5.454,26.571,2.364
2012-06-01,19.875,23.305,3.431,22.958,2.478
2012-06-02,12.857,14.93,2.073,23.403,1.583
2012-06-03,10.139,11.25,1.111,17.0,1.5
2012-06-04,18.05,20.326,2.275,15.903,1.792
2012-06-05,21.403,28.611,7.208,14.153,1.917
2012-06-06,10.137,11.393,1.255,15.472,1.174
2012-06-07,27.389,33.416,6.028,20.958,2.042
2012-06-08,20.278,25.57,5.292,22.306,1.583
2012-06-09,12.295,14.348,2.053,14.847,2.292
2012-06-10,6.0,7.472,1.472,9.125,1.375
2012-06-11,19.884,24.658,4.774,13.528,1.333
2012-06-12,24.639,37.028,12.389,14.417,1.958
2012-06-13,23.497,30.889,7.392,17.722,3.043
2012-06-14,28.417,35.236,6.819,19.667,2.167
2012-06-15,24.535,37.805,13.27,18.318,1.773
2012-06-16,13.292,16.166,2.875,13.084,2.042
2012-06-17,7.167,9.27,2.104,8.042,1.5
2012-06-18,20.704,26.022,5.317,21.688,3.042
2012-06-19,10.438,14.354,3.917,17.521,1.708
2012-06-20,14.168,24.27,10.102,11.521,2.522
2012-06-21,18.834,21.98,3.146,16.479,2.833
2012-06-22,9.0,11.208,2.208,8.646,1.5
2012-06-23,11.312,12.604,1.292,11.208,2.125
2012-06-24,8.375,9.23,0.854,21.729,2.208
2012-06-25,15.318,19.098,3.78,20.25,2.25
2012-06-26,19.542,26.021,6.48,22.0,2.125
2012-06-27,18.03,20.498,2.468,25.292,2.261
2012-06-28,14.855,18.438,3.584,20.958,2.083
2012-06-29,26.597,34.855,8.258,22.149,2.524
2012-06-30,14.555,16.708,2.153,25.208,1.875
2012-07-01,10.903,13.625,2.722,19.105,1.5
2012-07-02,14.984,19.499,4.514,13.972,2.417
2012-07-03,22.318,31.254,8.936,19.473,2.917
2012-07-04,19.984,26.596,6.612,19.555,2.739
2012-07-05,23.875,36.181,12.306,26.07,2.958
2012-07-06,15.611,23.042,7.43,18.847,2.292
2012-07-07,11.203,15.537,4.333,9.125,1.958
2012-07-08,7.319,7.806,0.486,13.5,2.292
2012-07-09,20.408,23.565,3.157,20.25,2.583
2012-07-10,20.722,31.722,11.0,25.472,2.375
2012-07-11,15.526,30.026,14.5,17.417,1.391
2012-07-12,9.792,25.416,15.625,17.653,1.083
2012-07-13,14.169,39.281,25.112,29.6,1.227
2012-07-14,11.012,23.8,12.788,28.806,1.042
2012-07-15,4.139,8.931,4.792,19.159,0.958
2012-07-16,5.258,15.213,9.955,8.021,0.958
2012-07-17,10.042,26.245,16.203,13.497,0.958
2012-07-18,14.934,29.091,14.156,19.125,1.043
2012-07-19,11.514,17.305,5.792,23.472,1.25
2012-07-20,22.125,37.875,15.75,31.392,2.083
2012-07-21,14.501,29.606,15.104,9.417,2.25
2012-07-22,10.667,13.958,3.292,14.042,1.958
2012-07-23,15.885,21.045,5.16,19.083,2.583
2012-07-24,18.0,25.222,7.222,26.572,2.333
2012-07-25,13.895,22.428,8.534,29.868,1.826
2012-07-26,16.083,22.778,6.694,36.875,2.25
2012-07-27,20.014,25.569,5.556,37.889,2.826
2012-07-28,14.196,19.464,5.268,34.597,2.083
2012-07-29,8.514,10.208,1.695,43.514,1.292
2012-07-30,8.905,22.092,13.187,16.264,1.0
2012-07-31,10.794,21.706,10.912,15.671,1.043
2012-08-01,8.669,17.855,9.185,15.611,1.043
2012-08-02,10.333,26.459,16.126,17.034,1.0
2012-08-03,9.82,17.306,7.486,17.181,1.0
2012-08-04,8.432,12.098,3.665,17.792,1.292
2012-08-05,4.583,8.236,3.653,13.375,0.958
2012-08-06,9.513,16.737,7.225,13.472,1.375
2012-08-07,4.958,7.458,2.5,14.278,1.083
2012-08-08,10.699,11.794,1.095,16.151,2.38
2012-08-09,21.282,25.254,3.972,24.841,2.438
2012-08-10,22.402,27.652,5.251,27.917,2.237
2012-08-11,9.926,11.774,1.847,25.806,1.834
2012-08-12,6.694,8.931,2.236,15.528,1.584
2012-08-13,6.394,9.552,3.158,21.028,1.396
2012-08-14,6.597,10.083,3.486,14.903,1.666
2012-08-15,3.835,9.011,5.177,10.875,1.229
2012-08-16,6.3,14.416,8.117,11.646,1.413
2012-08-17,9.643,13.4,3.756,19.972,1.658
2012-08-18,8.362,11.635,3.272,15.236,1.354
2012-08-19,4.959,9.292,4.333,9.847,1.292
2012-08-20,11.03,20.787,9.756,14.125,1.312
2012-08-21,11.083,23.806,12.722,12.472,1.167
2012-08-22,9.431,28.778,19.347,11.166,1.23
2012-08-23,9.944,23.667,13.722,11.403,1.125
2012-08-24,12.474,26.979,14.505,11.778,1.37
2012-08-25,10.506,17.122,6.616,16.084,1.312
2012-08-26,5.042,8.625,3.583,13.917,1.271
2012-08-27,10.537,21.001,10.464,13.722,1.188
2012-08-28,12.667,23.847,11.181,13.056,1.292
2012-08-29,12.917,28.653,15.736,12.93,1.334
2012-08-30,14.639,25.153,10.514,18.375,1.375
2012-08-31,11.292,26.118,14.826,15.145,1.302
2012-09-01,7.355,13.487,6.132,11.708,1.125
2012-09-02,7.833,12.139,4.306,12.722,1.188
2012-09-03,13.048,24.324,11.276,11.361,1.333
2012-09-04,21.331,42.501,21.17,21.605,2.18
2012-09-05,21.438,26.521,5.083,33.292,3.333
2012-09-06,16.834,23.458,6.625,29.584,2.125
2012-09-07,18.125,24.604,6.48,24.146,2.174
2012-09-08,12.585,18.847,6.262,19.146,1.875
2012-09-09,6.979,9.542,2.562,10.833,1.542
2012-09-10,12.796,25.824,13.029,8.604,1.375
2012-09-11,18.042,36.334,18.292,15.167,2.542
2012-09-12,17.604,21.896,4.292,15.292,2.542
2012-09-13,21.208,24.396,3.188,23.833,3.125
2012-09-14,17.22,26.18,8.96,20.076,1.411
2012-09-15,11.612,14.946,3.335,12.875,1.521
2012-09-16,5.084,6.25,1.166,12.583,1.104
2012-09-17,7.562,13.025,5.464,14.604,0.771
2012-09-18,12.208,26.0,13.792,12.145,0.896
2012-09-19,18.166,37.229,19.062,15.98,1.458
2012-09-20,13.667,16.604,2.938,23.292,2.25
2012-09-21,11.59,12.329,0.738,21.98,2.196
2012-09-22,12.976,14.114,1.138,24.562,2.688
2012-09-23,6.5,7.062,0.562,20.479,2.062
2012-09-24,8.913,10.708,1.796,8.812,1.562
2012-09-25,16.81,19.716,2.905,10.334,1.75
2012-09-26,25.812,31.75,5.938,14.458,3.104
2012-09-27,19.204,23.692,4.487,17.554,2.761
2012-09-28,15.688,16.812,1.125,16.875,2.375
2012-09-29,22.024,26.623,4.6,27.188,3.604
2012-09-30,7.271,8.208,0.938,14.458,1.875
2012-10-01,10.19,15.065,4.875,6.833,1.604
2012-10-02,9.542,10.708,1.166,8.604,1.562
2012-10-03,13.216,15.036,1.82,11.984,1.792
2012-10-04,6.896,8.02,1.125,10.271,1.166
2012-10-05,7.625,8.834,1.208,10.75,1.456
2012-10-06,12.377,15.024,2.646,16.084,2.354
2012-10-07,2.646,3.312,0.666,10.854,1.166
2012-10-08,15.098,17.74,2.642,13.812,2.792
2012-10-09,24.521,32.916,8.396,18.438,2.979
2012-10-10,23.958,31.375,7.416,16.896,2.334
2012-10-11,10.416,12.416,2.0,16.083,1.854
2012-10-12,5.625,6.375,0.75,9.646,1.458
2012-10-13,9.114,10.374,1.26,9.584,1.792
2012-10-14,13.438,14.375,0.938,23.666,3.479
2012-10-15,11.226,13.788,2.561,21.086,2.37
2012-10-16,24.812,29.146,4.334,22.604,2.896
2012-10-17,19.875,23.854,3.979,21.167,2.958
2012-10-18,15.438,18.542,3.104,10.438,2.688
2012-10-19,7.084,7.896,0.812,9.354,1.544
2012-10-20,19.696,29.381,9.686,10.354,3.208
2012-10-21,8.5,10.333,1.834,21.562,2.542
2012-10-22,24.178,33.258,9.08,20.958,2.77
2012-10-23,14.144,18.776,4.633,9.896,1.983
2012-10-24,7.75,8.875,1.125,8.375,1.58
2012-10-25,21.958,31.375,9.417,12.25,3.25
2012-10-26,23.854,36.02,12.167,15.896,3.708
2012-10-27,18.095,20.652,2.557,20.396,3.146
2012-10-28,13.771,16.104,2.333,18.875,3.292
2012-10-29,7.504,8.628,1.124,7.542,1.916
2012-10-30,11.688,13.542,1.854,12.75,2.146
2012-10-31,13.252,15.786,2.534,11.924,2.472
2012-11-01,16.875,25.73,8.854,10.125,2.958
2012-11-02,8.521,9.354,0.834,9.729,1.456
2012-11-03,5.932,6.536,0.604,11.417,1.354
2012-11-04,10.0,12.771,2.771,10.062,2.0
2012-11-05,26.43,32.928,6.498,21.158,3.979
2012-11-06,22.896,37.77,14.875,18.834,2.979
2012-11-07,15.292,18.729,3.438,15.562,3.769
2012-11-08,20.458,25.146,4.688,16.73,3.688
2012-11-09,12.938,14.854,1.916,18.854,2.438
2012-11-10,9.28,10.222,0.942,12.834,1.75
2012-11-11,13.792,17.416,3.625,10.167,2.583
2012-11-12,16.708,23.652,6.945,11.792,3.042
2012-11-13,24.833,43.375,18.542,17.958,4.875
2012-11-14,11.782,15.81,4.028,7.85,2.318
2012-11-15,13.542,15.958,2.416,4.646,2.583
2012-11-16,21.848,35.173,13.326,8.307,3.659
2012-11-17,18.964,31.694,12.73,8.979,3.125
2012-11-18,4.688,5.625,0.938,9.52,1.979
2012-11-19,24.354,39.492,15.139,14.562,4.0
2012-11-20,17.854,25.062,7.208,16.646,3.042
2012-11-21,15.646,18.792,3.146,7.0,2.332
2012-11-22,30.062,62.396,32.333,20.666,5.104
2012-11-23,15.312,20.375,5.062,17.562,2.583
2012-11-24,8.384,9.367,0.983,6.188,1.604
2012-11-25,15.25,19.229,3.979,10.479,2.708
2012-11-26,20.343,34.412,14.068,11.646,3.521
2012-11-27,8.646,9.625,0.979,6.042,1.354
2012-11-28,25.979,34.854,8.875,7.833,4.396
2012-11-29,29.125,61.834,32.708,21.166,5.334
2012-11-30,14.934,24.522,9.587,18.338,3.13
2012-12-01,6.313,7.128,0.814,3.792,1.812
2012-12-02,10.104,11.521,1.417,8.604,2.756
2012-12-03,26.224,51.5,25.276,14.416,5.125
2012-12-04,14.125,26.166,12.042,9.875,3.25
2012-12-05,19.5,32.562,13.062,9.375,2.98
2012-12-06,12.312,20.886,8.574,8.585,2.334
2012-12-07,16.365,24.15,7.784,8.087,3.396
2012-12-08,11.4,18.396,6.998,9.896,2.958
2012-12-09,10.188,12.771,2.584,8.812,4.076
2012-12-10,16.385,22.331,5.946,3.604,4.188
2012-12-11,19.125,39.417,20.292,6.771,4.75
2012-12-12,18.042,22.75,4.708,6.708,3.834
2012-12-13,22.708,28.125,5.416,9.458,4.167
2012-12-14,34.074,57.193,23.12,19.748,5.166
2012-12-15,28.127,41.642,13.514,22.729,5.074
2012-12-16,8.166,9.146,0.979,8.438,3.0
2012-12-17,28.653,58.338,29.685,22.438,5.958
2012-12-18,21.292,46.958,25.666,22.521,5.52
2012-12-19,8.916,10.062,1.146,4.083,2.875
2012-12-20,17.25,20.729,3.479,10.334,3.646
2012-12-21,23.229,28.458,5.23,14.0,4.479
2012-12-22,14.206,17.437,3.231,10.104,3.78
2012-12-23,5.833,6.688,0.854,14.5,3.938
2012-12-24,12.69,14.638,1.949,6.271,4.896
2012-12-25,19.432,30.292,10.86,15.208,4.73
2012-12-26,5.854,6.854,1.0,5.75,2.084
2012-12-27,13.312,15.75,2.438,7.916,2.646
2012-12-28,27.14,43.952,16.812,18.196,4.473
2012-12-29,19.085,26.938,7.854,8.75,3.976
2012-12-30,13.375,15.771,2.396,6.021,3.584
2012-12-31,2.873,3.742,0.869,3.52,1.833
2013-01-01,10.708,12.611,1.903,21.403,5.667
2013-01-02,8.306,9.597,1.292,11.514,4.77
2013-01-03,13.0,15.264,2.264,11.278,5.104
2013-01-04,11.903,19.583,7.68,9.292,6.125
2013-01-05,4.847,5.792,0.945,3.621,5.208
2013-01-06,10.31,12.16,1.85,5.153,5.604
2013-01-07,29.991,50.313,20.322,10.022,7.188
2013-01-08,28.75,59.861,31.111,18.306,7.646
2013-01-09,9.667,11.278,1.611,3.778,5.354
2013-01-10,10.375,12.292,1.917,3.083,5.812
2013-01-11,16.292,26.389,10.097,7.458,6.166
2013-01-12,12.445,16.875,4.431,14.208,6.729
2013-01-13,5.745,6.788,1.042,6.528,5.771
2013-01-14,17.972,22.25,4.278,5.639,6.25
2013-01-15,25.852,35.092,9.24,8.519,5.432
2013-01-16,16.653,20.889,4.236,5.514,4.562
2013-01-17,18.778,38.542,19.764,7.028,5.646
2013-01-18,15.514,17.75,2.236,11.958,5.688
2013-01-19,3.389,4.25,0.861,3.125,4.625
2013-01-20,20.658,26.073,5.415,8.111,5.729
2013-01-21,17.903,30.028,12.125,16.806,6.708
2013-01-22,15.208,17.069,1.861,9.986,6.229
2013-01-23,19.653,22.93,3.278,7.625,5.812
2013-01-24,30.875,58.792,27.917,12.597,7.958
2013-01-25,36.681,66.972,30.292,26.528,8.521
2013-01-26,10.958,14.472,3.514,15.611,5.729
2013-01-27,19.783,33.981,14.198,7.625,5.875
2013-01-28,27.861,47.069,19.208,13.236,6.167
2013-01-29,24.569,39.181,14.611,13.611,5.396
2013-01-30,34.764,101.667,66.903,19.153,7.896
2013-01-31,14.273,32.343,18.07,13.492,4.726
2013-02-01,31.514,46.57,15.056,18.208,5.625
2013-02-02,23.236,33.056,9.82,22.681,4.75
2013-02-03,30.345,73.884,43.539,27.097,6.229
2013-02-04,8.586,10.715,2.129,5.518,3.021
2013-02-05,5.403,6.333,0.931,3.028,3.542
2013-02-06,8.959,10.069,1.111,3.445,3.166
2013-02-07,16.556,20.639,4.083,6.028,2.958
2013-02-08,15.431,16.958,1.528,5.931,3.458
2013-02-09,3.847,4.986,1.139,2.986,2.292
2013-02-10,7.022,7.736,0.714,6.375,2.5
2013-02-11,5.75,6.389,0.639,3.986,2.458
2013-02-12,11.826,15.059,3.234,6.028,2.125
2013-02-13,12.278,15.0,2.722,3.444,2.083
2013-02-14,15.054,16.291,1.236,5.39,2.497
2013-02-15,11.305,12.153,0.847,3.055,1.875
2013-02-16,3.833,4.444,0.611,10.903,1.666
2013-02-17,14.758,19.09,4.332,22.833,3.396
2013-02-18,6.191,7.245,1.054,7.083,1.792
2013-02-19,8.153,9.319,1.167,6.375,1.688
2013-02-20,14.125,17.695,3.57,13.167,2.104
2013-02-21,8.819,10.347,1.528,9.708,2.25
2013-02-22,5.333,6.334,1.0,4.416,1.667
2013-02-23,6.736,8.153,1.417,6.958,1.771
2013-02-24,18.412,21.887,3.475,11.389,2.334
2013-02-25,22.764,35.889,13.125,37.347,3.875
2013-02-26,28.493,33.546,5.053,33.958,3.688
2013-02-27,27.681,40.444,12.764,19.111,2.458
2013-02-28,12.181,13.625,1.444,14.562,3.85
2013-03-01,21.722,23.958,2.236,28.625,6.604
2013-03-02,11.444,12.625,1.181,16.333,6.188
2013-03-03,7.794,8.637,0.843,4.889,4.938
2013-03-04,27.231,36.8,9.569,13.208,6.083
2013-03-05,18.486,25.153,6.667,15.347,5.812
2013-03-06,4.333,5.111,0.778,8.653,5.25
2013-03-07,8.903,10.0,1.097,6.986,5.125
2013-03-08,6.861,7.708,0.847,6.875,5.062
2013-03-09,8.293,9.141,0.847,10.292,5.229
2013-03-10,6.356,7.298,0.943,6.375,5.354
2013-03-11,16.278,19.194,2.917,6.222,4.729
2013-03-12,34.25,50.736,16.486,21.25,6.021
2013-03-13,24.403,32.25,7.847,21.986,4.916
2013-03-14,5.427,6.236,0.81,4.822,4.217
2013-03-15,8.681,9.75,1.069,12.18,2.812
2013-03-16,12.113,13.585,1.472,27.458,3.312
2013-03-17,25.414,27.152,1.738,42.597,4.166
2013-03-18,43.264,78.861,35.597,63.486,5.771
2013-03-19,16.903,19.125,2.222,19.153,2.23
2013-03-20,21.834,26.389,4.556,18.167,2.938
2013-03-21,5.083,5.944,0.861,4.347,1.729
2013-03-22,6.695,7.667,0.972,6.028,1.375
2013-03-23,8.057,8.931,0.874,14.361,1.625
2013-03-24,27.633,31.011,3.378,32.986,3.0
2013-03-25,23.917,26.444,2.528,27.75,2.48
2013-03-26,30.722,42.583,11.861,28.75,2.438
2013-03-27,17.653,25.806,8.153,19.958,1.854
2013-03-28,27.014,31.986,4.972,26.055,2.375
2013-03-29,17.68,19.764,2.083,20.222,1.458
2013-03-30,6.543,7.348,0.805,10.333,0.625
2013-03-31,5.385,6.223,0.838,13.903,2.701
2013-04-01,20.605,26.252,5.648,15.562,4.667
2013-04-02,27.5,39.319,11.819,23.771,5.062
2013-04-03,7.68,10.111,2.431,11.146,3.938
2013-04-04,27.028,34.972,7.944,19.771,5.0
2013-04-05,25.633,32.466,6.833,17.059,1.609
2013-04-06,12.986,18.875,5.889,12.084,0.646
2013-04-07,6.289,7.852,1.563,9.375,1.32
2013-04-08,7.422,9.484,2.062,8.188,1.666
2013-04-09,25.361,31.305,5.944,16.27,2.646
2013-04-10,9.805,11.792,1.986,13.542,1.666
2013-04-11,13.666,16.43,2.764,13.375,2.416
2013-04-12,15.268,21.258,5.99,16.834,2.75
2013-04-13,13.208,15.667,2.458,13.5,2.188
2013-04-14,13.344,15.513,2.169,22.146,1.943
2013-04-15,14.0,16.579,2.58,22.541,1.009
2013-04-16,26.972,30.861,3.889,20.229,2.0
2013-04-17,30.069,39.778,9.708,30.416,2.271
2013-04-18,24.028,28.167,4.139,20.292,1.708
2013-04-19,5.18,6.111,0.93,13.75,0.761
2013-04-20,13.083,14.959,1.875,18.5,1.646
2013-04-21,4.797,6.748,1.951,6.938,0.935
2013-04-22,8.955,11.549,2.594,11.979,0.938
2013-04-23,31.908,39.258,7.35,15.188,2.021
2013-04-24,25.225,33.043,7.817,14.479,1.302
2013-04-25,22.229,26.562,4.334,19.771,2.333
2013-04-26,17.146,22.792,5.646,19.0,2.375
2013-04-27,7.958,10.666,2.708,11.396,1.917
2013-04-28,9.886,14.049,4.163,10.25,2.043
2013-04-29,17.654,22.61,4.956,17.542,2.625
2013-04-30,19.535,23.231,3.696,21.193,2.686
2013-05-01,6.708,9.208,2.5,10.417,1.666
2013-05-02,4.951,7.983,3.033,2.95,1.396
2013-05-03,6.333,9.528,3.194,5.52,0.978
2013-05-04,7.361,10.389,3.028,9.854,1.0
2013-05-05,9.556,12.292,2.736,18.375,1.688
2013-05-06,11.22,14.313,3.094,24.646,1.854
2013-05-07,4.597,7.069,2.472,8.875,0.916
2013-05-08,9.25,12.57,3.319,5.438,1.0
2013-05-09,36.222,47.667,11.444,14.166,1.604
2013-05-10,43.194,61.111,17.917,31.917,3.417
2013-05-11,21.019,29.495,8.477,12.292,1.59
2013-05-12,10.375,15.312,4.938,16.646,1.458
2013-05-13,24.371,33.634,9.263,16.208,1.625
2013-05-14,27.255,32.135,4.879,25.555,3.272
2013-05-15,26.291,36.292,10.0,20.938,1.812
2013-05-16,8.986,12.083,3.097,24.083,1.75
2013-05-17,14.514,16.661,2.147,16.584,1.152
2013-05-18,18.812,22.875,4.062,19.021,1.167
2013-05-19,9.896,12.625,2.73,9.666,0.917
2013-05-20,16.864,24.912,8.049,10.104,1.458
2013-05-21,12.52,16.271,3.75,26.792,1.292
2013-05-22,29.536,33.391,3.855,34.208,2.512
2013-05-23,22.264,27.903,5.639,22.792,1.354
2013-05-24,28.438,33.646,5.208,23.896,2.0
2013-05-25,17.396,20.542,3.146,23.666,1.292
2013-05-26,10.042,12.479,2.438,18.334,1.292
2013-05-27,24.642,33.418,8.775,17.458,1.125
2013-05-28,26.604,39.896,13.292,12.271,0.958
2013-05-29,21.556,35.948,14.392,9.174,0.913
2013-05-30,17.367,30.07,12.703,18.105,1.783
2013-05-31,18.999,21.429,2.43,19.586,2.636
2013-06-01,20.903,24.0,3.097,21.896,2.958
2013-06-02,11.639,12.389,0.75,21.52,2.958
2013-06-03,21.475,24.928,3.453,18.166,2.125
2013-06-04,19.928,22.86,2.932,21.644,2.666
2013-06-05,19.82,24.5,4.681,18.271,2.125
2013-06-06,22.764,27.792,5.028,22.021,2.208
2013-06-07,22.972,32.347,9.375,27.75,3.792
2013-06-08,12.014,13.708,1.694,25.125,3.042
2013-06-09,11.472,12.778,1.306,24.125,2.958
2013-06-10,24.841,28.177,3.336,16.792,1.854
2013-06-11,19.264,21.778,2.514,22.104,2.458
2013-06-12,25.778,35.069,9.292,25.479,4.0
2013-06-13,24.5,37.264,12.764,18.416,2.334
2013-06-14,22.906,33.792,10.886,18.204,1.593
2013-06-15,16.681,26.681,10.0,24.354,2.229
2013-06-16,7.653,10.958,3.306,14.334,1.708
2013-06-17,18.01,23.602,5.592,20.369,2.5
2013-06-18,20.764,31.389,10.625,30.5,2.292
2013-06-19,15.431,35.042,19.611,23.0,2.166
2013-06-20,27.017,36.668,9.652,15.408,3.083
2013-06-21,25.444,36.083,10.639,16.208,3.27
2013-06-22,6.236,9.347,3.111,9.396,2.062
2013-06-23,10.847,14.208,3.361,18.5,2.958
2013-06-24,24.727,38.153,13.425,21.375,3.042
2013-06-25,24.431,35.903,11.472,21.562,2.729
2013-06-26,15.43,21.764,6.333,13.646,3.083
2013-06-27,19.931,29.833,9.903,10.77,2.812
2013-06-28,24.36,35.682,11.322,16.03,1.091
2013-06-29,15.236,23.195,7.958,16.479,0.979
2013-06-30,9.319,16.208,6.889,13.938,0.896
2013-07-01,16.886,28.732,11.847,12.208,0.896
2013-07-02,21.167,37.514,16.347,13.042,0.958
2013-07-03,17.092,37.358,20.266,14.752,1.0
2013-07-04,17.32,44.653,27.333,16.416,1.25
2013-07-05,10.611,35.792,25.181,24.378,1.0
2013-07-06,6.32,22.819,16.5,25.958,0.979
2013-07-07,6.722,18.097,11.375,20.083,1.416
2013-07-08,9.462,18.247,8.785,24.916,1.125
2013-07-09,12.958,23.646,10.688,29.104,1.208
2013-07-10,16.271,25.166,8.895,41.062,1.271
2013-07-11,19.521,27.812,8.292,42.021,1.458
2013-07-12,17.396,25.416,8.021,42.875,2.122
2013-07-13,14.146,21.958,7.812,44.584,2.125
2013-07-14,6.312,12.625,6.312,16.333,1.604
2013-07-15,6.144,12.176,6.032,12.23,1.542
2013-07-16,12.582,19.178,6.595,15.624,1.804
2013-07-17,11.021,14.438,3.416,22.062,0.958
2013-07-18,9.916,16.312,6.396,19.625,1.125
2013-07-19,11.062,12.354,1.292,10.042,1.0
2013-07-20,8.729,10.562,1.834,25.312,0.979
2013-07-21,6.333,7.23,0.896,27.333,1.542
2013-07-22,9.618,11.358,1.741,30.042,1.208
2013-07-23,5.729,7.312,1.584,16.438,0.896
2013-07-24,17.0,28.666,11.667,24.896,2.062
2013-07-25,11.125,17.125,6.0,29.75,1.396
2013-07-26,11.562,17.25,5.688,37.646,0.914
2013-07-27,9.646,11.417,1.771,41.188,1.146
2013-07-28,7.062,8.166,1.104,40.584,1.479
2013-07-29,15.364,20.892,5.528,38.166,2.0
2013-07-30,11.12,16.964,5.845,39.942,1.593
2013-07-31,12.763,15.848,3.086,41.188,2.062
2013-08-01,14.229,21.625,7.396,35.562,2.146
2013-08-02,10.481,13.706,3.225,21.865,1.375
2013-08-03,8.146,9.916,1.771,12.958,0.834
2013-08-04,7.958,8.875,0.916,23.292,2.792
2013-08-05,9.562,11.652,2.09,26.584,1.229
2013-08-06,17.834,21.479,3.646,21.521,2.167
2013-08-07,10.666,12.104,1.438,33.73,1.375
2013-08-08,21.834,25.896,4.062,48.292,2.25
2013-08-09,18.0,20.958,2.958,55.708,2.604
2013-08-10,11.375,13.334,1.958,58.208,2.208
2013-08-11,5.458,6.0,0.542,50.0,1.542
2013-08-12,9.175,10.062,0.888,34.729,1.416
2013-08-13,9.804,10.87,1.066,37.078,2.476
2013-08-14,6.294,6.775,0.481,54.042,2.479
2013-08-15,4.992,5.664,0.671,51.708,1.938
2013-08-16,5.504,6.068,0.563,44.875,1.938
2013-08-17,4.894,5.91,1.016,27.25,1.584
2013-08-18,3.708,4.252,0.544,24.354,1.208
2013-08-19,8.51,12.423,3.913,22.084,1.104
2013-08-20,10.23,14.962,4.732,19.688,1.021
2013-08-21,13.974,18.934,4.96,17.166,1.292
2013-08-22,21.398,24.906,3.508,27.354,1.73
2013-08-23,21.864,26.986,5.123,32.542,2.438
2013-08-24,10.831,14.628,3.797,13.583,1.062
2013-08-25,9.03,10.25,1.22,16.48,1.77
2013-08-26,16.588,23.05,6.462,19.542,2.458
2013-08-27,10.502,13.608,3.106,16.584,1.75
2013-08-28,11.562,13.521,1.958,14.396,1.646
2013-08-29,12.762,14.792,2.03,23.292,2.292
2013-08-30,19.687,25.294,5.607,37.699,2.702
2013-08-31,6.458,11.458,5.0,24.458,1.375
2013-09-01,7.646,8.354,0.708,12.646,2.48
2013-09-02,12.27,24.25,11.98,14.646,1.771
2013-09-03,6.088,15.921,9.834,8.75,1.354
2013-09-04,12.089,14.831,2.742,13.272,1.354
2013-09-05,12.396,14.771,2.375,9.5,1.396
2013-09-06,15.729,18.938,3.208,12.27,1.646
2013-09-07,11.604,13.27,1.667,26.271,2.333
2013-09-08,6.375,7.458,1.083,12.771,1.729
2013-09-09,14.91,17.145,2.234,12.208,1.584
2013-09-10,18.416,22.167,3.75,19.917,2.188
2013-09-11,18.0,21.646,3.646,21.0,2.104
2013-09-12,20.542,23.666,3.125,39.312,2.562
2013-09-13,17.833,21.456,3.622,57.394,3.196
2013-09-14,10.688,12.458,1.771,28.604,1.625
2013-09-15,2.834,3.5,0.666,17.604,0.917
2013-09-16,3.188,4.042,0.854,9.062,0.979
2013-09-17,17.5,19.084,1.583,11.646,1.271
2013-09-18,23.584,27.375,3.792,22.396,2.521
2013-09-19,24.618,27.576,2.958,26.104,2.458
2013-09-20,21.458,24.583,3.125,20.084,1.75
2013-09-21,15.458,18.083,2.625,21.48,2.146
2013-09-22,6.917,8.0,1.083,25.334,1.542
2013-09-23,14.958,15.917,0.958,26.667,1.833
2013-09-24,22.75,24.812,2.062,25.667,1.854
2013-09-25,10.102,11.731,1.63,19.852,2.75
2013-09-26,4.403,5.097,0.694,6.083,4.125
2013-09-27,20.283,23.569,3.286,8.458,4.625
2013-09-28,14.43,15.945,1.514,11.778,4.542
2013-09-29,9.681,10.375,0.694,10.194,4.458
2013-09-30,20.87,26.232,5.363,14.866,4.0
2013-10-01,28.93,34.292,5.361,23.681,3.73
2013-10-02,11.25,12.472,1.222,16.653,2.042
2013-10-03,8.627,9.729,1.102,14.559,2.021
2013-10-04,23.0,25.903,2.903,22.889,3.312
2013-10-05,23.361,26.125,2.764,30.222,4.084
2013-10-06,13.972,16.583,2.611,22.792,3.084
2013-10-07,18.77,37.803,19.032,11.75,2.666
2013-10-08,15.694,28.958,13.264,11.166,2.292
2013-10-09,16.0,24.472,8.472,14.111,2.75
2013-10-10,20.476,28.388,7.912,12.375,3.438
2013-10-11,15.694,26.208,10.514,13.861,2.312
2013-10-12,8.514,14.264,5.75,14.972,2.584
2013-10-13,4.097,4.764,0.667,7.236,2.146
2013-10-14,13.693,14.629,0.935,12.708,2.875
2013-10-15,12.58,15.665,3.086,13.952,2.57
2013-10-16,3.583,4.292,0.708,3.444,1.812
2013-10-17,8.858,9.707,0.848,6.266,2.062
2013-10-18,24.722,36.514,11.792,12.625,3.48
2013-10-19,16.93,21.986,5.056,14.736,2.916
2013-10-20,11.666,12.694,1.028,8.097,2.208
2013-10-21,16.927,28.16,11.234,7.708,2.646
2013-10-22,25.153,48.917,23.764,15.25,3.375
2013-10-23,25.75,44.695,18.944,15.945,2.75
2013-10-24,16.656,24.888,8.231,9.68,2.208
2013-10-25,12.708,19.5,6.792,4.556,1.521
2013-10-26,4.167,4.903,0.736,5.417,2.229
2013-10-27,3.986,4.695,0.708,8.319,2.292
2013-10-28,23.017,31.792,8.775,14.819,3.938
2013-10-29,18.778,22.264,3.486,17.042,2.979
