date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CO_mean,PM25_mean
2015-04-22,20.802,32.514,11.711,,3.5,11.522
2015-04-23,24.938,40.0,15.062,,3.833,18.542
2015-04-24,25.875,41.104,15.229,,3.875,22.083
2015-04-25,16.062,23.396,7.334,,3.542,24.375
2015-04-26,12.135,15.148,3.013,,3.542,23.333
2015-04-27,22.562,31.125,8.562,,3.87,32.292
2015-04-28,20.666,31.542,10.875,,3.875,29.083
2015-04-29,14.125,21.146,7.021,,2.75,12.75
2015-04-30,17.913,27.434,9.522,,2.708,11.042
2015-05-01,20.016,29.014,8.998,,3.333,12.75
2015-05-02,16.75,23.417,6.667,,3.25,15.292
2015-05-03,10.125,14.229,4.104,,2.917,9.125
2015-05-04,8.917,14.896,5.979,,2.625,6.667
2015-05-05,8.734,13.824,5.09,,2.917,13.458
2015-05-06,11.084,15.208,4.125,,3.0,14.826
2015-05-07,19.583,29.667,10.083,,3.0,13.125
2015-05-08,20.396,32.52,12.125,,3.167,15.583
2015-05-09,24.188,36.062,11.875,,4.042,16.833
2015-05-10,6.935,10.43,3.494,,2.833,14.417
2015-05-11,17.146,28.229,11.084,,2.833,12.292
2015-05-12,20.208,33.208,13.0,,3.083,9.625
2015-05-13,20.63,29.978,9.348,,3.792,22.333
2015-05-14,29.228,43.519,14.292,,4.25,22.125
2015-05-15,19.438,29.896,10.458,,3.652,20.25
2015-05-16,14.916,25.916,11.0,,3.958,20.0
2015-05-17,10.875,15.562,4.688,,3.25,17.292
2015-05-18,20.5,30.562,10.062,,3.417,18.125
2015-05-19,21.06,38.752,17.693,,4.125,7.75
2015-05-20,16.458,26.354,9.896,,3.375,17.696
2015-05-21,16.104,30.208,14.104,,3.125,9.042
2015-05-22,23.542,37.604,14.062,,3.583,13.75
2015-05-23,22.782,32.648,9.867,,4.375,17.333
2015-05-24,10.75,14.145,3.396,,3.0,15.167
2015-05-25,16.292,22.77,6.479,,2.708,15.292
2015-05-26,19.229,29.188,9.958,,3.167,14.833
2015-05-27,30.652,40.634,9.982,,4.091,24.5
2015-05-28,17.238,22.264,5.025,,3.125,26.292
2015-05-29,17.208,25.292,8.084,,2.833,20.083
2015-05-30,20.833,27.5,6.667,,4.0,26.833
2015-05-31,7.146,10.27,3.125,,2.875,18.25
2015-06-01,20.284,28.807,8.522,,2.875,15.958
2015-06-02,19.375,29.292,9.916,,3.261,18.917
2015-06-03,21.312,33.616,12.303,,3.458,10.708
2015-06-04,14.771,28.48,13.708,,2.583,6.583
2015-06-05,18.854,34.604,15.75,,3.0,5.25
2015-06-06,13.886,24.798,10.912,,2.75,4.083
2015-06-07,6.729,9.146,2.417,,2.167,9.417
2015-06-08,13.104,21.562,8.458,,2.542,6.375
2015-06-09,16.646,35.896,19.25,,3.542,3.25
2015-06-10,16.37,32.714,16.344,,3.333,10.174
2015-06-11,19.896,35.166,15.271,,3.565,13.333
2015-06-12,18.458,28.938,10.479,,4.0,18.25
2015-06-13,15.458,21.271,5.812,,4.292,33.958
2015-06-14,11.062,13.792,2.729,,3.083,14.75
2015-06-15,19.476,29.268,9.792,,3.667,17.625
2015-06-16,25.396,39.438,14.042,,4.5,23.792
2015-06-17,17.729,30.834,13.105,,3.458,23.125
2015-06-18,16.354,25.042,8.688,,2.5,9.375
2015-06-19,16.565,29.938,13.373,,3.292,6.75
2015-06-20,16.334,28.812,12.479,,3.739,13.542
2015-06-21,8.542,12.229,3.688,,2.958,7.917
2015-06-22,17.438,28.0,10.562,,3.583,13.583
2015-06-23,18.083,26.896,8.812,,3.5,21.333
2015-06-24,19.812,29.714,9.902,,3.625,22.957
2015-06-25,13.188,19.75,6.562,,2.458,17.667
2015-06-26,19.125,30.666,11.542,,2.792,5.083
2015-06-27,14.979,24.562,9.584,,3.0,5.667
2015-06-28,5.662,9.794,4.131,,2.167,4.875
2015-06-29,10.583,17.562,6.979,,2.0,7.458
2015-06-30,18.062,32.167,14.105,,2.667,10.0
2015-07-01,20.53,33.741,13.21,,3.125,5.0
2015-07-02,21.229,35.042,13.812,,3.708,15.5
2015-07-03,23.329,36.432,13.104,,3.75,16.708
2015-07-04,27.062,40.021,12.958,,4.208,18.083
2015-07-05,9.583,13.855,4.27,,3.292,15.833
2015-07-06,17.271,31.542,14.27,,3.583,12.25
2015-07-07,23.388,41.38,17.992,,4.125,6.875
2015-07-08,17.804,30.826,13.022,,3.957,10.042
2015-07-09,15.792,33.666,17.875,,3.167,7.083
2015-07-10,15.916,25.458,9.542,,3.0,9.708
2015-07-11,14.729,24.375,9.646,,3.125,10.417
2015-07-12,9.072,17.408,8.336,,2.792,8.792
2015-07-13,10.229,25.584,15.354,,2.042,9.25
2015-07-14,12.646,30.834,18.188,,2.333,7.333
2015-07-15,8.271,18.208,9.938,,1.542,7.043
2015-07-16,9.525,19.338,9.812,,1.792,6.826
2015-07-17,15.145,26.646,11.5,,3.13,5.042
2015-07-18,16.834,33.438,16.604,,4.167,8.826
2015-07-19,9.083,19.98,10.895,,4.042,9.75
2015-07-20,8.708,18.792,10.084,,3.167,7.458
2015-07-21,12.304,29.998,17.693,,3.292,6.917
2015-07-22,15.104,37.458,22.354,,3.5,5.667
2015-07-23,17.202,39.721,22.519,,4.167,6.083
2015-07-24,13.742,37.724,23.982,,3.909,9.667
2015-07-25,9.656,26.046,16.391,,3.0,8.0
2015-07-26,6.562,12.583,6.02,,2.435,7.458
2015-07-27,14.125,27.729,13.604,,2.833,11.958
2015-07-28,17.979,33.604,15.625,,3.917,15.917
2015-07-29,17.042,30.229,13.188,,3.696,17.043
2015-07-30,18.052,30.48,12.427,,4.333,24.292
2015-07-31,15.5,27.375,11.875,,3.833,28.917
2015-08-01,16.292,22.667,6.375,,4.5,34.0
2015-08-02,14.334,17.875,3.542,,4.333,37.833
2015-08-03,19.254,31.115,11.862,,4.042,30.375
2015-08-04,23.73,32.604,8.875,,4.391,36.75
2015-08-05,13.935,24.022,10.087,,2.292,16.125
2015-08-06,13.708,25.042,11.334,,2.542,8.125
2015-08-07,17.166,33.73,16.562,,3.417,11.542
2015-08-08,16.664,26.104,9.44,,3.333,16.333
2015-08-09,10.312,13.188,2.875,,3.083,20.667
2015-08-10,13.333,22.27,8.938,,3.042,18.708
2015-08-11,12.396,24.02,11.625,,3.042,17.25
2015-08-12,16.77,25.209,8.44,,3.833,24.833
2015-08-13,11.0,17.729,6.729,,3.522,12.75
2015-08-14,7.979,15.208,7.229,,3.125,7.833
2015-08-15,9.25,13.958,4.708,,3.333,12.167
2015-08-16,7.958,10.938,2.979,,3.25,14.583
2015-08-17,15.946,27.721,11.775,,3.125,5.875
2015-08-18,12.834,24.98,12.146,,3.167,7.5
2015-08-19,21.37,38.478,17.108,,3.417,8.565
2015-08-20,23.021,49.604,26.584,,4.542,7.458
2015-08-21,17.062,37.254,20.192,,3.375,10.083
2015-08-22,9.646,25.729,16.084,,3.217,8.208
2015-08-23,7.062,11.438,4.375,,2.875,6.875
2015-08-24,14.562,26.834,12.271,,3.042,8.458
2015-08-25,11.979,21.371,9.392,,2.417,5.458
2015-08-26,17.548,33.028,15.48,,3.375,7.304
2015-08-27,13.562,24.875,11.312,,2.875,9.042
2015-08-28,15.208,24.125,8.916,,3.208,12.5
2015-08-29,15.062,24.146,9.083,,3.958,16.042
2015-08-30,9.832,16.352,6.521,,3.458,6.625
2015-08-31,17.958,35.48,17.521,,3.696,5.667
2015-09-01,17.729,36.542,18.812,,3.542,6.083
2015-09-02,19.087,39.522,20.434,,3.708,7.708
2015-09-03,21.084,45.354,24.271,,4.542,9.75
2015-09-04,19.188,41.645,22.456,,4.667,13.875
2015-09-05,13.0,23.916,10.916,,3.833,12.458
2015-09-06,9.792,13.979,4.188,,3.5,11.208
2015-09-07,11.916,24.166,12.25,,3.333,3.917
2015-09-08,21.564,42.597,21.032,,4.167,5.167
2015-09-09,19.5,34.896,15.396,,3.565,3.792
2015-09-10,11.062,30.292,19.229,,3.167,5.292
2015-09-11,13.062,31.188,18.125,,3.208,9.875
2015-09-12,16.0,24.521,8.521,,3.875,13.375
2015-09-13,8.676,13.292,4.616,,3.667,11.5
2015-09-14,9.855,19.084,9.229,,2.625,5.042
2015-09-15,15.729,25.979,10.25,,3.25,11.458
2015-09-16,18.918,29.279,10.362,,3.333,14.208
2015-09-17,19.63,36.891,17.261,,4.292,8.348
2015-09-18,12.479,29.542,17.062,,3.304,7.708
2015-09-19,12.875,27.458,14.584,,3.042,7.875
2015-09-20,8.375,14.438,6.062,,2.75,6.375
2015-09-21,8.5,13.895,5.396,,2.708,7.958
2015-09-22,11.706,18.171,6.464,,3.25,11.208
2015-09-23,9.916,13.834,3.917,,3.125,15.542
2015-09-24,21.271,32.229,10.958,,3.25,10.125
2015-09-25,16.0,29.792,13.792,,3.417,4.292
2015-09-26,12.212,25.094,12.881,,3.292,7.167
2015-09-27,8.562,15.605,7.042,,3.0,9.958
2015-09-28,13.083,24.166,11.084,,2.708,11.417
2015-09-29,15.667,31.812,16.145,,2.958,10.333
2015-09-30,19.608,40.391,20.782,,3.125,9.696
2015-10-01,22.976,40.62,17.645,,4.0,9.958
2015-10-02,13.5,26.062,12.562,,3.75,8.458
2015-10-03,17.083,26.438,9.355,,4.083,10.167
2015-10-04,9.5,13.188,3.688,,3.25,12.625
2015-10-05,16.084,30.581,14.496,,2.75,7.042
2015-10-06,12.855,25.375,12.521,,2.565,8.083
2015-10-07,14.542,32.229,17.688,,2.5,7.458
2015-10-08,18.5,37.354,18.854,,2.917,12.458
2015-10-09,31.792,46.854,15.062,,4.417,28.0
2015-10-10,23.267,34.671,11.404,,5.583,30.208
2015-10-11,12.792,17.958,5.166,,4.333,20.833
2015-10-12,15.292,23.896,8.604,,3.833,12.208
2015-10-13,15.584,32.042,16.458,,3.208,9.958
2015-10-14,19.558,38.208,18.65,,3.042,10.792
2015-10-15,21.782,39.326,17.543,,3.435,11.875
2015-10-16,18.166,30.833,12.666,,3.208,12.042
2015-10-17,18.562,33.521,14.958,,3.167,12.0
2015-10-18,9.146,13.042,3.896,,2.583,10.958
2015-10-19,21.234,35.38,14.146,,3.167,15.25
2015-10-20,17.312,28.708,11.396,,3.625,23.792
2015-10-21,23.146,36.812,13.667,,4.083,31.458
2015-10-22,17.812,31.792,13.98,,3.826,22.1
2015-10-23,22.552,40.362,17.81,,3.875,17.231
2015-10-24,19.917,28.125,8.208,,4.783,27.5
2015-10-25,6.292,10.042,3.75,,2.417,15.0
2015-10-26,20.542,32.646,12.105,,3.417,13.786
2015-10-27,23.416,37.792,14.375,,3.417,14.458
2015-10-28,12.166,22.572,10.405,,2.625,10.833
2015-10-29,19.326,34.97,15.644,,3.167,13.478
2015-10-30,20.0,35.812,15.812,,3.625,20.292
2015-10-31,10.938,19.562,8.625,,2.75,9.292
2015-11-01,12.362,17.992,5.63,,3.125,12.375
2015-11-02,21.282,39.038,17.756,,3.913,11.0
2015-11-03,18.125,40.542,22.417,,4.042,9.875
2015-11-04,21.562,38.729,17.167,,3.625,5.8
2015-11-05,27.375,44.25,16.875,,3.917,17.364
2015-11-06,24.58,43.979,19.4,,4.0,15.833
2015-11-07,23.104,35.958,12.854,,4.125,17.208
2015-11-08,13.605,18.292,4.688,,3.208,7.75
2015-11-09,25.604,62.396,36.792,,5.5,10.958
2015-11-10,13.201,28.789,15.589,,3.0,3.292
2015-11-11,17.022,37.544,20.522,,3.043,5.792
2015-11-12,20.0,39.688,19.688,,3.5,7.917
2015-11-13,22.729,38.688,15.958,,3.458,11.875
2015-11-14,12.875,19.334,6.458,,2.208,2.667
2015-11-15,10.462,17.1,6.638,,2.75,3.083
2015-11-16,21.584,42.062,20.479,,3.333,7.125
2015-11-17,29.75,55.5,25.75,,5.083,14.167
2015-11-18,24.23,53.146,28.916,,4.583,6.792
2015-11-19,14.11,30.264,16.154,,2.958,5.875
2015-11-20,20.292,42.208,21.917,,4.217,9.375
2015-11-21,15.125,31.104,15.979,,4.208,12.167
2015-11-22,12.854,19.562,6.708,,4.708,15.083
2015-11-23,17.896,27.729,9.834,,4.625,16.5
2015-11-24,14.869,35.896,21.028,,3.542,8.667
2015-11-25,22.796,42.016,19.221,,3.25,7.261
2015-11-26,24.034,48.968,24.935,,4.042,9.875
2015-11-27,16.708,34.48,17.77,,3.375,7.708
2015-11-28,20.926,38.932,18.006,,3.708,11.917
2015-11-29,17.896,27.312,9.416,,4.0,12.667
2015-11-30,26.52,51.854,25.333,,5.167,20.208
2015-12-01,19.188,46.854,27.667,,4.0,13.875
2015-12-02,24.083,44.416,20.334,,3.958,12.333
2015-12-03,13.944,25.292,11.348,,3.583,11.333
2015-12-04,11.458,22.708,11.25,,3.417,11.625
2015-12-05,16.25,31.5,15.25,,3.5,10.958
2015-12-06,15.166,23.729,8.562,,3.292,11.708
2015-12-07,18.951,42.405,23.454,,3.458,8.958
2015-12-08,22.25,51.125,28.875,,3.522,7.958
2015-12-09,27.6,61.79,34.189,,4.167,9.042
2015-12-10,23.75,36.062,12.312,,3.0,10.583
2015-12-11,13.312,25.917,12.604,,2.583,2.958
2015-12-12,15.12,29.5,14.381,,4.417,13.5
2015-12-13,13.688,21.396,7.708,,4.125,11.208
2015-12-14,27.062,60.416,33.354,,4.875,11.667
2015-12-15,30.521,58.334,27.812,,4.708,13.083
2015-12-16,17.029,42.761,25.732,,4.542,15.208
2015-12-17,13.071,30.446,17.375,,3.174,7.13
2015-12-18,21.834,50.688,28.854,,3.792,8.667
2015-12-19,21.458,49.834,28.375,,4.125,9.458
2015-12-20,17.812,28.729,10.917,,3.917,11.75
2015-12-21,28.462,71.547,43.084,,5.167,14.75
2015-12-22,27.792,75.166,47.375,,5.083,13.708
2015-12-23,19.958,31.666,11.708,,3.958,11.875
2015-12-24,24.392,64.74,40.348,,5.25,11.826
2015-12-25,15.378,36.275,20.896,,4.125,13.542
2015-12-26,18.084,35.438,17.354,,4.696,16.333
2015-12-27,9.166,15.438,6.271,,3.667,13.125
2015-12-28,23.458,47.979,24.521,,4.25,10.167
2015-12-29,19.354,37.084,17.729,,3.542,6.708
2015-12-30,20.196,34.093,13.898,,4.292,9.542
2015-12-31,13.98,21.416,7.438,,4.125,11.625
2016-01-01,15.542,22.938,7.396,,4.708,14.75
2016-01-02,14.484,21.057,6.572,,4.792,19.708
2016-01-03,13.855,21.875,8.021,,4.542,16.0
2016-01-04,14.438,26.584,12.146,,4.75,16.542
2016-01-05,10.73,21.166,10.438,,2.958,10.458
2016-01-06,15.124,29.064,13.94,,2.917,7.042
2016-01-07,22.688,39.208,16.521,,3.652,10.083
2016-01-08,16.166,22.208,6.042,,3.208,8.042
2016-01-09,20.834,34.02,13.188,,3.958,7.167
2016-01-10,16.72,37.48,20.76,,3.708,9.5
2016-01-11,17.358,37.419,20.062,,3.208,7.708
2016-01-12,16.166,32.188,16.02,,3.125,11.083
2016-01-13,15.833,33.666,17.834,,3.333,10.708
2016-01-14,8.271,18.02,9.75,,2.417,5.5
2016-01-15,8.584,14.232,5.648,,2.083,2.0
2016-01-16,18.958,38.375,19.416,,2.826,3.25
2016-01-17,23.584,50.896,27.312,,3.292,5.292
2016-01-18,30.37,61.348,30.978,,4.167,8.875
2016-01-19,24.729,52.312,27.584,,5.083,17.875
2016-01-20,25.419,43.352,17.933,,5.083,19.625
2016-01-21,13.625,26.479,12.855,,3.667,12.417
2016-01-22,17.583,26.354,8.771,,3.917,13.667
2016-01-23,12.688,23.021,10.333,,2.708,6.792
2016-01-24,17.428,37.698,20.271,,2.917,5.625
2016-01-25,22.562,47.48,24.916,,3.174,7.652
2016-01-26,33.438,63.438,30.0,,4.375,15.542
2016-01-27,29.708,55.25,25.542,,4.542,16.792
2016-01-28,21.542,42.229,20.688,,3.958,12.25
2016-01-29,18.848,25.683,6.835,,3.792,12.833
2016-01-30,21.083,50.771,29.688,,4.292,12.042
2016-01-31,14.188,31.042,16.854,,3.042,6.917
2016-02-01,23.826,52.109,28.282,,4.583,12.783
2016-02-02,18.508,40.343,21.836,,3.417,6.708
2016-02-03,19.958,42.48,22.521,,3.652,8.125
2016-02-04,25.521,44.084,18.562,,4.667,13.833
2016-02-05,21.25,28.312,7.062,,4.125,11.458
2016-02-06,14.042,27.688,13.646,,4.5,12.583
2016-02-07,13.612,29.274,15.662,,2.833,9.375
2016-02-08,18.896,34.771,15.875,,3.042,7.833
2016-02-09,31.438,58.688,27.25,,4.042,12.458
2016-02-10,18.042,34.875,16.834,,3.0,7.25
2016-02-11,11.047,18.166,7.119,,2.667,6.167
2016-02-12,12.854,20.062,7.208,,3.0,4.833
2016-02-13,21.604,48.021,26.416,,3.75,8.167
2016-02-14,21.916,47.77,25.854,,3.458,9.417
2016-02-15,26.522,51.392,24.87,,3.75,10.833
2016-02-16,31.761,55.3,23.539,,4.875,18.625
2016-02-17,36.042,88.938,52.896,,6.542,24.833
2016-02-18,14.958,27.229,12.27,,3.417,9.958
2016-02-19,11.375,16.75,5.375,,3.083,6.083
2016-02-20,24.13,50.163,26.032,,4.083,11.292
2016-02-21,12.584,26.125,13.542,,3.0,10.0
2016-02-22,27.666,49.792,22.125,,3.917,11.391
2016-02-23,17.896,35.334,17.438,,3.5,6.667
2016-02-24,13.916,27.458,13.542,,3.125,7.167
2016-02-25,23.876,43.842,19.966,,4.25,12.208
2016-02-26,13.979,20.854,6.875,,4.083,14.833
2016-02-27,11.166,21.458,10.292,,2.75,7.5
2016-02-28,22.979,41.438,18.458,,3.333,9.75
2016-02-29,,,,,,
2016-03-01,26.204,42.009,15.805,,3.833,12.167
2016-03-02,19.584,31.458,11.875,,4.13,13.5
2016-03-03,15.895,31.542,15.646,,3.583,10.417
2016-03-04,21.916,34.604,12.688,,4.042,12.667
2016-03-05,19.0,23.188,4.188,,4.208,17.792
2016-03-06,25.406,42.844,17.438,,4.542,17.833
2016-03-07,13.584,27.708,14.125,,3.375,7.667
2016-03-08,24.666,44.917,20.25,,3.75,11.783
2016-03-09,25.208,42.02,16.812,,4.333,15.208
2016-03-10,22.502,38.92,16.418,,3.667,12.167
2016-03-11,19.792,37.083,17.292,,3.565,12.875
2016-03-12,17.646,23.708,6.062,,3.667,12.458
2016-03-13,22.583,33.916,11.334,,3.542,13.75
2016-03-14,11.333,20.542,9.208,,3.25,16.417
2016-03-15,9.214,18.044,8.83,,2.417,3.208
2016-03-16,15.104,29.77,14.666,,2.792,7.875
2016-03-17,21.334,43.292,21.958,,3.292,9.75
2016-03-18,26.875,44.042,17.166,,4.25,16.375
2016-03-19,16.748,22.75,6.002,,4.583,27.458
2016-03-20,22.916,28.896,5.979,,4.174,32.583
2016-03-21,14.438,22.958,8.521,,2.875,8.667
2016-03-22,14.542,26.896,12.355,,2.667,15.333
2016-03-23,27.458,47.021,19.562,,3.708,16.435
2016-03-24,14.748,28.262,13.514,,2.75,9.083
2016-03-25,17.229,28.604,11.375,,2.917,10.583
2016-03-26,10.208,13.896,3.688,,2.917,9.417
2016-03-27,13.938,27.333,13.396,,2.833,8.958
2016-03-28,25.176,41.919,16.742,,3.667,12.708
2016-03-29,26.956,39.304,12.348,,4.087,22.875
2016-03-30,25.458,36.854,11.396,,4.292,26.917
2016-03-31,15.0,24.354,9.354,,3.208,14.833
2016-04-01,25.604,37.208,11.604,,4.167,20.542
2016-04-02,12.596,18.612,6.016,,3.125,12.75
2016-04-03,9.646,12.833,3.188,,2.957,10.875
2016-04-04,14.812,28.584,13.77,,2.958,3.708
2016-04-05,14.021,25.396,11.375,,2.917,5.292
2016-04-06,22.902,35.292,12.39,,3.417,9.0
2016-04-07,22.199,35.845,13.646,,3.417,7.375
2016-04-08,22.084,39.229,17.146,,4.083,9.5
2016-04-09,19.729,32.271,12.542,,4.542,18.542
2016-04-10,16.166,20.729,4.562,,4.5,21.542
2016-04-11,9.332,16.854,7.522,,2.75,15.208
2016-04-12,17.958,28.52,10.562,,2.87,15.708
2016-04-13,18.674,30.587,11.913,,3.042,7.292
2016-04-14,14.5,25.688,11.188,,2.917,6.625
2016-04-15,12.188,22.354,10.167,,3.167,15.458
2016-04-16,15.456,20.466,5.01,,3.333,12.792
2016-04-17,14.729,19.75,5.021,,3.125,10.458
2016-04-18,23.5,41.062,17.562,,4.667,15.417
2016-04-19,18.666,32.729,14.062,,3.5,15.208
2016-04-20,20.489,31.144,10.654,,3.333,13.708
2016-04-21,24.666,42.834,18.166,,3.87,12.917
2016-04-22,18.771,31.354,12.584,,3.875,8.667
2016-04-23,20.938,29.27,8.333,,4.667,14.958
2016-04-24,9.042,12.792,3.75,,4.0,33.458
2016-04-25,15.1,21.582,6.483,,3.583,24.458
2016-04-26,20.188,28.458,8.27,,3.375,15.667
2016-04-27,23.913,38.978,15.066,,3.708,13.957
2016-04-28,15.479,24.583,9.104,,2.833,3.571
2016-04-29,8.534,15.986,7.452,,2.625,
2016-04-30,16.021,25.5,9.48,,3.391,15.071
2016-05-01,16.23,21.084,4.854,,4.125,19.917
2016-05-02,18.604,26.458,7.854,,3.792,20.458
2016-05-03,12.584,18.438,5.854,,2.708,15.833
2016-05-04,8.47,10.872,2.402,,3.167,20.458
2016-05-05,9.604,12.604,3.0,,2.917,16.958
2016-05-06,22.375,32.792,10.416,,3.417,11.652
2016-05-07,14.458,22.021,7.562,,3.417,18.958
2016-05-08,10.456,13.918,3.462,,2.917,29.583
2016-05-09,19.229,30.312,11.084,,3.13,12.792
2016-05-10,26.792,47.375,20.584,,4.458,5.417
2016-05-11,18.37,34.239,15.87,,3.208,4.917
2016-05-12,22.125,35.792,13.667,,3.5,13.875
2016-05-13,21.142,35.458,14.317,,3.458,12.833
2016-05-14,14.271,20.896,6.625,,3.208,17.917
2016-05-15,8.48,10.666,2.188,,2.75,21.042
2016-05-16,11.917,18.396,6.48,,2.333,10.75
2016-05-17,13.616,24.264,10.648,,3.125,13.667
2016-05-18,20.062,27.916,7.854,,3.348,16.261
2016-05-19,19.682,25.591,5.909,,3.318,18.458
2016-05-20,19.334,26.875,7.542,,3.542,20.292
2016-05-21,13.021,18.334,5.312,,3.333,27.458
2016-05-22,9.862,12.093,2.231,,3.333,26.042
2016-05-23,24.312,33.146,8.834,,4.333,29.417
2016-05-24,23.688,31.208,7.521,,3.542,27.958
2016-05-25,20.934,30.435,9.5,,3.042,26.25
2016-05-26,16.6,26.842,10.242,,2.792,12.75
2016-05-27,13.875,22.416,8.542,,3.652,25.542
2016-05-28,19.688,27.666,7.98,,4.792,26.25
2016-05-29,8.27,10.896,2.625,,3.625,22.833
2016-05-30,12.688,21.604,8.916,,3.333,4.583
2016-05-31,16.244,27.926,11.683,,4.458,17.0
2016-06-01,12.438,22.02,9.584,,3.083,13.391
2016-06-02,10.166,19.875,9.708,,2.5,7.208
2016-06-03,18.292,30.292,12.0,,3.25,12.042
2016-06-04,14.943,21.335,6.392,,3.292,13.917
2016-06-05,9.438,12.812,3.375,,2.957,6.167
2016-06-06,12.271,21.292,9.021,,2.792,14.083
2016-06-07,19.542,31.792,12.25,,3.083,11.417
2016-06-08,11.261,18.892,7.63,,2.667,10.208
2016-06-09,14.448,27.373,12.926,,3.25,7.125
2016-06-10,14.48,27.5,13.021,,3.542,11.583
2016-06-11,10.479,14.833,4.354,,2.958,14.25
2016-06-12,8.083,11.125,3.042,,2.542,9.708
2016-06-13,9.478,17.774,8.296,,2.917,5.25
2016-06-14,15.52,27.417,11.895,,3.217,13.542
2016-06-15,15.812,25.229,9.417,,3.417,13.652
2016-06-16,16.334,29.334,13.0,,2.875,4.583
2016-06-17,21.062,30.792,9.729,,4.583,19.375
2016-06-18,16.334,22.888,6.554,,4.167,18.417
2016-06-19,13.333,18.542,5.208,,4.458,18.042
2016-06-20,20.896,35.062,14.167,,4.542,21.542
2016-06-21,17.854,30.5,12.645,,3.417,10.458
2016-06-22,18.999,31.536,12.538,,4.083,18.5
2016-06-23,13.625,24.271,10.646,,3.391,9.042
2016-06-24,19.146,33.73,14.584,,4.042,11.125
2016-06-25,17.27,25.396,8.125,,3.75,10.625
2016-06-26,11.98,16.354,4.375,,3.833,16.708
2016-06-27,16.329,26.978,10.65,,3.792,17.75
2016-06-28,16.375,26.98,10.604,,3.333,5.375
2016-06-29,22.23,37.604,15.375,,4.292,9.087
2016-06-30,24.396,44.479,20.083,,5.083,13.417
2016-07-01,21.588,40.644,19.056,,4.458,17.208
2016-07-02,12.208,21.27,9.062,,2.87,10.583
2016-07-03,6.604,10.438,3.834,,2.25,10.467
2016-07-04,11.666,22.354,10.688,,2.917,9.857
2016-07-05,13.021,23.625,10.604,,2.5,12.458
2016-07-06,11.735,21.338,9.602,,2.208,8.478
2016-07-07,13.708,25.938,12.23,,2.917,13.875
2016-07-08,21.646,36.875,15.23,,3.542,15.708
2016-07-09,14.771,26.854,12.084,,3.167,5.583
2016-07-10,9.93,15.864,5.935,,3.75,12.542
2016-07-11,16.834,28.417,11.584,,3.87,19.208
2016-07-12,20.75,38.042,17.292,,4.167,15.333
2016-07-13,18.042,39.708,21.666,,3.583,11.875
2016-07-14,16.5,31.854,15.355,,3.625,13.708
2016-07-15,12.44,28.932,16.492,,3.292,4.875
2016-07-16,13.438,23.167,9.729,,3.417,10.5
2016-07-17,10.604,15.0,4.396,,4.042,16.875
2016-07-18,7.938,13.416,5.48,,3.25,10.917
2016-07-19,12.424,22.458,10.034,,3.333,14.667
2016-07-20,10.0,18.479,8.479,,2.826,10.292
2016-07-21,11.544,21.848,10.304,,2.833,11.25
2016-07-22,10.73,18.229,7.5,,2.708,10.75
2016-07-23,9.23,14.645,5.417,,2.292,10.042
2016-07-24,8.975,12.336,3.362,,2.708,11.458
2016-07-25,16.771,25.021,8.25,,3.208,14.542
2016-07-26,20.292,35.979,15.688,,3.667,11.292
2016-07-27,20.146,33.666,13.52,,3.609,13.565
2016-07-28,15.981,29.394,13.412,,3.333,12.292
2016-07-29,13.771,25.854,12.084,,2.783,9.417
2016-07-30,12.312,20.521,8.208,,2.667,9.042
2016-07-31,10.666,14.916,4.25,,3.083,12.5
2016-08-01,11.73,21.125,9.395,,3.167,19.0
2016-08-02,10.695,20.698,10.002,,3.083,18.375
2016-08-03,11.935,19.934,8.0,,3.292,18.625
2016-08-04,13.292,21.104,7.812,,3.083,18.375
2016-08-05,15.896,25.604,9.708,,3.417,18.75
2016-08-06,14.558,19.648,5.091,,3.583,17.208
2016-08-07,10.73,14.5,3.77,,3.087,13.583
2016-08-08,12.584,23.542,10.958,,3.167,15.417
2016-08-09,11.688,22.271,10.583,,3.333,15.792
2016-08-10,12.188,22.896,10.708,,2.917,8.348
2016-08-11,9.056,15.1,6.044,,2.792,8.125
2016-08-12,13.605,18.75,5.146,,3.458,16.375
2016-08-13,10.729,14.271,3.542,,3.167,19.042
2016-08-14,9.834,13.375,3.542,,3.792,15.583
2016-08-15,11.754,16.344,4.591,,4.042,15.958
2016-08-16,9.688,13.604,3.916,,3.087,16.5
2016-08-17,10.63,18.109,7.478,,3.042,10.083
2016-08-18,11.354,20.958,9.604,,3.0,11.25
2016-08-19,11.167,19.229,8.062,,2.75,14.833
2016-08-20,9.588,16.483,6.895,,2.708,12.208
2016-08-21,5.708,10.0,4.292,,1.792,5.875
2016-08-22,7.438,18.488,11.05,,2.333,7.667
2016-08-23,8.27,16.854,8.583,,2.417,6.708
2016-08-24,12.144,20.138,7.994,,2.375,6.833
2016-08-25,11.958,23.375,11.416,,2.652,6.565
2016-08-26,12.312,26.25,13.938,,2.75,8.458
2016-08-27,7.458,13.666,6.208,,2.708,4.542
2016-08-28,6.354,10.188,3.834,,2.417,5.208
2016-08-29,16.521,30.622,14.102,,2.708,3.833
2016-08-30,17.47,31.298,13.828,,3.083,6.917
2016-08-31,19.739,32.065,12.326,,3.167,12.125
2016-09-01,18.416,26.312,7.896,,3.667,16.5
