date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CO_mean,PM25_mean
2012-05-28,21.438,32.166,10.729,,4.125,
2012-05-29,24.714,39.93,15.214,,4.917,
2012-05-30,22.125,44.356,22.232,,3.87,
2012-05-31,20.48,32.666,12.188,,3.875,
2012-06-01,23.188,38.916,15.73,,4.292,
2012-06-02,17.875,28.062,10.188,,4.083,
2012-06-03,10.375,14.355,3.98,,2.875,
2012-06-04,22.458,32.604,10.146,,3.583,
2012-06-05,23.125,39.27,16.146,,3.417,
2012-06-06,18.438,32.292,13.855,,3.083,
2012-06-07,26.012,38.948,12.937,,4.125,
2012-06-08,26.166,40.125,13.958,,3.957,
2012-06-09,18.938,30.979,12.042,,3.917,
2012-06-10,9.896,16.062,6.166,,3.792,
2012-06-11,17.438,28.271,10.834,,3.083,
2012-06-12,25.938,45.625,19.688,,3.75,
2012-06-13,23.68,42.402,18.721,,4.125,
2012-06-14,19.625,31.062,11.438,,3.375,
2012-06-15,16.604,25.833,9.229,,2.917,
2012-06-16,17.577,36.666,19.09,,3.458,
2012-06-17,8.792,13.292,4.5,,2.826,
2012-06-18,22.584,41.792,19.208,,5.375,
2012-06-19,15.979,37.062,21.083,,3.167,
2012-06-20,23.354,44.958,21.604,,4.217,
2012-06-21,27.833,49.792,21.958,,4.667,
2012-06-22,17.396,35.688,18.292,,3.5,
2012-06-23,17.708,34.146,16.438,,3.792,
2012-06-24,14.438,21.146,6.708,,4.125,
2012-06-25,15.433,24.949,9.516,,3.083,
2012-06-26,16.062,28.812,12.75,,2.696,
2012-06-27,17.008,27.38,10.373,,2.565,
2012-06-28,22.604,40.792,18.188,,3.167,
2012-06-29,22.77,37.333,14.562,,3.292,
2012-06-30,19.625,32.416,12.792,,3.5,
2012-07-01,14.875,26.146,11.271,,3.875,
2012-07-02,24.334,39.438,15.104,,4.167,
2012-07-03,33.354,62.833,29.48,,5.583,
2012-07-04,29.759,54.046,24.286,,4.625,
2012-07-05,31.146,58.333,27.188,,4.652,
2012-07-06,25.934,54.196,28.261,,4.174,
2012-07-07,16.666,28.229,11.562,,3.75,
2012-07-08,9.104,15.625,6.521,,3.542,
2012-07-09,19.396,30.917,11.521,,3.917,
2012-07-10,21.834,36.729,14.896,,4.417,
2012-07-11,21.29,45.832,24.542,,3.524,
2012-07-12,19.584,48.334,28.75,,3.5,
2012-07-13,25.594,52.736,27.142,,4.625,
2012-07-14,21.688,43.875,22.188,,4.565,
2012-07-15,9.438,17.188,7.75,,2.875,
2012-07-16,9.708,22.312,12.604,,2.875,
2012-07-17,14.084,33.375,19.292,,2.792,
2012-07-18,15.25,37.584,22.334,,2.917,
2012-07-19,17.916,43.604,25.688,,3.542,
2012-07-20,22.792,55.334,32.542,,4.25,
2012-07-21,16.916,33.896,16.98,,3.833,
2012-07-22,11.699,17.987,6.288,,3.667,
2012-07-23,22.708,43.416,20.708,,4.826,
2012-07-24,24.0,45.458,21.458,,4.542,
2012-07-25,24.93,43.034,18.104,,5.25,
2012-07-26,25.396,38.438,13.042,,4.917,
2012-07-27,29.312,44.875,15.562,,5.667,
2012-07-28,20.688,31.438,10.75,,5.0,
2012-07-29,12.188,17.125,4.938,,3.667,
2012-07-30,18.666,32.73,14.062,,3.667,
2012-07-31,12.378,25.728,13.35,,2.25,
2012-08-01,10.062,21.77,11.708,,1.826,
2012-08-02,13.771,29.854,16.083,,2.042,
2012-08-03,12.875,25.229,12.354,,2.125,
2012-08-04,10.562,22.354,11.792,,2.292,
2012-08-05,5.938,12.688,6.75,,1.792,
2012-08-06,17.584,35.062,17.48,,3.0,
2012-08-07,15.0,32.812,17.812,,2.833,
2012-08-08,18.67,39.582,20.912,,3.25,
2012-08-09,22.968,40.264,17.296,,3.875,
2012-08-10,24.854,39.854,15.0,,4.304,
2012-08-11,19.688,32.02,12.333,,3.667,
2012-08-12,10.208,16.771,6.562,,3.083,
2012-08-13,12.625,22.854,10.229,,3.167,
2012-08-14,14.042,25.0,10.958,,3.25,
2012-08-15,10.021,21.917,11.896,,3.0,
2012-08-16,11.512,29.539,18.027,,3.0,
2012-08-17,14.604,29.666,15.062,,2.917,
2012-08-18,15.885,29.933,14.048,,3.292,
2012-08-19,9.375,17.334,7.958,,2.435,
2012-08-20,13.708,32.229,18.521,,2.625,
2012-08-21,15.645,37.292,21.646,,3.125,
2012-08-22,14.216,36.914,22.698,,3.083,
2012-08-23,14.0,38.604,24.604,,2.958,
2012-08-24,16.25,40.188,23.938,,3.208,
2012-08-25,11.125,24.771,13.646,,2.417,
2012-08-26,7.23,13.042,5.812,,2.0,
2012-08-27,11.589,26.748,15.158,,2.333,
2012-08-28,13.479,35.0,21.521,,2.565,
2012-08-29,19.542,49.416,29.875,,3.583,
2012-08-30,19.812,48.916,29.104,,3.708,
2012-08-31,15.271,34.292,19.021,,2.875,
2012-09-01,12.52,24.896,12.375,,2.542,
2012-09-02,10.604,18.625,8.02,,2.75,
2012-09-03,18.416,37.896,19.479,,2.875,
2012-09-04,24.166,50.5,26.334,,4.208,
2012-09-05,21.839,47.553,25.714,,4.042,
2012-09-06,20.0,44.48,24.479,,3.783,
2012-09-07,16.042,30.562,14.521,,3.042,
2012-09-08,13.646,27.875,14.229,,3.125,
2012-09-09,8.479,18.584,10.105,,2.625,
2012-09-10,14.875,36.833,21.958,,3.167,
2012-09-11,16.458,41.354,24.896,,3.667,
2012-09-12,19.812,38.188,18.375,,3.792,
2012-09-13,22.375,42.084,19.708,,3.75,
2012-09-14,17.508,40.415,22.907,,3.542,
2012-09-15,12.166,26.562,14.396,,2.739,
2012-09-16,7.02,12.562,5.542,,2.375,
2012-09-17,7.52,15.855,8.333,,2.0,
2012-09-18,18.084,53.416,35.334,,3.833,
2012-09-19,20.5,51.812,31.312,,4.125,
2012-09-20,23.846,42.039,18.193,,4.292,
2012-09-21,23.312,41.896,18.584,,4.208,
2012-09-22,15.23,22.5,7.27,,3.458,
2012-09-23,13.294,21.616,8.321,,4.125,
2012-09-24,21.875,46.896,25.021,,3.609,
2012-09-25,20.729,47.938,27.208,,3.458,
2012-09-26,18.354,38.646,20.292,,3.25,
2012-09-27,16.98,33.771,16.792,,3.167,
2012-09-28,28.229,52.834,24.604,,4.458,
2012-09-29,28.938,48.166,19.229,,5.917,
2012-09-30,9.75,15.354,5.604,,3.292,
2012-10-01,18.312,45.708,27.396,,4.208,
2012-10-02,16.737,41.532,24.796,,3.333,
2012-10-03,17.831,39.39,21.559,,3.826,
2012-10-04,21.229,57.584,36.354,,4.542,
2012-10-05,20.75,53.0,32.25,,3.792,
2012-10-06,16.812,32.938,16.125,,3.958,
2012-10-07,8.604,15.166,6.562,,3.25,
2012-10-08,12.875,21.98,9.104,,3.292,
2012-10-09,17.188,36.166,18.98,,3.542,
2012-10-10,20.208,35.875,15.666,,3.458,
2012-10-11,19.75,43.4,23.648,,4.083,
2012-10-12,18.625,42.688,24.062,,3.565,
2012-10-13,18.188,36.166,17.979,,3.958,
2012-10-14,14.542,21.917,7.375,,4.375,
2012-10-15,18.708,40.5,21.792,,4.375,
2012-10-16,24.479,49.084,24.604,,4.5,
2012-10-17,22.125,39.386,17.261,,3.583,
2012-10-18,20.354,44.042,23.688,,3.458,
2012-10-19,17.062,37.77,20.708,,3.417,
2012-10-20,17.851,31.472,13.62,,3.875,
2012-10-21,14.042,21.979,7.938,,4.348,
2012-10-22,26.292,44.375,18.084,,4.583,
2012-10-23,25.854,55.916,30.062,,3.875,
2012-10-24,20.916,48.396,27.479,,3.75,
2012-10-25,24.875,49.958,25.084,,4.458,
2012-10-26,23.666,48.271,24.604,,4.583,
2012-10-27,17.062,29.333,12.271,,3.917,
2012-10-28,14.646,24.854,10.208,,3.833,
2012-10-29,19.87,45.716,25.846,,3.875,
2012-10-30,22.625,52.729,30.104,,4.13,
2012-10-31,16.764,35.557,18.792,,3.667,
2012-11-01,19.896,45.0,25.104,,4.25,
2012-11-02,19.312,48.104,28.792,,4.25,
2012-11-03,11.896,25.125,13.229,,3.625,
2012-11-04,14.375,22.979,8.604,,3.917,
2012-11-05,25.833,49.354,23.521,,4.292,
2012-11-06,31.062,62.938,31.875,,5.25,
2012-11-07,27.896,60.991,33.094,,5.875,
2012-11-08,33.729,67.75,34.021,,5.652,
2012-11-09,25.625,63.146,37.521,,5.125,
2012-11-10,22.625,52.167,29.542,,4.292,
2012-11-11,14.125,21.375,7.25,,3.208,
2012-11-12,19.708,41.729,22.021,,4.125,
2012-11-13,27.0,65.688,38.688,,5.0,
2012-11-14,21.524,49.516,27.992,,3.958,
2012-11-15,20.771,51.958,31.188,,4.25,
2012-11-16,26.44,67.402,40.962,,4.958,
2012-11-17,22.396,49.604,27.208,,4.652,
2012-11-18,10.0,19.646,9.645,,4.25,
2012-11-19,25.958,59.5,33.542,,5.125,
2012-11-20,23.166,68.542,45.375,,4.875,
2012-11-21,18.958,49.125,30.166,,4.25,
2012-11-22,29.375,65.396,36.021,,5.125,
2012-11-23,21.896,43.042,21.146,,4.833,
2012-11-24,15.646,33.25,17.604,,3.917,
2012-11-25,15.911,27.777,11.866,,4.125,
2012-11-26,21.979,50.542,28.562,,3.957,
2012-11-27,21.542,61.875,40.333,,3.917,
2012-11-28,28.519,80.504,51.984,,4.917,
2012-11-29,32.25,89.542,57.292,,6.417,
2012-11-30,21.27,59.062,37.792,,4.75,
2012-12-01,20.417,48.875,28.458,,3.792,
2012-12-02,14.062,25.792,11.73,,3.625,
2012-12-03,25.604,66.958,41.354,,4.708,
2012-12-04,25.562,66.843,41.28,,4.417,
2012-12-05,29.208,68.271,39.062,,4.957,
2012-12-06,18.146,43.084,24.938,,3.875,
2012-12-07,31.958,67.854,35.896,,4.5,
2012-12-08,19.896,45.77,25.875,,4.458,
2012-12-09,14.542,25.688,11.145,,3.875,
2012-12-10,21.104,52.354,31.25,,3.75,
2012-12-11,26.042,72.916,46.875,,4.583,
2012-12-12,25.984,73.534,47.55,,4.708,
2012-12-13,32.014,93.896,61.882,,5.792,
2012-12-14,36.584,80.021,43.438,,5.304,
2012-12-15,32.812,70.667,37.854,,6.0,
2012-12-16,13.708,24.916,11.208,,4.125,
2012-12-17,31.75,75.812,44.062,,5.583,
2012-12-18,23.02,70.438,47.416,,5.042,
2012-12-19,19.325,45.666,26.342,,3.458,
2012-12-20,32.396,85.938,53.542,,5.042,
2012-12-21,34.75,78.604,43.854,,4.375,
2012-12-22,21.034,47.894,26.858,,4.208,
2012-12-23,15.792,28.917,13.125,,4.652,
2012-12-24,13.875,27.875,14.0,,3.833,
2012-12-25,31.09,71.86,40.77,,5.292,
2012-12-26,17.083,43.188,26.104,,3.583,
2012-12-27,33.131,84.062,50.932,,4.917,
2012-12-28,27.875,61.021,33.146,,4.667,
2012-12-29,24.584,54.104,29.521,,4.958,
2012-12-30,15.042,26.896,11.854,,4.5,
2012-12-31,6.792,12.782,5.99,,3.125,
2013-01-01,15.375,22.938,7.562,,5.292,
2013-01-02,9.042,14.188,5.146,,3.792,
2013-01-03,16.604,25.062,8.458,,4.333,
2013-01-04,14.39,28.292,13.902,,4.333,
2013-01-05,15.542,28.167,12.625,,3.739,
2013-01-06,20.667,46.75,26.084,,4.083,
2013-01-07,30.084,70.021,39.938,,5.125,
2013-01-08,32.956,72.261,39.304,,5.917,
2013-01-09,13.097,27.721,14.624,,3.292,
2013-01-10,14.896,37.416,22.52,,3.375,
2013-01-11,22.75,48.104,25.354,,4.583,
2013-01-12,18.146,31.792,13.646,,5.25,
2013-01-13,13.318,22.428,9.108,,3.625,
2013-01-14,24.98,56.875,31.896,,4.304,
2013-01-15,25.0,59.771,34.77,,4.167,
2013-01-16,28.125,69.354,41.23,,4.5,
2013-01-17,26.292,62.0,35.708,,4.708,
2013-01-18,23.412,47.911,24.5,,5.542,
2013-01-19,8.146,15.438,7.292,,2.958,
2013-01-20,32.062,66.334,34.27,,4.958,
2013-01-21,28.792,72.416,43.625,,6.625,
2013-01-22,19.404,48.381,28.978,,4.917,
2013-01-23,30.854,76.188,45.334,,6.043,
2013-01-24,30.458,66.5,36.042,,5.708,
2013-01-25,38.584,71.396,32.812,,7.333,
2013-01-26,14.666,23.896,9.229,,4.292,
2013-01-27,19.114,40.606,21.492,,3.917,
2013-01-28,33.625,69.0,35.375,,5.167,
2013-01-29,27.854,54.646,26.792,,5.042,
2013-01-30,39.771,96.604,56.833,,7.292,
2013-01-31,24.442,59.676,35.234,,5.583,
2013-02-01,27.188,46.666,19.479,,5.174,
2013-02-02,26.25,40.562,14.312,,6.292,
2013-02-03,28.438,65.167,36.729,,6.292,
2013-02-04,11.666,28.688,17.02,,2.833,
2013-02-05,12.128,29.866,17.738,,2.958,
2013-02-06,16.771,33.875,17.104,,3.083,
2013-02-07,14.646,31.708,17.062,,2.958,
2013-02-08,14.292,27.875,13.583,,3.042,
2013-02-09,8.832,15.85,7.017,,2.458,
2013-02-10,18.896,45.166,26.271,,4.043,
2013-02-11,9.604,18.562,8.958,,3.042,
2013-02-12,23.604,54.583,30.979,,4.375,
2013-02-13,20.416,45.792,25.375,,3.542,
2013-02-14,28.426,53.741,25.314,,3.958,
2013-02-15,19.312,39.375,20.062,,3.708,
2013-02-16,10.666,17.75,7.083,,3.708,
2013-02-17,24.917,52.292,27.375,,5.5,
2013-02-18,13.19,27.622,14.433,,3.5,
2013-02-19,12.239,24.87,12.63,,2.826,
2013-02-20,22.625,48.812,26.188,,3.583,
2013-02-21,22.0,48.438,26.438,,4.333,
2013-02-22,24.146,44.458,20.312,,3.875,
2013-02-23,15.754,25.79,10.036,,3.5,
2013-02-24,27.25,53.896,26.646,,4.375,
2013-02-25,31.166,60.5,29.334,,6.292,
2013-02-26,35.042,62.25,27.208,,7.083,
2013-02-27,29.504,49.568,20.064,,4.875,
2013-02-28,19.75,36.666,16.916,,4.652,
2013-03-01,19.208,36.084,16.875,,5.75,
2013-03-02,11.334,19.062,7.73,,4.25,
2013-03-03,14.625,28.958,14.333,,3.583,
2013-03-04,25.302,45.536,20.234,,3.875,
2013-03-05,18.046,33.352,15.306,,3.875,
2013-03-06,12.969,27.888,14.919,,3.292,
2013-03-07,22.25,45.771,23.521,,4.042,
2013-03-08,15.926,30.13,14.203,,3.458,
2013-03-09,13.479,21.042,7.562,,3.87,
2013-03-10,11.605,24.042,12.438,,3.042,
2013-03-11,27.021,49.354,22.334,,3.833,
2013-03-12,32.875,58.458,25.584,,5.25,
2013-03-13,22.801,44.594,21.794,,4.0,
2013-03-14,11.646,26.25,14.605,,3.25,
2013-03-15,22.666,40.458,17.792,,4.167,
2013-03-16,18.771,26.166,7.396,,5.125,
2013-03-17,37.332,52.529,15.198,,6.125,
2013-03-18,35.562,63.312,27.75,,5.478,
2013-03-19,20.522,38.696,18.174,,4.087,
2013-03-20,20.938,37.125,16.188,,3.833,
2013-03-21,7.938,15.604,7.666,,2.625,
2013-03-22,13.606,25.904,12.298,,3.25,
2013-03-23,19.166,27.208,8.041,,4.667,
2013-03-24,33.312,49.334,16.021,,5.542,
2013-03-25,41.896,60.354,18.458,,5.167,
2013-03-26,38.565,74.63,36.064,,5.917,
2013-03-27,23.542,49.562,26.021,,4.391,
2013-03-28,29.416,45.458,16.042,,4.708,
2013-03-29,23.917,35.396,11.479,,4.375,
2013-03-30,12.416,18.042,5.625,,3.458,
2013-03-31,12.16,23.377,11.218,,3.5,
2013-04-01,22.938,39.958,17.021,,4.261,
2013-04-02,29.146,55.812,26.667,,5.167,
2013-04-03,14.935,27.848,12.913,,3.826,
2013-04-04,25.708,41.646,15.938,,4.667,
2013-04-05,24.682,36.09,11.408,,4.542,
2013-04-06,18.854,29.458,10.604,,3.667,
2013-04-07,8.0,12.084,4.083,,3.458,
2013-04-08,22.375,39.375,17.0,,4.125,
2013-04-09,22.051,38.309,16.258,,4.375,
2013-04-10,16.375,29.167,12.792,,3.565,
2013-04-11,19.708,32.312,12.605,,4.167,
2013-04-12,19.438,37.5,18.062,,4.333,
2013-04-13,23.271,34.584,11.312,,4.25,
2013-04-14,14.618,17.961,3.343,,3.917,
2013-04-15,18.792,28.0,9.208,,3.75,
2013-04-16,29.312,43.875,14.562,,4.458,
2013-04-17,34.37,60.783,26.413,,5.292,
2013-04-18,18.576,31.546,12.971,,3.792,
2013-04-19,10.562,19.0,8.438,,2.957,
2013-04-20,15.416,26.042,10.625,,3.417,
2013-04-21,6.292,10.438,4.146,,2.542,
2013-04-22,18.688,35.833,17.146,,3.292,
2013-04-23,25.552,40.522,14.971,,3.875,
2013-04-24,26.458,49.708,23.25,,4.083,
2013-04-25,29.958,48.5,18.542,,4.375,
2013-04-26,24.208,48.48,24.271,,4.917,
2013-04-27,18.416,31.66,13.242,,4.375,
2013-04-28,12.479,18.27,5.792,,4.348,
2013-04-29,14.979,19.542,4.562,,4.208,
2013-04-30,29.958,49.5,19.542,,5.042,
2013-05-01,11.438,25.02,13.583,,3.375,
2013-05-02,13.757,28.774,15.017,,3.458,
2013-05-03,12.125,21.333,9.208,,3.75,
2013-05-04,10.042,14.646,4.604,,3.625,
2013-05-05,12.021,15.812,3.792,,4.458,
2013-05-06,12.729,16.674,3.945,,4.333,
2013-05-07,9.625,19.688,10.062,,2.652,
2013-05-08,16.958,33.604,16.646,,3.083,
2013-05-09,34.094,47.657,13.562,,4.5,
2013-05-10,40.396,66.666,26.27,,6.125,
2013-05-11,24.585,43.394,18.809,,5.167,
2013-05-12,15.146,22.729,7.584,,4.375,
2013-05-13,23.166,34.75,11.584,,4.333,
2013-05-14,27.834,40.479,12.646,,4.5,
2013-05-15,21.336,38.589,17.253,,3.667,
2013-05-16,15.396,29.646,14.25,,3.435,
2013-05-17,14.771,26.5,11.73,,3.083,
2013-05-18,15.271,23.458,8.188,,3.375,
2013-05-19,11.334,15.458,4.125,,2.583,
2013-05-20,20.544,33.568,13.024,,3.833,
2013-05-21,20.188,35.166,14.98,,4.75,
2013-05-22,23.354,31.438,8.084,,4.542,
2013-05-23,19.75,34.854,15.105,,3.542,
2013-05-24,18.971,31.45,12.48,,3.304,
2013-05-25,13.729,18.75,5.021,,2.913,
2013-05-26,9.625,12.479,2.854,,2.625,
2013-05-27,12.375,18.542,6.167,,2.208,
2013-05-28,15.688,23.604,7.916,,2.167,
2013-05-29,19.146,38.128,18.982,,3.083,
2013-05-30,21.75,47.562,25.812,,4.625,
2013-05-31,19.354,36.146,16.792,,3.833,
2013-06-01,13.5,19.188,5.688,,3.0,
2013-06-02,11.496,15.448,3.951,,3.042,
2013-06-03,19.03,31.804,12.774,,3.913,
2013-06-04,18.334,27.542,9.208,,3.083,
2013-06-05,21.562,32.708,11.146,,3.5,
2013-06-06,19.562,31.646,12.084,,3.083,
2013-06-07,14.498,25.567,11.07,,3.292,
2013-06-08,14.02,21.146,7.125,,3.333,
2013-06-09,11.792,15.375,3.584,,3.292,
2013-06-10,14.02,19.354,5.334,,2.542,
2013-06-11,13.602,20.413,6.81,,2.417,
2013-06-12,14.761,23.261,8.5,,2.217,
2013-06-13,15.375,28.27,12.896,,2.5,
2013-06-14,15.771,24.896,9.125,,2.833,
2013-06-15,17.167,29.979,12.812,,3.708,
2013-06-16,9.744,16.812,7.068,,3.167,
2013-06-17,18.938,30.312,11.375,,3.667,
2013-06-18,18.812,31.146,12.334,,3.25,
2013-06-19,16.375,31.146,14.771,,2.917,
2013-06-20,31.279,44.206,12.926,,3.375,
2013-06-21,31.896,48.375,16.479,,4.478,
2013-06-22,22.208,38.334,16.125,,4.5,
2013-06-23,17.25,23.27,6.021,,5.333,
2013-06-24,20.125,35.75,15.625,,5.292,
2013-06-25,17.18,33.198,16.017,,3.5,
2013-06-26,24.818,42.954,18.136,,3.75,
2013-06-27,22.508,43.852,21.344,,3.8,
2013-06-28,15.938,28.604,12.666,,2.458,
2013-06-29,13.081,21.723,8.642,,2.333,
2013-06-30,7.292,10.604,3.312,,2.217,
2013-07-01,12.479,21.292,8.812,,2.25,
2013-07-02,18.417,30.812,12.396,,2.75,
2013-07-03,20.167,36.5,16.334,,2.792,
2013-07-04,27.246,59.7,32.454,,5.0,
2013-07-05,15.125,35.875,20.75,,3.042,
2013-07-06,9.375,20.98,11.604,,2.583,
2013-07-07,8.646,15.416,6.771,,2.5,
2013-07-08,18.097,35.07,16.973,,3.417,
2013-07-09,20.708,38.084,17.375,,3.696,
2013-07-10,18.065,31.065,13.0,,3.125,
2013-07-11,18.166,31.708,13.542,,3.167,
2013-07-12,17.042,33.312,16.271,,3.167,
2013-07-13,15.9,29.65,13.75,,3.125,
2013-07-14,12.625,19.875,7.25,,3.208,
2013-07-15,12.916,25.125,12.208,,3.333,
2013-07-16,16.021,37.25,21.23,,3.125,
2013-07-17,19.416,38.19,18.772,,3.417,
2013-07-18,14.812,31.292,16.48,,3.217,
2013-07-19,13.375,28.25,14.875,,2.708,
2013-07-20,18.458,27.771,9.312,,3.417,
2013-07-21,16.125,21.146,5.021,,3.958,
2013-07-22,18.948,31.821,12.874,,3.708,
2013-07-23,20.062,35.438,15.375,,3.333,
2013-07-24,23.022,39.282,16.261,,3.417,
2013-07-25,22.208,34.479,12.27,,3.875,
2013-07-26,19.598,29.23,9.632,,4.167,
2013-07-27,16.312,24.562,8.25,,4.696,
2013-07-28,12.125,15.792,3.667,,4.542,
2013-07-29,24.938,49.479,24.542,,4.917,
2013-07-30,22.688,43.479,20.792,,5.208,
2013-07-31,23.634,41.813,18.18,,5.667,
2013-08-01,19.333,44.479,25.146,,5.042,
2013-08-02,12.562,27.062,14.5,,3.917,
2013-08-03,9.417,20.958,11.542,,3.333,
2013-08-04,10.644,15.854,5.21,,3.917,
2013-08-05,16.875,26.354,9.48,,3.217,
2013-08-06,20.166,32.978,12.812,,3.364,
2013-08-07,18.206,29.56,11.354,,3.75,
2013-08-08,20.417,33.188,12.771,,4.083,
2013-08-09,27.644,42.105,14.462,,5.917,
2013-08-10,24.604,33.208,8.604,,5.542,
2013-08-11,10.438,14.834,4.396,,4.333,
2013-08-12,14.645,25.229,10.584,,3.833,
2013-08-13,14.663,23.532,8.869,,3.958,
2013-08-14,13.23,16.917,3.688,,3.696,
2013-08-15,13.438,17.542,4.104,,3.958,
2013-08-16,12.146,16.833,4.688,,3.542,
2013-08-17,11.562,16.73,5.167,,3.167,
2013-08-18,9.449,15.234,5.784,,2.833,
2013-08-19,15.584,28.562,12.979,,3.0,
2013-08-20,15.834,33.979,18.146,,2.708,
2013-08-21,20.388,37.324,16.935,,3.5,
2013-08-22,21.608,36.761,15.152,,3.667,
2013-08-23,19.021,35.896,16.875,,3.522,
2013-08-24,18.812,39.771,20.958,,4.083,
2013-08-25,13.666,23.979,10.312,,3.958,
2013-08-26,17.979,33.771,15.792,,4.083,
2013-08-27,18.712,38.669,19.958,,3.917,
2013-08-28,23.73,40.021,16.292,,4.833,
2013-08-29,24.334,37.042,12.708,,4.792,
2013-08-30,18.917,36.021,17.104,,3.458,
2013-08-31,12.69,28.991,16.302,,3.417,
2013-09-01,13.438,20.916,7.479,,4.304,
2013-09-02,19.042,57.729,38.688,,4.875,
2013-09-03,15.145,38.562,23.417,,3.208,
2013-09-04,17.152,32.066,14.913,,3.042,
2013-09-05,19.538,39.989,20.451,,3.167,
2013-09-06,14.666,32.625,17.958,,2.792,
2013-09-07,13.334,26.188,12.854,,3.5,
2013-09-08,10.688,19.312,8.625,,3.417,
2013-09-09,17.176,32.178,15.0,,3.125,
2013-09-10,14.542,24.562,10.02,,2.957,
2013-09-11,24.958,36.812,11.855,,4.167,
2013-09-12,25.916,40.875,14.958,,4.708,
2013-09-13,23.938,39.104,15.166,,4.667,
2013-09-14,13.77,22.526,8.756,,3.167,
2013-09-15,4.375,8.48,4.104,,1.458,
2013-09-16,7.562,16.396,8.834,,2.208,
2013-09-17,18.062,35.625,17.562,,2.833,
2013-09-18,14.748,26.502,11.754,,2.833,
2013-09-19,22.13,39.913,17.783,,3.652,
2013-09-20,23.104,36.771,13.666,,3.542,
2013-09-21,20.604,30.334,9.729,,4.083,
2013-09-22,9.584,13.604,4.02,,3.458,
2013-09-23,12.013,17.166,5.153,,3.333,
2013-09-24,18.354,30.521,12.166,,3.458,
2013-09-25,16.208,30.02,13.812,,3.292,
2013-09-26,9.562,19.146,9.584,,2.333,
2013-09-27,19.367,34.524,15.157,,2.875,
2013-09-28,13.5,20.417,6.917,,2.435,
2013-09-29,9.583,13.521,3.938,,2.417,
2013-09-30,19.208,28.542,9.333,,2.917,
2013-10-01,19.896,36.834,16.938,,3.083,
2013-10-02,19.991,36.108,16.118,,3.167,
2013-10-03,12.334,24.334,12.0,,2.5,
2013-10-04,19.562,36.271,16.708,,3.333,
2013-10-05,19.812,31.521,11.708,,3.833,
2013-10-06,8.666,12.954,4.289,,2.333,
2013-10-07,14.208,27.417,13.208,,2.696,
2013-10-08,16.417,30.688,14.27,,2.917,
2013-10-09,22.958,45.417,22.458,,3.375,
2013-10-10,21.562,36.562,15.0,,3.615,
2013-10-11,18.818,38.759,19.94,,3.25,
2013-10-12,16.042,30.479,14.438,,3.75,
2013-10-13,11.771,18.25,6.479,,2.958,
2013-10-14,12.396,17.771,5.375,,3.0,
2013-10-15,22.47,39.34,16.872,,3.292,
2013-10-16,9.958,21.542,11.584,,2.435,
2013-10-17,17.37,37.304,19.934,,2.792,
2013-10-18,23.396,45.792,22.396,,3.917,
2013-10-19,18.875,34.896,16.021,,3.625,
2013-10-20,11.949,19.956,8.006,,3.417,
2013-10-21,19.479,48.479,29.0,,4.25,
2013-10-22,17.875,46.125,28.25,,3.708,
2013-10-23,18.562,35.25,16.688,,3.083,
2013-10-24,19.685,35.062,15.377,,2.792,
2013-10-25,14.438,24.979,10.542,,2.609,
2013-10-26,11.479,22.834,11.355,,3.75,
2013-10-27,10.458,18.75,8.292,,3.292,
2013-10-28,19.625,35.729,16.105,,3.542,
2013-10-29,26.894,50.289,23.395,,4.542,
2013-10-30,23.566,54.326,30.76,,4.625,
2013-10-31,25.917,48.896,22.979,,5.708,
2013-11-01,22.896,43.396,20.5,,4.833,
2013-11-02,23.448,36.98,13.532,,5.167,
2013-11-03,19.354,25.979,6.625,,6.043,
2013-11-04,14.938,24.812,9.875,,5.5,
2013-11-05,22.375,48.416,26.042,,4.792,
2013-11-06,27.542,47.646,20.104,,5.208,
2013-11-07,25.956,46.96,21.004,,4.5,
2013-11-08,25.084,53.75,28.666,,4.375,
2013-11-09,21.312,39.334,18.021,,4.375,
2013-11-10,17.0,27.604,10.604,,4.125,
2013-11-11,15.383,37.298,21.915,,2.917,
2013-11-12,20.208,50.792,30.584,,4.0,
2013-11-13,17.13,44.435,27.304,,3.833,
2013-11-14,21.542,42.0,20.458,,4.0,
2013-11-15,25.542,53.75,28.208,,4.5,
2013-11-16,23.991,48.557,24.566,,5.625,
2013-11-17,16.688,27.584,10.895,,5.208,
2013-11-18,18.5,38.416,19.916,,3.792,
2013-11-19,17.167,37.375,20.208,,3.417,
2013-11-20,22.125,47.978,25.854,,3.917,
2013-11-21,26.0,58.542,32.542,,4.565,
2013-11-22,23.938,58.208,34.27,,4.708,
2013-11-23,22.333,42.958,20.625,,4.708,
2013-11-24,20.625,33.208,12.584,,5.833,
2013-11-25,31.289,68.108,36.818,,5.667,
2013-11-26,18.792,39.604,20.812,,3.5,
2013-11-27,28.674,58.609,29.934,,4.708,
2013-11-28,16.521,39.75,23.229,,4.0,
2013-11-29,22.554,58.951,36.396,,4.042,
2013-11-30,26.25,49.375,23.125,,4.304,
2013-12-01,24.25,38.958,14.708,,5.167,
2013-12-02,33.938,67.188,33.25,,6.375,
2013-12-03,32.0,66.396,34.396,,5.292,
2013-12-04,31.411,69.774,38.364,,5.625,
2013-12-05,38.458,84.73,46.271,,6.958,
2013-12-06,27.625,60.688,33.062,,6.542,
