date,NO2_mean,NOX_mean,NO_mean,SPM_mean,PM25_mean,SO2_mean,CO_mean
2012-03-05,18.084,33.948,15.865,7.323,2.5,2.583,4.25
2012-03-06,16.708,29.708,13.0,16.823,12.0,3.458,4.083
2012-03-07,24.137,42.684,18.546,19.062,12.875,4.25,4.955
2012-03-08,19.896,38.708,18.812,11.042,4.792,3.875,4.5
2012-03-09,10.823,19.823,9.0,5.708,4.667,2.5,3.042
2012-03-10,11.198,21.365,10.167,5.542,5.042,2.292,2.792
2012-03-11,12.979,26.062,13.083,6.406,7.0,2.5,2.917
2012-03-12,21.885,39.198,17.312,14.958,7.583,2.833,4.0
2012-03-13,19.906,37.062,17.156,12.333,3.583,2.833,4.833
2012-03-14,12.379,24.298,11.919,9.635,7.0,3.043,3.318
2012-03-15,12.948,21.771,8.823,11.729,7.583,3.083,3.083
2012-03-16,10.5,18.375,7.875,14.927,10.792,3.042,3.375
2012-03-17,13.49,22.156,8.667,14.906,8.042,4.25,3.5
2012-03-18,34.875,67.511,32.635,24.125,11.958,6.292,7.125
2012-03-19,13.729,23.188,9.458,11.51,4.417,3.167,3.542
2012-03-20,12.062,20.865,8.802,9.698,4.208,2.833,3.333
2012-03-21,12.216,24.31,12.094,9.97,2.889,2.958,3.455
2012-03-22,15.864,27.927,12.062,9.084,10.5,3.417,4.042
2012-03-23,8.562,16.448,7.885,10.677,12.083,3.083,3.375
2012-03-24,11.177,22.136,10.958,8.99,8.708,2.583,3.708
2012-03-25,19.636,37.625,17.99,11.51,10.0,3.292,4.75
2012-03-26,12.698,24.427,11.729,9.636,9.958,3.0,4.0
2012-03-27,14.219,24.334,10.114,13.688,12.208,3.417,4.292
2012-03-28,17.751,28.188,10.437,18.148,14.375,4.042,4.4
2012-03-29,10.958,19.625,8.666,14.552,11.167,3.542,3.692
2012-03-30,9.552,17.364,7.812,9.375,10.5,3.0,3.458
2012-03-31,8.198,15.281,7.084,11.417,6.917,2.792,3.417
2012-04-01,7.229,14.292,7.062,5.917,,2.833,3.0
2012-04-02,10.802,20.552,9.75,12.74,,2.792,4.042
2012-04-03,21.854,33.344,11.49,16.25,,3.375,4.708
2012-04-04,10.708,18.073,7.364,11.875,,2.5,3.542
2012-04-05,8.237,15.538,7.301,16.465,,3.042,3.364
2012-04-06,13.708,25.625,11.917,15.229,,3.042,4.5
2012-04-07,10.802,22.969,12.167,5.208,,2.167,3.75
2012-04-08,13.542,23.021,9.479,16.677,,2.833,4.292
2012-04-09,12.573,20.833,8.26,14.823,,2.583,4.708
2012-04-10,17.896,30.562,12.667,34.229,,3.875,5.0
2012-04-11,14.135,22.104,7.969,28.031,,3.292,4.375
2012-04-12,11.789,21.399,9.61,8.181,,1.609,3.375
2012-04-13,12.094,21.146,9.052,9.85,,0.6,3.429
2012-04-14,19.708,30.75,11.042,15.146,,,4.542
2012-04-15,17.864,26.021,8.156,19.198,,,4.167
2012-04-16,18.979,31.198,12.219,18.104,,4.667,6.0
2012-04-17,17.708,32.344,14.636,12.084,,2.625,5.042
2012-04-18,16.615,30.479,13.864,16.771,,3.125,5.042
2012-04-19,16.562,29.186,12.624,14.762,,2.917,5.143
2012-04-20,15.188,25.417,10.229,13.229,,3.208,3.875
2012-04-21,13.344,21.844,8.5,13.281,,3.333,3.833
2012-04-22,11.594,17.802,6.208,14.719,,4.208,3.125
2012-04-23,16.333,27.219,10.886,8.677,,4.375,3.833
2012-04-24,15.26,26.677,11.416,11.208,,2.292,3.917
2012-04-25,10.02,16.625,6.604,10.25,,2.458,3.75
2012-04-26,8.784,13.847,5.064,10.344,,3.958,3.318
2012-04-27,9.136,15.584,6.448,8.021,,3.5,3.333
2012-04-28,15.844,24.333,8.49,15.542,,5.0,3.958
2012-04-29,10.333,15.844,5.51,25.084,,4.667,3.375
2012-04-30,14.885,22.625,7.74,35.302,,5.167,4.167
2012-05-01,16.25,23.979,7.729,27.417,,7.333,4.417
2012-05-02,12.404,20.136,7.733,24.698,,4.5,3.857
2012-05-03,5.0,8.219,3.219,10.125,,3.875,2.125
2012-05-04,8.323,13.0,4.677,7.312,,3.042,2.833
2012-05-05,10.74,19.938,9.198,5.375,,2.5,3.458
2012-05-06,8.188,13.677,5.49,12.396,,3.5,3.292
2012-05-07,12.26,21.208,8.948,9.021,,2.875,4.042
2012-05-08,14.198,24.406,10.208,15.823,,3.5,4.0
2012-05-09,10.375,19.354,8.979,11.614,,2.542,3.625
2012-05-10,10.412,20.352,9.94,8.778,,2.45,3.5
2012-05-11,7.604,13.386,5.781,5.906,,2.625,3.292
2012-05-12,7.292,12.386,5.094,6.886,,2.375,2.958
2012-05-13,7.479,13.25,5.771,12.146,,3.542,3.083
2012-05-14,10.625,17.781,7.156,10.374,,3.083,3.5
2012-05-15,18.5,35.688,17.187,18.146,,3.083,5.292
2012-05-16,13.906,26.906,13.0,13.75,,2.333,4.583
2012-05-17,9.52,15.829,6.308,11.366,,2.625,3.455
2012-05-18,11.563,18.854,7.291,18.958,,2.542,4.042
2012-05-19,8.406,15.458,7.052,5.948,,2.5,3.625
2012-05-20,7.74,13.125,5.386,7.136,,2.875,3.25
2012-05-21,13.792,21.5,7.708,16.448,,3.583,4.708
2012-05-22,14.625,22.75,8.125,18.125,,4.542,3.958
2012-05-23,16.532,27.542,11.01,19.937,,4.542,3.542
2012-05-24,9.596,16.068,6.472,17.003,,4.333,3.429
2012-05-25,10.5,16.76,6.26,20.208,,3.625,3.292
2012-05-26,7.417,12.718,5.302,16.5,,3.333,3.833
2012-05-27,5.729,11.448,5.719,4.198,,3.042,2.667
2012-05-28,9.573,17.333,7.76,7.51,,3.792,3.083
2012-05-29,11.0,21.208,10.208,6.386,,3.208,3.417
2012-05-30,8.906,16.823,7.916,9.156,,2.333,3.0
2012-05-31,6.472,11.2,4.728,8.751,,3.0,2.111
2012-06-01,8.927,15.906,6.979,15.073,,2.625,3.538
2012-06-02,6.854,11.042,4.188,14.177,,3.042,2.583
2012-06-03,6.896,10.906,4.011,13.292,,3.375,2.75
2012-06-04,8.813,14.719,5.906,15.052,,4.042,2.917
2012-06-05,14.031,22.958,8.927,18.771,,5.417,3.583
2012-06-06,15.812,27.26,11.448,22.469,,4.958,4.292
2012-06-07,10.288,17.695,7.407,24.042,,3.652,3.273
2012-06-08,10.084,17.219,7.136,20.76,,3.458,3.333
2012-06-09,6.948,11.708,4.76,11.104,,3.708,2.625
2012-06-10,7.688,13.667,5.979,7.771,,2.667,2.708
2012-06-11,7.708,16.75,9.042,10.375,,2.667,2.583
2012-06-12,9.281,16.208,6.927,9.51,,2.875,2.5
2012-06-13,9.125,15.906,6.781,10.24,,3.083,3.458
2012-06-14,9.069,18.242,9.174,11.945,,2.917,2.955
2012-06-15,10.062,17.51,7.448,14.51,,2.958,2.708
2012-06-16,10.916,19.042,8.125,11.208,,3.917,3.083
2012-06-17,7.302,13.729,6.427,6.906,,2.208,2.875
2012-06-18,9.573,18.615,9.042,11.208,,1.833,3.083
2012-06-19,11.0,19.156,8.156,13.979,,2.5,2.958
2012-06-20,7.052,11.594,4.542,3.636,,2.042,2.042
2012-06-21,9.171,15.758,6.587,3.472,,2.958,2.409
2012-06-22,11.271,22.74,11.469,7.166,,2.375,3.208
2012-06-23,7.344,17.625,10.281,4.802,,2.292,3.375
2012-06-24,5.688,12.562,6.875,4.49,,2.042,2.458
2012-06-25,8.26,17.635,9.375,9.646,,2.125,2.625
2012-06-26,10.573,20.385,9.812,11.562,,3.0,2.833
2012-06-27,10.698,19.468,8.771,14.604,,3.083,3.083
2012-06-28,13.361,24.168,10.808,14.693,,3.75,4.048
2012-06-29,13.875,21.427,7.552,25.584,,4.5,3.667
2012-06-30,11.427,18.375,6.948,16.99,,4.0,3.625
2012-07-01,6.416,11.458,5.042,8.094,,4.542,2.417
2012-07-02,9.51,20.844,11.333,8.76,,4.167,2.917
2012-07-03,10.302,19.927,9.625,9.125,,3.417,2.917
2012-07-04,9.396,17.406,8.01,12.427,,3.542,2.75
2012-07-05,12.334,23.812,11.478,15.6,,3.364,3.682
2012-07-06,9.698,16.729,7.031,11.646,,2.208,3.542
2012-07-07,6.781,12.896,6.114,15.615,,2.417,3.0
2012-07-08,5.677,10.0,4.323,15.916,,2.5,2.75
2012-07-09,9.771,21.136,11.364,15.386,,2.375,3.5
2012-07-10,7.208,16.114,8.906,4.375,,2.0,3.125
2012-07-11,9.927,18.844,8.916,12.135,,2.625,3.208
2012-07-12,10.712,21.632,10.919,13.334,,2.0,2.955
2012-07-13,7.469,16.844,9.375,7.99,,1.75,2.958
2012-07-14,6.094,16.396,10.302,3.25,,1.792,3.0
2012-07-15,6.76,13.74,6.979,6.666,,2.542,3.167
2012-07-16,7.312,13.468,6.156,13.958,,2.417,2.875
2012-07-17,7.021,14.75,7.729,8.729,,2.625,2.792
2012-07-18,8.552,15.844,7.292,16.052,,3.625,3.375
2012-07-19,5.454,14.148,8.693,6.662,,2.583,2.619
2012-07-20,8.5,17.136,8.635,8.594,,3.542,3.042
2012-07-21,7.531,14.771,7.239,11.229,,3.5,2.75
2012-07-22,6.198,11.896,5.698,12.073,,2.833,2.375
2012-07-23,7.77,14.74,6.969,11.833,,3.542,2.625
2012-07-24,11.5,19.927,8.427,16.75,,3.417,3.125
2012-07-25,9.974,17.798,7.825,16.072,,2.958,3.045
2012-07-26,5.834,10.677,4.844,13.854,,2.375,2.333
2012-07-27,9.636,19.281,9.646,18.563,,3.583,3.625
2012-07-28,8.166,16.125,7.958,25.427,,3.125,3.625
2012-07-29,6.916,11.74,4.823,18.594,,3.333,3.375
2012-07-30,11.344,20.24,8.896,27.396,,6.125,3.583
2012-07-31,9.531,17.104,7.573,24.958,,3.542,3.0
2012-08-01,8.646,19.75,11.104,12.156,,2.833,3.375
2012-08-02,6.64,16.69,10.05,6.647,,2.348,3.619
2012-08-03,7.656,15.521,7.864,12.323,,2.583,2.833
2012-08-04,8.635,16.073,7.438,13.344,,2.958,3.375
2012-08-05,7.906,15.771,7.865,13.156,,2.375,3.167
2012-08-06,7.125,16.177,9.052,7.166,,1.958,2.958
2012-08-07,6.875,14.396,7.521,4.604,,2.25,3.5
2012-08-08,7.385,16.896,9.51,6.677,,2.25,3.5
2012-08-09,9.322,16.464,7.142,11.188,,3.0,4.0
2012-08-10,10.552,20.927,10.375,13.875,,3.458,3.375
2012-08-11,7.386,14.281,6.896,17.448,,3.125,3.208
2012-08-12,8.875,16.25,7.375,19.198,,3.708,4.5
2012-08-13,9.823,19.208,9.385,20.021,,2.375,4.5
2012-08-14,7.594,15.958,8.365,11.083,,2.792,4.5
2012-08-15,9.729,17.584,7.854,13.76,,4.375,4.292
2012-08-16,8.683,17.4,8.718,10.479,,1.542,4.091
2012-08-17,7.812,12.802,4.99,6.916,,2.042,3.458
2012-08-18,7.49,14.792,7.302,12.354,,2.583,3.875
2012-08-19,8.437,14.854,6.417,15.562,,3.958,3.542
2012-08-20,12.218,28.25,16.031,16.688,,3.333,4.458
2012-08-21,8.917,19.646,10.729,16.906,,2.708,3.708
2012-08-22,8.26,15.688,7.427,13.219,,3.333,3.0
2012-08-23,8.519,18.836,10.317,10.719,,3.167,3.727
2012-08-24,9.323,18.427,9.104,10.531,,2.917,3.792
2012-08-25,8.458,15.469,7.01,20.136,,2.75,3.5
2012-08-26,7.146,13.854,6.708,16.312,,3.25,3.375
2012-08-27,5.75,11.75,6.0,11.0,,2.5,2.167
2012-08-28,6.49,13.427,6.938,9.104,9.111,2.792,2.333
2012-08-29,7.219,13.99,6.771,14.115,12.909,3.083,2.833
2012-08-30,7.45,14.924,7.473,16.361,12.792,3.043,2.955
2012-08-31,7.885,15.604,7.719,10.688,9.542,3.0,3.455
2012-09-01,8.521,18.312,9.792,12.771,10.875,2.667,3.458
2012-09-02,5.698,11.958,6.26,8.614,8.042,3.167,2.792
2012-09-03,8.177,18.438,10.26,10.198,8.0,3.083,3.292
2012-09-04,7.146,18.386,11.24,6.864,6.333,2.542,3.25
2012-09-05,6.927,14.958,8.031,6.552,5.5,2.458,2.625
2012-09-06,9.312,20.51,11.198,8.565,6.75,2.042,3.476
2012-09-07,7.4,15.323,7.923,6.323,6.083,1.917,3.042
2012-09-08,10.708,20.396,9.688,9.948,9.542,2.708,3.75
2012-09-09,9.292,19.188,9.896,8.063,5.458,0.5,3.5
2012-09-10,11.937,25.136,13.198,10.719,8.667,3.308,4.292
2012-09-11,11.292,22.552,11.26,9.448,9.042,3.167,4.208
2012-09-12,8.771,18.385,9.614,10.708,8.083,3.417,3.792
2012-09-13,10.051,22.401,12.35,7.927,6.708,4.208,3.864
2012-09-14,10.021,19.062,9.042,13.25,11.125,4.292,3.833
2012-09-15,10.5,19.344,8.844,15.427,12.417,4.583,3.958
2012-09-16,7.562,15.344,7.781,8.802,6.5,3.083,3.75
2012-09-17,7.917,15.75,7.833,9.771,8.042,3.542,3.208
2012-09-18,9.031,18.59,9.558,14.333,10.875,4.542,3.167
2012-09-19,11.858,24.846,12.988,13.846,8.958,3.211,3.583
2012-09-20,9.644,18.917,9.274,9.783,6.409,2.6,3.125
2012-09-21,13.115,27.448,14.333,7.148,6.042,3.846,4.091
2012-09-22,11.823,21.052,9.229,10.136,8.958,3.625,3.75
2012-09-23,11.49,19.781,8.292,9.364,8.417,3.0,3.375
2012-09-24,12.083,24.073,11.99,9.073,7.667,2.708,3.833
2012-09-25,14.656,27.052,12.396,7.448,6.792,2.917,4.042
2012-09-26,11.875,25.656,13.781,4.844,2.667,2.333,3.75
2012-09-27,13.049,25.59,12.541,4.744,5.435,2.0,3.818
2012-09-28,11.698,21.083,9.386,4.5,5.833,1.792,4.292
2012-09-29,14.052,27.031,12.979,6.01,6.458,1.875,4.333
2012-09-30,12.032,22.646,10.614,9.052,9.5,1.292,3.917
2012-10-01,10.323,18.531,8.208,7.75,6.5,1.875,3.333
2012-10-02,11.719,25.636,13.917,4.406,4.708,1.833,4.125
2012-10-03,15.188,33.771,18.583,6.854,8.083,1.625,4.792
2012-10-04,13.225,29.52,16.295,6.134,7.875,1.583,4.19
2012-10-05,13.625,28.864,15.239,8.0,7.958,1.917,3.875
2012-10-06,12.032,22.688,10.656,8.375,8.5,1.583,3.958
2012-10-07,7.542,15.99,8.448,4.042,3.625,1.917,3.083
2012-10-08,10.375,22.156,11.781,4.125,3.417,2.125,3.833
2012-10-09,14.864,34.594,19.729,6.375,5.5,2.056,4.708
2012-10-10,13.427,26.5,13.073,7.521,7.667,2.261,3.792
2012-10-11,12.728,23.412,10.684,5.746,5.958,3.208,3.864
2012-10-12,8.557,16.651,8.094,4.084,4.042,2.083,3.042
2012-10-13,4.291,7.125,2.833,2.364,2.708,2.042,3.083
2012-10-14,3.639,5.944,2.306,9.177,9.5,2.833,3.125
2012-10-15,9.758,19.722,9.965,8.5,7.875,2.208,3.208
2012-10-16,10.056,18.603,8.547,7.812,6.125,2.375,3.25
2012-10-17,17.688,34.771,17.084,13.042,11.792,2.25,4.75
2012-10-18,9.35,20.462,11.112,5.958,5.542,2.292,3.5
2012-10-19,9.656,19.719,10.062,6.312,7.167,2.083,3.208
2012-10-20,9.844,18.386,8.542,9.5,9.417,2.167,3.167
2012-10-21,7.406,15.583,8.177,10.0,9.833,2.083,3.125
2012-10-22,12.677,27.729,15.052,6.594,6.042,2.167,4.083
2012-10-23,10.032,19.334,9.302,11.886,8.792,2.375,3.583
2012-10-24,10.419,22.078,11.659,5.396,6.0,2.261,2.333
2012-10-25,15.927,36.198,20.271,11.594,10.042,2.5,5.154
2012-10-26,13.417,33.594,20.177,9.521,9.042,2.333,4.708
2012-10-27,20.688,47.698,27.01,11.729,10.667,2.833,5.542
2012-10-28,7.073,11.542,4.469,6.834,5.75,2.167,2.458
2012-10-29,9.417,21.136,11.719,2.094,1.667,2.043,2.875
2012-10-30,13.688,33.073,19.385,6.334,3.125,2.0,3.917
2012-10-31,11.031,25.052,14.021,2.531,1.652,1.958,3.583
2012-11-01,14.042,28.284,14.242,5.978,5.167,2.75,3.864
2012-11-02,9.688,19.229,9.542,3.625,4.0,2.583,2.75
2012-11-03,7.49,16.271,8.781,2.833,3.292,1.792,2.542
2012-11-04,5.646,10.073,4.427,5.188,4.417,2.917,1.75
2012-11-05,15.052,30.542,15.49,7.24,7.25,2.875,3.958
2012-11-06,13.792,29.073,15.281,7.292,5.75,2.167,3.75
2012-11-07,18.333,35.333,17.0,3.719,4.042,2.25,4.375
2012-11-08,20.38,45.144,24.763,6.122,4.167,2.125,5.591
2012-11-09,14.292,23.896,9.604,6.427,5.083,2.5,3.583
2012-11-10,9.489,16.74,7.25,3.031,2.958,2.375,2.958
2012-11-11,12.594,24.969,12.375,3.177,3.375,2.458,3.75
2012-11-12,13.271,28.396,15.125,5.781,5.125,2.625,4.0
2012-11-13,14.604,30.542,15.938,12.916,12.333,2.182,5.042
2012-11-14,15.458,33.375,17.917,6.667,5.542,2.071,5.0
2012-11-15,9.799,18.049,8.25,3.924,2.75,4.375,3.045
2012-11-16,12.615,27.771,15.156,3.812,2.875,1.958,3.75
2012-11-17,19.344,39.979,20.635,4.448,3.125,1.75,6.083
2012-11-18,5.812,11.469,5.656,4.25,3.625,1.958,3.0
2012-11-19,14.104,31.177,17.073,6.281,6.708,2.083,4.792
2012-11-20,13.948,29.114,15.167,8.792,8.042,2.375,3.917
2012-11-21,8.938,20.594,11.656,7.125,7.75,2.458,3.542
2012-11-22,13.9,33.709,19.809,7.156,6.0,2.739,4.905
2012-11-23,12.927,28.156,15.229,5.604,5.25,2.042,4.083
2012-11-24,9.406,21.469,12.062,5.104,6.042,2.083,3.25
2012-11-25,9.958,22.0,12.042,6.229,6.833,1.625,3.708
2012-11-26,25.51,65.406,39.896,7.729,4.958,2.167,6.625
2012-11-27,11.083,21.823,10.74,7.138,7.208,2.25,3.542
2012-11-28,14.302,32.771,18.469,5.795,5.5,2.833,4.167
2012-11-29,9.086,19.225,10.139,16.531,14.333,2.792,3.364
2012-11-30,16.479,36.958,20.479,7.594,6.875,2.583,4.292
2012-12-01,10.052,21.792,11.74,4.584,5.875,2.292,3.167
2012-12-02,12.49,27.312,14.823,4.792,6.583,2.167,3.458
2012-12-03,30.917,74.344,43.427,11.208,9.667,4.0,6.792
2012-12-04,15.25,35.25,20.0,8.927,7.833,3.417,5.208
2012-12-05,10.948,23.062,12.115,18.51,18.542,3.708,4.25
2012-12-06,11.1,20.399,9.299,7.186,3.542,3.625,2.905
2012-12-07,12.469,25.406,12.938,6.448,7.083,2.458,3.167
2012-12-08,17.677,36.771,19.094,6.438,7.0,2.667,4.25
2012-12-09,9.229,17.917,8.687,8.636,8.958,2.667,3.208
2012-12-10,10.01,18.75,8.74,6.0,3.833,3.542,2.875
2012-12-11,14.916,27.781,12.865,5.448,4.375,3.0,3.333
2012-12-12,15.531,29.604,14.073,4.125,4.458,2.842,3.5
2012-12-13,23.492,56.644,33.153,10.98,8.708,2.571,4.857
2012-12-14,17.792,37.719,19.927,33.156,31.25,7.708,6.083
2012-12-15,30.469,66.229,35.76,41.219,40.625,8.5,8.958
2012-12-16,17.146,31.635,14.49,13.416,12.167,4.042,5.125
2012-12-17,19.021,39.781,20.76,17.198,15.25,3.583,4.917
2012-12-18,17.469,32.73,15.26,6.25,4.542,2.708,3.917
2012-12-19,11.886,25.49,13.604,3.812,3.875,2.333,3.125
2012-12-20,14.035,29.149,15.114,5.906,7.25,3.13,3.455
2012-12-21,16.719,33.688,16.969,7.677,8.0,3.042,3.875
2012-12-22,14.771,27.542,12.77,10.031,9.583,4.375,4.0
2012-12-23,9.51,19.104,9.594,3.427,4.125,2.417,2.917
2012-12-24,24.708,53.406,28.698,6.614,4.292,3.917,4.042
2012-12-25,30.406,83.739,53.334,14.125,10.417,3.083,5.292
2012-12-26,10.448,22.573,12.125,6.354,6.375,3.125,3.583
2012-12-27,11.881,26.114,14.234,4.208,5.833,2.458,3.318
2012-12-28,15.312,34.386,19.073,7.292,7.5,2.917,4.375
2012-12-29,22.698,39.531,16.833,7.917,9.167,4.417,4.458
2012-12-30,17.677,29.083,11.406,7.01,3.875,3.667,4.042
2012-12-31,7.521,14.521,7.0,21.031,19.917,5.5,4.167
2013-01-01,11.569,19.736,8.166,9.021,7.167,2.708,3.5
2013-01-02,7.833,16.195,8.361,8.802,8.167,2.792,3.0
2013-01-03,11.75,25.528,13.778,6.188,6.333,2.667,3.25
2013-01-04,12.181,27.708,15.528,4.385,3.667,2.583,3.083
2013-01-05,10.708,23.25,12.542,1.75,1.625,2.083,2.708
2013-01-06,11.85,25.704,13.854,3.5,3.583,2.25,3.227
2013-01-07,17.042,39.938,22.896,8.031,8.042,2.625,4.917
2013-01-08,14.604,30.417,15.813,17.01,13.667,4.059,4.583
2013-01-09,10.658,22.441,11.783,7.116,6.636,3.429,3.375
2013-01-10,9.771,20.552,10.782,2.972,4.5,2.917,3.095
2013-01-11,10.333,20.948,10.614,3.281,4.833,2.542,3.25
2013-01-12,11.334,22.01,10.677,4.927,5.792,2.708,3.208
2013-01-13,10.76,22.583,11.823,2.458,3.292,2.208,2.708
2013-01-14,11.802,25.417,13.615,2.344,3.542,2.708,3.208
2013-01-15,17.24,34.969,17.729,4.094,4.667,2.5,3.917
2013-01-16,14.176,27.351,13.174,3.364,3.583,2.565,3.636
2013-01-17,23.302,52.531,29.229,5.969,3.333,2.667,3.75
2013-01-18,39.806,100.431,60.625,14.562,12.208,4.958,6.917
2013-01-19,17.656,32.646,14.99,5.875,4.417,2.708,3.417
2013-01-20,32.215,81.626,49.411,13.434,8.087,3.261,5.167
2013-01-21,22.364,54.542,32.177,8.594,6.75,2.25,4.417
2013-01-22,13.594,30.958,17.364,6.886,7.083,2.583,3.667
2013-01-23,21.583,48.464,26.88,6.503,5.5,3.375,4.429
2013-01-24,27.729,55.76,28.032,15.302,12.292,3.75,4.667
2013-01-25,17.136,30.604,13.468,41.74,31.75,5.792,5.625
2013-01-26,15.625,25.448,9.823,18.74,14.583,4.708,3.958
2013-01-27,13.635,28.25,14.614,3.875,5.042,3.5,3.667
2013-01-28,16.646,33.292,16.646,12.052,9.625,3.917,3.875
2013-01-29,14.292,29.864,15.573,8.074,8.0,3.792,4.0
2013-01-30,18.367,32.787,14.42,14.184,10.292,4.625,4.182
2013-01-31,10.51,21.479,10.969,12.222,11.458,3.5,3.542
2013-02-01,12.292,26.0,13.708,5.51,6.25,3.125,3.167
2013-02-02,23.92,45.377,21.457,9.198,7.792,4.833,5.13
2013-02-03,12.083,26.781,14.698,9.655,7.083,3.292,3.542
2013-02-04,14.854,30.083,15.229,4.74,5.708,2.929,3.5
2013-02-05,17.406,37.49,20.083,4.229,4.917,2.708,3.625
2013-02-06,12.074,25.785,13.711,3.917,4.333,2.833,3.381
2013-02-07,12.854,29.719,16.864,3.625,4.458,2.792,3.5
2013-02-08,33.386,67.833,34.448,11.167,11.458,5.792,5.292
2013-02-09,29.49,51.927,22.438,9.875,8.708,4.708,5.5
2013-02-10,21.667,46.312,24.646,5.198,3.958,2.833,4.75
2013-02-11,17.073,34.438,17.365,4.656,2.667,2.417,3.458
2013-02-12,20.375,44.385,24.01,6.74,4.667,2.792,4.417
2013-02-13,12.848,26.49,13.642,4.354,2.545,2.304,3.318
2013-02-14,13.167,27.292,14.125,6.271,5.083,3.25,3.792
2013-02-15,34.073,65.052,30.979,13.938,12.917,4.667,5.792
2013-02-16,10.406,17.667,7.26,4.531,4.292,2.208,2.917
2013-02-17,7.677,13.417,5.74,9.188,7.917,2.083,2.958
2013-02-18,10.062,17.917,7.854,15.594,12.583,3.042,3.458
2013-02-19,9.684,18.198,8.514,3.625,2.833,2.5,2.792
2013-02-20,12.698,25.146,12.448,4.0,4.292,2.833,3.545
2013-02-21,13.177,26.073,12.896,5.313,4.583,2.458,3.542
2013-02-22,18.469,44.003,25.534,6.141,3.958,3.792,4.304
2013-02-23,14.698,28.771,14.073,5.917,5.5,2.625,3.583
2013-02-24,27.74,54.854,27.114,15.354,10.0,3.875,5.5
2013-02-25,31.698,61.417,29.719,24.406,21.25,4.792,5.708
2013-02-26,27.386,48.469,21.083,25.635,19.208,4.75,6.542
2013-02-27,46.562,80.231,33.67,49.833,41.125,7.417,8.857
2013-02-28,14.25,24.0,9.75,14.677,11.75,3.667,3.917
2013-03-01,11.25,20.917,9.667,7.156,4.458,3.25,3.375
2013-03-02,7.896,14.677,6.781,6.531,5.042,3.0,2.875
2013-03-03,11.156,21.553,10.396,10.594,9.417,3.125,3.5
2013-03-04,13.646,23.875,10.229,11.754,9.708,3.292,3.875
2013-03-05,21.312,39.49,18.177,14.521,10.125,3.522,4.625
2013-03-06,9.47,17.479,8.009,7.61,6.417,2.667,2.81
2013-03-07,10.052,19.583,9.531,5.636,4.542,2.458,2.958
2013-03-08,9.302,17.625,8.323,7.614,6.083,2.375,3.125
2013-03-09,10.271,17.26,6.99,11.052,8.917,3.167,3.375
2013-03-10,13.802,24.896,11.094,6.448,5.458,3.292,3.458
2013-03-11,19.844,39.698,19.854,5.927,5.792,3.542,4.167
2013-03-12,23.896,41.271,17.375,7.562,6.125,4.375,5.042
2013-03-13,23.202,38.875,15.674,6.344,5.708,4.348,4.905
2013-03-14,11.146,17.792,6.646,6.031,5.208,3.5,3.042
2013-03-15,12.521,22.625,10.104,6.771,5.208,2.958,3.792
2013-03-16,16.323,24.302,7.979,20.844,17.0,3.5,4.292
2013-03-17,15.886,27.864,11.979,14.521,10.917,3.833,4.25
2013-03-18,21.302,33.062,11.76,15.063,11.125,3.75,4.458
2013-03-19,16.157,29.973,13.816,8.936,7.783,2.958,4.273
2013-03-20,21.635,35.26,13.625,10.052,9.583,4.333,4.125
2013-03-21,9.01,14.458,5.448,6.854,6.042,2.375,2.667
2013-03-22,13.531,24.615,11.083,6.552,5.75,2.25,3.708
2013-03-23,12.396,21.115,8.719,6.604,5.125,2.542,3.458
2013-03-24,26.625,45.875,19.25,21.438,14.917,4.042,4.667
2013-03-25,33.938,47.823,13.885,56.208,45.333,5.375,7.042
2013-03-26,27.344,45.885,18.542,62.552,51.417,5.417,7.375
2013-03-27,32.086,46.839,14.753,50.208,40.042,5.792,6.545
2013-03-28,21.021,29.51,8.49,36.125,26.292,4.625,4.542
2013-03-29,16.677,26.76,10.084,24.25,17.5,4.625,4.458
2013-03-30,17.51,27.24,9.729,14.917,9.583,3.792,4.458
2013-03-31,9.979,18.385,8.406,10.271,7.125,2.583,3.292
2013-04-01,9.386,16.594,7.209,16.011,15.0,3.375,3.333
2013-04-02,25.708,42.26,16.552,20.614,19.583,4.292,6.0
2013-04-03,30.74,49.156,18.417,23.552,19.083,5.833,6.292
2013-04-04,10.461,18.273,7.812,18.722,12.125,3.292,3.5
2013-04-05,16.448,27.864,11.417,17.406,10.875,3.375,3.833
2013-04-06,20.25,31.469,11.219,20.76,11.208,4.667,4.583
2013-04-07,10.948,18.198,7.25,4.479,2.042,1.875,3.375
2013-04-08,7.386,14.937,7.552,3.688,2.833,1.875,2.833
2013-04-09,12.177,21.364,9.188,14.573,11.0,3.167,3.5
2013-04-10,10.636,18.979,8.344,9.844,9.833,2.792,3.583
2013-04-11,12.798,23.094,10.295,13.719,9.75,2.522,3.381
2013-04-12,10.438,19.958,9.521,8.354,8.917,1.917,3.333
2013-04-13,8.823,15.552,6.729,12.917,10.833,2.625,3.042
2013-04-14,7.76,12.115,4.354,15.115,12.167,2.917,3.292
2013-04-15,9.312,17.521,8.208,22.208,13.958,2.458,3.292
2013-04-16,11.364,18.958,7.594,19.427,10.917,3.0,3.375
2013-04-17,13.531,23.719,10.187,11.156,7.375,2.208,3.667
2013-04-18,10.822,18.596,7.774,12.76,11.13,2.333,3.476
2013-04-19,12.802,23.812,11.01,8.646,6.917,1.958,3.792
