date,HUM_max,HUM_mean,HUM_min,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,NO2_mean,NOX_mean,NO_mean,PM25_mean
2013-01-12,80.0,54.417,37.0,1.708,20.292,10.7,5.888,-0.4,6.875,7.792,0.917,16.542
2013-01-13,69.0,48.292,33.0,1.261,12.229,9.1,4.854,-0.3,3.522,3.609,0.087,10.083
2013-01-14,62.0,47.833,29.0,1.375,7.792,9.5,3.183,-1.6,9.958,10.75,0.792,4.333
2013-01-15,75.0,57.583,49.0,2.458,17.667,6.7,3.446,0.1,23.125,29.458,6.333,12.292
2013-01-16,76.0,55.375,30.0,1.125,8.584,12.3,5.312,-1.5,11.583,13.0,1.417,3.875
2013-01-17,77.0,57.0,41.0,0.833,7.527,11.2,5.988,1.3,7.208,7.708,0.5,6.25
2013-01-18,61.0,47.75,32.0,2.917,21.438,11.2,5.512,0.9,10.542,11.667,1.125,19.0
2013-01-19,77.0,51.708,38.0,0.292,4.562,7.1,3.288,1.0,2.667,2.75,0.083,3.792
2013-01-20,81.0,56.0,38.0,3.217,18.604,8.3,4.037,-2.7,15.864,18.455,2.591,13.696
2013-01-21,87.0,66.417,44.0,1.833,26.73,10.1,5.546,1.4,11.167,11.833,0.667,21.167
2013-01-22,70.0,55.917,39.0,1.917,11.48,9.4,4.654,1.7,6.417,6.708,0.292,8.583
2013-01-23,76.0,55.833,36.0,1.208,10.916,11.9,4.8,-0.8,8.75,9.833,1.083,10.167
2013-01-24,81.0,65.125,37.0,2.25,22.098,13.2,3.617,-3.1,22.13,31.348,9.217,16.25
2013-01-25,82.0,66.25,42.0,3.417,41.396,13.1,6.796,0.1,25.375,38.917,13.542,30.875
2013-01-26,93.0,64.625,40.0,0.958,27.688,12.5,6.812,1.3,12.417,16.542,4.125,20.417
2013-01-27,73.0,45.792,23.0,0.957,8.25,10.5,2.946,-2.0,6.522,7.957,1.435,4.917
2013-01-28,82.0,61.417,36.0,3.125,24.625,13.8,5.704,-3.6,20.875,37.167,16.292,18.917
2013-01-29,77.0,51.958,25.0,1.083,16.105,14.0,7.379,1.2,10.125,11.5,1.375,13.292
2013-01-30,90.0,83.708,73.0,1.042,30.938,6.6,4.121,1.6,31.5,57.625,26.125,20.292
2013-01-31,98.0,59.458,33.0,0.667,22.25,13.1,8.079,2.8,10.417,15.167,4.75,14.5
2013-02-01,83.0,61.708,35.0,2.333,19.646,14.6,6.117,-1.5,20.917,27.917,7.0,12.583
2013-02-02,90.0,85.792,79.0,1.125,43.688,13.1,8.175,3.9,23.583,30.458,6.875,25.417
2013-02-03,97.0,84.917,72.0,1.739,39.792,14.1,10.083,4.5,22.391,36.696,14.304,21.083
2013-02-04,74.0,53.583,39.0,0.667,6.208,12.8,7.492,1.2,4.875,5.25,0.375,3.25
2013-02-05,58.0,43.042,34.0,0.667,4.441,6.5,1.858,-0.8,2.783,3.0,0.217,2.87
2013-02-06,53.0,39.958,30.0,0.792,3.396,6.0,2.308,-1.2,4.125,4.417,0.292,2.333
2013-02-07,79.0,42.917,26.0,1.458,7.729,8.7,4.154,-0.1,7.958,8.625,0.667,4.333
2013-02-08,91.0,84.875,67.0,0.167,12.75,4.7,2.15,0.6,17.5,18.833,1.333,8.5
2013-02-09,66.0,56.083,43.0,0.208,5.084,11.4,6.446,3.4,3.875,4.0,0.125,3.583
2013-02-10,58.0,44.458,29.0,1.348,10.542,10.9,5.5,2.3,4.087,4.304,0.217,7.375
2013-02-11,55.0,42.125,25.0,1.0,5.438,10.0,3.812,-0.4,3.5,3.625,0.125,2.833
2013-02-12,62.0,48.875,32.0,1.625,8.084,12.5,5.333,-0.1,9.833,11.083,1.25,4.583
2013-02-13,74.0,50.583,29.0,1.042,4.792,11.5,5.842,0.1,6.583,6.958,0.375,3.125
2013-02-14,91.0,81.583,48.0,0.875,11.334,4.2,2.062,0.4,16.0,17.833,1.833,5.083
2013-02-15,91.0,71.75,54.0,6.667,7.438,10.2,6.212,3.4,7.792,8.0,0.208,2.083
2013-02-16,60.0,46.917,26.0,12.083,19.562,12.2,7.021,4.5,3.75,3.792,0.042,16.167
2013-02-17,77.0,56.667,47.0,2.348,30.271,12.8,5.838,-0.7,5.652,6.087,0.435,24.333
2013-02-18,49.0,43.667,39.0,0.583,10.5,7.4,4.246,2.7,3.522,3.696,0.174,10.13
2013-02-19,55.0,43.0,28.0,0.833,10.871,8.9,4.712,1.8,5.083,5.333,0.25,8.5
2013-02-20,61.0,48.458,32.0,1.792,16.104,9.8,4.717,0.8,9.708,10.708,1.0,13.083
2013-02-21,53.0,43.375,31.0,0.792,13.812,11.2,5.354,1.9,4.208,4.625,0.417,10.167
2013-02-22,52.0,43.958,32.0,0.458,7.312,11.0,4.792,0.6,3.375,3.667,0.292,5.667
2013-02-23,64.0,45.5,31.0,1.083,13.812,12.0,5.446,-1.4,6.458,7.125,0.667,11.042
2013-02-24,68.0,45.625,28.0,1.957,13.916,12.4,6.104,-0.8,11.391,12.739,1.348,11.125
2013-02-25,77.0,57.958,39.0,3.208,48.938,13.9,6.992,-0.9,16.542,19.917,3.375,41.042
2013-02-26,81.0,63.125,34.0,4.333,62.604,13.4,8.454,0.3,19.917,23.792,3.875,53.583
2013-02-27,97.0,89.583,71.0,0.958,34.792,14.3,10.4,8.8,13.458,14.333,0.875,19.417
2013-02-28,93.0,67.417,42.0,1.667,24.062,18.0,12.892,9.5,15.625,16.75,1.125,18.333
2013-03-01,87.0,70.292,54.0,3.0,47.792,15.2,11.475,9.1,26.958,32.75,5.792,36.579
2013-03-02,91.0,80.75,66.0,1.208,22.708,11.3,9.254,6.2,10.125,10.708,0.583,14.792
2013-03-03,79.0,53.708,26.0,0.739,9.375,14.0,8.167,2.0,5.609,5.826,0.217,7.208
2013-03-04,87.0,67.5,50.0,1.75,20.708,9.6,5.504,-0.6,22.042,25.458,3.417,16.458
2013-03-05,93.0,81.333,48.0,0.625,28.729,9.4,7.546,4.9,17.375,18.708,1.333,14.458
2013-03-06,67.0,44.375,28.0,0.667,7.208,9.1,4.529,1.8,3.542,3.542,0.0,11.042
2013-03-07,72.0,53.5,36.0,0.625,9.334,9.0,4.096,0.0,5.304,5.783,0.478,7.261
2013-03-08,76.0,54.25,42.0,0.583,7.583,8.6,5.112,2.2,4.25,4.625,0.375,6.042
2013-03-09,71.0,51.708,32.0,1.167,12.917,11.7,6.683,3.5,6.167,6.625,0.458,13.458
2013-03-10,73.0,60.875,52.0,0.435,6.708,6.4,3.233,1.1,3.391,3.826,0.435,3.917
2013-03-11,70.0,50.583,26.0,0.708,6.146,11.7,5.108,0.6,7.208,8.375,1.167,6.167
2013-03-12,78.0,56.625,32.0,3.917,25.458,17.6,8.554,0.0,24.917,29.917,5.0,20.625
2013-03-13,94.0,82.833,71.0,1.125,30.229,15.8,11.1,7.9,22.375,28.125,5.75,22.667
2013-03-14,69.0,51.458,39.0,0.458,5.854,11.3,7.604,4.3,2.833,2.958,0.125,5.917
2013-03-15,75.0,48.25,30.0,0.583,13.104,12.3,6.633,1.6,5.25,5.583,0.333,12.042
2013-03-16,81.0,57.792,37.0,2.708,40.521,16.9,9.262,-0.5,10.958,13.167,2.208,32.0
2013-03-17,80.0,59.917,41.0,4.783,62.166,16.6,11.408,3.5,15.826,17.435,1.609,49.667
2013-03-18,89.0,78.583,62.0,2.25,82.822,15.0,11.617,6.0,25.391,31.522,6.13,62.5
2013-03-19,79.0,58.208,29.0,1.125,23.646,18.0,11.629,7.0,7.583,8.208,0.625,18.833
2013-03-20,92.0,83.25,70.0,0.875,20.125,11.1,10.038,7.9,15.292,16.25,0.958,14.167
2013-03-21,68.0,56.5,41.0,0.042,4.0,10.6,7.458,4.6,3.083,3.125,0.042,4.292
2013-03-22,69.0,49.5,36.0,0.125,5.77,12.4,7.829,4.2,3.958,4.25,0.292,6.417
2013-03-23,71.0,49.375,25.0,1.833,16.75,17.7,10.579,4.0,9.625,10.458,0.833,15.958
2013-03-24,81.0,54.25,24.0,3.043,42.975,18.3,12.333,5.9,12.261,13.478,1.217,36.292
2013-03-25,84.0,61.542,40.0,2.75,43.75,21.7,13.488,6.2,27.333,32.833,5.5,39.375
2013-03-26,93.0,88.875,73.0,1.542,43.542,13.1,12.267,11.5,31.083,39.375,8.292,27.833
2013-03-27,97.0,75.083,54.0,1.875,27.708,21.0,14.483,10.2,18.667,24.667,6.0,16.5
2013-03-28,91.0,66.292,29.0,3.25,30.916,20.0,12.883,6.2,17.667,23.292,5.625,25.958
2013-03-29,92.0,76.917,57.0,3.0,38.104,17.8,13.492,7.7,18.833,25.667,6.833,29.458
2013-03-30,95.0,83.75,66.0,1.167,15.062,18.1,15.1,11.8,3.458,3.75,0.292,7.542
2013-03-31,70.0,53.75,37.0,0.565,19.042,17.8,12.833,9.9,5.739,6.174,0.435,16.167
2013-04-01,93.0,66.5,40.0,1.522,22.042,16.9,12.529,7.1,10.696,12.043,1.348,12.833
2013-04-02,99.0,94.0,76.0,1.375,33.042,16.9,13.467,11.4,22.625,28.292,5.667,21.375
2013-04-03,99.0,85.333,64.0,0.083,20.166,16.6,12.633,10.2,5.25,5.375,0.125,11.375
2013-04-04,93.0,67.125,31.0,1.292,27.583,23.7,15.379,10.0,11.25,12.125,0.875,19.083
2013-04-05,99.0,88.083,69.0,1.333,30.334,21.1,15.692,7.9,15.125,20.875,5.75,22.333
2013-04-06,99.0,97.25,87.0,0.208,25.5,17.7,15.892,14.8,4.375,4.917,0.542,11.167
2013-04-07,99.0,84.625,68.0,0.0,8.167,16.3,12.521,7.9,3.375,3.542,0.167,2.0
2013-04-08,77.0,52.667,36.0,0.13,13.438,17.8,11.754,7.3,5.217,5.391,0.174,3.125
2013-04-09,95.0,69.75,48.0,2.083,27.307,18.0,12.504,6.5,17.864,23.227,5.364,15.864
2013-04-10,92.0,58.833,33.0,1.042,18.708,17.8,12.067,7.3,5.75,5.75,0.0,15.958
2013-04-11,89.0,63.667,36.0,0.875,17.375,16.0,10.062,5.7,4.917,4.958,0.042,13.125
2013-04-12,99.0,69.833,40.0,0.917,19.958,17.0,9.429,2.6,9.875,11.583,1.708,15.292
2013-04-13,97.0,66.125,34.0,0.708,16.521,17.9,11.379,4.7,7.792,8.167,0.375,12.875
2013-04-14,99.0,83.833,64.0,1.417,33.208,19.3,13.329,5.1,12.25,13.75,1.5,26.25
2013-04-15,98.0,57.75,30.0,1.739,29.367,24.1,17.692,11.8,8.524,9.095,0.571,23.042
2013-04-16,99.0,77.0,38.0,2.458,28.479,20.6,15.704,8.5,15.875,18.875,3.0,19.167
2013-04-17,99.0,95.417,82.0,1.167,60.52,20.1,16.558,12.7,15.542,19.333,3.792,32.458
2013-04-18,99.0,83.583,60.0,1.083,32.938,22.8,17.321,10.4,17.25,25.458,8.208,21.75
2013-04-19,76.0,50.25,31.0,0.0,17.625,17.6,13.55,9.0,4.542,4.958,0.417,14.75
2013-04-20,99.0,63.333,37.0,0.833,22.334,14.8,11.254,6.4,10.375,11.333,0.958,15.667
2013-04-21,99.0,71.917,45.0,0.0,12.917,17.7,11.458,8.0,5.208,5.583,0.375,8.125
2013-04-22,78.0,49.542,31.0,0.087,16.562,18.6,11.8,6.5,5.043,5.13,0.087,11.292
2013-04-23,98.0,73.25,41.0,1.625,23.5,18.3,12.479,4.1,13.0,15.458,2.458,16.208
2013-04-24,99.0,96.875,85.0,1.125,28.792,17.0,15.683,14.3,4.458,4.625,0.167,12.542
2013-04-25,97.0,69.5,29.0,2.208,28.02,24.2,17.454,11.7,8.522,9.043,0.522,21.087
2013-04-26,99.0,75.833,42.0,0.833,28.875,21.5,14.662,10.3,8.75,10.542,1.792,20.417
2013-04-27,88.0,60.833,34.0,0.208,18.0,20.1,14.183,8.4,5.0,5.083,0.083,13.792
2013-04-28,85.0,55.833,26.0,0.667,18.25,22.5,15.5,9.9,6.667,7.0,0.333,12.667
2013-04-29,99.0,78.333,44.0,1.652,26.354,21.6,15.783,7.5,11.391,13.826,2.435,19.167
2013-04-30,99.0,89.167,53.0,0.458,35.834,17.8,15.729,14.1,11.792,12.5,0.708,24.333
2013-05-01,71.0,59.708,47.0,0.167,17.604,18.0,14.138,10.2,4.167,4.375,0.208,9.0
2013-05-02,73.0,57.958,40.0,0.0,6.25,17.9,12.933,9.1,2.417,2.625,0.208,2.667
2013-05-03,70.0,54.125,38.0,0.75,9.334,20.5,14.75,8.8,5.042,5.542,0.5,5.417
2013-05-04,88.0,62.417,35.0,0.917,16.208,23.8,15.708,8.1,7.958,9.208,1.25,11.208
2013-05-05,99.0,66.292,37.0,0.542,28.27,22.9,16.571,11.8,5.5,5.75,0.25,23.542
2013-05-06,99.0,67.542,37.0,2.087,34.562,25.6,17.9,9.1,9.478,11.783,2.304,27.083
2013-05-07,70.0,52.292,32.0,0.083,11.875,21.7,16.079,11.8,3.417,3.792,0.375,9.042
2013-05-08,70.0,48.5,29.0,0.625,8.595,23.4,16.375,9.4,6.391,7.043,0.652,5.182
2013-05-09,99.0,73.167,22.0,2.875,20.584,24.3,17.192,8.4,14.875,16.833,1.958,14.542
2013-05-10,99.0,91.875,72.0,2.833,37.834,21.7,17.192,11.8,19.792,26.25,6.458,23.042
2013-05-11,99.0,99.0,99.0,0.042,19.438,18.1,17.171,14.9,17.333,19.524,2.19,11.667
2013-05-12,99.0,76.792,32.0,1.833,25.146,27.8,19.846,13.6,7.571,8.5,0.929,18.167
2013-05-13,99.0,90.167,66.0,2.0,26.104,24.1,19.646,15.1,10.652,14.043,3.391,14.458
2013-05-14,99.0,89.25,62.0,3.208,35.979,26.8,20.362,14.7,10.583,14.708,4.125,18.833
2013-05-15,99.0,90.125,72.0,1.625,23.896,23.4,20.475,17.5,7.292,8.458,1.167,13.042
2013-05-16,99.0,73.125,50.0,0.625,32.062,24.8,19.65,16.0,7.167,8.125,0.958,25.167
2013-05-17,96.0,70.292,30.0,2.167,23.854,26.7,19.738,14.2,7.783,8.391,0.609,18.19
2013-05-18,97.0,81.0,62.0,2.333,20.729,23.2,19.646,14.9,5.458,6.083,0.625,17.375
2013-05-19,99.0,91.667,72.0,0.125,13.292,21.2,17.658,14.5,3.792,4.25,0.458,8.542
2013-05-20,99.0,86.917,60.0,0.652,18.104,28.6,21.629,15.6,12.0,14.0,2.0,10.25
2013-05-21,99.0,76.458,45.0,0.917,41.125,30.5,23.408,18.7,11.083,11.667,0.583,30.542
2013-05-22,99.0,77.333,53.0,2.25,51.062,28.0,22.129,15.7,15.875,18.958,3.083,40.25
2013-05-23,99.0,66.417,30.0,1.5,28.458,31.1,23.217,17.2,12.083,12.917,0.833,23.583
2013-05-24,99.0,80.083,41.0,2.583,29.479,26.8,20.596,13.9,11.667,14.208,2.542,21.375
2013-05-25,99.0,90.292,66.0,2.083,31.282,24.3,20.721,16.5,6.5,7.708,1.208,21.292
2013-05-26,99.0,87.125,59.0,1.667,20.917,25.3,21.654,18.4,5.083,5.667,0.583,16.833
2013-05-27,99.0,88.5,71.0,1.087,17.324,23.9,21.283,18.4,4.304,5.217,0.913,11.25
2013-05-28,99.0,94.583,87.0,0.0,15.125,21.8,21.025,20.3,2.609,3.217,0.609,9.708
2013-05-29,99.0,99.0,99.0,0.042,16.062,21.2,20.062,19.2,2.583,3.292,0.708,5.833
2013-05-30,99.0,95.458,86.0,0.792,19.271,27.2,22.971,19.4,9.25,10.958,1.708,10.708
2013-05-31,99.0,85.375,64.0,1.708,25.792,25.5,21.204,16.6,11.458,13.417,1.958,18.5
2013-06-01,99.0,84.667,62.0,1.5,22.042,23.5,21.146,19.2,7.125,8.0,0.875,16.208
2013-06-02,99.0,85.333,62.0,1.417,26.604,25.8,21.283,18.2,6.708,7.292,0.583,18.792
2013-06-03,99.0,91.0,74.0,2.348,21.938,24.5,21.008,19.0,6.043,7.043,1.0,14.0
2013-06-04,99.0,89.583,65.0,3.208,27.104,26.7,22.025,18.6,7.583,9.292,1.708,19.458
2013-06-05,99.0,91.333,74.0,2.333,22.208,25.5,22.088,19.5,7.583,9.25,1.667,14.458
2013-06-06,99.0,91.167,74.0,1.417,21.146,23.0,21.054,19.2,7.208,8.833,1.625,15.542
2013-06-07,99.0,85.042,55.0,1.75,20.854,27.9,21.983,18.0,8.333,10.667,2.333,14.875
2013-06-08,99.0,77.333,36.0,1.125,28.833,29.5,23.346,18.6,9.375,10.833,1.458,20.083
2013-06-09,99.0,85.958,59.0,2.208,26.625,25.5,22.054,18.0,10.417,11.875,1.458,19.333
2013-06-10,99.0,87.292,77.0,1.696,17.988,24.1,21.654,19.2,4.273,5.0,0.727,12.955
2013-06-11,99.0,92.083,78.0,0.583,19.667,24.5,22.121,20.9,7.417,8.333,0.917,13.125
2013-06-12,99.0,91.583,73.0,1.042,37.417,28.8,24.712,21.4,12.75,15.375,2.625,14.333
2013-06-13,99.0,86.708,57.0,2.167,20.223,32.4,26.175,22.2,9.5,12.417,2.917,11.292
2013-06-14,99.0,88.042,61.0,2.5,25.084,31.9,26.533,23.9,9.917,13.417,3.5,14.167
2013-06-15,99.0,95.167,74.0,0.833,22.438,29.8,25.229,23.7,5.875,7.292,1.417,10.375
2013-06-16,99.0,89.708,71.0,1.833,18.792,29.5,25.646,23.2,8.0,9.5,1.5,10.333
2013-06-17,99.0,89.833,68.0,1.565,27.208,30.2,26.108,22.3,7.304,8.304,1.0,17.833
2013-06-18,99.0,85.792,53.0,1.583,40.084,32.4,27.108,23.4,6.583,8.292,1.708,25.958
2013-06-19,99.0,94.25,82.0,1.353,24.112,28.5,25.375,20.9,8.125,9.333,1.208,16.208
2013-06-20,99.0,99.0,99.0,0.882,8.971,23.1,20.979,19.7,8.333,8.708,0.375,6.667
2013-06-21,99.0,93.667,86.0,0.708,11.479,22.2,20.505,19.6,8.042,8.375,0.333,7.708
2013-06-22,94.0,75.125,57.0,1.292,15.125,27.9,23.221,18.4,8.458,9.125,0.667,10.083
2013-06-23,84.0,71.5,54.0,1.292,20.916,27.6,24.225,21.1,7.208,7.875,0.667,15.583
2013-06-24,91.0,79.833,63.0,1.217,19.875,25.5,22.829,21.2,6.261,7.435,1.174,15.042
2013-06-25,91.0,80.25,64.0,1.375,23.479,26.1,22.917,19.9,5.667,6.792,1.125,16.542
2013-06-26,94.0,91.083,86.0,0.542,13.021,22.5,21.104,20.4,6.5,7.083,0.583,10.0
2013-06-27,93.0,80.0,65.0,3.0,14.875,26.4,22.933,20.8,8.783,9.609,0.826,8.208
2013-06-28,83.0,77.042,66.0,1.708,14.854,24.7,22.508,21.4,4.75,5.5,0.75,10.167
2013-06-29,89.0,73.667,53.0,2.375,16.438,28.0,23.629,20.1,5.5,6.75,1.25,12.083
2013-06-30,90.0,77.667,65.0,1.375,16.042,25.9,23.612,20.7,3.458,4.458,1.0,12.958
2013-07-01,84.0,73.542,56.0,2.087,13.25,26.8,23.883,22.0,3.783,4.739,0.957,10.667
2013-07-02,85.0,72.458,50.0,3.375,12.875,26.7,23.567,20.8,4.542,5.958,1.417,10.375
2013-07-03,93.0,84.625,72.0,4.417,18.229,26.0,23.983,22.6,4.917,6.167,1.25,9.625
2013-07-04,95.0,90.583,86.0,1.917,18.362,26.1,24.375,23.5,6.75,8.5,1.75,8.792
2013-07-05,94.0,81.083,66.0,1.0,25.96,31.6,27.612,24.5,4.435,6.957,2.522,14.609
2013-07-06,91.0,75.042,60.0,0.333,24.5,32.8,28.904,25.1,3.5,5.292,1.792,12.0
2013-07-07,91.0,76.167,55.0,0.5,27.416,33.6,29.017,25.5,5.542,7.417,1.875,16.292
2013-07-08,85.0,64.625,42.0,1.087,32.188,37.7,31.579,25.9,9.696,12.739,3.043,21.125
2013-07-09,85.0,61.792,41.0,1.583,35.334,38.1,31.592,26.1,10.833,13.875,3.042,26.25
2013-07-10,84.0,62.333,39.0,2.375,44.938,38.1,31.262,25.4,8.333,9.333,1.0,33.708
2013-07-11,78.0,61.458,44.0,1.792,45.917,37.8,31.779,27.1,8.375,9.333,0.958,31.583
2013-07-12,75.0,58.958,40.0,2.125,42.833,38.7,32.2,27.3,8.208,9.25,1.042,28.833
2013-07-13,82.0,69.125,56.0,1.417,29.562,34.7,29.65,26.1,8.083,9.458,1.375,14.792
2013-07-14,89.0,72.833,55.0,1.042,20.584,33.4,28.671,25.0,7.792,9.583,1.792,12.25
2013-07-15,90.0,69.208,56.0,0.565,18.483,31.7,28.238,25.0,7.0,8.261,1.261,10.6
2013-07-16,89.0,74.875,58.0,1.208,19.688,29.1,26.396,24.1,6.833,8.333,1.5,17.0
2013-07-17,87.0,77.333,65.0,0.833,18.854,29.8,26.962,24.5,3.625,4.125,0.5,11.708
2013-07-18,83.0,63.125,39.0,0.417,22.521,35.0,29.483,26.1,5.292,6.333,1.042,15.583
2013-07-19,83.0,61.125,36.0,0.875,15.562,33.7,27.696,23.6,7.478,8.217,0.739,10.208
2013-07-20,87.0,76.958,61.0,1.0,20.438,29.4,25.95,21.3,6.25,7.917,1.667,12.792
2013-07-21,88.0,75.458,60.0,1.5,22.396,31.0,27.096,24.7,3.292,3.708,0.417,14.417
2013-07-22,87.0,69.583,50.0,1.261,32.354,35.6,29.575,25.5,8.087,9.217,1.13,21.333
2013-07-23,80.0,60.583,42.0,0.625,20.562,37.2,31.379,26.9,8.917,10.833,1.917,12.292
2013-07-24,92.0,85.083,75.0,0.833,28.479,27.9,25.871,23.5,9.542,11.542,2.0,15.792
2013-07-25,93.0,84.125,69.0,0.833,46.792,30.6,27.571,24.2,9.708,13.042,3.333,23.417
2013-07-26,91.0,80.917,68.0,1.792,44.0,31.3,28.408,26.0,7.583,9.125,1.542,23.083
2013-07-27,87.0,68.708,43.0,2.208,51.562,36.1,29.229,24.3,12.167,13.292,1.125,33.167
2013-07-28,87.0,66.167,41.0,0.667,61.743,35.9,29.621,24.8,6.792,7.208,0.417,45.778
2013-07-29,94.0,88.708,76.0,1.565,42.627,27.4,25.783,24.9,8.955,10.136,1.182,24.692
2013-07-30,96.0,75.708,52.0,1.083,54.625,36.2,29.771,25.0,10.792,13.5,2.708,30.444
2013-07-31,86.0,68.667,52.0,1.333,47.958,35.5,29.829,25.4,12.875,14.875,2.0,32.583
2013-08-01,90.0,78.208,66.0,1.125,41.562,32.6,28.579,25.9,14.5,22.375,7.875,23.667
2013-08-02,85.0,62.583,42.0,0.958,26.792,36.2,29.854,25.2,9.042,10.25,1.208,19.708
2013-08-03,81.0,60.125,42.0,1.375,12.479,35.2,29.225,24.5,10.292,12.125,1.833,8.208
2013-08-04,84.0,71.208,54.0,1.625,21.646,32.5,27.8,22.7,7.167,8.917,1.75,15.292
2013-08-05,89.0,80.333,65.0,1.957,26.568,32.4,28.479,25.6,5.5,7.091,1.591,13.136
2013-08-06,92.0,84.292,65.0,1.125,18.542,32.0,27.771,26.2,9.417,10.833,1.417,11.792
2013-08-07,92.0,68.542,42.0,1.75,40.75,37.3,30.596,24.4,12.833,15.5,2.667,26.083
2013-08-08,88.0,68.208,46.0,1.208,41.396,36.5,30.992,25.3,9.208,11.542,2.333,27.625
2013-08-09,86.0,67.75,43.0,2.208,59.332,39.0,32.104,27.1,13.333,15.583,2.25,39.5
2013-08-10,81.0,62.75,44.0,2.417,68.416,39.4,33.275,28.1,12.083,13.125,1.042,46.75
2013-08-11,81.0,59.25,38.0,2.5,55.062,40.0,33.042,27.5,10.667,11.167,0.5,39.042
2013-08-12,80.0,55.375,31.0,1.261,34.542,39.3,31.775,26.2,12.739,14.565,1.826,26.583
2013-08-13,87.0,62.0,34.0,1.333,42.166,38.3,30.538,24.1,7.833,8.833,1.0,31.75
2013-08-14,91.0,74.083,41.0,4.667,61.584,34.6,29.475,25.8,4.5,4.958,0.458,37.667
2013-08-15,89.0,74.292,49.0,3.667,53.125,33.7,29.4,25.9,4.958,6.042,1.083,33.333
2013-08-16,90.0,74.667,48.0,2.875,45.708,33.4,29.412,26.4,4.682,5.818,1.136,27.5
2013-08-17,94.0,73.75,55.0,1.958,27.666,32.8,28.892,24.6,4.042,5.167,1.125,15.333
2013-08-18,86.0,74.167,58.0,1.5,26.084,33.2,29.642,26.9,4.833,7.083,2.25,14.667
2013-08-19,89.0,75.25,52.0,3.043,22.312,34.5,29.888,27.0,4.261,6.217,1.957,10.583
2013-08-20,89.0,76.167,53.0,3.875,18.729,34.9,29.846,26.1,4.833,7.708,2.875,8.167
2013-08-21,91.0,71.458,45.0,1.5,19.458,37.2,31.238,26.8,7.167,11.708,4.542,9.833
2013-08-22,87.0,65.667,42.0,1.625,26.708,39.0,32.554,27.6,11.833,14.542,2.708,16.958
2013-08-23,89.0,64.542,48.0,1.583,28.584,36.9,32.092,26.8,8.5,9.917,1.417,13.125
2013-08-24,90.0,76.833,62.0,0.583,15.708,31.3,28.504,27.2,7.083,8.083,1.0,8.667
2013-08-25,94.0,86.542,78.0,0.833,17.188,27.1,25.1,23.8,7.25,7.792,0.542,10.833
2013-08-26,93.0,81.792,64.0,0.87,19.021,25.9,22.817,20.4,9.783,12.087,2.304,13.542
2013-08-27,97.0,67.708,40.0,0.792,15.042,33.7,26.167,19.2,9.238,10.857,1.619,10.0
2013-08-28,88.0,64.0,41.0,0.917,17.666,33.9,27.242,20.7,10.833,11.917,1.083,12.75
2013-08-29,89.0,73.333,52.0,1.792,27.062,31.9,27.212,22.2,12.0,16.125,4.125,20.708
2013-08-30,90.0,80.875,63.0,1.375,29.771,32.6,28.25,25.4,7.833,10.083,2.25,17.417
2013-08-31,92.0,78.333,63.0,0.708,27.896,33.1,29.004,24.8,5.042,7.708,2.667,12.5
2013-09-01,90.0,75.292,56.0,2.125,18.312,32.3,28.404,25.3,8.792,9.875,1.083,12.333
2013-09-02,92.0,86.125,75.0,3.0,18.917,29.9,26.796,25.0,6.304,8.913,2.609,7.542
2013-09-03,93.0,81.667,66.0,2.042,14.834,31.0,27.121,23.6,3.792,6.375,2.583,5.0
2013-09-04,96.0,86.417,78.0,1.167,19.93,29.1,25.779,21.9,5.792,6.5,0.708,8.292
2013-09-05,95.0,74.5,52.0,0.75,9.75,32.4,26.088,22.2,7.833,8.125,0.292,5.792
2013-09-06,89.0,69.167,43.0,0.917,12.056,32.9,26.512,21.2,10.391,11.826,1.435,8.174
2013-09-07,93.0,81.708,71.0,1.417,30.25,28.8,26.25,23.6,11.333,13.167,1.833,17.167
2013-09-08,95.0,84.25,72.0,0.458,12.542,27.6,25.462,24.2,5.0,6.125,1.125,5.667
2013-09-09,87.0,72.5,51.0,2.261,12.812,29.8,25.508,20.7,7.391,8.739,1.348,8.667
2013-09-10,89.0,79.375,67.0,1.042,19.042,27.3,24.546,23.1,8.917,9.25,0.333,12.917
2013-09-11,90.0,79.042,65.0,1.167,16.979,29.4,25.608,22.4,8.708,10.5,1.792,11.917
2013-09-12,93.0,74.792,51.0,2.333,39.688,33.8,27.867,22.3,11.583,13.458,1.875,23.292
2013-09-13,91.0,79.75,62.0,3.583,49.42,31.6,28.0,25.1,8.417,9.5,1.083,28.417
2013-09-14,91.0,78.375,63.0,0.625,26.75,30.7,27.662,24.3,4.917,5.875,0.958,14.25
2013-09-15,95.0,83.958,66.0,0.167,27.479,29.5,27.242,24.1,1.875,2.333,0.458,8.417
2013-09-16,97.0,75.833,53.0,0.0,25.146,26.4,24.017,20.3,1.826,1.826,0.0,8.208
2013-09-17,88.0,69.412,46.0,2.917,15.917,24.8,20.329,16.3,9.083,10.083,1.0,10.542
2013-09-18,91.0,72.167,47.0,1.667,24.646,29.9,23.654,18.7,13.292,16.167,2.875,16.25
2013-09-19,89.0,70.333,38.0,3.0,30.104,28.6,23.121,18.6,14.13,16.391,2.261,21.625
2013-09-20,88.0,71.875,48.0,1.542,25.25,29.4,22.983,17.2,14.083,15.333,1.25,19.5
