date,CH4_mean,NMHC_mean,SPM_mean,THC_mean
2012-10-05,183.625,7.0,,190.625
2012-10-06,182.696,8.217,,190.913
2012-10-07,184.042,8.0,,192.042
2012-10-08,183.917,8.042,,191.958
2012-10-09,182.75,7.667,,190.417
2012-10-10,183.0,9.458,,192.458
2012-10-11,183.375,8.875,,192.25
2012-10-12,185.083,7.833,,192.917
2012-10-13,185.043,7.913,,192.957
2012-10-14,185.0,8.125,,193.125
2012-10-15,185.818,5.5,,191.318
2012-10-16,185.13,6.435,,191.565
2012-10-17,183.917,8.375,,192.292
2012-10-18,184.5,6.125,,190.625
2012-10-19,185.542,6.958,,192.5
2012-10-20,185.583,7.417,,193.0
2012-10-21,186.667,7.292,,193.958
2012-10-22,185.208,7.875,,193.083
2012-10-23,186.0,5.783,,191.783
2012-10-24,187.391,4.565,,191.957
2012-10-25,187.708,5.917,,193.625
2012-10-26,189.375,6.625,,196.0
2012-10-27,188.083,5.5,,193.583
2012-10-28,187.125,5.333,,192.458
2012-10-29,189.318,4.5,,193.818
2012-10-30,191.083,4.875,,195.958
2012-10-31,190.583,4.375,,194.958
2012-11-01,190.667,4.917,,195.583
2012-11-02,192.833,4.417,,197.25
2012-11-03,193.125,4.5,,197.625
2012-11-04,192.917,4.583,,197.5
2012-11-05,188.13,7.391,,195.522
2012-11-06,188.417,8.417,,196.833
2012-11-07,191.25,8.0,,199.25
2012-11-08,188.208,7.417,,195.625
2012-11-09,189.75,7.083,,196.833
2012-11-10,188.708,6.833,,195.542
2012-11-11,186.708,7.0,,193.708
2012-11-12,191.217,7.043,,198.261
2012-11-13,190.167,6.208,,196.375
2012-11-14,189.958,5.083,,195.042
2012-11-15,193.25,6.333,,199.583
2012-11-16,192.708,6.625,,199.333
2012-11-17,190.833,6.375,,197.208
2012-11-18,193.25,4.875,,198.125
2012-11-19,190.0,7.783,,197.783
2012-11-20,190.0,7.083,,197.083
2012-11-21,190.125,6.917,,197.042
2012-11-22,189.333,9.125,,198.458
2012-11-23,188.917,7.75,,196.667
2012-11-24,188.917,5.833,,194.75
2012-11-25,189.083,6.75,,195.833
2012-11-26,188.565,3.957,,192.522
2012-11-27,192.292,3.083,,195.375
2012-11-28,191.333,3.917,,195.25
2012-11-29,192.571,4.333,,196.905
2012-11-30,192.542,4.375,,196.917
2012-12-01,193.625,2.417,,196.042
2012-12-02,192.0,2.375,,194.375
2012-12-03,189.043,8.261,,197.304
2012-12-04,187.375,5.208,,192.583
2012-12-05,188.174,5.087,,193.261
2012-12-06,188.75,6.292,,195.042
2012-12-07,188.958,6.083,,195.042
2012-12-08,188.667,7.75,,196.417
2012-12-09,188.542,6.125,,194.667
2012-12-10,191.478,7.261,,198.739
2012-12-11,191.333,7.167,,198.5
2012-12-12,191.833,6.583,,198.417
2012-12-13,192.208,6.958,,199.167
2012-12-14,192.667,8.667,,201.333
2012-12-15,190.75,10.0,,200.75
2012-12-16,192.958,7.75,,200.708
2012-12-17,190.913,9.217,,200.13
2012-12-18,190.792,7.75,,198.542
2012-12-19,190.792,7.083,,197.875
2012-12-20,191.125,7.625,,198.75
2012-12-21,190.708,7.792,,198.5
2012-12-22,189.417,8.5,,197.917
2012-12-23,189.5,4.9,,194.4
2012-12-24,192.375,2.5,,194.875
2012-12-25,190.917,3.792,,194.708
2012-12-26,192.583,2.458,,195.042
2012-12-27,192.65,3.45,,196.1
2012-12-28,189.87,8.043,,197.913
2012-12-29,189.458,8.333,,197.792
2012-12-30,194.708,10.25,,204.958
2012-12-31,190.958,9.0,,199.958
2013-01-01,191.833,6.792,,198.625
2013-01-02,191.0,6.375,,197.375
2013-01-03,191.292,6.375,,197.667
2013-01-04,192.625,6.042,,198.667
2013-01-05,192.208,5.333,,197.542
2013-01-06,193.75,5.75,,199.5
2013-01-07,192.826,12.783,,205.609
2013-01-08,188.238,11.238,,199.476
2013-01-09,189.455,7.273,,196.727
2013-01-10,192.75,4.75,,197.5
2013-01-11,193.0,5.458,,198.458
2013-01-12,192.458,5.042,,197.5
2013-01-13,192.75,3.458,,196.208
2013-01-14,191.652,6.913,,198.565
2013-01-15,190.917,6.875,,197.792
2013-01-16,191.875,7.167,,199.042
2013-01-17,193.417,7.542,,200.958
2013-01-18,192.208,8.5,,200.708
2013-01-19,192.625,7.167,,199.792
2013-01-20,191.208,8.208,,199.417
2013-01-21,195.304,5.478,,200.783
2013-01-22,195.417,5.542,,200.958
2013-01-23,196.917,6.125,,203.042
2013-01-24,194.917,7.125,,202.042
2013-01-25,189.417,6.417,,195.833
2013-01-26,193.667,5.375,,199.042
2013-01-27,193.667,4.75,,198.417
2013-01-28,192.522,8.174,,200.696
2013-01-29,192.042,6.708,,198.75
2013-01-30,192.583,9.125,,201.708
2013-01-31,193.0,6.0,,199.0
2013-02-01,193.958,9.417,,203.375
2013-02-02,190.75,7.667,,198.417
2013-02-03,190.958,8.0,,198.958
2013-02-04,196.391,3.565,,199.957
2013-02-05,198.292,4.292,,202.583
2013-02-06,198.583,4.125,,202.708
2013-02-07,196.792,4.083,,200.875
2013-02-08,195.125,4.25,,199.375
2013-02-09,196.625,3.875,,200.5
2013-02-10,196.792,3.75,,200.542
2013-02-11,191.826,7.783,,199.609
2013-02-12,190.75,8.5,,199.25
2013-02-13,192.125,7.875,,200.0
2013-02-14,191.565,7.174,,198.739
2013-02-15,189.542,8.083,,197.625
2013-02-16,192.583,8.25,,200.833
2013-02-17,194.875,9.792,,204.667
2013-02-18,191.87,6.826,,198.696
2013-02-19,190.333,6.458,,196.792
2013-02-20,190.87,8.304,,199.174
2013-02-21,191.5,7.917,,199.417
2013-02-22,190.0,7.792,,197.792
2013-02-23,190.458,7.083,,197.542
2013-02-24,190.833,7.583,,198.417
2013-02-25,195.391,6.652,,202.043
2013-02-26,199.125,8.0,,207.125
2013-02-27,194.5,8.417,,202.917
2013-02-28,193.136,6.727,,199.864
2013-03-01,193.167,4.292,,197.458
2013-03-02,191.75,4.125,,195.875
2013-03-03,193.333,3.625,,196.958
2013-03-04,192.696,2.565,,195.261
2013-03-05,191.375,5.167,,196.542
2013-03-06,192.167,2.667,,194.833
2013-03-07,193.0,3.5,,196.5
2013-03-08,193.833,3.667,,197.5
2013-03-09,193.208,3.375,,196.583
2013-03-10,193.792,3.292,,197.083
2013-03-11,192.957,5.783,,198.739
2013-03-12,192.5,8.333,,200.833
2013-03-13,189.333,5.333,,194.667
2013-03-14,189.833,4.042,,193.875
2013-03-15,190.625,5.042,,195.667
2013-03-16,192.458,6.458,,198.917
2013-03-17,193.333,6.458,,199.792
2013-03-18,192.958,9.625,,202.583
2013-03-19,191.833,5.833,,197.667
2013-03-20,189.083,4.917,,194.0
2013-03-21,189.0,3.833,,192.833
2013-03-22,191.708,5.292,,197.0
2013-03-23,191.333,5.958,,197.292
2013-03-24,192.435,9.87,,202.304
2013-03-25,191.429,11.429,,202.857
2013-03-26,189.667,8.25,,197.917
2013-03-27,188.875,6.625,,195.5
2013-03-28,191.917,9.167,,201.083
2013-03-29,189.25,10.792,,200.042
2013-03-30,187.375,6.875,,194.25
2013-03-31,191.042,6.333,,197.375
2013-04-01,190.042,5.208,,195.25
2013-04-02,190.0,6.458,,196.458
2013-04-03,187.792,6.25,,194.042
2013-04-04,189.208,5.458,,194.667
2013-04-05,189.375,5.125,,194.5
2013-04-06,188.652,6.435,,195.087
2013-04-07,187.75,5.375,,193.125
2013-04-08,191.25,6.167,,197.417
2013-04-09,191.625,7.667,,199.292
2013-04-10,191.792,6.25,,198.042
2013-04-11,192.182,5.636,,197.818
2013-04-12,190.783,7.174,,197.957
2013-04-13,190.333,7.083,,197.417
2013-04-14,189.292,8.167,,197.458
2013-04-15,188.583,7.542,,196.125
2013-04-16,188.583,9.292,,197.875
2013-04-17,187.333,8.5,,195.833
2013-04-18,187.333,7.333,,194.667
2013-04-19,190.0,6.261,,196.261
2013-04-20,190.458,6.125,,196.583
2013-04-21,189.583,5.833,,195.417
2013-04-22,190.583,5.917,,196.5
2013-04-23,190.958,8.125,,199.083
2013-04-24,188.417,7.875,,196.292
2013-04-25,187.958,8.292,,196.25
2013-04-26,190.652,3.0,,193.652
2013-04-27,192.542,2.625,,195.167
2013-04-28,191.583,2.208,,193.792
2013-04-29,191.375,3.208,,194.583
2013-04-30,189.5,2.375,,191.875
2013-05-01,189.045,1.682,,190.727
2013-05-02,190.125,2.125,,192.25
2013-05-03,190.333,1.917,,192.25
2013-05-04,190.273,2.455,,192.727
2013-05-05,190.542,3.042,,193.583
2013-05-06,191.417,4.333,,195.75
2013-05-07,189.417,1.375,,190.792
2013-05-08,190.455,5.091,,195.545
2013-05-09,188.565,7.826,,196.391
2013-05-10,188.75,9.125,,197.875
2013-05-11,187.042,7.542,,194.583
2013-05-12,187.625,6.333,,193.958
2013-05-13,189.958,8.0,,197.958
2013-05-14,192.0,5.583,,197.583
2013-05-15,188.917,6.792,,195.708
2013-05-16,189.217,4.304,,193.522
2013-05-17,187.833,4.333,,192.167
2013-05-18,187.542,7.083,,194.625
2013-05-19,187.083,7.417,,194.5
2013-05-20,186.833,6.667,,193.5
2013-05-21,188.583,6.917,,195.5
2013-05-22,192.583,10.458,,203.042
2013-05-23,188.304,5.696,,194.0
2013-05-24,189.375,5.917,,195.292
2013-05-25,189.417,7.083,,196.5
2013-05-26,189.25,10.917,,200.167
2013-05-27,188.708,8.792,,197.5
2013-05-28,188.708,7.708,,196.417
2013-05-29,186.958,6.125,,193.083
2013-05-30,192.696,8.043,,200.739
2013-05-31,191.208,9.083,,200.292
2013-06-01,191.875,10.042,,201.917
2013-06-02,193.792,10.333,,204.125
2013-06-03,188.333,7.667,,196.0
2013-06-04,188.708,8.083,,196.792
2013-06-05,189.833,9.167,,199.0
2013-06-06,190.7,8.45,,199.15
2013-06-07,188.458,8.292,,196.75
2013-06-08,187.917,7.792,,195.708
2013-06-09,188.708,8.083,,196.792
2013-06-10,189.708,8.75,,198.458
2013-06-11,194.75,11.25,,206.0
2013-06-12,191.042,12.75,,203.792
2013-06-13,193.783,14.696,,208.478
2013-06-14,191.583,12.292,,203.875
2013-06-15,193.208,9.083,,202.292
2013-06-16,186.375,10.208,,196.583
2013-06-17,189.708,12.25,,201.958
2013-06-18,186.292,10.125,,196.417
2013-06-19,189.917,8.375,,198.292
2013-06-20,188.826,10.304,,199.13
2013-06-21,193.125,9.625,,202.75
2013-06-22,190.375,10.25,,200.625
2013-06-23,191.583,11.333,,202.917
2013-06-24,191.739,12.391,,204.13
2013-06-25,189.917,12.333,,202.25
2013-06-26,193.042,10.125,,203.167
2013-06-27,190.87,13.652,,204.522
2013-06-28,192.625,13.083,,205.708
2013-06-29,189.875,13.0,,202.875
2013-06-30,191.208,14.333,,205.542
2013-07-01,191.792,14.792,,206.583
2013-07-02,192.417,16.667,,209.083
2013-07-03,185.917,11.917,,197.833
2013-07-04,185.522,14.652,,200.174
2013-07-05,180.958,10.792,,191.75
2013-07-06,182.417,9.958,,192.375
2013-07-07,186.167,9.542,,195.708
2013-07-08,185.818,13.545,,199.364
2013-07-09,183.667,15.542,,199.208
2013-07-10,181.333,13.125,,194.458
2013-07-11,182.304,13.957,,196.261
2013-07-12,182.667,13.542,,196.208
2013-07-13,179.5,8.875,,188.375
2013-07-14,178.75,7.792,,186.542
2013-07-15,181.458,9.875,,191.333
2013-07-16,184.917,12.583,,197.5
2013-07-17,184.208,14.667,,198.875
2013-07-18,179.957,12.174,,192.13
2013-07-19,185.292,15.208,,200.5
2013-07-20,185.875,18.583,,204.458
2013-07-21,186.958,25.167,,212.125
2013-07-22,183.792,20.542,,204.333
2013-07-23,178.125,16.458,,194.583
2013-07-24,179.125,15.667,,194.792
2013-07-25,186.261,16.174,,202.435
2013-07-26,196.682,16.091,,212.773
2013-07-27,194.043,11.13,,205.174
2013-07-28,193.333,9.667,,203.0
2013-07-29,188.458,9.958,,198.417
2013-07-30,192.333,9.958,,202.292
2013-07-31,195.708,11.375,,207.083
2013-08-01,186.125,9.25,,195.375
2013-08-02,184.25,8.333,,192.583
2013-08-03,181.435,6.304,,187.739
2013-08-04,181.833,7.083,,188.917
2013-08-05,181.083,7.667,,188.75
2013-08-06,183.833,7.167,,191.0
2013-08-07,187.208,7.542,,194.75
2013-08-08,182.0,7.542,,189.542
2013-08-09,183.333,10.25,,193.583
2013-08-10,183.87,9.696,,193.565
2013-08-11,187.417,7.5,,194.917
2013-08-12,191.583,8.042,,199.625
2013-08-13,192.955,8.455,,201.409
2013-08-14,191.208,8.333,,199.542
2013-08-15,190.75,9.125,,199.875
2013-08-16,186.875,8.708,,195.583
2013-08-17,186.174,8.435,,194.609
2013-08-18,184.75,7.583,,192.333
2013-08-19,181.333,8.083,,189.417
2013-08-20,181.208,7.5,,188.708
2013-08-21,182.875,6.667,,189.542
2013-08-22,187.19,3.571,,190.762
2013-08-23,180.609,6.478,,187.087
2013-08-24,183.708,7.375,,191.083
2013-08-25,186.917,7.0,,193.917
2013-08-26,190.375,6.625,,197.0
2013-08-27,188.25,6.833,,195.083
2013-08-28,189.417,7.25,,196.667
2013-08-29,189.833,10.292,,200.125
2013-08-30,182.348,8.478,,190.826
2013-08-31,180.917,7.792,,188.708
2013-09-01,189.417,7.708,,197.125
2013-09-02,187.125,6.375,,193.5
2013-09-03,185.792,6.5,,192.292
2013-09-04,186.792,6.792,,193.583
2013-09-05,186.917,6.667,,193.583
2013-09-06,188.13,6.348,,194.478
2013-09-07,188.708,6.792,,195.5
2013-09-08,185.667,5.75,,191.417
2013-09-09,187.75,6.625,,194.375
2013-09-10,187.542,7.25,,194.792
2013-09-11,190.083,8.083,,198.167
2013-09-12,189.625,7.917,,197.542
2013-09-13,191.333,8.714,,200.048
2013-09-14,192.417,9.167,,201.583
2013-09-15,185.917,5.917,,191.833
2013-09-16,187.25,5.0,,192.25
2013-09-17,188.833,6.042,,194.875
2013-09-18,188.417,5.958,,194.375
2013-09-19,189.125,6.292,,195.417
2013-09-20,190.565,5.826,,196.391
2013-09-21,189.125,7.625,,196.75
2013-09-22,187.542,4.75,,192.292
2013-09-23,186.292,4.125,,190.417
2013-09-24,186.909,5.136,,192.045
2013-09-25,184.5,4.625,,189.125
2013-09-26,185.75,3.292,,189.042
2013-09-27,189.696,3.261,,192.957
2013-09-28,194.292,7.0,,201.292
2013-09-29,188.708,4.667,,193.375
2013-09-30,187.708,3.792,,191.5
2013-10-01,186.208,4.375,,190.583
2013-10-02,184.667,3.458,,188.125
2013-10-03,186.625,3.333,,189.958
2013-10-04,188.0,6.0,,194.0
2013-10-05,190.542,8.417,,198.958
2013-10-06,186.333,6.917,,193.25
2013-10-07,186.25,7.625,,193.875
2013-10-08,185.2,8.733,,193.933
2013-10-09,177.778,9.778,,187.556
2013-10-10,178.25,10.042,,188.292
2013-10-11,180.682,11.318,,192.0
2013-10-12,192.417,7.875,,200.292
2013-10-13,192.5,8.0,,200.5
2013-10-14,191.417,8.417,,199.833
2013-10-15,191.792,8.708,,200.5
2013-10-16,191.458,6.792,,198.25
2013-10-17,194.708,7.125,,201.833
2013-10-18,188.478,8.739,,197.217
2013-10-19,188.958,9.792,,198.75
2013-10-20,187.125,9.458,,196.583
2013-10-21,185.875,10.167,,196.042
2013-10-22,185.25,9.208,,194.458
2013-10-23,186.292,9.625,,195.917
2013-10-24,186.5,10.667,,197.167
2013-10-25,187.261,6.783,,194.043
2013-10-26,190.25,6.375,,196.625
2013-10-27,189.208,6.167,,195.375
2013-10-28,191.091,7.136,,198.227
2013-10-29,189.087,9.0,,198.087
2013-10-30,189.667,5.667,,195.333
2013-10-31,193.333,5.958,,199.292
2013-11-01,190.167,5.625,,195.792
2013-11-02,189.833,5.833,,195.667
2013-11-03,190.167,5.708,,195.875
2013-11-04,193.125,5.917,,199.042
2013-11-05,190.522,5.261,,195.783
2013-11-06,191.917,8.542,,200.458
2013-11-07,189.958,6.833,,196.792
2013-11-08,190.083,4.542,,194.625
2013-11-09,191.125,5.125,,196.25
2013-11-10,189.083,5.042,,194.125
2013-11-11,191.167,4.125,,195.292
2013-11-12,190.391,2.609,,193.0
2013-11-13,191.333,3.25,,194.583
2013-11-14,191.708,4.542,,196.25
2013-11-15,190.25,4.917,,195.167
2013-11-16,194.042,6.833,,200.875
2013-11-17,192.458,4.75,,197.208
2013-11-18,189.75,4.292,,194.042
2013-11-19,190.957,7.435,,198.391
2013-11-20,191.25,7.792,,199.042
2013-11-21,192.0,8.208,,200.208
2013-11-22,191.542,8.417,,199.958
2013-11-23,191.958,8.125,,200.083
2013-11-24,191.75,8.833,,200.583
2013-11-25,193.182,10.136,,203.318
2013-11-26,190.652,6.478,,197.13
2013-11-27,190.875,7.125,,198.0
2013-11-28,191.333,6.458,,197.792
2013-11-29,192.0,6.375,,198.375
2013-11-30,190.708,5.875,,196.583
2013-12-01,190.083,6.167,,196.25
2013-12-02,190.292,6.625,,196.917
2013-12-03,189.217,9.696,,198.913
2013-12-04,188.708,9.917,,198.625
2013-12-05,189.333,10.0,,199.333
2013-12-06,191.208,9.792,,201.0
2013-12-07,190.375,8.542,,198.917
2013-12-08,190.958,8.5,,199.458
2013-12-09,190.375,11.042,,201.417
2013-12-10,190.391,6.478,,196.87
2013-12-11,190.75,6.708,,197.458
2013-12-12,192.667,6.333,,199.0
2013-12-13,191.792,6.208,,198.0
2013-12-14,192.7,6.0,,198.7
2013-12-16,184.0,5.75,,189.75
2013-12-17,183.333,5.917,,189.25
2013-12-18,183.045,4.818,,187.864
2013-12-19,189.167,6.292,,195.458
2013-12-20,190.333,5.5,,195.833
2013-12-21,189.042,5.208,,194.25
2013-12-22,190.417,4.208,,194.625
2013-12-23,190.292,4.75,,195.042
2013-12-24,190.652,5.696,,196.348
2013-12-25,190.667,5.833,,196.5
2013-12-26,188.583,8.75,,197.333
2013-12-27,191.292,5.708,,197.0
2013-12-28,189.875,5.042,,194.917
2013-12-29,189.167,5.0,,194.167
2013-12-30,189.217,4.957,,194.174
2013-12-31,192.043,6.87,,198.913
2014-01-01,191.0,5.292,,196.292
2014-01-02,190.833,5.333,,196.167
2014-01-03,191.583,5.458,,197.042
2014-01-04,191.25,6.5,,197.75
2014-01-05,196.682,7.455,,204.136
2014-01-06,193.458,6.125,,199.583
2014-01-07,193.833,4.833,,198.667
2014-01-08,194.958,5.0,,199.958
2014-01-09,194.059,5.0,,199.059
2014-01-10,193.375,5.208,,198.583
2014-01-11,193.417,5.208,,198.625
2014-01-12,194.792,5.0,,199.792
2014-01-13,194.923,5.077,,200.0
2014-01-14,194.958,6.208,,201.167
2014-01-15,192.417,4.958,,197.375
2014-01-16,193.792,5.417,,199.208
2014-01-17,193.5,5.55,,199.05
2014-01-18,187.083,5.0,,192.083
2014-01-19,187.792,6.167,,193.958
2014-01-20,190.909,6.182,,197.091
2014-01-21,194.0,5.625,,199.625
2014-01-22,189.875,6.083,,195.958
2014-01-23,190.75,4.0,,194.75
2014-01-24,192.083,4.375,,196.458
2014-01-25,193.625,4.75,,198.375
2014-01-26,193.042,6.917,,199.958
2014-01-27,193.5,4.792,,198.292
2014-01-28,193.5,3.167,,196.667
2014-01-29,192.909,3.136,,196.045
2014-01-30,190.208,4.333,,194.542
2014-01-31,191.375,2.375,,193.75
2014-02-01,192.583,2.458,,195.042
2014-02-02,192.917,2.708,,195.625
2014-02-03,192.625,3.125,,195.75
2014-02-04,191.0,4.083,,195.083
2014-02-05,190.083,3.625,,193.708
2014-02-06,189.75,2.292,,192.042
2014-02-07,190.292,2.833,,193.125
2014-02-08,190.083,3.083,,193.167
2014-02-09,191.417,2.583,,194.0
2014-02-10,189.958,2.75,,192.708
2014-02-11,191.0,3.625,,194.625
2014-02-12,191.625,4.208,,195.833
2014-02-13,191.125,2.958,,194.083
2014-02-14,190.0,2.792,,192.792
2014-02-15,191.875,2.75,,194.625
2014-02-16,190.875,2.417,,193.292
2014-02-17,188.833,2.667,,191.5
2014-02-18,190.0,4.833,,194.833
2014-02-19,188.833,2.625,,191.458
2014-02-20,190.042,2.333,,192.375
2014-02-21,190.333,3.958,,194.292
2014-02-22,188.333,4.042,,192.375
2014-02-23,191.875,4.292,,196.167
2014-02-24,190.917,3.75,,194.667
2014-02-25,191.773,4.136,,195.909
2014-02-26,191.75,7.583,,199.333
2014-02-27,192.167,4.292,,196.458
2014-02-28,192.25,3.917,,196.167
2014-03-01,190.042,4.417,,194.458
2014-03-02,191.875,4.25,,196.125
2014-03-03,191.708,5.833,,197.542
2014-03-04,190.375,5.208,,195.583
2014-03-05,193.458,4.75,,198.208
2014-03-06,193.125,5.0,,198.125
2014-03-07,192.875,5.625,,198.5
2014-03-08,191.167,4.625,,195.792
2014-03-09,191.125,4.75,,195.875
2014-03-10,190.208,2.5,,192.708
2014-03-11,190.261,2.957,,193.217
2014-03-12,190.583,4.125,,194.708
2014-03-13,191.458,4.75,,196.208
2014-03-14,191.375,3.333,,194.708
2014-03-15,191.292,4.375,,195.667
2014-03-16,190.667,4.917,,195.583
2014-03-17,193.625,8.708,,202.333
2014-03-18,190.833,5.25,,196.083
2014-03-19,189.875,5.208,,195.083
2014-03-20,190.333,4.625,,194.958
2014-03-21,190.0,4.391,,194.391
2014-03-22,189.375,4.333,,193.708
2014-03-23,190.083,2.917,,193.0
2014-03-24,191.875,3.5,,195.375
2014-03-25,193.0,3.714,,196.714
2014-03-26,193.667,4.167,,197.833
2014-03-27,192.75,5.167,,197.917
2014-03-28,191.167,6.792,,197.958
2014-03-29,188.375,5.833,,194.208
2014-03-30,192.375,4.833,,197.208
2014-03-31,193.292,8.292,,201.583
2014-04-01,192.708,7.0,,199.708
2014-04-02,191.083,8.5,,199.583
2014-04-03,189.333,9.875,,199.208
2014-04-04,187.625,6.583,,194.208
2014-04-05,191.792,5.625,,197.417
2014-04-06,191.25,4.5,,195.75
2014-04-07,191.958,7.125,,199.083
2014-04-08,191.167,10.542,,201.708
2014-04-09,191.167,7.833,,199.0
2014-04-10,192.167,8.167,,200.333
2014-04-11,192.375,6.417,,198.792
2014-04-12,191.042,6.5,,197.542
2014-04-13,191.25,7.625,,198.875
2014-04-14,189.476,7.714,,197.19
2014-04-15,188.583,12.333,,200.917
2014-04-16,187.708,12.125,,199.833
2014-04-17,188.542,12.042,,200.583
2014-04-18,187.5,9.667,,197.167
2014-04-19,187.917,9.167,,197.083
2014-04-20,187.958,9.625,,197.583
2014-04-21,188.083,11.667,,199.75
2014-04-22,186.167,10.667,,196.833
2014-04-23,187.625,12.25,,199.875
2014-04-24,187.333,10.5,,197.833
2014-04-25,186.958,12.125,,199.083
2014-04-26,186.0,13.25,,199.25
2014-04-27,184.333,13.167,,197.5
2014-04-28,183.75,12.667,,196.417
2014-04-29,182.208,11.208,,193.417
2014-04-30,180.708,12.0,,192.708
2014-05-01,182.333,10.833,,193.167
2014-05-02,183.833,12.25,,196.083
2014-05-03,185.208,11.5,,196.708
2014-05-04,185.208,10.583,,195.792
2014-05-05,185.542,11.583,,197.125
2014-05-06,186.542,10.875,,197.417
2014-05-07,185.292,11.625,,196.917
2014-05-08,184.5,13.333,,197.833
2014-05-09,184.583,11.958,,196.542
2014-05-10,185.125,12.0,,197.125
2014-05-11,183.708,12.167,,195.875
2014-05-12,181.75,12.708,,194.458
2014-05-13,183.208,15.542,,198.75
2014-05-14,181.875,19.167,,201.042
2014-05-15,181.083,13.292,,194.375
2014-05-16,181.13,12.696,,193.826
2014-05-17,179.25,8.792,,188.042
2014-05-18,179.875,10.625,,190.5
2014-05-19,178.542,9.75,,188.292
2014-05-20,179.042,12.25,,191.292
2014-05-21,177.833,10.375,,188.208
2014-05-22,179.042,9.333,,188.375
2014-05-23,179.792,8.875,,188.667
2014-05-24,179.417,11.167,,190.583
2014-05-25,177.0,12.292,,189.292
2014-05-26,180.667,11.292,,191.958
2014-05-27,177.0,12.167,,189.167
2014-05-28,184.286,15.619,,199.905
2014-05-29,191.167,18.083,,209.25
2014-05-30,190.417,19.167,,209.583
2014-05-31,189.667,18.0,,207.667
2014-06-01,192.375,18.083,,210.458
2014-06-02,189.542,17.083,,206.625
2014-06-03,191.083,20.708,,211.792
2014-06-04,188.417,19.375,,207.792
2014-06-05,190.4,15.933,,206.333
2014-06-06,191.048,15.429,,206.476
2014-06-07,190.292,14.833,,205.125
2014-06-08,188.792,14.583,,203.375
2014-06-09,188.667,13.875,,202.542
2014-06-10,186.304,15.565,,201.87
2014-06-11,185.125,15.25,,200.375
2014-06-12,183.833,13.125,,196.958
2014-06-13,184.375,11.792,,196.167
2014-06-14,187.75,13.167,,200.917
2014-06-15,192.792,15.0,,207.792
2014-06-16,192.417,15.833,,208.25
2014-06-17,193.0,15.609,,208.609
2014-06-18,188.083,12.833,,200.917
2014-06-19,186.917,13.375,,200.292
2014-06-20,191.0,14.625,,205.625
2014-06-21,189.333,15.583,,204.917
2014-06-22,184.958,13.25,,198.208
2014-06-23,185.542,13.375,,198.917
2014-06-24,185.13,12.957,,198.087
2014-06-25,185.625,13.75,,199.375
2014-06-26,189.238,16.095,,205.333
2014-06-27,189.043,15.696,,204.739
2014-06-28,192.25,13.625,,205.875
2014-06-29,188.917,13.042,,201.958
2014-06-30,188.875,11.583,,200.458
2014-07-01,185.417,13.083,,198.5
2014-07-02,184.417,12.25,,196.667
2014-07-03,184.333,12.083,,196.417
2014-07-04,194.478,11.826,,206.304
2014-07-05,190.542,12.167,,202.708
2014-07-06,191.333,13.792,,205.125
2014-07-07,192.0,9.545,,201.545
2014-07-08,197.958,13.708,,211.667
2014-07-09,191.417,15.208,,206.625
2014-07-10,186.542,13.417,,199.958
2014-07-11,181.304,11.783,,193.087
2014-07-12,193.375,15.708,,209.083
2014-07-13,193.208,12.667,,205.875
2014-07-14,193.0,14.042,,207.042
2014-07-15,198.042,16.75,,214.792
2014-07-16,189.292,11.75,,201.042
2014-07-17,185.75,12.875,,198.625
2014-07-18,181.217,14.261,,195.478
2014-07-19,178.667,14.125,,192.792
2014-07-20,180.5,15.083,,195.583
2014-07-21,181.042,16.708,,197.75
2014-07-22,185.75,16.792,,202.542
2014-07-23,181.333,16.375,,197.708
2014-07-24,175.458,14.375,,189.833
2014-07-25,177.913,17.522,,195.435
2014-07-26,179.917,20.25,,200.167
2014-07-27,181.875,13.167,,195.042
2014-07-28,185.333,15.167,,200.5
2014-07-29,187.417,18.417,,205.833
2014-07-30,186.955,19.0,,205.955
2014-07-31,183.333,12.917,,196.25
2014-08-01,180.0,17.957,,197.957
2014-08-02,177.667,18.5,,196.167
2014-08-03,177.458,18.042,,195.5
2014-08-04,177.458,17.458,,194.917
2014-08-05,177.833,18.083,,195.917
2014-08-06,180.208,15.875,,196.083
2014-08-07,180.625,14.708,,195.333
2014-08-08,180.478,13.261,,193.739
2014-08-09,178.75,12.625,,191.375
2014-08-10,176.917,12.833,,189.75
2014-08-11,180.0,13.833,,193.833
2014-08-12,183.333,14.583,,197.917
2014-08-13,183.333,14.833,,198.167
2014-08-14,183.917,14.083,,198.0
2014-08-15,182.478,11.957,,194.435
2014-08-16,181.958,11.083,,193.042
2014-08-17,182.833,11.792,,194.625
2014-08-18,183.5,12.875,,196.375
2014-08-19,177.833,13.417,,191.25
2014-08-20,175.625,12.667,,188.292
2014-08-21,175.417,12.75,,188.167
2014-08-22,181.381,13.333,,194.714
2014-08-23,180.458,8.458,,188.917
2014-08-24,182.458,9.375,,191.833
2014-08-25,183.375,8.667,,192.042
2014-08-26,187.417,8.417,,195.833
2014-08-27,190.478,8.0,,198.478
2014-08-28,189.174,8.435,,197.609
2014-08-29,188.348,7.522,,195.87
2014-08-30,184.833,6.208,,191.042
2014-08-31,186.125,5.958,,192.083
2014-09-01,187.417,6.083,,193.5
2014-09-02,188.042,6.958,,195.0
2014-09-03,187.625,7.917,,195.542
